,Boman_Index,y
Neg_1680,-0.37248,0
Neg_1098,2.12122,0
Neg_1404,0.19989,0
Neg_79,-0.42707,0
Neg_2483,-0.02679,0
Neg_2866,-0.25795,0
Neg_133,-0.17978,0
Neg_1514,3.32055,0
Neg_1790,0.42661,0
Neg_2219,-0.69012,0
Neg_2758,0.62824,0
Neg_621,-0.07286,0
Neg_904,0.10962,0
Neg_736,1.07062,0
Neg_431,0.51223,0
Neg_2469,0.44945,0
Neg_2895,0.25587,0
Neg_202,0.12536,0
Neg_478,0.53275,0
Neg_1929,-0.18897,0
Neg_1179,0.92174,0
Neg_116,-0.17204,0
Neg_2854,1.24463,0
Neg_2229,0.08548,0
Neg_301,-1.06851,0
Neg_2264,1.5961,0
Neg_58,-0.6605,0
Neg_37,1.99393,0
Neg_1299,-0.90924,0
Neg_2238,0.88108,0
Neg_1065,-0.32142,0
Neg_2393,-0.06862,0
Neg_1063,0.07506,0
Neg_2681,0.69044,0
Neg_1206,-0.1653,0
Neg_926,0.57403,0
Neg_1834,-1.89233,0
Neg_219,0.45127,0
Neg_1051,0.87697,0
Neg_2732,1.06629,0
Neg_22,0.00492,0
Neg_2672,-0.71564,0
Neg_1925,-1.10806,0
Neg_1046,-1.70201,0
Neg_2602,-1.43626,0
Neg_2626,0.68279,0
Neg_664,-0.58193,0
Neg_1033,-1.52535,0
Neg_1541,0.09551,0
Neg_352,0.72652,0
Neg_2763,2.09887,0
Neg_2198,-1.1985,0
Neg_260,0.09143,0
Neg_743,0.1237,0
Neg_1798,1.78568,0
Neg_805,-1.18615,0
Neg_2446,-0.43894,0
Neg_1456,0.71379,0
Neg_853,-0.66466,0
Neg_1866,0.7307,0
Neg_1972,0.22424,0
Neg_1250,-0.35285,0
Neg_2893,1.24874,0
Neg_415,-0.67428,0
Neg_2440,0.21897,0
Neg_1947,-0.69349,0
Neg_2296,-0.55235,0
Neg_1491,0.34005,0
Neg_1592,-0.98654,0
Neg_833,0.91316,0
Neg_2254,3.934,0
Neg_2786,0.75991,0
Neg_1307,-0.25403,0
Neg_1022,0.47395,0
Neg_2289,0.47394,0
Neg_2564,0.93344,0
Neg_1131,-0.58113,0
Neg_2814,-0.54023,0
Neg_2346,0.70039,0
Neg_2538,-0.49882,0
Neg_503,-0.44408,0
Neg_614,-0.44439,0
Neg_2227,-0.04988,0
Neg_1977,-1.36637,0
Neg_1151,0.44324,0
Neg_2315,-0.14639,0
Neg_1180,1.49315,0
Neg_308,-0.02801,0
Neg_1426,0.04868,0
Neg_12,-1.61247,0
Neg_506,0.09772,0
Neg_136,0.44474,0
Neg_378,1.69228,0
Neg_2058,-1.00794,0
Neg_2336,-1.48352,0
Neg_2220,-0.20873,0
Neg_262,-0.32962,0
Neg_1888,-0.12524,0
Neg_2552,-0.24205,0
Neg_1340,-0.10285,0
Neg_1753,-0.68306,0
Neg_941,-1.21196,0
Neg_689,-0.93729,0
Neg_403,-1.32367,0
Neg_2524,0.74999,0
Neg_1006,-1.49823,0
Neg_89,0.11185,0
Neg_1956,-1.99993,0
Neg_2723,-1.39468,0
Neg_34,-0.09181,0
Neg_757,0.19957,0
Neg_1170,0.49422,0
Neg_1405,-1.39037,0
Neg_1634,0.83638,0
Neg_835,-0.36699,0
Neg_1809,1.73567,0
Neg_296,-1.60975,0
Neg_1989,0.20707,0
Neg_636,-0.13525,0
Neg_1350,-0.12967,0
Neg_160,-0.97304,0
Neg_1524,-0.48637,0
Neg_836,0.71832,0
Neg_1885,-0.80802,0
Neg_1723,0.15378,0
Neg_1139,2.43799,0
Neg_531,-0.18976,0
Neg_131,-1.01635,0
Neg_226,-0.63984,0
Neg_2031,-0.15968,0
Neg_1050,0.78414,0
Neg_2215,1.07387,0
Neg_1008,-0.63616,0
Neg_755,1.92143,0
Neg_1309,-0.42598,0
Neg_1348,1.29632,0
Neg_2829,-0.91239,0
Neg_1281,-0.41892,0
Neg_2879,1.05847,0
Neg_2182,0.30152,0
Neg_513,-0.25622,0
Neg_2222,0.02396,0
Neg_2348,-1.70874,0
Neg_549,-1.25532,0
Neg_2669,0.48779,0
Neg_1248,0.3713,0
Neg_19,0.44572,0
Neg_1763,-0.56645,0
Neg_2832,0.78382,0
Neg_1992,0.55883,0
Neg_2675,-0.15381,0
Neg_203,0.5041,0
Neg_2314,-0.09399,0
Neg_460,1.04189,0
Neg_248,-0.6721,0
Neg_418,-0.64709,0
Neg_1007,-0.56173,0
Neg_2178,-2.33564,0
Neg_537,-0.77408,0
Neg_97,0.65345,0
Neg_1719,-1.03593,0
Neg_1777,-0.18839,0
Neg_771,0.40155,0
Neg_2070,-0.85586,0
Neg_1418,1.01303,0
Neg_1167,-0.38791,0
Neg_2477,1.81139,0
Neg_715,0.52896,0
Neg_616,-0.91745,0
Neg_558,-0.72966,0
Neg_64,0.9698,0
Neg_1316,0.20603,0
Neg_1507,-0.59274,0
Neg_1101,-0.45153,0
Neg_1796,0.5563,0
Neg_1223,0.62466,0
Neg_538,1.28739,0
Neg_302,0.14033,0
Neg_200,0.28219,0
Neg_1730,-0.37968,0
Neg_876,-2.25384,0
Neg_326,1.77774,0
Neg_1436,-1.9599,0
Neg_727,0.68124,0
Neg_1831,0.1076,0
Neg_900,-0.05711,0
Neg_1637,-0.53906,0
Neg_2635,2.0005,0
Neg_2454,0.24465,0
Neg_1216,0.10279,0
Neg_2191,0.50741,0
Neg_1275,0.84009,0
Neg_2151,0.61126,0
Neg_1402,-0.48477,0
Neg_717,-0.80101,0
Neg_1862,-1.36783,0
Neg_158,-1.7755,0
Neg_1740,0.3152,0
Neg_1424,1.7906,0
Neg_943,-0.13617,0
Neg_1688,-0.17082,0
Neg_148,0.50515,0
Neg_2796,-2.02038,0
Neg_1887,0.46772,0
Neg_2811,0.75763,0
Neg_859,-1.83649,0
Neg_2155,-1.08391,0
Neg_2045,0.59218,0
Neg_1104,0.3209,0
Neg_2638,-0.43394,0
Neg_962,0.46552,0
Neg_2828,-0.27176,0
Neg_1944,-1.44753,0
Neg_523,1.95637,0
Neg_1319,-1.11177,0
Neg_562,0.73066,0
Neg_2456,-2.51294,0
Neg_1500,-0.67131,0
Neg_1913,-0.54147,0
Neg_286,0.30055,0
Neg_2871,3.19894,0
Neg_456,0.74316,0
Neg_984,-1.07958,0
Neg_1837,-0.54993,0
Neg_2617,-0.72093,0
Neg_139,-2.74349,0
Neg_1815,-0.05593,0
Neg_1157,-0.03518,0
Neg_1317,0.23036,0
Neg_2405,-0.81352,0
Neg_45,-2.30992,0
Neg_1797,-1.18348,0
Neg_2769,-1.47445,0
Neg_1390,-1.41041,0
Neg_1018,0.06273,0
Neg_602,-3.73373,0
Neg_182,0.44916,0
Neg_1056,-0.21869,0
Neg_2567,2.53351,0
Neg_849,-0.34575,0
Neg_2338,-0.30547,0
Neg_422,0.50425,0
Neg_1421,0.37783,0
Neg_2439,0.15023,0
Neg_563,0.08804,0
Neg_1622,-0.66749,0
Neg_1578,-0.48072,0
Neg_1939,-0.52753,0
Neg_163,1.05916,0
Neg_287,-0.82101,0
Neg_787,1.34327,0
Neg_1846,-0.02374,0
Neg_1280,-1.17036,0
Neg_1918,-1.4399,0
Neg_999,0.72313,0
Neg_314,-1.21825,0
Neg_2192,-0.51525,0
Neg_605,1.21581,0
Neg_413,-1.29605,0
Neg_1861,-1.17304,0
Neg_342,0.50336,0
Neg_398,-1.03261,0
Neg_96,1.2949,0
Neg_1924,-0.69814,0
Neg_592,0.74149,0
Neg_1985,-0.91814,0
Neg_1045,-0.74596,0
Neg_2542,0.26036,0
Neg_2165,0.10534,0
Neg_1526,1.58642,0
Neg_2709,-1.7012,0
Neg_2230,1.28754,0
Neg_2137,-0.41144,0
Neg_2068,-0.49708,0
Neg_2163,0.60438,0
Neg_2247,-0.13917,0
Neg_529,0.86612,0
Neg_936,-0.9243,0
Neg_2418,0.19033,0
Neg_2487,-0.74751,0
Neg_703,-0.40456,0
Neg_1742,2.68133,0
Neg_305,0.48918,0
Neg_1078,0.26648,0
Neg_1672,5e-05,0
Neg_2568,1.11003,0
Neg_1911,0.72754,0
Neg_2397,0.62579,0
Neg_992,-1.59722,0
Neg_1161,-2.1553,0
Neg_2581,-0.92544,0
Neg_701,-0.26365,0
Neg_464,-2.1625,0
Neg_1692,-0.0255,0
Neg_774,1.46863,0
Neg_2620,-1.49379,0
Neg_979,0.1824,0
Neg_2827,1.14934,0
Neg_2729,1.4197,0
Neg_2277,-0.01884,0
Neg_1632,-0.67007,0
Neg_2756,0.17799,0
Neg_1898,-0.89866,0
Neg_1391,0.74874,0
Neg_1059,-0.6667,0
Neg_1746,-0.4946,0
Neg_1847,1.17621,0
Neg_1490,0.18155,0
Neg_450,1.2101,0
Neg_1448,-1.80006,0
Neg_2410,0.62668,0
Neg_1301,0.64397,0
Neg_696,0.57149,0
Neg_2757,-0.27386,0
Neg_815,0.15408,0
Neg_890,-0.90907,0
Neg_2049,-0.22078,0
Neg_634,0.31852,0
Neg_1241,1.03411,0
Neg_1265,-1.0965,0
Neg_1145,-0.70385,0
Neg_364,0.26108,0
Neg_2428,-0.68103,0
Neg_2873,-0.45733,0
Neg_2762,-0.32802,0
Neg_1932,1.03846,0
Neg_218,-0.69279,0
Neg_1471,-0.86401,0
Neg_211,-0.7666,0
Neg_88,0.19511,0
Neg_1800,-0.74206,0
Neg_1995,-1.67429,0
Neg_2231,0.49843,0
Neg_1090,-0.8167,0
Neg_1457,-1.21657,0
Neg_795,-1.11017,0
Neg_1614,-0.29032,0
Neg_732,1.20456,0
Neg_2025,-0.66784,0
Neg_2088,-0.82128,0
Neg_2527,-0.17775,0
Neg_2021,0.50879,0
Neg_2570,0.07086,0
Neg_215,0.65401,0
Neg_2516,-0.69715,0
Neg_1712,-0.29987,0
Neg_2010,-1.58062,0
Neg_1285,0.53664,0
Neg_2834,-0.5471,0
Neg_2013,-1.87589,0
Neg_945,-1.14273,0
Neg_1787,0.40116,0
Neg_935,-0.34394,0
Neg_2099,-0.88877,0
Neg_2179,-1.62534,0
Neg_2726,2.11231,0
Neg_1484,0.27734,0
Neg_2381,-1.48019,0
Neg_1458,0.49439,0
Neg_216,-0.25584,0
Neg_2725,0.47392,0
Neg_406,1.26272,0
Neg_1363,0.88211,0
Neg_1311,0.4784,0
Neg_1149,1.33652,0
Neg_1218,0.48886,0
Neg_1597,-1.83817,0
Neg_2745,0.94634,0
Neg_1477,0.6135,0
Neg_2803,0.36799,0
Neg_104,-0.17587,0
Neg_1900,0.77828,0
Neg_2586,-2.08505,0
Neg_2050,-2.03545,0
Neg_1069,2.41856,0
Neg_336,-0.88022,0
Neg_2260,0.42066,0
Neg_1733,1.07584,0
Neg_1555,-1.07739,0
Neg_2329,-0.56401,0
Neg_1878,-0.68216,0
Neg_1893,-0.35079,0
Neg_1716,1.44923,0
Neg_2322,0.48854,0
Neg_101,0.6503,0
Neg_16,0.62159,0
Neg_31,-1.44593,0
Neg_240,-0.54807,0
Neg_1117,-1.54124,0
Neg_2262,-1.42179,0
Neg_2861,0.7131,0
Neg_1225,-0.5556,0
Neg_261,-0.75629,0
Neg_609,-0.22994,0
Neg_1352,-1.38546,0
Neg_733,0.72945,0
Neg_2593,-0.16587,0
Neg_2259,1.38995,0
Neg_1785,0.77966,0
Neg_847,-2.07255,0
Neg_684,-0.24412,0
Neg_1411,-0.71527,0
Neg_680,-1.39021,0
Neg_502,0.25501,0
Neg_1097,-0.49932,0
Neg_1826,-0.06711,0
Neg_702,0.54474,0
Neg_1626,-0.42488,0
Neg_2358,-0.38101,0
Neg_1026,-0.35349,0
Neg_82,-0.67072,0
Neg_509,-0.57011,0
Neg_1235,-1.63794,0
Neg_2118,-0.50908,0
Neg_1303,-0.62548,0
Neg_72,-0.5299,0
Neg_1147,-0.09082,0
Neg_2437,-0.39098,0
Neg_1770,-0.24726,0
Neg_177,-0.3003,0
Neg_978,0.97876,0
Neg_724,-0.14172,0
Neg_1766,-0.40715,0
Neg_868,0.85339,0
Neg_1825,0.41462,0
Neg_2020,-0.02733,0
Neg_1628,-0.83358,0
Neg_892,-0.44389,0
Neg_2692,-0.05462,0
Neg_512,-1.28793,0
Neg_2128,-1.62161,0
Neg_1647,-0.66262,0
Neg_2419,-0.48684,0
Neg_2659,1.95687,0
Neg_1214,-1.20765,0
Neg_411,-0.37159,0
Neg_2321,0.17058,0
Neg_1384,-0.0372,0
Neg_1489,-1.27823,0
Neg_2666,-0.00604,0
Neg_1905,0.51797,0
Neg_55,-0.74482,0
Neg_1178,-0.24784,0
Neg_2369,0.1965,0
Neg_1,-0.09134,0
Neg_1999,-0.30766,0
Neg_1883,-1.3562,0
Neg_1643,0.91395,0
Neg_2885,1.74994,0
Neg_1786,-0.10591,0
Neg_1933,0.68814,0
Neg_814,-0.39468,0
Neg_1593,-0.01244,0
Neg_1298,-0.07766,0
Neg_285,0.74731,0
Neg_2792,0.40969,0
Neg_2154,-0.43256,0
Neg_1689,1.49643,0
Neg_603,-0.27952,0
Neg_1021,1.36169,0
Neg_1820,-0.19557,0
Neg_222,0.09234,0
Neg_256,-2.10936,0
Neg_704,-0.04774,0
Neg_144,-0.96476,0
Neg_2067,0.27467,0
Neg_1406,1.25306,0
Neg_2616,0.04398,0
Neg_648,-1.21525,0
Neg_2774,0.57293,0
Neg_292,-0.73347,0
Neg_2667,0.06995,0
Neg_257,-0.61498,0
Neg_1768,0.8106,0
Neg_2249,0.9694,0
Neg_779,0.19375,0
Neg_2513,-0.4822,0
Neg_2425,-0.26396,0
Neg_2272,-0.59858,0
Neg_361,0.79713,0
Neg_1745,0.08998,0
Neg_2902,-1.0561,0
Neg_808,-0.93328,0
Neg_407,-0.63753,0
Neg_191,0.01329,0
Neg_1737,0.1011,0
Neg_1001,-1.11473,0
Neg_2120,0.54189,0
Neg_960,-0.09267,0
Neg_1356,0.37875,0
Neg_1764,-1.63852,0
Neg_901,0.52822,0
Neg_2556,-2.11596,0
Neg_303,0.20884,0
Neg_654,-0.59349,0
Neg_251,-0.69383,0
Neg_1958,-1.3262,0
Neg_2857,-2.0613,0
Neg_1824,0.25963,0
Neg_9,-0.77366,0
Neg_1397,-1.02272,0
Neg_1841,-1.84137,0
Neg_1197,0.04052,0
Neg_1357,-0.56655,0
Neg_2898,2.44825,0
Neg_2132,1.60039,0
Neg_647,-0.47785,0
Neg_2646,-1.51288,0
Neg_476,0.73025,0
Neg_231,0.44025,0
Neg_451,-0.40339,0
Neg_1073,-0.02384,0
Neg_7,0.16326,0
Neg_1877,-1.08071,0
Neg_2912,-1.42797,0
Neg_1968,0.30084,0
Neg_2590,-0.13861,0
Neg_2781,0.50963,0
Neg_940,-2.06188,0
Neg_459,0.04966,0
Neg_1657,-0.68948,0
Neg_2544,-0.89737,0
Neg_2345,-2.06879,0
Neg_2406,-0.39802,0
Neg_2060,-0.47076,0
Neg_2697,-0.82428,0
Neg_1979,0.47231,0
Neg_875,0.42521,0
Neg_798,0.92061,0
Neg_2520,0.33352,0
Neg_2252,-1.51464,0
Neg_1502,0.34353,0
Neg_2316,-0.11323,0
Neg_2282,-0.5617,0
Neg_2664,0.74431,0
Neg_1274,-1.92203,0
Neg_1290,0.06041,0
Neg_299,0.50782,0
Neg_2528,0.41821,0
Neg_1387,-0.10252,0
Neg_13,-0.28907,0
Neg_586,0.14007,0
Neg_1691,1.42476,0
Neg_629,-0.1245,0
Neg_1089,-1.41737,0
Neg_2884,-0.08746,0
Neg_2610,-0.71321,0
Neg_470,0.41252,0
Neg_1649,-2.67756,0
Neg_1177,0.15856,0
Neg_2447,-1.00391,0
Neg_10,-1.95178,0
Neg_2623,0.63655,0
Neg_265,0.71974,0
Neg_273,0.36224,0
Neg_2305,0.1155,0
Neg_915,-0.72996,0
Neg_1945,0.51226,0
Neg_961,1.27967,0
Neg_2662,0.21643,0
Neg_1146,-0.21707,0
Neg_1137,0.51314,0
Neg_41,-0.45731,0
Neg_1496,-0.6793,0
Neg_2270,0.71351,0
Neg_1721,-1.28988,0
Neg_2196,0.73919,0
Neg_1988,-0.78212,0
Neg_2464,-0.10647,0
Neg_521,-2.45137,0
Neg_1062,0.20249,0
Neg_899,2.07667,0
Neg_374,0.70299,0
Neg_2106,0.10087,0
Neg_3,-1.2916,0
Neg_405,0.79154,0
Neg_1873,-0.63612,0
Neg_2506,-0.46667,0
Neg_2777,0.44383,0
Neg_762,-0.1604,0
Neg_401,-1.34992,0
Neg_1801,3.37318,0
Neg_2863,0.38422,0
Neg_2412,0.80797,0
Neg_1094,0.22954,0
Neg_1795,-1.57334,0
Neg_1144,-1.78211,0
Neg_1201,-0.56956,0
Neg_2435,0.76336,0
Neg_252,-0.27488,0
Neg_2676,0.19126,0
Neg_322,-1.00665,0
Neg_1525,0.14577,0
Neg_1228,0.59953,0
Neg_2042,0.50687,0
Neg_2308,-0.55182,0
Neg_2157,0.17948,0
Neg_2159,-0.81277,0
Neg_2734,-0.63,0
Neg_1207,-1.0008,0
Neg_120,0.50958,0
Neg_2631,0.16407,0
Neg_595,0.96391,0
Neg_993,-1.52614,0
Neg_1596,1.96484,0
Neg_2868,0.27242,0
Neg_579,0.03578,0
Neg_1663,0.52243,0
Neg_1040,-0.56512,0
Neg_2240,-1.21043,0
Neg_2349,0.32444,0
Neg_2207,0.53387,0
Neg_1153,-0.06269,0
Neg_580,0.68719,0
Neg_2390,0.54815,0
Neg_1683,0.51824,0
Neg_2601,0.2881,0
Neg_2888,-0.45429,0
Neg_1121,-0.7067,0
Neg_2688,-0.79736,0
Neg_1493,2.82072,0
Neg_1272,0.27597,0
Neg_1242,0.70912,0
Neg_1292,3.22874,0
Neg_2398,-0.08282,0
Neg_1990,-0.415,0
Neg_2241,0.71098,0
Neg_508,-0.096,0
Neg_307,0.17868,0
Neg_2448,0.50115,0
Neg_600,1.05263,0
Neg_601,-0.34926,0
Neg_1217,0.49045,0
Neg_839,-0.02226,0
Neg_682,-2.71335,0
Neg_2187,-2.97378,0
Neg_2821,0.89343,0
Neg_2789,-2.06938,0
Neg_169,-0.05258,0
Neg_320,-0.50564,0
Neg_2889,-0.38674,0
Neg_17,-0.47598,0
Neg_1714,0.27641,0
Neg_2605,1.21052,0
Neg_1527,-3.36929,0
Neg_83,3.8009,0
Neg_2246,-0.75777,0
Neg_114,1.3344,0
Neg_1808,0.66752,0
Neg_958,1.85334,0
Neg_2093,-0.04517,0
Neg_1561,-0.53126,0
Neg_1870,-1.43088,0
Neg_1335,-0.29202,0
Neg_1574,-0.04001,0
Neg_2188,0.88075,0
Neg_608,0.17316,0
Neg_1240,0.99793,0
Neg_2628,-3.80502,0
Neg_1855,-0.31672,0
Neg_1793,0.61506,0
Neg_2263,1.45094,0
Neg_2400,0.23443,0
Neg_1583,-1.07637,0
Neg_410,-1.36631,0
Neg_2849,1.0078,0
Neg_1389,-0.75101,0
Neg_130,0.10224,0
Neg_2784,1.09914,0
Neg_2759,-1.58351,0
Neg_2148,-0.75027,0
Neg_2886,0.49639,0
Neg_903,-1.8477,0
Neg_2844,0.64697,0
Neg_1071,-0.08573,0
Neg_2491,0.37351,0
Neg_2731,1.24304,0
Neg_1497,1.22785,0
Neg_2096,-1.32724,0
Neg_2234,3.30109,0
Neg_263,-0.38144,0
Neg_2409,-1.044,0
Neg_171,0.48186,0
Neg_2185,-1.10991,0
Neg_1630,-0.86739,0
Neg_239,0.63033,0
Neg_933,0.24087,0
Neg_2276,-0.62675,0
Neg_2707,-0.674,0
Neg_1971,-0.01481,0
Neg_293,-0.38831,0
Neg_766,-0.83012,0
Neg_1208,-0.06497,0
Neg_1076,-0.22857,0
Neg_2860,-0.10825,0
Neg_2048,1.96751,0
Neg_837,-1.21461,0
Neg_2085,-0.99583,0
Neg_1812,-1.57196,0
Neg_659,-0.24794,0
Neg_2775,-0.31673,0
Neg_807,-0.32237,0
Neg_379,-0.37124,0
Neg_683,0.86976,0
Neg_2124,-1.59265,0
Neg_1239,0.06409,0
Neg_1478,-0.95833,0
Neg_711,-0.95808,0
Neg_1422,0.2611,0
Neg_2642,0.03982,0
Neg_2243,-1.37532,0
Neg_419,-0.74136,0
Neg_2335,0.03058,0
Neg_708,0.58617,0
Neg_2224,0.29382,0
Neg_75,-2.051,0
Neg_1927,0.13221,0
Neg_396,-0.36042,0
Neg_2062,-1.44127,0
Neg_1758,-0.41668,0
Neg_1696,-1.83268,0
Neg_1938,-1.82882,0
Neg_2212,0.40418,0
Neg_491,0.68888,0
Neg_857,0.55567,0
Neg_2686,0.09254,0
Neg_2549,0.76361,0
Neg_465,0.1799,0
Neg_214,-0.10392,0
Neg_1450,-1.36263,0
Neg_2311,-2.18726,0
Neg_566,-0.74548,0
Neg_1468,0.39616,0
Neg_324,-0.02291,0
Neg_1106,-0.34198,0
Neg_1455,-0.15856,0
Neg_1775,-0.00035,0
Neg_2533,-1.1776,0
Neg_84,-0.34069,0
Neg_2087,-1.0182,0
Neg_454,-0.11716,0
Neg_1320,1.74761,0
Neg_534,-1.8901,0
Neg_2600,0.747,0
Neg_2303,0.27346,0
Neg_1332,-1.19592,0
Neg_1096,0.15667,0
Neg_278,0.42404,0
Neg_2916,2.14186,0
Neg_365,0.19741,0
Neg_929,-1.43893,0
Neg_955,0.93384,0
Neg_1510,-0.35824,0
Neg_974,0.72626,0
Neg_2768,0.12365,0
Neg_1142,1.07604,0
Neg_1174,0.42883,0
Neg_848,0.37736,0
Neg_991,0.80785,0
Neg_565,-0.42877,0
Neg_1973,0.17236,0
Neg_1172,-0.25486,0
Neg_2450,-0.52561,0
Neg_2795,0.81854,0
Neg_33,0.88529,0
Neg_2216,1.43064,0
Neg_2359,0.36224,0
Neg_515,-0.85514,0
Neg_208,-1.62767,0
Neg_2503,0.82202,0
Neg_2396,-0.1943,0
Neg_1670,1.12275,0
Neg_8,-0.96663,0
Neg_1802,-0.11897,0
Neg_1617,-0.36559,0
Neg_1353,-1.55782,0
Neg_917,1.15563,0
Neg_1912,-0.57662,0
Neg_2647,-0.43675,0
Neg_2682,2.65841,0
Neg_1130,0.30671,0
Neg_1914,-1.33534,0
Neg_1659,2.31142,0
Neg_1233,-2.88411,0
Neg_2379,-0.19861,0
Neg_1832,1.06729,0
Neg_1156,-1.15253,0
Neg_2258,-0.25745,0
Neg_461,0.8378,0
Neg_1432,-0.33639,0
Neg_1840,0.81609,0
Neg_51,0.39568,0
Neg_2078,-0.08363,0
Neg_1658,0.26295,0
Neg_1291,-1.575,0
Neg_2421,-0.43274,0
Neg_1107,-1.44864,0
Neg_57,-1.14011,0
Neg_56,0.32948,0
Neg_1535,-0.08307,0
Neg_728,-0.16783,0
Neg_612,0.76482,0
Neg_1789,-0.67108,0
Neg_2923,-0.5979,0
Neg_998,-0.93432,0
Neg_2027,-0.19494,0
Neg_1120,-0.06383,0
Neg_938,-1.10389,0
Neg_1639,-2.14081,0
Neg_1380,-0.77153,0
Neg_995,-0.69421,0
Neg_274,-0.726,0
Neg_1731,-0.67692,0
Neg_1423,-2.61979,0
Neg_1720,0.31416,0
Neg_1176,-0.53503,0
Neg_298,-0.56166,0
Neg_1494,-1.11807,0
Neg_2041,0.07684,0
Neg_2033,0.05775,0
Neg_1010,-0.70384,0
Neg_964,0.15819,0
Neg_735,-1.04821,0
Neg_245,-0.05773,0
Neg_317,0.00908,0
Neg_1277,-1.18771,0
Neg_213,-0.57457,0
Neg_109,-1.62855,0
Neg_1604,-0.60234,0
Neg_2004,-0.22916,0
Neg_1848,0.47783,0
Neg_1998,-1.46352,0
Neg_968,-0.26544,0
Neg_1860,-0.81066,0
Neg_854,1.8329,0
Neg_229,-0.09252,0
Neg_397,-0.35406,0
Neg_1864,0.43928,0
Neg_2553,-0.16569,0
Neg_1504,-0.16362,0
Neg_2824,0.24105,0
Neg_20,-1.04498,0
Neg_1594,-0.02881,0
Neg_2657,0.50723,0
Neg_1823,-0.75191,0
Neg_2352,-0.17451,0
Neg_675,1.20936,0
Neg_38,-0.24522,0
Neg_2630,0.00248,0
Neg_1313,-1.13904,0
Neg_2083,-0.06763,0
Neg_224,-0.56726,0
Neg_1271,-0.44062,0
Neg_2404,1.82513,0
Neg_91,-0.72623,0
Neg_2318,-0.26461,0
Neg_2034,-0.6416,0
Neg_2914,-1.27169,0
Neg_2749,-0.06932,0
Neg_1143,-0.08433,0
Neg_80,0.3849,0
Neg_289,0.30011,0
Neg_1262,-0.24669,0
Neg_2269,0.92884,0
Neg_922,0.15393,0
Neg_1843,0.37105,0
Neg_40,2.35354,0
Neg_1771,-0.85368,0
Neg_1068,1.389,0
Neg_1857,0.69715,0
Neg_635,0.79269,0
Neg_2908,-1.07865,0
Neg_2651,0.486,0
Neg_781,-1.23308,0
Neg_574,-0.11142,0
Neg_151,-0.44928,0
Neg_356,1.58361,0
Neg_1012,0.24948,0
Neg_455,-0.11684,0
Neg_2395,0.59459,0
Neg_173,1.55777,0
Neg_1744,-3.82387,0
Neg_1127,-0.52517,0
Neg_872,-0.33414,0
Neg_556,-0.38975,0
Neg_1872,1.65211,0
Neg_1175,-0.22573,0
Neg_2738,0.27447,0
Neg_2341,0.79003,0
Neg_2539,-0.03482,0
Neg_2859,0.26779,0
Neg_106,0.11221,0
Neg_453,0.23093,0
Neg_1396,0.47699,0
Neg_2665,0.11523,0
Neg_2357,1.1165,0
Neg_1937,-0.19927,0
Neg_2673,-0.78467,0
Neg_693,-1.02231,0
Neg_769,1.76994,0
Neg_2833,-0.15199,0
Neg_2773,0.63058,0
Neg_1447,-2.53619,0
Neg_29,0.51663,0
