,Bulkiness,y
Neg_302,-0.12185,0
Neg_200,-1.04745,0
Neg_1730,-0.741,0
Neg_876,-0.67104,0
Neg_326,-0.29069,0
Neg_1436,-0.83342,0
Neg_727,0.03915,0
Neg_1831,-0.225,0
Neg_900,1.99862,0
Neg_1637,-0.02157,0
Neg_2635,-0.82639,0
Neg_2454,0.37055,0
Neg_1216,-1.3842,0
Neg_2191,-1.07296,0
Neg_1275,-0.75214,0
Neg_2151,-0.65383,0
Neg_1402,3.4651,0
Neg_717,0.93559,0
Neg_1862,0.60533,0
Neg_158,-0.33013,0
Neg_1740,-0.3287,0
Neg_1424,-0.66594,0
Neg_943,0.60196,0
Neg_1688,0.66491,0
Neg_148,-0.99033,0
Neg_2796,0.04679,0
Neg_1887,-0.38177,0
Neg_2811,-0.42014,0
Neg_859,-0.08889,0
Neg_2155,-0.09466,0
Neg_2045,-0.94357,0
Neg_1104,-0.48596,0
Neg_2638,-0.8636,0
Neg_962,-0.8487,0
Neg_2828,-1.09067,0
Neg_1944,-0.38236,0
Neg_523,-0.12912,0
Neg_1319,0.59209,0
Neg_562,0.18284,0
Neg_2456,-0.92496,0
Neg_1500,-0.17072,0
Neg_1913,0.15729,0
Neg_286,-0.99746,0
Neg_2871,-0.71938,0
Neg_456,-0.99303,0
Neg_984,0.03875,0
Neg_1837,-0.60143,0
Neg_2617,1.35571,0
Neg_139,1.35127,0
Neg_1815,-0.63306,0
Neg_1157,-1.10653,0
Neg_1317,0.26613,0
Neg_2405,-0.37737,0
Neg_45,-1.06149,0
Neg_1797,-0.77049,0
Neg_2769,0.23689,0
Neg_1390,-0.81936,0
Neg_1018,-0.64586,0
Neg_602,0.04606,0
Neg_182,-1.28187,0
Neg_1056,0.78157,0
Neg_2567,-0.78642,0
Neg_849,-0.72137,0
Neg_2338,1.05329,0
Neg_422,-0.65035,0
Neg_1421,-0.48553,0
Neg_2439,-0.40633,0
Neg_563,-0.80619,0
Neg_1622,0.25794,0
Neg_1578,-0.561,0
Neg_1939,-0.7981,0
Neg_163,-0.96729,0
Neg_287,1.58053,0
Neg_787,0.55125,0
Neg_1846,-1.12092,0
Neg_1280,-0.78864,0
Neg_1918,0.99915,0
Neg_999,-0.72334,0
Neg_314,0.34171,0
Neg_2192,0.06359,0
Neg_605,-1.23865,0
Neg_413,1.14579,0
Neg_1861,-0.7122,0
Neg_342,-0.76568,0
Neg_398,-0.35328,0
Neg_96,-0.66181,0
Neg_1924,1.18464,0
Neg_592,-0.47122,0
Neg_1985,-0.56951,0
Neg_1045,-0.82,0
Neg_2542,0.03148,0
Neg_2165,-1.04107,0
Neg_1526,-0.90867,0
Neg_2709,0.80373,0
Neg_2230,-1.07044,0
Neg_2137,0.82181,0
Neg_2068,-0.08064,0
Neg_2163,-0.40645,0
Neg_2247,-0.73114,0
Neg_529,-0.39732,0
Neg_936,-0.43015,0
Neg_2418,-0.47116,0
Neg_2487,-0.40576,0
Neg_703,0.45766,0
Neg_1742,-0.30377,0
Neg_305,-0.52794,0
Neg_1078,-0.57203,0
Neg_1672,-1.15145,0
Neg_2568,-0.4744,0
Neg_1911,-0.55519,0
Neg_2397,-0.21006,0
Neg_992,-1.00513,0
Neg_1161,0.031,0
Neg_2581,-0.12382,0
Neg_701,-1.1802,0
Neg_464,-0.73576,0
Neg_1692,0.10955,0
Neg_774,-0.40282,0
Neg_2620,-1.19688,0
Neg_979,-0.70083,0
Neg_2827,-0.15238,0
Neg_2729,-1.16042,0
Neg_2277,-0.23921,0
Neg_1632,-1.05021,0
Neg_2756,2.48916,0
Neg_1898,-0.65401,0
Neg_1391,-0.59162,0
Neg_1059,-0.05438,0
Neg_1746,0.55423,0
Neg_1847,0.05927,0
Neg_1490,-0.7916,0
Neg_450,-0.08686,0
Neg_1448,0.57999,0
Neg_2410,-0.90722,0
Neg_1301,-1.21036,0
Neg_696,-0.11132,0
Neg_2757,-0.58413,0
Neg_815,0.93785,0
Neg_890,-0.52745,0
Neg_2049,-0.34394,0
Neg_634,0.55472,0
Neg_1241,-0.68611,0
Neg_1265,-0.29851,0
Neg_1145,-0.2008,0
Neg_364,0.12785,0
Neg_2428,-0.41894,0
Neg_2873,-0.59856,0
Neg_2762,-0.85372,0
Neg_1932,-0.28346,0
Neg_218,1.27644,0
Neg_1471,-0.11831,0
Neg_211,-0.11026,0
Neg_88,-0.03301,0
Neg_1800,-0.85318,0
Neg_1995,-0.26539,0
Neg_2231,-0.88259,0
Neg_1090,0.21953,0
Neg_1457,-1.20754,0
Neg_795,1.39711,0
Neg_1614,0.32808,0
Neg_732,-0.7262,0
Neg_2025,0.38766,0
Neg_2088,0.37889,0
Neg_2527,-0.92423,0
Neg_2021,-0.63277,0
Neg_2570,-0.78068,0
Neg_215,-0.23765,0
Neg_2516,-0.30464,0
Neg_1712,-0.80485,0
Neg_2010,-0.85911,0
Neg_1285,-0.22043,0
Neg_2834,-0.96529,0
Neg_2013,0.81869,0
Neg_945,-1.03507,0
Neg_1787,-0.97807,0
Neg_935,-0.01992,0
Neg_2099,-0.56348,0
Neg_2179,0.46919,0
Neg_2726,-0.42386,0
Neg_1484,-1.05581,0
Neg_2381,-0.53923,0
Neg_1458,-1.14513,0
Neg_216,-1.27616,0
Neg_2725,1.79278,0
Neg_406,-1.13697,0
Neg_1363,-0.39606,0
Neg_1311,2.03941,0
Neg_1149,-0.64232,0
Neg_1218,0.18974,0
Neg_1597,-0.51654,0
Neg_2745,-0.74787,0
Neg_1477,-1.1203,0
Neg_2803,-0.30321,0
Neg_104,-0.70433,0
Neg_1900,-0.69488,0
Neg_2586,0.58127,0
Neg_2050,-1.18834,0
Neg_1069,-0.00174,0
Neg_336,1.62654,0
Neg_2260,-0.62723,0
Neg_1733,-0.50367,0
Neg_1555,2.45529,0
Neg_2329,-0.35702,0
Neg_1878,-0.46073,0
Neg_1893,-0.74925,0
Neg_1716,-0.72162,0
Neg_2322,-0.84355,0
Neg_101,-0.88131,0
Neg_16,0.51276,0
Neg_31,-0.61975,0
Neg_240,0.83439,0
Neg_1117,-0.29218,0
Neg_2262,0.47696,0
Neg_2861,-0.044,0
Neg_1225,-1.26567,0
Neg_261,-0.40633,0
Neg_609,-0.82884,0
Neg_1352,-0.57472,0
Neg_733,1.14159,0
Neg_2593,0.26861,0
Neg_2259,0.35543,0
Neg_1785,-0.32054,0
Neg_847,-0.75449,0
Neg_684,-1.40074,0
Neg_1411,-0.45563,0
Neg_680,0.58222,0
Neg_502,-0.2218,0
Neg_1097,-0.9574,0
Neg_1826,-0.83712,0
Neg_702,-0.74129,0
Neg_1626,-0.87383,0
Neg_2358,-0.48606,0
Neg_1026,-0.30799,0
Neg_82,-0.6725,0
Neg_509,0.13205,0
Neg_1235,-1.06893,0
Neg_2118,-0.10913,0
Neg_1303,-0.39434,0
Neg_72,-1.08307,0
Neg_1147,-0.71982,0
Neg_2437,-0.08685,0
Neg_1770,-1.17327,0
Neg_177,-0.84207,0
Neg_978,-1.04307,0
Neg_724,0.63627,0
Neg_1766,-0.53721,0
Neg_868,0.42076,0
Neg_1825,-0.82809,0
Neg_2020,-1.40007,0
Neg_1628,1.8105,0
Neg_892,-1.3343,0
Neg_2692,0.64166,0
Neg_512,-0.72684,0
Neg_2128,-1.13786,0
Neg_1647,0.60508,0
Neg_2419,3.50964,0
Neg_2659,-0.75876,0
Neg_1214,0.40192,0
Neg_411,0.21631,0
Neg_2321,-0.64891,0
Neg_1384,-1.17494,0
Neg_1489,-0.81979,0
Neg_2666,-0.05867,0
Neg_1905,-0.44853,0
Neg_55,-0.02262,0
Neg_1178,0.36982,0
Neg_2369,-0.65268,0
Neg_1,-0.97423,0
Neg_1999,1.05078,0
Neg_1883,-1.05828,0
Neg_1643,0.85342,0
Neg_2885,1.91437,0
Neg_1786,-0.76708,0
Neg_1933,-0.45728,0
Neg_814,-0.08646,0
Neg_1593,-0.07145,0
Neg_1298,-0.33183,0
Neg_285,-1.15196,0
Neg_2792,-0.06195,0
Neg_2154,-0.24837,0
Neg_1689,-0.51493,0
Neg_603,-0.57426,0
Neg_1021,-0.18416,0
Neg_1820,-0.34943,0
Neg_222,-0.35012,0
Neg_256,1.66645,0
Neg_704,-0.47922,0
Neg_144,-0.54617,0
Neg_2067,-0.4775,0
Neg_1406,0.58585,0
Neg_2616,0.04188,0
Neg_648,-0.48566,0
Neg_2774,-0.84382,0
Neg_292,0.02173,0
Neg_2667,-1.15809,0
Neg_257,-0.95179,0
Neg_1768,0.84508,0
Neg_2249,-0.72359,0
Neg_779,-0.71827,0
Neg_2513,1.43414,0
Neg_2425,-1.00742,0
Neg_2272,-0.5688,0
Neg_361,-0.60074,0
Neg_1745,-0.8052,0
Neg_2902,-0.32383,0
Neg_808,-0.09335,0
Neg_407,-0.84393,0
Neg_191,0.85697,0
Neg_1737,-0.7797,0
Neg_1001,0.46118,0
Neg_2120,-0.58641,0
Neg_960,-0.28274,0
Neg_1356,-0.34574,0
Neg_1764,0.18784,0
Neg_901,-0.75261,0
Neg_2556,-1.13687,0
Neg_303,-0.88214,0
Neg_654,-0.42387,0
Neg_251,-0.42326,0
Neg_1958,0.49677,0
Neg_2857,-0.54699,0
Neg_1824,-0.47692,0
Neg_9,0.08607,0
Neg_1397,-1.19618,0
Neg_1841,-0.22337,0
Neg_1197,-0.63763,0
Neg_1357,-0.40575,0
Neg_2898,-0.64144,0
Neg_2132,-0.11395,0
Neg_647,-0.43896,0
Neg_2646,0.90294,0
Neg_476,-0.11745,0
Neg_231,-0.73657,0
Neg_451,-0.89585,0
Neg_1073,-0.16495,0
Neg_7,-0.68447,0
Neg_1877,-0.90208,0
Neg_2912,0.54911,0
Neg_1968,-0.79257,0
Neg_2590,-0.36594,0
Neg_2781,0.03578,0
Neg_940,1.36601,0
Neg_459,0.09899,0
Neg_1657,-1.13306,0
Neg_2544,-0.39379,0
Neg_2345,-1.11523,0
Neg_2406,-0.0505,0
Neg_2060,-1.28195,0
Neg_2697,-0.85118,0
Neg_1979,-0.47372,0
Neg_875,3.39776,0
Neg_798,-0.56206,0
Neg_2520,-0.7092,0
Neg_2252,-0.61941,0
Neg_1502,-0.53472,0
Neg_2316,-0.06007,0
Neg_2282,-0.50942,0
Neg_2664,-0.72908,0
Neg_1274,3.07376,0
Neg_1290,-0.1214,0
Neg_299,-0.96405,0
Neg_2528,-0.33349,0
Neg_1387,0.21646,0
Neg_13,-1.01191,0
Neg_586,-1.07688,0
Neg_1691,-0.8528,0
Neg_629,0.34176,0
Neg_1089,-0.67049,0
Neg_2884,-0.15716,0
Neg_2610,-0.27266,0
Neg_470,-0.86326,0
Neg_1649,-0.5882,0
Neg_1177,-0.4643,0
Neg_2447,-0.78339,0
Neg_10,0.87406,0
Neg_2623,0.00456,0
Neg_265,0.50889,0
Neg_273,0.61257,0
Neg_2305,-0.56953,0
Neg_915,-0.69136,0
Neg_1945,-0.67231,0
Neg_961,-1.08389,0
Neg_2662,-0.28443,0
Neg_1146,-0.22001,0
Neg_1137,-0.56659,0
Neg_41,0.10288,0
Neg_1496,-0.20361,0
Neg_2270,-1.23384,0
Neg_1721,-1.02343,0
Neg_2196,-1.11327,0
Neg_1988,-1.38312,0
Neg_2464,-0.83586,0
Neg_521,-0.85129,0
Neg_1062,-0.5411,0
Neg_899,-0.98245,0
Neg_374,-1.10956,0
Neg_2106,-0.02377,0
Neg_3,-1.34485,0
Neg_405,0.50983,0
Neg_1873,-0.59478,0
Neg_2506,0.55948,0
Neg_2777,-0.26611,0
Neg_762,0.97902,0
Neg_401,1.38445,0
Neg_1801,0.84805,0
Neg_2863,-0.67796,0
Neg_2412,-0.37262,0
Neg_1094,-0.50972,0
Neg_1795,1.10292,0
Neg_1144,1.28086,0
Neg_1201,-0.93307,0
Neg_2435,0.38465,0
Neg_252,-0.47621,0
Neg_2676,-1.00683,0
Neg_322,0.80446,0
Neg_1525,-0.77434,0
Neg_1228,-0.34806,0
Neg_2042,-0.88498,0
Neg_2308,-0.65233,0
Neg_2157,-0.21254,0
Neg_2159,-0.36959,0
Neg_2734,-0.77729,0
Neg_1207,-0.74383,0
Neg_120,-1.19144,0
Neg_2631,-0.38611,0
Neg_595,0.11299,0
Neg_993,1.43298,0
Neg_1596,2.12697,0
Neg_2868,-0.67167,0
Neg_579,-0.51784,0
Neg_1663,-0.63817,0
Neg_1040,0.09635,0
Neg_2240,-1.12105,0
Neg_2349,-0.97595,0
Neg_2207,-1.10532,0
Neg_1153,-0.32786,0
Neg_580,-0.21176,0
Neg_2390,-0.19371,0
Neg_1683,-0.98238,0
Neg_2601,-0.9161,0
Neg_2888,-0.42459,0
Neg_1121,0.13629,0
Neg_2688,-0.66772,0
Neg_1493,0.09727,0
Neg_1272,-0.19453,0
Neg_1242,-0.85198,0
Neg_1292,0.90771,0
Neg_2398,-1.0086,0
Neg_1990,-1.24078,0
Neg_2241,0.07557,0
Neg_508,-0.59786,0
Neg_307,-0.55518,0
Neg_2448,-0.36018,0
Neg_600,-0.63449,0
Neg_601,-0.87399,0
Neg_1217,-0.7472,0
Neg_839,1.10205,0
Neg_682,0.80221,0
Neg_2187,0.57607,0
Neg_2821,-0.76013,0
Neg_2789,-0.92332,0
Neg_169,-1.2034,0
Neg_320,-0.18406,0
Neg_2889,-1.12905,0
Neg_17,-0.89214,0
Neg_1714,-0.70881,0
Neg_2605,-0.5433,0
Neg_1527,0.19344,0
Neg_83,0.58835,0
Neg_2246,0.02696,0
Neg_114,-0.41299,0
Neg_1808,-0.23705,0
Neg_958,-0.17595,0
Neg_2093,-0.42471,0
Neg_1561,-1.03054,0
Neg_1870,0.70224,0
Neg_1335,-0.99693,0
Neg_1574,-0.98624,0
Neg_2188,-1.25069,0
Neg_608,-0.75525,0
Neg_1240,0.17666,0
Neg_2628,1.04397,0
Neg_1855,0.17395,0
Neg_1793,-0.28955,0
Neg_2263,-0.77383,0
Neg_2400,-0.39058,0
Neg_1583,-0.3812,0
Neg_410,0.91395,0
Neg_2849,-0.87158,0
Neg_1389,-0.48483,0
Neg_130,-0.78956,0
Neg_2784,-0.89694,0
Neg_2759,-0.48477,0
Neg_2148,-0.06588,0
Neg_2886,-0.89501,0
Neg_903,-0.35905,0
Neg_2844,-0.69787,0
Neg_1071,0.39714,0
Neg_2491,-0.70033,0
Neg_2731,-0.86348,0
Neg_1497,-0.38852,0
Neg_2096,-0.45993,0
Neg_2234,-0.81715,0
Neg_263,-0.50092,0
Neg_2409,0.14084,0
Neg_171,-0.92085,0
Neg_2185,-0.30168,0
Neg_1630,0.44961,0
Neg_239,-1.08201,0
Neg_933,-0.97073,0
Neg_2276,-1.04515,0
Neg_2707,-1.18154,0
Neg_1971,2.12328,0
Neg_293,-0.35581,0
Neg_766,-1.05416,0
Neg_1208,-0.17047,0
Neg_1076,-0.55482,0
Neg_2860,0.69556,0
Neg_2048,0.99148,0
Neg_837,0.02717,0
Neg_2085,-0.27133,0
Neg_1812,-0.55469,0
Neg_659,-0.15373,0
Neg_2775,-0.61406,0
Neg_807,-0.46997,0
Neg_379,-0.52664,0
Neg_683,-1.06152,0
Neg_2124,0.46618,0
Neg_1239,-0.13958,0
Neg_1478,-0.19249,0
Neg_711,2.83661,0
Neg_1422,-0.40362,0
Neg_2642,-0.70396,0
Neg_2243,-1.02897,0
Neg_419,0.10998,0
Neg_2335,-0.53711,0
Neg_708,-0.6802,0
Neg_2224,-1.08772,0
Neg_75,-0.91599,0
Neg_1927,-0.78108,0
Neg_396,0.77282,0
Neg_2062,-0.9874,0
Neg_1758,-0.84669,0
Neg_1696,-0.44514,0
Neg_1938,-0.75991,0
Neg_2212,-0.04293,0
Neg_491,-0.20173,0
Neg_857,0.2161,0
Neg_2686,0.52949,0
Neg_2549,-0.84061,0
Neg_465,-0.63651,0
Neg_214,-0.6435,0
Neg_1450,-0.53953,0
Neg_2311,-1.18403,0
Neg_566,-0.04989,0
Neg_1468,-0.05014,0
Neg_324,-0.06704,0
Neg_1106,-0.86317,0
Neg_1455,-1.07551,0
Neg_1775,-0.25008,0
Neg_2533,-0.97248,0
Neg_84,0.18564,0
Neg_2087,-0.82051,0
Neg_454,-0.88053,0
Neg_1320,-0.90105,0
Neg_534,-0.37337,0
Neg_2600,-0.25675,0
Neg_2303,-1.19064,0
Neg_1332,-0.12592,0
Neg_1096,-0.2144,0
Neg_278,0.168,0
Neg_2916,0.52264,0
Neg_365,-0.77839,0
Neg_929,-0.46706,0
Neg_955,-0.97422,0
Neg_1510,0.58644,0
Neg_974,-0.61928,0
Neg_2768,-1.07432,0
Neg_1142,0.68835,0
Neg_1174,-0.89704,0
Neg_848,-1.08895,0
Neg_991,-1.047,0
Neg_565,-1.24508,0
Neg_1973,-0.66555,0
Neg_1172,-1.07505,0
Neg_2450,-0.17426,0
Neg_2795,-0.8056,0
Neg_33,-0.48838,0
Neg_2216,0.23788,0
Neg_2359,-0.21137,0
Neg_515,-0.27936,0
Neg_208,-0.56948,0
Neg_2503,-0.4694,0
Neg_2396,-0.20737,0
Neg_1670,-0.41322,0
Neg_8,-1.11696,0
Neg_1802,-1.2942,0
Neg_1617,-0.37196,0
Neg_1353,-0.53524,0
Neg_917,0.3614,0
Neg_1912,-0.78337,0
Neg_2647,-0.33843,0
Neg_2682,0.62431,0
Neg_1130,-0.30739,0
Neg_1914,0.43944,0
Neg_1659,-0.6196,0
Neg_1233,0.35074,0
Neg_2379,-0.95458,0
Neg_1832,-1.30816,0
Neg_1156,-1.00676,0
Neg_2258,-0.20062,0
Neg_461,-0.93515,0
Neg_1432,-0.65128,0
Neg_1840,0.52849,0
Neg_51,1.47358,0
Neg_2078,-1.25862,0
Neg_1658,0.13333,0
Neg_1291,-0.59346,0
Neg_2421,-1.28877,0
Neg_1107,-1.05273,0
Neg_57,-0.38736,0
Neg_56,0.83148,0
Neg_1535,2.27407,0
Neg_728,-0.60508,0
Neg_612,-0.10325,0
Neg_1789,0.23281,0
Neg_2923,-0.43362,0
Neg_998,-0.94124,0
Neg_2027,0.13313,0
Neg_1120,-0.2814,0
Neg_938,-1.15668,0
Neg_1639,-1.08226,0
Neg_1380,0.01966,0
Neg_995,-0.74883,0
Neg_274,-1.34234,0
Neg_1731,-0.82522,0
Neg_1423,-0.15463,0
Neg_1720,-0.44086,0
Neg_1176,0.03776,0
Neg_298,0.28942,0
Neg_1494,0.16402,0
Neg_2041,-0.96341,0
Neg_2033,-0.05742,0
Neg_1010,0.0866,0
Neg_964,0.03711,0
Neg_735,-1.3595,0
Neg_245,0.6558,0
Neg_317,-0.28884,0
Neg_1277,-0.46336,0
Neg_213,-0.81535,0
Neg_109,0.31243,0
Neg_1604,0.55887,0
Neg_2004,-0.98379,0
Neg_1848,0.18416,0
Neg_1998,-0.54501,0
Neg_968,-0.86338,0
Neg_1860,0.01521,0
Neg_854,0.812,0
Neg_229,0.30012,0
Neg_397,0.03936,0
Neg_1864,-0.0984,0
Neg_2553,-0.01067,0
Neg_1504,-0.55554,0
Neg_2824,-1.22698,0
Neg_20,0.10833,0
Neg_1594,-0.3139,0
Neg_2657,-1.19823,0
Neg_1823,0.60436,0
Neg_2352,-0.66166,0
Neg_675,1.67175,0
Neg_38,1.72335,0
Neg_2630,-1.20349,0
Neg_1313,0.36285,0
Neg_2083,-0.78178,0
Neg_224,-0.20803,0
Neg_1271,-1.10662,0
Neg_2404,-0.2138,0
Neg_91,-0.27052,0
Neg_2318,-1.31413,0
Neg_2034,-0.5834,0
Neg_2914,-0.06963,0
Neg_2749,-0.87144,0
Neg_1143,0.12694,0
Neg_80,-0.68769,0
Neg_289,-0.81239,0
Neg_1262,0.54564,0
Neg_2269,-1.08978,0
Neg_922,0.25389,0
Neg_1843,-1.07431,0
Neg_40,0.38768,0
Neg_1771,0.1276,0
Neg_1068,-1.16081,0
Neg_1857,-0.38414,0
Neg_635,-0.42702,0
Neg_2908,-0.18581,0
Neg_2651,-0.86058,0
Neg_781,-0.69463,0
Neg_574,-1.22439,0
Neg_151,0.30575,0
Neg_356,-1.18138,0
Neg_1012,-0.07055,0
Neg_455,-0.82702,0
Neg_2395,-0.48083,0
Neg_173,-0.89919,0
Neg_1744,0.46,0
Neg_1127,-0.21801,0
Neg_872,0.53568,0
Neg_556,-0.89515,0
Neg_1872,-0.93333,0
Neg_1175,-0.93119,0
Neg_2738,-0.39678,0
Neg_2341,-0.82069,0
Neg_2539,0.14331,0
Neg_2859,0.84588,0
