,Hopp_woods,y
Neg_2672,-0.42081,0
Neg_1925,-1.10545,0
Neg_1046,0.90686,0
Neg_2602,-1.33654,0
Neg_2626,-0.75633,0
Neg_664,-0.60846,0
Neg_1033,-0.62789,0
Neg_1541,-0.50038,0
Neg_352,-1.35187,0
Neg_2763,1.10659,0
Neg_2198,-0.46058,0
Neg_260,0.2913,0
Neg_743,-0.386,0
Neg_1798,1.17732,0
Neg_805,-0.71453,0
Neg_2446,-0.36526,0
Neg_1456,0.25098,0
Neg_853,0.82587,0
Neg_1866,-0.38411,0
Neg_1972,-0.39769,0
Neg_1250,-0.1226,0
Neg_2893,-0.05471,0
Neg_415,-0.85604,0
Neg_2440,-0.25716,0
Neg_1947,-0.61493,0
Neg_2296,-1.45805,0
Neg_1491,-0.68074,0
Neg_1592,-0.71039,0
Neg_833,-0.88179,0
Neg_2254,1.504,0
Neg_2786,0.81032,0
Neg_1307,0.00408,0
Neg_1022,0.12074,0
Neg_2289,0.03784,0
Neg_2564,-1.22266,0
Neg_1131,-1.29737,0
Neg_2814,-0.76977,0
Neg_2346,-0.97481,0
Neg_2538,0.42758,0
Neg_503,0.59734,0
Neg_614,-0.96813,0
Neg_2227,-0.21235,0
Neg_1977,-0.99917,0
Neg_1151,-0.29918,0
Neg_2315,0.19513,0
Neg_1180,-0.56111,0
Neg_308,0.16813,0
Neg_1426,-0.57928,0
Neg_12,-1.5231,0
Neg_506,-0.3039,0
Neg_136,-1.188,0
Neg_378,0.36758,0
Neg_2058,-0.273,0
Neg_2336,-0.75241,0
Neg_2220,-0.97681,0
Neg_262,-1.04268,0
Neg_1888,0.84628,0
Neg_2552,-0.63323,0
Neg_1340,-0.3285,0
Neg_1753,0.86683,0
Neg_941,-0.85092,0
Neg_689,-0.85175,0
Neg_403,-0.92898,0
Neg_2524,-0.84827,0
Neg_1006,-0.4313,0
Neg_89,1.13998,0
Neg_1956,0.59957,0
Neg_2723,-1.30079,0
Neg_34,-0.72186,0
Neg_757,0.71567,0
Neg_1170,1.54741,0
Neg_1405,-1.05715,0
Neg_1634,0.0441,0
Neg_835,-0.243,0
Neg_1809,-0.77146,0
Neg_296,-0.52799,0
Neg_1989,-1.11717,0
Neg_636,-0.64995,0
Neg_1350,-0.27323,0
Neg_160,-0.00993,0
Neg_1524,-0.8984,0
Neg_836,-0.78259,0
Neg_1885,-0.82128,0
Neg_1723,-0.51922,0
Neg_1139,-0.3718,0
Neg_531,-0.94193,0
Neg_131,-0.69954,0
Neg_226,-0.28353,0
Neg_2031,-1.17135,0
Neg_1050,-0.59931,0
Neg_2215,0.19327,0
Neg_1008,0.75111,0
Neg_755,-0.3277,0
Neg_1309,0.33608,0
Neg_1348,-0.77212,0
Neg_2829,-0.45803,0
Neg_1281,-0.8653,0
Neg_2879,-0.77645,0
Neg_2182,-0.90201,0
Neg_513,1.00777,0
Neg_2222,-0.8769,0
Neg_2348,-1.19445,0
Neg_549,1.5942,0
Neg_2669,0.97835,0
Neg_1248,0.14254,0
Neg_19,-0.3303,0
Neg_1763,-1.02075,0
Neg_2832,-0.09044,0
Neg_1992,-0.86731,0
Neg_2675,0.04026,0
Neg_203,0.16497,0
Neg_2314,-0.6891,0
Neg_460,0.03168,0
Neg_248,-0.96755,0
Neg_418,-1.05831,0
Neg_1007,-1.24351,0
Neg_2178,-1.27197,0
Neg_537,-0.93221,0
Neg_97,-1.07356,0
Neg_1719,0.60958,0
Neg_1777,-0.51191,0
Neg_771,-0.2666,0
Neg_2070,-0.47911,0
Neg_1418,-0.49444,0
Neg_1167,-0.74222,0
Neg_2477,-0.67879,0
Neg_715,-0.81177,0
Neg_616,-0.36978,0
Neg_558,-0.32482,0
Neg_64,-0.07087,0
Neg_1316,0.28314,0
Neg_1507,-0.82661,0
Neg_1101,-1.52405,0
Neg_1796,-1.15543,0
Neg_1223,-0.62968,0
Neg_538,-0.34992,0
Neg_302,-1.21018,0
Neg_200,-0.28102,0
Neg_1730,-0.44932,0
Neg_876,-1.08446,0
Neg_326,0.81639,0
Neg_1436,-1.2214,0
Neg_727,-0.8355,0
Neg_1831,-0.74561,0
Neg_900,1.48227,0
Neg_1637,-0.61166,0
Neg_2635,-1.05763,0
Neg_2454,-0.84975,0
Neg_1216,-0.49644,0
Neg_2191,0.00072,0
Neg_1275,0.49262,0
Neg_2151,-1.07222,0
Neg_1402,1.52769,0
Neg_717,0.0872,0
Neg_1862,-1.1063,0
Neg_158,0.16668,0
Neg_1740,-0.21426,0
Neg_1424,-0.8461,0
Neg_943,0.58849,0
Neg_1688,0.97959,0
Neg_148,-0.98859,0
Neg_2796,-0.81815,0
Neg_1887,-0.05855,0
Neg_2811,-0.45043,0
Neg_859,-1.11686,0
Neg_2155,-0.61584,0
Neg_2045,-1.37651,0
Neg_1104,-0.68135,0
Neg_2638,-0.43738,0
Neg_962,-0.33036,0
Neg_2828,-0.61814,0
Neg_1944,0.11511,0
Neg_523,1.94499,0
Neg_1319,-0.18385,0
Neg_562,-1.3406,0
Neg_2456,-0.59839,0
Neg_1500,0.87324,0
Neg_1913,1.47633,0
Neg_286,-0.1527,0
Neg_2871,-0.37935,0
Neg_456,-0.7927,0
Neg_984,0.49599,0
Neg_1837,-0.1834,0
Neg_2617,-1.25962,0
Neg_139,0.29124,0
Neg_1815,-0.4299,0
Neg_1157,-0.27411,0
Neg_1317,-0.09045,0
Neg_2405,-1.1165,0
Neg_45,-0.96971,0
Neg_1797,-1.1564,0
Neg_2769,-0.87057,0
Neg_1390,-0.77544,0
Neg_1018,-0.61125,0
Neg_602,-0.79098,0
Neg_182,-1.28512,0
Neg_1056,0.10337,0
Neg_2567,-0.40636,0
Neg_849,-0.15408,0
Neg_2338,0.49548,0
Neg_422,-0.90918,0
Neg_1421,0.62994,0
Neg_2439,-0.08046,0
Neg_563,-0.77413,0
Neg_1622,0.48091,0
Neg_1578,-0.00753,0
Neg_1939,-1.04169,0
Neg_163,-0.99772,0
Neg_287,1.60634,0
Neg_787,-0.20607,0
Neg_1846,-0.41847,0
Neg_1280,-0.91265,0
Neg_1918,0.17486,0
Neg_999,0.2324,0
Neg_314,-0.89624,0
Neg_2192,-1.04459,0
Neg_605,-0.82719,0
Neg_413,0.59097,0
Neg_1861,-0.43856,0
Neg_342,3.35058,0
Neg_398,-0.73303,0
Neg_96,-1.15682,0
Neg_1924,0.85001,0
Neg_592,1.28675,0
Neg_1985,0.09921,0
Neg_1045,-0.19848,0
Neg_2542,0.86087,0
Neg_2165,-1.03137,0
Neg_1526,-0.88328,0
Neg_2709,-0.27555,0
Neg_2230,0.10921,0
Neg_2137,-0.61773,0
Neg_2068,-0.28421,0
Neg_2163,0.29707,0
Neg_2247,-0.57184,0
Neg_529,-1.41284,0
Neg_936,-1.16809,0
Neg_2418,-1.00394,0
Neg_2487,0.08519,0
Neg_703,0.32596,0
Neg_1742,-0.45717,0
Neg_305,-0.17034,0
Neg_1078,-0.53264,0
Neg_1672,-1.15744,0
Neg_2568,-0.09251,0
Neg_1911,-0.26743,0
Neg_2397,-0.80194,0
Neg_992,-1.40922,0
Neg_1161,0.17438,0
Neg_2581,-0.21062,0
Neg_701,-0.5577,0
Neg_464,-1.10657,0
Neg_1692,-0.50802,0
Neg_774,-0.10287,0
Neg_2620,-1.46461,0
Neg_979,-1.10532,0
Neg_2827,-1.18349,0
Neg_2729,-0.52002,0
Neg_2277,0.0357,0
Neg_1632,-1.36318,0
Neg_2756,2.82763,0
Neg_1898,-0.88757,0
Neg_1391,-0.53112,0
Neg_1059,-0.29451,0
Neg_1746,-0.41007,0
Neg_1847,-0.56987,0
Neg_1490,-0.72857,0
Neg_450,1.23129,0
Neg_1448,-0.36754,0
Neg_2410,0.25333,0
Neg_1301,-0.84638,0
Neg_696,-0.23521,0
Neg_2757,-0.13074,0
Neg_815,-0.24082,0
Neg_890,-0.5561,0
Neg_2049,-1.3682,0
Neg_634,0.14994,0
Neg_1241,-1.06973,0
Neg_1265,-0.65219,0
Neg_1145,-0.41868,0
Neg_364,1.46447,0
Neg_2428,-0.08754,0
Neg_2873,-1.11345,0
Neg_2762,-0.20187,0
Neg_1932,-0.5028,0
Neg_218,1.09838,0
Neg_1471,-0.82594,0
Neg_211,-0.26448,0
Neg_88,-0.49054,0
Neg_1800,-0.89595,0
Neg_1995,0.81154,0
Neg_2231,0.20585,0
Neg_1090,-0.03126,0
Neg_1457,-0.11798,0
Neg_795,0.11109,0
Neg_1614,0.01837,0
Neg_732,-1.20221,0
Neg_2025,-0.68789,0
Neg_2088,-0.9042,0
Neg_2527,-0.38638,0
Neg_2021,-0.45242,0
Neg_2570,0.1219,0
Neg_215,0.06359,0
Neg_2516,-1.23984,0
Neg_1712,-1.24391,0
Neg_2010,-0.41439,0
Neg_1285,0.28239,0
Neg_2834,-0.09005,0
Neg_2013,-0.4955,0
Neg_945,-1.40701,0
Neg_1787,-0.95927,0
Neg_935,0.16021,0
Neg_2099,-0.4599,0
Neg_2179,-0.6472,0
Neg_2726,-0.33811,0
Neg_1484,-0.97121,0
Neg_2381,-0.811,0
Neg_1458,-0.88828,0
Neg_216,0.4847,0
Neg_2725,0.37926,0
Neg_406,-0.74077,0
Neg_1363,-0.81658,0
Neg_1311,-0.44426,0
Neg_1149,3.47337,0
Neg_1218,0.18134,0
Neg_1597,-1.27711,0
Neg_2745,0.17344,0
Neg_1477,-0.88091,0
Neg_2803,0.25462,0
Neg_104,0.00819,0
Neg_1900,-0.75636,0
Neg_2586,-1.52917,0
Neg_2050,-1.00891,0
Neg_1069,2.3214,0
Neg_336,-0.26283,0
Neg_2260,-0.78787,0
Neg_1733,-0.78934,0
Neg_1555,0.83096,0
Neg_2329,0.4691,0
Neg_1878,0.63242,0
Neg_1893,-0.59136,0
Neg_1716,-0.17916,0
Neg_2322,1.58682,0
Neg_101,-1.23985,0
Neg_16,0.04281,0
Neg_31,-0.25861,0
Neg_240,0.65314,0
Neg_1117,-1.26871,0
Neg_2262,-0.28288,0
Neg_2861,-0.51717,0
Neg_1225,-0.50084,0
Neg_261,-0.59983,0
Neg_609,0.57007,0
Neg_1352,-0.08124,0
Neg_733,1.33017,0
Neg_2593,-0.68698,0
Neg_2259,0.52336,0
Neg_1785,-0.42531,0
Neg_847,-1.23284,0
Neg_684,-1.46813,0
Neg_1411,-0.93595,0
Neg_680,-0.05625,0
Neg_502,-0.03048,0
Neg_1097,0.05691,0
Neg_1826,-0.87176,0
Neg_702,-1.00013,0
Neg_1626,-1.32474,0
Neg_2358,-0.66083,0
Neg_1026,-0.60782,0
Neg_82,-1.31877,0
Neg_509,-0.10184,0
Neg_1235,-0.88117,0
Neg_2118,0.03008,0
Neg_1303,-0.6813,0
Neg_72,-0.29322,0
Neg_1147,0.04146,0
Neg_2437,1.32797,0
Neg_1770,-0.55891,0
Neg_177,-0.32169,0
Neg_978,-0.30592,0
Neg_724,1.92125,0
Neg_1766,-0.31778,0
Neg_868,-1.51672,0
Neg_1825,-0.82298,0
Neg_2020,-1.01731,0
Neg_1628,0.36991,0
Neg_892,-0.93962,0
Neg_2692,1.0634,0
Neg_512,0.61039,0
Neg_2128,-1.06251,0
Neg_1647,0.96249,0
Neg_2419,1.03955,0
Neg_2659,-0.43358,0
Neg_1214,-0.35914,0
Neg_411,0.19897,0
Neg_2321,-0.43179,0
Neg_1384,-0.11615,0
Neg_1489,-1.07329,0
Neg_2666,-0.6176,0
Neg_1905,-1.15622,0
Neg_55,0.02729,0
Neg_1178,0.40731,0
Neg_2369,-0.52471,0
Neg_1,-0.88162,0
Neg_1999,1.70625,0
Neg_1883,-0.75436,0
Neg_1643,1.70819,0
Neg_2885,3.19621,0
Neg_1786,-1.07235,0
Neg_1933,-0.81196,0
Neg_814,-0.57035,0
Neg_1593,0.69003,0
Neg_1298,-0.45113,0
Neg_285,-0.70151,0
Neg_2792,0.85591,0
Neg_2154,-0.39862,0
Neg_1689,-1.31006,0
Neg_603,-0.06403,0
Neg_1021,0.33597,0
Neg_1820,-0.27839,0
Neg_222,-1.04002,0
Neg_256,1.39644,0
Neg_704,0.12973,0
Neg_144,-0.91416,0
Neg_2067,-1.39296,0
Neg_1406,0.03053,0
Neg_2616,-0.09724,0
Neg_648,-0.32471,0
Neg_2774,-0.3238,0
Neg_292,-0.70326,0
Neg_2667,-0.475,0
Neg_257,0.07623,0
Neg_1768,-0.80331,0
Neg_2249,-0.74702,0
Neg_779,-0.95017,0
Neg_2513,-0.81182,0
Neg_2425,-1.34115,0
Neg_2272,-0.39401,0
Neg_361,-0.50324,0
Neg_1745,1.60058,0
Neg_2902,-0.64023,0
Neg_808,-0.04717,0
Neg_407,-0.62465,0
Neg_191,-0.80924,0
Neg_1737,-0.59303,0
Neg_1001,-1.03236,0
Neg_2120,-0.95098,0
Neg_960,-0.75558,0
Neg_1356,-1.32806,0
Neg_1764,0.40351,0
Neg_901,-0.26462,0
Neg_2556,-0.99868,0
Neg_303,-0.86467,0
Neg_654,-0.57085,0
Neg_251,-0.66484,0
Neg_1958,-1.03588,0
Neg_2857,-0.90138,0
Neg_1824,-0.92651,0
Neg_9,1.03223,0
Neg_1397,-0.93274,0
Neg_1841,0.21107,0
Neg_1197,-0.4846,0
Neg_1357,-0.96012,0
Neg_2898,-0.94124,0
Neg_2132,1.64908,0
Neg_647,-0.34113,0
Neg_2646,0.59389,0
Neg_476,-0.08955,0
Neg_231,-0.30735,0
Neg_451,-0.97329,0
Neg_1073,0.28913,0
Neg_7,-0.76995,0
Neg_1877,-0.7637,0
Neg_2912,-0.52386,0
Neg_1968,-0.63646,0
Neg_2590,-0.45265,0
Neg_2781,-0.86402,0
Neg_940,0.50442,0
Neg_459,-0.78701,0
Neg_1657,-0.01766,0
Neg_2544,0.10483,0
Neg_2345,-0.72215,0
Neg_2406,-0.59203,0
Neg_2060,-1.31746,0
Neg_2697,0.55274,0
Neg_1979,-1.0774,0
Neg_875,0.53086,0
Neg_798,-0.49452,0
Neg_2520,0.72404,0
Neg_2252,-1.28797,0
Neg_1502,-0.35387,0
Neg_2316,-0.8983,0
Neg_2282,-1.0101,0
Neg_2664,-0.48777,0
Neg_1274,1.88774,0
Neg_1290,-0.62391,0
Neg_299,-0.33805,0
Neg_2528,-0.72691,0
Neg_1387,-1.18153,0
Neg_13,-0.76979,0
Neg_586,-0.75488,0
Neg_1691,-0.48948,0
Neg_629,-1.33001,0
Neg_1089,-1.21885,0
Neg_2884,-0.13806,0
Neg_2610,-1.18373,0
Neg_470,-0.61165,0
Neg_1649,0.22119,0
Neg_1177,-0.00651,0
Neg_2447,0.74423,0
Neg_10,0.39284,0
Neg_2623,-0.83405,0
Neg_265,2.49675,0
Neg_273,1.3193,0
Neg_2305,-0.28737,0
Neg_915,-0.42759,0
Neg_1945,-0.98383,0
Neg_961,-0.77859,0
Neg_2662,-0.17858,0
Neg_1146,-0.84291,0
Neg_1137,-0.09835,0
Neg_41,-0.36106,0
Neg_1496,-0.15363,0
Neg_2270,-0.94807,0
Neg_1721,-0.78398,0
Neg_2196,-0.06898,0
Neg_1988,-0.68596,0
Neg_2464,-1.14008,0
Neg_521,-0.92297,0
Neg_1062,-0.17825,0
Neg_899,-0.08151,0
Neg_374,-1.27969,0
Neg_2106,0.10506,0
Neg_3,-0.59916,0
Neg_405,2.13977,0
Neg_1873,0.09317,0
Neg_2506,-0.25127,0
Neg_2777,-0.6694,0
Neg_762,0.00057,0
Neg_401,-0.52093,0
Neg_1801,1.31887,0
Neg_2863,-0.53475,0
Neg_2412,-0.44138,0
Neg_1094,-0.94217,0
Neg_1795,0.5354,0
Neg_1144,-0.0108,0
Neg_1201,-0.4983,0
Neg_2435,-0.10114,0
Neg_252,-0.46647,0
Neg_2676,-0.31742,0
Neg_322,0.54161,0
Neg_1525,-0.80974,0
Neg_1228,-0.33562,0
Neg_2042,-0.43378,0
Neg_2308,-0.89209,0
Neg_2157,-0.92881,0
Neg_2159,-0.85539,0
Neg_2734,-0.00956,0
Neg_1207,-0.55755,0
Neg_120,-0.15848,0
Neg_2631,-0.6426,0
Neg_595,-1.24028,0
Neg_993,-0.45268,0
Neg_1596,0.98318,0
Neg_2868,0.41609,0
Neg_579,0.51073,0
Neg_1663,0.72093,0
Neg_1040,0.07505,0
Neg_2240,-0.914,0
Neg_2349,-1.05187,0
Neg_2207,-0.68605,0
Neg_1153,0.71162,0
Neg_580,1.00914,0
Neg_2390,0.84698,0
Neg_1683,0.27633,0
Neg_2601,0.00841,0
Neg_2888,-1.09288,0
Neg_1121,-0.22767,0
Neg_2688,-0.66306,0
Neg_1493,1.17937,0
Neg_1272,-1.09141,0
Neg_1242,-0.54823,0
Neg_1292,1.53512,0
Neg_2398,-0.41047,0
Neg_1990,1.16282,0
Neg_2241,1.69603,0
Neg_508,-0.83377,0
Neg_307,-0.16451,0
Neg_2448,-0.71043,0
Neg_600,-0.8898,0
Neg_601,-1.17835,0
Neg_1217,0.0387,0
Neg_839,0.81605,0
Neg_682,0.17356,0
Neg_2187,-0.49662,0
Neg_2821,-0.58711,0
Neg_2789,-0.95968,0
Neg_169,0.06303,0
Neg_320,-1.15107,0
Neg_2889,-0.77327,0
Neg_17,0.2906,0
Neg_1714,-1.22836,0
Neg_2605,0.73037,0
Neg_1527,0.40303,0
Neg_83,-0.34413,0
Neg_2246,-0.73098,0
Neg_114,0.62124,0
Neg_1808,0.57211,0
Neg_958,2.26913,0
Neg_2093,-1.01274,0
Neg_1561,-1.47892,0
Neg_1870,-0.38663,0
Neg_1335,-0.62938,0
Neg_1574,-0.91174,0
Neg_2188,-0.13443,0
Neg_608,0.73363,0
Neg_1240,-0.74076,0
Neg_2628,-0.55806,0
Neg_1855,-1.04094,0
Neg_1793,-1.09418,0
Neg_2263,-0.62703,0
Neg_2400,0.23881,0
Neg_1583,1.19202,0
Neg_410,2.66245,0
Neg_2849,-0.51535,0
Neg_1389,-1.0605,0
Neg_130,-0.52706,0
Neg_2784,-1.17025,0
Neg_2759,0.13595,0
Neg_2148,0.9941,0
Neg_2886,-1.12283,0
Neg_903,-1.32088,0
Neg_2844,-0.62926,0
Neg_1071,-0.08435,0
Neg_2491,1.18534,0
Neg_2731,0.33654,0
Neg_1497,-0.0519,0
Neg_2096,-0.66188,0
Neg_2234,-1.07356,0
Neg_263,-0.95323,0
Neg_2409,0.48558,0
Neg_171,0.11289,0
Neg_2185,-0.17553,0
Neg_1630,-0.5033,0
Neg_239,0.19494,0
Neg_933,-0.77906,0
Neg_2276,-0.47926,0
Neg_2707,-0.49463,0
Neg_1971,2.29379,0
Neg_293,1.28237,0
Neg_766,-0.76348,0
Neg_1208,-0.02272,0
Neg_1076,-0.90009,0
Neg_2860,-0.32596,0
Neg_2048,0.88389,0
Neg_837,0.47727,0
Neg_2085,-0.81861,0
Neg_1812,-1.20028,0
Neg_659,-0.6301,0
Neg_2775,-0.45144,0
Neg_807,-0.84515,0
Neg_379,-0.92115,0
Neg_683,-0.49472,0
Neg_2124,-0.76208,0
Neg_1239,-0.92424,0
Neg_1478,-0.23734,0
Neg_711,-0.79626,0
Neg_1422,-0.14603,0
Neg_2642,-0.64988,0
Neg_2243,-1.07496,0
Neg_419,-0.64876,0
Neg_2335,0.03529,0
Neg_708,-0.96177,0
Neg_2224,-0.80237,0
Neg_75,-1.3766,0
Neg_1927,0.0329,0
Neg_396,-0.61458,0
Neg_2062,-0.74791,0
Neg_1758,-1.11756,0
Neg_1696,-0.80076,0
Neg_1938,-0.95766,0
Neg_2212,-0.92733,0
Neg_491,-0.48678,0
Neg_857,-1.0528,0
Neg_2686,0.08192,0
Neg_2549,-0.55721,0
Neg_465,-0.92001,0
Neg_214,0.12053,0
Neg_1450,-0.92924,0
Neg_2311,-1.08116,0
Neg_566,-0.95505,0
Neg_1468,-0.17598,0
Neg_324,-0.78857,0
Neg_1106,-1.52094,0
Neg_1455,-0.60971,0
Neg_1775,-0.9888,0
Neg_2533,-0.65505,0
Neg_84,0.02901,0
Neg_2087,0.71131,0
Neg_454,-0.58282,0
Neg_1320,-0.75165,0
Neg_534,-0.71411,0
Neg_2600,-0.5336,0
Neg_2303,0.13464,0
Neg_1332,-1.29493,0
Neg_1096,0.35466,0
Neg_278,-1.51972,0
Neg_2916,1.50036,0
Neg_365,-0.9988,0
Neg_929,-0.47356,0
Neg_955,-1.17774,0
Neg_1510,0.17479,0
Neg_974,-0.45776,0
Neg_2768,-0.46336,0
Neg_1142,1.95893,0
Neg_1174,-0.3146,0
Neg_848,-0.25776,0
Neg_991,-0.66996,0
Neg_565,-1.00026,0
Neg_1973,-0.00031,0
Neg_1172,0.05772,0
Neg_2450,-0.91041,0
Neg_2795,-1.26599,0
Neg_33,-1.09826,0
Neg_2216,-0.60973,0
Neg_2359,2.64515,0
Neg_515,-0.43193,0
Neg_208,-1.31399,0
Neg_2503,-0.28764,0
Neg_2396,-0.69777,0
Neg_1670,1.14764,0
Neg_8,-1.18253,0
Neg_1802,-0.90766,0
Neg_1617,-1.20539,0
Neg_1353,-0.7944,0
Neg_917,-0.56521,0
Neg_1912,-0.61438,0
Neg_2647,-0.92704,0
Neg_2682,-0.54725,0
Neg_1130,0.19549,0
Neg_1914,0.36059,0
Neg_1659,-0.15523,0
Neg_1233,-1.17254,0
Neg_2379,-0.75264,0
Neg_1832,-0.87419,0
Neg_1156,-1.20444,0
Neg_2258,-0.2078,0
Neg_461,1.02704,0
Neg_1432,-0.9153,0
Neg_1840,-0.72595,0
Neg_51,-0.27198,0
Neg_2078,-0.91246,0
Neg_1658,-1.00803,0
Neg_1291,-0.62705,0
Neg_2421,-1.09876,0
Neg_1107,-0.51944,0
Neg_57,-0.29022,0
Neg_56,-0.46893,0
Neg_1535,1.47859,0
Neg_728,-0.23393,0
Neg_612,0.02978,0
Neg_1789,0.21927,0
Neg_2923,0.49163,0
Neg_998,-0.84169,0
Neg_2027,0.67089,0
Neg_1120,-0.28502,0
Neg_938,-0.00809,0
Neg_1639,-0.22109,0
Neg_1380,-1.12943,0
Neg_995,-1.22056,0
Neg_274,0.72238,0
Neg_1731,-0.17151,0
Neg_1423,0.13403,0
Neg_1720,-1.2569,0
Neg_1176,-0.98866,0
Neg_298,0.30254,0
Neg_1494,-0.13302,0
Neg_2041,-0.04585,0
Neg_2033,-0.98408,0
Neg_1010,-0.29579,0
Neg_964,-0.13582,0
Neg_735,-1.24242,0
Neg_245,-0.17086,0
Neg_317,-0.97579,0
Neg_1277,-0.10274,0
Neg_213,-0.63936,0
Neg_109,0.51438,0
Neg_1604,-0.00941,0
Neg_2004,0.28702,0
Neg_1848,0.48439,0
Neg_1998,-0.20481,0
Neg_968,-0.61674,0
Neg_1860,-1.02758,0
Neg_854,-0.08536,0
Neg_229,-1.40496,0
Neg_397,-0.7101,0
Neg_1864,0.49314,0
Neg_2553,0.18472,0
Neg_1504,-0.27998,0
Neg_2824,-0.70742,0
Neg_20,0.03798,0
Neg_1594,0.11174,0
Neg_2657,-0.47704,0
Neg_1823,-1.47314,0
Neg_2352,-1.13042,0
Neg_675,0.22295,0
Neg_38,0.3428,0
Neg_2630,1.15377,0
Neg_1313,-0.97675,0
Neg_2083,-0.59347,0
Neg_224,-0.24491,0
Neg_1271,-1.37198,0
Neg_2404,1.12698,0
Neg_91,0.03057,0
Neg_2318,-0.69808,0
Neg_2034,0.20919,0
Neg_2914,-0.32961,0
Neg_2749,-0.64323,0
Neg_1143,-0.99875,0
Neg_80,-1.26353,0
Neg_289,0.4414,0
Neg_1262,0.09601,0
Neg_2269,0.34075,0
Neg_922,-1.27505,0
Neg_1843,-0.55565,0
Neg_40,0.4091,0
Neg_1771,-0.54249,0
Neg_1068,-0.5616,0
Neg_1857,-1.46769,0
Neg_635,-0.62986,0
Neg_2908,-0.58821,0
Neg_2651,-0.27519,0
Neg_781,-1.28679,0
Neg_574,-0.57413,0
Neg_151,-0.60871,0
Neg_356,-0.03022,0
Neg_1012,-0.23471,0
Neg_455,-0.54657,0
Neg_2395,-0.29957,0
Neg_173,-0.72908,0
Neg_1744,-0.90403,0
Neg_1127,-1.39309,0
Neg_872,-1.42488,0
Neg_556,-0.38236,0
Neg_1872,-1.23622,0
Neg_1175,-1.39127,0
Neg_2738,-0.73971,0
Neg_2341,1.27885,0
Neg_2539,-0.99181,0
Neg_2859,-0.35278,0
Neg_106,-1.4012,0
