,Ez__1,Ez__2,Ez__3,Ez__4,Ez__5,Ez__6,Ez__7,Ez__8,Ez__9,Ez__10,Ez__11,Ez__12,Ez__13,Ez__14,Ez__15,Ez__16,Ez__17,Ez__18,Ez__19,Ez__20,Ez__21,Ez__22,Ez__23,Ez__24,Ez__25,Ez__26,Ez__27,Ez__28,Ez__29,Ez__30,y
Neg_1859,0.14463,0.39763,-0.74599,-1.05256,-1.65698,-0.54812,-0.65444,-0.24977,0.14739,-0.10132,-0.36245,-0.41804,0.36489,0.1937,0.33941,-0.01369,0.00267,-0.18784,-0.61084,-0.42987,0.8003,0.34946,0.42253,0.31554,0.88967,1.20292,0.61569,0.77558,0.4122,0.6742,0
Neg_1088,-0.12729,-0.27984,-0.36191,-0.56782,-0.85111,-0.4522,-0.45144,-0.3226,-0.36741,-0.52456,-0.27747,-0.32109,-0.19373,-0.29607,-0.39256,-1.80898,-1.67985,-1.76017,-1.58795,-1.47172,-0.77612,-0.74881,-0.86638,-0.72648,-0.46288,-0.30151,-0.11531,-0.22432,0.07402,0.12583,0
Neg_448,-0.73299,-0.64647,-0.7929,0.14931,0.45644,-0.41247,-0.71617,-0.47669,-0.36919,-0.53628,-0.28783,-0.5373,-0.50111,-0.21309,-0.65414,0.07218,0.19243,0.19836,0.26169,0.29215,0.29605,0.3206,0.31272,0.27421,0.41098,0.2133,0.20744,0.15991,0.16578,0.29917,0
Neg_2831,0.22546,0.11885,0.50598,0.91604,0.46154,0.45674,0.30993,0.50933,0.20734,0.43086,0.1604,0.01176,0.14594,-0.08883,-0.14867,-0.17564,-0.22919,-0.18468,-0.19883,-0.24942,-0.90018,-0.85166,-0.89655,-0.87141,-0.88865,-1.09233,-0.8925,-1.01645,-0.9896,-0.96138,0
Neg_358,-0.71712,-1.1336,-0.74612,-0.1052,-0.89667,-0.6941,-0.72579,-0.78221,-0.53073,-0.73173,-0.89587,-0.4847,-0.51014,-0.75342,-0.6473,-0.3574,-0.31964,-0.1769,-0.34541,-0.34603,0.59124,0.35267,0.50011,0.27863,0.32072,1.04493,0.70184,0.68064,0.51935,0.76406,0
Neg_2287,-0.4251,0.1978,0.30306,0.55647,0.10638,-1.27701,-1.04692,-1.02079,-1.41143,-1.20729,-1.24344,-1.09638,-1.3215,-1.49209,-1.19444,0.65886,0.6854,0.67435,0.88437,0.73538,0.87435,0.78644,1.01048,1.10895,1.01743,0.53957,0.67044,0.8113,0.99601,0.78258,0
Neg_2597,0.46931,-0.19917,0.05599,0.55169,-0.02104,0.05522,0.12003,0.34687,-0.21791,-0.0801,0.2876,0.48868,0.07105,-0.33071,0.11805,0.21463,0.13021,0.08058,0.46709,0.15853,0.77409,0.39171,0.51014,0.64393,0.48719,0.77791,0.4545,0.56731,0.95925,0.61445,0
Neg_2648,0.16041,-0.19436,-0.04886,-0.45785,-0.29259,0.03468,0.09126,0.00679,0.04544,0.155,0.0795,0.1063,0.12753,-0.02116,0.12747,0.14221,0.09546,0.08407,0.03543,0.04835,0.2627,0.25588,0.09794,0.1144,0.04975,0.25613,-0.00822,0.10871,0.07178,-0.01371,0
Neg_152,-0.67352,-0.83214,-0.81383,-0.74585,-1.70187,-1.61918,-1.16698,-1.26845,-1.12417,-1.0548,-1.63818,-0.95321,-1.13175,-1.26191,-0.64572,1.47258,1.38986,1.42301,1.47484,1.41429,2.01677,1.7824,1.77475,1.90483,1.59012,1.72934,1.40104,1.67709,1.65589,1.39797,0
Neg_2086,2.11968,0.87855,0.03124,1.24557,1.26191,1.06803,1.04032,1.39902,1.55439,1.68918,0.01137,0.7449,1.45851,0.91904,0.90597,0.74503,0.7508,0.52124,0.43759,0.50952,-0.32527,-0.55167,-0.2573,-0.42631,0.08193,-0.30669,-0.95156,-0.72332,-1.09084,-0.83249,0
Neg_966,-1.7069,-0.60304,-0.27839,-1.43818,-0.64499,-0.75509,-1.16475,-0.88051,-0.93924,-0.681,-0.92127,-1.13606,-0.89067,-0.6104,-1.04388,1.2933,1.49401,1.43006,1.30916,1.20485,0.57292,0.79637,0.8092,0.61883,0.51966,0.1203,0.20092,0.20687,0.26382,0.25242,0
Neg_2081,0.08221,0.72524,0.07477,0.09243,0.39802,0.3947,0.35043,0.21054,0.25192,0.14957,0.61564,0.33516,0.12337,0.41862,0.43122,-0.15837,-0.39652,-0.3743,-0.51837,-0.39415,-0.28367,-0.42653,-0.37713,-0.56132,-0.45719,-0.27274,-0.16283,-0.16761,-0.27089,-0.31985,0
Neg_2579,-0.4212,-0.55289,-0.32234,-0.66458,-1.1703,-0.75952,-0.70436,-0.57375,-0.83288,-0.5109,-0.86528,-0.62723,-0.4162,-0.86982,-0.48998,-1.39296,-1.36536,-1.48742,-1.37663,-1.29146,-0.24563,-0.53139,-0.76925,-0.556,-0.45405,0.32522,0.10292,-0.22422,0.10269,0.15458,0
Neg_542,1.87942,1.84558,1.9693,1.09857,1.41359,1.69842,1.42602,1.43499,1.49139,1.31909,1.30933,1.61988,1.33155,1.72606,1.39768,-1.01198,-1.05778,-1.19315,-1.23721,-1.28145,-1.44,-1.24962,-1.4019,-1.4908,-1.2973,-1.10722,-1.27303,-1.1623,-1.29685,-1.141,0
Neg_270,0.5819,0.73344,-0.20328,0.50416,0.12925,0.01162,0.0915,0.13844,-0.16927,-0.01055,0.23787,-0.02394,0.28834,-0.23392,-0.09662,-0.25946,-0.27799,-0.21633,-0.26898,-0.20443,0.35279,0.20465,0.07338,0.24519,0.27675,0.61256,0.44466,0.17667,0.55353,0.45422,0
Neg_447,1.97206,1.29453,0.78871,1.10637,1.1532,1.12755,0.9351,0.48062,0.71339,0.45727,1.29016,1.32623,0.85405,0.89418,0.59244,-1.7651,-1.57071,-1.54523,-1.59645,-1.55695,-0.8569,-0.78001,-0.77747,-0.76229,-0.90069,-0.28917,-0.37686,-0.13275,-0.23023,-0.23851,0
Neg_2242,-0.43293,0.2483,0.45004,-0.03581,-0.36175,-1.02956,-1.01945,-1.04524,-0.97787,-0.92494,-1.21893,-0.92564,-1.05419,-0.89744,-0.76421,0.70957,0.6541,0.72428,0.73336,0.60538,1.33409,1.06165,1.25912,1.22605,1.28504,1.48543,1.35521,1.65029,1.38707,1.4268,0
Neg_1615,-0.26927,0.44514,-0.7772,0.08007,-0.10454,-0.63569,-0.38579,-0.02847,-0.3014,0.14819,-0.85711,-0.90199,-0.17593,-0.18676,0.1049,0.37331,0.07612,0.02683,0.12273,-0.18774,0.25165,-0.27804,-0.35044,-0.12019,-0.29236,0.13027,-0.12808,-0.36696,-0.30713,-0.40355,0
Neg_103,2.18265,2.86331,2.43937,1.81856,1.98621,2.2365,2.0645,2.01075,2.12778,1.88318,1.21474,1.73927,1.59132,1.69323,1.37204,-1.20035,-1.01473,-0.90299,-0.82488,-0.98405,-1.85281,-1.83493,-1.64638,-1.56856,-1.87436,-1.48393,-1.84665,-1.6931,-1.67296,-1.55202,0
Neg_1048,0.11839,0.03489,-1.27707,-0.55938,0.55439,-0.43493,-0.60339,-0.12301,-0.22642,-0.25448,-0.35758,-0.25306,-0.09299,-0.37001,-0.20639,-0.57514,-0.55617,-0.52132,-0.56556,-0.63368,-0.1043,-0.1588,-0.11205,-0.19723,-0.11667,0.1232,0.04491,0.07461,-0.09492,-0.00531,0
Neg_628,0.41862,1.12095,-0.0251,-0.16356,-0.31934,-0.48955,-0.26651,-0.02157,-0.05106,-0.09634,-0.21067,-0.67419,-0.29407,-0.41341,0.01791,-0.3382,-0.32867,-0.56882,-0.76104,-0.85271,0.23253,0.41526,0.24744,0.11593,-0.12829,0.39318,0.56153,0.39313,0.31711,0.26729,0
Neg_2169,-0.67357,-0.69945,-0.72753,-1.03754,-0.05333,-0.72417,-1.18711,-0.96916,-0.90751,-1.12224,-1.24258,-1.15691,-0.62915,-0.7634,-1.12499,-0.30964,-0.24112,-0.23681,-0.15364,-0.18154,0.49048,0.55436,0.49719,0.84582,0.63728,1.33943,1.05478,0.64366,0.85436,1.50452,0
Neg_599,-0.42847,0.55101,-0.20236,-0.62866,-0.08283,-0.62194,-0.76185,-0.55786,-0.56284,-0.41797,-0.78748,-1.13673,-0.75126,-0.4774,-0.4158,0.86055,0.82047,0.54125,0.54526,0.49295,0.30666,0.38278,0.16797,0.1036,0.03152,-0.08146,0.18046,0.01149,-0.08385,-0.1707,0
Neg_2490,1.3715,0.05686,1.19561,1.94202,0.83243,1.02521,1.26431,0.96887,1.40517,1.53663,0.54222,1.18876,0.78124,1.05327,1.34233,-1.57797,-1.87802,-1.46992,-1.64066,-1.25612,-2.0006,-2.27341,-1.99406,-2.08398,-1.615,-1.82065,-1.91243,-1.80593,-2.01728,-1.83427,0
Neg_62,0.1514,-0.08084,-0.76909,-0.17539,0.35625,-0.04938,-0.14904,-0.39247,-0.14015,-0.28203,-0.12619,-0.19155,-0.37375,-0.02726,-0.35089,-1.29177,-1.29084,-1.25622,-1.28214,-1.22377,-0.81406,-0.98126,-0.81505,-0.85953,-0.86574,-0.48009,-0.50183,-0.47441,-0.70298,-0.59278,0
Neg_1129,0.92443,1.09038,0.63328,0.07663,0.45653,1.05402,1.31157,1.33975,1.16643,1.00139,0.68201,0.74284,0.94713,1.31731,0.89239,-1.29417,-1.1834,-1.17293,-1.1365,-1.11432,-1.80223,-1.6402,-1.63384,-1.76858,-1.63071,-1.64871,-1.64748,-1.73369,-1.71832,-1.48559,0
Neg_190,1.39562,1.32426,-1.12492,1.26951,2.624,1.34586,1.91114,2.07824,1.44358,1.29174,0.7629,1.59004,2.59942,1.49569,0.5498,0.47942,-0.23645,0.45787,0.37599,0.41273,-0.92406,-1.03094,-1.20596,-0.26912,-0.50374,-1.08369,-1.35004,-1.78493,-1.07397,-0.82633,0
Neg_1522,-0.06259,0.15414,0.23913,-0.20725,0.39392,-0.3532,-0.22247,-0.29582,-0.2373,-0.11887,-0.4651,-0.48662,-0.43809,-0.37253,-0.22458,-0.30363,-0.46725,-0.53492,-0.22058,-0.31112,-0.24866,-0.29418,-0.35328,-0.1885,-0.09461,-0.34151,-0.19064,-0.38121,-0.19458,-0.0524,0
Neg_165,2.28161,0.3168,1.51848,1.91427,2.15896,1.12531,1.69894,1.38934,1.05453,1.27785,1.17266,2.07802,1.39749,1.52351,0.85651,-1.65528,-1.75936,-1.77598,-1.65531,-1.75685,-0.88645,-1.05732,-0.83633,-0.99643,-0.83898,-0.22546,-0.63073,-0.30935,-0.39857,-0.3189,0
Neg_1152,-1.38826,0.08879,-0.43895,0.03469,-0.75939,-2.3717,-2.447,-2.48254,-2.23231,-2.03717,-2.44983,-2.84328,-2.55964,-2.31346,-1.93028,-0.01432,-0.02103,0.06556,-0.0634,-0.03298,0.98132,0.73431,0.68093,0.63795,0.60311,1.15979,1.32214,1.00311,0.94055,1.03172,0
Neg_217,0.35249,-0.63245,-0.26,-0.41157,1.17052,-0.0094,0.19137,0.45972,0.18961,0.27251,0.68326,0.3792,0.53354,0.34521,0.27185,0.30338,0.2791,0.16935,0.10841,0.08977,0.98331,0.97547,0.95087,0.79806,0.97089,1.02186,1.12438,1.1193,1.05515,1.21159,0
Neg_1140,0.04031,0.60677,-0.05229,-0.42431,0.93902,0.52236,0.35506,0.64365,0.66398,0.36104,0.1538,0.33599,0.46833,0.86552,0.05161,-0.10365,0.16373,-0.01117,0.01659,0.05121,-0.36883,-0.13427,-0.44158,-0.58695,-0.33733,-0.33858,-0.32911,-0.48439,-0.74512,-0.47879,0
Neg_2378,-0.08191,-0.29723,-0.15162,-0.76727,-0.12474,-0.27889,-0.49998,-0.99762,-0.82048,-0.68131,-0.58829,-1.07297,-0.64914,-0.77782,-0.60676,-0.3122,-0.30119,-0.23466,-0.18279,-0.23797,0.08203,0.07195,0.00992,0.17954,-0.29174,0.49205,0.46752,0.31,0.45912,0.03855,0
Neg_1569,-0.34332,-0.07072,0.16418,-1.36113,0.04921,0.22526,-0.03118,-0.23814,0.00511,-0.21794,0.4863,-0.12567,-0.50278,0.0481,-0.08336,-0.66134,-0.52054,-0.45082,-0.51746,-0.55889,-0.46122,-0.41572,-0.31354,-0.44746,-0.39545,-0.35854,-0.3636,-0.10999,-0.39226,-0.24322,0
Neg_662,0.84192,0.30022,-0.63665,0.48429,1.35402,0.63584,0.76895,0.8328,0.17091,-0.18121,0.46817,0.92508,0.67082,-0.14828,0.12329,-0.69713,-0.34365,-0.47543,-0.36884,-0.33051,-0.3795,-0.17499,-0.17927,-0.33402,-0.34026,-0.05399,-0.43427,0.12566,-0.18574,-0.09528,0
Neg_688,2.01904,1.84198,1.16466,1.12059,1.33994,1.16143,1.46346,1.5436,1.44932,0.79331,0.73437,0.92971,0.91309,0.62411,0.52171,-0.04529,-0.17218,-0.08291,-0.13742,-0.04796,-1.0709,-0.99895,-1.05312,-1.09093,-1.13055,-1.21188,-1.24268,-1.43416,-1.35457,-1.12476,0
Neg_541,-0.41737,-0.00374,-1.50455,-1.26154,-0.80567,-1.04446,-0.84968,-0.80884,-0.60325,-0.56091,-1.18756,-0.29281,-0.61902,-0.50604,-0.4907,0.19878,0.5639,0.33705,0.35166,0.45338,1.27507,0.68356,0.64825,0.54533,0.57251,1.66208,0.87427,1.13123,1.08443,0.43978,0
Neg_624,-0.5239,-1.0481,-0.75163,0.35699,-0.57801,-0.8329,-0.57633,-0.86155,-0.61958,-0.55324,-0.9063,-0.8221,-0.46397,-1.18534,-0.78719,1.04732,0.9264,1.01721,1.1391,1.10223,0.14716,0.23398,0.15206,0.3957,0.24748,-0.43646,-0.50194,-0.4259,-0.00954,-0.31674,0
Neg_2108,-1.24541,-1.03521,-0.12516,-1.03404,0.0752,-1.263,-1.04722,-0.86578,-0.93961,-1.22165,-1.34438,-0.6963,-1.05173,-0.8647,-1.13622,0.94004,0.90414,0.85865,0.83718,0.81913,1.12927,0.88794,1.19668,1.17477,1.00834,0.9946,0.65156,0.93733,0.95589,0.99953,0
Neg_2808,-0.08701,-0.20482,1.10782,-0.59125,0.51376,-0.61464,-0.4879,-0.73104,-0.37003,-0.62338,-0.33821,-0.19973,-0.45978,-0.19134,-0.61651,-0.01837,-0.09687,-0.14119,-0.16742,-0.11395,0.58902,0.58184,0.64901,0.42911,0.48136,0.66054,0.65784,0.76928,0.69397,0.82561,0
Neg_2794,-0.33493,0.29797,0.12733,-0.08172,-0.76522,0.58567,0.52479,0.42518,0.04982,0.44314,0.7503,0.28488,0.1948,0.3955,0.27582,0.71994,0.89305,0.85359,0.84843,0.67831,0.27125,0.54094,0.41097,0.5397,0.35489,-0.06465,0.18214,0.25696,0.16563,0.01797,0
Neg_2286,1.19863,1.1646,0.34392,0.48365,0.64671,1.32322,1.18998,1.2054,1.20768,0.91066,0.62819,0.64933,1.07479,0.89418,1.16014,0.40384,0.60348,0.58869,0.54977,0.52258,-0.33224,-0.31583,-0.33381,-0.23488,-0.35466,-0.24387,-0.41275,-0.7118,-0.69078,-0.92916,0
Neg_373,-0.82487,-0.48293,-0.80342,-0.20135,-0.61586,-1.66742,-1.47216,-1.49351,-1.55467,-1.40268,-1.51406,-1.45772,-1.68476,-1.77006,-1.31015,0.28429,0.22233,0.31295,0.28138,0.12818,1.44509,1.21061,1.42578,1.28063,1.12807,1.63156,1.57454,1.71216,1.76851,1.61524,0
Neg_2612,0.19168,-0.72217,1.15821,-0.34608,0.11913,0.19249,0.19201,0.08255,0.08512,-0.01411,0.01189,0.47113,0.00624,0.36466,-0.13995,-0.34181,-0.27408,-0.19631,-0.23988,-0.31489,-0.10504,-0.17909,-0.19815,-0.0008,-0.23775,0.15786,-0.25794,-0.00533,-0.07158,0.08694,0
Neg_937,0.02406,-0.39896,-1.02359,0.42085,-0.43482,-0.45935,-0.57832,-0.53727,-0.50263,-0.61919,-0.36018,-0.60263,-0.28616,-0.53181,-0.45051,-0.10966,0.02613,0.04481,0.01506,0.08706,1.21578,1.2954,1.01793,1.05201,1.23813,1.83613,1.75614,1.56771,1.57748,1.89749,0
Neg_1345,0.47794,0.95852,0.06947,-0.10257,-0.69406,-0.21337,-0.14158,0.19,0.09314,0.18,-0.13015,-0.36071,0.19104,0.16079,0.50093,0.19389,0.11366,0.10616,0.19712,0.11555,0.51088,0.46984,0.442,0.54628,0.44111,0.54826,0.51617,0.4813,0.37299,0.41897,0
Neg_2671,-0.50147,0.00124,-0.24488,-0.35385,-0.19148,-1.27102,-1.19721,-1.36188,-1.18526,-1.0685,-1.54977,-1.4394,-1.52592,-0.94292,-1.29383,0.51846,0.60213,0.53064,0.57472,0.57503,1.16628,1.21155,1.11066,1.0801,0.9373,1.45692,1.29482,1.40942,1.13393,1.04704,0
Neg_2855,0.21336,-1.06791,1.41017,-0.80159,-0.51558,-0.26519,-0.35791,-0.25304,-0.26083,-0.06341,-0.25926,0.21129,-0.71657,-0.01933,-0.08853,0.39383,0.55892,0.26392,0.19965,0.42921,0.55361,0.43237,0.44384,0.28576,0.38984,0.31584,0.36596,0.28269,0.09159,0.40088,0
Neg_279,-0.15672,-0.10837,-0.13136,-0.02221,-0.0349,0.58257,0.23637,0.29493,0.44071,0.271,0.45957,0.16059,0.22698,0.37012,0.15096,0.56629,0.66796,0.49639,0.60014,0.62265,-0.28116,-0.24342,-0.28093,-0.19239,-0.16895,-0.58867,-0.53777,-0.47568,-0.54314,-0.5633,0
Neg_706,0.95373,0.17635,0.71585,0.15394,-0.51054,0.46758,0.58526,0.54686,0.6309,0.78382,0.02446,0.70751,0.294,0.67119,0.96167,-0.00187,-0.01222,0.02689,0.00097,-0.05709,0.11394,-0.09538,0.06466,-0.11018,-0.13134,0.3923,-0.204,0.04554,-0.10797,-0.18002,0
Neg_2921,-1.27019,-0.31276,0.38196,-0.27805,-0.60111,-1.76791,-1.65547,-1.70652,-1.52554,-1.21989,-1.73926,-2.01629,-1.853,-1.74667,-1.39516,1.31637,1.45031,1.32685,1.20688,1.14369,1.7693,1.88902,2.03212,1.70704,1.66277,1.54625,1.76901,1.71577,1.57897,1.41811,0
Neg_994,1.90227,1.43243,1.66469,0.42593,1.56776,1.54484,1.26226,1.03444,1.02221,0.80898,1.45995,1.78284,0.92217,1.10419,0.42863,-2.19696,-2.00707,-1.7939,-1.82482,-1.82404,-1.34883,-1.517,-1.20138,-1.39858,-1.27574,-0.55634,-1.05379,-0.69509,-0.72958,-0.54652,0
Neg_2453,-1.76742,-1.04475,-0.8164,0.0198,-1.13579,-2.84602,-2.6856,-2.43277,-2.26336,-2.21786,-3.1581,-2.9277,-2.41878,-2.74757,-2.09116,0.70678,0.78773,0.9662,0.8348,0.62864,1.98478,1.99745,2.34536,2.20226,1.73972,2.15687,1.9139,1.99557,2.28355,1.95341,0
Neg_2074,0.21224,0.85347,0.88751,0.32185,0.42964,0.1376,0.12423,0.21477,0.73358,0.41273,0.26228,-0.02014,-0.18365,0.83334,0.6849,-0.80615,-0.62138,-0.59892,-0.65847,-0.79599,-0.28428,-0.09009,-0.0873,-0.01599,0.12371,0.00396,-0.08394,-0.01589,0.07886,-0.09156,0
Neg_1803,-0.0411,-0.28262,0.17515,2.00701,0.05133,-0.1821,0.25928,0.09609,-0.41937,-0.04798,-0.74778,0.06757,0.00209,-1.32971,-0.44506,0.24507,-0.04108,0.02902,0.04173,0.14303,-0.20037,-0.84578,-0.76648,-0.63068,-0.76174,-0.54372,-1.08015,-1.01935,-0.47209,-0.95572,0
Neg_653,-1.46583,-0.52456,-1.21353,-0.55906,-0.10796,-1.05353,-1.12136,-0.87357,-1.30322,-1.48869,-0.96009,-1.08462,-0.86465,-1.44827,-1.57502,0.46822,0.709,0.50801,0.74095,0.73386,0.82386,0.84856,0.70761,0.85606,0.85453,0.58052,1.00107,0.70262,0.98094,0.969,0
Neg_1943,-0.92831,-0.93988,0.8376,-1.41709,-0.08988,-0.57467,-0.63514,-0.55541,-0.74062,-1.07987,-0.75323,0.09446,-0.75187,-0.11114,-0.93944,1.06981,1.12574,1.02129,1.27529,1.34937,1.29838,1.2368,1.12507,1.08643,1.04269,1.23361,0.94037,1.12521,0.86139,0.88863,0
Neg_1283,-0.009,-1.29931,1.17618,-0.80933,0.73992,-0.31528,-0.2515,-0.55069,-0.34493,-0.72994,-0.34553,0.2406,-0.96732,-0.15264,-0.97949,-0.63442,-0.77035,-0.67946,-0.67878,-0.57615,-0.2714,-0.6491,-0.45906,-0.57455,-0.28888,-0.20506,-0.60039,-0.13217,-0.55464,-0.06617,0
Neg_1383,-0.0345,0.50136,0.14341,1.20503,-0.96097,-1.20391,-1.00959,-0.74021,-0.80211,-0.45594,-1.50437,-1.61724,-1.17895,-1.07369,-0.76899,-0.54905,-0.524,-0.38588,-0.68336,-0.76951,0.37141,0.3985,0.49129,0.28905,0.05959,0.84219,1.07666,1.03375,0.82609,0.38929,0
Neg_325,-2.07353,-0.58135,-0.11347,-0.19392,0.00654,0.80294,-0.14148,-0.13539,0.07604,0.05885,0.03146,-0.27027,-0.40777,-0.44572,-0.46514,2.89403,2.88944,2.82695,2.83911,2.98677,-0.96496,-0.38577,-0.52847,-0.50441,-0.53616,-2.09417,-1.75726,-1.72484,-1.68416,-1.6372,0
Neg_2702,1.17908,-0.01258,1.60448,0.42114,0.7029,0.67496,0.70274,0.75423,0.8042,0.5955,0.2458,0.6489,0.65013,0.70582,0.48884,-0.90062,-1.02295,-0.85566,-0.91897,-0.84737,-0.95132,-1.26173,-0.98325,-1.00623,-0.98981,-0.90739,-1.01358,-0.98364,-0.94548,-0.90855,0
Neg_2180,0.02104,-0.47594,0.15851,-0.81237,0.33783,0.45801,-0.15153,-0.10888,0.26675,0.02557,-0.16206,-0.21569,-0.18709,0.13097,-0.08178,0.03508,-0.11268,-0.40251,-0.22458,-0.24347,-1.20767,-1.05377,-1.27618,-1.32532,-1.06664,-1.42626,-1.24907,-1.36417,-1.50219,-1.37226,0
Neg_585,1.73102,2.10634,1.50671,1.16233,0.36207,1.02989,1.13156,1.28834,1.50251,1.43517,0.7046,0.66931,1.20389,1.14521,1.22953,-0.85297,-0.97861,-0.84824,-1.00436,-0.96998,-1.19311,-1.30019,-1.35145,-1.27826,-1.28176,-1.14005,-1.35199,-1.23795,-1.31578,-1.34375,0
Neg_2047,-1.00372,-0.76473,0.34998,0.09593,-0.2333,-0.55858,-0.74913,-0.61245,-0.55512,-0.63308,-0.70481,-0.68536,-0.67733,-0.48675,-0.64922,-0.23321,-0.22846,-0.25332,-0.34845,-0.47548,0.18913,0.37487,0.29782,0.36936,0.14259,0.45211,0.3255,0.5369,0.40447,0.39554,0
Neg_2392,0.19152,0.62836,0.97046,-0.10238,0.19904,0.94541,0.97378,1.16867,1.21852,0.84638,0.99529,0.95486,0.66482,1.12493,0.80523,-1.15424,-1.09076,-1.11498,-1.25753,-1.04435,-1.35442,-1.40025,-1.27419,-1.55916,-1.42028,-1.42194,-1.20373,-1.048,-1.31153,-1.17134,0
Neg_919,-1.31718,-0.59776,-1.16883,-1.17463,0.56819,-0.41557,-0.66837,-1.35155,-1.06869,-0.84842,-0.7783,-0.66638,-1.25491,-1.07877,-1.20519,-0.48809,-0.21762,-0.09852,-0.00263,0.18803,-1.10832,-1.15967,-1.06435,-1.2035,-1.25744,-1.34815,-1.1932,-1.03466,-1.13265,-1.09706,0
Neg_2566,1.39204,0.72948,0.44733,0.22399,0.24582,0.99425,0.92529,0.86634,1.00788,0.63522,1.06558,0.65913,0.79314,1.58177,0.76194,0.37946,0.50097,0.37428,0.30248,0.4784,0.76372,0.87071,0.64606,0.5139,0.76073,0.92903,0.65166,0.74561,0.58739,0.85879,0
Neg_404,1.23369,0.81529,-0.63171,0.30511,0.17833,-0.48902,-0.19,-0.30371,-0.4277,-0.46184,-0.90639,-0.20704,-0.0112,-1.22713,-0.90751,1.78627,1.74639,1.77353,2.08313,2.12854,1.33038,0.96596,0.8474,1.19143,1.19394,0.84043,0.49109,0.31954,0.64931,0.97974,0
