,Shannon-Entropy,y
Neg_17,-1.28851,0
Neg_1714,0.77077,0
Neg_2605,0.92685,0
Neg_1527,-2.17605,0
Neg_83,-1.7847,0
Neg_2246,1.00605,0
Neg_114,-0.72244,0
Neg_1808,0.53549,0
Neg_958,-2.30185,0
Neg_2093,0.84998,0
Neg_1561,0.55413,0
Neg_1870,-0.78767,0
Neg_1335,-1.28152,0
Neg_1574,1.20406,0
Neg_2188,0.28391,0
Neg_608,-0.35205,0
Neg_1240,0.98509,0
Neg_2628,-0.96005,0
Neg_1855,0.70555,0
Neg_1793,0.59839,0
Neg_2263,0.06959,0
Neg_2400,1.41372,0
Neg_1583,0.39805,0
Neg_410,-0.78767,0
Neg_2849,0.03465,0
Neg_1389,1.00139,0
Neg_130,0.96645,0
Neg_2784,1.30889,0
Neg_2759,-0.09347,0
Neg_2148,0.24663,0
Neg_2886,1.0177,0
Neg_903,0.66595,0
Neg_2844,1.09457,0
Neg_1071,0.85697,0
Neg_2491,1.22736,0
Neg_2731,0.60072,0
Neg_1497,-0.11211,0
Neg_2096,0.54015,0
Neg_2234,-0.44523,0
Neg_263,1.16446,0
Neg_2409,0.80106,0
Neg_171,0.80805,0
Neg_2185,1.041,0
Neg_1630,1.02236,0
Neg_239,1.31588,0
Neg_933,1.21338,0
Neg_2276,0.76378,0
Neg_2707,0.85697,0
Neg_1971,-1.11846,0
Neg_293,0.71952,0
Neg_766,1.04333,0
Neg_1208,1.10156,0
Neg_1076,1.32287,0
Neg_2860,1.20406,0
Neg_2048,-1.93379,0
Neg_837,-0.20063,0
Neg_2085,-0.24955,0
Neg_1812,-0.28682,0
Neg_659,0.94316,0
Neg_2775,0.95946,0
Neg_807,0.47493,0
Neg_379,1.51855,0
Neg_683,-0.16569,0
Neg_2124,0.14181,0
Neg_1239,1.32054,0
Neg_1478,0.6147,0
Neg_711,-0.04688,0
Neg_1422,0.79407,0
Neg_2642,-0.31711,0
Neg_2243,1.2227,0
Neg_419,-0.0562,0
Neg_2335,1.34383,0
Neg_708,0.35379,0
Neg_2224,1.02935,0
Neg_75,0.38175,0
Neg_1927,1.07361,0
Neg_396,-0.92278,0
Neg_2062,0.64265,0
Neg_1758,0.48191,0
Neg_1696,0.56578,0
Neg_1938,1.01304,0
Neg_2212,-0.29381,0
Neg_491,1.13651,0
Neg_857,-0.68517,0
Neg_2686,-1.23959,0
Neg_2549,0.87327,0
Neg_465,1.35082,0
Neg_214,0.66827,0
Neg_1450,-1.44459,0
Neg_2311,0.2047,0
Neg_566,0.68458,0
Neg_1468,-0.69216,0
Neg_324,1.13418,0
Neg_1106,1.44633,0
Neg_1455,-0.40563,0
Neg_1775,1.19707,0
Neg_2533,0.39339,0
Neg_84,1.19707,0
Neg_2087,0.3701,0
Neg_454,0.85464,0
Neg_1320,0.38407,0
Neg_534,-1.07187,0
Neg_2600,0.46328,0
Neg_2303,0.87327,0
Neg_1332,-1.44226,0
Neg_1096,0.94083,0
Neg_278,-0.41262,0
Neg_2916,-0.87852,0
Neg_365,0.39572,0
Neg_929,-0.79699,0
Neg_955,0.89657,0
Neg_1510,0.65663,0
Neg_974,0.54248,0
Neg_2768,-0.00495,0
Neg_1142,-0.63159,0
Neg_1174,0.91753,0
Neg_848,-0.11444,0
Neg_991,0.69856,0
Neg_565,-0.37069,0
Neg_1973,0.78242,0
Neg_1172,0.9385,0
Neg_2450,-0.56403,0
Neg_2795,0.72884,0
Neg_33,1.0177,0
Neg_2216,-1.15806,0
Neg_2359,-0.7667,0
Neg_515,0.17442,0
Neg_208,1.01304,0
Neg_2503,0.32351,0
Neg_2396,-1.05556,0
Neg_1670,-0.54074,0
Neg_8,1.11787,0
Neg_1802,1.38576,0
Neg_1617,0.15578,0
Neg_1353,0.49356,0
Neg_917,0.24896,0
Neg_1912,0.96645,0
Neg_2647,0.9781,0
Neg_2682,-0.93443,0
Neg_1130,0.97577,0
Neg_1914,-1.40965,0
Neg_1659,-0.9088,0
Neg_1233,-0.28449,0
Neg_2379,0.62168,0
Neg_1832,0.78708,0
Neg_1156,1.09457,0
Neg_2258,0.62634,0
Neg_461,0.28158,0
Neg_1432,0.56811,0
Neg_1840,0.57277,0
Neg_51,-1.46555,0
Neg_2078,1.2227,0
Neg_1658,1.11554,0
Neg_1291,0.9548,0
Neg_2421,0.57742,0
Neg_1107,1.03634,0
Neg_57,0.1651,0
Neg_56,-1.0113,0
Neg_1535,0.20004,0
Neg_728,0.67293,0
Neg_612,1.32287,0
Neg_1789,-0.29847,0
Neg_2923,1.04566,0
Neg_998,-0.24955,0
Neg_2027,-0.65954,0
Neg_1120,1.06662,0
Neg_938,0.74282,0
Neg_1639,0.3701,0
Neg_1380,-1.10448,0
Neg_995,0.31186,0
Neg_274,-0.44989,0
Neg_1731,0.81037,0
Neg_1423,-0.84823,0
Neg_1720,1.01071,0
Neg_1176,-0.12609,0
Neg_298,-0.23557,0
Neg_1494,1.02935,0
Neg_2041,1.05963,0
Neg_2033,0.12084,0
Neg_1010,1.24366,0
Neg_964,0.81037,0
Neg_735,0.95946,0
Neg_245,1.40207,0
Neg_317,1.1598,0
Neg_1277,0.44697,0
Neg_213,-0.19364,0
Neg_109,-0.38932,0
Neg_1604,0.32584,0
Neg_2004,-0.14006,0
Neg_1848,-0.0166,0
Neg_1998,0.93151,0
Neg_968,1.28559,0
Neg_1860,0.5122,0
Neg_854,-1.9268,0
Neg_229,0.0859,0
Neg_397,0.90821,0
Neg_1864,0.58441,0
Neg_2553,0.90356,0
Neg_1504,1.25531,0
Neg_2824,1.29491,0
Neg_20,-0.25654,0
Neg_1594,0.73816,0
Neg_2657,0.4097,0
Neg_1823,0.86628,0
Neg_2352,1.31122,0
Neg_675,-0.65256,0
Neg_38,0.17442,0
Neg_2630,-0.02592,0
Neg_1313,0.05794,0
Neg_2083,1.26463,0
Neg_224,1.0573,0
Neg_1271,0.88725,0
Neg_2404,0.2676,0
Neg_91,1.22969,0
Neg_2318,0.83833,0
Neg_2034,0.76378,0
Neg_2914,-0.6246,0
Neg_2749,-0.07717,0
Neg_1143,0.43067,0
Neg_80,1.34849,0
Neg_289,-0.03524,0
Neg_1262,-0.14938,0
Neg_2269,0.76611,0
Neg_922,-0.07717,0
Neg_1843,0.44464,0
Neg_40,-0.65954,0
Neg_1771,1.1831,0
Neg_1068,0.0626,0
Neg_1857,0.76146,0
Neg_635,1.12952,0
Neg_2908,0.49123,0
Neg_2651,0.83833,0
Neg_781,0.76611,0
Neg_574,-0.39398,0
Neg_151,0.87793,0
Neg_356,0.00902,0
Neg_1012,0.84066,0
Neg_455,1.03634,0
Neg_2395,0.64032,0
Neg_173,0.62168,0
Neg_1744,-2.25759,0
Neg_1127,1.14815,0
Neg_872,-2.22031,0
Neg_556,1.02003,0
Neg_1872,0.28857,0
Neg_1175,1.08992,0
Neg_2738,1.0573,0
Neg_2341,0.45163,0
Neg_2539,0.8756,0
Neg_2859,-0.65256,0
Neg_106,0.23732,0
Neg_453,0.54248,0
Neg_1396,0.62867,0
Neg_2665,-0.8296,0
Neg_2357,0.55413,0
Neg_1937,0.98742,0
Neg_2673,-0.23324,0
Neg_693,1.25531,0
Neg_769,1.03634,0
Neg_2833,1.29957,0
Neg_2773,-0.35205,0
Neg_1447,-1.04624,0
Neg_29,0.53083,0
Neg_489,0.96878,0
Neg_2545,0.82901,0
Neg_1306,-0.73409,0
Neg_617,1.38343,0
Neg_1372,0.78009,0
Neg_2481,0.36777,0
Neg_1908,-0.19364,0
Neg_1981,0.33748,0
Neg_906,0.72185,0
Neg_1425,0.97577,0
Neg_846,0.49123,0
Neg_2611,1.1202,0
Neg_1230,-0.14472,0
Neg_1906,0.228,0
Neg_2554,1.2227,0
Neg_348,-1.33976,0
Neg_477,0.11152,0
Neg_67,0.64964,0
Neg_2639,0.90356,0
