,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
Neg_1167,-0.47167,0.26706,0.27261,-0.28734,0.37462,0
Neg_2477,-1.30597,-0.35876,2.07464,1.72435,-1.13172,0
Neg_715,-0.12474,0.19848,0.54684,0.71629,-0.90766,0
Neg_616,0.98315,0.30041,-0.55865,1.30637,-1.85443,0
Neg_558,0.15714,0.54675,0.53888,-0.6608,-0.33527,0
Neg_64,-0.70602,-1.12193,2.49534,-0.35439,0.04214,0
Neg_1316,-1.17361,0.78164,-0.62567,0.88709,0.47575,0
Neg_1507,1.99227,-1.47323,0.11032,-0.54893,-0.83564,0
Neg_1101,0.44486,-0.77063,0.35494,-0.17281,-0.09912,0
Neg_1796,0.81995,-1.25486,0.19585,0.41854,-0.55341,0
Neg_1223,-0.82381,-0.66524,0.80656,0.31018,0.48708,0
Neg_538,-0.40137,-0.94628,1.2111,1.2798,-0.80538,0
Neg_302,0.85258,-0.92852,-0.00821,0.94929,-1.06249,0
Neg_200,-0.40276,-0.58776,0.63055,-0.41408,0.68067,0
Neg_1730,0.77539,-0.7603,-0.91357,0.21437,0.08576,0
Neg_876,0.97461,0.95075,-1.07646,-0.81741,-0.2439,0
Neg_326,-1.231,-0.55852,3.85228,-0.97106,-0.16574,0
Neg_1436,0.77074,-1.47323,-1.49887,-1.44384,2.19683,0
Neg_727,-0.94393,-0.0881,0.95425,-0.01199,0.41746,0
Neg_1831,0.26331,0.73039,0.5179,-0.02012,-1.04133,0
Neg_900,-1.90897,1.0129,0.27261,-0.48009,1.57418,0
Neg_1637,0.21275,-1.08847,0.11032,0.04767,0.32464,0
Neg_2635,-1.23669,-0.95195,3.71744,-1.44384,0.53424,0
Neg_2454,-0.29201,-0.54093,0.84064,-0.23916,0.26216,0
Neg_1216,0.07929,-0.12658,0.21581,0.01784,-0.16268,0
Neg_2191,-0.31629,0.71054,-0.60246,0.58785,-0.15829,0
Neg_1275,-0.63395,0.61191,1.33538,-0.63554,-0.09456,0
Neg_2151,-0.55567,0.20572,0.11032,1.32224,-0.64578,0
Neg_1402,0.05098,-1.47323,-1.99951,-0.30487,2.39205,0
Neg_717,1.84397,-0.57546,0.46196,-0.05176,-1.84122,0
Neg_1862,-0.75115,0.32231,-1.17902,-0.7478,1.94904,0
Neg_158,0.54641,3.46451,-1.17902,-0.05176,-1.84122,0
Neg_1740,-0.57814,-0.47571,-0.72319,1.18565,0.44496,0
Neg_1424,-1.39993,-1.47323,2.30806,1.16631,-0.08146,0
Neg_943,0.33408,-0.49385,-1.10443,1.97309,-0.85674,0
Neg_1688,-0.23212,3.01563,-0.35853,-1.44384,-0.21683,0
Neg_148,-0.50292,0.16618,0.1409,0.19034,0.18339,0
Neg_2796,1.7225,0.41782,-0.89971,-0.9107,-0.74677,0
Neg_1887,-0.28078,-0.21074,0.07735,1.10106,-0.48756,0
Neg_2811,-1.27017,-1.47323,-0.35853,1.34032,1.40757,0
Neg_859,2.25919,-1.47323,-1.63029,-1.44384,0.73074,0
Neg_2155,-0.47167,1.84162,-0.86345,-0.48009,0.32464,0
Neg_2045,-1.35852,-1.30132,0.67144,0.15557,1.63798,0
Neg_1104,-1.51442,1.06165,0.89633,0.27579,0.13353,0
Neg_2638,0.36323,-0.7603,-0.262,-0.15412,0.37242,0
Neg_962,-1.2331,0.83532,0.11032,0.19683,0.5567,0
Neg_2828,-0.72199,-0.20223,-1.00386,-1.1623,2.44183,0
Neg_1944,0.77539,0.42793,-1.13076,0.39862,-0.63089,0
Neg_523,-1.7892,-1.47323,0.46196,2.73241,0.32464,0
Neg_1319,1.24837,-1.20832,-0.78895,-0.82768,0.59093,0
Neg_562,0.05098,-0.8856,0.14868,1.06191,-0.44326,0
Neg_2456,1.22556,1.27739,-1.37105,-0.9107,-0.43572,0
Neg_1500,0.80592,0.32231,0.18846,0.18025,-1.29976,0
Neg_1913,-0.37368,1.46493,-0.65689,-0.30487,0.17697,0
Neg_286,0.77539,-0.52265,-0.262,0.76711,-0.91755,0
Neg_2871,-1.07379,-1.47323,2.79037,-0.08938,0.23683,0
Neg_456,-0.37368,-0.98354,2.25211,-0.4947,-0.11838,0
Neg_984,0.62695,0.01273,-0.4717,-0.29177,-0.12347,0
Neg_1837,0.32397,0.54675,-0.68087,-0.10148,-0.13947,0
Neg_2617,0.46966,0.12,-0.95945,-0.03215,0.09585,0
Neg_139,1.32495,1.55675,-1.07646,-1.44384,-0.48756,0
Neg_1815,-0.14315,-0.78067,0.53228,-0.72791,0.83516,0
Neg_1157,-0.49797,0.69456,-0.01833,-0.06874,0.16616,0
Neg_1317,0.39071,-0.12658,0.95425,-0.19097,-0.81244,0
Neg_2405,-0.08728,-0.72161,-0.11048,-0.27838,0.81574,0
Neg_45,1.73471,0.51132,-1.2222,-1.00424,-0.53031,0
Neg_1797,1.01353,-1.25777,-1.40876,-0.60859,1.10435,0
Neg_2769,1.32495,-0.46324,-1.38414,-0.92181,0.52769,0
Neg_1390,1.17426,0.09063,-0.72907,-0.23138,-0.61856,0
Neg_1018,0.20149,-0.2459,1.17859,-0.49229,-0.45672,0
Neg_602,1.63636,2.83607,-1.99951,-1.44384,-0.97488,0
Neg_182,-1.10798,0.04176,1.38501,-0.13877,0.32464,0
Neg_1056,1.033,-0.46324,-0.15341,-0.26927,-0.48756,0
Neg_2567,-1.39412,-1.23204,1.52737,0.61312,0.71255,0
Neg_849,-0.6119,-1.47323,-0.55865,-0.83268,2.54333,0
Neg_2338,0.93568,-0.12658,-0.76878,0.64428,-0.89366,0
Neg_422,-0.6119,-0.48787,0.52199,0.54242,0.16616,0
Neg_1421,0.14307,-0.49975,0.49161,0.36754,-0.4582,0
Neg_2439,0.06731,-0.54093,1.12466,0.72459,-1.04985,0
Neg_563,-0.94393,-0.0881,-0.73361,0.70394,0.9744,0
Neg_1622,1.1381,-0.82684,0.65887,-0.69212,-0.58502,0
Neg_1578,-0.41008,1.29703,0.11032,-0.01199,-0.41794,0
Neg_1939,0.21275,-0.44721,-1.06181,0.94259,0.01523,0
Neg_163,-0.06379,-1.47323,-0.40288,1.773,-0.15829,0
Neg_287,-0.06379,0.27378,-0.40288,-0.76661,0.76367,0
Neg_787,-0.90911,-0.77063,-0.71527,0.73507,1.3134,0
Neg_1846,-0.19004,-1.03648,0.19585,-0.08938,0.76367,0
Neg_1280,1.0791,-0.19745,0.33241,-0.94929,-0.48756,0
Neg_1918,0.65763,-0.31896,-0.94459,-1.44384,1.25287,0
Neg_999,-1.47778,0.95075,-1.26107,-0.19097,1.94904,0
Neg_314,1.44472,-0.02299,0.27261,-0.96197,-0.9249,0
Neg_2192,0.54641,-0.57546,0.66708,-0.22577,-0.48756,0
Neg_605,-1.11221,-1.47323,0.24792,0.73507,1.3134,0
Neg_413,1.32495,-0.31896,0.11032,0.34598,-1.53181,0
Neg_1861,1.55281,-1.07909,-0.01833,-0.06874,-0.90356,0
Neg_342,-1.59456,2.56674,-0.15341,0.12225,0.12159,0
Neg_398,0.27016,1.39384,0.38255,-1.03969,-0.56616,0
Neg_96,-0.23212,0.14276,0.95425,0.22666,-0.65,0
Neg_1924,0.39071,0.14276,0.21581,-1.44384,0.48708,0
Neg_592,0.37061,-0.43066,0.38255,0.98108,-1.14256,0
Neg_1985,1.49178,-0.31896,-0.41714,-0.3252,-0.83564,0
Neg_1045,0.17231,-0.63376,-0.65689,-0.30487,0.87314,0
Neg_2542,-0.75115,-0.57546,-0.35853,-0.05176,1.40757,0
Neg_2165,0.09003,-1.28749,-0.13219,-0.57979,1.22086,0
Neg_1526,-1.54334,-0.90622,1.62791,-0.78444,1.69255,0
Neg_2709,1.777,-0.2569,-0.57027,-0.90497,-0.61856,0
Neg_2230,-0.56578,-0.31896,1.51687,-0.10148,-0.13947,0
Neg_2137,0.8729,-1.47323,-0.09386,0.57692,-0.40896,0
Neg_2068,0.17629,-0.14865,-0.06262,-0.4169,0.27138,0
Neg_2163,-0.93532,1.65449,0.38255,-0.23138,-0.09456,0
Neg_2247,0.50628,-0.47365,-0.02019,0.75192,-0.81411,0
Neg_529,-1.66157,-0.67848,0.42161,0.61005,1.38982,0
Neg_936,0.62107,0.74045,-0.38101,-0.58571,-0.38743,0
Neg_2418,0.00743,-0.64452,0.6513,0.48366,-0.42508,0
Neg_2487,1.21373,-0.70371,-0.76878,0.79343,-0.95167,0
Neg_703,0.00291,-0.25362,-0.04891,-0.02549,0.20204,0
Neg_1742,-1.21086,-1.47323,2.22015,1.77784,-0.69641,0
Neg_305,0.24698,-1.05888,0.6513,0.16241,-0.17518,0
Neg_1078,0.01281,0.34249,0.48961,-0.03612,-0.51494,0
Neg_1672,0.24698,-0.23016,-0.18181,-0.67284,0.52456,0
Neg_2568,-1.10408,-0.18044,2.13575,0.05961,-0.19517,0
Neg_1911,-0.32649,-0.33061,0.98409,0.20135,-0.26605,0
Neg_2397,-1.6976,-0.04736,1.04113,0.39862,0.8024,0
Neg_992,0.62695,0.56997,-0.4717,-0.43578,-0.34753,0
Neg_1161,1.99227,0.83532,-0.94459,-0.54893,-1.53181,0
Neg_2581,1.11262,-0.37142,0.35007,-0.87435,-0.48756,0
Neg_701,0.39071,0.03502,0.16658,0.72781,-1.10483,0
Neg_464,1.89861,0.79482,-1.2222,-1.22404,-0.7013,0
Neg_1692,0.65763,0.83532,0.53228,-0.72791,-0.97488,0
Neg_774,-0.39603,-1.47323,0.33241,0.53438,0.66662,0
Neg_2620,0.22923,0.32231,0.18846,-0.82514,0.08399,0
Neg_979,-0.9811,-0.2459,1.55248,-0.49229,0.53026,0
Neg_2827,-1.7355,0.19848,2.07464,-0.14777,0.43667,0
Neg_2729,-1.36454,-0.49385,0.9095,-0.11504,1.21067,0
Neg_2277,0.2869,-1.02435,0.25683,-0.39978,0.46001,0
Neg_1632,-0.18633,-0.04736,-1.56513,-0.15412,1.37572,0
Neg_2756,-0.47167,-0.23016,1.40867,-0.48009,0.07473,0
