,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
Neg_447,-0.8643,-0.04355,0.61636,-0.05354,-0.73933,0.19746,0.1575,1.20573,-1.2623,1.38942,0.27406,0.33587,0.93987,0.54125,-0.93572,-0.20563,1.55301,-1.0174,-0.01308,-0.43102,-0.70573,-2.23673,0.06677,0.03764,0
Neg_2242,1.23832,1.46239,0.89444,0.63727,0.54183,0.72108,0.47668,1.47647,1.16751,0.09046,1.48496,1.2594,0.88805,1.81401,1.41538,0.76349,1.93996,1.27671,1.1083,1.82798,1.77057,1.12974,-0.40046,0.38971,0
Neg_1615,0.03898,-0.85335,0.84471,-0.47572,0.13267,0.02037,0.54379,-2.36657,-0.47878,0.01611,0.43548,-0.205,0.64334,-2.56027,-1.01352,0.09228,-2.27495,0.46771,-0.01885,-0.86699,1.11412,-0.74082,-0.77292,1.75773,0
Neg_103,-0.52637,0.45326,-1.76414,-0.55258,-0.69184,-0.60157,0.30588,1.05502,0.20509,-1.0791,1.46059,-0.1304,0.17233,0.21639,0.73471,-0.24744,0.66188,0.42965,-1.02173,0.91882,-0.77888,0.4166,0.00185,-1.25963,0
Neg_1048,0.59628,-0.90936,-0.44861,0.51018,-1.46245,0.83392,0.27793,-0.71149,-1.3019,0.32325,1.06085,0.71196,0.64043,-0.64112,-1.28829,0.37915,-1.06064,-1.24145,0.61153,-1.18907,-0.01792,0.46723,-1.16858,-0.60502,0
Neg_628,0.90793,-0.18907,0.21169,0.40227,0.10156,0.60363,0.46607,-0.20679,-0.50645,-1.35052,-0.37199,0.68201,0.40631,-0.20103,-0.25293,0.64698,-0.59916,0.05131,0.00964,-0.68515,-0.26683,-0.7255,-0.32475,-0.0068,0
Neg_2169,0.37023,-1.33867,0.57174,0.59633,-0.10926,-0.26691,1.58969,0.25978,-0.18106,0.75393,-1.8827,-0.79233,1.38218,0.36969,-0.15479,1.45219,-0.02586,0.30939,0.79801,-0.45424,0.27897,1.32598,0.62214,-0.36612,0
Neg_599,0.54172,1.43479,-0.27621,0.39591,-0.27138,-0.17594,0.36257,0.66219,0.53776,0.04685,0.63109,1.49993,0.19474,0.59521,0.42976,0.29634,0.72694,0.26945,0.97745,1.00805,-0.00355,0.48725,0.98601,0.76032,0
Neg_2490,-1.87803,0.94004,0.62554,-2.35193,1.48199,1.42834,0.6416,-0.3323,0.56917,-0.73224,-0.43852,-0.8877,0.6457,-0.05085,1.08594,1.11376,0.21855,1.03979,0.66753,0.2668,0.63928,0.50344,-2.08307,-1.48675,0
Neg_62,0.03058,-0.2886,-0.19948,-0.06331,-0.37753,0.31081,0.90816,-0.13659,-0.4472,-0.41654,0.06169,-0.05004,0.88352,-0.2766,-0.26142,0.5006,-0.03681,-0.37652,-0.60978,-0.38786,0.72335,0.07336,-0.06521,-0.5082,0
Neg_1129,0.81466,0.18066,-0.07469,-0.48031,-1.37172,0.83176,-0.62851,0.5449,0.41318,-0.53892,0.84571,0.8841,-0.68796,-0.18513,0.92251,-0.21967,-0.03289,0.68435,0.46203,-0.61941,1.74175,-1.22145,-0.20209,0.66057,0
Neg_190,-1.59213,-0.47617,1.83949,-0.29408,-1.09439,1.49433,0.95855,-0.5117,-1.56864,0.80934,-0.55513,1.00552,1.58877,-0.5368,-1.31949,0.52203,0.67812,-1.16808,0.46368,0.02286,0.69641,-0.66905,-2.19614,-0.24094,0
Neg_1522,0.61261,0.86104,1.07403,0.09173,0.06743,0.24548,-0.40572,1.38539,-1.04447,0.35299,-0.24181,1.18863,-0.52148,1.241,-0.73481,-0.07288,1.67417,-0.68094,0.02264,1.1804,0.49489,0.93751,0.49112,0.43635,0
Neg_165,-0.01936,0.06945,-0.05381,0.15328,0.01068,1.16451,0.35378,-0.18922,1.02247,-0.09545,-1.33145,-0.0139,0.28828,0.07085,1.31113,0.52116,-0.14665,0.71087,0.06106,0.39663,0.35503,0.56731,0.57446,-0.54406,0
Neg_1152,0.51197,0.48258,1.08409,0.71138,-0.48992,-0.08999,-0.13842,0.15465,-0.39848,-0.89489,-0.11199,0.11438,-0.31014,0.07779,-0.24263,-0.41522,-0.03714,-0.0095,-0.83105,-0.1643,0.35174,-0.40324,-0.11754,0.34485,0
Neg_217,-0.21467,0.22456,-0.31851,0.36515,0.36106,-0.29497,0.97127,-0.03574,-1.45498,0.53889,-0.10705,-1.03857,0.82157,-0.35449,-1.30097,0.92254,0.04781,-1.38764,-0.77177,0.03686,-0.07393,-0.13345,0.90382,0.02208,0
Neg_1140,0.30228,1.08255,-0.93091,-0.15581,0.18651,-0.3988,1.10119,0.42667,-1.31075,-0.56727,0.27141,0.01804,1.09053,-0.10156,-1.2369,0.79244,0.71647,-1.05548,-0.00076,0.97129,-0.18577,1.44525,0.92417,0.60607,0
Neg_2378,0.61589,0.52741,0.02096,0.93844,0.88114,-0.15634,-0.14488,0.12531,0.92006,-0.07139,-0.63926,1.40101,-0.36395,0.00173,0.97981,-0.22802,0.36338,1.06993,0.24598,-0.01224,0.68564,0.2271,0.56957,-0.07236,0
Neg_1569,-0.59666,0.11521,-0.26374,-0.4895,0.06071,-0.11317,-0.51476,0.62561,0.62645,0.09989,0.15091,-0.10853,-0.51221,0.44654,0.63262,-0.45961,0.66915,1.14272,-0.5007,-0.16501,0.64303,-0.17223,-0.11146,0.23128,0
Neg_662,-0.10349,0.13315,0.66979,-0.81584,0.01006,1.38839,-0.09626,1.01226,-0.23713,-1.17404,0.97402,-2.26,-0.5526,1.22867,-0.60594,-0.95085,1.44975,-1.00423,-1.81773,2.94695,-2.17574,0.20228,-1.00026,0.12468,0
Neg_688,0.96246,0.0849,-0.45165,0.86949,0.50064,-0.20479,-0.17671,0.22624,-0.96912,0.32636,-0.15958,-0.36406,-0.68866,0.01495,-0.70178,-0.05816,-0.41418,-0.45251,0.76051,-0.58303,-0.5126,-0.07148,-0.55924,-0.0735,0
Neg_541,0.99256,-1.73393,-1.37351,2.05157,0.03521,-2.41017,1.34182,-0.34585,-1.35747,0.58702,-1.10117,0.59761,1.54932,-0.19582,-0.47515,1.53033,-1.01239,-1.38184,1.70366,-1.24211,-0.43863,-2.92814,2.07787,-3.16312,0
Neg_624,-1.39575,0.22342,0.67163,-0.91407,0.18982,-0.30313,-1.46888,0.30849,-0.43606,-0.26513,-0.63765,1.49777,-1.19144,0.23347,-0.29933,-1.19073,0.03492,-0.25514,0.27398,-0.90594,0.77482,-1.21648,-0.04513,-0.56953,0
Neg_2108,-0.02184,-0.62154,-0.98373,-0.0512,-0.69424,-0.56585,0.45531,-0.54418,-0.79489,-0.0624,-0.91055,-0.72135,0.39201,-0.60804,-0.6836,0.16811,-0.80479,-0.75684,0.09229,-0.58547,-0.54174,0.0101,0.25673,0.3393,0
Neg_2808,-0.20302,1.06059,0.03591,0.23898,0.64789,0.82875,-0.21835,1.10525,0.86843,-0.37888,1.53071,-0.17806,0.14337,1.11911,0.56344,-0.16382,1.00607,0.46957,-0.47532,0.74911,-0.11814,-0.36123,0.178,0.62399,0
Neg_2794,-0.52773,-0.08946,0.51275,-0.37117,-0.50121,0.22025,-0.37299,-0.90157,0.28535,-2.01915,1.04215,-0.59596,-0.45884,-0.58207,-0.18865,-0.37272,-0.56667,-0.02783,0.35037,0.22373,-0.12777,0.39126,-1.6008,0.28523,0
Neg_2286,0.29863,-0.11334,-0.20799,-0.13062,-0.25333,0.31735,-0.11567,0.072,-0.51471,0.38833,0.99355,1.37,0.44251,0.04067,-0.0331,-0.23289,-0.12187,-0.53018,-0.19157,-0.08257,-0.09453,0.28926,0.81624,-0.49534,0
Neg_373,0.9303,-0.36092,0.44799,0.41355,0.36558,-0.21985,1.30054,-1.00519,-0.96391,0.13612,-0.41426,-0.17483,1.20091,-0.9905,-0.9255,1.21335,-1.0196,-1.02686,0.21655,-0.85127,0.13052,0.84107,-0.17805,0.04767,0
Neg_2612,-0.24535,1.36571,-0.7975,0.7113,0.55813,-0.55137,0.84489,-0.71384,-0.96852,-0.29473,-0.36641,-0.46082,0.68509,-0.59063,-0.70445,0.98511,-0.42712,-1.03907,0.36767,-0.39263,-0.67386,-0.16165,0.27779,0.26088,0
Neg_937,-0.34721,-0.29592,0.22737,0.50973,-0.29121,-0.31888,1.89405,1.00402,0.49317,0.81517,-0.06171,0.216,2.05857,1.24919,0.46893,1.47451,0.83252,0.00859,0.47377,0.08912,-0.58216,-0.04906,-0.0887,0.977,0
Neg_1345,0.80501,1.41001,0.15526,0.77683,-0.07403,0.29704,0.35029,1.17206,-0.63155,-0.38681,0.5787,0.35448,0.4759,1.13853,-0.63494,-0.12508,1.48389,-0.2394,-0.80209,1.27161,0.23297,0.09774,0.51667,1.40831,0
Neg_2671,-0.0979,0.79869,-0.21863,0.36325,-0.42414,0.30573,-0.88185,0.46401,0.47137,-0.20005,0.70703,0.1334,-0.9309,0.56988,0.68362,-1.13235,0.69279,0.30302,-0.98694,0.83085,-0.22917,-0.88137,0.78016,-0.12828,0
Neg_2855,-0.88638,1.80419,-0.67272,0.77608,1.30045,-0.9153,0.67833,-0.28267,0.34356,1.47398,0.55289,-3.31671,1.44815,0.21889,-0.52632,1.04004,-0.47404,-0.37315,2.31788,-0.50087,-1.80673,-0.76191,-1.17663,0.93838,0
Neg_279,-0.05613,-0.74748,0.56128,-0.45986,-0.58295,1.2736,0.7029,0.01434,0.00578,0.50765,-0.35442,0.03714,0.78912,0.09182,-0.22253,0.65205,0.01075,0.48708,0.57915,0.49184,0.09516,-0.49845,-0.28962,1.42326,0
Neg_706,-0.63613,-0.27372,0.46601,0.04949,0.58235,0.23182,-0.42798,0.15721,0.55882,-0.8715,0.82261,-0.09622,-0.78667,0.38859,0.53591,-0.86855,-0.06033,0.76477,-0.59288,0.1786,0.64286,0.57432,-0.80527,-0.40003,0
Neg_2921,0.89399,1.57296,-0.64317,0.97691,0.71542,-0.01905,0.86997,-0.00778,-0.91399,0.45398,0.49613,-0.3077,1.04333,0.15186,-0.82356,1.1125,0.1524,-1.08429,1.04072,0.52024,-0.44744,-0.38662,-0.38305,-1.26664,0
Neg_994,-0.48252,-0.27226,-0.58526,1.69006,-0.91588,-0.51871,-1.46349,0.2749,0.58579,-0.73958,2.86486,-0.80181,-1.73971,0.26227,0.73045,-1.31315,-0.41576,1.11748,-0.30934,-1.86052,0.05879,-0.88436,0.10258,0.62336,0
Neg_2453,0.46032,-0.76484,-1.00616,-1.33671,0.40034,-1.31156,0.10215,-0.43491,0.17124,0.4536,0.03018,0.56039,0.21759,-0.67361,0.11764,0.10539,-0.29256,-0.20448,-0.02171,-0.79627,-2.02731,-0.20441,-0.15346,1.9685,0
Neg_2074,-1.29228,0.80408,-0.51669,0.24212,-0.8494,-0.88695,-0.06441,-0.36398,0.1328,-0.84705,0.29079,0.78543,-0.12245,-0.00507,0.31178,-0.33772,0.09789,0.44885,-0.81413,0.48556,1.26481,-1.115,-0.23931,0.04381,0
Neg_1803,0.8391,-1.16106,0.76019,0.70463,-0.00985,-0.29657,-0.43274,-1.95028,-0.02474,-0.08783,-0.13477,0.21042,-0.66686,-1.64845,0.42371,0.06571,-1.87871,-0.14142,-0.28193,-0.37978,-0.32045,-0.0865,-2.10209,-0.48993,0
Neg_653,0.15379,0.14284,0.45905,-0.32851,0.6073,-0.12599,-0.32771,1.1036,-1.01747,-0.17243,-0.01271,-1.18317,-0.24141,0.90701,-1.37419,-0.5492,0.83221,-1.05658,-0.05554,-0.21311,-0.59433,-0.1771,0.39535,-0.86611,0
Neg_1943,-0.40072,0.26553,-0.43323,0.22219,0.74807,-0.70635,-0.08993,-1.63883,0.05496,-0.82638,0.36622,-0.64976,-0.26817,-1.49692,-0.22382,-0.18498,-2.55628,0.53341,-0.1187,-0.97019,-0.83007,1.02598,0.30956,-0.43654,0
Neg_1283,-0.08987,1.81199,-1.09745,-0.21044,0.54858,-0.61841,0.61588,0.19984,0.162,-0.6462,1.0968,0.55973,0.44233,-0.07303,0.12779,0.48316,-0.05463,-0.35075,0.0165,-0.29827,-0.83734,0.28411,0.38246,-0.03442,0
Neg_1383,2.45102,1.63595,1.83551,-0.16283,0.09746,0.09691,-0.7601,-1.3923,2.47163,-0.85502,1.45795,0.44457,-0.82723,-1.26176,2.13841,0.17929,-0.84657,1.20527,1.83122,0.43656,0.24801,-0.72253,-0.50918,-0.84663,0
Neg_325,-0.18967,-0.38772,-0.72328,-0.78917,0.32688,-0.19909,0.17908,-1.26864,-0.6132,-0.86976,-0.1865,0.34528,0.15188,-1.29803,-0.56358,0.04978,-1.17549,-0.54842,-0.27685,0.31811,-0.0523,0.08863,0.484,0.93928,0
Neg_2702,-0.43252,0.40859,-0.09863,-0.28353,1.52881,0.30979,1.76217,1.14991,1.29738,0.6205,0.95479,0.83961,2.31007,1.82868,1.51292,2.12529,1.31872,1.5898,1.72851,1.58076,2.25492,-0.84571,-0.33973,-0.2431,0
Neg_2180,-0.36129,0.94719,-0.89239,-0.92055,1.10306,-0.04493,-1.07448,0.19404,0.27011,0.40056,0.58278,0.38187,-1.57728,0.40715,0.22846,-0.71003,0.31094,0.38019,0.20779,0.7946,-0.04167,-0.4379,0.25857,-0.63857,0
Neg_585,1.85287,1.12789,0.64724,1.83799,1.3685,1.43206,1.27837,0.05459,0.49744,0.38477,0.6168,1.76231,0.96377,-0.1897,0.39374,1.4715,0.00594,0.40309,0.23796,-1.3026,0.07253,1.73965,1.7496,0.59451,0
Neg_2047,0.20032,0.5393,0.08557,-0.09224,0.48685,0.26766,1.37429,-0.10534,0.7645,0.41933,0.53841,0.04702,1.25254,0.00241,0.41843,1.45514,0.05957,0.68234,-0.13355,0.41723,-0.35227,0.41992,-0.54323,-0.09159,0
Neg_2392,-1.2716,-0.44218,0.45144,-0.31502,-0.62534,-1.18826,-2.59081,1.24009,0.52685,1.00961,-0.46469,-0.87477,-2.39016,0.88602,0.41345,-2.41651,0.91035,0.62089,-0.06085,0.26009,0.55441,-0.99946,0.41406,1.76361,0
Neg_919,1.22341,-0.64745,-0.0542,0.87184,1.45935,0.63205,-0.40298,0.1258,-1.836,-1.85054,1.05659,-0.05208,-0.48121,0.57375,-1.83258,-0.26442,0.37067,-1.70008,-1.87717,2.15528,-2.39616,-2.899,2.23953,-1.67429,0
Neg_2566,0.39825,-0.24351,0.07181,0.39674,-0.00911,0.41335,-0.3768,0.21234,1.85334,0.99557,0.1676,-0.2774,-0.36404,0.44701,1.53452,0.06573,0.26445,1.45646,0.86921,-0.49785,-0.02939,-0.53395,-0.81253,1.24507,0
Neg_404,0.2002,0.93351,0.10782,-0.62804,0.44502,0.16814,0.10223,-0.29007,0.63593,0.92678,-2.07885,-0.19844,0.00051,-1.25667,0.51721,-0.01672,-0.3682,-0.0672,-0.51162,-0.24715,-1.46172,1.12938,1.39879,0.73046,0
Neg_953,0.48866,0.91164,-0.54788,0.61122,1.80612,-0.43541,0.42594,0.15949,0.10612,-0.38804,0.93362,-0.03747,0.37529,0.37266,0.15556,-0.02435,-0.15627,-0.06345,-0.42943,-0.46622,-0.61129,-0.23877,-0.08067,0.19156,0
Neg_1257,-0.12109,-0.04956,-0.70656,-0.28894,-0.35071,0.06847,-0.09166,-0.91407,0.2596,0.05986,-0.04553,2.09644,0.49103,-0.60549,0.36057,0.17468,-0.93736,0.0787,0.48359,-0.59574,-0.22381,-0.1699,0.41379,-0.33729,0
Neg_1680,-0.03039,0.26462,0.03505,0.54612,-0.19326,0.11614,0.46477,-1.70654,-0.12907,0.66895,-0.6341,0.57896,0.09456,-1.91264,-0.1598,0.17876,-1.66271,-0.13769,-0.09749,-0.5915,0.14081,0.47822,0.19794,-0.57188,0
Neg_1098,0.42153,-1.37431,-1.15503,0.90321,-0.49461,-1.51304,-1.89403,1.2083,-1.80836,2.37734,-0.18843,-0.38798,-1.90089,1.07228,-1.68051,-2.05801,0.97119,-1.33013,0.35314,0.59084,-1.07609,-1.65166,-0.51387,-1.20445,0
Neg_1404,0.89103,0.35616,-0.1707,-0.16271,0.91179,0.71009,1.28849,1.12417,2.10658,-0.12975,0.17938,1.54308,1.72269,1.48718,2.93104,1.20969,0.83466,1.74084,0.95387,-0.7975,-0.1028,0.08421,0.73389,0.37798,0
Neg_79,1.42281,0.51302,0.94411,1.37421,-0.0093,0.3,0.16736,0.52536,-0.27077,0.31894,0.66794,0.40324,-0.21627,0.48146,-0.15796,0.28407,0.74714,0.11168,0.52295,-0.26311,0.9302,-0.01036,0.07457,-0.20733,0
Neg_2483,0.06585,2.23657,-0.2083,-0.50928,0.30681,-0.67389,-0.67099,0.19251,-0.30749,-0.47128,0.62746,-0.11705,-0.39627,-0.10794,-0.11695,-0.14222,0.24385,-0.37059,1.01112,-0.83793,-0.16446,-1.44444,0.47547,-0.64656,0
Neg_2866,0.32217,-1.49803,0.27599,-0.39551,-1.82868,1.5905,-0.30822,-2.46816,0.65592,0.57698,2.05922,-1.90613,0.1008,-2.30271,0.18897,-0.12911,-2.58408,0.79945,-0.12828,-0.83081,-1.37886,0.15468,0.48987,-1.61997,0
Neg_133,0.05267,0.95386,-0.21338,0.52582,0.01328,0.17853,0.21825,-0.41583,-0.27826,0.71729,-0.2911,0.14708,0.15938,-0.4683,-0.29849,0.21198,-0.22064,-0.15454,0.74968,-0.15584,0.15725,-0.07647,0.35927,-0.81295,0
Neg_1514,-0.8916,0.37137,-1.50715,0.11177,1.13119,-0.28898,-0.79386,-0.06448,-0.68706,-1.84036,2.8115,-1.39216,-0.98016,0.90018,-0.85663,-0.49177,0.38946,-0.38196,-0.24933,2.72009,-0.19522,-1.32317,1.35928,-0.64216,0
Neg_1790,0.55104,-0.67811,-1.74317,0.09965,0.02679,0.09451,0.45656,-1.13806,-0.71986,-0.01231,0.06952,0.93366,0.27151,-0.90197,-0.10935,0.51353,-1.22054,-1.28558,1.89196,0.13606,-0.89752,1.82838,-0.35133,-1.5102,0
Neg_2219,1.11434,-0.25311,-0.76289,-0.12711,-0.39591,-0.57207,-0.31878,-0.43054,-0.28674,-0.16406,1.21392,-0.18543,-0.33832,-0.34552,-0.23666,0.12789,-0.66035,-0.20836,0.76023,-1.02952,-0.65632,-0.63895,0.11027,0.29444,0
Neg_2758,0.25629,-0.40697,0.39112,-0.03711,-0.06926,0.74896,1.88224,0.03738,-0.20157,0.61103,-0.00441,0.36845,1.90102,0.18704,-0.31267,1.84955,0.18957,-0.35066,1.17666,0.34205,0.19391,0.61044,-0.81886,-0.52752,0
Neg_621,-0.21938,-0.53989,-1.2649,1.31341,-0.64942,-1.1189,-1.67188,-0.23615,0.78483,1.65531,0.28192,-0.25455,-2.06041,0.16673,0.8343,-1.32105,-0.45053,0.6228,0.11642,-0.37378,-1.13232,0.17744,-1.2208,0.30575,0
Neg_904,1.80426,-0.30085,-1.1153,2.17598,0.46078,0.55936,0.52745,-0.37983,-0.23399,-3.66911,3.62514,-1.46499,0.90416,-0.80747,-0.99432,0.8087,0.48779,-0.11339,0.16861,1.97529,-0.74798,-1.59322,-0.00402,-0.07782,0
Neg_736,-0.15789,0.7805,-0.0084,-0.24592,-0.17795,1.43389,0.55149,0.02031,-0.32947,-0.68417,0.78053,0.55141,0.55517,-0.50778,0.29474,0.54647,-0.1568,0.56999,0.39115,1.27822,0.47966,-1.3717,0.52833,0.83119,0
Neg_431,-1.0173,2.07039,-0.82699,-0.60976,1.93182,-0.40611,-0.69337,0.34928,0.01475,-1.37745,0.78265,-0.4832,-0.57951,0.38153,0.35104,-0.72445,0.49152,-0.07931,-0.75989,1.7899,-0.37945,0.01195,0.20215,0.05664,0
