,Gravy,y
Neg_2454,-0.43929,0
Neg_1216,-0.39828,0
Neg_2191,-0.51735,0
Neg_1275,-0.45147,0
Neg_2151,-0.87219,0
Neg_1402,2.55459,0
Neg_717,-0.42292,0
Neg_1862,-0.64215,0
Neg_158,0.33116,0
Neg_1740,0.12964,0
Neg_1424,-0.47819,0
Neg_943,1.8352,0
Neg_1688,-1.26724,0
Neg_148,-0.151,0
Neg_2796,-1.35913,0
Neg_1887,0.4643,0
Neg_2811,-1.01788,0
Neg_859,-1.04152,0
Neg_2155,-1.08442,0
Neg_2045,-1.26549,0
Neg_1104,-0.15736,0
Neg_2638,-0.99805,0
Neg_962,-0.51928,0
Neg_2828,-1.00974,0
Neg_1944,-0.52895,0
Neg_523,1.09264,0
Neg_1319,0.86783,0
Neg_562,-1.18353,0
Neg_2456,-0.33607,0
Neg_1500,0.03345,0
Neg_1913,-0.23058,0
Neg_286,0.46891,0
Neg_2871,-0.34309,0
Neg_456,-1.15434,0
Neg_984,0.61626,0
Neg_1837,-0.00512,0
Neg_2617,-1.2281,0
Neg_139,0.86081,0
Neg_1815,0.0142,0
Neg_1157,0.00814,0
Neg_1317,-0.26636,0
Neg_2405,-0.04574,0
Neg_45,-0.99465,0
Neg_1797,-0.56791,0
Neg_2769,-0.70232,0
Neg_1390,-0.43696,0
Neg_1018,-1.03376,0
Neg_602,-0.91664,0
Neg_182,-1.2024,0
Neg_1056,1.29349,0
Neg_2567,-0.60686,0
Neg_849,-0.13343,0
Neg_2338,0.84605,0
Neg_422,-0.31263,0
Neg_1421,-0.27437,0
Neg_2439,-0.11334,0
Neg_563,-0.45082,0
Neg_1622,0.57796,0
Neg_1578,-0.40723,0
Neg_1939,-0.30896,0
Neg_163,-0.83058,0
Neg_287,1.86908,0
Neg_787,-0.56033,0
Neg_1846,-0.58462,0
Neg_1280,-1.47547,0
Neg_1918,0.55111,0
Neg_999,0.30272,0
Neg_314,-0.82494,0
Neg_2192,-0.39376,0
Neg_605,-1.27204,0
Neg_413,0.68405,0
Neg_1861,-0.23463,0
Neg_342,2.85837,0
Neg_398,-0.45259,0
Neg_96,-1.28785,0
Neg_1924,1.11785,0
Neg_592,1.45174,0
Neg_1985,0.01723,0
Neg_1045,-0.39411,0
Neg_2542,0.32579,0
Neg_2165,-0.69285,0
Neg_1526,-0.3686,0
Neg_2709,-0.43156,0
Neg_2230,-0.55049,0
Neg_2137,0.46322,0
Neg_2068,-0.28301,0
Neg_2163,-0.4835,0
Neg_2247,-0.61349,0
Neg_529,-0.58736,0
Neg_936,-0.48832,0
Neg_2418,-0.96052,0
Neg_2487,-0.00032,0
Neg_703,0.87186,0
Neg_1742,-0.59435,0
Neg_305,-1.08222,0
Neg_1078,-0.23854,0
Neg_1672,-1.12458,0
Neg_2568,-1.27078,0
Neg_1911,-0.36047,0
Neg_2397,-0.79811,0
Neg_992,-1.06418,0
Neg_1161,-0.7236,0
Neg_2581,0.5651,0
Neg_701,-0.44061,0
Neg_464,-0.57768,0
Neg_1692,0.33111,0
Neg_774,0.36732,0
Neg_2620,-1.14858,0
Neg_979,-1.1454,0
Neg_2827,-0.88647,0
Neg_2729,0.56352,0
Neg_2277,0.13518,0
Neg_1632,-0.38942,0
Neg_2756,1.52205,0
Neg_1898,-0.44364,0
Neg_1391,0.2581,0
Neg_1059,-0.862,0
Neg_1746,-0.36498,0
Neg_1847,-0.51975,0
Neg_1490,-0.77994,0
Neg_450,3.88624,0
Neg_1448,0.09165,0
Neg_2410,-0.02206,0
Neg_1301,-0.50184,0
Neg_696,-0.29012,0
Neg_2757,-0.27547,0
Neg_815,-1.30042,0
Neg_890,-0.3049,0
Neg_2049,-0.47706,0
Neg_634,-0.94836,0
Neg_1241,-0.23331,0
Neg_1265,-0.34133,0
Neg_1145,-1.31348,0
Neg_364,1.42351,0
Neg_2428,-0.15713,0
Neg_2873,-0.96863,0
Neg_2762,-0.95297,0
Neg_1932,-0.50843,0
Neg_218,-0.10888,0
Neg_1471,-0.98239,0
Neg_211,-0.40609,0
Neg_88,-0.53008,0
Neg_1800,-0.67659,0
Neg_1995,-1.0947,0
Neg_2231,0.54991,0
Neg_1090,0.39666,0
Neg_1457,0.10712,0
Neg_795,0.34775,0
Neg_1614,0.39607,0
Neg_732,-1.25494,0
Neg_2025,-0.02227,0
Neg_2088,0.22886,0
Neg_2527,-0.57366,0
Neg_2021,-1.23789,0
Neg_2570,-0.16004,0
Neg_215,-0.33627,0
Neg_2516,-0.98869,0
Neg_1712,-1.44925,0
Neg_2010,-0.59029,0
Neg_1285,0.31213,0
Neg_2834,-0.85386,0
Neg_2013,0.56981,0
Neg_945,-1.22998,0
Neg_1787,-1.25478,0
Neg_935,-0.54351,0
Neg_2099,-0.19922,0
Neg_2179,-0.32372,0
Neg_2726,0.12376,0
Neg_1484,-1.06857,0
Neg_2381,-0.47647,0
Neg_1458,-0.53998,0
Neg_216,0.51471,0
Neg_2725,1.03726,0
Neg_406,-0.67594,0
Neg_1363,-1.20751,0
Neg_1311,-0.61229,0
Neg_1149,2.78759,0
Neg_1218,-1.11301,0
Neg_1597,-0.26413,0
Neg_2745,-0.79727,0
Neg_1477,-0.89045,0
Neg_2803,0.80481,0
Neg_104,0.27549,0
Neg_1900,-0.9882,0
Neg_2586,-1.32562,0
Neg_2050,-1.12258,0
Neg_1069,3.04364,0
Neg_336,0.00164,0
Neg_2260,-0.65853,0
Neg_1733,-0.51142,0
Neg_1555,0.65254,0
Neg_2329,0.38736,0
Neg_1878,0.54424,0
Neg_1893,-0.82115,0
Neg_1716,-1.00155,0
Neg_2322,-0.0268,0
Neg_101,-0.36946,0
Neg_16,-0.149,0
Neg_31,0.20005,0
Neg_240,1.21974,0
Neg_1117,-1.25543,0
Neg_2262,-0.40936,0
Neg_2861,-0.52779,0
Neg_1225,-0.60189,0
Neg_261,-0.70803,0
Neg_609,-0.3776,0
Neg_1352,-0.45049,0
Neg_733,1.55302,0
Neg_2593,1.00682,0
Neg_2259,-0.55573,0
Neg_1785,-0.50265,0
Neg_847,0.26711,0
Neg_684,-1.28348,0
Neg_1411,-0.76798,0
Neg_680,0.35165,0
Neg_502,-0.98565,0
Neg_1097,-0.07233,0
Neg_1826,-0.8797,0
Neg_702,-1.14443,0
Neg_1626,-1.28996,0
Neg_2358,-0.03298,0
Neg_1026,0.29898,0
Neg_82,-0.77991,0
Neg_509,-0.90913,0
Neg_1235,-1.30079,0
Neg_2118,-0.13568,0
Neg_1303,0.12555,0
Neg_72,-0.8026,0
Neg_1147,0.24475,0
Neg_2437,1.35553,0
Neg_1770,-1.47532,0
Neg_177,0.11684,0
Neg_978,-0.33262,0
Neg_724,1.83409,0
Neg_1766,-0.11165,0
Neg_868,-1.1082,0
Neg_1825,-1.14568,0
Neg_2020,-0.44562,0
Neg_1628,0.45248,0
Neg_892,-0.96643,0
Neg_2692,1.37052,0
Neg_512,-0.30791,0
Neg_2128,-1.46355,0
Neg_1647,1.08727,0
Neg_2419,2.09309,0
Neg_2659,-0.03518,0
Neg_1214,-1.16937,0
Neg_411,0.45863,0
Neg_2321,-0.64073,0
Neg_1384,0.8835,0
Neg_1489,-1.31937,0
Neg_2666,-0.68336,0
Neg_1905,-1.059,0
Neg_55,0.21248,0
Neg_1178,0.79438,0
Neg_2369,0.39195,0
Neg_1,0.05345,0
Neg_1999,0.59515,0
Neg_1883,-0.84725,0
Neg_1643,0.88573,0
Neg_2885,1.02999,0
Neg_1786,-0.90344,0
Neg_1933,-0.52785,0
Neg_814,0.17551,0
Neg_1593,0.35275,0
Neg_1298,-0.23201,0
Neg_285,-0.73535,0
Neg_2792,-0.58529,0
Neg_2154,-1.12767,0
Neg_1689,-1.55126,0
Neg_603,0.19835,0
Neg_1021,0.2388,0
Neg_1820,0.05838,0
Neg_222,-0.99996,0
Neg_256,0.24837,0
Neg_704,-0.84845,0
Neg_144,-1.18123,0
Neg_2067,-0.82822,0
Neg_1406,-0.22552,0
Neg_2616,-0.0438,0
Neg_648,0.45403,0
Neg_2774,-0.1406,0
Neg_292,-0.54434,0
Neg_2667,-0.38643,0
Neg_257,0.05368,0
Neg_1768,-1.14681,0
Neg_2249,-0.55066,0
Neg_779,-1.12095,0
Neg_2513,-0.94142,0
Neg_2425,-0.75229,0
Neg_2272,0.06455,0
Neg_361,-0.31679,0
Neg_1745,2.19956,0
Neg_2902,-0.97467,0
Neg_808,-0.50646,0
Neg_407,-0.80539,0
Neg_191,-0.73299,0
Neg_1737,-0.97071,0
Neg_1001,-1.15715,0
Neg_2120,-0.7052,0
Neg_960,-1.0179,0
Neg_1356,-1.17163,0
Neg_1764,2.81408,0
Neg_901,0.856,0
Neg_2556,-1.2117,0
Neg_303,-1.25834,0
Neg_654,-0.88687,0
Neg_251,-1.12661,0
Neg_1958,-0.94139,0
Neg_2857,-0.86429,0
Neg_1824,-0.86769,0
Neg_9,1.28394,0
Neg_1397,-1.04085,0
Neg_1841,-0.32265,0
Neg_1197,-0.13288,0
Neg_1357,-0.85911,0
Neg_2898,-1.26054,0
Neg_2132,0.02806,0
Neg_647,-0.50502,0
Neg_2646,0.20624,0
Neg_476,-0.8451,0
Neg_231,-0.32141,0
Neg_451,-0.86257,0
Neg_1073,1.87724,0
Neg_7,-0.55336,0
Neg_1877,-0.88825,0
Neg_2912,-0.30355,0
Neg_1968,0.14107,0
Neg_2590,0.12817,0
Neg_2781,-1.0685,0
Neg_940,2.67557,0
Neg_459,-0.85813,0
Neg_1657,-0.29045,0
Neg_2544,0.01775,0
Neg_2345,-1.54495,0
Neg_2406,-0.81548,0
Neg_2060,-0.67856,0
Neg_2697,-0.4237,0
Neg_1979,-0.38356,0
Neg_875,1.6035,0
Neg_798,-0.59664,0
Neg_2520,1.09172,0
Neg_2252,-0.65075,0
Neg_1502,-1.16458,0
Neg_2316,-0.65798,0
Neg_2282,-0.98105,0
Neg_2664,-0.43422,0
Neg_1274,2.70406,0
Neg_1290,0.18816,0
Neg_299,-0.95579,0
Neg_2528,-0.76643,0
Neg_1387,-1.13016,0
Neg_13,-0.49689,0
Neg_586,-0.51678,0
Neg_1691,-0.6852,0
Neg_629,-1.24881,0
Neg_1089,-0.79411,0
Neg_2884,-0.80028,0
Neg_2610,-1.35199,0
Neg_470,-0.81454,0
Neg_1649,0.28607,0
Neg_1177,-0.95781,0
Neg_2447,0.36593,0
Neg_10,1.16859,0
Neg_2623,-0.44967,0
Neg_265,1.85006,0
Neg_273,2.37432,0
Neg_2305,0.29123,0
Neg_915,-0.24473,0
Neg_1945,-0.69085,0
Neg_961,-1.32047,0
Neg_2662,-0.29382,0
Neg_1146,-0.54178,0
Neg_1137,-0.20585,0
Neg_41,-0.35413,0
Neg_1496,-0.33722,0
Neg_2270,-0.79195,0
Neg_1721,-1.08103,0
Neg_2196,-0.22542,0
Neg_1988,-0.70221,0
Neg_2464,-0.94069,0
Neg_521,-1.29787,0
Neg_1062,0.04653,0
Neg_899,-0.77693,0
Neg_374,-0.60535,0
Neg_2106,0.62801,0
Neg_3,-1.0899,0
Neg_405,0.11959,0
Neg_1873,-0.95999,0
Neg_2506,-0.67656,0
Neg_2777,-1.15947,0
Neg_762,-0.9282,0
Neg_401,0.53799,0
Neg_1801,2.07692,0
Neg_2863,-0.8881,0
Neg_2412,-0.71071,0
Neg_1094,-1.26855,0
Neg_1795,-0.16183,0
Neg_1144,0.97579,0
Neg_1201,-0.87623,0
Neg_2435,-0.11972,0
Neg_252,-0.35408,0
Neg_2676,-1.20771,0
Neg_322,0.84565,0
Neg_1525,-1.00701,0
Neg_1228,-0.60441,0
Neg_2042,-1.43911,0
Neg_2308,-0.56406,0
Neg_2157,-1.23506,0
Neg_2159,-0.5449,0
Neg_2734,0.06897,0
Neg_1207,-0.18924,0
Neg_120,-0.34301,0
Neg_2631,-0.30243,0
Neg_595,-0.76669,0
Neg_993,0.23663,0
Neg_1596,1.11115,0
Neg_2868,-0.58292,0
Neg_579,0.65563,0
Neg_1663,-0.1899,0
Neg_1040,0.38517,0
Neg_2240,-1.00303,0
Neg_2349,-0.93923,0
Neg_2207,-0.8499,0
Neg_1153,0.91529,0
Neg_580,0.82499,0
Neg_2390,0.55107,0
Neg_1683,0.51276,0
Neg_2601,0.02781,0
Neg_2888,-0.47674,0
Neg_1121,-0.12886,0
Neg_2688,-1.0075,0
Neg_1493,0.31767,0
Neg_1272,-0.91354,0
Neg_1242,-0.89829,0
Neg_1292,0.95209,0
Neg_2398,-1.23218,0
Neg_1990,-0.43512,0
Neg_2241,2.73501,0
Neg_508,-1.37508,0
Neg_307,-1.02118,0
Neg_2448,-0.76439,0
Neg_600,-0.81484,0
Neg_601,-0.5528,0
Neg_1217,-0.3344,0
Neg_839,1.27159,0
Neg_682,0.0192,0
Neg_2187,-0.48083,0
Neg_2821,-1.05585,0
Neg_2789,-1.34076,0
Neg_169,0.36121,0
Neg_320,-1.00723,0
Neg_2889,-1.18852,0
Neg_17,0.0335,0
Neg_1714,-1.4318,0
Neg_2605,0.88617,0
Neg_1527,-0.56561,0
Neg_83,0.37763,0
Neg_2246,-1.03441,0
Neg_114,1.00947,0
Neg_1808,-0.35191,0
Neg_958,1.65587,0
Neg_2093,-0.76917,0
Neg_1561,-1.30931,0
Neg_1870,-0.19585,0
Neg_1335,-0.87995,0
Neg_1574,-1.29299,0
Neg_2188,-0.95138,0
Neg_608,0.88874,0
Neg_1240,0.34257,0
Neg_2628,-0.80321,0
Neg_1855,-0.77463,0
Neg_1793,0.1536,0
Neg_2263,-0.41173,0
Neg_2400,0.73698,0
Neg_1583,-0.06536,0
Neg_410,1.03879,0
Neg_2849,-0.13104,0
Neg_1389,-0.84243,0
Neg_130,-0.38504,0
Neg_2784,-0.98709,0
Neg_2759,0.50673,0
Neg_2148,1.65439,0
Neg_2886,-0.04558,0
Neg_903,-0.51449,0
Neg_2844,0.05256,0
Neg_1071,-0.3946,0
Neg_2491,1.08853,0
Neg_2731,0.03897,0
Neg_1497,-0.72657,0
Neg_2096,-1.30079,0
Neg_2234,-0.93736,0
Neg_263,-0.87367,0
Neg_2409,0.42524,0
Neg_171,-0.06358,0
Neg_2185,0.24595,0
Neg_1630,-0.9116,0
Neg_239,0.71927,0
Neg_933,-0.03862,0
Neg_2276,-0.90743,0
Neg_2707,-0.32808,0
Neg_1971,2.39175,0
Neg_293,0.84331,0
Neg_766,-0.92416,0
Neg_1208,0.21053,0
Neg_1076,-0.64307,0
Neg_2860,-0.23615,0
Neg_2048,0.68915,0
Neg_837,0.7798,0
Neg_2085,-0.83057,0
Neg_1812,-0.19803,0
Neg_659,-0.54674,0
Neg_2775,-0.94391,0
Neg_807,-0.60138,0
Neg_379,-0.67747,0
Neg_683,-0.47729,0
Neg_2124,-0.48266,0
Neg_1239,-1.13571,0
Neg_1478,0.65514,0
Neg_711,-0.45504,0
Neg_1422,-0.23413,0
Neg_2642,-0.56651,0
Neg_2243,-1.14626,0
Neg_419,0.36612,0
Neg_2335,-0.05503,0
Neg_708,-0.76569,0
Neg_2224,-1.12223,0
Neg_75,-0.89634,0
Neg_1927,0.00107,0
Neg_396,-1.27642,0
Neg_2062,-1.03633,0
Neg_1758,0.09533,0
Neg_1696,-0.7355,0
Neg_1938,-0.53732,0
Neg_2212,-0.60468,0
Neg_491,0.33518,0
Neg_857,-0.41538,0
Neg_2686,-0.70542,0
Neg_2549,-1.0662,0
Neg_465,-0.84731,0
Neg_214,0.34456,0
Neg_1450,-0.50314,0
Neg_2311,-0.76269,0
Neg_566,-0.61637,0
Neg_1468,-0.55793,0
Neg_324,-0.6904,0
Neg_1106,-1.463,0
Neg_1455,-0.02944,0
Neg_1775,-0.22838,0
Neg_2533,-0.67251,0
Neg_84,-0.70597,0
Neg_2087,0.95084,0
Neg_454,-0.5622,0
Neg_1320,-0.7699,0
Neg_534,-1.17163,0
Neg_2600,-0.556,0
Neg_2303,-0.33213,0
Neg_1332,-0.06724,0
Neg_1096,-0.47346,0
Neg_278,-0.63462,0
Neg_2916,-0.55645,0
Neg_365,-0.61122,0
Neg_929,-0.96907,0
Neg_955,-0.36714,0
Neg_1510,0.21623,0
Neg_974,0.12923,0
Neg_2768,-0.14638,0
Neg_1142,1.16742,0
Neg_1174,-0.24132,0
Neg_848,-0.45711,0
Neg_991,-1.15827,0
Neg_565,-0.82164,0
Neg_1973,-0.30789,0
Neg_1172,0.17907,0
Neg_2450,0.62237,0
Neg_2795,-1.2122,0
Neg_33,-0.99634,0
Neg_2216,-1.15659,0
Neg_2359,1.98547,0
Neg_515,-0.33562,0
Neg_208,-0.45237,0
Neg_2503,0.04537,0
Neg_2396,-0.79356,0
Neg_1670,0.98597,0
Neg_8,-1.15207,0
Neg_1802,-0.87945,0
Neg_1617,-0.74555,0
Neg_1353,-0.35791,0
Neg_917,-0.81647,0
Neg_1912,-0.7727,0
Neg_2647,-0.69543,0
Neg_2682,-0.02756,0
Neg_1130,1.09616,0
Neg_1914,0.35486,0
Neg_1659,0.09134,0
Neg_1233,-1.20426,0
Neg_2379,-1.05499,0
Neg_1832,-1.19268,0
Neg_1156,-0.8356,0
Neg_2258,-0.57141,0
Neg_461,0.49037,0
Neg_1432,-0.49306,0
Neg_1840,-0.17383,0
Neg_51,-0.38789,0
Neg_2078,-0.92529,0
Neg_1658,-0.96461,0
Neg_1291,-0.64097,0
Neg_2421,-1.40018,0
Neg_1107,-1.12261,0
Neg_57,-0.50656,0
Neg_56,0.26147,0
Neg_1535,1.80388,0
Neg_728,-0.79728,0
Neg_612,0.64016,0
Neg_1789,0.56526,0
Neg_2923,0.80854,0
Neg_998,-0.7927,0
Neg_2027,0.94784,0
Neg_1120,-0.76684,0
Neg_938,0.11168,0
Neg_1639,-0.68086,0
Neg_1380,-1.16325,0
Neg_995,-1.22826,0
Neg_274,-0.18449,0
Neg_1731,0.12369,0
Neg_1423,-0.86955,0
Neg_1720,-0.61204,0
Neg_1176,-1.35509,0
Neg_298,0.11841,0
Neg_1494,-0.41113,0
Neg_2041,0.07092,0
Neg_2033,-0.73831,0
Neg_1010,-0.46931,0
Neg_964,-0.00127,0
Neg_735,-0.1667,0
Neg_245,0.36572,0
Neg_317,-1.05023,0
Neg_1277,-0.32114,0
Neg_213,-0.98813,0
Neg_109,0.4562,0
Neg_1604,0.75873,0
Neg_2004,-0.80652,0
Neg_1848,-1.14852,0
Neg_1998,-1.03141,0
Neg_968,0.61413,0
Neg_1860,-0.74407,0
Neg_854,0.54182,0
Neg_229,-1.4517,0
Neg_397,-0.42388,0
Neg_1864,-0.04698,0
Neg_2553,0.18009,0
Neg_1504,-0.02314,0
Neg_2824,-1.19336,0
Neg_20,0.73199,0
Neg_1594,0.08269,0
Neg_2657,-0.39532,0
Neg_1823,-1.48916,0
Neg_2352,-1.16029,0
Neg_675,-0.63833,0
Neg_38,0.21044,0
Neg_2630,1.42293,0
Neg_1313,-1.26278,0
Neg_2083,-0.15728,0
Neg_224,0.28273,0
Neg_1271,-0.56685,0
Neg_2404,0.26294,0
Neg_91,-0.91872,0
Neg_2318,-0.38877,0
Neg_2034,-0.332,0
Neg_2914,0.33602,0
Neg_2749,-0.54563,0
Neg_1143,-1.04443,0
Neg_80,-1.32481,0
Neg_289,0.55066,0
Neg_1262,0.29297,0
Neg_2269,0.12916,0
Neg_922,-1.07197,0
Neg_1843,-0.43297,0
Neg_40,0.25211,0
Neg_1771,0.12477,0
Neg_1068,-0.59925,0
Neg_1857,-0.86149,0
Neg_635,-0.58063,0
Neg_2908,0.88898,0
Neg_2651,-0.79761,0
Neg_781,-0.97577,0
Neg_574,0.1701,0
Neg_151,-0.7952,0
Neg_356,0.40465,0
Neg_1012,-0.45476,0
Neg_455,-0.77895,0
Neg_2395,0.16921,0
Neg_173,-0.86473,0
Neg_1744,-0.4501,0
Neg_1127,-1.12791,0
Neg_872,-1.50558,0
Neg_556,-0.10836,0
Neg_1872,-0.91037,0
Neg_1175,-1.02241,0
Neg_2738,-1.48417,0
Neg_2341,1.44263,0
Neg_2539,-0.32906,0
Neg_2859,1.32727,0
Neg_106,-1.07361,0
Neg_453,-0.93828,0
Neg_1396,-0.26423,0
