,Eisenberg,y
Neg_226,-0.41839,0
Neg_2031,-1.36339,0
Neg_1050,-0.44081,0
Neg_2215,0.54388,0
Neg_1008,0.91342,0
Neg_755,0.40889,0
Neg_1309,1.6053,0
Neg_1348,-1.21277,0
Neg_2829,-0.69378,0
Neg_1281,-0.66044,0
Neg_2879,-0.51625,0
Neg_2182,-1.06326,0
Neg_513,1.12075,0
Neg_2222,-1.27268,0
Neg_2348,-1.36682,0
Neg_549,1.93887,0
Neg_2669,0.55187,0
Neg_1248,-0.31542,0
Neg_19,-0.44734,0
Neg_1763,-1.07466,0
Neg_2832,-0.60016,0
Neg_1992,-0.87762,0
Neg_2675,-0.04955,0
Neg_203,-0.59216,0
Neg_2314,-0.73403,0
Neg_460,-0.44695,0
Neg_248,-0.92293,0
Neg_418,-0.82984,0
Neg_1007,-1.07063,0
Neg_2178,-0.77633,0
Neg_537,-1.37387,0
Neg_97,-0.7587,0
Neg_1719,-0.32109,0
Neg_1777,-0.63438,0
Neg_771,-0.55502,0
Neg_2070,-0.34236,0
Neg_1418,0.28037,0
Neg_1167,-1.45307,0
Neg_2477,-1.00297,0
Neg_715,-0.26672,0
Neg_616,-0.8442,0
Neg_558,0.02488,0
Neg_64,-0.3537,0
Neg_1316,0.22894,0
Neg_1507,-0.38895,0
Neg_1101,-0.76955,0
Neg_1796,-0.70348,0
Neg_1223,-1.03879,0
Neg_538,-0.30971,0
Neg_302,-1.21618,0
Neg_200,-0.32313,0
Neg_1730,-0.50982,0
Neg_876,-1.1672,0
Neg_326,0.96565,0
Neg_1436,-1.49804,0
Neg_727,-0.20327,0
Neg_1831,-0.5239,0
Neg_900,-0.31387,0
Neg_1637,-0.86065,0
Neg_2635,-0.60357,0
Neg_2454,-0.7689,0
Neg_1216,-0.15938,0
Neg_2191,0.00332,0
Neg_1275,0.03231,0
Neg_2151,-0.94347,0
Neg_1402,1.87618,0
Neg_717,-0.51058,0
Neg_1862,-1.47383,0
Neg_158,0.15424,0
Neg_1740,-0.11391,0
Neg_1424,-0.6703,0
Neg_943,0.72949,0
Neg_1688,-0.08531,0
Neg_148,-0.61163,0
Neg_2796,-1.18209,0
Neg_1887,0.49762,0
Neg_2811,-1.00613,0
Neg_859,-0.7128,0
Neg_2155,-0.63526,0
Neg_2045,-1.3204,0
Neg_1104,-0.3539,0
Neg_2638,-0.56231,0
Neg_962,-0.30941,0
Neg_2828,-0.8895,0
Neg_1944,-0.72802,0
Neg_523,0.39054,0
Neg_1319,0.06245,0
Neg_562,-0.96058,0
Neg_2456,-0.72514,0
Neg_1500,0.65205,0
Neg_1913,-0.37502,0
Neg_286,0.07423,0
Neg_2871,-0.49949,0
Neg_456,-1.01189,0
Neg_984,0.33707,0
Neg_1837,0.29572,0
Neg_2617,-1.1089,0
Neg_139,0.48153,0
Neg_1815,-0.14366,0
Neg_1157,0.14756,0
Neg_1317,-0.56949,0
Neg_2405,-0.84272,0
Neg_45,-0.92999,0
Neg_1797,-0.84228,0
Neg_2769,-0.51123,0
Neg_1390,-0.76001,0
Neg_1018,-0.80478,0
Neg_602,-1.04669,0
Neg_182,-1.09282,0
Neg_1056,0.94997,0
Neg_2567,-0.72443,0
Neg_849,0.4125,0
Neg_2338,-0.0513,0
Neg_422,0.0516,0
Neg_1421,-0.12221,0
Neg_2439,-0.38525,0
Neg_563,-0.22646,0
Neg_1622,0.19271,0
Neg_1578,-0.40281,0
Neg_1939,-0.92022,0
Neg_163,-0.55654,0
Neg_287,1.37041,0
Neg_787,-1.45514,0
Neg_1846,-0.58709,0
Neg_1280,-1.21033,0
Neg_1918,0.41935,0
Neg_999,0.56453,0
Neg_314,-0.86625,0
Neg_2192,-1.27705,0
Neg_605,-1.22883,0
Neg_413,0.04777,0
Neg_1861,-0.39325,0
Neg_342,3.7848,0
Neg_398,-0.41936,0
Neg_96,-0.90032,0
Neg_1924,1.1165,0
Neg_592,1.62268,0
Neg_1985,0.21947,0
Neg_1045,-0.0691,0
Neg_2542,0.76173,0
Neg_2165,-0.80292,0
Neg_1526,-0.30042,0
Neg_2709,-0.61407,0
Neg_2230,-0.35278,0
Neg_2137,-0.17299,0
Neg_2068,-0.2248,0
Neg_2163,-0.08954,0
Neg_2247,-0.22685,0
Neg_529,-1.19202,0
Neg_936,-1.34398,0
Neg_2418,-0.71212,0
Neg_2487,-0.01946,0
Neg_703,0.35528,0
Neg_1742,-0.239,0
Neg_305,-0.67785,0
Neg_1078,-0.34998,0
Neg_1672,-0.79086,0
Neg_2568,0.12461,0
Neg_1911,0.01018,0
Neg_2397,-0.80555,0
Neg_992,-0.94952,0
Neg_1161,-0.33235,0
Neg_2581,0.14457,0
Neg_701,-0.69579,0
Neg_464,-0.57619,0
Neg_1692,0.81054,0
Neg_774,0.87048,0
Neg_2620,-1.13453,0
Neg_979,-1.40892,0
Neg_2827,-0.84604,0
Neg_2729,0.01533,0
Neg_2277,-0.12443,0
Neg_1632,-0.88088,0
Neg_2756,1.98768,0
Neg_1898,-0.499,0
Neg_1391,-0.10681,0
Neg_1059,-0.59651,0
Neg_1746,-0.65883,0
Neg_1847,-0.4647,0
Neg_1490,-0.47445,0
Neg_450,2.70801,0
Neg_1448,0.0611,0
Neg_2410,0.02609,0
Neg_1301,-1.3107,0
Neg_696,0.29677,0
Neg_2757,0.08265,0
Neg_815,-0.54046,0
Neg_890,-0.63023,0
Neg_2049,-0.68466,0
Neg_634,-0.7629,0
Neg_1241,-0.63758,0
Neg_1265,-0.55899,0
Neg_1145,-0.87645,0
Neg_364,0.72751,0
Neg_2428,-0.54665,0
Neg_2873,-1.20756,0
Neg_2762,-0.67264,0
Neg_1932,-0.80519,0
Neg_218,-0.14912,0
Neg_1471,-0.69272,0
Neg_211,-0.65552,0
Neg_88,-0.497,0
Neg_1800,-1.07421,0
Neg_1995,-1.19428,0
Neg_2231,0.64151,0
Neg_1090,-0.41585,0
Neg_1457,0.12804,0
Neg_795,-0.53865,0
Neg_1614,-0.45647,0
Neg_732,-1.237,0
Neg_2025,0.04399,0
Neg_2088,-0.41655,0
Neg_2527,-0.25858,0
Neg_2021,-1.20675,0
Neg_2570,-0.27554,0
Neg_215,-0.34266,0
Neg_2516,-0.86585,0
Neg_1712,-1.23374,0
Neg_2010,-0.73727,0
Neg_1285,0.44951,0
Neg_2834,-0.65489,0
Neg_2013,-0.2815,0
Neg_945,-1.054,0
Neg_1787,-1.14329,0
Neg_935,-0.07349,0
Neg_2099,-0.3856,0
Neg_2179,-0.12142,0
Neg_2726,0.75655,0
Neg_1484,-1.2624,0
Neg_2381,-0.6728,0
Neg_1458,-0.60506,0
Neg_216,0.41407,0
Neg_2725,0.89999,0
Neg_406,-1.4472,0
Neg_1363,-1.01569,0
Neg_1311,-0.35149,0
Neg_1149,3.22992,0
Neg_1218,-0.8377,0
Neg_1597,-0.25383,0
Neg_2745,-0.78816,0
Neg_1477,-0.60555,0
Neg_2803,0.32615,0
Neg_104,-0.03407,0
Neg_1900,-0.69031,0
Neg_2586,-1.03502,0
Neg_2050,-0.73045,0
Neg_1069,3.18539,0
Neg_336,0.26937,0
Neg_2260,-0.77206,0
Neg_1733,-0.80097,0
Neg_1555,0.81018,0
Neg_2329,0.1697,0
Neg_1878,0.19067,0
Neg_1893,-0.43221,0
Neg_1716,-0.73238,0
Neg_2322,0.48156,0
Neg_101,-0.83187,0
Neg_16,0.45955,0
Neg_31,-0.09054,0
Neg_240,1.02896,0
Neg_1117,-1.31014,0
Neg_2262,-0.35611,0
Neg_2861,-0.6356,0
Neg_1225,-0.61213,0
Neg_261,-0.475,0
Neg_609,-0.17945,0
Neg_1352,-0.59055,0
Neg_733,1.4627,0
Neg_2593,-0.0295,0
Neg_2259,0.43318,0
Neg_1785,-0.7909,0
Neg_847,-0.45645,0
Neg_684,-1.2529,0
Neg_1411,-1.24415,0
Neg_680,-0.6127,0
Neg_502,-1.10588,0
Neg_1097,-0.40545,0
Neg_1826,-0.76019,0
Neg_702,-1.34256,0
Neg_1626,-0.79323,0
Neg_2358,-0.24395,0
Neg_1026,-0.21132,0
Neg_82,-1.12233,0
Neg_509,-0.80105,0
Neg_1235,-1.26928,0
Neg_2118,-0.31369,0
Neg_1303,-0.82495,0
Neg_72,-0.74699,0
Neg_1147,0.26623,0
Neg_2437,0.88959,0
Neg_1770,-1.00048,0
Neg_177,-0.13124,0
Neg_978,-0.57025,0
Neg_724,2.02402,0
Neg_1766,-0.19696,0
Neg_868,-1.22234,0
Neg_1825,-1.13553,0
Neg_2020,-0.53047,0
Neg_1628,1.01043,0
Neg_892,-1.03802,0
Neg_2692,1.50791,0
Neg_512,-0.31367,0
Neg_2128,-1.24287,0
Neg_1647,1.21537,0
Neg_2419,1.83308,0
Neg_2659,-0.09247,0
Neg_1214,-0.78175,0
Neg_411,-0.3412,0
Neg_2321,-0.99424,0
Neg_1384,0.46163,0
Neg_1489,-1.49102,0
Neg_2666,-0.92974,0
Neg_1905,-1.0395,0
Neg_55,0.08237,0
Neg_1178,0.09225,0
Neg_2369,-0.24487,0
Neg_1,-0.44504,0
Neg_1999,0.51685,0
Neg_1883,-1.15187,0
Neg_1643,1.11392,0
Neg_2885,1.77257,0
Neg_1786,-0.87619,0
Neg_1933,-0.61926,0
Neg_814,-0.09621,0
Neg_1593,0.28457,0
Neg_1298,-0.79834,0
Neg_285,-0.62574,0
Neg_2792,-0.71174,0
Neg_2154,-0.97925,0
Neg_1689,-1.31725,0
Neg_603,0.07626,0
Neg_1021,0.84606,0
Neg_1820,-0.0324,0
Neg_222,-0.90005,0
Neg_256,-0.20384,0
Neg_704,-0.39602,0
Neg_144,-1.11446,0
Neg_2067,-1.15504,0
Neg_1406,-0.17938,0
Neg_2616,-0.51491,0
Neg_648,-0.28614,0
Neg_2774,-0.80254,0
Neg_292,-0.69168,0
Neg_2667,-0.30355,0
Neg_257,0.04101,0
Neg_1768,-0.57702,0
Neg_2249,-0.55468,0
Neg_779,-1.02344,0
Neg_2513,-0.71445,0
Neg_2425,-0.81419,0
Neg_2272,-0.19257,0
Neg_361,-0.32971,0
Neg_1745,1.91782,0
Neg_2902,-0.70868,0
Neg_808,-0.57581,0
Neg_407,-0.85678,0
Neg_191,-0.32118,0
Neg_1737,-0.69937,0
Neg_1001,-1.06258,0
Neg_2120,-0.83513,0
Neg_960,-0.83918,0
Neg_1356,-1.35099,0
Neg_1764,0.96361,0
Neg_901,-0.02072,0
Neg_2556,-1.02454,0
Neg_303,-0.93331,0
Neg_654,-1.19171,0
Neg_251,-0.93395,0
Neg_1958,-1.02989,0
Neg_2857,-0.94418,0
Neg_1824,-0.89591,0
Neg_9,0.80881,0
Neg_1397,-1.06547,0
Neg_1841,0.04457,0
Neg_1197,-0.42278,0
Neg_1357,-1.03027,0
Neg_2898,-0.42599,0
Neg_2132,-0.00551,0
Neg_647,-1.08309,0
Neg_2646,1.18355,0
Neg_476,-0.10189,0
Neg_231,-0.29496,0
Neg_451,-0.60442,0
Neg_1073,0.7997,0
Neg_7,-0.6644,0
Neg_1877,-0.98323,0
Neg_2912,-0.45772,0
Neg_1968,-0.80401,0
Neg_2590,-0.45462,0
Neg_2781,-0.50746,0
Neg_940,1.09814,0
Neg_459,-0.66193,0
Neg_1657,-0.45312,0
Neg_2544,0.27578,0
Neg_2345,-0.8513,0
Neg_2406,-0.43219,0
Neg_2060,-0.93257,0
Neg_2697,0.77526,0
Neg_1979,-1.10431,0
Neg_875,-0.09848,0
Neg_798,-0.38002,0
Neg_2520,0.87137,0
Neg_2252,-1.09533,0
Neg_1502,-0.26463,0
Neg_2316,-1.03455,0
Neg_2282,-0.71508,0
Neg_2664,0.66142,0
Neg_1274,1.79033,0
Neg_1290,-0.29224,0
Neg_299,-0.58102,0
Neg_2528,-0.85361,0
Neg_1387,-1.26366,0
Neg_13,-0.7816,0
Neg_586,-0.59292,0
Neg_1691,-0.79538,0
Neg_629,-0.65844,0
Neg_1089,-0.92982,0
Neg_2884,-0.21003,0
Neg_2610,-1.18367,0
Neg_470,-0.50123,0
Neg_1649,0.49603,0
Neg_1177,-0.96049,0
Neg_2447,0.30126,0
Neg_10,0.88812,0
Neg_2623,-0.86593,0
Neg_265,1.48598,0
Neg_273,1.18668,0
Neg_2305,-0.01488,0
Neg_915,-0.42927,0
Neg_1945,-0.83351,0
Neg_961,-1.03684,0
Neg_2662,-0.64134,0
Neg_1146,-0.61749,0
Neg_1137,0.12975,0
Neg_41,-0.40843,0
Neg_1496,-0.69178,0
Neg_2270,-1.16273,0
Neg_1721,-0.93446,0
Neg_2196,-0.27083,0
Neg_1988,-0.76226,0
Neg_2464,-1.10773,0
Neg_521,-1.26672,0
Neg_1062,-0.21224,0
Neg_899,-0.08837,0
Neg_374,-0.69968,0
Neg_2106,0.44308,0
Neg_3,-0.7244,0
Neg_405,0.97519,0
Neg_1873,-0.84328,0
Neg_2506,-0.89441,0
Neg_2777,-1.29325,0
Neg_762,0.18389,0
Neg_401,0.05514,0
Neg_1801,2.60757,0
Neg_2863,-1.16592,0
Neg_2412,-0.7788,0
Neg_1094,-1.37743,0
Neg_1795,-0.76737,0
Neg_1144,-1.1158,0
Neg_1201,-0.75934,0
Neg_2435,0.27215,0
Neg_252,-0.42179,0
Neg_2676,-1.0529,0
Neg_322,0.03565,0
Neg_1525,-0.82419,0
Neg_1228,-1.06462,0
Neg_2042,-1.09373,0
Neg_2308,-0.22911,0
Neg_2157,-0.98767,0
Neg_2159,-0.70156,0
Neg_2734,-0.45143,0
Neg_1207,-0.67342,0
Neg_120,-0.61139,0
Neg_2631,-0.2268,0
Neg_595,-0.38168,0
Neg_993,-0.4719,0
Neg_1596,1.10349,0
Neg_2868,-0.55915,0
Neg_579,0.86999,0
Neg_1663,0.27746,0
Neg_1040,0.11761,0
Neg_2240,-1.02188,0
Neg_2349,-0.44582,0
Neg_2207,-0.74454,0
Neg_1153,0.58113,0
Neg_580,1.75795,0
Neg_2390,0.94963,0
Neg_1683,0.76979,0
Neg_2601,0.00293,0
Neg_2888,-0.76466,0
Neg_1121,-0.73845,0
Neg_2688,-0.18294,0
Neg_1493,0.47714,0
Neg_1272,-0.56559,0
Neg_1242,-0.47524,0
Neg_1292,1.03377,0
Neg_2398,-0.80503,0
Neg_1990,-0.09325,0
Neg_2241,2.55743,0
Neg_508,-1.29008,0
Neg_307,-0.75959,0
Neg_2448,-0.90833,0
Neg_600,-0.64963,0
Neg_601,-0.48236,0
Neg_1217,-0.66458,0
Neg_839,0.98268,0
Neg_682,-0.17085,0
Neg_2187,-0.39497,0
Neg_2821,-0.72808,0
Neg_2789,-1.32983,0
Neg_169,0.00148,0
Neg_320,-1.40392,0
Neg_2889,-0.7861,0
Neg_17,0.31748,0
Neg_1714,-0.9555,0
Neg_2605,0.48992,0
Neg_1527,-1.30748,0
Neg_83,0.89488,0
Neg_2246,-0.70043,0
Neg_114,0.96966,0
Neg_1808,-0.01709,0
Neg_958,1.17202,0
Neg_2093,-0.86052,0
Neg_1561,-1.23004,0
Neg_1870,-0.31103,0
Neg_1335,-1.06624,0
Neg_1574,-0.87567,0
Neg_2188,-0.76799,0
Neg_608,0.72512,0
Neg_1240,0.53968,0
Neg_2628,-1.26931,0
Neg_1855,-0.50858,0
Neg_1793,-0.18327,0
Neg_2263,-0.06102,0
Neg_2400,0.32508,0
Neg_1583,-0.24793,0
Neg_410,1.3918,0
Neg_2849,-0.09117,0
Neg_1389,-0.9293,0
Neg_130,-0.45659,0
Neg_2784,-1.0362,0
Neg_2759,0.20663,0
Neg_2148,1.21119,0
Neg_2886,-1.10027,0
Neg_903,-0.58548,0
Neg_2844,0.14519,0
Neg_1071,-0.43643,0
Neg_2491,0.57625,0
Neg_2731,0.23197,0
Neg_1497,-0.38108,0
Neg_2096,-0.88384,0
Neg_2234,-0.71702,0
Neg_263,-0.93994,0
Neg_2409,0.61423,0
Neg_171,-0.13874,0
Neg_2185,0.09278,0
Neg_1630,-0.87804,0
Neg_239,0.32651,0
Neg_933,-0.43921,0
Neg_2276,-0.84924,0
Neg_2707,-0.19679,0
Neg_1971,1.99554,0
Neg_293,1.55851,0
Neg_766,-1.07712,0
Neg_1208,0.31674,0
Neg_1076,-0.89365,0
Neg_2860,-0.57299,0
Neg_2048,-0.16842,0
Neg_837,0.19928,0
Neg_2085,-1.06092,0
Neg_1812,-0.60166,0
Neg_659,-0.4936,0
Neg_2775,-1.32539,0
Neg_807,-0.47129,0
Neg_379,-0.86997,0
Neg_683,-0.26157,0
Neg_2124,-0.77642,0
Neg_1239,-0.68473,0
Neg_1478,0.04051,0
Neg_711,-0.85781,0
Neg_1422,-0.26985,0
Neg_2642,-0.83481,0
Neg_2243,-1.08519,0
Neg_419,-0.25071,0
Neg_2335,0.35441,0
Neg_708,-0.89859,0
Neg_2224,-0.64903,0
Neg_75,-1.31721,0
Neg_1927,-0.3019,0
Neg_396,-1.32656,0
Neg_2062,-1.22175,0
Neg_1758,-0.72519,0
Neg_1696,-0.56661,0
Neg_1938,-0.64573,0
Neg_2212,-0.62608,0
Neg_491,0.14044,0
Neg_857,-0.65657,0
Neg_2686,-0.20309,0
Neg_2549,-1.30682,0
Neg_465,-0.6671,0
Neg_214,0.07014,0
Neg_1450,-1.13632,0
Neg_2311,-1.04815,0
Neg_566,-0.9026,0
Neg_1468,-0.99687,0
Neg_324,-1.09438,0
Neg_1106,-1.42875,0
Neg_1455,-0.07465,0
Neg_1775,-0.90655,0
Neg_2533,-0.72133,0
Neg_84,-0.99462,0
Neg_2087,1.01815,0
Neg_454,-0.60897,0
Neg_1320,-0.56251,0
Neg_534,-0.64202,0
Neg_2600,-0.47278,0
Neg_2303,-0.24799,0
Neg_1332,-0.1931,0
Neg_1096,-0.58607,0
Neg_278,-0.78712,0
Neg_2916,-0.1986,0
Neg_365,-0.43481,0
Neg_929,-0.81664,0
Neg_955,-0.83768,0
Neg_1510,-0.42595,0
Neg_974,-0.04206,0
Neg_2768,0.27107,0
Neg_1142,1.01705,0
Neg_1174,-0.39362,0
Neg_848,-0.74778,0
Neg_991,-0.56817,0
Neg_565,-1.17466,0
Neg_1973,-0.49275,0
Neg_1172,-0.04215,0
Neg_2450,-0.30675,0
Neg_2795,-1.29217,0
Neg_33,-0.89151,0
Neg_2216,-0.11161,0
Neg_2359,2.36575,0
Neg_515,-0.71897,0
Neg_208,-1.03203,0
Neg_2503,-0.37415,0
Neg_2396,-1.30197,0
Neg_1670,1.258,0
Neg_8,-1.26894,0
Neg_1802,-0.79207,0
Neg_1617,-0.96658,0
Neg_1353,-0.63209,0
Neg_917,-0.747,0
Neg_1912,-0.81357,0
Neg_2647,-0.58803,0
Neg_2682,-0.35741,0
Neg_1130,0.75819,0
Neg_1914,-0.23109,0
Neg_1659,0.11054,0
Neg_1233,-1.25973,0
Neg_2379,-1.19031,0
Neg_1832,-1.01205,0
Neg_1156,-0.92301,0
Neg_2258,-0.68444,0
Neg_461,0.74758,0
Neg_1432,-0.83915,0
Neg_1840,-0.48816,0
Neg_51,-0.90064,0
Neg_2078,-1.0328,0
Neg_1658,-1.15202,0
Neg_1291,-0.56169,0
Neg_2421,-1.01183,0
Neg_1107,-1.07091,0
Neg_57,0.10985,0
Neg_56,0.13284,0
Neg_1535,0.98733,0
Neg_728,-0.49408,0
Neg_612,0.0449,0
Neg_1789,0.06143,0
Neg_2923,0.72457,0
Neg_998,-0.77375,0
Neg_2027,0.40687,0
Neg_1120,-0.53007,0
Neg_938,-0.15459,0
Neg_1639,-0.58698,0
Neg_1380,-1.0571,0
Neg_995,-1.0205,0
Neg_274,0.08848,0
Neg_1731,-0.34337,0
Neg_1423,-0.52968,0
Neg_1720,-0.65438,0
Neg_1176,-1.14751,0
Neg_298,0.37062,0
Neg_1494,-0.40359,0
Neg_2041,-0.19848,0
Neg_2033,-0.68773,0
Neg_1010,-0.62198,0
Neg_964,-0.3069,0
Neg_735,-0.37925,0
Neg_245,-0.29391,0
Neg_317,-1.10373,0
Neg_1277,-0.26785,0
Neg_213,-0.69848,0
Neg_109,0.35035,0
Neg_1604,0.1263,0
Neg_2004,-0.82345,0
Neg_1848,0.10451,0
Neg_1998,-0.8519,0
Neg_968,0.56758,0
Neg_1860,-0.88359,0
Neg_854,-0.04692,0
Neg_229,-1.28693,0
Neg_397,-0.78461,0
Neg_1864,-0.19531,0
Neg_2553,0.03468,0
Neg_1504,-0.01922,0
Neg_2824,-0.93727,0
Neg_20,0.78491,0
Neg_1594,0.68572,0
Neg_2657,-0.72977,0
Neg_1823,-1.02865,0
Neg_2352,-1.13998,0
Neg_675,-0.44794,0
Neg_38,0.08402,0
Neg_2630,0.33405,0
Neg_1313,-1.08589,0
Neg_2083,-0.18926,0
Neg_224,-0.07413,0
Neg_1271,-0.89752,0
Neg_2404,-0.1124,0
Neg_91,-0.8688,0
Neg_2318,-0.39729,0
Neg_2034,-0.17472,0
Neg_2914,-0.06936,0
Neg_2749,-0.89017,0
Neg_1143,-1.03156,0
Neg_80,-1.17703,0
Neg_289,0.73033,0
Neg_1262,0.22981,0
Neg_2269,0.33387,0
Neg_922,-1.41857,0
Neg_1843,-0.58077,0
Neg_40,0.58927,0
Neg_1771,-0.29242,0
Neg_1068,-0.52021,0
Neg_1857,-1.24688,0
Neg_635,-0.81304,0
Neg_2908,0.48036,0
Neg_2651,-0.50006,0
Neg_781,-1.28722,0
Neg_574,-0.25808,0
Neg_151,-1.01122,0
Neg_356,-0.02458,0
Neg_1012,-0.75677,0
Neg_455,-0.90918,0
Neg_2395,-0.09116,0
Neg_173,-0.80946,0
Neg_1744,-1.12886,0
Neg_1127,-1.09977,0
Neg_872,-0.83977,0
Neg_556,-0.19355,0
Neg_1872,-0.52226,0
Neg_1175,-1.07179,0
Neg_2738,-0.83971,0
Neg_2341,1.38066,0
Neg_2539,-0.46217,0
