,Aliphatic_Index,y
Neg_2191,-0.35853,0
Neg_1275,-0.6799,0
Neg_2151,-0.47465,0
Neg_1402,1.37217,0
Neg_717,3.10658,0
Neg_1862,-0.65019,0
Neg_158,0.60206,0
Neg_1740,0.29923,0
Neg_1424,-0.63868,0
Neg_943,0.18688,0
Neg_1688,-2.45492,0
Neg_148,-0.01446,0
Neg_2796,2.01653,0
Neg_1887,0.16584,0
Neg_2811,-0.6594,0
Neg_859,-1.6345,0
Neg_2155,0.19692,0
Neg_2045,-0.60357,0
Neg_1104,-1.1225,0
Neg_2638,0.59665,0
Neg_962,-0.99088,0
Neg_2828,-0.92788,0
Neg_1944,1.34735,0
Neg_523,-1.65384,0
Neg_1319,1.35438,0
Neg_562,-0.33345,0
Neg_2456,2.35507,0
Neg_1500,0.89671,0
Neg_1913,-0.82765,0
Neg_286,0.69414,0
Neg_2871,-0.6273,0
Neg_456,-0.49115,0
Neg_984,1.14183,0
Neg_1837,0.09037,0
Neg_2617,-0.31664,0
Neg_139,2.60015,0
Neg_1815,0.13062,0
Neg_1157,-0.25179,0
Neg_1317,0.08643,0
Neg_2405,0.35881,0
Neg_45,1.23207,0
Neg_1797,1.33721,0
Neg_2769,0.50768,0
Neg_1390,1.74739,0
Neg_1018,0.82631,0
Neg_602,1.63333,0
Neg_182,-1.13936,0
Neg_1056,1.49176,0
Neg_2567,-1.00531,0
Neg_849,-0.1669,0
Neg_2338,0.51459,0
Neg_422,0.26968,0
Neg_1421,0.23286,0
Neg_2439,0.64952,0
Neg_563,-0.51339,0
Neg_1622,0.52177,0
Neg_1578,-0.05879,0
Neg_1939,1.33868,0
Neg_163,-0.74824,0
Neg_287,0.60007,0
Neg_787,-0.76869,0
Neg_1846,0.07598,0
Neg_1280,1.33093,0
Neg_1918,-0.6081,0
Neg_999,-0.99641,0
Neg_314,1.76932,0
Neg_2192,1.7162,0
Neg_605,-1.25871,0
Neg_413,1.68858,0
Neg_1861,1.29242,0
Neg_342,-0.83895,0
Neg_398,0.93473,0
Neg_96,-0.84172,0
Neg_1924,-0.01854,0
Neg_592,0.63889,0
Neg_1985,0.48697,0
Neg_1045,0.19262,0
Neg_2542,-0.66861,0
Neg_2165,-0.48509,0
Neg_1526,-1.48374,0
Neg_2709,2.16441,0
Neg_2230,-0.3003,0
Neg_2137,1.71531,0
Neg_2068,1.03921,0
Neg_2163,-1.20385,0
Neg_2247,0.87697,0
Neg_529,-0.91707,0
Neg_936,0.24687,0
Neg_2418,1.35285,0
Neg_2487,1.31369,0
Neg_703,0.47211,0
Neg_1742,-1.47942,0
Neg_305,-0.38104,0
Neg_1078,0.3757,0
Neg_1672,0.83438,0
Neg_2568,-0.771,0
Neg_1911,-0.13456,0
Neg_2397,-0.65128,0
Neg_992,1.77431,0
Neg_1161,1.47549,0
Neg_2581,0.85235,0
Neg_701,0.64773,0
Neg_464,1.28441,0
Neg_1692,0.03592,0
Neg_774,0.10969,0
Neg_2620,1.6497,0
Neg_979,-0.98214,0
Neg_2827,-1.23187,0
Neg_2729,-1.32487,0
Neg_2277,1.0026,0
Neg_1632,0.4894,0
Neg_2756,-0.46604,0
Neg_1898,0.15549,0
Neg_1391,-1.3196,0
Neg_1059,0.12043,0
Neg_1746,0.53478,0
Neg_1847,-0.4137,0
Neg_1490,0.92846,0
Neg_450,-0.3003,0
Neg_1448,-0.03097,0
Neg_2410,-0.36025,0
Neg_1301,-0.41478,0
Neg_696,0.51459,0
Neg_2757,-0.1464,0
Neg_815,-1.80522,0
Neg_890,3.08553,0
Neg_2049,0.34958,0
Neg_634,-0.86517,0
Neg_1241,-0.62876,0
Neg_1265,-0.40207,0
Neg_1145,0.17642,0
Neg_364,0.97447,0
Neg_2428,0.7282,0
Neg_2873,1.02148,0
Neg_2762,-0.3455,0
Neg_1932,-0.64391,0
Neg_218,0.77701,0
Neg_1471,0.07682,0
Neg_211,-0.48676,0
Neg_88,0.89096,0
Neg_1800,1.11285,0
Neg_1995,1.12157,0
Neg_2231,0.58605,0
Neg_1090,0.95737,0
Neg_1457,1.87421,0
Neg_795,-1.4207,0
Neg_1614,-0.21574,0
Neg_732,0.05791,0
Neg_2025,-0.34594,0
Neg_2088,1.48242,0
Neg_2527,0.4645,0
Neg_2021,-0.81792,0
Neg_2570,-0.3445,0
Neg_215,0.21764,0
Neg_2516,0.25798,0
Neg_1712,0.64739,0
Neg_2010,1.68858,0
Neg_1285,0.13062,0
Neg_2834,0.28808,0
Neg_2013,2.39889,0
Neg_945,1.07437,0
Neg_1787,-0.17059,0
Neg_935,0.45106,0
Neg_2099,0.88274,0
Neg_2179,0.19692,0
Neg_2726,-0.97833,0
Neg_1484,1.2394,0
Neg_2381,1.72953,0
Neg_1458,-0.26205,0
Neg_216,0.28439,0
Neg_2725,-0.18981,0
Neg_406,-0.226,0
Neg_1363,0.78338,0
Neg_1311,-0.67698,0
Neg_1149,-1.43976,0
Neg_1218,-0.46604,0
Neg_1597,2.27249,0
Neg_2745,0.13062,0
Neg_1477,-0.42978,0
Neg_2803,0.67379,0
Neg_104,0.67204,0
Neg_1900,-0.24796,0
Neg_2586,2.29792,0
Neg_2050,3.0962,0
Neg_1069,-0.57072,0
Neg_336,1.13611,0
Neg_2260,0.70412,0
Neg_1733,-0.57101,0
Neg_1555,1.15311,0
Neg_2329,0.37957,0
Neg_1878,0.19692,0
Neg_1893,0.06587,0
Neg_1716,-0.33268,0
Neg_2322,-0.58366,0
Neg_101,-0.55497,0
Neg_16,0.14258,0
Neg_31,1.35378,0
Neg_240,0.01168,0
Neg_1117,-0.75405,0
Neg_2262,-0.38317,0
Neg_2861,-1.11657,0
Neg_1225,1.29829,0
Neg_261,0.56678,0
Neg_609,0.61522,0
Neg_1352,1.6407,0
Neg_733,1.69647,0
Neg_2593,-0.52129,0
Neg_2259,-0.73122,0
Neg_1785,-0.15297,0
Neg_847,1.93563,0
Neg_684,-0.13951,0
Neg_1411,-0.46604,0
Neg_680,-0.95221,0
Neg_502,-0.41079,0
Neg_1097,0.8143,0
Neg_1826,-0.22137,0
Neg_702,-1.51444,0
Neg_1626,0.4842,0
Neg_2358,0.35603,0
Neg_1026,0.77394,0
Neg_82,0.91167,0
Neg_509,1.19136,0
Neg_1235,1.66126,0
Neg_2118,0.10799,0
Neg_1303,-0.85997,0
Neg_72,0.40728,0
Neg_1147,0.43975,0
Neg_2437,1.0513,0
Neg_1770,0.30584,0
Neg_177,-0.05707,0
Neg_978,-0.58716,0
Neg_724,1.20577,0
Neg_1766,-0.04956,0
Neg_868,-0.53855,0
Neg_1825,0.68213,0
Neg_2020,0.94415,0
Neg_1628,0.77149,0
Neg_892,1.07645,0
Neg_2692,1.37217,0
Neg_512,0.21642,0
Neg_2128,0.72374,0
Neg_1647,1.56856,0
Neg_2419,1.37782,0
Neg_2659,-1.37454,0
Neg_1214,1.28731,0
Neg_411,0.13144,0
Neg_2321,0.54648,0
Neg_1384,0.18185,0
Neg_1489,1.06208,0
Neg_2666,-0.65546,0
Neg_1905,-0.42354,0
Neg_55,0.81845,0
Neg_1178,0.34534,0
Neg_2369,0.38561,0
Neg_1,0.10369,0
Neg_1999,-1.09411,0
Neg_1883,1.27423,0
Neg_1643,0.07018,0
Neg_2885,-0.3003,0
Neg_1786,0.62681,0
Neg_1933,0.1729,0
Neg_814,1.67143,0
Neg_1593,0.27693,0
Neg_1298,0.09312,0
Neg_285,-0.11914,0
Neg_2792,0.28808,0
Neg_2154,0.35429,0
Neg_1689,-0.73294,0
Neg_603,1.36582,0
Neg_1021,0.0075,0
Neg_1820,0.25515,0
Neg_222,-0.96516,0
Neg_256,1.65844,0
Neg_704,-1.20433,0
Neg_144,-0.06747,0
Neg_2067,0.30993,0
Neg_1406,-0.6081,0
Neg_2616,0.58622,0
Neg_648,2.26195,0
Neg_2774,-1.13671,0
Neg_292,1.41755,0
Neg_2667,-0.00732,0
Neg_257,0.94977,0
Neg_1768,-1.51572,0
Neg_2249,-0.59327,0
Neg_779,-0.33918,0
Neg_2513,0.23375,0
Neg_2425,0.3757,0
Neg_2272,0.21199,0
Neg_361,0.73446,0
Neg_1745,0.33253,0
Neg_2902,0.81647,0
Neg_808,0.77952,0
Neg_407,0.5079,0
Neg_191,0.22118,0
Neg_1737,0.56803,0
Neg_1001,0.77952,0
Neg_2120,-0.23846,0
Neg_960,0.33769,0
Neg_1356,-0.56469,0
Neg_1764,1.21346,0
Neg_901,-0.32219,0
Neg_2556,2.67854,0
Neg_303,-0.47114,0
Neg_654,-0.20362,0
Neg_251,1.14072,0
Neg_1958,1.09744,0
Neg_2857,1.45426,0
Neg_1824,0.49469,0
Neg_9,0.77701,0
Neg_1397,1.29133,0
Neg_1841,1.07573,0
Neg_1197,0.44297,0
Neg_1357,0.28923,0
Neg_2898,-2.0041,0
Neg_2132,-0.99641,0
Neg_647,0.03309,0
Neg_2646,1.99244,0
Neg_476,0.4621,0
Neg_231,-2.34799,0
Neg_451,0.30385,0
Neg_1073,0.4832,0
Neg_7,-0.65728,0
Neg_1877,1.57809,0
Neg_2912,0.49958,0
Neg_1968,-0.86984,0
Neg_2590,-0.29705,0
Neg_2781,0.45837,0
Neg_940,1.67016,0
Neg_459,0.10024,0
Neg_1657,1.54652,0
Neg_2544,0.46424,0
Neg_2345,1.32058,0
Neg_2406,0.73194,0
Neg_2060,0.57424,0
Neg_2697,0.86909,0
Neg_1979,0.51788,0
Neg_875,0.50078,0
Neg_798,0.20935,0
Neg_2520,0.02878,0
Neg_2252,0.6458,0
Neg_1502,-0.69393,0
Neg_2316,0.20951,0
Neg_2282,0.02143,0
Neg_2664,0.00892,0
Neg_1274,2.60015,0
Neg_1290,-0.2551,0
Neg_299,-0.59034,0
Neg_2528,-0.26378,0
Neg_1387,-0.68451,0
Neg_13,1.04663,0
Neg_586,-0.33345,0
Neg_1691,-1.25496,0
Neg_629,0.78096,0
Neg_1089,1.27635,0
Neg_2884,0.03118,0
Neg_2610,0.41163,0
Neg_470,0.12661,0
Neg_1649,3.51172,0
Neg_1177,0.04722,0
Neg_2447,1.47549,0
Neg_10,3.24848,0
Neg_2623,0.13062,0
Neg_265,0.5284,0
Neg_273,0.13062,0
Neg_2305,0.6134,0
Neg_915,0.59085,0
Neg_1945,0.26642,0
Neg_961,0.23181,0
Neg_2662,0.39755,0
Neg_1146,0.36266,0
Neg_1137,0.32026,0
Neg_41,1.72173,0
Neg_1496,0.78293,0
Neg_2270,-0.32498,0
Neg_1721,0.38301,0
Neg_2196,0.28439,0
Neg_1988,1.46483,0
Neg_2464,0.18487,0
Neg_521,1.70042,0
Neg_1062,-0.04416,0
Neg_899,-0.5397,0
Neg_374,-0.34229,0
Neg_2106,0.99994,0
Neg_3,0.88104,0
Neg_405,-0.3003,0
Neg_1873,-0.38648,0
Neg_2506,0.28617,0
Neg_2777,-0.2153,0
Neg_762,0.26671,0
Neg_401,1.67351,0
Neg_1801,-1.83339,0
Neg_2863,-0.3003,0
Neg_2412,0.12525,0
Neg_1094,0.30493,0
Neg_1795,0.78096,0
Neg_1144,-2.45492,0
Neg_1201,-0.18403,0
Neg_2435,-0.45329,0
Neg_252,0.84883,0
Neg_2676,0.27882,0
Neg_322,0.92768,0
Neg_1525,-0.02909,0
Neg_1228,0.51514,0
Neg_2042,-1.0168,0
Neg_2308,0.32951,0
Neg_2157,-0.33855,0
Neg_2159,0.78189,0
Neg_2734,0.90529,0
Neg_1207,0.40728,0
Neg_120,-0.03257,0
Neg_2631,1.41959,0
Neg_595,-2.13961,0
Neg_993,0.67046,0
Neg_1596,-0.99641,0
Neg_2868,0.47536,0
Neg_579,0.42594,0
Neg_1663,0.75789,0
Neg_1040,0.63404,0
Neg_2240,1.04759,0
Neg_2349,-0.60561,0
Neg_2207,-1.41904,0
Neg_1153,-1.18665,0
Neg_580,-0.73122,0
Neg_2390,-1.50899,0
Neg_1683,0.50724,0
Neg_2601,-0.33787,0
Neg_2888,0.96158,0
Neg_1121,0.15088,0
Neg_2688,1.2299,0
Neg_1493,-2.17868,0
Neg_1272,-0.08976,0
Neg_1242,0.50472,0
Neg_1292,-2.03789,0
Neg_2398,1.33721,0
Neg_1990,1.181,0
Neg_2241,-0.4137,0
Neg_508,0.32026,0
Neg_307,-0.0475,0
Neg_2448,0.77857,0
Neg_600,-0.98536,0
Neg_601,0.28959,0
Neg_1217,-0.0012,0
Neg_839,0.61127,0
Neg_682,1.85432,0
Neg_2187,2.98342,0
Neg_2821,0.08919,0
Neg_2789,-2.45492,0
Neg_169,0.06744,0
Neg_320,0.22282,0
Neg_2889,0.55153,0
Neg_17,-1.01505,0
Neg_1714,-0.31471,0
Neg_2605,0.20531,0
Neg_1527,2.6554,0
Neg_83,-0.6081,0
Neg_2246,0.31531,0
Neg_114,0.13062,0
Neg_1808,0.32641,0
Neg_958,-0.23815,0
Neg_2093,-0.27744,0
Neg_1561,0.07262,0
Neg_1870,2.46494,0
Neg_1335,-1.49948,0
Neg_1574,0.60951,0
Neg_2188,0.60691,0
Neg_608,0.30741,0
Neg_1240,-0.39572,0
Neg_2628,4.21887,0
Neg_1855,-0.45025,0
Neg_1793,0.34026,0
Neg_2263,-0.47525,0
Neg_2400,-0.53323,0
Neg_1583,1.02562,0
Neg_410,0.29891,0
Neg_2849,-0.18635,0
Neg_1389,0.55184,0
Neg_130,0.63153,0
Neg_2784,-0.73757,0
Neg_2759,2.46424,0
Neg_2148,-0.83303,0
Neg_2886,-0.41868,0
Neg_903,0.83187,0
Neg_2844,-0.21105,0
Neg_1071,0.59215,0
Neg_2491,0.07598,0
Neg_2731,-0.79752,0
Neg_1497,-0.26287,0
Neg_2096,2.43248,0
Neg_2234,-1.87183,0
Neg_263,0.91753,0
Neg_2409,0.62311,0
Neg_171,0.53659,0
Neg_2185,1.0483,0
Neg_1630,1.21647,0
Neg_239,0.2464,0
Neg_933,0.23836,0
Neg_2276,-0.01757,0
Neg_2707,0.69809,0
Neg_1971,1.68858,0
Neg_293,-0.29416,0
Neg_766,1.30445,0
Neg_1208,0.86462,0
Neg_1076,0.20588,0
Neg_2860,0.03592,0
Neg_2048,-0.54891,0
Neg_837,0.51514,0
Neg_2085,0.41366,0
Neg_1812,2.19388,0
Neg_659,-0.26205,0
Neg_2775,0.25039,0
Neg_807,-0.04312,0
Neg_379,-0.38148,0
Neg_683,-0.35028,0
Neg_2124,0.43369,0
Neg_1239,-0.64504,0
Neg_1478,1.23114,0
Neg_711,0.48105,0
Neg_1422,-0.43052,0
Neg_2642,0.24296,0
Neg_2243,0.88174,0
Neg_419,1.58203,0
Neg_2335,0.22493,0
Neg_708,0.28617,0
Neg_2224,0.2701,0
Neg_75,1.30835,0
Neg_1927,0.36895,0
Neg_396,0.03118,0
Neg_2062,1.62372,0
Neg_1758,0.69799,0
Neg_1696,1.47184,0
Neg_1938,1.2908,0
Neg_2212,-2.45492,0
Neg_491,-0.22415,0
Neg_857,-0.95051,0
Neg_2686,-0.90801,0
Neg_2549,0.08445,0
Neg_465,0.06978,0
Neg_214,0.85199,0
Neg_1450,-0.18981,0
Neg_2311,2.67814,0
Neg_566,0.43671,0
Neg_1468,0.77701,0
Neg_324,-0.25965,0
Neg_1106,0.61459,0
Neg_1455,-0.88676,0
Neg_1775,-0.10777,0
Neg_2533,1.3227,0
Neg_84,0.48697,0
Neg_2087,0.87495,0
Neg_454,-0.54228,0
Neg_1320,-0.234,0
Neg_534,2.75668,0
Neg_2600,0.40891,0
Neg_2303,-0.24756,0
Neg_1332,0.77265,0
Neg_1096,-0.27662,0
Neg_278,-0.02801,0
Neg_2916,-1.77451,0
Neg_365,-1.05366,0
Neg_929,3.11737,0
Neg_955,-0.36404,0
Neg_1510,1.15886,0
Neg_974,-0.09009,0
Neg_2768,-0.1097,0
Neg_1142,-0.93401,0
Neg_1174,-0.72071,0
Neg_848,-0.52875,0
Neg_991,-0.29705,0
Neg_565,0.1565,0
Neg_1973,0.20531,0
Neg_1172,0.90408,0
Neg_2450,2.1348,0
Neg_2795,0.96187,0
Neg_33,-0.72575,0
Neg_2216,-1.10137,0
Neg_2359,0.35161,0
Neg_515,0.09943,0
Neg_208,1.01539,0
Neg_2503,0.0585,0
Neg_2396,-0.83303,0
Neg_1670,0.59819,0
Neg_8,0.49566,0
Neg_1802,-0.23846,0
Neg_1617,0.4621,0
Neg_1353,0.08473,0
Neg_917,-1.18665,0
Neg_1912,1.2437,0
Neg_2647,-0.12369,0
Neg_2682,-0.15034,0
Neg_1130,-0.57944,0
Neg_1914,-0.40577,0
Neg_1659,-1.11757,0
Neg_1233,2.70374,0
Neg_2379,0.50019,0
Neg_1832,-0.38846,0
Neg_1156,1.35896,0
Neg_2258,0.60206,0
Neg_461,-1.24294,0
Neg_1432,-0.16716,0
Neg_1840,-0.83067,0
Neg_51,-0.17356,0
Neg_2078,-0.59449,0
Neg_1658,-1.02008,0
Neg_1291,1.4023,0
Neg_2421,0.92618,0
Neg_1107,0.47494,0
Neg_57,0.84384,0
Neg_56,0.5284,0
Neg_1535,0.50078,0
Neg_728,-0.25339,0
Neg_612,0.17445,0
Neg_1789,1.22149,0
Neg_2923,0.98819,0
Neg_998,-0.44499,0
Neg_2027,0.07854,0
Neg_1120,0.28959,0
Neg_938,1.6565,0
Neg_1639,2.60484,0
Neg_1380,0.49827,0
Neg_995,0.12927,0
Neg_274,-0.4137,0
Neg_1731,-0.81003,0
Neg_1423,1.85432,0
Neg_1720,-0.24756,0
Neg_1176,0.5284,0
Neg_298,-0.3003,0
Neg_1494,1.11576,0
Neg_2041,-0.56075,0
Neg_2033,1.15979,0
Neg_1010,0.77591,0
Neg_964,0.66175,0
Neg_735,0.17379,0
Neg_245,-0.29825,0
Neg_317,0.27706,0
Neg_1277,0.77903,0
Neg_213,-0.10248,0
Neg_109,2.92242,0
Neg_1604,0.85988,0
Neg_2004,1.02562,0
Neg_1848,0.30347,0
Neg_1998,1.10037,0
Neg_968,0.12006,0
Neg_1860,1.13611,0
Neg_854,0.31531,0
Neg_229,0.49958,0
Neg_397,1.21371,0
Neg_1864,-0.26715,0
Neg_2553,1.12668,0
Neg_1504,1.18374,0
Neg_2824,0.03747,0
Neg_20,-0.17039,0
Neg_1594,-0.34427,0
Neg_2657,-1.16725,0
Neg_1823,0.34825,0
Neg_2352,0.64894,0
Neg_675,-1.55256,0
Neg_38,-1.38155,0
Neg_2630,0.26108,0
Neg_1313,-0.27172,0
Neg_2083,0.85579,0
Neg_224,1.43115,0
Neg_1271,0.77701,0
Neg_2404,-0.16218,0
Neg_91,0.12673,0
Neg_2318,0.67238,0
Neg_2034,0.94426,0
Neg_2914,-0.93563,0
Neg_2749,0.50444,0
Neg_1143,-0.89375,0
Neg_80,-0.3808,0
Neg_289,0.17445,0
Neg_1262,0.69414,0
Neg_2269,-0.70201,0
Neg_922,-0.0609,0
Neg_1843,-0.73122,0
Neg_40,-1.53151,0
Neg_1771,0.19293,0
Neg_1068,0.26764,0
Neg_1857,0.35652,0
Neg_635,0.43975,0
Neg_2908,0.34991,0
Neg_2651,-0.33345,0
Neg_781,1.20733,0
Neg_574,0.23375,0
Neg_151,0.40922,0
Neg_356,0.0075,0
Neg_1012,0.49597,0
Neg_455,-0.03985,0
Neg_2395,0.28808,0
Neg_173,-1.21527,0
Neg_1744,4.29522,0
Neg_1127,0.32412,0
Neg_872,-1.14557,0
Neg_556,0.78046,0
Neg_1872,-1.71036,0
Neg_1175,0.07307,0
Neg_2738,0.81845,0
Neg_2341,0.21036,0
Neg_2539,0.18339,0
Neg_2859,-0.72102,0
Neg_106,-0.34957,0
Neg_453,0.70921,0
Neg_1396,0.1425,0
Neg_2665,-0.771,0
Neg_2357,-0.26715,0
Neg_1937,0.71603,0
Neg_2673,-0.3003,0
Neg_693,1.19467,0
Neg_769,-0.37764,0
Neg_2833,-0.33345,0
Neg_2773,0.46526,0
Neg_1447,0.7787,0
Neg_29,0.41791,0
Neg_489,0.93723,0
Neg_2545,0.0339,0
Neg_1306,-1.31078,0
Neg_617,0.0206,0
Neg_1372,-0.61834,0
Neg_2481,1.60042,0
Neg_1908,-0.57769,0
Neg_1981,-1.53151,0
Neg_906,-0.59495,0
Neg_1425,-0.62593,0
Neg_846,-0.09498,0
Neg_2611,1.07827,0
