,Flexibility,y
Neg_89,0.52921,0
Neg_1956,0.84857,0
Neg_2723,-1.28396,0
Neg_34,-0.80938,0
Neg_757,0.58014,0
Neg_1170,0.39672,0
Neg_1405,-1.0494,0
Neg_1634,0.39702,0
Neg_835,-0.94878,0
Neg_1809,-1.13099,0
Neg_296,0.23115,0
Neg_1989,-0.95923,0
Neg_636,-0.22456,0
Neg_1350,-0.50127,0
Neg_160,0.0213,0
Neg_1524,-0.23416,0
Neg_836,-1.04823,0
Neg_1885,-1.05161,0
Neg_1723,-0.41256,0
Neg_1139,-0.4563,0
Neg_531,-0.96389,0
Neg_131,-0.26035,0
Neg_226,-0.82131,0
Neg_2031,-1.12326,0
Neg_1050,-0.34548,0
Neg_2215,-0.40136,0
Neg_1008,-1.17723,0
Neg_755,-0.95392,0
Neg_1309,0.34897,0
Neg_1348,-0.81437,0
Neg_2829,-0.08269,0
Neg_1281,-1.12549,0
Neg_2879,0.41494,0
Neg_2182,-1.10114,0
Neg_513,-0.39683,0
Neg_2222,0.26947,0
Neg_2348,-0.29095,0
Neg_549,-0.44685,0
Neg_2669,-0.05906,0
Neg_1248,0.54302,0
Neg_19,-1.26855,0
Neg_1763,-0.509,0
Neg_2832,-0.35674,0
Neg_1992,-0.81909,0
Neg_2675,-0.2058,0
Neg_203,0.17333,0
Neg_2314,-1.18352,0
Neg_460,-0.14281,0
Neg_248,-0.32341,0
Neg_418,-0.79624,0
Neg_1007,-1.07947,0
Neg_2178,-0.78824,0
Neg_537,-0.75634,0
Neg_97,-0.94085,0
Neg_1719,-0.2519,0
Neg_1777,-0.79597,0
Neg_771,-0.50802,0
Neg_2070,-1.44122,0
Neg_1418,0.15024,0
Neg_1167,-0.81776,0
Neg_2477,-0.76015,0
Neg_715,-0.88439,0
Neg_616,-0.26312,0
Neg_558,-1.1561,0
Neg_64,-0.02747,0
Neg_1316,-0.02279,0
Neg_1507,0.21834,0
Neg_1101,-0.88363,0
Neg_1796,-0.94004,0
Neg_1223,-0.42958,0
Neg_538,-0.6508,0
Neg_302,-0.81048,0
Neg_200,-0.42972,0
Neg_1730,-1.02819,0
Neg_876,-0.60321,0
Neg_326,-0.61122,0
Neg_1436,0.20329,0
Neg_727,0.20739,0
Neg_1831,-0.30274,0
Neg_900,1.79867,0
Neg_1637,-0.64134,0
Neg_2635,-0.6716,0
Neg_2454,-0.77204,0
Neg_1216,-1.16644,0
Neg_2191,-1.39726,0
Neg_1275,-0.6148,0
Neg_2151,-1.25841,0
Neg_1402,-0.06212,0
Neg_717,-0.44861,0
Neg_1862,-0.28709,0
Neg_158,1.25694,0
Neg_1740,-1.13051,0
Neg_1424,-0.46234,0
Neg_943,1.30929,0
Neg_1688,0.95077,0
Neg_148,0.03212,0
Neg_2796,-0.44521,0
Neg_1887,-0.70762,0
Neg_2811,0.16058,0
Neg_859,-0.87116,0
Neg_2155,-1.18081,0
Neg_2045,-0.88429,0
Neg_1104,-0.13133,0
Neg_2638,-0.63551,0
Neg_962,0.0317,0
Neg_2828,-0.79162,0
Neg_1944,0.0009,0
Neg_523,2.72838,0
Neg_1319,0.40255,0
Neg_562,-0.15058,0
Neg_2456,-0.7363,0
Neg_1500,0.54166,0
Neg_1913,0.98872,0
Neg_286,0.03984,0
Neg_2871,-0.43364,0
Neg_456,-0.15938,0
Neg_984,0.17256,0
Neg_1837,-0.95013,0
Neg_2617,-0.85775,0
Neg_139,0.00643,0
Neg_1815,-0.02482,0
Neg_1157,-0.75916,0
Neg_1317,0.87137,0
Neg_2405,-0.48988,0
Neg_45,-0.07358,0
Neg_1797,-0.40794,0
Neg_2769,-1.05551,0
Neg_1390,-0.74849,0
Neg_1018,-1.32743,0
Neg_602,-0.21415,0
Neg_182,-0.78252,0
Neg_1056,0.45224,0
Neg_2567,-1.21787,0
Neg_849,-0.57432,0
Neg_2338,0.80467,0
Neg_422,-0.40568,0
Neg_1421,-0.24299,0
Neg_2439,-0.26675,0
Neg_563,-0.69728,0
Neg_1622,1.34601,0
Neg_1578,-0.73399,0
Neg_1939,-0.90011,0
Neg_163,-0.59652,0
Neg_287,0.21408,0
Neg_787,0.31484,0
Neg_1846,-0.92867,0
Neg_1280,-0.127,0
Neg_1918,-0.95667,0
Neg_999,0.97673,0
Neg_314,-0.08898,0
Neg_2192,-1.34139,0
Neg_605,-0.96181,0
Neg_413,2.16337,0
Neg_1861,-0.84845,0
Neg_342,2.35131,0
Neg_398,0.22539,0
Neg_96,0.22065,0
Neg_1924,0.69516,0
Neg_592,-0.07668,0
Neg_1985,-0.50302,0
Neg_1045,-1.38018,0
Neg_2542,-0.60301,0
Neg_2165,-0.59359,0
Neg_1526,-0.61212,0
Neg_2709,-0.14391,0
Neg_2230,-0.59393,0
Neg_2137,-0.3115,0
Neg_2068,-1.09207,0
Neg_2163,-0.46083,0
Neg_2247,-0.66534,0
Neg_529,-1.09497,0
Neg_936,-0.60192,0
Neg_2418,-1.25313,0
Neg_2487,-0.85044,0
Neg_703,-0.19666,0
Neg_1742,-0.20988,0
Neg_305,-0.12463,0
Neg_1078,-1.12267,0
Neg_1672,-1.25519,0
Neg_2568,0.25364,0
Neg_1911,-1.13596,0
Neg_2397,-1.09432,0
Neg_992,-0.9991,0
Neg_1161,0.19639,0
Neg_2581,0.10044,0
Neg_701,-0.70129,0
Neg_464,-0.44352,0
Neg_1692,-0.35103,0
Neg_774,0.85865,0
Neg_2620,-1.2354,0
Neg_979,-0.45711,0
Neg_2827,-1.25559,0
Neg_2729,0.26998,0
Neg_2277,-0.7429,0
Neg_1632,-0.92916,0
Neg_2756,1.30673,0
Neg_1898,-1.15184,0
Neg_1391,0.66736,0
Neg_1059,-1.00109,0
Neg_1746,-0.15453,0
Neg_1847,-1.32882,0
Neg_1490,-0.73368,0
Neg_450,0.12932,0
Neg_1448,-0.68487,0
Neg_2410,-0.77149,0
Neg_1301,-0.87377,0
Neg_696,-0.95408,0
Neg_2757,-1.02927,0
Neg_815,-0.83721,0
Neg_890,0.21485,0
Neg_2049,-0.24116,0
Neg_634,-0.62077,0
Neg_1241,-0.88022,0
Neg_1265,-0.67595,0
Neg_1145,-0.72806,0
Neg_364,0.76186,0
Neg_2428,0.06931,0
Neg_2873,-1.30157,0
Neg_2762,-1.01446,0
Neg_1932,0.12135,0
Neg_218,1.1,0
Neg_1471,-0.3151,0
Neg_211,0.20049,0
Neg_88,-1.36882,0
Neg_1800,-0.16354,0
Neg_1995,1.14428,0
Neg_2231,-0.39657,0
Neg_1090,-0.16486,0
Neg_1457,-0.389,0
Neg_795,1.49293,0
Neg_1614,0.69032,0
Neg_732,-0.73742,0
Neg_2025,-0.77141,0
Neg_2088,-1.14697,0
Neg_2527,-0.31082,0
Neg_2021,0.12048,0
Neg_2570,-0.95365,0
Neg_215,-0.9433,0
Neg_2516,-0.84073,0
Neg_1712,-0.79967,0
Neg_2010,0.08494,0
Neg_1285,0.4804,0
Neg_2834,-0.17946,0
Neg_2013,-0.88123,0
Neg_945,-0.83026,0
Neg_1787,-1.14042,0
Neg_935,-0.71123,0
Neg_2099,-0.17801,0
Neg_2179,-1.22331,0
Neg_2726,0.91401,0
Neg_1484,-0.66069,0
Neg_2381,-0.18314,0
Neg_1458,-0.66674,0
Neg_216,-0.30132,0
Neg_2725,-0.7125,0
Neg_406,-0.04041,0
Neg_1363,-0.6062,0
Neg_1311,-0.69716,0
Neg_1149,2.60515,0
Neg_1218,0.25521,0
Neg_1597,-0.00148,0
Neg_2745,0.00947,0
Neg_1477,-1.19101,0
Neg_2803,0.06993,0
Neg_104,-0.34089,0
Neg_1900,-0.71966,0
Neg_2586,-1.30796,0
Neg_2050,-1.31702,0
Neg_1069,1.27094,0
Neg_336,0.04014,0
Neg_2260,-1.25563,0
Neg_1733,-1.00693,0
Neg_1555,0.78428,0
Neg_2329,0.01133,0
Neg_1878,0.80211,0
Neg_1893,-0.5792,0
Neg_1716,-0.2767,0
Neg_2322,0.35525,0
Neg_101,-0.13561,0
Neg_16,-0.86485,0
Neg_31,-0.70802,0
Neg_240,1.62375,0
Neg_1117,-0.27573,0
Neg_2262,0.14869,0
Neg_2861,0.75669,0
Neg_1225,-0.85494,0
Neg_261,-1.33305,0
Neg_609,0.43286,0
Neg_1352,-1.11283,0
Neg_733,1.04665,0
Neg_2593,-1.15146,0
Neg_2259,-0.43488,0
Neg_1785,0.25953,0
Neg_847,-0.92702,0
Neg_684,-0.90355,0
Neg_1411,0.59419,0
Neg_680,1.03624,0
Neg_502,0.66612,0
Neg_1097,-0.14162,0
Neg_1826,-0.99054,0
Neg_702,-0.19393,0
Neg_1626,-0.6307,0
Neg_2358,-1.20875,0
Neg_1026,-0.68865,0
Neg_82,-1.17689,0
Neg_509,-0.92214,0
Neg_1235,-0.80154,0
Neg_2118,-0.71482,0
Neg_1303,0.25126,0
Neg_72,0.46834,0
Neg_1147,-0.26427,0
Neg_2437,-0.20187,0
Neg_1770,-0.66955,0
Neg_177,-0.01225,0
Neg_978,-0.71408,0
Neg_724,0.26684,0
Neg_1766,-0.17442,0
Neg_868,-0.2425,0
Neg_1825,-1.05202,0
Neg_2020,-0.81608,0
Neg_1628,-0.20279,0
Neg_892,-0.57022,0
Neg_2692,-0.55363,0
Neg_512,0.04946,0
Neg_2128,-0.68784,0
Neg_1647,-0.30284,0
Neg_2419,0.23869,0
Neg_2659,-0.45078,0
Neg_1214,-0.06869,0
Neg_411,0.19289,0
Neg_2321,-0.72516,0
Neg_1384,0.22624,0
Neg_1489,-0.71026,0
Neg_2666,-0.98279,0
Neg_1905,-0.84846,0
Neg_55,-0.38463,0
Neg_1178,0.16982,0
Neg_2369,-0.73293,0
Neg_1,-1.05943,0
Neg_1999,1.18695,0
Neg_1883,-0.96378,0
Neg_1643,0.13988,0
Neg_2885,-0.42515,0
Neg_1786,-0.44065,0
Neg_1933,-1.17341,0
Neg_814,-0.00978,0
Neg_1593,-0.55362,0
Neg_1298,-0.48359,0
Neg_285,-0.84966,0
Neg_2792,0.55534,0
Neg_2154,-0.54914,0
Neg_1689,-1.15941,0
Neg_603,-0.90236,0
Neg_1021,-0.57868,0
Neg_1820,0.49745,0
Neg_222,-1.31274,0
Neg_256,-0.13868,0
Neg_704,-1.32009,0
Neg_144,-0.77078,0
Neg_2067,-1.27883,0
Neg_1406,-0.50765,0
Neg_2616,-0.19991,0
Neg_648,-0.31382,0
Neg_2774,-1.03129,0
Neg_292,0.03903,0
Neg_2667,-0.4561,0
Neg_257,-0.68989,0
Neg_1768,1.28312,0
Neg_2249,-1.17095,0
Neg_779,-0.96612,0
Neg_2513,-0.12721,0
Neg_2425,-0.84586,0
Neg_2272,0.94005,0
Neg_361,-0.0347,0
Neg_1745,0.23179,0
Neg_2902,-1.33475,0
Neg_808,0.32094,0
Neg_407,-0.28706,0
Neg_191,-0.82713,0
Neg_1737,-1.02446,0
Neg_1001,0.16101,0
Neg_2120,-0.29631,0
Neg_960,-0.62153,0
Neg_1356,-0.64178,0
Neg_1764,1.01108,0
Neg_901,0.42364,0
Neg_2556,-1.2845,0
Neg_303,-0.08378,0
Neg_654,-0.48229,0
Neg_251,-0.43099,0
Neg_1958,-1.19143,0
Neg_2857,-0.97671,0
Neg_1824,-1.08538,0
Neg_9,0.63058,0
Neg_1397,-0.80071,0
Neg_1841,0.29109,0
Neg_1197,-0.80551,0
Neg_1357,-0.05163,0
Neg_2898,-0.93032,0
Neg_2132,0.7261,0
Neg_647,0.38064,0
Neg_2646,0.53192,0
Neg_476,0.03783,0
Neg_231,0.23067,0
Neg_451,-1.0439,0
Neg_1073,-0.00873,0
Neg_7,-0.92733,0
Neg_1877,-0.21047,0
Neg_2912,-0.85722,0
Neg_1968,-0.20623,0
Neg_2590,-0.09583,0
Neg_2781,-0.4346,0
Neg_940,-0.62687,0
Neg_459,0.6934,0
Neg_1657,-0.22979,0
Neg_2544,-0.42517,0
Neg_2345,-0.81972,0
Neg_2406,-0.55516,0
Neg_2060,-1.28844,0
Neg_2697,-0.89808,0
Neg_1979,-1.04751,0
Neg_875,-0.1801,0
Neg_798,-0.58407,0
Neg_2520,0.53679,0
Neg_2252,-1.1205,0
Neg_1502,-0.39657,0
Neg_2316,-0.86418,0
Neg_2282,-1.31696,0
Neg_2664,-0.68625,0
Neg_1274,2.21948,0
Neg_1290,-0.57711,0
Neg_299,-1.34104,0
Neg_2528,-0.30339,0
Neg_1387,-0.72964,0
Neg_13,-0.35598,0
Neg_586,-0.67522,0
Neg_1691,-0.33258,0
Neg_629,-1.39692,0
Neg_1089,-0.59497,0
Neg_2884,0.42657,0
Neg_2610,-0.77273,0
Neg_470,-1.14605,0
Neg_1649,0.83642,0
Neg_1177,-1.15058,0
Neg_2447,0.73433,0
Neg_10,-0.39643,0
Neg_2623,-0.16196,0
Neg_265,0.39533,0
Neg_273,0.21183,0
Neg_2305,-0.34925,0
Neg_915,-0.89155,0
Neg_1945,-1.01737,0
Neg_961,-1.22789,0
Neg_2662,-0.67273,0
Neg_1146,-0.51437,0
Neg_1137,-1.28236,0
Neg_41,-0.69638,0
Neg_1496,0.35162,0
Neg_2270,-1.37843,0
Neg_1721,-0.79348,0
Neg_2196,-1.32192,0
Neg_1988,-0.62053,0
Neg_2464,-0.93608,0
Neg_521,-0.56862,0
Neg_1062,-0.24812,0
Neg_899,1.20608,0
Neg_374,-0.02747,0
Neg_2106,-0.49331,0
Neg_3,-1.30087,0
Neg_405,1.99783,0
Neg_1873,-0.82411,0
Neg_2506,-0.96346,0
Neg_2777,-0.75184,0
Neg_762,-0.40844,0
Neg_401,1.31882,0
Neg_1801,2.32174,0
Neg_2863,0.87026,0
Neg_2412,-0.74875,0
Neg_1094,-0.9538,0
Neg_1795,-0.27172,0
Neg_1144,3.68523,0
Neg_1201,-0.50128,0
Neg_2435,-0.36837,0
Neg_252,-0.0962,0
Neg_2676,-0.45734,0
Neg_322,-0.85765,0
Neg_1525,-1.03392,0
Neg_1228,-0.83228,0
Neg_2042,-1.00697,0
Neg_2308,0.24144,0
Neg_2157,-1.08561,0
Neg_2159,0.55822,0
Neg_2734,0.05284,0
Neg_1207,-0.10951,0
Neg_120,-0.37656,0
Neg_2631,-0.19423,0
Neg_595,-0.86719,0
Neg_993,0.54992,0
Neg_1596,1.53481,0
Neg_2868,-0.03042,0
Neg_579,-0.76346,0
Neg_1663,-1.1351,0
Neg_1040,0.06913,0
Neg_2240,-0.7246,0
Neg_2349,-0.64186,0
Neg_2207,-0.71781,0
Neg_1153,0.85358,0
Neg_580,1.56235,0
Neg_2390,0.04675,0
Neg_1683,-0.52763,0
Neg_2601,-0.21501,0
Neg_2888,-0.51526,0
Neg_1121,-0.26146,0
Neg_2688,-0.02228,0
Neg_1493,1.11029,0
Neg_1272,-0.3574,0
Neg_1242,-0.08942,0
Neg_1292,0.67426,0
Neg_2398,-0.59001,0
Neg_1990,0.76781,0
Neg_2241,-0.91491,0
Neg_508,-0.43151,0
Neg_307,-0.5152,0
Neg_2448,-0.64624,0
Neg_600,-0.59609,0
Neg_601,-1.13701,0
Neg_1217,-0.50062,0
Neg_839,1.01991,0
Neg_682,-0.59414,0
Neg_2187,0.29916,0
Neg_2821,-1.14866,0
Neg_2789,-1.12945,0
Neg_169,0.2046,0
Neg_320,-1.12969,0
Neg_2889,-0.77795,0
Neg_17,0.5279,0
Neg_1714,-1.10226,0
Neg_2605,0.4591,0
Neg_1527,0.78687,0
Neg_83,0.08922,0
Neg_2246,-0.51119,0
Neg_114,-0.23724,0
Neg_1808,-0.45865,0
Neg_958,1.46434,0
Neg_2093,-1.10051,0
Neg_1561,-1.26875,0
Neg_1870,-0.14877,0
Neg_1335,-0.58593,0
Neg_1574,-0.31779,0
Neg_2188,-0.90284,0
Neg_608,0.27577,0
Neg_1240,-1.02321,0
Neg_2628,0.19712,0
Neg_1855,0.41908,0
Neg_1793,-0.65593,0
Neg_2263,-1.03779,0
Neg_2400,-0.92123,0
Neg_1583,0.71759,0
Neg_410,0.56708,0
Neg_2849,-0.77001,0
Neg_1389,-0.70386,0
Neg_130,-1.28471,0
Neg_2784,-0.35582,0
Neg_2759,0.3867,0
Neg_2148,1.24616,0
Neg_2886,0.05769,0
Neg_903,-1.25194,0
Neg_2844,-0.51704,0
Neg_1071,-0.57265,0
Neg_2491,0.01219,0
Neg_2731,-0.57605,0
Neg_1497,0.68543,0
Neg_2096,-0.01112,0
Neg_2234,-0.9367,0
Neg_263,-0.81325,0
Neg_2409,-0.67637,0
Neg_171,-0.89282,0
Neg_2185,0.01729,0
Neg_1630,-0.41729,0
Neg_239,-0.3793,0
Neg_933,-0.43924,0
Neg_2276,-0.47992,0
Neg_2707,-1.1871,0
Neg_1971,0.66784,0
Neg_293,0.29785,0
Neg_766,-1.09668,0
Neg_1208,-1.30465,0
Neg_1076,-0.91787,0
Neg_2860,-0.49966,0
Neg_2048,1.23461,0
Neg_837,0.39551,0
Neg_2085,0.03428,0
Neg_1812,-1.12011,0
Neg_659,-0.59533,0
Neg_2775,-0.6923,0
Neg_807,-0.60707,0
Neg_379,-0.78332,0
Neg_683,-0.50951,0
Neg_2124,-0.29945,0
Neg_1239,0.75117,0
Neg_1478,-0.20682,0
Neg_711,-1.2607,0
Neg_1422,-0.90918,0
Neg_2642,0.0874,0
Neg_2243,-0.42265,0
Neg_419,-0.4852,0
Neg_2335,-0.57394,0
Neg_708,-0.31451,0
Neg_2224,-0.43781,0
Neg_75,-0.83163,0
Neg_1927,-0.59838,0
Neg_396,-0.05407,0
Neg_2062,-0.63614,0
Neg_1758,-0.64932,0
Neg_1696,-1.18153,0
Neg_1938,-0.72202,0
Neg_2212,-0.9851,0
Neg_491,-0.61234,0
Neg_857,0.21775,0
Neg_2686,-1.06659,0
Neg_2549,-0.85481,0
Neg_465,-0.36692,0
Neg_214,-0.44081,0
Neg_1450,0.14608,0
Neg_2311,-0.6137,0
Neg_566,-0.81616,0
Neg_1468,-0.17357,0
Neg_324,-0.83581,0
Neg_1106,-1.04968,0
Neg_1455,-0.16527,0
Neg_1775,-0.42723,0
Neg_2533,-0.94047,0
Neg_84,-0.12385,0
Neg_2087,0.10413,0
Neg_454,-0.55916,0
Neg_1320,-0.74938,0
Neg_534,0.82621,0
Neg_2600,-0.79865,0
Neg_2303,0.31527,0
Neg_1332,-0.76144,0
Neg_1096,0.09675,0
Neg_278,0.69079,0
Neg_2916,0.70229,0
Neg_365,-0.90849,0
Neg_929,-0.84646,0
Neg_955,-1.18523,0
Neg_1510,-0.69345,0
Neg_974,-0.84467,0
Neg_2768,-0.90528,0
Neg_1142,1.15064,0
Neg_1174,-0.0147,0
Neg_848,-0.04791,0
Neg_991,-0.21274,0
Neg_565,0.51782,0
Neg_1973,-0.5426,0
Neg_1172,-0.7615,0
Neg_2450,0.25903,0
Neg_2795,-0.61058,0
Neg_33,-0.96241,0
Neg_2216,-0.83765,0
Neg_2359,2.54263,0
Neg_515,-0.23003,0
Neg_208,-0.17212,0
Neg_2503,-0.10699,0
Neg_2396,-1.13831,0
Neg_1670,-0.22635,0
Neg_8,-0.4796,0
Neg_1802,-0.84147,0
Neg_1617,-1.27719,0
Neg_1353,0.05212,0
Neg_917,-0.51606,0
Neg_1912,-0.65321,0
Neg_2647,-0.70536,0
Neg_2682,-0.66783,0
Neg_1130,-0.77506,0
Neg_1914,1.79243,0
Neg_1659,-0.37014,0
Neg_1233,-0.59197,0
Neg_2379,-0.92646,0
Neg_1832,-1.11408,0
Neg_1156,-0.8543,0
Neg_2258,0.00587,0
Neg_461,0.45403,0
Neg_1432,-1.03926,0
Neg_1840,-0.56266,0
Neg_51,0.37064,0
Neg_2078,-0.94017,0
Neg_1658,-0.17882,0
Neg_1291,-0.42257,0
Neg_2421,0.3168,0
Neg_1107,-0.29558,0
Neg_57,-0.26371,0
Neg_56,2.36671,0
Neg_1535,-0.03001,0
Neg_728,-0.77541,0
Neg_612,0.46637,0
Neg_1789,-0.34599,0
Neg_2923,0.24136,0
Neg_998,-1.01064,0
Neg_2027,-0.74864,0
Neg_1120,-0.50115,0
Neg_938,-0.39315,0
Neg_1639,-0.60079,0
Neg_1380,-0.33385,0
Neg_995,-1.08658,0
Neg_274,0.60378,0
Neg_1731,-0.10589,0
Neg_1423,0.60911,0
Neg_1720,-1.40065,0
Neg_1176,-0.70831,0
Neg_298,1.71,0
Neg_1494,-0.38538,0
Neg_2041,0.01438,0
Neg_2033,-0.93398,0
Neg_1010,-1.02054,0
Neg_964,-0.70756,0
Neg_735,-0.74989,0
Neg_245,-0.45854,0
Neg_317,-0.1099,0
Neg_1277,0.13694,0
Neg_213,-0.50138,0
Neg_109,-0.32418,0
Neg_1604,0.04964,0
Neg_2004,-0.13342,0
Neg_1848,-0.85092,0
Neg_1998,-0.87653,0
Neg_968,-0.66113,0
Neg_1860,-0.80546,0
Neg_854,-0.73881,0
Neg_229,-0.74507,0
Neg_397,-0.45387,0
Neg_1864,-0.32512,0
Neg_2553,-0.16567,0
Neg_1504,-0.9808,0
Neg_2824,-0.77427,0
Neg_20,0.35102,0
Neg_1594,-0.36172,0
Neg_2657,-0.09701,0
Neg_1823,-0.51007,0
Neg_2352,-1.04153,0
Neg_675,0.0012,0
Neg_38,-0.15365,0
Neg_2630,1.00677,0
Neg_1313,-1.29542,0
Neg_2083,0.3588,0
Neg_224,-0.26784,0
Neg_1271,-0.79831,0
Neg_2404,0.25981,0
Neg_91,-0.66805,0
Neg_2318,-1.04191,0
Neg_2034,-0.87459,0
Neg_2914,0.87907,0
Neg_2749,-1.04386,0
Neg_1143,-0.53228,0
Neg_80,-0.73261,0
Neg_289,-1.22417,0
Neg_1262,-0.29365,0
Neg_2269,0.26617,0
Neg_922,0.17779,0
Neg_1843,-1.0446,0
Neg_40,-0.40032,0
Neg_1771,0.58987,0
Neg_1068,-0.50544,0
Neg_1857,-0.45763,0
Neg_635,-0.47796,0
Neg_2908,-0.59207,0
Neg_2651,-0.78769,0
Neg_781,-0.44524,0
Neg_574,0.65441,0
Neg_151,-1.02656,0
Neg_356,-0.0365,0
Neg_1012,-0.6784,0
Neg_455,-0.71719,0
Neg_2395,-0.84588,0
Neg_173,-1.27506,0
Neg_1744,0.78086,0
Neg_1127,-0.79193,0
Neg_872,0.65765,0
Neg_556,-0.16856,0
Neg_1872,-0.99346,0
Neg_1175,-1.36628,0
Neg_2738,-0.56139,0
Neg_2341,1.32842,0
Neg_2539,-0.89689,0
Neg_2859,1.52273,0
