,CTDT_hydrophobicity_PRAM900101.Tr1221,CTDT_hydrophobicity_PRAM900101.Tr1331,CTDT_hydrophobicity_PRAM900101.Tr2332,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ARGP820101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_hydrophobicity_ZIMJ680101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CTDT_hydrophobicity_ZIMJ680101.Tr2332,CTDT_hydrophobicity_PONP930101.Tr1221,CTDT_hydrophobicity_PONP930101.Tr1331,CTDT_hydrophobicity_PONP930101.Tr2332,CTDT_hydrophobicity_CASG920101.Tr1221,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_CASG920101.Tr2332,CTDT_hydrophobicity_ENGD860101.Tr1221,CTDT_hydrophobicity_ENGD860101.Tr1331,CTDT_hydrophobicity_ENGD860101.Tr2332,CTDT_hydrophobicity_FASG890101.Tr1221,CTDT_hydrophobicity_FASG890101.Tr1331,CTDT_hydrophobicity_FASG890101.Tr2332,CTDT_normwaalsvolume.Tr1221,CTDT_normwaalsvolume.Tr1331,CTDT_normwaalsvolume.Tr2332,CTDT_polarity.Tr1221,CTDT_polarity.Tr1331,CTDT_polarity.Tr2332,CTDT_polarizability.Tr1221,CTDT_polarizability.Tr1331,CTDT_polarizability.Tr2332,CTDT_charge.Tr1221,CTDT_charge.Tr1331,CTDT_charge.Tr2332,CTDT_secondarystruct.Tr1221,CTDT_secondarystruct.Tr1331,CTDT_secondarystruct.Tr2332,CTDT_solventaccess.Tr1221,CTDT_solventaccess.Tr1331,CTDT_solventaccess.Tr2332,y
Neg_542,-0.05517,-0.15628,-0.6752,1.268,-0.6776,-0.56503,-0.79654,-0.43609,-0.83942,0.94005,-0.06437,-1.05041,-0.10551,-0.5096,-0.76342,0.23185,-0.01147,-1.01612,-0.32612,0.16016,-0.77566,0.49064,-0.61712,0.01684,-0.54983,-0.49551,0.10588,0.21644,-0.56416,-0.08227,0.53696,0.9253,-0.00902,-0.50999,0.15105,-0.8628,0.21995,-0.28244,-0.49276,0
Neg_270,0.04112,0.28982,0.24487,0.20475,-0.15882,-0.17657,0.33053,-0.07482,-0.14714,0.18194,-0.1579,0.21523,-0.34991,0.2258,1.1803,-0.55295,0.77567,-0.15936,-1.02253,1.30684,-1.54293,-1.14112,0.37811,0.77122,-0.68487,0.74836,-0.36946,-1.20761,0.30632,0.80132,-0.20993,0.81123,0.63611,1.07123,-0.56774,-0.86454,-0.01683,-0.09443,0.37815,0
Neg_447,-1.32773,1.87102,-1.29815,0.60921,0.61092,-0.89172,-0.85506,0.33811,-0.62234,0.49374,0.65578,-0.61342,0.94547,-0.44804,-1.16652,-1.31191,1.12035,-0.70151,-1.23394,2.03421,-1.45368,-0.65915,-1.00593,-0.1459,-1.17301,1.37885,-1.18613,-0.71799,-0.62377,-0.5862,-0.21695,2.0911,0.32498,0.52399,0.31606,-1.74782,1.98905,-1.2628,-1.87484,0
Neg_2242,-1.23116,-0.5907,-0.30532,-0.69527,0.13473,0.60087,-0.91723,0.41772,0.94606,-1.24501,-0.25107,-0.51393,-0.79762,-0.02286,1.778,-1.06891,-0.94557,0.56871,-0.55518,-0.37933,-0.54535,0.13492,-0.47479,-0.07674,-0.02934,-0.73911,-0.92465,-0.22157,-0.37042,-0.20825,-0.9539,0.58701,0.20669,1.1898,0.14074,-0.74033,-0.90749,-0.25181,-0.95705,0
Neg_1615,0.12872,-0.8265,0.72692,-1.39195,0.05262,1.44471,-0.13468,0.00139,2.20269,-0.29115,0.29617,-0.57683,1.53151,-1.13374,-0.57577,-0.94322,-0.29167,0.44192,-0.62293,0.20324,0.46451,0.08226,0.00344,-0.66105,0.52069,-0.76636,-0.06808,-0.64952,-0.23938,-0.3603,0.36642,-0.74013,-0.91506,-0.30255,-0.23206,-0.6361,-0.74811,1.47543,0.15063,0
Neg_103,-0.04002,0.5034,0.14596,0.10014,-0.81766,0.21904,1.63195,-0.93558,0.8538,0.24083,0.42907,0.44783,-0.79762,1.64516,0.11836,-0.58291,0.62699,0.10073,-0.37656,0.34473,0.30034,-0.17049,0.64651,0.40741,0.03085,0.87307,0.12126,-0.22157,-0.62377,1.68146,1.8337,0.67548,-0.62136,2.38827,-0.61897,-0.67316,0.50997,-0.52753,-0.11268,0
Neg_1048,0.45165,-0.46637,0.36476,-0.82543,-0.29818,0.26953,-1.17159,-0.12505,-0.35395,0.03391,-0.66327,0.49607,-0.00531,-0.30532,1.55899,0.14608,-0.31487,-0.06944,-0.24665,0.71773,-1.04365,-0.61473,-0.23336,0.70921,-0.16614,-0.09251,-0.56809,-0.67286,0.20536,0.19259,0.34232,-0.09667,0.15292,0.52399,-0.78898,-0.52661,-0.20717,-0.01507,0.26111,0
Neg_628,-0.21171,0.32105,-0.65632,0.52437,-0.65893,0.77442,0.63715,-0.15721,-0.74535,1.75829,-1.00677,0.53627,-0.43448,0.2497,1.68878,-0.66391,-0.68862,0.45728,-0.85288,-0.78159,0.55092,0.23673,-0.37643,1.88289,-0.53095,-0.05419,-0.05306,-0.22157,-0.37042,1.68146,-0.04606,1.61923,-0.77909,0.52399,-0.15146,-0.40449,0.83865,-1.01771,-0.89587,0
Neg_2169,-0.39567,-0.13483,0.71901,-0.99072,-0.43217,2.229,-0.90243,0.39877,1.80275,0.37331,-0.14311,0.09408,-0.90138,0.74807,0.87298,-0.66391,0.48603,0.26627,-0.4446,-0.49426,0.19295,0.87664,-1.50053,0.03854,0.15697,-0.23483,-0.48885,0.84218,-1.63715,0.06171,-0.04606,-0.74013,-0.21579,0.65081,-0.93065,0.04328,0.13432,0.55786,-0.75601,0
Neg_599,-0.207,-0.99648,-0.03918,-0.65507,-0.04843,0.43875,0.66448,0.35211,0.09951,0.18803,-0.62477,-0.04198,0.47139,-0.45954,0.90435,-0.14765,-0.92355,0.34464,-0.67491,0.17764,-0.0824,-0.57323,0.43639,-0.22494,0.29808,-1.05001,-0.50801,-0.3034,-0.0781,0.33859,0.49852,-0.74013,-1.25573,0.31912,-0.12577,-0.21259,-1.14791,0.45013,0.0616,0
Neg_2490,-0.15039,1.94917,-0.88554,1.91824,-0.88569,0.37772,0.28186,-0.51102,-0.30602,0.85504,0.0728,0.59944,1.69251,0.37429,-1.16652,0.14608,1.54322,-1.00713,-1.39725,2.379,-0.16501,-0.17049,-0.93848,1.35593,-0.76026,1.45111,0.0092,0.13301,-0.91331,1.14154,1.17456,1.28218,-0.21579,0.14352,-0.15146,-0.5964,2.12992,-0.49252,-0.61616,0
Neg_62,0.21752,0.22987,0.86801,0.73648,-0.69861,0.35789,0.63715,-0.29873,-0.2533,-0.13853,0.089,0.58049,0.61864,-0.57886,-0.09579,-0.09692,0.38032,0.63556,-0.80525,1.18947,-1.07782,0.80683,-1.12396,0.82238,0.39201,0.24084,-0.27095,0.77127,-0.75044,0.29567,0.16755,-0.38623,0.44328,0.52399,-0.03458,-0.67316,0.14019,0.08519,0.32786,0
Neg_1129,0.66393,-0.35364,-0.46378,1.76309,-1.61132,0.21904,2.26199,-1.95454,1.00142,1.47166,-0.82541,-0.11817,-0.07134,0.17992,-0.25283,0.82648,-0.09659,-0.91544,0.48082,0.29646,-0.21751,-1.05008,1.57502,0.9976,-0.85198,-0.13849,1.3938,-1.51226,1.20032,1.39591,1.5261,0.39236,-0.68445,0.84358,-0.4943,-0.31494,-0.47609,-0.41316,0.94461,0
Neg_190,-0.64095,1.68867,-0.65632,0.10014,0.13473,0.77442,1.46615,0.19659,1.09983,-0.34929,0.50464,0.09408,-0.07134,0.2497,-1.16652,-1.47391,1.77815,-0.87979,1.05241,1.22969,-1.11958,-0.98492,-0.37643,0.96071,-0.53095,1.21026,-0.48885,-1.04894,-1.63715,2.1014,1.66281,3.97858,0.00953,0.52399,-0.93065,0.04328,-0.80478,0.20773,2.04107,0
Neg_1522,0.78984,-0.43874,-0.79004,1.2314,-0.39438,-0.15121,-0.60636,-0.15721,-0.33531,0.91526,-1.51058,0.24148,1.38124,-1.34927,-0.92858,0.41608,-0.82566,-0.28553,0.09977,0.15701,0.13329,-0.17049,-0.24528,-1.03734,-0.66471,-0.75667,0.96381,-0.08368,-0.08893,-1.11812,0.23875,0.04632,0.27241,-1.10357,1.40693,-1.59856,1.11256,-1.56235,-0.89587,0
Neg_165,0.05656,1.46074,-1.50874,0.10014,-0.60933,1.2951,0.17083,0.01969,0.48477,-0.2966,-0.53446,0.81264,0.29181,-0.02286,0.70727,-0.76516,0.9045,-1.10263,-0.7338,1.27997,-1.01518,-0.93402,-0.62233,2.17107,-1.53416,1.7898,-0.5978,-1.46262,-0.37042,1.68146,1.60941,1.47177,-0.23691,0.85689,-1.17415,-0.90824,1.24951,-1.47725,0.1443,0
Neg_1152,-1.04279,-1.02718,1.42619,0.37092,-0.42252,0.36084,0.69006,-0.46585,0.8381,-1.60486,-0.97462,1.48651,0.17591,-0.82659,1.02051,-1.04306,-1.07351,1.87022,-0.83261,-1.56043,1.03074,0.9212,-0.54385,0.31323,1.34741,-1.08549,-0.6743,0.88745,-0.12786,-0.16805,-0.66417,-0.13774,-0.56096,1.03397,-0.89749,0.53869,-1.60901,-0.57446,-0.37513,0
Neg_217,0.05313,2.23184,-1.03186,-0.49557,-0.01725,0.12451,0.4784,-0.28518,0.20996,-0.31341,0.37601,0.35751,-0.56583,0.50949,0.65601,0.19778,1.23581,-0.63324,-0.10292,0.49365,-0.6753,-0.32645,-1.14656,1.01957,-0.90662,1.71245,0.21584,-0.59125,-0.99031,0.6897,-0.22786,-0.13774,1.6539,0.35399,-1.29538,0.31004,1.32818,-1.6174,0.87463,0
Neg_1140,-0.98434,-0.49952,0.52035,0.49608,-0.76475,-0.27463,1.02401,-1.12428,0.60778,-0.6865,1.1092,-0.96718,0.50969,-0.09917,-0.0244,-0.55591,-0.57899,0.84355,-0.53533,-0.00389,0.49523,1.29549,-0.27151,-0.82216,0.86017,-0.58807,-0.14022,0.38516,-0.51117,-0.53021,-0.61569,-0.11097,-0.51621,0.93827,0.00438,0.16269,-1.13347,0.37113,-0.30848,0
Neg_2378,-0.25074,0.52826,0.14596,-0.36265,-1.16398,1.78421,0.63715,-0.12505,0.988,0.26382,-0.25107,0.73727,0.19277,-0.30532,0.78027,-0.73755,0.80639,-0.06944,-0.50646,-0.59875,0.55092,0.05163,-0.23336,0.45771,0.05274,0.36729,-0.33038,-0.22157,-0.48558,0.65071,-0.12374,0.54679,0.15292,0.28187,-0.15146,0.45035,0.68925,-0.6835,-0.53987,0
Neg_1569,-0.06863,0.06779,0.2351,1.07428,-0.48256,-0.76831,1.58896,-0.85172,-0.08473,-0.41173,1.06442,-0.62653,0.78945,-0.46096,-0.74351,-0.24392,-0.01863,0.47379,0.31146,0.66355,-0.22246,1.00591,-0.08499,-0.57625,0.4797,0.0863,0.09221,1.09608,-0.01074,-0.60486,-0.48911,-0.04106,0.76895,-0.42953,-0.18031,1.56903,-0.13523,0.54057,0.15563,0
Neg_662,2.1211,-1.00693,1.08776,1.09614,0.23825,-0.07072,1.1778,-0.41872,-0.07681,2.36307,-1.72962,2.01665,-0.32396,-0.12951,1.06806,1.94216,-1.04612,0.55417,1.17667,-1.11389,0.65986,-0.06426,0.92362,0.11872,-0.04243,0.03743,1.40592,-0.11366,1.44705,-0.34519,0.47403,0.49084,0.48957,0.63978,0.76325,-0.81333,1.41028,-0.53819,-0.34253,0
Neg_688,-0.06863,0.47301,-1.36946,0.5715,-0.48256,0.87727,1.0977,-0.27515,0.82647,-0.53663,-0.1671,-0.88856,-0.71692,0.05588,-0.21476,-0.66391,0.225,-0.97883,-0.11193,-0.28994,-0.46994,-0.62295,0.32302,1.2681,-1.4227,0.46095,0.09221,-1.2328,-0.13584,1.6348,0.71344,1.88138,0.00953,0.03079,0.45458,-0.75276,0.29084,-1.15387,0.08311,0
Neg_541,-0.15039,0.38617,-0.19788,-0.26348,-0.20541,-0.41568,0.28186,-0.81428,0.74836,-1.31275,0.72055,-0.91664,-1.10889,0.74807,3.72827,-0.89534,0.48603,-0.24309,-0.17242,-0.03454,-0.52298,-0.51953,0.07321,0.56549,-0.76026,0.72856,-0.73788,0.13301,-0.18946,0.7816,-1.02257,1.28218,-0.89175,3.18725,-0.4854,-0.9802,0.3691,0.55786,-0.19659,0
Neg_624,-0.37681,0.14571,1.81223,-0.09565,1.41679,-0.72084,0.44584,0.63204,0.34283,-0.08989,1.31847,0.3662,-0.63002,2.1282,0.15131,-0.78853,0.70289,1.52009,-0.92616,0.17764,1.12917,-0.35844,0.59203,1.17352,1.56808,0.17276,-0.62295,-0.03064,0.31166,1.39074,-0.96623,-0.74013,-0.11179,0.31912,-1.41015,1.14549,0.58582,0.77332,-0.97117,0
Neg_2108,-1.29221,0.30533,0.72692,-0.16317,-0.11158,1.06169,-0.13468,-0.29141,1.94818,-0.63999,0.92158,0.15507,-0.12142,0.49029,0.01498,-1.11081,1.23943,-0.11136,-0.42583,-0.29611,0.63732,0.25077,0.00344,-0.27946,0.52069,0.6289,-1.15007,-0.8207,-0.4141,0.161,-1.04782,-0.74013,-1.24139,0.24848,-0.55449,0.10504,-0.5781,0.96835,-0.45701,0
Neg_2808,-0.66447,-0.30968,1.29992,0.34422,-0.15882,1.0407,0.33053,0.15782,0.25728,-0.37238,0.21478,0.65136,0.24704,0.08243,0.94562,-0.9524,-0.57598,1.59899,-0.39613,0.51334,-0.16992,0.46544,0.11941,0.31645,1.16215,-0.3602,-0.79929,0.69646,0.02868,0.38714,0.07098,1.19907,-0.27135,-0.09623,-0.56774,0.31317,-0.28699,0.44275,-0.74835,0
Neg_2794,1.00135,-0.76909,0.45989,-0.01052,0.44529,-0.79514,0.09649,-0.23413,-0.39771,1.48339,0.24178,-0.75185,-1.08182,1.69066,-1.16652,0.25173,-0.61712,0.08911,1.42518,0.14535,0.22408,-0.70164,0.30781,-0.60298,0.58567,-1.06209,1.17855,0.74968,0.12525,-0.34519,-0.41756,0.49084,1.31248,-0.98134,0.15345,0.12115,0.33848,0.52741,-0.08714,0
Neg_2286,0.28034,0.04308,-0.03015,-0.45859,-0.03949,0.0294,-0.15142,-0.66635,0.97982,-0.80165,0.57836,-0.89815,-0.42562,-0.21829,-0.74867,-0.15026,0.07347,-0.20582,0.00683,-0.20273,-0.48805,0.48503,-0.79865,0.48838,-0.022,-0.18784,0.31897,-0.03996,-0.89565,0.48311,0.62082,0.64096,0.048,-0.06063,-0.09444,-0.43726,-0.16344,-0.44982,0.56066,0
Neg_373,-1.0142,0.1823,-0.06333,-0.12119,-0.58992,1.01589,-0.11977,-0.32642,0.56499,-0.82578,0.24178,-0.17508,-0.51342,0.21178,1.99913,-0.91043,-0.50987,0.78671,-0.81146,0.04041,-0.42959,0.57312,-1.23172,0.47958,0.16694,-0.07252,-0.9815,0.31801,-0.8661,-0.01654,-0.9748,-0.43239,-0.43621,1.21875,-1.67596,0.00434,0.2313,-0.53819,-1.23638,0
Neg_2612,0.31787,0.88349,-0.63548,-0.72627,0.47487,0.16134,-0.55791,-0.09748,1.32348,0.06675,1.25053,-0.98555,-0.03361,0.00051,-0.72154,-0.13794,0.87047,-0.65984,1.31222,0.34159,-0.39281,-0.20222,-0.72388,0.2062,-0.38503,0.85993,0.07712,-0.64063,-0.45268,-0.13463,0.64193,-0.00475,0.64453,0.7661,-0.91041,0.48524,1.0094,-0.33337,0.10854,0
Neg_937,-0.68388,1.05045,0.02562,-0.28166,0.72997,-0.89172,-0.23331,0.12583,-1.17589,-0.64435,0.99585,-0.34811,-0.90657,1.64516,0.11836,-0.21842,-0.11304,0.50185,-0.51945,0.34473,0.17505,0.92899,-0.88789,-0.42255,0.03085,0.74662,-0.66317,0.64716,-0.4971,-0.83816,-0.60145,-0.03232,0.79816,0.52399,-0.85273,1.20749,0.63322,-0.52753,-0.40638,0
