,Janin,y
Neg_1223,-1.22093,0
Neg_538,0.14831,0
Neg_302,-1.40996,0
Neg_200,-0.45537,0
Neg_1730,-0.73726,0
Neg_876,-0.90494,0
Neg_326,1.15867,0
Neg_1436,-0.74934,0
Neg_727,-0.51174,0
Neg_1831,-0.8085,0
Neg_900,-0.34908,0
Neg_1637,-0.90921,0
Neg_2635,-0.44361,0
Neg_2454,-1.05568,0
Neg_1216,-0.34811,0
Neg_2191,0.08659,0
Neg_1275,-0.06246,0
Neg_2151,-0.96839,0
Neg_1402,1.15184,0
Neg_717,-0.00788,0
Neg_1862,0.69817,0
Neg_158,0.62142,0
Neg_1740,-0.36021,0
Neg_1424,-0.20468,0
Neg_943,0.71425,0
Neg_1688,-1.15918,0
Neg_148,-0.56916,0
Neg_2796,-1.21369,0
Neg_1887,0.20775,0
Neg_2811,-0.95539,0
Neg_859,-0.37253,0
Neg_2155,-0.82629,0
Neg_2045,-1.24231,0
Neg_1104,0.27058,0
Neg_2638,-0.45475,0
Neg_962,-0.02659,0
Neg_2828,-0.97496,0
Neg_1944,-0.13352,0
Neg_523,1.34137,0
Neg_1319,0.42706,0
Neg_562,-0.89251,0
Neg_2456,-0.53897,0
Neg_1500,0.41801,0
Neg_1913,0.02954,0
Neg_286,0.34212,0
Neg_2871,-0.73589,0
Neg_456,-0.21308,0
Neg_984,0.54898,0
Neg_1837,0.0016,0
Neg_2617,-0.50084,0
Neg_139,0.8579,0
Neg_1815,-0.2075,0
Neg_1157,-0.05201,0
Neg_1317,-0.11993,0
Neg_2405,-0.79925,0
Neg_45,-0.62377,0
Neg_1797,-0.81888,0
Neg_2769,-1.04936,0
Neg_1390,-0.41393,0
Neg_1018,-0.77501,0
Neg_602,-1.19887,0
Neg_182,-1.1655,0
Neg_1056,0.47555,0
Neg_2567,-0.64615,0
Neg_849,0.39811,0
Neg_2338,0.11051,0
Neg_422,-0.24441,0
Neg_1421,-0.26562,0
Neg_2439,0.09017,0
Neg_563,-0.32053,0
Neg_1622,0.42848,0
Neg_1578,-0.6175,0
Neg_1939,-0.83979,0
Neg_163,-0.73021,0
Neg_287,1.44844,0
Neg_787,-1.01868,0
Neg_1846,-0.34144,0
Neg_1280,-0.92267,0
Neg_1918,0.85578,0
Neg_999,0.11443,0
Neg_314,-0.93286,0
Neg_2192,-0.96024,0
Neg_605,-0.46304,0
Neg_413,0.14052,0
Neg_1861,-0.12035,0
Neg_342,2.95233,0
Neg_398,-0.15538,0
Neg_96,-0.01726,0
Neg_1924,2.00794,0
Neg_592,1.53426,0
Neg_1985,0.53973,0
Neg_1045,-0.15709,0
Neg_2542,0.2038,0
Neg_2165,-0.72437,0
Neg_1526,0.05503,0
Neg_2709,-0.82339,0
Neg_2230,-0.05345,0
Neg_2137,-0.14698,0
Neg_2068,0.28323,0
Neg_2163,0.15524,0
Neg_2247,-0.53848,0
Neg_529,-0.3657,0
Neg_936,-1.00059,0
Neg_2418,-0.6237,0
Neg_2487,-0.1632,0
Neg_703,0.16664,0
Neg_1742,-0.53197,0
Neg_305,-0.42979,0
Neg_1078,0.00483,0
Neg_1672,-1.23154,0
Neg_2568,-0.05702,0
Neg_1911,-0.2371,0
Neg_2397,-0.64478,0
Neg_992,-1.06785,0
Neg_1161,0.13959,0
Neg_2581,-0.00725,0
Neg_701,-0.48996,0
Neg_464,-0.28855,0
Neg_1692,0.47021,0
Neg_774,0.52711,0
Neg_2620,-1.25265,0
Neg_979,-1.27509,0
Neg_2827,-1.00679,0
Neg_2729,-0.1564,0
Neg_2277,-0.22011,0
Neg_1632,-0.82239,0
Neg_2756,3.12222,0
Neg_1898,-0.39892,0
Neg_1391,-0.15381,0
Neg_1059,-0.8458,0
Neg_1746,-0.71254,0
Neg_1847,-0.14449,0
Neg_1490,-0.55482,0
Neg_450,1.8113,0
Neg_1448,-0.428,0
Neg_2410,0.13769,0
Neg_1301,-1.06962,0
Neg_696,-0.09394,0
Neg_2757,0.31339,0
Neg_815,-1.31527,0
Neg_890,-0.46491,0
Neg_2049,-0.66982,0
Neg_634,-1.37181,0
Neg_1241,-0.73051,0
Neg_1265,-0.31919,0
Neg_1145,-0.71868,0
Neg_364,0.55392,0
Neg_2428,-0.30864,0
Neg_2873,-1.11314,0
Neg_2762,-0.4599,0
Neg_1932,-0.44439,0
Neg_218,-0.65012,0
Neg_1471,-0.17768,0
Neg_211,-0.53172,0
Neg_88,-0.64124,0
Neg_1800,-0.95453,0
Neg_1995,-1.24034,0
Neg_2231,0.78547,0
Neg_1090,-0.34018,0
Neg_1457,0.76033,0
Neg_795,0.08903,0
Neg_1614,-0.51599,0
Neg_732,-0.95087,0
Neg_2025,0.0659,0
Neg_2088,-0.81267,0
Neg_2527,-0.5987,0
Neg_2021,-0.94713,0
Neg_2570,0.72938,0
Neg_215,-0.56743,0
Neg_2516,-0.72604,0
Neg_1712,-1.11208,0
Neg_2010,-0.51932,0
Neg_1285,0.60362,0
Neg_2834,-0.41708,0
Neg_2013,-0.08673,0
Neg_945,-1.0981,0
Neg_1787,-1.30572,0
Neg_935,0.44875,0
Neg_2099,-0.4108,0
Neg_2179,-0.09301,0
Neg_2726,0.04205,0
Neg_1484,-0.70186,0
Neg_2381,-0.64978,0
Neg_1458,-1.08699,0
Neg_216,0.73731,0
Neg_2725,-0.11249,0
Neg_406,-1.18092,0
Neg_1363,-1.07083,0
Neg_1311,-0.18997,0
Neg_1149,3.47678,0
Neg_1218,-0.18629,0
Neg_1597,-0.4446,0
Neg_2745,0.02189,0
Neg_1477,-0.31182,0
Neg_2803,0.38979,0
Neg_104,0.25339,0
Neg_1900,-1.1864,0
Neg_2586,-0.89201,0
Neg_2050,-0.78709,0
Neg_1069,2.71582,0
Neg_336,0.44545,0
Neg_2260,-0.47558,0
Neg_1733,-0.42253,0
Neg_1555,1.43569,0
Neg_2329,0.29805,0
Neg_1878,0.42068,0
Neg_1893,-0.60892,0
Neg_1716,-0.36954,0
Neg_2322,0.46614,0
Neg_101,0.05311,0
Neg_16,-0.44493,0
Neg_31,-0.21222,0
Neg_240,0.78592,0
Neg_1117,-1.43786,0
Neg_2262,-0.92262,0
Neg_2861,-0.27956,0
Neg_1225,-0.56519,0
Neg_261,-0.78712,0
Neg_609,-0.39878,0
Neg_1352,-0.04996,0
Neg_733,1.43848,0
Neg_2593,1.09089,0
Neg_2259,-0.14363,0
Neg_1785,-0.96889,0
Neg_847,0.10301,0
Neg_684,-1.27401,0
Neg_1411,-0.80507,0
Neg_680,-0.76059,0
Neg_502,-1.01516,0
Neg_1097,-0.21756,0
Neg_1826,-0.47904,0
Neg_702,-1.05288,0
Neg_1626,-0.81963,0
Neg_2358,-0.1786,0
Neg_1026,-0.04355,0
Neg_82,-0.76829,0
Neg_509,-0.42328,0
Neg_1235,-1.33352,0
Neg_2118,0.02351,0
Neg_1303,-0.25569,0
Neg_72,-0.79729,0
Neg_1147,0.06577,0
Neg_2437,1.79751,0
Neg_1770,-1.42209,0
Neg_177,-0.07484,0
Neg_978,-0.78776,0
Neg_724,2.39319,0
Neg_1766,0.24237,0
Neg_868,-0.94629,0
Neg_1825,-0.82949,0
Neg_2020,-0.30675,0
Neg_1628,-0.09499,0
Neg_892,-0.70027,0
Neg_2692,0.73579,0
Neg_512,0.25391,0
Neg_2128,-0.86784,0
Neg_1647,1.29049,0
Neg_2419,1.42765,0
Neg_2659,-0.38025,0
Neg_1214,-0.33015,0
Neg_411,-0.33949,0
Neg_2321,-0.93716,0
Neg_1384,1.05075,0
Neg_1489,-1.55059,0
Neg_2666,-0.36749,0
Neg_1905,-0.6378,0
Neg_55,0.28153,0
Neg_1178,0.12713,0
Neg_2369,0.11034,0
Neg_1,-0.40957,0
Neg_1999,1.25792,0
Neg_1883,-0.9314,0
Neg_1643,0.54387,0
Neg_2885,2.91034,0
Neg_1786,-0.9168,0
Neg_1933,-0.76113,0
Neg_814,-0.17291,0
Neg_1593,-0.10798,0
Neg_1298,-0.4392,0
Neg_285,-0.45887,0
Neg_2792,-0.49088,0
Neg_2154,-0.90043,0
Neg_1689,-0.63685,0
Neg_603,-0.20983,0
Neg_1021,1.61424,0
Neg_1820,-0.16168,0
Neg_222,-0.87475,0
Neg_256,-0.21023,0
Neg_704,-0.65674,0
Neg_144,-1.11948,0
Neg_2067,-0.72051,0
Neg_1406,-0.36389,0
Neg_2616,-0.33992,0
Neg_648,-0.37567,0
Neg_2774,-0.14337,0
Neg_292,-0.84579,0
Neg_2667,-0.61348,0
Neg_257,0.54323,0
Neg_1768,-1.06328,0
Neg_2249,-0.62097,0
Neg_779,-1.22093,0
Neg_2513,-0.01495,0
Neg_2425,-0.61052,0
Neg_2272,-0.02603,0
Neg_361,-0.59075,0
Neg_1745,3.41249,0
Neg_2902,-0.17358,0
Neg_808,-1.07091,0
Neg_407,-0.60849,0
Neg_191,-1.04916,0
Neg_1737,-0.78964,0
Neg_1001,-0.93118,0
Neg_2120,-0.83164,0
Neg_960,-1.05254,0
Neg_1356,-1.14562,0
Neg_1764,1.71214,0
Neg_901,0.3472,0
Neg_2556,-1.06952,0
Neg_303,-0.95873,0
Neg_654,-1.15115,0
Neg_251,-0.91483,0
Neg_1958,-1.42612,0
Neg_2857,-0.5205,0
Neg_1824,-1.049,0
Neg_9,1.21542,0
Neg_1397,-0.86987,0
Neg_1841,-0.11241,0
Neg_1197,-0.34655,0
Neg_1357,-1.14469,0
Neg_2898,-0.94287,0
Neg_2132,-1.00901,0
Neg_647,-1.04955,0
Neg_2646,1.91551,0
Neg_476,-0.03435,0
Neg_231,-0.34901,0
Neg_451,-1.02874,0
Neg_1073,1.43576,0
Neg_7,-0.562,0
Neg_1877,-0.70244,0
Neg_2912,-0.03352,0
Neg_1968,-0.23941,0
Neg_2590,-0.55854,0
Neg_2781,-0.09948,0
Neg_940,0.94313,0
Neg_459,-0.10195,0
Neg_1657,-0.29211,0
Neg_2544,0.05025,0
Neg_2345,-1.04218,0
Neg_2406,-0.60662,0
Neg_2060,-0.63,0
Neg_2697,0.91054,0
Neg_1979,-0.8562,0
Neg_875,1.53844,0
Neg_798,-0.35173,0
Neg_2520,1.23199,0
Neg_2252,-0.97193,0
Neg_1502,-0.41983,0
Neg_2316,-0.95303,0
Neg_2282,-1.27158,0
Neg_2664,-0.09351,0
Neg_1274,1.35105,0
Neg_1290,-0.1261,0
Neg_299,-0.3396,0
Neg_2528,-1.28088,0
Neg_1387,-1.17786,0
Neg_13,-0.48345,0
Neg_586,-0.88133,0
Neg_1691,-0.74283,0
Neg_629,-0.91205,0
Neg_1089,-1.17922,0
Neg_2884,-1.01455,0
Neg_2610,-1.05307,0
Neg_470,-0.58258,0
Neg_1649,1.04657,0
Neg_1177,-0.70394,0
Neg_2447,0.70856,0
Neg_10,0.55979,0
Neg_2623,-1.30593,0
Neg_265,2.30183,0
Neg_273,1.4127,0
Neg_2305,-0.31626,0
Neg_915,0.36225,0
Neg_1945,-0.5724,0
Neg_961,-0.9926,0
Neg_2662,-0.51237,0
Neg_1146,-0.60352,0
Neg_1137,-0.60271,0
Neg_41,-0.78206,0
Neg_1496,-0.61233,0
Neg_2270,-0.70536,0
Neg_1721,-0.95174,0
Neg_2196,-0.13227,0
Neg_1988,-0.56628,0
Neg_2464,-0.93856,0
Neg_521,-1.38811,0
Neg_1062,0.46351,0
Neg_899,-0.29138,0
Neg_374,-0.71763,0
Neg_2106,0.22249,0
Neg_3,-0.94204,0
Neg_405,0.15757,0
Neg_1873,-0.74898,0
Neg_2506,-1.21403,0
Neg_2777,-1.06836,0
Neg_762,-0.09245,0
Neg_401,-0.3062,0
Neg_1801,3.28847,0
Neg_2863,-0.70572,0
Neg_2412,-0.48697,0
Neg_1094,-1.32505,0
Neg_1795,-0.35229,0
Neg_1144,1.27677,0
Neg_1201,-0.72357,0
Neg_2435,0.28886,0
Neg_252,-0.71139,0
Neg_2676,-0.34653,0
Neg_322,0.32151,0
Neg_1525,-0.9127,0
Neg_1228,-0.9409,0
Neg_2042,-0.84375,0
Neg_2308,-0.45215,0
Neg_2157,-0.85897,0
Neg_2159,-0.72256,0
Neg_2734,-0.35248,0
Neg_1207,-0.25406,0
Neg_120,-0.13591,0
Neg_2631,-0.29783,0
Neg_595,0.08795,0
Neg_993,-0.56749,0
Neg_1596,0.78441,0
Neg_2868,-0.55118,0
Neg_579,0.829,0
Neg_1663,-0.16411,0
Neg_1040,-0.05888,0
Neg_2240,-1.4361,0
Neg_2349,-0.82712,0
Neg_2207,-0.19416,0
Neg_1153,1.73067,0
Neg_580,1.43602,0
Neg_2390,0.82131,0
Neg_1683,0.52268,0
Neg_2601,0.35026,0
Neg_2888,-0.94931,0
Neg_1121,-0.60744,0
Neg_2688,-1.08998,0
Neg_1493,0.98021,0
Neg_1272,-0.98276,0
Neg_1242,-0.55829,0
Neg_1292,1.33479,0
Neg_2398,-0.76076,0
Neg_1990,-0.01876,0
Neg_2241,2.87308,0
Neg_508,-1.40649,0
Neg_307,-0.75563,0
Neg_2448,-0.95055,0
Neg_600,-0.85419,0
Neg_601,-0.71331,0
Neg_1217,-0.5977,0
Neg_839,1.29353,0
Neg_682,0.09051,0
Neg_2187,-1.39507,0
Neg_2821,-0.92873,0
Neg_2789,-0.7596,0
Neg_169,0.08672,0
Neg_320,-1.07902,0
Neg_2889,-0.75957,0
Neg_17,0.12018,0
Neg_1714,-1.34976,0
Neg_2605,0.38086,0
Neg_1527,-1.39432,0
Neg_83,-0.06533,0
Neg_2246,-0.74852,0
Neg_114,0.85655,0
Neg_1808,-0.17652,0
Neg_958,1.53021,0
Neg_2093,-0.40285,0
Neg_1561,-1.23607,0
Neg_1870,-0.83798,0
Neg_1335,-1.2635,0
Neg_1574,-1.14828,0
Neg_2188,-0.46314,0
Neg_608,1.19861,0
Neg_1240,0.82544,0
Neg_2628,-1.18239,0
Neg_1855,-1.41448,0
Neg_1793,0.03788,0
Neg_2263,-0.1962,0
Neg_2400,0.33828,0
Neg_1583,-0.31024,0
Neg_410,0.94535,0
Neg_2849,-0.20352,0
Neg_1389,-1.22476,0
Neg_130,-0.42563,0
Neg_2784,-1.2499,0
Neg_2759,1.12814,0
Neg_2148,1.80741,0
Neg_2886,-0.61201,0
Neg_903,-0.63938,0
Neg_2844,-0.27316,0
Neg_1071,-0.54741,0
Neg_2491,1.57213,0
Neg_2731,0.5869,0
Neg_1497,-0.87081,0
Neg_2096,-0.81055,0
Neg_2234,-0.74206,0
Neg_263,-0.59651,0
Neg_2409,0.02427,0
Neg_171,-0.08085,0
Neg_2185,-0.31429,0
Neg_1630,-1.10798,0
Neg_239,1.10039,0
Neg_933,-0.2452,0
Neg_2276,-0.85511,0
Neg_2707,0.04251,0
Neg_1971,1.42254,0
Neg_293,2.51113,0
Neg_766,-0.79229,0
Neg_1208,-0.01547,0
Neg_1076,-0.48981,0
Neg_2860,-0.73069,0
Neg_2048,-0.0062,0
Neg_837,0.75413,0
Neg_2085,-0.34034,0
Neg_1812,-0.10699,0
Neg_659,-0.93468,0
Neg_2775,-1.04687,0
Neg_807,-0.63046,0
Neg_379,-0.96256,0
Neg_683,-0.31351,0
Neg_2124,-1.02584,0
Neg_1239,-1.12442,0
Neg_1478,0.39996,0
Neg_711,0.12861,0
Neg_1422,-0.39633,0
Neg_2642,-0.4391,0
Neg_2243,-1.08977,0
Neg_419,-0.39603,0
Neg_2335,0.18475,0
Neg_708,-1.32764,0
Neg_2224,-0.67308,0
Neg_75,-0.97078,0
Neg_1927,-0.1082,0
Neg_396,-1.03779,0
Neg_2062,-1.35614,0
Neg_1758,-0.35317,0
Neg_1696,-0.29296,0
Neg_1938,-0.37445,0
Neg_2212,-0.84865,0
Neg_491,0.0749,0
Neg_857,-0.31783,0
Neg_2686,-0.30381,0
Neg_2549,-1.29585,0
Neg_465,-0.38853,0
Neg_214,0.35261,0
Neg_1450,-1.18651,0
Neg_2311,-0.94813,0
Neg_566,-0.94877,0
Neg_1468,-1.31285,0
Neg_324,-1.11526,0
Neg_1106,-1.43779,0
Neg_1455,-0.01711,0
Neg_1775,-0.36152,0
Neg_2533,-0.86528,0
Neg_84,-1.02956,0
Neg_2087,1.14345,0
Neg_454,-0.61871,0
Neg_1320,-0.43333,0
Neg_534,-0.83988,0
Neg_2600,-0.53001,0
Neg_2303,-0.47653,0
Neg_1332,-0.25196,0
Neg_1096,-0.07773,0
Neg_278,-1.19885,0
Neg_2916,-0.24132,0
Neg_365,-0.3928,0
Neg_929,-1.01869,0
Neg_955,-0.37222,0
Neg_1510,0.1512,0
Neg_974,-0.48461,0
Neg_2768,0.69753,0
Neg_1142,1.1012,0
Neg_1174,0.33419,0
Neg_848,-1.05391,0
Neg_991,-0.52362,0
Neg_565,-1.00076,0
Neg_1973,-0.30996,0
Neg_1172,0.04107,0
Neg_2450,-0.64584,0
Neg_2795,-1.31036,0
Neg_33,-1.14004,0
Neg_2216,-0.30046,0
Neg_2359,4.38819,0
Neg_515,-0.77879,0
Neg_208,-1.21336,0
Neg_2503,-0.81159,0
Neg_2396,-1.03374,0
Neg_1670,1.40676,0
Neg_8,-1.19761,0
Neg_1802,-0.8965,0
Neg_1617,-0.83516,0
Neg_1353,-0.79113,0
Neg_917,-0.50506,0
Neg_1912,-0.66714,0
Neg_2647,-0.3558,0
Neg_2682,-0.54078,0
Neg_1130,0.9276,0
Neg_1914,-0.15272,0
Neg_1659,0.06803,0
Neg_1233,-0.85755,0
Neg_2379,-0.54629,0
Neg_1832,-0.95067,0
Neg_1156,-0.56801,0
Neg_2258,-0.8315,0
Neg_461,0.93922,0
Neg_1432,-0.68626,0
Neg_1840,-0.18164,0
Neg_51,-0.57982,0
Neg_2078,-0.87934,0
Neg_1658,-0.85195,0
Neg_1291,-0.65059,0
Neg_2421,-1.19834,0
Neg_1107,-0.82768,0
Neg_57,-0.39616,0
Neg_56,-0.56227,0
Neg_1535,0.46028,0
Neg_728,-0.02037,0
Neg_612,-0.35487,0
Neg_1789,-0.15293,0
Neg_2923,0.85775,0
Neg_998,-0.98815,0
Neg_2027,0.77681,0
Neg_1120,-1.09424,0
Neg_938,-0.03761,0
Neg_1639,-0.57093,0
Neg_1380,-0.34727,0
Neg_995,-1.18943,0
Neg_274,0.58109,0
Neg_1731,0.73345,0
Neg_1423,0.0649,0
Neg_1720,-0.5051,0
Neg_1176,-1.4305,0
Neg_298,0.39053,0
Neg_1494,-0.80058,0
Neg_2041,1.05751,0
Neg_2033,-0.28886,0
Neg_1010,-0.75549,0
Neg_964,-0.52227,0
Neg_735,-0.22703,0
Neg_245,-0.44678,0
Neg_317,-1.00549,0
Neg_1277,0.04615,0
Neg_213,-0.32886,0
Neg_109,0.60064,0
Neg_1604,0.61418,0
Neg_2004,-0.79358,0
Neg_1848,-0.02641,0
Neg_1998,-0.79714,0
Neg_968,0.41137,0
Neg_1860,-0.96456,0
Neg_854,-0.76069,0
Neg_229,-0.85484,0
Neg_397,-1.30432,0
Neg_1864,-0.72447,0
Neg_2553,0.0547,0
Neg_1504,-0.28259,0
Neg_2824,-0.67437,0
Neg_20,0.23719,0
Neg_1594,0.01941,0
Neg_2657,-0.42763,0
Neg_1823,-0.67588,0
Neg_2352,-1.26691,0
Neg_675,0.60619,0
Neg_38,-0.47954,0
Neg_2630,1.5351,0
Neg_1313,-1.02322,0
Neg_2083,-0.12744,0
Neg_224,-0.36567,0
Neg_1271,-0.87556,0
Neg_2404,0.07786,0
Neg_91,-0.34557,0
Neg_2318,-0.71453,0
Neg_2034,0.24136,0
Neg_2914,-0.08713,0
Neg_2749,-0.60338,0
Neg_1143,0.26093,0
Neg_80,-1.29765,0
Neg_289,0.95808,0
Neg_1262,0.47499,0
Neg_2269,0.25594,0
Neg_922,-1.26344,0
Neg_1843,-0.5808,0
Neg_40,0.81633,0
Neg_1771,0.23302,0
Neg_1068,-0.46548,0
Neg_1857,-0.86169,0
Neg_635,-1.05365,0
Neg_2908,0.23975,0
Neg_2651,-0.68059,0
Neg_781,-1.03282,0
Neg_574,0.72981,0
Neg_151,-1.19983,0
Neg_356,1.02789,0
Neg_1012,-1.08415,0
Neg_455,-0.46256,0
Neg_2395,-0.37846,0
Neg_173,-0.78152,0
Neg_1744,-1.25987,0
Neg_1127,-0.53197,0
Neg_872,-1.16692,0
Neg_556,-0.33743,0
Neg_1872,-0.92694,0
Neg_1175,-1.09858,0
Neg_2738,-0.77852,0
Neg_2341,2.05067,0
Neg_2539,-0.56388,0
Neg_2859,0.85917,0
Neg_106,-0.5763,0
