,Kytedoolittle,y
Neg_1924,1.14277,0
Neg_592,1.45234,0
Neg_1985,0.05439,0
Neg_1045,-0.42769,0
Neg_2542,0.31646,0
Neg_2165,-0.70995,0
Neg_1526,-0.41057,0
Neg_2709,-0.42091,0
Neg_2230,-0.52161,0
Neg_2137,0.51166,0
Neg_2068,-0.27966,0
Neg_2163,-0.52727,0
Neg_2247,-0.61101,0
Neg_529,-0.58611,0
Neg_936,-0.49021,0
Neg_2418,-0.98384,0
Neg_2487,-0.01575,0
Neg_703,0.90807,0
Neg_1742,-0.60956,0
Neg_305,-1.06075,0
Neg_1078,-0.23443,0
Neg_1672,-1.12053,0
Neg_2568,-1.23678,0
Neg_1911,-0.35378,0
Neg_2397,-0.81614,0
Neg_992,-1.06013,0
Neg_1161,-0.72503,0
Neg_2581,0.59075,0
Neg_701,-0.41684,0
Neg_464,-0.55902,0
Neg_1692,0.37944,0
Neg_774,0.29235,0
Neg_2620,-1.18015,0
Neg_979,-1.12778,0
Neg_2827,-0.8494,0
Neg_2729,0.53992,0
Neg_2277,0.13548,0
Neg_1632,-0.37861,0
Neg_2756,1.67162,0
Neg_1898,-0.43812,0
Neg_1391,0.28373,0
Neg_1059,-0.84488,0
Neg_1746,-0.3523,0
Neg_1847,-0.52402,0
Neg_1490,-0.79811,0
Neg_450,3.80368,0
Neg_1448,0.14203,0
Neg_2410,-0.03356,0
Neg_1301,-0.49158,0
Neg_696,-0.23736,0
Neg_2757,-0.23398,0
Neg_815,-1.2775,0
Neg_890,-0.35333,0
Neg_2049,-0.47821,0
Neg_634,-0.92031,0
Neg_1241,-0.21734,0
Neg_1265,-0.3288,0
Neg_1145,-1.32647,0
Neg_364,1.43221,0
Neg_2428,-0.14077,0
Neg_2873,-0.94625,0
Neg_2762,-0.93861,0
Neg_1932,-0.54338,0
Neg_218,-0.22869,0
Neg_1471,-1.00863,0
Neg_211,-0.44163,0
Neg_88,-0.52865,0
Neg_1800,-0.70063,0
Neg_1995,-1.0292,0
Neg_2231,0.52238,0
Neg_1090,0.4152,0
Neg_1457,0.13781,0
Neg_795,0.36256,0
Neg_1614,0.42433,0
Neg_732,-1.21383,0
Neg_2025,-0.03205,0
Neg_2088,0.31153,0
Neg_2527,-0.56523,0
Neg_2021,-1.26234,0
Neg_2570,-0.1726,0
Neg_215,-0.33626,0
Neg_2516,-0.99272,0
Neg_1712,-1.42719,0
Neg_2010,-0.58262,0
Neg_1285,0.3318,0
Neg_2834,-0.86502,0
Neg_2013,0.61311,0
Neg_945,-1.27315,0
Neg_1787,-1.23433,0
Neg_935,-0.53511,0
Neg_2099,-0.20219,0
Neg_2179,-0.35405,0
Neg_2726,0.05796,0
Neg_1484,-1.07721,0
Neg_2381,-0.48953,0
Neg_1458,-0.51516,0
Neg_216,0.51609,0
Neg_2725,1.0759,0
Neg_406,-0.69433,0
Neg_1363,-1.17645,0
Neg_1311,-0.63899,0
Neg_1149,2.71324,0
Neg_1218,-1.11572,0
Neg_1597,-0.2459,0
Neg_2745,-0.81108,0
Neg_1477,-0.89078,0
Neg_2803,0.7755,0
Neg_104,0.27142,0
Neg_1900,-1.00288,0
Neg_2586,-1.28538,0
Neg_2050,-1.11735,0
Neg_1069,3.1042,0
Neg_336,0.01532,0
Neg_2260,-0.64443,0
Neg_1733,-0.48458,0
Neg_1555,0.6075,0
Neg_2329,0.37106,0
Neg_1878,0.52333,0
Neg_1893,-0.82287,0
Neg_1716,-1.01142,0
Neg_2322,-0.02554,0
Neg_101,-0.33505,0
Neg_16,-0.17692,0
Neg_31,0.23027,0
Neg_240,1.1908,0
Neg_1117,-1.28059,0
Neg_2262,-0.41036,0
Neg_2861,-0.55213,0
Neg_1225,-0.60591,0
Neg_261,-0.7319,0
Neg_609,-0.41611,0
Neg_1352,-0.43533,0
Neg_733,1.60114,0
Neg_2593,1.02114,0
Neg_2259,-0.59358,0
Neg_1785,-0.51325,0
Neg_847,0.31624,0
Neg_684,-1.31933,0
Neg_1411,-0.79227,0
Neg_680,0.32691,0
Neg_502,-0.99751,0
Neg_1097,-0.07537,0
Neg_1826,-0.89734,0
Neg_702,-1.14766,0
Neg_1626,-1.32237,0
Neg_2358,-0.01079,0
Neg_1026,0.29099,0
Neg_82,-0.77958,0
Neg_509,-0.84971,0
Neg_1235,-1.32868,0
Neg_2118,-0.16736,0
Neg_1303,0.12662,0
Neg_72,-0.85279,0
Neg_1147,0.23673,0
Neg_2437,1.33883,0
Neg_1770,-1.50002,0
Neg_177,0.08387,0
Neg_978,-0.36865,0
Neg_724,1.84721,0
Neg_1766,-0.0825,0
Neg_868,-1.09767,0
Neg_1825,-1.15678,0
Neg_2020,-0.46931,0
Neg_1628,0.47352,0
Neg_892,-0.94496,0
Neg_2692,1.3609,0
Neg_512,-0.24661,0
Neg_2128,-1.41386,0
Neg_1647,1.09948,0
Neg_2419,2.23753,0
Neg_2659,-0.03294,0
Neg_1214,-1.14386,0
Neg_411,0.47295,0
Neg_2321,-0.61078,0
Neg_1384,0.86277,0
Neg_1489,-1.32311,0
Neg_2666,-0.63491,0
Neg_1905,-1.08323,0
Neg_55,0.21984,0
Neg_1178,0.81332,0
Neg_2369,0.39718,0
Neg_1,0.07543,0
Neg_1999,0.54055,0
Neg_1883,-0.89682,0
Neg_1643,0.8714,0
Neg_2885,1.11389,0
Neg_1786,-0.9239,0
Neg_1933,-0.52387,0
Neg_814,0.15383,0
Neg_1593,0.36518,0
Neg_1298,-0.20594,0
Neg_285,-0.73639,0
Neg_2792,-0.62467,0
Neg_2154,-1.12,0
Neg_1689,-1.50918,0
Neg_603,0.18654,0
Neg_1021,0.15524,0
Neg_1820,0.03902,0
Neg_222,-1.00733,0
Neg_256,0.29533,0
Neg_704,-0.8274,0
Neg_144,-1.17135,0
Neg_2067,-0.78823,0
Neg_1406,-0.1811,0
Neg_2616,-0.03521,0
Neg_648,0.46559,0
Neg_2774,-0.13193,0
Neg_292,-0.53744,0
Neg_2667,-0.42369,0
Neg_257,0.07074,0
Neg_1768,-1.1707,0
Neg_2249,-0.54178,0
Neg_779,-1.11661,0
Neg_2513,-0.9625,0
Neg_2425,-0.75988,0
Neg_2272,0.05983,0
Neg_361,-0.3169,0
Neg_1745,2.14103,0
Neg_2902,-0.97242,0
Neg_808,-0.55999,0
Neg_407,-0.8089,0
Neg_191,-0.70815,0
Neg_1737,-0.9478,0
Neg_1001,-1.14529,0
Neg_2120,-0.67631,0
Neg_960,-1.00187,0
Neg_1356,-1.15258,0
Neg_1764,2.82171,0
Neg_901,0.85057,0
Neg_2556,-1.24396,0
Neg_303,-1.23604,0
Neg_654,-0.87384,0
Neg_251,-1.13476,0
Neg_1958,-0.89388,0
Neg_2857,-0.84683,0
Neg_1824,-0.8406,0
Neg_9,1.27658,0
Neg_1397,-1.00925,0
Neg_1841,-0.33033,0
Neg_1197,-0.12529,0
Neg_1357,-0.87023,0
Neg_2898,-1.26014,0
Neg_2132,-1e-05,0
Neg_647,-0.50129,0
Neg_2646,0.11863,0
Neg_476,-0.89851,0
Neg_231,-0.37837,0
Neg_451,-0.88138,0
Neg_1073,1.87022,0
Neg_7,-0.51462,0
Neg_1877,-0.8158,0
Neg_2912,-0.34221,0
Neg_1968,0.14574,0
Neg_2590,0.13484,0
Neg_2781,-1.08903,0
Neg_940,2.68012,0
Neg_459,-0.82677,0
Neg_1657,-0.33792,0
Neg_2544,0.00513,0
Neg_2345,-1.48943,0
Neg_2406,-0.80106,0
Neg_2060,-0.66186,0
Neg_2697,-0.43519,0
Neg_1979,-0.37715,0
Neg_875,1.66368,0
Neg_798,-0.60641,0
Neg_2520,1.06718,0
Neg_2252,-0.65341,0
Neg_1502,-1.21741,0
Neg_2316,-0.65337,0
Neg_2282,-1.04006,0
Neg_2664,-0.4465,0
Neg_1274,2.82691,0
Neg_1290,0.20339,0
Neg_299,-0.96272,0
Neg_2528,-0.75484,0
Neg_1387,-1.09895,0
Neg_13,-0.5183,0
Neg_586,-0.49279,0
Neg_1691,-0.68503,0
Neg_629,-1.26964,0
Neg_1089,-0.79178,0
Neg_2884,-0.86967,0
Neg_2610,-1.34376,0
Neg_470,-0.82985,0
Neg_1649,0.18015,0
Neg_1177,-0.97182,0
Neg_2447,0.29698,0
Neg_10,1.20767,0
Neg_2623,-0.45857,0
Neg_265,1.79648,0
Neg_273,2.40895,0
Neg_2305,0.28515,0
Neg_915,-0.2483,0
Neg_1945,-0.70187,0
Neg_961,-1.33404,0
Neg_2662,-0.2736,0
Neg_1146,-0.5298,0
Neg_1137,-0.21242,0
Neg_41,-0.36351,0
Neg_1496,-0.34541,0
Neg_2270,-0.80125,0
Neg_1721,-1.08754,0
Neg_2196,-0.2357,0
Neg_1988,-0.72306,0
Neg_2464,-0.94782,0
Neg_521,-1.29623,0
Neg_1062,0.04409,0
Neg_899,-0.84981,0
Neg_374,-0.63171,0
Neg_2106,0.65992,0
Neg_3,-1.08736,0
Neg_405,0.09539,0
Neg_1873,-0.97339,0
Neg_2506,-0.66171,0
Neg_2777,-1.1555,0
Neg_762,-0.85947,0
Neg_401,0.54465,0
Neg_1801,1.91588,0
Neg_2863,-0.95346,0
Neg_2412,-0.73726,0
Neg_1094,-1.26825,0
Neg_1795,-0.08556,0
Neg_1144,0.97631,0
Neg_1201,-0.84958,0
Neg_2435,-0.10972,0
Neg_252,-0.38672,0
Neg_2676,-1.2301,0
Neg_322,0.87393,0
Neg_1525,-1.01538,0
Neg_1228,-0.59591,0
Neg_2042,-1.40837,0
Neg_2308,-0.55162,0
Neg_2157,-1.25713,0
Neg_2159,-0.50744,0
Neg_2734,0.0719,0
Neg_1207,-0.19344,0
Neg_120,-0.29727,0
Neg_2631,-0.29359,0
Neg_595,-0.81789,0
Neg_993,0.29735,0
Neg_1596,1.07704,0
Neg_2868,-0.59825,0
Neg_579,0.67498,0
Neg_1663,-0.24384,0
Neg_1040,0.38201,0
Neg_2240,-0.99279,0
Neg_2349,-0.92905,0
Neg_2207,-0.85081,0
Neg_1153,0.92438,0
Neg_580,0.8426,0
Neg_2390,0.54248,0
Neg_1683,0.52054,0
Neg_2601,0.02664,0
Neg_2888,-0.46172,0
Neg_1121,-0.12213,0
Neg_2688,-1.00406,0
Neg_1493,0.33513,0
Neg_1272,-0.88095,0
Neg_1242,-0.9247,0
Neg_1292,0.87861,0
Neg_2398,-1.28248,0
Neg_1990,-0.42986,0
Neg_2241,2.8208,0
Neg_508,-1.36798,0
Neg_307,-1.04802,0
Neg_2448,-0.76138,0
Neg_600,-0.81164,0
Neg_601,-0.56448,0
Neg_1217,-0.31851,0
Neg_839,1.33976,0
Neg_682,0.01435,0
Neg_2187,-0.4895,0
Neg_2821,-1.06538,0
Neg_2789,-1.386,0
Neg_169,0.33301,0
Neg_320,-0.99195,0
Neg_2889,-1.19494,0
Neg_17,0.02228,0
Neg_1714,-1.39955,0
Neg_2605,0.90214,0
Neg_1527,-0.53165,0
Neg_83,0.36237,0
Neg_2246,-1.02602,0
Neg_114,0.94412,0
Neg_1808,-0.37419,0
Neg_958,1.53706,0
Neg_2093,-0.77047,0
Neg_1561,-1.28584,0
Neg_1870,-0.15957,0
Neg_1335,-0.89299,0
Neg_1574,-1.27998,0
Neg_2188,-0.95882,0
Neg_608,0.94072,0
Neg_1240,0.33128,0
Neg_2628,-0.77997,0
Neg_1855,-0.81725,0
Neg_1793,0.19324,0
Neg_2263,-0.44266,0
Neg_2400,0.76177,0
Neg_1583,-0.0706,0
Neg_410,1.18315,0
Neg_2849,-0.15265,0
Neg_1389,-0.78807,0
Neg_130,-0.36915,0
Neg_2784,-0.9883,0
Neg_2759,0.43155,0
Neg_2148,1.68428,0
Neg_2886,-0.05981,0
Neg_903,-0.50538,0
Neg_2844,0.05762,0
Neg_1071,-0.35639,0
Neg_2491,1.06371,0
Neg_2731,0.03602,0
Neg_1497,-0.77308,0
Neg_2096,-1.30585,0
Neg_2234,-0.93893,0
Neg_263,-0.84809,0
Neg_2409,0.43036,0
Neg_171,-0.02107,0
Neg_2185,0.22874,0
Neg_1630,-0.88416,0
Neg_239,0.73626,0
Neg_933,-0.0159,0
Neg_2276,-0.86247,0
Neg_2707,-0.31527,0
Neg_1971,2.47004,0
Neg_293,0.73002,0
Neg_766,-0.90714,0
Neg_1208,0.23072,0
Neg_1076,-0.60337,0
Neg_2860,-0.17618,0
Neg_2048,0.56562,0
Neg_837,0.79694,0
Neg_2085,-0.82748,0
Neg_1812,-0.19276,0
Neg_659,-0.5567,0
Neg_2775,-0.91636,0
Neg_807,-0.58771,0
Neg_379,-0.6724,0
Neg_683,-0.53153,0
Neg_2124,-0.41367,0
Neg_1239,-1.14642,0
Neg_1478,0.66938,0
Neg_711,-0.40961,0
Neg_1422,-0.21361,0
Neg_2642,-0.54812,0
Neg_2243,-1.16679,0
Neg_419,0.33416,0
Neg_2335,-0.07571,0
Neg_708,-0.77928,0
Neg_2224,-1.16216,0
Neg_75,-0.94519,0
Neg_1927,0.01213,0
Neg_396,-1.22894,0
Neg_2062,-1.02241,0
Neg_1758,0.08498,0
Neg_1696,-0.70833,0
Neg_1938,-0.55995,0
Neg_2212,-0.60493,0
Neg_491,0.38495,0
Neg_857,-0.3581,0
Neg_2686,-0.6763,0
Neg_2549,-1.03799,0
Neg_465,-0.85246,0
Neg_214,0.39197,0
Neg_1450,-0.49619,0
Neg_2311,-0.76107,0
Neg_566,-0.61817,0
Neg_1468,-0.54996,0
Neg_324,-0.67935,0
Neg_1106,-1.45486,0
Neg_1455,-0.0394,0
Neg_1775,-0.23253,0
Neg_2533,-0.67789,0
Neg_84,-0.69722,0
Neg_2087,0.90452,0
Neg_454,-0.57589,0
Neg_1320,-0.76928,0
Neg_534,-1.24918,0
Neg_2600,-0.5574,0
Neg_2303,-0.34931,0
Neg_1332,0.0122,0
Neg_1096,-0.4293,0
Neg_278,-0.66023,0
Neg_2916,-0.45433,0
Neg_365,-0.63606,0
Neg_929,-1.00407,0
Neg_955,-0.35262,0
Neg_1510,0.25266,0
Neg_974,0.13616,0
Neg_2768,-0.1749,0
Neg_1142,1.10162,0
Neg_1174,-0.24028,0
Neg_848,-0.46298,0
Neg_991,-1.20367,0
Neg_565,-0.80976,0
Neg_1973,-0.30461,0
Neg_1172,0.15668,0
Neg_2450,0.63838,0
Neg_2795,-1.24883,0
Neg_33,-0.99027,0
Neg_2216,-1.10017,0
Neg_2359,1.85297,0
Neg_515,-0.32638,0
Neg_208,-0.44842,0
Neg_2503,0.02882,0
Neg_2396,-0.7569,0
Neg_1670,0.91827,0
Neg_8,-1.14844,0
Neg_1802,-0.84698,0
Neg_1617,-0.73034,0
Neg_1353,-0.36303,0
Neg_917,-0.82699,0
Neg_1912,-0.77322,0
Neg_2647,-0.72297,0
Neg_2682,-0.01476,0
Neg_1130,1.12057,0
Neg_1914,0.41578,0
Neg_1659,0.10447,0
Neg_1233,-1.18608,0
Neg_2379,-1.05955,0
Neg_1832,-1.18198,0
Neg_1156,-0.8394,0
Neg_2258,-0.57162,0
Neg_461,0.43658,0
Neg_1432,-0.48552,0
Neg_1840,-0.15918,0
Neg_51,-0.42925,0
Neg_2078,-0.93463,0
Neg_1658,-0.93443,0
Neg_1291,-0.63801,0
Neg_2421,-1.42119,0
Neg_1107,-1.12759,0
Neg_57,-0.49398,0
Neg_56,0.29209,0
Neg_1535,1.91287,0
Neg_728,-0.80062,0
Neg_612,0.63211,0
Neg_1789,0.52728,0
Neg_2923,0.80596,0
Neg_998,-0.82382,0
Neg_2027,0.89511,0
Neg_1120,-0.76372,0
Neg_938,0.14856,0
Neg_1639,-0.67749,0
Neg_1380,-1.1609,0
Neg_995,-1.22853,0
Neg_274,-0.2902,0
Neg_1731,0.0859,0
Neg_1423,-0.86903,0
Neg_1720,-0.64097,0
Neg_1176,-1.34865,0
Neg_298,0.18063,0
Neg_1494,-0.41437,0
Neg_2041,0.06927,0
Neg_2033,-0.73224,0
Neg_1010,-0.42606,0
Neg_964,0.01841,0
Neg_735,-0.14986,0
Neg_245,0.39738,0
Neg_317,-1.04472,0
Neg_1277,-0.33471,0
Neg_213,-1.00358,0
Neg_109,0.43367,0
Neg_1604,0.78562,0
Neg_2004,-0.87202,0
Neg_1848,-1.14214,0
Neg_1998,-1.06115,0
Neg_968,0.59257,0
Neg_1860,-0.73218,0
Neg_854,0.60396,0
Neg_229,-1.37349,0
Neg_397,-0.42144,0
Neg_1864,-0.05326,0
Neg_2553,0.18358,0
Neg_1504,-0.02185,0
Neg_2824,-1.19268,0
Neg_20,0.75034,0
Neg_1594,0.11339,0
Neg_2657,-0.3844,0
Neg_1823,-1.46969,0
Neg_2352,-1.17829,0
Neg_675,-0.65552,0
Neg_38,0.2659,0
Neg_2630,1.36045,0
Neg_1313,-1.27177,0
Neg_2083,-0.1681,0
Neg_224,0.26328,0
Neg_1271,-0.53709,0
Neg_2404,0.21318,0
Neg_91,-0.90589,0
Neg_2318,-0.40335,0
Neg_2034,-0.32346,0
Neg_2914,0.33473,0
Neg_2749,-0.54973,0
Neg_1143,-1.08623,0
Neg_80,-1.3012,0
Neg_289,0.53692,0
Neg_1262,0.23259,0
Neg_2269,0.08096,0
Neg_922,-0.99513,0
Neg_1843,-0.43672,0
Neg_40,0.2449,0
Neg_1771,0.12154,0
Neg_1068,-0.61491,0
Neg_1857,-0.8341,0
Neg_635,-0.54625,0
Neg_2908,0.90805,0
Neg_2651,-0.80796,0
Neg_781,-0.97199,0
Neg_574,0.1851,0
Neg_151,-0.7662,0
Neg_356,0.36947,0
Neg_1012,-0.42275,0
Neg_455,-0.79091,0
Neg_2395,0.16261,0
Neg_173,-0.8581,0
Neg_1744,-0.44309,0
Neg_1127,-1.14243,0
Neg_872,-1.40857,0
Neg_556,-0.11554,0
Neg_1872,-0.91822,0
Neg_1175,-1.02485,0
Neg_2738,-1.46518,0
Neg_2341,1.38429,0
Neg_2539,-0.29135,0
Neg_2859,1.33738,0
Neg_106,-1.06132,0
Neg_453,-0.94864,0
