,Polarity,y
Neg_1972,-0.4988,0
Neg_1250,0.27881,0
Neg_2893,0.30616,0
Neg_415,-0.30367,0
Neg_2440,0.46644,0
Neg_1947,-1.19037,0
Neg_2296,-0.95626,0
Neg_1491,-1.19927,0
Neg_1592,-0.04917,0
Neg_833,-1.38608,0
Neg_2254,1.73806,0
Neg_2786,0.56691,0
Neg_1307,-0.09844,0
Neg_1022,0.62172,0
Neg_2289,0.01262,0
Neg_2564,-1.42308,0
Neg_1131,-1.25654,0
Neg_2814,-1.18934,0
Neg_2346,-0.70524,0
Neg_2538,0.05642,0
Neg_503,0.73113,0
Neg_614,-0.5711,0
Neg_2227,-0.12092,0
Neg_1977,-1.35395,0
Neg_1151,-0.55742,0
Neg_2315,-0.12647,0
Neg_1180,-0.96155,0
Neg_308,0.65104,0
Neg_1426,-0.67466,0
Neg_12,-1.27672,0
Neg_506,-0.43801,0
Neg_136,-1.11404,0
Neg_378,0.29156,0
Neg_2058,0.31423,0
Neg_2336,-0.3353,0
Neg_2220,-1.21349,0
Neg_262,-0.39217,0
Neg_1888,0.48547,0
Neg_2552,-0.974,0
Neg_1340,-0.38794,0
Neg_1753,1.0041,0
Neg_941,-0.45579,0
Neg_689,-0.83942,0
Neg_403,-1.07549,0
Neg_2524,-0.60197,0
Neg_1006,-0.51188,0
Neg_89,0.66181,0
Neg_1956,0.49688,0
Neg_2723,-0.8136,0
Neg_34,-0.69808,0
Neg_757,0.42094,0
Neg_1170,-0.77238,0
Neg_1405,-0.94079,0
Neg_1634,-0.25571,0
Neg_835,-0.70471,0
Neg_1809,-1.22518,0
Neg_296,-0.21993,0
Neg_1989,-0.60248,0
Neg_636,-0.25613,0
Neg_1350,0.16194,0
Neg_160,-1.30878,0
Neg_1524,-0.81828,0
Neg_836,-0.72257,0
Neg_1885,-0.95081,0
Neg_1723,-0.84876,0
Neg_1139,-0.75387,0
Neg_531,0.0934,0
Neg_131,-0.83367,0
Neg_226,-0.28068,0
Neg_2031,-1.28396,0
Neg_1050,0.0194,0
Neg_2215,1.24983,0
Neg_1008,0.17684,0
Neg_755,-0.0308,0
Neg_1309,1.09508,0
Neg_1348,-1.20618,0
Neg_2829,-0.38726,0
Neg_1281,-0.67925,0
Neg_2879,-0.69163,0
Neg_2182,-1.22117,0
Neg_513,0.93645,0
Neg_2222,-1.18045,0
Neg_2348,-0.69074,0
Neg_549,1.10505,0
Neg_2669,1.37368,0
Neg_1248,0.23504,0
Neg_19,-0.85291,0
Neg_1763,-1.05318,0
Neg_2832,-0.49377,0
Neg_1992,-1.02866,0
Neg_2675,-0.16602,0
Neg_203,-0.16241,0
Neg_2314,-0.3724,0
Neg_460,-0.75593,0
Neg_248,-0.4628,0
Neg_418,-0.50375,0
Neg_1007,-0.89144,0
Neg_2178,-0.70562,0
Neg_537,-1.3991,0
Neg_97,-0.81864,0
Neg_1719,0.51881,0
Neg_1777,-0.56943,0
Neg_771,-0.98471,0
Neg_2070,-0.47332,0
Neg_1418,-0.21171,0
Neg_1167,-0.46709,0
Neg_2477,-0.27934,0
Neg_715,-0.43364,0
Neg_616,-0.42357,0
Neg_558,0.09071,0
Neg_64,0.64612,0
Neg_1316,-0.41509,0
Neg_1507,-1.28384,0
Neg_1101,-0.92222,0
Neg_1796,-1.0137,0
Neg_1223,-0.94725,0
Neg_538,-0.18824,0
Neg_302,-0.5869,0
Neg_200,-0.54117,0
Neg_1730,-0.27057,0
Neg_876,-0.9176,0
Neg_326,0.33638,0
Neg_1436,-0.64852,0
Neg_727,-0.89912,0
Neg_1831,-0.77837,0
Neg_900,0.80345,0
Neg_1637,-0.20609,0
Neg_2635,-0.12498,0
Neg_2454,-0.50646,0
Neg_1216,-0.77036,0
Neg_2191,-0.73476,0
Neg_1275,-0.58446,0
Neg_2151,-0.99698,0
Neg_1402,2.30463,0
Neg_717,0.30419,0
Neg_1862,-1.23407,0
Neg_158,0.07398,0
Neg_1740,0.07737,0
Neg_1424,-0.71475,0
Neg_943,1.7595,0
Neg_1688,-0.33391,0
Neg_148,-0.4823,0
Neg_2796,-0.9162,0
Neg_1887,-0.02093,0
Neg_2811,0.02319,0
Neg_859,-1.13867,0
Neg_2155,-0.69081,0
Neg_2045,-1.21428,0
Neg_1104,-1.01659,0
Neg_2638,-0.96804,0
Neg_962,-0.58974,0
Neg_2828,-1.01604,0
Neg_1944,0.12674,0
Neg_523,1.61646,0
Neg_1319,0.23181,0
Neg_562,-1.28613,0
Neg_2456,-0.4408,0
Neg_1500,0.21449,0
Neg_1913,1.07494,0
Neg_286,0.61073,0
Neg_2871,0.41525,0
Neg_456,-1.44071,0
Neg_984,0.56327,0
Neg_1837,-0.04007,0
Neg_2617,-1.01423,0
Neg_139,-0.50068,0
Neg_1815,-0.30704,0
Neg_1157,-0.30786,0
Neg_1317,-0.32491,0
Neg_2405,-0.67862,0
Neg_45,-1.1837,0
Neg_1797,-0.25869,0
Neg_2769,-0.74427,0
Neg_1390,-0.69665,0
Neg_1018,-1.33157,0
Neg_602,-0.93293,0
Neg_182,-1.08222,0
Neg_1056,0.7144,0
Neg_2567,-0.68472,0
Neg_849,-1.01571,0
Neg_2338,0.53816,0
Neg_422,-0.869,0
Neg_1421,0.20452,0
Neg_2439,-0.57126,0
Neg_563,-0.021,0
Neg_1622,0.84409,0
Neg_1578,0.18789,0
Neg_1939,-1.12742,0
Neg_163,-0.83016,0
Neg_287,1.60103,0
Neg_787,1.08892,0
Neg_1846,0.02096,0
Neg_1280,-1.35119,0
Neg_1918,-0.02094,0
Neg_999,1.02068,0
Neg_314,-0.71187,0
Neg_2192,-0.20002,0
Neg_605,-1.23017,0
Neg_413,0.12941,0
Neg_1861,-0.59457,0
Neg_342,3.59929,0
Neg_398,-1.22697,0
Neg_96,-0.96298,0
Neg_1924,0.43496,0
Neg_592,0.95613,0
Neg_1985,-0.44895,0
Neg_1045,-0.27821,0
Neg_2542,0.17577,0
Neg_2165,-1.08678,0
Neg_1526,-0.95406,0
Neg_2709,-0.10412,0
Neg_2230,-0.35284,0
Neg_2137,-0.32826,0
Neg_2068,-0.0055,0
Neg_2163,0.30326,0
Neg_2247,-0.83612,0
Neg_529,-1.11949,0
Neg_936,-0.41856,0
Neg_2418,-1.05368,0
Neg_2487,0.21004,0
Neg_703,0.83045,0
Neg_1742,-0.61211,0
Neg_305,-0.88738,0
Neg_1078,-0.5725,0
Neg_1672,-1.29199,0
Neg_2568,-0.49206,0
Neg_1911,-0.88502,0
Neg_2397,-0.9756,0
Neg_992,-1.4796,0
Neg_1161,-0.29495,0
Neg_2581,-0.24616,0
Neg_701,-0.92106,0
Neg_464,-1.02562,0
Neg_1692,-0.46399,0
Neg_774,0.05234,0
Neg_2620,-0.80314,0
Neg_979,-0.93289,0
Neg_2827,-0.89379,0
Neg_2729,0.0282,0
Neg_2277,0.56956,0
Neg_1632,-0.88657,0
Neg_2756,1.09697,0
Neg_1898,-0.49203,0
Neg_1391,-0.91345,0
Neg_1059,-0.67164,0
Neg_1746,-0.13791,0
Neg_1847,-0.8125,0
Neg_1490,-0.66311,0
Neg_450,3.58567,0
Neg_1448,-0.51619,0
Neg_2410,0.09694,0
Neg_1301,-0.53122,0
Neg_696,-0.4534,0
Neg_2757,-0.87922,0
Neg_815,-0.80501,0
Neg_890,0.31726,0
Neg_2049,-0.71211,0
Neg_634,-0.06608,0
Neg_1241,-0.80333,0
Neg_1265,-0.77581,0
Neg_1145,-0.83275,0
Neg_364,1.99907,0
Neg_2428,-0.14532,0
Neg_2873,-0.61062,0
Neg_2762,-0.81652,0
Neg_1932,-0.37421,0
Neg_218,2.21546,0
Neg_1471,-0.90824,0
Neg_211,-0.0858,0
Neg_88,-0.09409,0
Neg_1800,-0.77559,0
Neg_1995,0.18527,0
Neg_2231,0.24577,0
Neg_1090,0.24172,0
Neg_1457,-0.43994,0
Neg_795,0.36071,0
Neg_1614,0.57843,0
Neg_732,-1.24469,0
Neg_2025,-0.28558,0
Neg_2088,-0.92517,0
Neg_2527,-0.65949,0
Neg_2021,-1.15512,0
Neg_2570,-0.32632,0
Neg_215,0.48543,0
Neg_2516,-1.29153,0
Neg_1712,-1.19778,0
Neg_2010,-0.49423,0
Neg_1285,0.48879,0
Neg_2834,-0.48286,0
Neg_2013,-0.20536,0
Neg_945,-1.27807,0
Neg_1787,-1.13473,0
Neg_935,-0.50394,0
Neg_2099,-0.78211,0
Neg_2179,-0.26434,0
Neg_2726,-0.32493,0
Neg_1484,-1.14448,0
Neg_2381,-0.63631,0
Neg_1458,-1.04459,0
Neg_216,0.1789,0
Neg_2725,1.12843,0
Neg_406,-0.97587,0
Neg_1363,-1.00495,0
Neg_1311,0.38295,0
Neg_1149,2.90781,0
Neg_1218,0.89083,0
Neg_1597,-0.98151,0
Neg_2745,-0.41749,0
Neg_1477,-1.00876,0
Neg_2803,0.65642,0
Neg_104,0.0007,0
Neg_1900,-0.83968,0
Neg_2586,-1.0037,0
Neg_2050,-1.40816,0
Neg_1069,1.37914,0
Neg_336,-0.31819,0
Neg_2260,-0.87469,0
Neg_1733,-0.39439,0
Neg_1555,0.83047,0
Neg_2329,1.02466,0
Neg_1878,0.48327,0
Neg_1893,-1.11693,0
Neg_1716,-0.67437,0
Neg_2322,0.46664,0
Neg_101,-1.31747,0
Neg_16,-0.03664,0
Neg_31,-0.30722,0
Neg_240,1.59272,0
Neg_1117,-1.03019,0
Neg_2262,-0.19237,0
Neg_2861,-0.19414,0
Neg_1225,-0.45424,0
Neg_261,-0.91845,0
Neg_609,0.56564,0
Neg_1352,-0.64837,0
Neg_733,1.27484,0
Neg_2593,0.15587,0
Neg_2259,0.39019,0
Neg_1785,-0.13307,0
Neg_847,-1.00191,0
Neg_684,-1.14052,0
Neg_1411,-0.36695,0
Neg_680,0.73806,0
Neg_502,0.10602,0
Neg_1097,0.22497,0
Neg_1826,-0.94406,0
Neg_702,-0.73791,0
Neg_1626,-0.64874,0
Neg_2358,-0.40761,0
Neg_1026,-0.16713,0
Neg_82,-1.16011,0
Neg_509,-0.81814,0
Neg_1235,-1.02147,0
Neg_2118,0.23723,0
Neg_1303,0.11729,0
Neg_72,-0.23742,0
Neg_1147,0.30882,0
Neg_2437,1.14287,0
Neg_1770,-0.66532,0
Neg_177,-0.0269,0
Neg_978,0.08667,0
Neg_724,1.2404,0
Neg_1766,-0.34323,0
Neg_868,-1.1025,0
Neg_1825,-0.80439,0
Neg_2020,-0.69835,0
Neg_1628,-0.22601,0
Neg_892,-0.87712,0
Neg_2692,1.20534,0
Neg_512,0.29172,0
Neg_2128,-0.95968,0
Neg_1647,0.87742,0
Neg_2419,0.77923,0
Neg_2659,-0.32844,0
Neg_1214,-0.28441,0
Neg_411,0.49275,0
Neg_2321,-0.18164,0
Neg_1384,0.71849,0
Neg_1489,-1.47658,0
Neg_2666,-0.63412,0
Neg_1905,-0.89446,0
Neg_55,0.04926,0
Neg_1178,0.61611,0
Neg_2369,-0.14831,0
Neg_1,-0.29042,0
Neg_1999,1.492,0
Neg_1883,-0.68063,0
Neg_1643,1.55974,0
Neg_2885,1.02907,0
Neg_1786,-0.83709,0
Neg_1933,-0.78953,0
Neg_814,0.0134,0
Neg_1593,0.65918,0
Neg_1298,-0.55207,0
Neg_285,-0.87314,0
Neg_2792,0.3173,0
Neg_2154,-1.38993,0
Neg_1689,-1.41251,0
Neg_603,0.40763,0
Neg_1021,-0.24697,0
Neg_1820,-0.08805,0
Neg_222,-1.04971,0
Neg_256,1.48178,0
Neg_704,-0.91344,0
Neg_144,-0.84578,0
Neg_2067,-1.26311,0
Neg_1406,-0.3563,0
Neg_2616,0.24445,0
Neg_648,0.64952,0
Neg_2774,0.02413,0
Neg_292,-0.48878,0
Neg_2667,-0.15772,0
Neg_257,-0.66832,0
Neg_1768,-0.86835,0
Neg_2249,-0.70399,0
Neg_779,-0.87778,0
Neg_2513,-1.41339,0
Neg_2425,-1.26413,0
Neg_2272,-0.85591,0
Neg_361,-0.39892,0
Neg_1745,1.7225,0
Neg_2902,-1.01014,0
Neg_808,-0.27997,0
Neg_407,-0.68335,0
Neg_191,-0.78274,0
Neg_1737,-1.36631,0
Neg_1001,-0.71183,0
Neg_2120,-1.02851,0
Neg_960,-0.82165,0
Neg_1356,-1.19392,0
Neg_1764,2.31551,0
Neg_901,0.75289,0
Neg_2556,-1.08881,0
Neg_303,-1.17645,0
Neg_654,-0.75385,0
Neg_251,-1.09616,0
Neg_1958,-0.75009,0
Neg_2857,-0.93847,0
Neg_1824,-0.41776,0
Neg_9,1.6027,0
Neg_1397,-0.88063,0
Neg_1841,0.17053,0
Neg_1197,-0.22801,0
Neg_1357,-0.7763,0
Neg_2898,-1.20575,0
Neg_2132,2.42797,0
Neg_647,-0.12113,0
Neg_2646,-0.18759,0
Neg_476,-0.58804,0
Neg_231,0.45729,0
Neg_451,-0.94842,0
Neg_1073,2.13693,0
Neg_7,-0.91511,0
Neg_1877,-1.30544,0
Neg_2912,0.37565,0
Neg_1968,0.59308,0
Neg_2590,-0.16406,0
Neg_2781,-1.29578,0
Neg_940,2.16963,0
Neg_459,-0.68214,0
Neg_1657,-0.23721,0
Neg_2544,-0.04972,0
Neg_2345,-1.12163,0
Neg_2406,-0.7382,0
Neg_2060,-0.99921,0
Neg_2697,-0.23794,0
Neg_1979,-0.45226,0
Neg_875,0.98315,0
Neg_798,-0.63748,0
Neg_2520,0.87971,0
Neg_2252,-1.32167,0
Neg_1502,-1.20715,0
Neg_2316,-0.47147,0
Neg_2282,0.07837,0
Neg_2664,-1.03223,0
Neg_1274,1.74479,0
Neg_1290,0.13216,0
Neg_299,-0.40772,0
Neg_2528,-0.87328,0
Neg_1387,-1.08155,0
Neg_13,-0.86147,0
Neg_586,-0.34024,0
Neg_1691,-0.45176,0
Neg_629,-1.17495,0
Neg_1089,-0.58771,0
Neg_2884,0.11561,0
Neg_2610,-1.3193,0
Neg_470,-0.70142,0
Neg_1649,0.72042,0
Neg_1177,-0.51783,0
Neg_2447,0.76855,0
Neg_10,0.63897,0
Neg_2623,0.15757,0
Neg_265,2.08866,0
Neg_273,2.67735,0
Neg_2305,0.16508,0
Neg_915,-0.58826,0
Neg_1945,-0.51707,0
Neg_961,-0.57935,0
Neg_2662,0.12799,0
Neg_1146,-0.95357,0
Neg_1137,0.05708,0
Neg_41,-0.26335,0
Neg_1496,-0.11538,0
Neg_2270,-1.04095,0
Neg_1721,-0.63748,0
Neg_2196,-0.37933,0
Neg_1988,-0.66039,0
Neg_2464,-0.9138,0
Neg_521,-1.07178,0
Neg_1062,-0.56658,0
Neg_899,0.3446,0
Neg_374,-0.6037,0
Neg_2106,0.1222,0
Neg_3,-1.22176,0
Neg_405,1.19243,0
Neg_1873,0.56346,0
Neg_2506,0.15452,0
Neg_2777,-0.82792,0
Neg_762,-0.62317,0
Neg_401,-0.21942,0
Neg_1801,1.52811,0
Neg_2863,-0.52078,0
Neg_2412,-0.46604,0
Neg_1094,-1.32717,0
Neg_1795,-0.70016,0
Neg_1144,1.85191,0
Neg_1201,-0.9993,0
Neg_2435,-0.44159,0
Neg_252,-0.06362,0
Neg_2676,-0.6225,0
Neg_322,1.17226,0
Neg_1525,-0.70612,0
Neg_1228,-0.16228,0
Neg_2042,-1.07798,0
Neg_2308,-1.3219,0
Neg_2157,-1.00575,0
Neg_2159,-0.9521,0
Neg_2734,-0.44813,0
Neg_1207,-0.55956,0
Neg_120,-0.81122,0
Neg_2631,-0.59587,0
Neg_595,-1.17817,0
Neg_993,-0.66077,0
Neg_1596,0.93438,0
Neg_2868,0.42828,0
Neg_579,-0.29283,0
Neg_1663,0.39635,0
Neg_1040,0.32385,0
Neg_2240,-0.86859,0
Neg_2349,-1.26354,0
Neg_2207,-0.75593,0
Neg_1153,0.41435,0
Neg_580,0.53494,0
Neg_2390,0.51736,0
Neg_1683,-0.04698,0
Neg_2601,-0.02362,0
Neg_2888,-0.70085,0
Neg_1121,-0.15246,0
Neg_2688,-0.52388,0
Neg_1493,0.16191,0
Neg_1272,-0.75615,0
Neg_1242,-0.3806,0
Neg_1292,1.89362,0
Neg_2398,-0.53216,0
Neg_1990,0.35424,0
Neg_2241,1.41782,0
Neg_508,-1.30183,0
Neg_307,-0.30181,0
Neg_2448,-0.23276,0
Neg_600,-0.96852,0
Neg_601,-0.75712,0
Neg_1217,-0.15827,0
Neg_839,0.73308,0
Neg_682,-0.11071,0
Neg_2187,-0.77225,0
Neg_2821,-0.88374,0
Neg_2789,-1.12229,0
Neg_169,0.14252,0
Neg_320,-0.99665,0
Neg_2889,-0.87588,0
Neg_17,0.32745,0
Neg_1714,-1.2738,0
Neg_2605,0.98122,0
Neg_1527,-0.16034,0
Neg_83,0.07394,0
Neg_2246,-0.94742,0
Neg_114,1.3472,0
Neg_1808,0.19179,0
Neg_958,2.83062,0
Neg_2093,-0.961,0
Neg_1561,-1.05927,0
Neg_1870,-0.00265,0
Neg_1335,-0.6406,0
Neg_1574,-0.85317,0
Neg_2188,-0.86815,0
Neg_608,-0.08,0
Neg_1240,-0.92689,0
Neg_2628,-0.70249,0
Neg_1855,-0.92026,0
Neg_1793,-0.85996,0
Neg_2263,-0.47727,0
Neg_2400,0.73563,0
Neg_1583,0.7775,0
Neg_410,1.48928,0
Neg_2849,-0.39224,0
Neg_1389,-0.89824,0
Neg_130,-0.48559,0
Neg_2784,-0.44614,0
Neg_2759,0.25604,0
Neg_2148,0.82301,0
Neg_2886,-0.35728,0
Neg_903,-1.31719,0
Neg_2844,-0.27036,0
Neg_1071,-0.40469,0
Neg_2491,1.29087,0
Neg_2731,-0.19428,0
Neg_1497,0.26328,0
Neg_2096,-0.9398,0
Neg_2234,-0.96304,0
Neg_263,-1.08766,0
Neg_2409,0.54802,0
Neg_171,-0.25604,0
Neg_2185,0.2569,0
Neg_1630,-0.60482,0
Neg_239,0.4308,0
Neg_933,-0.4436,0
Neg_2276,-1.37476,0
Neg_2707,-0.81028,0
Neg_1971,2.38599,0
Neg_293,0.68863,0
Neg_766,-0.76828,0
Neg_1208,-0.26587,0
Neg_1076,-1.45928,0
Neg_2860,-0.48596,0
Neg_2048,1.2511,0
Neg_837,0.41839,0
Neg_2085,-0.14758,0
Neg_1812,-0.46552,0
Neg_659,-0.28897,0
Neg_2775,-0.55721,0
Neg_807,-0.6928,0
Neg_379,-0.67083,0
Neg_683,-0.45498,0
Neg_2124,-0.82664,0
Neg_1239,-0.69761,0
Neg_1478,-0.12899,0
Neg_711,-0.35365,0
Neg_1422,-0.49787,0
Neg_2642,-1.36216,0
Neg_2243,-1.08365,0
Neg_419,0.13955,0
Neg_2335,0.03434,0
Neg_708,0.01358,0
Neg_2224,-1.00555,0
Neg_75,-0.89135,0
Neg_1927,-0.11599,0
Neg_396,-0.36889,0
Neg_2062,-0.31748,0
Neg_1758,-0.41027,0
Neg_1696,-0.76611,0
Neg_1938,-0.67343,0
Neg_2212,-0.7064,0
Neg_491,-0.25039,0
Neg_857,-0.68765,0
Neg_2686,-0.16184,0
Neg_2549,-0.91279,0
Neg_465,-0.98854,0
Neg_214,-0.16692,0
Neg_1450,-0.72609,0
Neg_2311,-0.81465,0
Neg_566,-0.57658,0
Neg_1468,-0.12646,0
Neg_324,0.19751,0
Neg_1106,-1.44397,0
Neg_1455,-0.62954,0
Neg_1775,-0.46851,0
Neg_2533,-0.49612,0
Neg_84,-0.10057,0
Neg_2087,0.68258,0
Neg_454,-0.43065,0
Neg_1320,-0.54159,0
Neg_534,-0.68519,0
Neg_2600,-0.74849,0
Neg_2303,-0.12203,0
Neg_1332,-1.1479,0
Neg_1096,-0.5926,0
Neg_278,-0.28292,0
Neg_2916,-0.11367,0
Neg_365,-0.8428,0
Neg_929,-0.55779,0
Neg_955,-1.05969,0
Neg_1510,0.39748,0
Neg_974,-0.15075,0
Neg_2768,-0.02052,0
Neg_1142,2.45313,0
Neg_1174,-0.63402,0
Neg_848,0.33007,0
Neg_991,-0.98355,0
Neg_565,-0.72409,0
Neg_1973,-0.0404,0
Neg_1172,0.13583,0
Neg_2450,0.36851,0
Neg_2795,-0.55805,0
Neg_33,-0.95582,0
Neg_2216,0.36166,0
Neg_2359,1.84398,0
Neg_515,-0.43403,0
Neg_208,-0.74865,0
Neg_2503,-0.14622,0
Neg_2396,-0.92715,0
Neg_1670,0.94288,0
Neg_8,-0.94103,0
Neg_1802,-1.28947,0
Neg_1617,-0.95081,0
Neg_1353,-0.90422,0
Neg_917,-0.91663,0
Neg_1912,-0.73583,0
Neg_2647,-0.80359,0
Neg_2682,-0.60776,0
Neg_1130,-0.04148,0
Neg_1914,-0.3327,0
Neg_1659,-0.04887,0
Neg_1233,-0.5357,0
Neg_2379,-0.52876,0
Neg_1832,-1.46521,0
Neg_1156,-0.89325,0
Neg_2258,-0.19702,0
Neg_461,0.9012,0
Neg_1432,-0.78529,0
Neg_1840,-0.83581,0
Neg_51,0.07715,0
Neg_2078,-0.7313,0
Neg_1658,-0.96261,0
Neg_1291,-0.64186,0
Neg_2421,-1.36506,0
Neg_1107,-0.72121,0
Neg_57,-0.68331,0
Neg_56,0.8184,0
Neg_1535,1.48515,0
Neg_728,-0.30237,0
Neg_612,0.74609,0
Neg_1789,1.05761,0
Neg_2923,0.54464,0
Neg_998,-0.4336,0
Neg_2027,0.80651,0
Neg_1120,-0.36903,0
Neg_938,0.03472,0
Neg_1639,-0.47952,0
Neg_1380,-0.83819,0
Neg_995,-0.65579,0
Neg_274,0.70227,0
Neg_1731,0.10975,0
Neg_1423,-0.03198,0
Neg_1720,-1.03069,0
Neg_1176,-1.06315,0
Neg_298,1.75039,0
Neg_1494,-0.01726,0
Neg_2041,-0.00671,0
Neg_2033,-0.68688,0
Neg_1010,-0.13984,0
Neg_964,0.0957,0
Neg_735,-0.80713,0
Neg_245,0.4774,0
Neg_317,-0.69977,0
Neg_1277,-0.32798,0
Neg_213,-1.14655,0
Neg_109,0.81943,0
Neg_1604,0.44799,0
Neg_2004,-0.13024,0
Neg_1848,-0.81383,0
Neg_1998,-0.83445,0
Neg_968,-0.44236,0
Neg_1860,-1.33781,0
Neg_854,0.0545,0
Neg_229,-0.20926,0
Neg_397,-0.23347,0
Neg_1864,0.26356,0
Neg_2553,0.21737,0
Neg_1504,-0.13207,0
Neg_2824,-1.2766,0
Neg_20,-0.3299,0
Neg_1594,-0.36822,0
Neg_2657,-0.31971,0
Neg_1823,-1.13752,0
Neg_2352,-0.97107,0
Neg_675,-0.02931,0
Neg_38,0.50212,0
Neg_2630,1.81186,0
Neg_1313,-0.90465,0
Neg_2083,-0.04867,0
Neg_224,0.20356,0
Neg_1271,-1.25136,0
Neg_2404,1.57745,0
Neg_91,0.00353,0
Neg_2318,-0.6781,0
Neg_2034,-0.31575,0
Neg_2914,0.13648,0
Neg_2749,-0.5655,0
Neg_1143,-1.05816,0
Neg_80,-1.38909,0
Neg_289,0.27755,0
Neg_1262,0.13902,0
Neg_2269,0.85992,0
Neg_922,-1.19121,0
Neg_1843,-0.40976,0
Neg_40,-0.43406,0
Neg_1771,-0.56637,0
Neg_1068,-0.8601,0
Neg_1857,-0.54344,0
Neg_635,-0.38554,0
Neg_2908,-0.20118,0
Neg_2651,-0.53065,0
Neg_781,-0.97828,0
Neg_574,-0.56262,0
Neg_151,-0.41244,0
Neg_356,0.04332,0
Neg_1012,0.0196,0
Neg_455,-0.88727,0
Neg_2395,0.19834,0
Neg_173,-1.00849,0
Neg_1744,-0.30858,0
Neg_1127,-1.42347,0
Neg_872,-1.03374,0
Neg_556,-0.34588,0
Neg_1872,-1.05378,0
Neg_1175,-1.3461,0
Neg_2738,-1.12829,0
Neg_2341,1.23593,0
Neg_2539,-0.48642,0
Neg_2859,0.19999,0
Neg_106,-1.00247,0
Neg_453,-0.37865,0
Neg_1396,-0.38607,0
