,NMBroto_CIDH920105.lag1,NMBroto_CIDH920105.lag2,NMBroto_CIDH920105.lag3,NMBroto_BHAR880101.lag1,NMBroto_BHAR880101.lag2,NMBroto_BHAR880101.lag3,NMBroto_CHAM820101.lag1,NMBroto_CHAM820101.lag2,NMBroto_CHAM820101.lag3,NMBroto_CHAM820102.lag1,NMBroto_CHAM820102.lag2,NMBroto_CHAM820102.lag3,NMBroto_CHOC760101.lag1,NMBroto_CHOC760101.lag2,NMBroto_CHOC760101.lag3,NMBroto_BIGC670101.lag1,NMBroto_BIGC670101.lag2,NMBroto_BIGC670101.lag3,NMBroto_CHAM810101.lag1,NMBroto_CHAM810101.lag2,NMBroto_CHAM810101.lag3,NMBroto_DAYM780201.lag1,NMBroto_DAYM780201.lag2,NMBroto_DAYM780201.lag3,y
Neg_1859,0.50479,0.86026,-2.21852,0.07543,0.6258,-0.63761,-0.19474,0.01422,0.05131,-0.15913,0.04705,-0.36229,-0.33306,-0.20251,-0.04002,-0.20968,-0.34725,-0.44085,-0.62108,0.10902,-0.28864,-0.47406,-0.06745,-0.4217,0
Neg_1088,-0.35827,0.46802,0.64075,-0.20438,0.49868,-1.0547,-1.70102,1.02258,0.45348,-0.08875,-0.20026,0.25444,-1.35839,0.93575,0.23064,-1.45012,0.84361,0.54873,-0.66982,0.28224,0.31682,-0.70709,0.09126,-0.3156,0
Neg_448,-0.11599,-0.25711,0.11448,-1.06839,-0.6582,0.50432,0.06595,0.02817,0.31677,0.12492,-0.5304,0.15778,-0.02011,0.0753,0.14639,0.01295,-0.00651,-0.00013,-0.38641,0.57526,-0.20282,-0.1169,-0.04607,0.04386,0
Neg_2831,0.04582,0.56338,0.70164,-0.22286,0.35166,0.59061,-0.03073,0.09803,0.3681,0.09267,0.23158,1.03561,-0.27047,-0.06978,0.38547,-0.16475,-0.01236,0.24696,0.10866,0.08044,0.07331,-0.32969,-0.23129,-0.16292,0
Neg_358,-1.00494,-0.96729,-0.19192,-0.24776,-0.27269,-0.5135,0.40006,1.08941,0.40675,-0.02472,0.09671,-0.18394,0.32546,1.00852,0.27575,-0.07396,0.84309,0.10656,-0.49278,0.23136,-0.37604,-0.84281,0.16953,-0.50954,0
Neg_2287,0.65589,0.60507,1.14931,0.95413,-0.06153,1.31427,-0.44547,-0.82816,0.49569,0.16246,0.07758,0.59585,-0.4613,-0.73746,0.43036,-0.53254,-0.65266,0.55451,-0.77295,-0.00296,0.66853,-0.46722,0.19025,0.14021,0
Neg_2597,-0.69465,0.32336,0.13347,-0.31732,-0.02834,-0.30171,-0.92226,0.14027,-0.67985,0.02288,-0.2585,-0.66329,-0.97648,-0.16418,-0.86158,-1.07743,-0.33899,-0.58605,-0.35406,0.02008,0.0395,0.39583,-0.54723,0.71066,0
Neg_2648,0.27314,-0.08786,-0.30194,0.67504,-0.38782,-0.7177,0.8862,-0.1292,0.02629,-0.64301,0.15673,-0.90477,0.78181,-0.20613,-0.06942,0.98396,-0.36756,0.03626,0.64682,-0.59306,0.09703,0.14456,-0.14,-0.11641,0
Neg_152,-0.68931,-0.62158,0.47503,-0.14267,-0.69449,-0.17521,-0.6357,-0.36492,0.27518,-0.4466,-0.06782,0.20332,-0.58259,-0.37491,0.34748,-0.60912,-0.39504,0.66671,-0.68336,-0.1488,1.03841,-0.06851,0.80254,-0.22635,0
Neg_2086,0.46639,-0.23757,-0.03131,0.99171,-0.08802,-0.16849,0.02898,-0.01866,-0.20853,0.40375,0.20774,0.30316,-0.19558,-0.00708,0.00699,0.25852,-0.07994,0.10207,0.32153,-0.03769,-0.29735,-0.93135,-0.73002,-0.25188,0
Neg_966,0.56211,-0.22714,-1.27266,-0.16834,-0.22104,-0.22416,1.68725,1.33999,0.25297,0.36922,-0.23484,1.19949,1.9848,1.47272,0.41202,1.7934,1.31462,-0.08762,1.49308,0.92236,0.48758,0.61137,0.29085,-0.4883,0
Neg_2081,0.33175,0.77524,0.25995,-0.16087,0.18972,0.25005,0.12993,0.56025,0.63853,-0.42523,0.19157,0.69577,0.04265,0.19338,0.50422,0.23027,0.33003,0.51375,0.09822,-0.23823,0.43959,-0.05198,-0.21878,-0.19543,0
Neg_2579,-0.77155,-0.9264,-0.45377,-0.59387,-0.38106,0.36254,-0.16144,0.16659,-0.81139,-0.26125,-0.57246,0.68833,0.07226,0.32557,-0.73675,-0.44308,0.2968,-1.12926,-0.74881,0.54539,-1.05962,-0.86784,-0.55574,0.11771,0
Neg_542,0.46353,0.64263,0.58958,1.10366,1.41893,0.92959,-0.24644,-0.14986,0.65816,0.89805,0.50912,0.86925,-0.30931,-0.22171,0.43433,-0.43512,-0.24107,0.55899,-0.16457,-0.39691,0.12479,0.22298,0.12531,0.42311,0
Neg_270,0.19541,-0.98916,-0.09454,-0.62419,0.15468,0.05146,-0.36523,-0.59643,-0.27379,0.01479,-0.76967,-0.75608,-0.18351,-0.74573,-0.32661,-0.17648,-0.65091,-0.49035,-0.02066,-0.22387,0.18666,-0.87042,0.02008,-0.13212,0
Neg_447,-0.56679,0.10678,0.61011,0.29695,-0.04879,0.37584,-0.24571,0.23423,-1.01188,0.17659,-0.16153,-0.15038,0.13142,-0.03373,-0.67931,-0.37647,0.38298,-0.72796,0.18819,0.12456,0.07032,-0.96596,0.42884,0.25867,0
Neg_2242,1.01688,1.23898,0.75236,0.23068,0.12644,0.29574,0.16379,0.79061,0.56385,-0.29792,0.50386,0.41117,0.4361,1.00238,0.71444,0.31935,1.17278,0.66078,0.6474,1.21701,1.19011,0.7559,-0.5839,0.09404,0
Neg_1615,-0.27717,-0.85742,0.27795,-0.74075,-0.27466,-0.28232,0.07986,-1.48433,-0.51436,0.0524,0.46781,0.0834,0.17651,-1.50158,-0.71536,-0.19988,-1.62606,0.00884,-0.26041,-0.79311,0.40746,-0.73253,-0.77505,1.05704,0
Neg_103,-0.35882,0.36749,-1.36766,-0.34444,-0.45092,-0.43094,-0.13431,0.23087,-0.15795,-1.76902,1.10856,-0.63457,-0.23939,-0.18995,0.13962,-0.445,0.10557,-0.0267,-0.86499,0.34063,-0.67361,0.23181,-0.09048,-1.11908,0
Neg_1048,0.2555,-1.15402,-0.70052,0.05628,-1.66258,0.40655,-0.16112,-0.96041,-1.47689,-0.22446,0.39195,0.1717,0.12465,-0.83051,-1.31184,-0.02586,-1.18882,-1.30994,0.07035,-0.83775,-0.25484,0.20386,-1.19461,-0.6882,0
Neg_628,0.47009,-0.48231,-0.13246,-0.05852,-0.32511,0.17164,-0.02342,-0.56106,-0.83697,-0.36427,-0.01241,0.41808,-0.08254,-0.48539,-0.52711,0.16038,-0.76387,-0.30062,-0.17496,-0.5455,-0.37007,-1.04926,-0.58021,-0.19197,0
Neg_2169,0.35563,-1.32043,0.61409,0.30326,-0.05982,-0.20762,0.82938,0.08318,-0.17354,0.41832,-1.87363,-0.8406,0.7402,0.12219,-0.19766,0.73801,-0.25864,-0.05382,0.39998,-0.73138,-0.03213,0.76871,0.27421,-0.44901,0
Neg_599,0.10248,0.75408,-0.51587,-0.05822,-0.66255,-0.52512,-0.05862,0.15436,0.05579,-0.04055,0.55116,1.39804,-0.08964,0.17443,0.05751,-0.07025,0.23304,-0.09142,0.3426,0.33759,-0.2565,0.41763,0.86188,0.63664,0
Neg_2490,-1.19179,0.70307,0.49684,-1.96926,1.0384,1.09836,0.49131,-0.32223,0.3433,-0.77483,-0.50332,-0.88033,0.38988,-0.2073,0.67162,0.85055,0.06745,0.70228,0.30197,0.04183,0.25873,0.17636,-1.96309,-1.4733,0
Neg_62,-0.24274,-0.54649,-0.44625,-0.28625,-0.52256,-0.03279,0.34553,-0.33906,-0.56889,-0.80194,-0.37982,-0.44805,0.25515,-0.48476,-0.48386,0.05249,-0.30758,-0.52841,-0.43305,-0.34874,0.06515,0.00933,-0.10671,-0.50019,0
Neg_1129,0.55778,0.12275,-0.12162,-0.63403,-1.40082,0.49045,-0.84174,-0.00823,-0.11463,-0.84672,0.43996,0.49147,-0.90984,-0.49412,0.3139,-0.46766,-0.33869,0.12607,0.05987,-0.52022,0.68532,-1.16114,-0.34902,0.28721,0
Neg_190,-1.68539,-0.68794,1.37801,0.06691,-0.541,1.64075,0.03189,-0.54742,-1.00712,1.26971,0.51634,0.94242,0.39702,-0.49712,-0.83708,-0.05313,-0.05741,-0.68716,-0.04737,-0.22139,0.01162,-0.20482,-0.7958,0.10911,0
Neg_1522,0.25392,0.44486,0.55252,-0.20526,-0.28063,-0.02523,0.04661,1.2388,-0.52365,0.24668,-0.01109,0.6568,-0.16665,1.21098,-0.43987,0.07947,1.50254,-0.53451,-0.18226,1.10448,0.36733,0.56126,0.28859,0.23514,0
Neg_165,-0.24802,-0.15113,-0.26508,0.02908,-0.05214,0.79789,-0.08026,-0.4273,0.30845,-0.57233,-1.5076,-0.43277,0.03681,-0.10563,0.55136,0.12437,-0.26754,0.16165,-0.02866,0.05838,0.00154,0.20767,0.24185,-0.66027,0
Neg_1152,0.64127,0.51454,1.16717,0.28595,-0.79103,-0.38197,-0.39025,-0.10637,-0.63259,-0.41667,-0.16714,-0.11266,-0.36605,-0.03522,-0.31448,-0.72566,-0.36518,-0.32382,-1.20028,-0.53449,0.04811,-0.3393,-0.09968,0.17087,0
Neg_217,-0.4672,-0.00504,-0.52001,-0.01507,-0.00954,-0.57854,0.49961,-0.24236,-1.36113,-0.12603,-0.34997,-0.8002,0.28967,-0.49895,-1.14562,0.46518,-0.1848,-1.23058,-0.68376,-0.23433,-0.28663,-0.02007,1.05377,0.22252,0
Neg_1140,0.0401,0.75086,-1.02037,-0.28576,-0.0094,-0.45097,0.42866,0.03684,-0.96712,-0.90043,-0.07741,-0.29213,0.4324,-0.266,-0.93441,0.25684,0.20286,-0.86391,-0.25893,0.29311,-0.35216,1.21954,0.69161,0.35444,0
Neg_2378,0.23982,0.16746,-0.28158,0.33821,0.294,-0.48198,-0.30229,-0.13859,0.33159,0.0157,-0.09688,0.615,-0.46014,-0.23569,0.29414,-0.41975,-0.05093,0.37461,-0.04302,-0.23623,0.20147,0.06875,0.37066,-0.20354,0
Neg_1569,-0.43895,0.17075,-0.19776,-0.28484,0.05194,-0.11563,0.10224,0.67065,0.61222,-0.20846,-0.13504,-0.30647,-0.07344,0.45605,0.47906,-0.07401,0.58712,0.77539,-0.46931,-0.30394,0.07198,-0.06768,-0.01709,0.31809,0
Neg_662,0.04431,0.13953,0.50511,-0.86855,-0.11414,1.2991,-0.34361,0.80272,-0.53868,-0.54087,0.16136,-0.8203,-0.88357,1.11318,-0.90779,-1.25358,1.34254,-1.28984,-2.18972,3.52796,-2.4997,0.02683,-0.8128,0.02395,0
Neg_688,0.647,-0.0622,-0.58201,0.34523,0.07969,-0.44312,-0.4456,-0.12962,-0.99809,-0.19215,-0.5754,-0.74466,-0.51316,-0.09594,-0.47484,-0.21664,-0.41503,-0.43475,-0.01114,-0.30933,-0.32247,-0.34981,-0.84154,-0.351,0
Neg_541,0.74421,-2.44057,-2.02094,1.35507,-0.29666,-2.34552,0.58756,-0.48281,-1.18092,0.27176,-1.04248,0.26438,0.90712,-0.33354,-0.55961,0.89592,-1.09529,-1.38181,1.40332,-1.63583,-0.72787,-2.29077,1.40089,-2.56781,0
Neg_624,-1.6158,-0.1233,0.32118,-1.23295,-0.28578,-0.66942,-1.37812,-0.1068,-0.65525,-0.79304,-1.11257,1.06408,-1.12597,-0.12019,-0.4835,-1.15491,-0.26813,-0.46957,-0.01114,-0.78841,0.30757,-1.34501,-0.22792,-0.70359,0
Neg_2108,-0.26232,-0.81891,-1.17813,-0.442,-0.99143,-0.84088,0.02209,-0.52357,-0.71672,-0.53177,-1.24704,-1.0835,0.09214,-0.44538,-0.52034,-0.15375,-0.76134,-0.75226,-0.19894,-0.6847,-0.60578,-0.27069,-0.01547,0.05984,0
Neg_2808,-0.5115,0.62766,-0.29058,-0.16924,0.18443,0.42708,-0.5299,0.62409,0.41401,-0.72565,0.87025,-0.47975,-0.1315,0.63035,0.17042,-0.44003,0.53357,0.08544,-0.62587,0.22497,-0.34644,-0.45066,0.04482,0.45845,0
Neg_2794,0.02933,0.35613,0.78238,-0.0368,-0.15088,0.44493,0.14912,-0.27628,0.71585,-2.04121,0.74685,-0.72068,0.05308,-0.05786,0.31659,0.27011,0.08395,0.56278,0.63916,0.51003,0.22632,0.13182,-1.90199,0.03993,0
Neg_2286,0.22685,-0.08576,-0.18902,0.3702,0.34115,0.55706,-0.10153,-0.02645,-0.31793,0.14689,0.7266,1.08501,0.08521,-0.12087,-0.1781,-0.35493,-0.28986,-0.53948,-0.39618,-0.33244,-0.30725,-0.00573,0.44519,-0.66596,0
Neg_373,0.77727,-0.67557,0.3175,0.00058,-0.04738,-0.46329,0.58275,-1.00453,-1.03563,-0.3754,-0.60814,-0.47038,0.40395,-0.81225,-0.80197,0.52257,-1.01181,-1.02268,0.05553,-0.44167,0.00207,0.69546,-0.40424,-0.1739,0
Neg_2612,-0.35073,1.15316,-0.94976,0.9603,0.86976,0.22001,0.49594,-0.43984,-0.63359,-0.56057,-0.54997,-0.6287,0.36118,-0.53052,-0.62773,0.53396,-0.4965,-0.93958,0.07571,-0.62318,-0.81341,-0.3352,0.01569,-0.02691,0
Neg_937,-0.79127,-0.76626,-0.00083,0.34035,-0.3366,-0.3155,1.45646,0.58568,0.12374,-0.04218,-0.36667,-0.23471,1.39146,0.68299,0.06023,1.00304,0.39412,-0.30314,0.07988,-0.24842,-0.72513,-0.18462,-0.22961,0.75812,0
Neg_1345,0.42603,0.98655,-0.18003,0.38348,-0.28769,-0.01734,-0.16773,0.30614,-0.76998,-0.84537,0.04185,-0.12569,-0.06485,0.32767,-0.71564,-0.36251,0.57474,-0.43812,-0.71181,0.52568,-0.07566,-0.16612,0.16286,0.79013,0
Neg_2671,-0.26307,0.64847,-0.37793,-0.08942,-0.72223,-0.09587,-0.90668,0.05059,0.04546,-0.51952,0.0964,-0.23795,-0.88157,0.12761,0.19322,-1.21497,0.19095,-0.09776,-1.01587,0.33649,-0.41085,-0.94868,0.39642,-0.35438,0
Neg_2855,-0.97024,1.25019,-0.83321,0.27148,0.71625,-1.16793,0.111,-0.33566,-0.04378,0.40587,0.14772,-1.25437,0.47067,-0.13622,-0.49684,0.29963,-0.5274,-0.47609,1.41856,-0.45302,-1.2723,-0.89645,-1.21316,0.55938,0
Neg_279,0.03102,-0.48809,0.42405,-0.49627,-0.64128,0.83687,0.65461,0.19355,0.15255,0.33452,-0.19335,0.0635,0.49685,0.02262,-0.18275,0.51121,0.046,0.2807,0.19456,0.07753,-0.17755,-0.45678,-0.24445,1.23866,0
Neg_706,-0.89308,-0.55354,0.20679,-0.02456,0.30767,0.07594,-0.42628,-0.17067,-0.02461,-0.87785,0.16756,-0.36076,-0.69006,-0.12134,-0.07081,-0.77961,-0.33233,0.09146,-0.43518,-0.06687,0.14365,0.3299,-0.78057,-0.48693,0
Neg_2921,0.6923,1.35557,-0.73409,0.48677,0.28473,-0.30232,0.35818,-0.23551,-0.81734,-0.11683,-0.0414,-0.64237,0.50508,-0.07504,-0.63613,0.5407,-0.19905,-1.06646,0.48396,0.14328,-0.45587,-0.64092,-0.63681,-1.52392,0
Neg_994,0.16506,0.25988,-0.05762,1.15449,0.08558,0.11172,-1.03703,-0.0907,0.10133,-0.88339,1.34612,-0.88407,-1.36798,-0.18851,0.06841,-1.07432,-0.53266,0.36569,-0.26791,-0.81551,-0.17616,-0.10569,0.49698,1.00365,0
Neg_2453,0.92394,-0.22941,-0.58021,-1.37307,0.17025,-1.39499,-0.29035,-0.70074,-0.23719,-0.17938,-0.29332,-0.06534,-0.1042,-0.73262,-0.16341,-0.26406,-0.59669,-0.51452,-0.16496,-0.83782,-1.79893,-0.43811,-0.38204,1.59259,0
Neg_2074,-1.38725,0.53838,-0.66905,-0.07432,-0.83156,-0.85764,-0.4016,-0.61418,-0.25049,-1.31236,-0.19245,0.31723,-0.3856,-0.30984,-0.06761,-0.52837,-0.24137,0.01792,-0.58452,-0.01627,0.31227,-1.31511,-0.47394,-0.23317,0
Neg_1803,0.70633,-0.99527,0.57848,0.31853,-0.23246,-0.48142,-0.39781,-1.09607,-0.19845,-0.39897,-0.26828,-0.03191,-0.6758,-1.15822,0.00459,-0.21666,-1.37427,-0.35325,-0.42304,-0.49269,-0.42195,-0.32398,-2.09531,-0.70487,0
Neg_653,-0.02274,-0.04412,0.28914,-0.24581,0.5411,-0.11283,0.54532,1.35999,-0.0297,-0.2956,-0.15962,-0.86631,0.84228,1.51215,-0.12347,0.12821,1.2023,-0.38319,-0.19373,-0.34509,-0.69931,-0.37702,0.28467,-1.2176,0
Neg_1943,-0.63923,-0.07762,-0.73112,-0.18654,0.13754,-0.77476,0.00692,-0.48346,-0.04131,0.01664,0.49407,0.18186,-0.11422,-0.46145,-0.13814,-0.25963,-1.24316,-0.03308,-0.17294,-0.65874,-0.58165,1.16682,0.30561,-0.54352,0
Neg_1283,-0.39042,1.22828,-1.31016,-0.50151,0.01958,-0.78546,0.10904,-0.1611,-0.21403,-1.08957,0.49539,0.06044,-0.03687,-0.35073,-0.2414,0.02418,-0.34213,-0.54096,-0.19872,-0.35602,-0.60655,0.06615,0.14312,-0.28549,0
Neg_1383,2.28303,1.40028,1.72633,-0.24052,-0.07529,-0.01154,-0.72467,-1.04172,0.88653,-0.11598,0.52343,0.326,-0.76491,-0.97368,0.74535,-0.18796,-0.73451,0.34489,1.11223,0.19622,0.01308,-0.66801,-0.5195,-0.74794,0
Neg_325,0.09394,0.06591,-0.27474,0.71146,1.33517,0.87943,1.8478,1.06189,1.34786,3.15026,3.56708,3.98953,2.36869,1.45453,1.73033,2.02334,1.27725,1.4969,3.06016,3.09339,2.6934,-0.13467,0.17376,0.49083,0
Neg_2702,0.13388,0.79774,0.43687,-0.08005,1.26714,0.39909,1.13403,0.65833,0.7923,0.02858,0.24049,0.2358,1.53176,1.09711,0.87142,1.44092,0.7686,0.9923,0.99944,0.85286,1.33343,-0.88221,-0.45762,-0.40082,0
Neg_2180,-0.38168,0.54198,-0.82658,-0.77659,0.49545,-0.23202,-0.15021,0.34342,0.32376,0.79269,0.79988,0.68761,-0.65592,0.28595,0.15492,-0.33518,0.17621,0.15716,0.01168,0.34,-0.19162,-0.53869,-0.02165,-0.6916,0
Neg_585,1.36085,0.82536,0.44233,0.91082,0.64017,0.68771,0.40336,-0.31259,-0.08323,-0.17868,0.03714,0.90104,0.19012,-0.4331,-0.13197,0.5725,-0.31192,-0.09175,-0.1027,-0.60089,-0.19377,1.60647,1.63122,0.42322,0
Neg_2047,-0.15424,0.14886,-0.25343,-0.42572,-0.03291,-0.16952,0.579,-0.18573,0.20107,0.03519,0.1784,-0.26346,0.49169,-0.12591,0.03261,0.64578,-0.15892,0.15123,-0.27882,0.01011,-0.3851,0.44797,-0.58229,-0.08463,0
Neg_2392,0.30485,0.69821,1.08194,-0.48894,-0.673,-1.05023,-1.49206,0.60379,0.14732,0.35169,-0.19385,-0.22241,-1.56673,0.38771,0.03783,-1.35172,0.50646,0.239,-0.17788,-0.05036,0.03194,-0.77425,0.72618,2.31604,0
Neg_919,1.40566,0.01212,0.47265,1.9654,2.18528,1.70484,2.69132,2.86306,2.04871,0.56243,1.43209,1.12253,2.52844,3.11343,1.45116,2.24905,2.71243,1.18401,-0.19763,4.16267,-0.7406,-2.48087,1.51084,-1.55235,0
Neg_2566,0.19503,-0.47315,-0.14271,0.08082,-0.19438,0.06421,-0.45176,-0.18887,0.52192,0.31353,-0.23895,-0.53346,-0.48353,-0.13393,0.29174,-0.2624,-0.16589,0.40213,0.36444,-0.22768,-0.04014,-0.7327,-1.02494,1.09641,0
Neg_404,-0.15389,0.49926,-0.23582,-0.87619,-0.03877,-0.21651,-0.32724,-0.6091,0.07273,0.13393,-1.67054,-0.52148,-0.3754,-1.22081,-0.00699,-0.30301,-0.58412,-0.30989,-0.66298,-0.46923,-1.28866,1.36036,1.64639,1.19133,0
Neg_953,0.19813,0.55897,-0.72619,0.14072,0.96193,-0.55133,0.18678,0.00069,-0.05851,-0.72672,0.33465,-0.38498,0.12672,0.08766,-0.04735,-0.18128,-0.28594,-0.24946,-0.46002,-0.48234,-0.5418,-0.39622,-0.25466,-0.03788,0
Neg_1257,-0.40878,-0.34044,-0.97481,-0.62793,-0.6956,-0.30814,-0.38978,-0.94238,-0.19366,-0.32965,-0.34586,0.90494,-0.02357,-0.71397,-0.12658,-0.19826,-0.97137,-0.27867,0.03526,-0.63948,-0.39331,-0.3824,0.09288,-0.5202,0
Neg_1680,-0.40053,-0.10125,-0.28613,0.25504,-0.29374,-0.05965,-0.0304,-1.53582,-0.46727,-0.02125,-0.68991,-0.01163,-0.28965,-1.66232,-0.45725,-0.19992,-1.56459,-0.43473,-0.34118,-0.6884,-0.15484,0.14526,-0.07106,-0.75172,0
Neg_1098,1.39773,0.51354,0.98017,0.68364,-0.44329,-0.86398,-1.52059,0.8382,-1.35845,0.89207,0.12511,0.08221,-1.69167,0.4931,-1.43312,-1.76606,0.69254,-1.06456,-0.09116,-0.05706,-0.27002,-0.66678,0.15426,-0.13916,0
Neg_1404,0.48351,0.0005,-0.48543,-0.51811,0.32563,0.22185,0.64585,0.50523,1.19042,-0.29776,-0.01053,0.93215,0.79716,0.63291,1.46131,0.63832,0.34754,0.82074,0.22789,-0.50256,-0.28958,-0.19344,0.34242,0.01367,0
Neg_79,1.03346,0.17014,0.64574,0.74778,-0.40126,-0.09551,-0.25122,0.03781,-0.65097,-0.15216,0.01325,-0.05128,-0.51448,-0.01075,-0.47091,-0.11156,0.23311,-0.25598,0.13658,-0.30649,0.33213,-0.23785,-0.16632,-0.43265,0
Neg_2483,-0.04991,1.88126,-0.24654,-0.42771,0.20864,-0.50596,-0.49307,0.13978,-0.06312,-0.50094,0.28198,-0.21037,-0.3823,-0.17851,-0.07147,-0.08254,0.16949,-0.14038,0.65641,-0.59402,-0.11641,-1.05998,0.15434,-0.54225,0
Neg_2866,0.49461,-0.74698,0.54388,-0.54245,-1.4944,1.18028,0.10918,-0.70302,0.79612,0.52642,1.33852,-0.77155,0.30635,-0.52866,0.5504,0.14322,-0.89422,0.70638,-0.0496,-0.52974,-0.8454,-0.08845,0.13083,-1.14203,0
Neg_133,-0.29616,0.57283,-0.54632,0.10546,-0.27087,-0.1303,-0.2356,-0.6068,-0.55627,0.08058,-0.53197,-0.21841,-0.25807,-0.58733,-0.50369,-0.17747,-0.44086,-0.41541,0.24225,-0.33191,-0.12736,-0.29373,0.05167,-0.86089,0
Neg_1514,3.49358,3.82479,2.9405,1.98772,2.17152,1.58572,-0.411,-0.1865,-0.44119,-0.96693,0.70603,-0.74673,-0.63989,0.30179,-0.53469,-0.4462,-0.11657,-0.4422,-0.25404,0.70755,-0.28415,0.18658,1.41725,0.51104,0
Neg_1790,0.15323,-0.82933,-1.80365,-0.30247,-0.38948,-0.25213,-0.07265,-1.02243,-0.82718,-0.38451,-0.25498,0.33361,-0.19458,-0.80423,-0.40104,0.00339,-1.04063,-1.08926,0.9739,-0.01174,-0.54469,1.42605,-0.57731,-1.68138,0
Neg_2219,0.56471,-0.46893,-0.94125,-0.40919,-0.6857,-0.79104,-0.39757,-0.46831,-0.37006,0.64509,1.44945,0.66353,-0.27769,-0.27969,-0.19168,0.00503,-0.62488,-0.23948,0.6205,-0.97519,-0.55149,-0.74834,-0.13857,-0.02306,0
Neg_2758,0.47233,0.00973,0.53428,0.15005,0.14853,0.7245,1.32951,0.10114,-0.03427,0.95287,0.79506,0.90703,1.42758,0.18134,-0.14053,1.37185,0.18346,-0.17154,0.67383,0.07886,-0.0003,0.38309,-0.63148,-0.45317,0
Neg_621,-0.4559,-0.77285,-1.56551,0.58349,-0.59317,-0.92398,-1.28889,-0.43092,0.1237,0.10088,-0.13746,-0.24081,-1.53225,-0.23234,0.12723,-1.16305,-0.59364,0.06735,-0.0419,-0.38294,-0.83925,-0.08922,-1.2492,-0.01391,0
