,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
peptide_nm_54,1.01881,-0.20134,-0.21411,0.11421,-0.92519,0
peptide_nm_55,0.2968,-0.47496,-1.07963,0.49454,0.63892,0
peptide_nm_56,0.15391,0.02322,-0.99823,0.71937,0.24758,0
peptide_nm_57,0.48515,-1.13166,-1.55173,0.11421,1.54828,0
peptide_nm_58,-0.25377,-0.2729,-0.00832,0.46946,0.16885,0
peptide_nm_59,1.1967,0.10876,-1.10585,-0.80945,0.10542,0
peptide_nm_60,0.28502,-0.78279,-0.29771,0.57604,0.07966,0
peptide_nm_61,-0.58218,-0.6665,-0.54851,2.42336,0.00236,0
peptide_nm_62,0.77624,-1.13166,-1.55173,0.19818,1.15477,0
peptide_nm_63,-1.03158,-0.54409,-0.70692,1.52401,1.19028,0
peptide_nm_64,-0.99269,1.01523,-0.317,0.04316,0.73965,0
peptide_nm_65,-0.22641,-0.51145,0.23177,-0.80945,0.92991,0
peptide_nm_66,-1.32467,-0.64627,-0.50489,0.15437,2.32796,0
peptide_nm_67,-1.19209,0.46317,0.35916,2.88519,-1.1902,0
peptide_nm_68,-0.7156,-0.43392,0.4547,1.26878,-0.15223,0
peptide_nm_69,1.03722,0.02322,-0.44473,-0.80945,-0.26418,0
peptide_nm_70,-0.04852,-1.13166,-0.21411,1.03787,0.31155,0
peptide_nm_71,0.19406,-0.11677,-1.55173,-0.80945,1.82936,0
peptide_nm_72,0.84092,-1.13166,-0.21411,0.42209,-0.30682,0
peptide_nm_73,-0.58218,-1.13166,0.67764,0.42209,0.51767,0
peptide_nm_74,-1.34456,1.26058,-0.4052,-0.01774,1.10659,0
peptide_nm_75,-1.55248,0.89812,-0.09251,-0.80945,1.82936,0
peptide_nm_76,-0.93796,1.34918,-1.10585,1.03787,0.51767,0
peptide_nm_77,0.23884,-0.2729,0.30036,-0.38315,-0.11655,0
peptide_nm_78,0.33267,-0.06844,-0.4052,0.77397,-0.4835,0
peptide_nm_79,-0.0313,-0.41141,0.51943,0.26319,-0.34672,0
peptide_nm_80,1.55248,-0.51145,-1.10585,-0.80945,0.10542,0
peptide_nm_81,-0.13278,-0.15238,-0.28451,0.55173,0.14882,0
peptide_nm_82,-0.95023,0.40818,-0.16798,-0.04504,1.0152,0
peptide_nm_83,0.60374,-0.30471,-0.36273,0.42209,-0.44424,0
peptide_nm_84,-0.58218,-0.06844,-0.02302,0.77397,0.22321,0
peptide_nm_85,-1.19209,0.46317,-0.78737,0.77397,1.28327,0
peptide_nm_86,0.15391,-1.13166,-0.99823,1.48377,0.50345,0
peptide_nm_87,-0.58218,0.22153,0.1507,0.19818,0.25533,0
peptide_nm_88,0.73145,-1.13166,-0.317,0.89577,-0.40195,0
peptide_nm_89,1.01881,-1.13166,-0.88292,-0.80945,0.92991,0
peptide_nm_90,-0.25377,-1.13166,-0.317,0.89577,0.73965,0
peptide_nm_91,0.31662,-1.13166,-1.12932,0.94064,0.79973,0
peptide_nm_92,0.12937,-0.51145,0.23177,0.42209,-0.30682,0
peptide_nm_93,2.46733,-0.60005,-1.16955,-0.80945,-0.83685,0
peptide_nm_94,-1.11585,0.46317,0.16807,2.75324,-1.01353,0
peptide_nm_95,0.34593,-0.64627,-0.50489,0.15437,0.3922,0
peptide_nm_96,-0.74639,-1.13166,0.30036,-0.80945,1.88125,0
peptide_nm_97,0.48515,-0.43392,0.4547,1.26878,-1.54355,0
peptide_nm_98,1.85743,-0.60005,-1.16955,0.77397,-1.1902,0
peptide_nm_99,-0.42971,0.46317,-0.97846,0.77397,0.57656,0
peptide_nm_100,-0.25377,2.30335,-1.55173,0.04316,0.16885,0
peptide_nm_101,-0.65842,-1.13166,0.4547,0.77397,0.57656,0
peptide_nm_102,-0.20099,-0.33424,-0.69183,0.37811,0.84157,0
peptide_nm_103,0.73145,-0.2729,-0.93436,0.04316,0.16885,0
peptide_nm_104,0.0675,0.80987,-0.85384,-0.32754,0.3922,0
peptide_nm_105,-1.239,-1.13166,0.30036,3.4536,-0.40195,0
peptide_nm_106,-0.25377,-0.2729,0.91773,0.89577,-0.97275,0
peptide_nm_107,0.02772,-1.13166,-0.4052,-0.01774,1.10659,0
peptide_nm_108,-2.10694,1.52639,-0.4052,0.77397,1.28327,0
peptide_nm_109,-0.25377,-0.2729,-0.93436,0.89577,0.73965,0
peptide_nm_110,-0.22641,1.34918,-0.65998,-0.19368,0.10542,0
peptide_nm_111,-0.58218,-0.6665,0.4547,0.57604,0.31155,0
peptide_nm_112,0.36656,-1.13166,-0.36273,0.42209,0.38025,0
peptide_nm_113,-0.04852,-0.6665,-0.88292,0.57604,0.92991,0
peptide_nm_114,-0.65842,0.06446,0.4547,0.77397,-0.21848,0
peptide_nm_115,0.65367,0.04348,-1.12932,-0.22609,0.40918,0
peptide_nm_116,-0.25377,-0.2729,0.30036,0.04316,0.16885,0
peptide_nm_117,-0.42971,-0.33424,-0.4052,2.35739,-0.4835,0
peptide_nm_118,0.19406,-1.13166,0.63711,1.20581,-0.86897,0
peptide_nm_119,-1.64951,0.72897,-0.21411,0.11421,1.54828,0
peptide_nm_120,-1.26139,-0.11677,0.63711,0.19818,0.81748,0
peptide_nm_121,-0.22641,0.72897,-1.10585,-0.19368,0.92991,0
peptide_nm_122,-0.74639,-0.2729,-0.317,0.89577,0.73965,0
peptide_nm_123,-1.21002,0.83842,-1.07963,0.49454,1.51191,0
peptide_nm_124,-0.04852,-1.13166,0.4547,-0.80945,0.92991,0
peptide_nm_125,0.8854,-0.43392,-0.04691,-0.11671,-0.616,0
peptide_nm_126,0.77624,-0.62421,-0.45731,0.19818,-0.19439,0
peptide_nm_127,-1.55248,0.89812,-0.09251,1.20581,0.48019,0
peptide_nm_128,-0.58218,0.72897,-0.21411,1.96153,-0.92519,0
peptide_nm_129,-1.34456,-0.33424,-1.55173,0.77397,2.69668,0
peptide_nm_130,-0.9703,-1.13166,-1.55173,3.22107,1.15477,0
peptide_nm_131,0.12937,-1.13166,-0.65998,0.42209,0.92991,0
peptide_nm_132,0.12937,-1.13166,-1.10585,-0.19368,1.7544,0
peptide_nm_133,-0.45661,-0.47496,-0.60753,1.14654,0.63892,0
peptide_nm_134,1.9406,0.89812,-1.55173,-0.80945,-0.86897,0
peptide_nm_135,-0.35748,0.63105,-1.12932,2.10737,-0.37191,0
peptide_nm_136,0.02772,0.46317,-0.4052,1.56568,-1.01353,0
peptide_nm_137,-0.345,-0.30471,-0.36273,0.42209,0.65508,0
peptide_nm_138,-2.22423,-0.2729,-0.93436,2.60099,1.88125,0
peptide_nm_139,0.01078,-0.30471,-0.36273,0.42209,0.24284,0
peptide_nm_140,-0.07991,-0.47496,-0.13542,-0.15746,0.63892,0
peptide_nm_141,2.01653,-1.13166,-0.85384,0.15437,-0.8983,0
peptide_nm_142,-0.25377,-1.13166,-0.93436,0.04316,1.88125,0
peptide_nm_143,-0.31535,-0.43392,0.95631,1.26878,-1.07978,0
peptide_nm_144,0.48515,-0.20134,-1.55173,-0.80945,1.54828,0
peptide_nm_145,-0.28775,-0.7467,-0.99823,1.86598,0.50345,0
peptide_nm_146,0.48515,-1.13166,-1.55173,3.1491,-0.4835,0
peptide_nm_147,-0.07991,0.18173,-0.60753,-0.80945,1.07541,0
peptide_nm_148,-0.31535,0.96155,-1.05012,1.26878,-0.15223,0
peptide_nm_149,0.48515,-0.70228,-0.00832,0.46946,-0.40195,0
peptide_nm_150,-0.22641,-1.13166,-0.21411,1.03787,0.51767,0
peptide_nm_151,-0.42971,-1.13166,-1.55173,-0.01774,2.69668,0
peptide_nm_152,-0.31535,-1.13166,-0.04691,-0.11671,1.2391,0
peptide_nm_153,0.81639,-0.7467,0.10877,0.33716,-0.77593,0
peptide_nm_154,0.12937,-0.51145,-0.21411,1.65364,-0.71907,0
peptide_nm_155,-0.58218,-0.6665,0.1203,1.03787,0.31155,0
peptide_nm_156,-0.22641,-1.13166,-0.65998,1.03787,0.92991,0
peptide_nm_157,-1.36864,0.04348,-0.28451,0.35728,1.58083,0
peptide_nm_158,-0.7294,-0.36174,-0.72148,2.63039,-0.0083,0
peptide_nm_159,-0.0,-0.45506,-1.06532,0.19818,1.15477,0
peptide_nm_160,0.38186,-0.41141,-0.25726,0.62073,-0.34672,0
peptide_nm_161,-1.91635,-1.13166,-1.55173,7.5035,-0.616,0
peptide_nm_162,1.81931,-1.13166,-0.21411,-0.34762,-0.92519,0
peptide_nm_163,-0.00747,-0.70228,-0.317,1.74838,-0.40195,0
peptide_nm_164,1.18123,-1.13166,-0.50489,-0.32754,0.06958,0
peptide_nm_165,1.01881,-0.20134,-1.55173,1.96153,-0.92519,0
peptide_nm_166,-0.7156,0.26382,-1.05012,1.26878,0.77532,0
peptide_nm_167,-0.345,-1.13166,-0.06548,0.01158,1.20474,0
peptide_nm_168,0.25643,0.06446,-0.97846,0.37811,0.31155,0
peptide_nm_169,-0.22641,-0.51145,-0.21411,1.03787,0.10542,0
peptide_nm_170,-0.9703,0.89812,-0.82212,0.19818,1.15477,0
peptide_nm_171,0.94258,-0.73295,-0.97846,0.37811,0.04653,0
peptide_nm_172,1.24753,-1.13166,-0.78737,0.77397,-0.4835,0
peptide_nm_173,1.35842,-1.13166,-0.09251,0.19818,-0.86897,0
peptide_nm_174,0.48515,-0.70228,-0.317,0.04316,0.16885,0
peptide_nm_175,0.6735,-0.47496,-0.60753,1.14654,-0.67057,0
peptide_nm_176,0.0675,-0.64627,-0.33042,1.35914,-0.25305,0
peptide_nm_177,-0.58218,-0.20134,-1.55173,0.11421,2.16665,0
peptide_nm_178,1.01881,-1.13166,-0.88292,0.11421,0.31155,0
peptide_nm_179,-2.25942,0.46317,0.74134,0.77397,1.10659,0
peptide_nm_180,-0.22641,-0.30471,-0.80861,1.44839,0.24284,0
peptide_nm_181,2.61981,-1.13166,-1.55173,-0.80945,-0.30682,0
peptide_nm_182,-0.31535,-0.43392,-0.54851,1.26878,0.31155,0
peptide_nm_183,0.9028,-0.16089,-0.50489,-0.80945,0.06958,0
peptide_nm_184,-0.31535,0.72897,-1.21732,1.03787,0.31155,0
peptide_nm_185,-0.50008,-0.70228,-0.62568,1.74838,0.45425,0
peptide_nm_186,-1.5161,0.96155,-0.54851,-0.80945,2.16665,0
peptide_nm_187,1.80361,-1.13166,-1.07963,-0.15746,-0.23407,0
peptide_nm_188,0.48515,0.10876,-0.65998,1.03787,-0.71907,0
peptide_nm_189,0.52468,-0.58036,-0.65998,0.83261,-0.16941,0
peptide_nm_190,0.94258,-1.13166,0.16807,-0.01774,-0.4835,0
peptide_nm_191,-1.11585,0.06446,-0.11856,0.77397,0.84157,0
peptide_nm_192,-1.21002,-0.47496,2.22508,-0.80945,0.20242,0
peptide_nm_193,-0.31535,-0.20134,0.4547,0.57604,-0.30682,0
peptide_nm_194,-0.58218,-0.60005,-1.16955,3.413,-0.13014,0
peptide_nm_195,-1.05655,-0.30471,-0.06548,1.24313,0.65508,0
peptide_nm_196,-1.29374,2.5896,-0.65998,1.65364,-0.71907,0
peptide_nm_197,-0.7156,0.26382,0.95631,0.57604,-0.616,0
peptide_nm_198,-0.42971,0.46317,-0.4052,-0.01774,0.57656,0
peptide_nm_199,-0.09703,-0.62421,-0.82212,1.70962,0.1429,0
peptide_nm_200,-0.04852,-1.13166,-0.88292,1.03787,0.92991,0
peptide_nm_201,0.31662,-0.54409,0.5603,-0.22609,-0.37191,0
peptide_nm_202,1.55248,-0.20134,-1.55173,-0.80945,0.31155,0
peptide_nm_203,0.37473,-0.7467,-0.99823,-0.04504,1.0152,0
peptide_nm_204,0.02772,-1.13166,0.16807,0.77397,0.04653,0
peptide_nm_205,-1.96343,1.49512,0.80878,1.79853,-0.67057,0
peptide_nm_206,-0.25377,-0.2729,-0.93436,1.74838,0.16885,0
peptide_nm_207,-0.58218,0.26382,-0.21411,-0.80945,1.2391,0
peptide_nm_208,-0.88713,-0.33424,-0.97846,-0.01774,2.16665,0
peptide_nm_209,-0.83332,0.18173,0.33668,0.49454,0.20242,0
peptide_nm_210,0.97776,-0.2729,-0.93436,0.04316,-0.11655,0
peptide_nm_211,0.48515,-0.70228,-0.00832,0.89577,-0.68735,0
peptide_nm_212,-1.39188,1.17809,-0.16798,-0.42725,1.27108,0
peptide_nm_213,0.05245,-0.52821,-0.1418,0.08924,0.36168,0
peptide_nm_214,-0.88713,0.46317,-0.4052,2.35739,-0.4835,0
peptide_nm_215,-0.04852,-0.20134,-1.55173,1.03787,0.92991,0
peptide_nm_216,0.31662,-1.13166,-0.70692,0.94064,0.40918,0
peptide_nm_217,-0.23788,-0.05129,0.26053,0.26319,-0.10735,0
peptide_nm_218,-1.73161,-1.13166,-0.93436,0.89577,3.02285,0
peptide_nm_219,-1.36864,-1.13166,0.1379,1.52401,1.19028,0
peptide_nm_220,0.0675,-0.64627,-0.15595,1.11819,-0.25305,0
peptide_nm_221,-0.88713,0.46317,-0.4052,2.35739,-0.4835,0
peptide_nm_222,-1.26139,-1.13166,1.36672,-0.30564,1.15477,0
peptide_nm_223,-0.22641,1.34918,-0.21411,-0.19368,-0.30682,0
peptide_nm_224,-0.67921,-0.11677,-1.18692,-0.80945,2.50394,0
peptide_nm_225,-0.84901,-0.6665,0.4547,0.11421,0.92991,0
peptide_nm_226,-0.25377,0.58585,-1.55173,0.89577,0.73965,0
peptide_nm_227,0.94258,0.46317,-0.4052,-0.01774,-1.01353,0
peptide_nm_228,0.48515,-0.51145,-0.21411,0.42209,-0.30682,0
peptide_nm_229,0.48515,-0.33424,-0.4052,0.77397,-0.4835,0
peptide_nm_230,-0.04852,-0.20134,-0.88292,0.11421,0.92991,0
peptide_nm_231,-1.11585,0.72897,-0.88292,2.88519,-0.30682,0
peptide_nm_232,0.37473,-0.7467,-0.99823,1.86598,-0.26418,0
peptide_nm_233,0.28502,-0.08505,-0.54851,0.92241,-0.38412,0
peptide_nm_234,0.63762,-0.06844,-0.78737,0.77397,-0.4835,0
peptide_nm_235,0.2968,-1.13166,-1.07963,2.45053,-0.23407,0
peptide_nm_236,0.25643,-0.33424,-0.69183,0.37811,0.31155,0
peptide_nm_237,1.42691,-1.13166,-1.55173,-0.15746,0.63892,0
peptide_nm_238,-1.11585,1.65929,0.4547,0.11421,-0.30682,0
peptide_nm_239,-0.345,-0.30471,-0.65998,0.42209,0.92991,0
peptide_nm_240,-0.50857,0.79313,0.38552,-0.80945,0.24758,0
peptide_nm_241,-0.38812,-0.62421,-0.82212,3.72488,-0.86897,0
peptide_nm_242,-0.65842,0.86188,-0.69183,-0.4136,1.10659,0
peptide_nm_243,-0.10781,-0.30471,-0.36273,0.83261,0.10542,0
peptide_nm_244,-0.9703,-0.11677,0.63711,0.19818,0.48019,0
peptide_nm_245,-0.74639,-1.13166,0.91773,0.89577,0.16885,0
peptide_nm_246,1.32778,-1.13166,-0.70692,0.94064,-0.76246,0
peptide_nm_247,0.23884,-0.2729,-0.317,-0.80945,0.73965,0
peptide_nm_248,1.22407,-1.13166,0.30036,0.89577,-1.54355,0
peptide_nm_249,0.77624,-1.13166,-0.82212,0.70199,0.1429,0
peptide_nm_250,0.48515,-0.6665,0.1203,-0.34762,0.00236,0
peptide_nm_251,1.22407,-1.13166,-0.93436,0.89577,-0.40195,0
peptide_nm_252,-1.11585,-1.13166,-1.55173,2.88519,1.54828,0
peptide_nm_253,1.22407,-0.2729,-0.93436,1.74838,-1.54355,0
peptide_nm_254,-0.00747,0.58585,-0.93436,1.10892,-0.25925,0
peptide_nm_255,-0.83332,0.83842,0.80878,-0.15746,-0.23407,0
peptide_nm_256,0.19406,-0.11677,-0.09251,2.21344,-1.54355,0
peptide_nm_257,-0.74639,0.58585,-0.93436,0.89577,0.73965,0
peptide_nm_258,-0.45661,0.18173,-1.07963,1.79853,0.20242,0
peptide_nm_259,0.25643,-0.33424,-0.69183,0.77397,0.04653,0
peptide_nm_260,0.48515,-1.13166,-0.21411,1.03787,-0.30682,0
peptide_nm_261,1.17129,-0.73295,-1.2651,1.56568,-0.74851,0
peptide_nm_262,-0.25377,1.01523,-1.24305,-0.38315,1.02505,0
peptide_nm_263,0.12937,0.10876,-0.36273,0.42209,-0.16941,0
peptide_nm_264,0.21832,-0.6665,-0.54851,1.96153,-0.616,0
peptide_nm_265,0.19406,-1.13166,0.63711,-0.80945,0.48019,0
peptide_nm_266,0.19406,-0.11677,-0.09251,-0.80945,0.48019,0
peptide_nm_267,0.48515,-0.51145,-1.55173,0.42209,0.92991,0
peptide_nm_268,-1.91635,-1.13166,-0.54851,4.03977,0.77532,0
peptide_nm_269,0.73145,-0.2729,-0.62568,0.04316,-0.11655,0
peptide_nm_270,-0.88713,0.46317,0.16807,0.77397,0.04653,0
peptide_nm_271,-0.38812,-1.13166,0.63711,1.20581,-0.19439,0
peptide_nm_272,0.73145,1.4446,-0.93436,-0.80945,-0.40195,0
peptide_nm_273,2.16238,-0.60005,-1.16955,-0.80945,-0.4835,0
peptide_nm_274,-0.09703,-0.11677,-0.82212,0.19818,0.81748,0
peptide_nm_275,0.23884,-1.13166,-1.55173,0.04316,1.88125,0
peptide_nm_276,2.52278,-1.13166,-1.55173,-0.80945,-0.19439,0
peptide_nm_277,-0.30223,0.69847,-0.89388,1.18929,-0.0838,0
peptide_nm_278,-1.34456,-0.33424,-0.97846,-0.80945,3.2267,0
peptide_nm_279,0.21832,0.26382,-1.21732,-0.34762,0.92991,0
peptide_nm_280,0.12937,-1.13166,-0.21411,0.42209,0.51767,0
peptide_nm_281,-0.42971,-0.33424,-0.97846,1.56568,0.57656,0
peptide_nm_282,0.48515,-0.20134,-0.88292,0.11421,0.31155,0
peptide_nm_283,-1.11585,-0.20134,1.79232,0.11421,-0.30682,0
peptide_nm_284,-0.27723,-0.60005,-0.78737,0.77397,0.92991,0
peptide_nm_285,-0.04852,-0.20134,-0.88292,1.03787,0.31155,0
peptide_nm_286,-0.10781,0.10876,-0.65998,0.01158,0.65508,0
peptide_nm_287,0.23884,-1.13166,0.30036,-0.80945,0.73965,0
peptide_nm_288,-0.88713,-0.33424,-0.97846,1.56568,1.10659,0
peptide_nm_289,0.63762,-0.06844,-1.16955,1.30177,-0.4835,0
peptide_nm_290,-0.58218,-1.13166,0.4547,0.11421,0.92991,0
peptide_nm_291,1.66483,-0.54409,-1.12932,-0.80945,0.01864,0
peptide_nm_292,-2.22423,-0.2729,0.91773,1.74838,0.73965,0
peptide_nm_293,-0.07991,-0.47496,-0.13542,1.14654,-0.23407,0
peptide_nm_294,-1.21002,-0.47496,-1.07963,-0.15746,2.82139,0
peptide_nm_295,1.07811,-1.13166,-1.25448,0.83261,0.10542,0
peptide_nm_296,-0.11523,-0.43392,-1.05012,0.57604,1.00721,0
peptide_nm_297,-1.29374,0.52224,-0.06548,1.24313,0.38025,0
peptide_nm_298,-0.345,-0.71818,0.23177,1.24313,-0.16941,0
peptide_nm_299,-0.9703,0.89812,-1.55173,-0.80945,2.50394,0
peptide_nm_300,-0.02043,0.04348,-1.12932,-0.22609,1.19028,0
peptide_nm_301,0.2968,0.18173,0.33668,0.49454,-1.10706,0
peptide_nm_302,0.48515,0.26382,-0.54851,0.57604,-0.616,0
peptide_nm_303,0.73145,-1.13166,-0.317,0.04316,0.16885,0
peptide_nm_304,0.09038,-0.51994,-0.56226,0.86073,0.18448,0
peptide_nm_305,2.52278,-1.13166,-1.55173,1.20581,-1.54355,0
peptide_nm_306,0.65367,0.04348,-0.70692,-0.22609,0.01864,0
peptide_nm_307,-0.38812,-0.11677,-0.82212,-0.80945,1.82936,0
peptide_nm_308,0.77624,-0.11677,-0.82212,0.19818,-0.19439,0
peptide_nm_309,0.12937,-0.30471,-0.36273,0.83261,-0.16941,0
peptide_nm_310,1.45967,-1.13166,-0.85384,-0.32754,0.06958,0
peptide_nm_311,-0.65842,-1.13166,1.60123,-0.80945,0.57656,0
peptide_nm_312,-0.58218,0.46317,-0.4052,0.77397,0.22321,0
peptide_nm_313,-0.25377,1.4446,-0.93436,0.04316,0.16885,0
peptide_nm_314,-0.25377,-1.13166,0.30036,0.89577,0.16885,0
peptide_nm_315,-0.67921,0.89812,-0.82212,-0.30564,1.15477,0
peptide_nm_316,-0.31535,0.26382,-0.54851,0.57604,0.31155,0
peptide_nm_317,-0.04852,-0.6665,-0.54851,0.57604,0.62073,0
peptide_nm_318,0.0849,0.26382,-1.05012,-0.80945,1.2391,0
peptide_nm_319,-1.04624,-0.64627,-0.50489,1.11819,1.36008,0
peptide_nm_320,0.23884,-1.13166,-0.93436,0.89577,0.73965,0
peptide_nm_321,-0.20099,-0.73295,-0.69183,0.77397,0.84157,0
peptide_nm_322,-0.74639,-0.2729,2.15245,-0.80945,-0.40195,0
peptide_nm_323,-0.02043,0.04348,-1.55173,1.52401,0.40918,0
peptide_nm_324,-0.07991,-1.13166,-0.13542,-0.15746,1.07541,0
peptide_nm_325,-0.00747,-0.70228,0.30036,0.46946,-0.11655,0
peptide_nm_326,-1.49704,-0.06844,1.50569,0.77397,-0.13014,0
peptide_nm_327,-0.78076,-0.35279,-0.52518,0.86603,1.04496,0
peptide_nm_328,0.94258,-1.13166,-0.4052,0.77397,-0.4835,0
peptide_nm_329,0.48515,-1.13166,-0.65998,-0.19368,0.92991,0
peptide_nm_330,-0.26826,-0.14662,-0.60753,0.49454,0.63892,0
peptide_nm_331,0.12937,0.10876,-1.10585,1.03787,0.10542,0
peptide_nm_332,-0.25377,0.44272,-0.52279,-0.24105,0.64451,0
peptide_nm_333,-0.25377,-0.2729,-0.317,0.89577,0.16885,0
peptide_nm_334,0.0675,-0.64627,-0.15595,0.63628,0.06958,0
peptide_nm_335,0.02772,-0.06844,-0.4052,0.24616,0.22321,0
peptide_nm_336,-0.09703,-0.11677,0.63711,1.20581,-1.20626,0
peptide_nm_337,0.6735,-0.80331,-0.60753,0.49454,-0.01582,0
peptide_nm_338,-0.345,1.34918,0.23177,-0.39894,-0.44424,0
peptide_nm_339,-0.58218,-1.13166,0.1203,0.57604,0.92991,0
peptide_nm_340,-0.42971,-1.13166,0.16807,0.77397,0.57656,0
peptide_nm_341,-0.88713,0.46317,-0.97846,1.56568,0.57656,0
peptide_nm_342,1.1967,0.10876,-1.10585,-0.19368,-0.30682,0
peptide_nm_343,-0.58218,0.72897,-0.21411,0.11421,0.31155,0
peptide_nm_344,-0.02043,0.04348,-0.28451,1.52401,-0.76246,0
peptide_nm_345,0.21832,-0.20134,-0.21411,0.11421,0.00236,0
peptide_nm_346,1.35842,-0.11677,-1.55173,0.19818,-0.19439,0
peptide_nm_347,-0.42971,-1.13166,-0.97846,0.77397,1.63662,0
peptide_nm_348,-0.58218,-0.30471,0.23177,1.24313,-0.16941,0
peptide_nm_349,-0.45661,-0.47496,0.33668,1.79853,-0.67057,0
peptide_nm_350,-0.51547,0.26382,-0.04691,-0.11671,0.54343,0
peptide_nm_351,-1.03158,1.80618,-1.12932,0.35728,0.79973,0
peptide_nm_352,-0.42971,-0.33424,-0.11856,1.56568,-0.21848,0
peptide_nm_353,0.58844,-0.41141,-0.77505,-0.09436,0.37139,0
peptide_nm_354,1.66483,0.04348,-1.55173,0.35728,-0.76246,0
peptide_nm_355,-0.58218,-0.30471,-0.36273,0.42209,0.92991,0
peptide_nm_356,0.8854,0.26382,-0.54851,-0.11671,-0.616,0
peptide_nm_357,0.12937,-0.30471,-0.65998,0.42209,0.38025,0
peptide_nm_358,-0.45661,-0.47496,0.33668,-0.15746,0.63892,0
peptide_nm_359,-0.58218,-1.13166,-0.88292,2.88519,0.31155,0
peptide_nm_360,-0.9703,-0.11677,-0.09251,-0.80945,1.82936,0
