,Shannon-Entropy,y
peptide_nm_86,1.25788,0
peptide_nm_87,1.23442,0
peptide_nm_88,-0.07981,0
peptide_nm_89,-0.1016,0
peptide_nm_90,-0.59443,0
peptide_nm_91,0.33927,0
peptide_nm_92,0.62257,0
peptide_nm_93,-0.50391,0
peptide_nm_94,0.34095,0
peptide_nm_95,1.22268,0
peptide_nm_96,-0.33796,0
peptide_nm_97,0.08782,0
peptide_nm_98,0.26551,0
peptide_nm_99,0.67118,0
peptide_nm_100,-0.17703,0
peptide_nm_101,0.51361,0
peptide_nm_102,1.32829,0
peptide_nm_103,0.33927,0
peptide_nm_104,1.22268,0
peptide_nm_105,-0.07981,0
peptide_nm_106,0.57395,0
peptide_nm_107,-0.04796,0
peptide_nm_108,0.97291,0
peptide_nm_109,0.4365,0
peptide_nm_110,0.13476,0
peptide_nm_111,0.91089,0
peptide_nm_112,0.85054,0
peptide_nm_113,0.85892,0
peptide_nm_114,1.16401,0
peptide_nm_115,0.89245,0
peptide_nm_116,0.33927,0
peptide_nm_117,-0.04796,0
peptide_nm_118,-0.1083,0
peptide_nm_119,-0.37986,0
peptide_nm_120,0.74829,0
peptide_nm_121,0.9947,0
peptide_nm_122,0.97794,0
peptide_nm_123,1.07014,0
peptide_nm_124,-0.59108,0
peptide_nm_125,0.45493,0
peptide_nm_126,1.05337,0
peptide_nm_127,-0.1083,0
peptide_nm_128,-0.2072,0
peptide_nm_129,0.19176,0
peptide_nm_130,-0.1083,0
peptide_nm_131,0.69297,0
peptide_nm_132,0.18002,0
peptide_nm_133,1.07014,0
peptide_nm_134,-0.64304,0
peptide_nm_135,0.8254,0
peptide_nm_136,0.34095,0
peptide_nm_137,1.51771,0
peptide_nm_138,0.33927,0
peptide_nm_139,1.27968,0
peptide_nm_140,0.20684,0
peptide_nm_141,-0.52403,0
peptide_nm_142,0.17834,0
peptide_nm_143,0.58569,0
peptide_nm_144,-0.59108,0
peptide_nm_145,1.05337,0
peptide_nm_146,-0.13848,0
peptide_nm_147,0.72314,0
peptide_nm_148,0.79522,0
peptide_nm_149,0.85557,0
peptide_nm_150,0.80863,0
peptide_nm_151,0.34095,0
peptide_nm_152,0.58569,0
peptide_nm_153,0.68626,0
peptide_nm_154,0.4365,0
peptide_nm_155,0.71811,0
peptide_nm_156,0.25043,0
peptide_nm_157,0.47337,0
peptide_nm_158,0.69967,0
peptide_nm_159,0.7265,0
peptide_nm_160,1.4121,0
peptide_nm_161,-3.00495,0
peptide_nm_162,0.04089,0
peptide_nm_163,1.06343,0
peptide_nm_164,0.72314,0
peptide_nm_165,-0.2072,0
peptide_nm_166,0.88072,0
peptide_nm_167,0.60245,0
peptide_nm_168,1.49257,0
peptide_nm_169,0.55216,0
peptide_nm_170,0.50187,0
peptide_nm_171,0.89413,0
peptide_nm_172,0.33424,0
peptide_nm_173,-0.52738,0
peptide_nm_174,1.41881,0
peptide_nm_175,0.4784,0
peptide_nm_176,0.96788,0
peptide_nm_177,-0.2072,0
peptide_nm_178,0.35268,0
peptide_nm_179,0.43147,0
peptide_nm_180,1.65852,0
peptide_nm_181,-1.16437,0
peptide_nm_182,0.08782,0
peptide_nm_183,0.43147,0
peptide_nm_184,1.08522,0
peptide_nm_185,1.1439,0
peptide_nm_186,-0.33125,0
peptide_nm_187,0.12303,0
peptide_nm_188,0.62257,0
peptide_nm_189,1.5965,0
peptide_nm_190,0.19176,0
peptide_nm_191,1.16401,0
peptide_nm_192,-0.14853,0
peptide_nm_193,0.63095,0
peptide_nm_194,0.52366,0
peptide_nm_195,0.94442,0
peptide_nm_196,-0.42512,0
peptide_nm_197,0.37615,0
peptide_nm_198,0.10123,0
peptide_nm_199,0.53037,0
peptide_nm_200,-0.48547,0
peptide_nm_201,1.00309,0
peptide_nm_202,-0.48547,0
peptide_nm_203,0.31077,0
peptide_nm_204,0.19176,0
peptide_nm_205,0.13141,0
peptide_nm_206,0.69465,0
peptide_nm_207,1.04332,0
peptide_nm_208,0.10123,0
peptide_nm_209,0.79858,0
peptide_nm_210,1.03158,0
peptide_nm_211,0.98297,0
peptide_nm_212,1.04835,0
peptide_nm_213,1.65517,0
peptide_nm_214,-0.76541,0
peptide_nm_215,-0.31281,0
peptide_nm_216,0.23031,0
peptide_nm_217,0.97962,0
peptide_nm_218,0.33927,0
peptide_nm_219,0.40632,0
peptide_nm_220,1.07684,0
peptide_nm_221,0.19176,0
peptide_nm_222,-0.62293,0
peptide_nm_223,0.80863,0
peptide_nm_224,-0.35304,0
peptide_nm_225,0.93771,0
peptide_nm_226,0.08112,0
peptide_nm_227,0.67118,0
peptide_nm_228,0.80863,0
peptide_nm_229,-0.28767,0
peptide_nm_230,0.17834,0
peptide_nm_231,0.45829,0
peptide_nm_232,0.96118,0
peptide_nm_233,1.25285,0
peptide_nm_234,0.87233,0
peptide_nm_235,0.2806,0
peptide_nm_236,0.96285,0
peptide_nm_237,-0.34634,0
peptide_nm_238,0.07274,0
peptide_nm_239,0.61921,0
peptide_nm_240,1.37187,0
peptide_nm_241,0.16493,0
peptide_nm_242,0.64939,0
peptide_nm_243,1.16904,0
peptide_nm_244,-0.1083,0
peptide_nm_245,0.69465,0
peptide_nm_246,0.29736,0
peptide_nm_247,0.59742,0
peptide_nm_248,0.4365,0
peptide_nm_249,0.95783,0
peptide_nm_250,0.80528,0
peptide_nm_251,0.08112,0
peptide_nm_252,-0.37986,0
peptide_nm_253,-0.62963,0
peptide_nm_254,1.40372,0
peptide_nm_255,1.07014,0
peptide_nm_256,-0.1083,0
peptide_nm_257,0.9528,0
peptide_nm_258,0.72314,0
peptide_nm_259,1.03829,0
peptide_nm_260,0.36609,0
peptide_nm_261,0.38788,0
peptide_nm_262,0.11297,0
peptide_nm_263,1.29979,0
peptide_nm_264,0.71811,0
peptide_nm_265,-0.52738,0
peptide_nm_266,0.50187,0
peptide_nm_267,-0.14686,0
peptide_nm_268,-0.63131,0
peptide_nm_269,1.16066,0
peptide_nm_270,0.67118,0
peptide_nm_271,-0.1083,0
peptide_nm_272,-1.06044,0
peptide_nm_273,-0.44692,0
peptide_nm_274,0.93771,0
peptide_nm_275,0.08112,0
peptide_nm_276,-2.85073,0
peptide_nm_277,1.66187,0
peptide_nm_278,0.01071,0
peptide_nm_279,0.12806,0
peptide_nm_280,0.87904,0
peptide_nm_281,-0.04796,0
peptide_nm_282,0.45829,0
peptide_nm_283,0.17834,0
peptide_nm_284,0.87233,0
peptide_nm_285,0.73655,0
peptide_nm_286,1.21598,0
peptide_nm_287,-0.53241,0
peptide_nm_288,0.67118,0
peptide_nm_289,0.87233,0
peptide_nm_290,0.07274,0
peptide_nm_291,-0.25582,0
peptide_nm_292,0.08112,0
peptide_nm_293,-0.14015,0
peptide_nm_294,0.40465,0
peptide_nm_295,0.80361,0
peptide_nm_296,0.77511,0
peptide_nm_297,0.92765,0
peptide_nm_298,1.09863,0
peptide_nm_299,-0.22397,0
peptide_nm_300,1.00309,0
peptide_nm_301,0.52702,0
peptide_nm_302,0.2454,0
peptide_nm_303,-0.07981,0
peptide_nm_304,1.56632,0
peptide_nm_305,-0.94813,0
peptide_nm_306,0.64939,0
peptide_nm_307,-0.1083,0
peptide_nm_308,-0.22397,0
peptide_nm_309,1.39366,0
peptide_nm_310,0.75835,0
peptide_nm_311,0.1247,0
peptide_nm_312,1.19251,0
peptide_nm_313,0.08112,0
peptide_nm_314,0.4365,0
peptide_nm_315,1.35846,0
peptide_nm_316,0.45493,0
peptide_nm_317,0.07441,0
peptide_nm_318,0.37615,0
peptide_nm_319,1.07684,0
peptide_nm_320,0.69465,0
peptide_nm_321,1.22436,0
peptide_nm_322,-0.62963,0
peptide_nm_323,0.58233,0
peptide_nm_324,0.87233,0
peptide_nm_325,1.03158,0
peptide_nm_326,0.87233,0
peptide_nm_327,1.65014,0
peptide_nm_328,0.34095,0
peptide_nm_329,0.4365,0
peptide_nm_330,1.54956,0
peptide_nm_331,0.55216,0
peptide_nm_332,1.38193,0
peptide_nm_333,0.33927,0
peptide_nm_334,0.72985,0
peptide_nm_335,1.03158,0
peptide_nm_336,1.20592,0
peptide_nm_337,0.76673,0
peptide_nm_338,1.31655,0
peptide_nm_339,1.52274,0
peptide_nm_340,0.67118,0
peptide_nm_341,0.34095,0
peptide_nm_342,0.62257,0
peptide_nm_343,1.19083,0
peptide_nm_344,0.64939,0
peptide_nm_345,0.79858,0
peptide_nm_346,-0.1083,0
peptide_nm_347,0.91089,0
peptide_nm_348,0.12135,0
peptide_nm_349,0.32921,0
peptide_nm_350,1.13048,0
peptide_nm_351,1.1791,0
peptide_nm_352,0.87233,0
peptide_nm_353,1.04667,0
peptide_nm_354,-0.01275,0
peptide_nm_355,1.39366,0
peptide_nm_356,-0.04293,0
peptide_nm_357,1.09863,0
peptide_nm_358,0.4784,0
peptide_nm_359,-0.31281,0
peptide_nm_360,0.19678,0
peptide_nm_361,-0.2072,0
peptide_nm_362,0.61251,0
peptide_nm_363,0.15488,0
peptide_nm_364,0.10123,0
peptide_nm_365,1.07684,0
peptide_nm_366,0.118,0
peptide_nm_367,0.79858,0
peptide_nm_368,-0.52738,0
peptide_nm_369,0.79858,0
peptide_nm_370,0.46835,0
peptide_nm_371,0.08782,0
peptide_nm_372,-0.19212,0
peptide_nm_373,0.62592,0
peptide_nm_374,0.84887,0
peptide_nm_375,1.33332,0
peptide_nm_376,-0.07981,0
peptide_nm_377,1.11205,0
peptide_nm_378,0.99806,0
peptide_nm_379,0.45829,0
peptide_nm_380,1.16401,0
peptide_nm_381,0.01071,0
peptide_nm_382,-0.00605,0
peptide_nm_383,0.33927,0
peptide_nm_384,0.67118,0
peptide_nm_385,0.11129,0
peptide_nm_386,-1.81478,0
peptide_nm_387,0.40632,0
peptide_nm_388,1.08355,0
peptide_nm_389,1.6032,0
peptide_nm_390,0.67118,0
peptide_nm_391,-0.30443,0
peptide_nm_392,-0.46536,0
peptide_nm_393,-0.53241,0
peptide_nm_394,0.99806,0
peptide_nm_395,0.64939,0
peptide_nm_396,0.08112,0
peptide_nm_397,0.07274,0
peptide_nm_398,0.11465,0
peptide_nm_399,0.65274,0
peptide_nm_400,0.86898,0
peptide_nm_401,1.01482,0
peptide_nm_402,1.02152,0
peptide_nm_403,0.98297,0
peptide_nm_404,0.78517,0
peptide_nm_405,0.71309,0
peptide_nm_406,0.40465,0
peptide_nm_407,-0.13848,0
peptide_nm_408,-0.519,0
peptide_nm_409,0.33424,0
peptide_nm_410,1.55459,0
peptide_nm_411,0.39794,0
peptide_nm_412,-0.36478,0
peptide_nm_413,1.51268,0
peptide_nm_414,0.42644,0
peptide_nm_415,0.54043,0
peptide_nm_416,-0.28767,0
peptide_nm_417,0.71644,0
peptide_nm_418,0.67118,0
peptide_nm_419,0.10123,0
peptide_nm_420,0.53037,0
peptide_nm_421,0.10123,0
peptide_nm_422,1.06511,0
peptide_nm_423,0.35771,0
peptide_nm_424,1.52609,0
peptide_nm_425,1.1791,0
peptide_nm_426,0.29233,0
peptide_nm_427,1.19251,0
peptide_nm_428,0.62592,0
peptide_nm_429,-0.1083,0
peptide_nm_430,0.87401,0
peptide_nm_431,0.55384,0
peptide_nm_432,0.58233,0
peptide_nm_433,-0.28767,0
peptide_nm_434,1.568,0
peptide_nm_435,0.58401,0
peptide_nm_436,0.58569,0
peptide_nm_437,0.67118,0
peptide_nm_438,-1.21801,0
peptide_nm_439,0.95783,0
peptide_nm_440,0.23031,0
peptide_nm_441,0.50187,0
peptide_nm_442,0.33927,0
peptide_pm_1,-0.32622,1
peptide_pm_2,-0.33125,1
peptide_pm_3,-3.4542,1
peptide_pm_4,-3.31675,1
peptide_pm_5,0.89748,1
peptide_pm_6,-0.82576,1
peptide_pm_7,0.16326,1
peptide_pm_8,0.39962,1
peptide_pm_9,-0.04796,1
peptide_pm_10,0.35268,1
peptide_pm_11,0.18002,1
peptide_pm_12,-0.04796,1
peptide_pm_13,-3.36536,1
peptide_pm_14,0.5354,1
peptide_pm_15,0.93436,1
peptide_pm_16,0.31245,1
peptide_pm_17,-0.54079,1
peptide_pm_18,-0.66484,1
peptide_pm_19,-0.71848,1
peptide_pm_20,-1.44599,1
peptide_pm_21,0.02413,1
peptide_pm_22,-1.00512,1
peptide_pm_23,0.92933,1
peptide_pm_24,-2.73172,1
peptide_pm_25,0.4147,1
peptide_pm_26,-1.33536,1
peptide_pm_27,0.20684,1
peptide_pm_28,-1.48119,1
peptide_pm_29,-1.54825,1
peptide_pm_30,-1.02021,1
peptide_pm_31,0.17667,1
peptide_pm_32,-0.71848,1
peptide_pm_33,-0.2994,1
peptide_pm_34,0.37112,1
peptide_pm_35,-0.33796,1
peptide_pm_36,-0.519,1
peptide_pm_37,0.70303,1
peptide_pm_38,-0.17703,1
peptide_pm_39,1.01482,1
peptide_pm_40,0.32251,1
peptide_pm_41,-1.00512,1
peptide_pm_42,0.22528,1
peptide_pm_43,-0.79056,1
peptide_pm_44,-0.76038,1
peptide_pm_45,0.49852,1
peptide_pm_46,-0.88778,1
peptide_pm_47,0.38285,1
peptide_pm_48,0.78684,1
peptide_pm_49,-0.82073,1
peptide_pm_50,-1.15767,1
peptide_pm_51,1.09696,1
peptide_pm_52,0.35436,1
peptide_pm_53,0.10962,1
peptide_pm_54,-0.38825,1
peptide_pm_55,-2.28247,1
peptide_pm_56,0.24707,1
peptide_pm_57,-2.55906,1
peptide_pm_58,0.63765,1
peptide_pm_59,0.18002,1
peptide_pm_60,-0.54079,1
peptide_pm_61,0.69967,1
peptide_pm_62,-0.49385,1
peptide_pm_63,-0.59108,1
peptide_pm_64,-2.73172,1
peptide_pm_65,-1.86172,1
peptide_pm_66,-2.35958,1
peptide_pm_67,-2.58588,1
peptide_pm_68,-1.04703,1
peptide_pm_69,0.13141,1
peptide_pm_70,1.07014,1
peptide_pm_71,0.7265,1
peptide_pm_72,0.34598,1
peptide_pm_73,-0.41339,1
peptide_pm_74,-0.13177,1
peptide_pm_75,-1.68738,1
peptide_pm_76,-0.92634,1
peptide_pm_77,0.23199,1
peptide_pm_78,0.80863,1
peptide_pm_79,0.5706,1
peptide_pm_80,-0.82073,1
peptide_pm_81,-0.74027,1
peptide_pm_82,-0.54414,1
peptide_pm_83,-0.20218,1
peptide_pm_84,-1.48119,1
peptide_pm_85,-0.33125,1
peptide_pm_86,0.32251,1
peptide_pm_87,-0.27426,1
peptide_pm_88,0.29233,1
peptide_pm_89,-1.04536,1
peptide_pm_90,-0.93975,1
peptide_pm_91,-0.94981,1
peptide_pm_92,0.45158,1
peptide_pm_93,-0.49553,1
peptide_pm_94,-0.37819,1
peptide_pm_95,0.48176,1
peptide_pm_96,0.78684,1
peptide_pm_97,0.85892,1
peptide_pm_98,-0.52738,1
peptide_pm_99,-0.3346,1
peptide_pm_100,-0.53241,1
peptide_pm_101,0.21187,1
peptide_pm_102,-2.73172,1
peptide_pm_103,0.0543,1
peptide_pm_104,-2.28247,1
peptide_pm_105,-0.33796,1
peptide_pm_106,-0.35975,1
peptide_pm_107,0.2806,1
peptide_pm_108,-0.2927,1
peptide_pm_109,-1.59518,1
peptide_pm_110,-0.23738,1
peptide_pm_111,-0.75033,1
peptide_pm_112,-2.8742,1
peptide_pm_113,-0.02114,1
peptide_pm_114,0.55216,1
peptide_pm_115,0.32251,1
peptide_pm_116,-0.27258,1
peptide_pm_117,-0.519,1
peptide_pm_118,-0.17703,1
peptide_pm_119,0.87736,1
peptide_pm_120,-0.88778,1
peptide_pm_121,-0.15524,1
peptide_pm_122,-3.48102,1
peptide_pm_123,-0.23738,1
peptide_pm_124,0.6695,1
peptide_pm_125,-1.15767,1
peptide_pm_126,-0.45865,1
peptide_pm_127,-0.89281,1
peptide_pm_128,1.00644,1
peptide_pm_129,-0.27258,1
peptide_pm_130,-0.71848,1
peptide_pm_131,0.29401,1
peptide_pm_132,-1.93715,1
peptide_pm_133,0.55216,1
peptide_pm_134,0.71811,1
peptide_pm_135,0.19176,1
peptide_pm_136,-0.70674,1
peptide_pm_137,-0.83247,1
peptide_pm_138,0.2806,1
peptide_pm_139,-0.60784,1
peptide_pm_140,-2.73172,1
peptide_pm_141,0.19343,1
peptide_pm_142,-0.53241,1
peptide_pm_143,-0.76541,1
peptide_pm_144,-0.17703,1
peptide_pm_145,0.13141,1
peptide_pm_146,-0.79056,1
peptide_pm_147,0.57228,1
peptide_pm_148,-0.2072,1
peptide_pm_149,0.7047,1
peptide_pm_150,-1.32697,1
peptide_pm_151,-1.32697,1
peptide_pm_152,-0.07981,1
peptide_pm_153,-0.37483,1
peptide_pm_154,0.45493,1
peptide_pm_155,-0.44859,1
peptide_pm_156,0.93268,1
peptide_pm_157,-0.43518,1
peptide_pm_158,-1.20796,1
peptide_pm_159,0.03754,1
peptide_pm_160,1.09361,1
peptide_pm_161,-2.92617,1
peptide_pm_162,-0.55755,1
peptide_pm_163,-0.27258,1
peptide_pm_164,-2.49033,1
peptide_pm_165,-0.01611,1
peptide_pm_166,-2.89432,1
peptide_pm_167,-0.80229,1
peptide_pm_168,0.08447,1
peptide_pm_169,0.70806,1
peptide_pm_170,-0.92801,1
peptide_pm_171,-0.54414,1
peptide_pm_172,-2.77698,1
peptide_pm_173,0.66783,1
peptide_pm_174,-1.1979,1
peptide_pm_175,-0.45362,1
peptide_pm_176,0.22361,1
peptide_pm_177,-0.76541,1
peptide_pm_178,-0.76541,1
peptide_pm_179,-0.54079,1
peptide_pm_180,0.00233,1
peptide_pm_181,-0.59108,1
peptide_pm_182,0.48176,1
peptide_pm_183,-0.57096,1
peptide_pm_184,-0.76206,1
peptide_pm_185,-0.80397,1
peptide_pm_186,0.10123,1
peptide_pm_187,-2.58755,1
peptide_pm_188,0.0895,1
peptide_pm_189,0.45326,1
peptide_pm_190,0.21019,1
peptide_pm_191,0.48176,1
peptide_pm_192,0.04592,1
peptide_pm_193,-0.55085,1
peptide_pm_194,-2.8457,1
peptide_pm_195,-1.04536,1
peptide_pm_196,-1.09564,1
peptide_pm_197,-1.86172,1
peptide_pm_198,-0.19044,1
peptide_pm_199,0.29569,1
peptide_pm_200,0.93603,1
peptide_pm_201,-1.86172,1
peptide_pm_202,0.08112,1
peptide_pm_203,-0.71848,1
peptide_pm_204,0.20517,1
peptide_pm_205,0.77511,1
peptide_pm_206,-1.13755,1
peptide_pm_207,0.71309,1
peptide_pm_208,-0.08651,1
peptide_pm_209,0.77511,1
peptide_pm_210,-0.86767,1
peptide_pm_211,-0.76206,1
peptide_pm_212,0.61418,1
peptide_pm_213,-0.69166,1
peptide_pm_214,0.53037,1
peptide_pm_215,0.58736,1
peptide_pm_216,-0.519,1
peptide_pm_217,0.77511,1
peptide_pm_218,0.08112,1
peptide_pm_219,-2.89432,1
peptide_pm_220,0.02413,1
peptide_pm_221,-0.88443,1
peptide_pm_222,0.45493,1
peptide_pm_223,-1.66056,1
peptide_pm_224,0.75835,1
peptide_pm_225,0.05933,1
peptide_pm_226,0.73823,1
peptide_pm_227,-1.04536,1
peptide_pm_228,1.49424,1
peptide_pm_229,0.3795,1
peptide_pm_230,1.35008,1
peptide_pm_231,-0.7453,1
peptide_pm_232,-0.66651,1
peptide_pm_233,-1.59518,1
peptide_pm_234,-2.06455,1
peptide_pm_235,-2.16177,1
peptide_pm_236,-0.02449,1
peptide_pm_237,1.76077,1
peptide_pm_238,0.32921,1
peptide_pm_239,-0.0027,1
peptide_pm_240,-0.27426,1
peptide_pm_241,-0.6246,1
peptide_pm_242,0.37782,1
peptide_pm_243,-0.75368,1
peptide_pm_244,-1.11073,1
peptide_pm_245,0.14147,1
peptide_pm_246,-0.76206,1
peptide_pm_247,0.48176,1
peptide_pm_248,0.22528,1
peptide_pm_249,0.13141,1
peptide_pm_250,-2.98651,1
peptide_pm_251,-0.55252,1
peptide_pm_252,-2.91276,1
peptide_pm_253,-0.53241,1
peptide_pm_254,-0.55252,1
peptide_pm_255,-1.12582,1
peptide_pm_256,-0.76541,1
peptide_pm_257,0.36274,1
peptide_pm_258,0.68626,1
peptide_pm_259,-0.11836,1
peptide_pm_260,0.20684,1
peptide_pm_261,-0.08148,1
peptide_pm_262,-0.88778,1
peptide_pm_263,0.21858,1
peptide_pm_264,-3.56484,1
peptide_pm_265,0.63765,1
peptide_pm_266,-2.66131,1
peptide_pm_267,-0.41171,1
peptide_pm_268,0.08112,1
peptide_pm_269,-1.59518,1
peptide_pm_270,-0.62125,1
peptide_pm_271,-0.46368,1
peptide_pm_272,0.49349,1
peptide_pm_273,-2.3579,1
peptide_pm_274,0.32921,1
peptide_pm_275,-2.47859,1
peptide_pm_276,-3.36536,1
peptide_pm_277,0.2806,1
peptide_pm_278,-1.7779,1
peptide_pm_279,-0.07981,1
peptide_pm_280,-0.17703,1
peptide_pm_281,0.40632,1
peptide_pm_282,-3.4542,1
peptide_pm_283,-1.30518,1
peptide_pm_284,-2.94461,1
peptide_pm_285,0.64771,1
peptide_pm_286,-0.78385,1
peptide_pm_287,-3.09044,1
peptide_pm_288,-0.34634,1
peptide_pm_289,-0.56426,1
peptide_pm_290,0.49014,1
peptide_pm_291,-0.33125,1
peptide_pm_292,-2.73172,1
peptide_pm_293,-0.33796,1
peptide_pm_294,-0.17703,1
peptide_pm_295,-0.94981,1
peptide_pm_296,0.31245,1
peptide_pm_297,-1.04536,1
peptide_pm_298,-1.74773,1
peptide_pm_299,-0.90958,1
peptide_pm_300,0.08112,1
peptide_pm_301,-1.68738,1
peptide_pm_302,-0.49553,1
peptide_pm_303,0.10291,1
peptide_pm_304,-0.55252,1
peptide_pm_305,0.21522,1
peptide_pm_306,0.72985,1
peptide_pm_307,-2.73172,1
peptide_pm_308,0.94106,1
peptide_pm_309,-0.17703,1
peptide_pm_310,-0.53241,1
peptide_pm_311,-0.519,1
peptide_pm_312,-1.63206,1
peptide_pm_313,-0.02616,1
peptide_pm_314,-0.63131,1
peptide_pm_315,-0.41171,1
peptide_pm_316,-0.71848,1
peptide_pm_317,-1.08223,1
peptide_pm_318,0.58736,1
peptide_pm_319,-0.83247,1
peptide_pm_320,-2.79039,1
peptide_pm_321,-0.02114,1
peptide_pm_322,0.36274,1
peptide_pm_323,-0.46703,1
peptide_pm_324,-0.82408,1
peptide_pm_325,0.99303,1
peptide_pm_326,-0.20553,1
peptide_pm_327,0.08112,1
peptide_pm_328,-0.33796,1
peptide_pm_329,0.52199,1
peptide_pm_330,-2.47357,1
peptide_pm_331,-3.31675,1
peptide_pm_332,-1.30518,1
peptide_pm_333,0.11297,1
peptide_pm_334,-1.06044,1
peptide_pm_335,0.21187,1
peptide_pm_336,-0.79056,1
peptide_pm_337,1.17407,1
peptide_pm_338,-0.34299,1
peptide_pm_339,0.17667,1
peptide_pm_340,0.46667,1
peptide_pm_341,0.32921,1
peptide_pm_342,-0.20385,1
peptide_pm_343,-0.80229,1
peptide_pm_344,0.8891,1
peptide_pm_345,1.05673,1
peptide_pm_346,-0.79056,1
peptide_pm_347,0.118,1
peptide_pm_348,0.90921,1
peptide_pm_349,-2.82056,1
peptide_pm_350,0.33927,1
peptide_pm_351,0.15152,1
peptide_pm_352,1.04835,1
peptide_pm_353,-0.33796,1
peptide_pm_354,-0.52738,1
peptide_pm_355,-2.73172,1
peptide_pm_356,-0.45362,1
peptide_pm_357,0.35939,1
peptide_pm_358,-0.18206,1
peptide_pm_359,-0.76541,1
peptide_pm_360,0.17332,1
peptide_pm_361,0.63933,1
peptide_pm_362,-0.76206,1
peptide_pm_363,0.96285,1
peptide_pm_364,-0.53241,1
peptide_pm_365,-0.54079,1
peptide_pm_366,-1.80472,1
peptide_pm_367,-3.48438,1
peptide_pm_368,-1.63206,1
peptide_pm_369,0.94106,1
peptide_pm_370,0.20517,1
peptide_pm_371,-1.71085,1
peptide_pm_372,-0.84755,1
peptide_pm_373,-0.60784,1
peptide_pm_374,0.27054,1
peptide_pm_375,-0.00102,1
peptide_pm_376,-1.71923,1
peptide_pm_377,0.38621,1
peptide_pm_378,-0.01275,1
peptide_pm_379,-0.45362,1
peptide_pm_380,0.29904,1
peptide_pm_381,0.94442,1
peptide_pm_382,-0.54079,1
peptide_pm_383,0.13141,1
peptide_pm_384,-0.55252,1
peptide_pm_385,-1.93212,1
peptide_pm_386,0.4365,1
peptide_pm_387,0.118,1
peptide_pm_388,-0.7453,1
peptide_pm_389,0.23031,1
peptide_pm_390,-0.01611,1
peptide_pm_391,-1.59518,1
peptide_pm_392,0.33089,1
peptide_pm_393,-0.07478,1
peptide_pm_394,-0.54079,1
peptide_pm_395,-0.66986,1
peptide_pm_396,-0.94981,1
peptide_pm_397,-1.18114,1
peptide_pm_398,-1.43091,1
peptide_pm_399,-0.07981,1
peptide_pm_400,0.97291,1
peptide_pm_401,-0.82576,1
peptide_pm_402,-0.94981,1
peptide_pm_403,0.55216,1
peptide_pm_404,-0.80229,1
peptide_pm_405,0.54043,1
peptide_pm_406,0.08112,1
peptide_pm_407,-2.42831,1
peptide_pm_408,-0.72015,1
peptide_pm_409,-0.56426,1
peptide_pm_410,0.17667,1
peptide_pm_411,-0.63466,1
