,Length,y
peptide_nm_180,3.45036,0
peptide_nm_181,-0.88506,0
peptide_nm_182,-0.47217,0
peptide_nm_183,0.2504,0
peptide_nm_184,0.35363,0
peptide_nm_185,0.56008,0
peptide_nm_186,-0.47217,0
peptide_nm_187,-0.36894,0
peptide_nm_188,-0.26572,0
peptide_nm_189,6.23741,0
peptide_nm_190,-0.67862,0
peptide_nm_191,0.76653,0
peptide_nm_192,-0.36894,0
peptide_nm_193,0.35363,0
peptide_nm_194,0.04396,0
peptide_nm_195,0.6633,0
peptide_nm_196,-1.19474,0
peptide_nm_197,-0.47217,0
peptide_nm_198,-0.67862,0
peptide_nm_199,0.14718,0
peptide_nm_200,-0.88506,0
peptide_nm_201,-0.16249,0
peptide_nm_202,-0.88506,0
peptide_nm_203,0.86975,0
peptide_nm_204,-0.67862,0
peptide_nm_205,-0.36894,0
peptide_nm_206,-0.78184,0
peptide_nm_207,0.35363,0
peptide_nm_208,-0.67862,0
peptide_nm_209,-0.36894,0
peptide_nm_210,0.56008,0
peptide_nm_211,0.56008,0
peptide_nm_212,0.86975,0
peptide_nm_213,5.51484,0
peptide_nm_214,-1.40119,0
peptide_nm_215,-0.88506,0
peptide_nm_216,-0.16249,0
peptide_nm_217,1.0762,0
peptide_nm_218,-0.78184,0
peptide_nm_219,-0.16249,0
peptide_nm_220,0.2504,0
peptide_nm_221,-0.67862,0
peptide_nm_222,0.14718,0
peptide_nm_223,-0.26572,0
peptide_nm_224,0.14718,0
peptide_nm_225,0.35363,0
peptide_nm_226,-0.78184,0
peptide_nm_227,-0.67862,0
peptide_nm_228,-0.26572,0
peptide_nm_229,-0.67862,0
peptide_nm_230,-0.88506,0
peptide_nm_231,-0.88506,0
peptide_nm_232,0.86975,0
peptide_nm_233,1.17942,0
peptide_nm_234,0.04396,0
peptide_nm_235,-0.36894,0
peptide_nm_236,0.76653,0
peptide_nm_237,-0.36894,0
peptide_nm_238,-0.88506,0
peptide_nm_239,0.6633,0
peptide_nm_240,0.86975,0
peptide_nm_241,0.14718,0
peptide_nm_242,0.76653,0
peptide_nm_243,0.6633,0
peptide_nm_244,-0.98829,0
peptide_nm_245,-0.78184,0
peptide_nm_246,-0.16249,0
peptide_nm_247,-0.78184,0
peptide_nm_248,-0.78184,0
peptide_nm_249,0.14718,0
peptide_nm_250,0.35363,0
peptide_nm_251,-0.78184,0
peptide_nm_252,-0.88506,0
peptide_nm_253,-0.78184,0
peptide_nm_254,3.24391,0
peptide_nm_255,-0.36894,0
peptide_nm_256,-0.98829,0
peptide_nm_257,-0.78184,0
peptide_nm_258,-0.36894,0
peptide_nm_259,0.76653,0
peptide_nm_260,-0.26572,0
peptide_nm_261,0.76653,0
peptide_nm_262,0.56008,0
peptide_nm_263,0.6633,0
peptide_nm_264,0.35363,0
peptide_nm_265,-0.98829,0
peptide_nm_266,-0.98829,0
peptide_nm_267,-0.26572,0
peptide_nm_268,-0.47217,0
peptide_nm_269,0.56008,0
peptide_nm_270,-0.67862,0
peptide_nm_271,-0.98829,0
peptide_nm_272,-0.78184,0
peptide_nm_273,0.04396,0
peptide_nm_274,0.14718,0
peptide_nm_275,-0.78184,0
peptide_nm_276,-0.98829,0
peptide_nm_277,4.17293,0
peptide_nm_278,-0.67862,0
peptide_nm_279,0.35363,0
peptide_nm_280,-0.26572,0
peptide_nm_281,-0.67862,0
peptide_nm_282,-0.88506,0
peptide_nm_283,-0.88506,0
peptide_nm_284,0.04396,0
peptide_nm_285,-0.88506,0
peptide_nm_286,0.6633,0
peptide_nm_287,-0.78184,0
peptide_nm_288,-0.67862,0
peptide_nm_289,0.04396,0
peptide_nm_290,-0.88506,0
peptide_nm_291,-0.16249,0
peptide_nm_292,-0.78184,0
peptide_nm_293,-0.36894,0
peptide_nm_294,-0.36894,0
peptide_nm_295,0.6633,0
peptide_nm_296,1.17942,0
peptide_nm_297,0.6633,0
peptide_nm_298,0.6633,0
peptide_nm_299,-0.98829,0
peptide_nm_300,-0.16249,0
peptide_nm_301,-0.36894,0
peptide_nm_302,-0.47217,0
peptide_nm_303,-0.78184,0
peptide_nm_304,5.41162,0
peptide_nm_305,-0.98829,0
peptide_nm_306,-0.16249,0
peptide_nm_307,-0.98829,0
peptide_nm_308,-0.98829,0
peptide_nm_309,0.6633,0
peptide_nm_310,0.2504,0
peptide_nm_311,0.76653,0
peptide_nm_312,0.04396,0
peptide_nm_313,-0.78184,0
peptide_nm_314,-0.78184,0
peptide_nm_315,0.14718,0
peptide_nm_316,-0.47217,0
peptide_nm_317,0.35363,0
peptide_nm_318,-0.47217,0
peptide_nm_319,0.2504,0
peptide_nm_320,-0.78184,0
peptide_nm_321,0.76653,0
peptide_nm_322,-0.78184,0
peptide_nm_323,-0.16249,0
peptide_nm_324,-0.36894,0
peptide_nm_325,0.56008,0
peptide_nm_326,0.04396,0
peptide_nm_327,6.75353,0
peptide_nm_328,-0.67862,0
peptide_nm_329,-0.26572,0
peptide_nm_330,1.38587,0
peptide_nm_331,-0.26572,0
peptide_nm_332,5.92774,0
peptide_nm_333,-0.78184,0
peptide_nm_334,0.2504,0
peptide_nm_335,0.04396,0
peptide_nm_336,0.14718,0
peptide_nm_337,1.38587,0
peptide_nm_338,0.6633,0
peptide_nm_339,0.35363,0
peptide_nm_340,-0.67862,0
peptide_nm_341,-0.67862,0
peptide_nm_342,-0.26572,0
peptide_nm_343,0.35363,0
peptide_nm_344,-0.16249,0
peptide_nm_345,0.35363,0
peptide_nm_346,-0.98829,0
peptide_nm_347,-0.67862,0
peptide_nm_348,0.6633,0
peptide_nm_349,-0.36894,0
peptide_nm_350,1.17942,0
peptide_nm_351,-0.16249,0
peptide_nm_352,0.76653,0
peptide_nm_353,1.0762,0
peptide_nm_354,-0.16249,0
peptide_nm_355,0.6633,0
peptide_nm_356,-0.47217,0
peptide_nm_357,0.6633,0
peptide_nm_358,-0.36894,0
peptide_nm_359,-0.88506,0
peptide_nm_360,-0.98829,0
peptide_nm_361,-0.88506,0
peptide_nm_362,0.86975,0
peptide_nm_363,-0.16249,0
peptide_nm_364,-0.26572,0
peptide_nm_365,0.86975,0
peptide_nm_366,0.14718,0
peptide_nm_367,-0.36894,0
peptide_nm_368,-0.98829,0
peptide_nm_369,-0.36894,0
peptide_nm_370,0.56008,0
peptide_nm_371,-0.47217,0
peptide_nm_372,-0.26572,0
peptide_nm_373,0.14718,0
peptide_nm_374,0.76653,0
peptide_nm_375,2.52134,0
peptide_nm_376,-0.78184,0
peptide_nm_377,0.2504,0
peptide_nm_378,0.6633,0
peptide_nm_379,-0.88506,0
peptide_nm_380,0.76653,0
peptide_nm_381,-0.67862,0
peptide_nm_382,-0.26572,0
peptide_nm_383,-0.78184,0
peptide_nm_384,-0.67862,0
peptide_nm_385,0.14718,0
peptide_nm_386,-0.88506,0
peptide_nm_387,-0.16249,0
peptide_nm_388,-0.47217,0
peptide_nm_389,0.86975,0
peptide_nm_390,-0.67862,0
peptide_nm_391,0.56008,0
peptide_nm_392,0.04396,0
peptide_nm_393,-0.78184,0
peptide_nm_394,0.35363,0
peptide_nm_395,-0.16249,0
peptide_nm_396,-0.78184,0
peptide_nm_397,-0.88506,0
peptide_nm_398,0.76653,0
peptide_nm_399,0.04396,0
peptide_nm_400,-0.16249,0
peptide_nm_401,0.76653,0
peptide_nm_402,0.2504,0
peptide_nm_403,0.56008,0
peptide_nm_404,0.14718,0
peptide_nm_405,0.04396,0
peptide_nm_406,-0.36894,0
peptide_nm_407,-0.67862,0
peptide_nm_408,-0.16249,0
peptide_nm_409,0.04396,0
peptide_nm_410,5.41162,0
peptide_nm_411,-0.16249,0
peptide_nm_412,0.2504,0
peptide_nm_413,1.38587,0
peptide_nm_414,0.86975,0
peptide_nm_415,-0.16249,0
peptide_nm_416,-0.78184,0
peptide_nm_417,-0.47217,0
peptide_nm_418,-0.67862,0
peptide_nm_419,-0.67862,0
peptide_nm_420,0.2504,0
peptide_nm_421,-0.67862,0
peptide_nm_422,-0.26572,0
peptide_nm_423,0.14718,0
peptide_nm_424,1.0762,0
peptide_nm_425,-0.16249,0
peptide_nm_426,0.35363,0
peptide_nm_427,1.17942,0
peptide_nm_428,0.14718,0
peptide_nm_429,-0.98829,0
peptide_nm_430,-0.47217,0
peptide_nm_431,0.04396,0
peptide_nm_432,-0.16249,0
peptide_nm_433,-0.67862,0
peptide_nm_434,1.17942,0
peptide_nm_435,0.04396,0
peptide_nm_436,-0.47217,0
peptide_nm_437,-0.67862,0
peptide_nm_438,-1.50441,0
peptide_nm_439,0.14718,0
peptide_nm_440,-0.16249,0
peptide_nm_441,-0.98829,0
peptide_nm_442,-0.78184,0
peptide_pm_1,0.04396,1
peptide_pm_2,0.56008,1
peptide_pm_3,-1.19474,1
peptide_pm_4,-0.47217,1
peptide_pm_5,0.97297,1
peptide_pm_6,0.04396,1
peptide_pm_7,-0.16249,1
peptide_pm_8,1.38587,1
peptide_pm_9,-0.67862,1
peptide_pm_10,1.4891,1
peptide_pm_11,-0.26572,1
peptide_pm_12,0.56008,1
peptide_pm_13,-0.57539,1
peptide_pm_14,0.97297,1
peptide_pm_15,0.76653,1
peptide_pm_16,0.56008,1
peptide_pm_17,-0.47217,1
peptide_pm_18,-0.16249,1
peptide_pm_19,-0.26572,1
peptide_pm_20,-0.36894,1
peptide_pm_21,0.56008,1
peptide_pm_22,-0.67862,1
peptide_pm_23,1.28265,1
peptide_pm_24,-0.98829,1
peptide_pm_25,1.28265,1
peptide_pm_26,-0.67862,1
peptide_pm_27,-0.36894,1
peptide_pm_28,-0.36894,1
peptide_pm_29,-0.88506,1
peptide_pm_30,-0.26572,1
peptide_pm_31,0.2504,1
peptide_pm_32,-0.98829,1
peptide_pm_33,0.6633,1
peptide_pm_34,0.76653,1
peptide_pm_35,-0.78184,1
peptide_pm_36,-0.16249,1
peptide_pm_37,0.6633,1
peptide_pm_38,-0.78184,1
peptide_pm_39,1.69554,1
peptide_pm_40,-0.05927,1
peptide_pm_41,-0.67862,1
peptide_pm_42,0.45685,1
peptide_pm_43,5.20517,1
peptide_pm_44,-0.26572,1
peptide_pm_45,0.86975,1
peptide_pm_46,-0.78184,1
peptide_pm_47,0.86975,1
peptide_pm_48,0.97297,1
peptide_pm_49,-0.26572,1
peptide_pm_50,-0.26572,1
peptide_pm_51,2.31489,1
peptide_pm_52,0.6633,1
peptide_pm_53,-0.26572,1
peptide_pm_54,-0.26572,1
peptide_pm_55,-0.98829,1
peptide_pm_56,0.86975,1
peptide_pm_57,0.04396,1
peptide_pm_58,0.86975,1
peptide_pm_59,-0.26572,1
peptide_pm_60,-0.47217,1
peptide_pm_61,1.69554,1
peptide_pm_62,0.04396,1
peptide_pm_63,-0.88506,1
peptide_pm_64,-0.98829,1
peptide_pm_65,-0.98829,1
peptide_pm_66,0.45685,1
peptide_pm_67,-1.19474,1
peptide_pm_68,-0.78184,1
peptide_pm_69,-0.57539,1
peptide_pm_70,1.17942,1
peptide_pm_71,0.6633,1
peptide_pm_72,0.35363,1
peptide_pm_73,-0.98829,1
peptide_pm_74,-0.16249,1
peptide_pm_75,-0.98829,1
peptide_pm_76,0.04396,1
peptide_pm_77,0.56008,1
peptide_pm_78,-0.26572,1
peptide_pm_79,0.45685,1
peptide_pm_80,-0.26572,1
peptide_pm_81,-0.36894,1
peptide_pm_82,-0.78184,1
peptide_pm_83,-0.26572,1
peptide_pm_84,-0.36894,1
peptide_pm_85,-0.47217,1
peptide_pm_86,-0.05927,1
peptide_pm_87,-0.78184,1
peptide_pm_88,0.97297,1
peptide_pm_89,-0.88506,1
peptide_pm_90,-0.88506,1
peptide_pm_91,-0.78184,1
peptide_pm_92,0.76653,1
peptide_pm_93,-0.57539,1
peptide_pm_94,-0.67862,1
peptide_pm_95,0.14718,1
peptide_pm_96,0.97297,1
peptide_pm_97,0.35363,1
peptide_pm_98,-0.67862,1
peptide_pm_99,0.76653,1
peptide_pm_100,-0.78184,1
peptide_pm_101,0.35363,1
peptide_pm_102,-0.98829,1
peptide_pm_103,0.56008,1
peptide_pm_104,-0.98829,1
peptide_pm_105,-0.78184,1
peptide_pm_106,-0.05927,1
peptide_pm_107,-0.05927,1
peptide_pm_108,-0.05927,1
peptide_pm_109,-0.36894,1
peptide_pm_110,-0.26572,1
peptide_pm_111,-0.47217,1
peptide_pm_112,-0.36894,1
peptide_pm_113,-0.16249,1
peptide_pm_114,-0.26572,1
peptide_pm_115,-0.05927,1
peptide_pm_116,-0.26572,1
peptide_pm_117,-0.26572,1
peptide_pm_118,-0.78184,1
peptide_pm_119,1.0762,1
peptide_pm_120,-0.78184,1
peptide_pm_121,-0.26572,1
peptide_pm_122,0.14718,1
peptide_pm_123,1.38587,1
peptide_pm_124,0.97297,1
peptide_pm_125,-0.78184,1
peptide_pm_126,-0.26572,1
peptide_pm_127,-0.05927,1
peptide_pm_128,2.72779,1
peptide_pm_129,-0.36894,1
peptide_pm_130,-0.26572,1
peptide_pm_131,0.2504,1
peptide_pm_132,-0.98829,1
peptide_pm_133,0.76653,1
peptide_pm_134,0.35363,1
peptide_pm_135,-0.67862,1
peptide_pm_136,-0.67862,1
peptide_pm_137,-0.98829,1
peptide_pm_138,0.56008,1
peptide_pm_139,-0.36894,1
peptide_pm_140,-0.98829,1
peptide_pm_141,0.56008,1
peptide_pm_142,-0.78184,1
peptide_pm_143,-0.67862,1
peptide_pm_144,0.2504,1
peptide_pm_145,-0.57539,1
peptide_pm_146,-0.78184,1
peptide_pm_147,0.76653,1
peptide_pm_148,-0.88506,1
peptide_pm_149,0.45685,1
peptide_pm_150,-0.98829,1
peptide_pm_151,-0.98829,1
peptide_pm_152,-0.78184,1
peptide_pm_153,-0.16249,1
peptide_pm_154,0.86975,1
peptide_pm_155,-0.26572,1
peptide_pm_156,0.04396,1
peptide_pm_157,-0.78184,1
peptide_pm_158,-0.26572,1
peptide_pm_159,0.2504,1
peptide_pm_160,0.97297,1
peptide_pm_161,-0.26572,1
peptide_pm_162,-0.05927,1
peptide_pm_163,-0.36894,1
peptide_pm_164,-0.26572,1
peptide_pm_165,-0.78184,1
peptide_pm_166,-0.26572,1
peptide_pm_167,-0.47217,1
peptide_pm_168,0.2504,1
peptide_pm_169,0.76653,1
peptide_pm_170,-0.36894,1
peptide_pm_171,-0.78184,1
peptide_pm_172,-0.98829,1
peptide_pm_173,1.28265,1
peptide_pm_174,-0.67862,1
peptide_pm_175,0.76653,1
peptide_pm_176,0.86975,1
peptide_pm_177,-0.88506,1
peptide_pm_178,-0.88506,1
peptide_pm_179,-0.47217,1
peptide_pm_180,0.2504,1
peptide_pm_181,-0.88506,1
peptide_pm_182,-0.26572,1
peptide_pm_183,-0.67862,1
peptide_pm_184,-0.47217,1
peptide_pm_185,-0.57539,1
peptide_pm_186,-0.67862,1
peptide_pm_187,-0.98829,1
peptide_pm_188,0.97297,1
peptide_pm_189,0.04396,1
peptide_pm_190,0.56008,1
peptide_pm_191,-0.26572,1
peptide_pm_192,0.04396,1
peptide_pm_193,0.76653,1
peptide_pm_194,-0.88506,1
peptide_pm_195,-0.88506,1
peptide_pm_196,-0.67862,1
peptide_pm_197,-0.98829,1
peptide_pm_198,0.6633,1
peptide_pm_199,-0.26572,1
peptide_pm_200,1.79877,1
peptide_pm_201,-0.98829,1
peptide_pm_202,-0.78184,1
peptide_pm_203,-0.26572,1
peptide_pm_204,0.76653,1
peptide_pm_205,0.56008,1
peptide_pm_206,-0.98829,1
peptide_pm_207,0.04396,1
peptide_pm_208,-0.26572,1
peptide_pm_209,0.56008,1
peptide_pm_210,-0.26572,1
peptide_pm_211,-0.47217,1
peptide_pm_212,0.04396,1
peptide_pm_213,-0.05927,1
peptide_pm_214,0.2504,1
peptide_pm_215,1.17942,1
peptide_pm_216,-0.26572,1
peptide_pm_217,0.76653,1
peptide_pm_218,-0.78184,1
peptide_pm_219,-0.26572,1
peptide_pm_220,1.17942,1
peptide_pm_221,-0.88506,1
peptide_pm_222,0.86975,1
peptide_pm_223,-0.78184,1
peptide_pm_224,0.97297,1
peptide_pm_225,0.45685,1
peptide_pm_226,-0.26572,1
peptide_pm_227,-0.88506,1
peptide_pm_228,1.38587,1
peptide_pm_229,0.35363,1
peptide_pm_230,1.69554,1
peptide_pm_231,-0.36894,1
peptide_pm_232,-0.36894,1
peptide_pm_233,-0.36894,1
peptide_pm_234,-0.16249,1
peptide_pm_235,-0.67862,1
peptide_pm_236,0.2504,1
peptide_pm_237,7.99223,1
peptide_pm_238,0.14718,1
peptide_pm_239,0.6633,1
peptide_pm_240,0.04396,1
peptide_pm_241,-0.57539,1
peptide_pm_242,-0.05927,1
peptide_pm_243,0.04396,1
peptide_pm_244,-0.78184,1
peptide_pm_245,0.45685,1
peptide_pm_246,-0.47217,1
peptide_pm_247,0.14718,1
peptide_pm_248,0.45685,1
peptide_pm_249,-0.57539,1
peptide_pm_250,0.45685,1
peptide_pm_251,-0.47217,1
peptide_pm_252,-0.98829,1
peptide_pm_253,-0.78184,1
peptide_pm_254,-0.47217,1
peptide_pm_255,-0.57539,1
peptide_pm_256,-0.67862,1
peptide_pm_257,0.86975,1
peptide_pm_258,0.86975,1
peptide_pm_259,0.2504,1
peptide_pm_260,-0.36894,1
peptide_pm_261,1.17942,1
peptide_pm_262,-0.78184,1
peptide_pm_263,-0.05927,1
peptide_pm_264,-0.26572,1
peptide_pm_265,2.52134,1
peptide_pm_266,0.45685,1
peptide_pm_267,-0.05927,1
peptide_pm_268,-0.78184,1
peptide_pm_269,-0.36894,1
peptide_pm_270,-0.47217,1
peptide_pm_271,-0.05927,1
peptide_pm_272,0.04396,1
peptide_pm_273,-0.26572,1
peptide_pm_274,0.14718,1
peptide_pm_275,1.17942,1
peptide_pm_276,-0.57539,1
peptide_pm_277,-0.05927,1
peptide_pm_278,-0.26572,1
peptide_pm_279,0.56008,1
peptide_pm_280,-0.78184,1
peptide_pm_281,0.86975,1
peptide_pm_282,-0.57539,1
peptide_pm_283,-0.78184,1
peptide_pm_284,0.04396,1
peptide_pm_285,0.97297,1
peptide_pm_286,0.76653,1
peptide_pm_287,-0.26572,1
peptide_pm_288,-0.36894,1
peptide_pm_289,0.04396,1
peptide_pm_290,0.56008,1
peptide_pm_291,-0.47217,1
peptide_pm_292,-0.98829,1
peptide_pm_293,-0.78184,1
peptide_pm_294,-0.78184,1
peptide_pm_295,-0.78184,1
peptide_pm_296,0.56008,1
peptide_pm_297,-0.88506,1
peptide_pm_298,-0.98829,1
peptide_pm_299,-0.47217,1
peptide_pm_300,-0.78184,1
peptide_pm_301,-0.98829,1
peptide_pm_302,-0.57539,1
peptide_pm_303,0.56008,1
peptide_pm_304,-0.47217,1
peptide_pm_305,-0.57539,1
peptide_pm_306,0.2504,1
peptide_pm_307,-0.98829,1
peptide_pm_308,0.97297,1
peptide_pm_309,-0.78184,1
peptide_pm_310,-0.78184,1
peptide_pm_311,-0.26572,1
peptide_pm_312,-0.98829,1
peptide_pm_313,0.56008,1
peptide_pm_314,-0.05927,1
peptide_pm_315,-0.57539,1
peptide_pm_316,-0.26572,1
peptide_pm_317,-0.57539,1
peptide_pm_318,1.17942,1
peptide_pm_319,-0.98829,1
peptide_pm_320,-0.78184,1
peptide_pm_321,-0.05927,1
peptide_pm_322,0.86975,1
peptide_pm_323,-0.67862,1
peptide_pm_324,0.04396,1
peptide_pm_325,1.69554,1
peptide_pm_326,0.04396,1
peptide_pm_327,-0.78184,1
peptide_pm_328,-0.78184,1
peptide_pm_329,0.2504,1
peptide_pm_330,-0.26572,1
peptide_pm_331,-0.47217,1
peptide_pm_332,-0.78184,1
peptide_pm_333,0.56008,1
peptide_pm_334,-0.78184,1
peptide_pm_335,0.35363,1
peptide_pm_336,-0.78184,1
peptide_pm_337,1.69554,1
peptide_pm_338,0.04396,1
peptide_pm_339,0.14718,1
peptide_pm_340,0.35363,1
peptide_pm_341,0.14718,1
peptide_pm_342,0.86975,1
peptide_pm_343,-0.78184,1
peptide_pm_344,0.86975,1
peptide_pm_345,0.56008,1
peptide_pm_346,-0.78184,1
peptide_pm_347,0.14718,1
peptide_pm_348,2.41811,1
peptide_pm_349,-0.78184,1
peptide_pm_350,-0.78184,1
peptide_pm_351,0.76653,1
peptide_pm_352,1.69554,1
peptide_pm_353,-0.78184,1
peptide_pm_354,-0.05927,1
peptide_pm_355,-0.98829,1
peptide_pm_356,0.76653,1
peptide_pm_357,0.45685,1
peptide_pm_358,0.04396,1
peptide_pm_359,-0.67862,1
peptide_pm_360,0.04396,1
peptide_pm_361,1.4891,1
peptide_pm_362,-0.47217,1
peptide_pm_363,3.65681,1
peptide_pm_364,-0.78184,1
peptide_pm_365,-0.47217,1
peptide_pm_366,-0.36894,1
peptide_pm_367,-0.16249,1
peptide_pm_368,-0.98829,1
peptide_pm_369,0.97297,1
peptide_pm_370,0.35363,1
peptide_pm_371,-0.16249,1
peptide_pm_372,-0.57539,1
peptide_pm_373,-0.36894,1
peptide_pm_374,1.0762,1
peptide_pm_375,0.45685,1
peptide_pm_376,-0.16249,1
peptide_pm_377,0.14718,1
peptide_pm_378,-0.16249,1
peptide_pm_379,0.76653,1
peptide_pm_380,0.35363,1
peptide_pm_381,1.0762,1
peptide_pm_382,-0.47217,1
peptide_pm_383,-0.57539,1
peptide_pm_384,-0.47217,1
peptide_pm_385,-0.57539,1
peptide_pm_386,0.45685,1
peptide_pm_387,0.14718,1
peptide_pm_388,-0.36894,1
peptide_pm_389,-0.16249,1
peptide_pm_390,-0.78184,1
peptide_pm_391,-0.36894,1
peptide_pm_392,0.86975,1
peptide_pm_393,0.45685,1
peptide_pm_394,-0.47217,1
peptide_pm_395,0.76653,1
peptide_pm_396,-0.78184,1
peptide_pm_397,-0.47217,1
peptide_pm_398,-0.47217,1
peptide_pm_399,-0.78184,1
peptide_pm_400,0.04396,1
peptide_pm_401,0.35363,1
peptide_pm_402,-0.78184,1
