,GTPC_alphaticr.alphaticr.alphaticr,GTPC_alphaticr.alphaticr.aromatic,GTPC_alphaticr.alphaticr.postivecharger,GTPC_alphaticr.alphaticr.negativecharger,GTPC_alphaticr.alphaticr.uncharger,GTPC_alphaticr.aromatic.alphaticr,GTPC_alphaticr.aromatic.aromatic,GTPC_alphaticr.aromatic.postivecharger,GTPC_alphaticr.aromatic.negativecharger,GTPC_alphaticr.aromatic.uncharger,GTPC_alphaticr.postivecharger.alphaticr,GTPC_alphaticr.postivecharger.aromatic,GTPC_alphaticr.postivecharger.postivecharger,GTPC_alphaticr.postivecharger.negativecharger,GTPC_alphaticr.postivecharger.uncharger,GTPC_alphaticr.negativecharger.alphaticr,GTPC_alphaticr.negativecharger.aromatic,GTPC_alphaticr.negativecharger.postivecharger,GTPC_alphaticr.negativecharger.negativecharger,GTPC_alphaticr.negativecharger.uncharger,GTPC_alphaticr.uncharger.alphaticr,GTPC_alphaticr.uncharger.aromatic,GTPC_alphaticr.uncharger.postivecharger,GTPC_alphaticr.uncharger.negativecharger,GTPC_alphaticr.uncharger.uncharger,GTPC_aromatic.alphaticr.alphaticr,GTPC_aromatic.alphaticr.aromatic,GTPC_aromatic.alphaticr.postivecharger,GTPC_aromatic.alphaticr.negativecharger,GTPC_aromatic.alphaticr.uncharger,GTPC_aromatic.aromatic.alphaticr,GTPC_aromatic.aromatic.aromatic,GTPC_aromatic.aromatic.postivecharger,GTPC_aromatic.aromatic.negativecharger,GTPC_aromatic.aromatic.uncharger,GTPC_aromatic.postivecharger.alphaticr,GTPC_aromatic.postivecharger.aromatic,GTPC_aromatic.postivecharger.postivecharger,GTPC_aromatic.postivecharger.negativecharger,GTPC_aromatic.postivecharger.uncharger,GTPC_aromatic.negativecharger.alphaticr,GTPC_aromatic.negativecharger.aromatic,GTPC_aromatic.negativecharger.postivecharger,GTPC_aromatic.negativecharger.negativecharger,GTPC_aromatic.negativecharger.uncharger,GTPC_aromatic.uncharger.alphaticr,GTPC_aromatic.uncharger.aromatic,GTPC_aromatic.uncharger.postivecharger,GTPC_aromatic.uncharger.negativecharger,GTPC_aromatic.uncharger.uncharger,GTPC_postivecharger.alphaticr.alphaticr,GTPC_postivecharger.alphaticr.aromatic,GTPC_postivecharger.alphaticr.postivecharger,GTPC_postivecharger.alphaticr.negativecharger,GTPC_postivecharger.alphaticr.uncharger,GTPC_postivecharger.aromatic.alphaticr,GTPC_postivecharger.aromatic.aromatic,GTPC_postivecharger.aromatic.postivecharger,GTPC_postivecharger.aromatic.negativecharger,GTPC_postivecharger.aromatic.uncharger,GTPC_postivecharger.postivecharger.alphaticr,GTPC_postivecharger.postivecharger.aromatic,GTPC_postivecharger.postivecharger.postivecharger,GTPC_postivecharger.postivecharger.negativecharger,GTPC_postivecharger.postivecharger.uncharger,GTPC_postivecharger.negativecharger.alphaticr,GTPC_postivecharger.negativecharger.aromatic,GTPC_postivecharger.negativecharger.postivecharger,GTPC_postivecharger.negativecharger.negativecharger,GTPC_postivecharger.negativecharger.uncharger,GTPC_postivecharger.uncharger.alphaticr,GTPC_postivecharger.uncharger.aromatic,GTPC_postivecharger.uncharger.postivecharger,GTPC_postivecharger.uncharger.negativecharger,GTPC_postivecharger.uncharger.uncharger,GTPC_negativecharger.alphaticr.alphaticr,GTPC_negativecharger.alphaticr.aromatic,GTPC_negativecharger.alphaticr.postivecharger,GTPC_negativecharger.alphaticr.negativecharger,GTPC_negativecharger.alphaticr.uncharger,GTPC_negativecharger.aromatic.alphaticr,GTPC_negativecharger.aromatic.aromatic,GTPC_negativecharger.aromatic.postivecharger,GTPC_negativecharger.aromatic.negativecharger,GTPC_negativecharger.aromatic.uncharger,GTPC_negativecharger.postivecharger.alphaticr,GTPC_negativecharger.postivecharger.aromatic,GTPC_negativecharger.postivecharger.postivecharger,GTPC_negativecharger.postivecharger.negativecharger,GTPC_negativecharger.postivecharger.uncharger,GTPC_negativecharger.negativecharger.alphaticr,GTPC_negativecharger.negativecharger.aromatic,GTPC_negativecharger.negativecharger.postivecharger,GTPC_negativecharger.negativecharger.negativecharger,GTPC_negativecharger.negativecharger.uncharger,GTPC_negativecharger.uncharger.alphaticr,GTPC_negativecharger.uncharger.aromatic,GTPC_negativecharger.uncharger.postivecharger,GTPC_negativecharger.uncharger.negativecharger,GTPC_negativecharger.uncharger.uncharger,GTPC_uncharger.alphaticr.alphaticr,GTPC_uncharger.alphaticr.aromatic,GTPC_uncharger.alphaticr.postivecharger,GTPC_uncharger.alphaticr.negativecharger,GTPC_uncharger.alphaticr.uncharger,GTPC_uncharger.aromatic.alphaticr,GTPC_uncharger.aromatic.aromatic,GTPC_uncharger.aromatic.postivecharger,GTPC_uncharger.aromatic.negativecharger,GTPC_uncharger.aromatic.uncharger,GTPC_uncharger.postivecharger.alphaticr,GTPC_uncharger.postivecharger.aromatic,GTPC_uncharger.postivecharger.postivecharger,GTPC_uncharger.postivecharger.negativecharger,GTPC_uncharger.postivecharger.uncharger,GTPC_uncharger.negativecharger.alphaticr,GTPC_uncharger.negativecharger.aromatic,GTPC_uncharger.negativecharger.postivecharger,GTPC_uncharger.negativecharger.negativecharger,GTPC_uncharger.negativecharger.uncharger,GTPC_uncharger.uncharger.alphaticr,GTPC_uncharger.uncharger.aromatic,GTPC_uncharger.uncharger.postivecharger,GTPC_uncharger.uncharger.negativecharger,GTPC_uncharger.uncharger.uncharger,y
peptide_nm_89,1.18216,-0.36992,-0.7616,-0.43938,1.151,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,1.25263,-0.41651,-0.46068,-0.34243,2.09755,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,2.87475,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,3.20199,-0.34943,-0.41055,-0.32942,2.23388,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,2.19425,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_90,0.13765,-0.36992,-0.7616,-0.43938,0.96501,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,5.53833,-0.38557,-0.73171,-0.41651,2.97061,-0.34243,1.85365,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,0.69063,-0.30221,-0.30673,-0.23797,3.0106,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,5.01092,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,8.29971,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,-0.41055,3.99957,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,3.34333,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_91,-0.16956,-0.36992,-0.7616,-0.43938,0.30857,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,0.49729,-0.27404,-0.48335,-0.28568,-0.46891,1.77516,-0.16993,-0.25949,-0.22546,-0.38557,1.60281,-0.41651,-0.46068,-0.34243,2.57102,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,3.51825,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,1.45112,-0.22335,-0.22408,3.62042,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,-0.41055,-0.32942,4.33047,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,2.61772,-0.19226,-0.19443,-0.17625,-0.2359,1.04909,-0.24503,-0.3134,3.28004,-0.29256,0
peptide_nm_92,0.46406,-0.36992,1.18239,-0.43938,-0.8949,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,1.84137,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,0.5085,-0.41651,-0.46068,-0.34243,-0.58541,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,3.94556,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,1.93215,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,3.25107,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,2.94533,1.56894,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,5.17523,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,0.42488,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,1.84529,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,4.03039,-0.3134,-0.2698,-0.29256,0
peptide_nm_93,4.30652,1.36357,-0.7616,-0.43938,0.18189,1.30062,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,0.31268,-0.41651,1.52586,-0.34243,-0.58541,1.11809,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,0.08334,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,0.22557,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,1.74604,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_94,-0.73277,-0.36992,-0.16345,-0.43938,-0.8949,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,0.08373,2.59823,-0.48335,-0.28568,-0.46891,1.02607,-0.16993,2.18137,-0.22546,1.47706,-0.73171,-0.41651,-0.46068,-0.34243,-0.58541,0.70793,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,1.87608,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,2.3737,-0.28256,2.86196,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,2.82321,2.21802,-0.44046,-0.35026,1.65304,-0.21897,4.93104,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,2.48792,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,4.8004,-0.31565,2.56843,-0.07801,-0.15204,-0.07577,-0.14606,4.19843,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,3.42161,1.85404,-0.16321,-0.33703,-0.14599,-0.1595,2.65548,-0.27305,-0.83744,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,2.61889,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_95,2.45878,1.19848,-0.7616,-0.43938,-0.8949,1.13836,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,-0.73171,-0.41651,-0.46068,-0.34243,0.69219,-0.40535,-0.14333,-0.40045,4.5549,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,2.49122,-0.31486,-0.11672,4.13523,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,2.17177,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,4.48267,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,0.12433,-0.34943,-0.41055,-0.32942,0.79776,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,3.35994,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,2.06182,-0.24503,2.24281,-0.2698,-0.29256,0
peptide_nm_96,-0.73277,-0.36992,-0.7616,-0.43938,-0.8949,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,1.14896,-0.27404,-0.48335,-0.28568,2.46887,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,1.07224,-0.41651,2.97061,-0.34243,-0.58541,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,3.0106,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,4.42213,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,6.469,-0.32942,1.98464,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,4.04503,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,1.94143,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_97,0.63504,-0.36992,1.4601,-0.43938,-0.8949,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,2.39307,1.30452,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,4.30323,-0.38557,-0.73171,-0.41651,-0.46068,-0.34243,-0.58541,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,5.49073,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,0.38156,-0.30221,-0.30673,4.32316,-0.44046,-0.35026,-0.13837,-0.21897,9.26472,-0.27232,1.13032,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,1.85509,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,5.61702,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_98,1.28295,-0.36992,0.05692,3.18814,0.18189,1.30062,-0.17853,-0.3202,-0.23103,-0.29095,0.37153,-0.27404,-0.48335,-0.28568,-0.46891,1.54737,-0.16993,-0.25949,3.11147,-0.38557,0.31268,-0.41651,-0.46068,-0.34243,-0.58541,1.11809,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,0.08334,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,2.93944,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,4.07686,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,2.3916,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_99,-0.73277,-0.36992,0.53439,-0.43938,-0.8949,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,2.83759,-0.48335,-0.28568,-0.46891,2.67683,-0.16993,-0.25949,-0.22546,-0.38557,-0.73171,-0.41651,-0.46068,3.15381,1.65039,-0.40535,-0.14333,-0.40045,8.10936,3.05289,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,-0.44046,2.30058,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,2.23662,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,-0.41055,-0.32942,1.77694,3.55232,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,5.45553,-0.3134,-0.2698,-0.29256,0
peptide_nm_100,1.8785,-0.36992,-0.7616,-0.43938,0.96501,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,-0.73171,2.63883,-0.46068,-0.34243,-0.58541,2.22604,-0.14333,-0.40045,-0.18439,-0.39118,7.60941,17.06734,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,9.55128,-0.1595,-0.16418,-0.27305,-0.83744,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,6.5911,-0.26071,-0.13641,3.46225,-0.45023,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_101,-0.36452,-0.36992,-0.16345,-0.43938,-0.10801,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,0.08373,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,-0.73171,-0.41651,0.99102,2.88487,-0.58541,-0.40535,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.14148,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,0.84347,-0.15193,4.20514,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,0.80049,-0.25866,1.87583,3.27762,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,1.77083,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,3.24449,1.51241,-0.14599,3.7715,-0.16418,-0.27305,0.71619,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,3.69418,-0.21203,1.53969,1.60062,-0.19226,-0.19443,2.61889,1.89935,-0.58686,-0.24503,-0.3134,-0.2698,-0.29256,0
peptide_nm_102,-0.36452,-0.36992,-0.16345,-0.43938,0.67887,-0.40311,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,1.1621,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,0.0315,0.87613,0.99102,1.27122,0.4465,-0.40535,-0.14333,0.91586,-0.18439,1.19839,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,-0.75169,-0.30221,-0.30673,-0.23797,-0.44046,0.87321,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,1.69574,2.03118,-0.22335,-0.22408,-0.2145,-0.31565,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,1.51241,-0.14599,-0.1595,-0.16418,-0.27305,-0.06063,-0.34943,-0.41055,-0.32942,0.54669,1.44214,-0.18079,-0.26071,-0.13641,-0.30615,-0.45023,-0.24216,-0.30332,-0.21203,1.53969,3.52182,-0.19226,-0.19443,-0.17625,1.89935,-0.58686,-0.24503,-0.3134,4.3723,-0.29256,0
peptide_nm_103,-0.73277,2.62429,-0.7616,-0.43938,0.96501,2.5397,-0.17853,-0.3202,-0.23103,-0.29095,-0.69744,-0.27404,-0.48335,-0.28568,-0.46891,-0.38886,-0.16993,-0.25949,-0.22546,-0.38557,1.07224,-0.41651,-0.46068,-0.34243,1.85365,2.22604,-0.14333,-0.40045,-0.18439,-0.39118,-0.18683,-0.061,-0.16689,-0.08022,-0.18726,-0.26278,-0.17385,-0.30669,-0.14127,-0.28256,-0.20494,-0.1277,-0.12284,-0.12475,-0.13886,-0.35484,-0.20406,-0.28342,-0.12874,-0.26932,0.69063,-0.30221,-0.30673,-0.23797,-0.44046,-0.35026,-0.13837,-0.21897,-0.12492,-0.27232,-0.4782,-0.30152,-0.25676,-0.15193,-0.29391,-0.31486,-0.11672,-0.16805,-0.14493,-0.17168,-0.49593,-0.25866,-0.27244,-0.17901,-0.30362,-0.43409,-0.22335,-0.22408,-0.2145,4.61604,-0.22901,-0.07801,-0.15204,-0.07577,-0.14606,-0.27024,-0.13821,-0.16165,-0.15102,-0.16104,-0.2356,-0.0816,-0.15567,-0.08716,-0.16321,-0.33703,-0.14599,-0.1595,-0.16418,-0.27305,0.99867,-0.34943,-0.41055,-0.32942,-0.50781,-0.36658,-0.18079,-0.26071,-0.13641,-0.30615,3.34333,-0.24216,-0.30332,-0.21203,-0.29756,-0.32058,-0.19226,-0.19443,-0.17625,-0.2359,-0.58686,-0.24503,4.56664,-0.2698,-0.29256,0
