,Aliphatic_Index,y
peptide_nm_161,-2.11071,0
peptide_nm_162,1.04645,0
peptide_nm_163,-0.72818,0
peptide_nm_164,-0.02394,0
peptide_nm_165,0.39119,0
peptide_nm_166,-0.8087,0
peptide_nm_167,-0.93068,0
peptide_nm_168,-0.1194,0
peptide_nm_169,-1.44127,0
peptide_nm_170,-0.66249,0
peptide_nm_171,-0.03916,0
peptide_nm_172,0.27205,0
peptide_nm_173,0.2473,0
peptide_nm_174,-0.11547,0
peptide_nm_175,0.82069,0
peptide_nm_176,0.35789,0
peptide_nm_177,0.37417,0
peptide_nm_178,0.221,0
peptide_nm_179,-1.68765,0
peptide_nm_180,-0.44656,0
peptide_nm_181,2.53568,0
peptide_nm_182,0.49331,0
peptide_nm_183,-0.29034,0
peptide_nm_184,-0.61297,0
peptide_nm_185,-0.73604,0
peptide_nm_186,-1.85542,0
peptide_nm_187,0.23201,0
peptide_nm_188,0.21532,0
peptide_nm_189,0.0073,0
peptide_nm_190,0.73402,0
peptide_nm_191,-0.47682,0
peptide_nm_192,-1.87043,0
peptide_nm_193,0.79116,0
peptide_nm_194,-0.49627,0
peptide_nm_195,-0.56759,0
peptide_nm_196,-0.56759,0
peptide_nm_197,0.12313,0
peptide_nm_198,0.01919,0
peptide_nm_199,0.42369,0
peptide_nm_200,0.54437,0
peptide_nm_201,-0.12209,0
peptide_nm_202,0.71457,0
peptide_nm_203,0.57254,0
peptide_nm_204,0.01919,0
peptide_nm_205,-2.11071,0
peptide_nm_206,0.34013,0
peptide_nm_207,-0.2045,0
peptide_nm_208,-1.1187,0
peptide_nm_209,-1.05348,0
peptide_nm_210,0.56794,0
peptide_nm_211,0.11233,0
peptide_nm_212,-0.94163,0
peptide_nm_213,-0.20082,0
peptide_nm_214,-0.68105,0
peptide_nm_215,0.71457,0
peptide_nm_216,0.61962,0
peptide_nm_217,0.07001,0
peptide_nm_218,-1.498,0
peptide_nm_219,-0.85304,0
peptide_nm_220,-0.29034,0
peptide_nm_221,-1.39588,0
peptide_nm_222,-1.11738,0
peptide_nm_223,-0.22719,0
peptide_nm_224,-2.11071,0
peptide_nm_225,-0.62148,0
peptide_nm_226,0.34013,0
peptide_nm_227,0.31096,0
peptide_nm_228,-0.22719,0
peptide_nm_229,1.72603,0
peptide_nm_230,0.54437,0
peptide_nm_231,-0.78317,0
peptide_nm_232,0.15702,0
peptide_nm_233,0.00187,0
peptide_nm_234,0.72916,0
peptide_nm_235,-0.00827,0
peptide_nm_236,-0.89258,0
peptide_nm_237,0.58041,0
peptide_nm_238,-1.27674,0
peptide_nm_239,-0.12129,0
peptide_nm_240,-0.53316,0
peptide_nm_241,-0.39326,0
peptide_nm_242,0.01919,0
peptide_nm_243,-0.27258,0
peptide_nm_244,-0.66249,0
peptide_nm_245,-0.88529,0
peptide_nm_246,0.72711,0
peptide_nm_247,0.02592,0
peptide_nm_248,0.49724,0
peptide_nm_249,0.42369,0
peptide_nm_250,-0.1194,0
peptide_nm_251,0.63863,0
peptide_nm_252,-1.27674,0
peptide_nm_253,0.18303,0
peptide_nm_254,-0.08405,0
peptide_nm_255,-1.17362,0
peptide_nm_256,0.06163,0
peptide_nm_257,-0.88529,0
peptide_nm_258,0.11187,0
peptide_nm_259,0.87261,0
peptide_nm_260,-0.11373,0
peptide_nm_261,0.44955,0
peptide_nm_262,0.03378,0
peptide_nm_263,0.03,0
peptide_nm_264,0.1359,0
peptide_nm_265,-0.29115,0
peptide_nm_266,-1.3866,0
peptide_nm_267,1.089,0
peptide_nm_268,-1.61288,0
peptide_nm_269,0.41869,0
peptide_nm_270,-0.82694,0
peptide_nm_271,-1.73937,0
peptide_nm_272,-1.7965,0
peptide_nm_273,2.82016,0
peptide_nm_274,-0.56965,0
peptide_nm_275,-0.42968,0
peptide_nm_276,3.86787,0
peptide_nm_277,-0.70449,0
peptide_nm_278,-1.54177,0
peptide_nm_279,-0.68956,0
peptide_nm_280,-0.32931,0
peptide_nm_281,-0.25799,0
peptide_nm_282,-0.61297,0
peptide_nm_283,-1.12357,0
peptide_nm_284,0.06782,0
peptide_nm_285,-0.44278,0
peptide_nm_286,0.2418,0
peptide_nm_287,-0.11547,0
peptide_nm_288,-0.40387,0
peptide_nm_289,-0.21422,0
peptide_nm_290,0.54437,0
peptide_nm_291,0.10365,0
peptide_nm_292,-1.95361,0
peptide_nm_293,0.00374,0
peptide_nm_294,-0.70508,0
peptide_nm_295,0.46873,0
peptide_nm_296,-0.73849,0
peptide_nm_297,-1.52069,0
peptide_nm_298,-1.29376,0
peptide_nm_299,-1.3866,0
peptide_nm_300,-0.32632,0
peptide_nm_301,0.35215,0
peptide_nm_302,0.26354,0
peptide_nm_303,0.48153,0
peptide_nm_304,-0.17186,0
peptide_nm_305,1.32419,0
peptide_nm_306,0.82385,0
peptide_nm_307,0.78574,0
peptide_nm_308,0.43297,0
peptide_nm_309,-0.19693,0
peptide_nm_310,1.17484,0
peptide_nm_311,-1.25729,0
peptide_nm_312,-0.59352,0
peptide_nm_313,-1.0424,0
peptide_nm_314,-0.42968,0
peptide_nm_315,-0.56965,0
peptide_nm_316,-1.11506,0
peptide_nm_317,0.62096,0
peptide_nm_318,0.50608,0
peptide_nm_319,-1.32928,0
peptide_nm_320,-0.72818,0
peptide_nm_321,-0.89988,0
peptide_nm_322,-1.498,0
peptide_nm_323,-0.54131,0
peptide_nm_324,-0.1164,0
peptide_nm_325,0.19088,0
peptide_nm_326,-1.25486,0
peptide_nm_327,-0.23696,0
peptide_nm_328,-0.11211,0
peptide_nm_329,-0.00026,0
peptide_nm_330,-0.47081,0
peptide_nm_331,-0.01161,0
peptide_nm_332,-0.45063,0
peptide_nm_333,-0.11547,0
peptide_nm_334,-0.29034,0
peptide_nm_335,-0.59352,0
peptide_nm_336,-0.39326,0
peptide_nm_337,0.17795,0
peptide_nm_338,-0.77939,0
peptide_nm_339,-0.2045,0
peptide_nm_340,0.01919,0
peptide_nm_341,-1.1187,0
peptide_nm_342,0.21532,0
peptide_nm_343,-0.45129,0
peptide_nm_344,0.40463,0
peptide_nm_345,-0.02579,0
peptide_nm_346,0.97141,0
peptide_nm_347,-0.97282,0
peptide_nm_348,-1.2862,0
peptide_nm_349,0.23201,0
peptide_nm_350,-1.17888,0
peptide_nm_351,-0.96053,0
peptide_nm_352,-0.25799,0
peptide_nm_353,0.90673,0
peptide_nm_354,2.18902,0
peptide_nm_355,-0.70375,0
peptide_nm_356,0.25078,0
peptide_nm_357,-0.40874,0
peptide_nm_358,-0.81321,0
peptide_nm_359,-0.1194,0
peptide_nm_360,-0.66249,0
peptide_nm_361,-0.4598,0
peptide_nm_362,0.71339,0
peptide_nm_363,-1.27227,0
peptide_nm_364,-0.66971,0
peptide_nm_365,-0.66697,0
peptide_nm_366,0.70219,0
peptide_nm_367,-0.4648,0
peptide_nm_368,-0.66249,0
peptide_nm_369,-0.1164,0
peptide_nm_370,0.34013,0
peptide_nm_371,1.24644,0
peptide_nm_372,1.31593,0
peptide_nm_373,0.33085,0
peptide_nm_374,-0.39658,0
peptide_nm_375,0.14043,0
peptide_nm_376,1.70695,0
peptide_nm_377,-0.29034,0
peptide_nm_378,-0.85503,0
peptide_nm_379,-0.2896,0
peptide_nm_380,-0.89988,0
peptide_nm_381,0.58814,0
peptide_nm_382,-0.99875,0
peptide_nm_383,0.79574,0
peptide_nm_384,-0.40387,0
peptide_nm_385,-0.56037,0
peptide_nm_386,-2.11071,0
peptide_nm_387,1.13558,0
peptide_nm_388,-0.48958,0
peptide_nm_389,-0.25849,0
peptide_nm_390,0.16507,0
peptide_nm_391,0.9607,0
peptide_nm_392,-2.01346,0
peptide_nm_393,-0.27258,0
peptide_nm_394,0.28907,0
peptide_nm_395,0.18964,0
peptide_nm_396,0.63863,0
peptide_nm_397,-0.78317,0
peptide_nm_398,0.24531,0
peptide_nm_399,-0.97282,0
peptide_nm_400,0.82385,0
peptide_nm_401,-0.04646,0
peptide_nm_402,-0.37914,0
peptide_nm_403,0.26158,0
peptide_nm_404,-0.03121,0
peptide_nm_405,0.53465,0
peptide_nm_406,-1.29376,0
peptide_nm_407,-0.25799,0
peptide_nm_408,0.21114,0
peptide_nm_409,-0.78803,0
peptide_nm_410,-0.33693,0
peptide_nm_411,-0.11134,0
peptide_nm_412,-0.72545,0
peptide_nm_413,-0.35067,0
peptide_nm_414,0.50211,0
peptide_nm_415,0.0929,0
peptide_nm_416,-0.09976,0
peptide_nm_417,-0.1194,0
peptide_nm_418,0.16507,0
peptide_nm_419,-0.82694,0
peptide_nm_420,-0.12162,0
peptide_nm_421,-1.67306,0
peptide_nm_422,-0.55624,0
peptide_nm_423,-1.65582,0
peptide_nm_424,-0.24622,0
peptide_nm_425,0.18964,0
peptide_nm_426,-1.19165,0
peptide_nm_427,0.56352,0
peptide_nm_428,-1.02454,0
peptide_nm_429,-0.30971,0
peptide_nm_430,-1.2427,0
peptide_nm_431,0.6319,0
peptide_nm_432,-0.01459,0
peptide_nm_433,-1.54177,0
peptide_nm_434,-1.23632,0
peptide_nm_435,-0.49627,0
peptide_nm_436,-0.61723,0
peptide_nm_437,0.31096,0
peptide_nm_438,-0.10238,0
peptide_nm_439,-1.29376,0
peptide_nm_440,-2.11071,0
peptide_nm_441,-0.12404,0
peptide_nm_442,-0.88529,0
peptide_pm_1,0.6319,1
peptide_pm_2,0.26158,1
peptide_pm_3,-2.11071,1
peptide_pm_4,1.87191,1
peptide_pm_5,-0.32023,1
peptide_pm_6,-0.87556,1
peptide_pm_7,1.24308,1
peptide_pm_8,-0.22452,1
peptide_pm_9,1.30297,1
peptide_pm_10,-0.57018,1
peptide_pm_11,-0.01161,1
peptide_pm_12,-0.42183,1
peptide_pm_13,2.66844,1
peptide_pm_14,-0.25896,1
peptide_pm_15,0.02648,1
peptide_pm_16,-0.11547,1
peptide_pm_17,1.62938,1
peptide_pm_18,-1.79898,1
peptide_pm_19,-0.22719,1
peptide_pm_20,0.24402,1
peptide_pm_21,-0.19403,1
peptide_pm_22,-1.26459,1
peptide_pm_23,-0.00026,1
peptide_pm_24,1.50986,1
peptide_pm_25,0.18541,1
peptide_pm_26,1.8865,1
peptide_pm_27,-1.99057,1
peptide_pm_28,-0.10438,1
peptide_pm_29,3.19945,1
peptide_pm_30,0.21532,1
peptide_pm_31,-0.54785,1
peptide_pm_32,-0.64392,1
peptide_pm_33,0.69566,1
peptide_pm_34,0.44955,1
peptide_pm_35,2.17827,1
peptide_pm_36,0.61962,1
peptide_pm_37,0.62001,1
peptide_pm_38,1.26706,1
peptide_pm_39,-0.01314,1
peptide_pm_40,0.57501,1
peptide_pm_41,-1.26459,1
peptide_pm_42,-0.03566,1
peptide_pm_43,-0.54585,1
peptide_pm_44,-1.0101,1
peptide_pm_45,-1.15291,1
peptide_pm_46,0.34013,1
peptide_pm_47,-1.42757,1
peptide_pm_48,-0.91933,1
peptide_pm_49,1.54286,1
peptide_pm_50,1.54286,1
peptide_pm_51,-0.21083,1
peptide_pm_52,0.17372,1
peptide_pm_53,0.7713,1
peptide_pm_54,-1.78166,1
peptide_pm_55,-2.11071,1
peptide_pm_56,-1.22334,1
peptide_pm_57,1.30297,1
peptide_pm_58,-1.35715,1
peptide_pm_59,0.10186,1
peptide_pm_60,1.62938,1
peptide_pm_61,0.04758,1
peptide_pm_62,-0.22395,1
peptide_pm_63,0.37417,1
peptide_pm_64,1.50986,1
peptide_pm_65,-1.20093,1
peptide_pm_66,-0.96698,1
peptide_pm_67,2.31443,1
peptide_pm_68,1.56556,1
peptide_pm_69,0.68053,1
peptide_pm_70,-0.74488,1
peptide_pm_71,-1.52069,1
peptide_pm_72,0.46778,1
peptide_pm_73,-0.47682,1
peptide_pm_74,-0.32632,1
peptide_pm_75,0.78574,1
peptide_pm_76,0.92367,1
peptide_pm_77,-1.11309,1
peptide_pm_78,-1.0101,1
peptide_pm_79,-0.4278,1
peptide_pm_80,-1.0101,1
peptide_pm_81,1.5175,1
peptide_pm_82,2.02116,1
peptide_pm_83,-1.33915,1
peptide_pm_84,-0.10438,1
peptide_pm_85,1.50173,1
peptide_pm_86,0.57501,1
peptide_pm_87,0.18303,1
peptide_pm_88,-1.5797,1
peptide_pm_89,2.53568,1
peptide_pm_90,-0.2896,1
peptide_pm_91,-0.72818,1
peptide_pm_92,-0.6154,1
peptide_pm_93,0.1359,1
peptide_pm_94,1.58014,1
peptide_pm_95,0.23801,1
peptide_pm_96,-0.45639,1
peptide_pm_97,-0.53638,1
peptide_pm_98,0.73402,1
peptide_pm_99,0.8872,1
peptide_pm_100,-0.88529,1
peptide_pm_101,0.0508,1
peptide_pm_102,1.50986,1
peptide_pm_103,-0.42183,1
peptide_pm_104,-1.3866,1
peptide_pm_105,1.72266,1
peptide_pm_106,-0.41554,1
peptide_pm_107,1.47365,1
peptide_pm_108,-0.1194,1
peptide_pm_109,-0.45279,1
peptide_pm_110,-0.89664,1
peptide_pm_111,1.62938,1
peptide_pm_112,1.63764,1
peptide_pm_113,0.61962,1
peptide_pm_114,-0.45412,1
peptide_pm_115,0.57501,1
peptide_pm_116,0.54437,1
peptide_pm_117,1.54286,1
peptide_pm_118,-0.58679,1
peptide_pm_119,-0.50976,1
peptide_pm_120,0.34013,1
peptide_pm_121,0.10186,1
peptide_pm_122,3.32014,1
peptide_pm_123,-1.05949,1
peptide_pm_124,-0.58574,1
peptide_pm_125,-0.88529,1
peptide_pm_126,-1.0101,1
peptide_pm_127,1.17751,1
peptide_pm_128,-0.32472,1
peptide_pm_129,-1.29376,1
peptide_pm_130,-0.22719,1
peptide_pm_131,0.49109,1
peptide_pm_132,1.50986,1
peptide_pm_133,0.52249,1
peptide_pm_134,0.71457,1
peptide_pm_135,1.30297,1
peptide_pm_136,1.44885,1
peptide_pm_137,-0.47682,1
peptide_pm_138,-0.42183,1
peptide_pm_139,-0.1164,1
peptide_pm_140,1.50986,1
peptide_pm_141,-0.19403,1
peptide_pm_142,1.56556,1
peptide_pm_143,-1.1187,1
peptide_pm_144,-0.0417,1
peptide_pm_145,0.68053,1
peptide_pm_146,-0.27258,1
peptide_pm_147,-0.6154,1
peptide_pm_148,1.37834,1
peptide_pm_149,-0.59936,1
peptide_pm_150,-0.47682,1
peptide_pm_151,-0.47682,1
peptide_pm_152,2.17827,1
peptide_pm_153,0.51212,1
peptide_pm_154,-1.22334,1
peptide_pm_155,0.32879,1
peptide_pm_156,0.64163,1
peptide_pm_157,-0.88529,1
peptide_pm_158,-1.22568,1
peptide_pm_159,-0.54785,1
peptide_pm_160,-0.38831,1
peptide_pm_161,2.31443,1
peptide_pm_162,1.67789,1
peptide_pm_163,0.82069,1
peptide_pm_164,0.98688,1
peptide_pm_165,0.79574,1
peptide_pm_166,1.4294,1
peptide_pm_167,0.76137,1
peptide_pm_168,-0.0417,1
peptide_pm_169,0.23801,1
peptide_pm_170,-0.1164,1
peptide_pm_171,1.40845,1
peptide_pm_172,2.23397,1
peptide_pm_173,0.303,1
peptide_pm_174,-1.26459,1
peptide_pm_175,0.8872,1
peptide_pm_176,-1.22334,1
peptide_pm_177,1.20814,1
peptide_pm_178,-0.95337,1
peptide_pm_179,1.62938,1
peptide_pm_180,1.17484,1
peptide_pm_181,1.37834,1
peptide_pm_182,-0.45412,1
peptide_pm_183,1.87191,1
peptide_pm_184,-1.2427,1
peptide_pm_185,0.01335,1
peptide_pm_186,0.58814,1
peptide_pm_187,2.23397,1
peptide_pm_188,0.28567,1
peptide_pm_189,0.64163,1
peptide_pm_190,-0.11547,1
peptide_pm_191,-0.01161,1
peptide_pm_192,-0.39901,1
peptide_pm_193,0.8872,1
peptide_pm_194,2.53568,1
peptide_pm_195,-0.4598,1
peptide_pm_196,-0.84152,1
peptide_pm_197,0.78574,1
peptide_pm_198,0.53681,1
peptide_pm_199,0.10186,1
peptide_pm_200,0.72173,1
peptide_pm_201,-1.92504,1
peptide_pm_202,0.18303,1
peptide_pm_203,-0.22719,1
peptide_pm_204,0.52249,1
peptide_pm_205,0.95284,1
peptide_pm_206,-0.84816,1
peptide_pm_207,0.64163,1
peptide_pm_208,0.32879,1
peptide_pm_209,0.18303,1
peptide_pm_210,-1.55473,1
peptide_pm_211,-0.74488,1
peptide_pm_212,0.64163,1
peptide_pm_213,0.78946,1
peptide_pm_214,0.23357,1
peptide_pm_215,0.19334,1
peptide_pm_216,1.54286,1
peptide_pm_217,-0.25799,1
peptide_pm_218,1.56556,1
peptide_pm_219,1.87191,1
peptide_pm_220,0.37205,1
peptide_pm_221,1.37834,1
peptide_pm_222,-1.22334,1
peptide_pm_223,2.17827,1
peptide_pm_224,-0.58574,1
peptide_pm_225,0.04603,1
peptide_pm_226,-0.34066,1
peptide_pm_227,-0.95337,1
peptide_pm_228,-1.05949,1
peptide_pm_229,0.38268,1
peptide_pm_230,-0.17322,1
peptide_pm_231,-0.1164,1
peptide_pm_232,1.04896,1
peptide_pm_233,-0.45279,1
peptide_pm_234,-1.68074,1
peptide_pm_235,1.87191,1
peptide_pm_236,-0.02394,1
peptide_pm_237,-0.7269,1
peptide_pm_238,0.87858,1
peptide_pm_239,-0.12129,1
peptide_pm_240,0.54437,1
peptide_pm_241,0.40821,1
peptide_pm_242,-1.31419,1
peptide_pm_243,1.40995,1
peptide_pm_244,1.10995,1
peptide_pm_245,0.04603,1
peptide_pm_246,-1.2427,1
peptide_pm_247,0.23801,1
peptide_pm_248,-0.03566,1
peptide_pm_249,0.68053,1
peptide_pm_250,1.394,1
peptide_pm_251,-0.74488,1
peptide_pm_252,2.95808,1
peptide_pm_253,-0.27258,1
peptide_pm_254,-1.2427,1
peptide_pm_255,0.95284,1
peptide_pm_256,-0.69564,1
peptide_pm_257,-1.22334,1
peptide_pm_258,-0.11764,1
peptide_pm_259,-0.54785,1
peptide_pm_260,0.70055,1
peptide_pm_261,0.43587,1
peptide_pm_262,-0.88529,1
peptide_pm_263,0.87115,1
peptide_pm_264,3.64197,1
peptide_pm_265,-0.55851,1
peptide_pm_266,1.07539,1
peptide_pm_267,0.98348,1
peptide_pm_268,0.18303,1
peptide_pm_269,-0.45279,1
peptide_pm_270,1.62938,1
peptide_pm_271,1.07539,1
peptide_pm_272,0.64163,1
peptide_pm_273,1.66768,1
peptide_pm_274,0.23801,1
peptide_pm_275,-0.1194,1
peptide_pm_276,2.66844,1
peptide_pm_277,0.67712,1
peptide_pm_278,0.88477,1
peptide_pm_279,0.03378,1
peptide_pm_280,1.26706,1
peptide_pm_281,-1.42757,1
peptide_pm_282,3.19945,1
peptide_pm_283,-0.27258,1
peptide_pm_284,1.30297,1
peptide_pm_285,0.61926,1
peptide_pm_286,0.8872,1
peptide_pm_287,3.19945,1
peptide_pm_288,2.33445,1
peptide_pm_289,-0.39901,1
peptide_pm_290,-1.2702,1
peptide_pm_291,1.50173,1
peptide_pm_292,1.50986,1
peptide_pm_293,2.17827,1
peptide_pm_294,-1.498,1
peptide_pm_295,-0.27258,1
peptide_pm_296,-0.42183,1
peptide_pm_297,-0.95337,1
peptide_pm_298,0.06163,1
peptide_pm_299,-0.1194,1
peptide_pm_300,0.18303,1
peptide_pm_301,0.78574,1
peptide_pm_302,0.66691,1
peptide_pm_303,-0.19403,1
peptide_pm_304,-0.74488,1
peptide_pm_305,0.14951,1
peptide_pm_306,-0.63665,1
peptide_pm_307,1.50986,1
peptide_pm_308,-0.38831,1
peptide_pm_309,1.10995,1
peptide_pm_310,0.95284,1
peptide_pm_311,1.54286,1
peptide_pm_312,1.50986,1
peptide_pm_313,-0.11547,1
peptide_pm_314,-0.81381,1
peptide_pm_315,-0.51766,1
peptide_pm_316,-0.22719,1
peptide_pm_317,-0.25896,1
peptide_pm_318,0.00825,1
peptide_pm_319,-0.47682,1
peptide_pm_320,1.56556,1
peptide_pm_321,0.57501,1
peptide_pm_322,-1.22334,1
peptide_pm_323,1.30297,1
peptide_pm_324,0.92367,1
peptide_pm_325,-0.28362,1
peptide_pm_326,0.34986,1
peptide_pm_327,0.95284,1
peptide_pm_328,2.17827,1
peptide_pm_329,-0.37026,1
peptide_pm_330,1.4294,1
peptide_pm_331,-2.11071,1
peptide_pm_332,1.56556,1
peptide_pm_333,-0.34328,1
peptide_pm_334,-0.88529,1
peptide_pm_335,-0.19599,1
peptide_pm_336,-0.27258,1
peptide_pm_337,-0.17322,1
peptide_pm_338,-0.12669,1
peptide_pm_339,0.06163,1
peptide_pm_340,0.46778,1
peptide_pm_341,0.33085,1
peptide_pm_342,-0.1106,1
peptide_pm_343,2.17827,1
peptide_pm_344,-1.08248,1
peptide_pm_345,0.26158,1
peptide_pm_346,1.10995,1
peptide_pm_347,0.14518,1
peptide_pm_348,-0.3422,1
peptide_pm_349,2.17827,1
peptide_pm_350,0.18303,1
peptide_pm_351,-1.39588,1
peptide_pm_352,-0.01314,1
peptide_pm_353,2.02116,1
peptide_pm_354,-0.71169,1
peptide_pm_355,1.50986,1
peptide_pm_356,0.8872,1
peptide_pm_357,-0.50949,1
peptide_pm_358,0.72916,1
peptide_pm_359,-0.69564,1
peptide_pm_360,-0.39901,1
peptide_pm_361,-0.73941,1
peptide_pm_362,-0.87252,1
peptide_pm_363,-0.01363,1
peptide_pm_364,-0.27258,1
peptide_pm_365,1.62938,1
peptide_pm_366,-0.80119,1
peptide_pm_367,3.3392,1
peptide_pm_368,-0.84816,1
peptide_pm_369,-0.58574,1
peptide_pm_370,0.79967,1
peptide_pm_371,-2.11071,1
peptide_pm_372,-0.51766,1
peptide_pm_373,-0.1164,1
peptide_pm_374,0.20837,1
peptide_pm_375,-0.4278,1
peptide_pm_376,-1.68074,1
peptide_pm_377,0.97141,1
peptide_pm_378,-0.54131,1
peptide_pm_379,0.8872,1
peptide_pm_380,0.71457,1
peptide_pm_381,-0.63493,1
peptide_pm_382,1.62938,1
peptide_pm_383,1.07539,1
peptide_pm_384,-1.2427,1
peptide_pm_385,0.54437,1
peptide_pm_386,-0.59119,1
peptide_pm_387,0.14518,1
peptide_pm_388,1.75778,1
peptide_pm_389,0.60887,1
peptide_pm_390,0.34013,1
peptide_pm_391,-0.45279,1
peptide_pm_392,0.22745,1
peptide_pm_393,-0.3461,1
peptide_pm_394,1.50173,1
peptide_pm_395,0.8872,1
peptide_pm_396,-0.27258,1
peptide_pm_397,0.76137,1
peptide_pm_398,0.64649,1
peptide_pm_399,2.17827,1
peptide_pm_400,-1.07008,1
peptide_pm_401,0.96986,1
peptide_pm_402,-1.0424,1
peptide_pm_403,-0.12507,1
