,TM_tend,y
peptide_nm_405,-0.58382,0
peptide_nm_406,-0.45855,0
peptide_nm_407,-0.79895,0
peptide_nm_408,-0.65705,0
peptide_nm_409,-0.52398,0
peptide_nm_410,-1.21641,0
peptide_nm_411,-0.27059,0
peptide_nm_412,-0.03413,0
peptide_nm_413,-0.46379,0
peptide_nm_414,-0.91991,0
peptide_nm_415,0.33518,0
peptide_nm_416,-0.36979,0
peptide_nm_417,-0.19342,0
peptide_nm_418,-0.43061,0
peptide_nm_419,0.28128,0
peptide_nm_420,-0.9121,0
peptide_nm_421,-1.16866,0
peptide_nm_422,-1.03656,0
peptide_nm_423,-1.27122,0
peptide_nm_424,-1.30255,0
peptide_nm_425,-0.91461,0
peptide_nm_426,-1.05029,0
peptide_nm_427,-0.52919,0
peptide_nm_428,-0.51702,0
peptide_nm_429,-0.03447,0
peptide_nm_430,-0.99072,0
peptide_nm_431,-1.20453,0
peptide_nm_432,-1.23825,0
peptide_nm_433,0.32318,0
peptide_nm_434,-1.43429,0
peptide_nm_435,-0.93708,0
peptide_nm_436,-0.94132,0
peptide_nm_437,0.31215,0
peptide_nm_438,0.71797,0
peptide_nm_439,-1.37247,0
peptide_nm_440,-0.80824,0
peptide_nm_441,-0.91079,0
peptide_nm_442,0.13163,0
peptide_pm_1,0.4798,1
peptide_pm_2,0.69907,1
peptide_pm_3,1.80895,1
peptide_pm_4,1.58816,1
peptide_pm_5,-1.24321,1
peptide_pm_6,1.35979,1
peptide_pm_7,-0.77109,1
peptide_pm_8,-0.12029,1
peptide_pm_9,1.3007,1
peptide_pm_10,-1.00969,1
peptide_pm_11,1.59712,1
peptide_pm_12,0.55727,1
peptide_pm_13,-0.72938,1
peptide_pm_14,-1.00621,1
peptide_pm_15,-0.36951,1
peptide_pm_16,0.00722,1
peptide_pm_17,0.65306,1
peptide_pm_18,-0.66036,1
peptide_pm_19,0.79253,1
peptide_pm_20,-0.99227,1
peptide_pm_21,0.5152,1
peptide_pm_22,-0.33883,1
peptide_pm_23,-0.57531,1
peptide_pm_24,2.63273,1
peptide_pm_25,-1.01293,1
peptide_pm_26,0.4131,1
peptide_pm_27,-1.00303,1
peptide_pm_28,-1.19332,1
peptide_pm_29,0.45127,1
peptide_pm_30,0.75926,1
peptide_pm_31,0.98424,1
peptide_pm_32,0.44025,1
peptide_pm_33,0.4355,1
peptide_pm_34,1.25874,1
peptide_pm_35,0.46295,1
peptide_pm_36,0.82775,1
peptide_pm_37,0.52382,1
peptide_pm_38,1.33369,1
peptide_pm_39,-0.75419,1
peptide_pm_40,-0.25493,1
peptide_pm_41,-0.61415,1
peptide_pm_42,-0.80833,1
peptide_pm_43,-1.17675,1
peptide_pm_44,-0.85029,1
peptide_pm_45,-1.05574,1
peptide_pm_46,-0.71225,1
peptide_pm_47,-0.72471,1
peptide_pm_48,-1.09283,1
peptide_pm_49,1.23243,1
peptide_pm_50,1.45127,1
peptide_pm_51,-0.3931,1
peptide_pm_52,0.1974,1
peptide_pm_53,-0.57107,1
peptide_pm_54,-0.64485,1
peptide_pm_55,1.96884,1
peptide_pm_56,-0.98916,1
peptide_pm_57,2.30479,1
peptide_pm_58,-1.02498,1
peptide_pm_59,1.65103,1
peptide_pm_60,1.17162,1
peptide_pm_61,-0.9062,1
peptide_pm_62,-0.35952,1
peptide_pm_63,-1.36438,1
peptide_pm_64,2.77961,1
peptide_pm_65,2.36851,1
peptide_pm_66,-0.55914,1
peptide_pm_67,1.3014,1
peptide_pm_68,1.36558,1
peptide_pm_69,-0.37175,1
peptide_pm_70,-0.99287,1
peptide_pm_71,-1.4085,1
peptide_pm_72,0.24542,1
peptide_pm_73,1.01618,1
peptide_pm_74,-1.13078,1
peptide_pm_75,2.78125,1
peptide_pm_76,0.28637,1
peptide_pm_77,0.61878,1
peptide_pm_78,-0.37825,1
peptide_pm_79,0.00942,1
peptide_pm_80,-0.6279,1
peptide_pm_81,1.18387,1
peptide_pm_82,1.06335,1
peptide_pm_83,-1.04431,1
peptide_pm_84,-0.92089,1
peptide_pm_85,0.83754,1
peptide_pm_86,-0.20221,1
peptide_pm_87,1.43226,1
peptide_pm_88,-0.6105,1
peptide_pm_89,1.18527,1
peptide_pm_90,-0.63113,1
peptide_pm_91,0.2296,1
peptide_pm_92,0.23751,1
peptide_pm_93,0.91844,1
peptide_pm_94,0.37787,1
peptide_pm_95,1.15869,1
peptide_pm_96,-0.98604,1
peptide_pm_97,-0.02059,1
peptide_pm_98,0.21453,1
peptide_pm_99,0.0597,1
peptide_pm_100,-0.69547,1
peptide_pm_101,0.07597,1
peptide_pm_102,2.94304,1
peptide_pm_103,0.16989,1
peptide_pm_104,2.73143,1
peptide_pm_105,0.88809,1
peptide_pm_106,1.37726,1
peptide_pm_107,0.51248,1
peptide_pm_108,0.49866,1
peptide_pm_109,-0.92919,1
peptide_pm_110,-1.23943,1
peptide_pm_111,0.84582,1
peptide_pm_112,2.56353,1
peptide_pm_113,0.52722,1
peptide_pm_114,0.95675,1
peptide_pm_115,-0.43802,1
peptide_pm_116,1.82602,1
peptide_pm_117,0.90922,1
peptide_pm_118,-0.76477,1
peptide_pm_119,-1.06418,1
peptide_pm_120,-0.74066,1
peptide_pm_121,1.63188,1
peptide_pm_122,2.17921,1
peptide_pm_123,0.9238,1
peptide_pm_124,-0.81249,1
peptide_pm_125,-0.73814,1
peptide_pm_126,-0.64315,1
peptide_pm_127,0.426,1
peptide_pm_128,-1.1015,1
peptide_pm_129,-0.90119,1
peptide_pm_130,0.71232,1
peptide_pm_131,-0.0707,1
peptide_pm_132,2.6392,1
peptide_pm_133,0.28071,1
peptide_pm_134,-0.04427,1
peptide_pm_135,1.27042,1
peptide_pm_136,0.5797,1
peptide_pm_137,1.43472,1
peptide_pm_138,-0.12257,1
peptide_pm_139,1.49697,1
peptide_pm_140,2.76139,1
peptide_pm_141,0.78018,1
peptide_pm_142,1.61856,1
peptide_pm_143,-0.63448,1
peptide_pm_144,1.83631,1
peptide_pm_145,-0.42727,1
peptide_pm_146,-0.42327,1
peptide_pm_147,0.31389,1
peptide_pm_148,0.90781,1
peptide_pm_149,-0.54889,1
peptide_pm_150,2.13613,1
peptide_pm_151,0.5559,1
peptide_pm_152,0.97397,1
peptide_pm_153,0.99524,1
peptide_pm_154,-0.96402,1
peptide_pm_155,1.13072,1
peptide_pm_156,1.47626,1
peptide_pm_157,-0.63253,1
peptide_pm_158,1.66478,1
peptide_pm_159,1.17504,1
peptide_pm_160,-1.34739,1
peptide_pm_161,2.54603,1
peptide_pm_162,1.29053,1
peptide_pm_163,0.77389,1
peptide_pm_164,2.36276,1
peptide_pm_165,1.19829,1
peptide_pm_166,2.80227,1
peptide_pm_167,1.07204,1
peptide_pm_168,1.18218,1
peptide_pm_169,-0.2022,1
peptide_pm_170,1.45619,1
peptide_pm_171,0.45144,1
peptide_pm_172,2.40758,1
peptide_pm_173,-0.91097,1
peptide_pm_174,-1.17957,1
peptide_pm_175,-0.03399,1
peptide_pm_176,-1.40312,1
peptide_pm_177,1.23802,1
peptide_pm_178,-0.58126,1
peptide_pm_179,1.08254,1
peptide_pm_180,0.75185,1
peptide_pm_181,1.02641,1
peptide_pm_182,1.28672,1
peptide_pm_183,1.31704,1
peptide_pm_184,-1.06696,1
peptide_pm_185,1.92008,1
peptide_pm_186,1.35101,1
peptide_pm_187,1.62117,1
peptide_pm_188,0.00364,1
peptide_pm_189,1.65886,1
peptide_pm_190,-0.31158,1
peptide_pm_191,1.61614,1
peptide_pm_192,0.9678,1
peptide_pm_193,0.07111,1
peptide_pm_194,1.9854,1
peptide_pm_195,-0.56702,1
peptide_pm_196,-0.43491,1
peptide_pm_197,2.63971,1
peptide_pm_198,1.23129,1
peptide_pm_199,1.67206,1
peptide_pm_200,-0.12305,1
peptide_pm_201,1.60411,1
peptide_pm_202,1.57275,1
peptide_pm_203,1.17591,1
peptide_pm_204,1.09356,1
peptide_pm_205,-0.28923,1
peptide_pm_206,-0.71667,1
peptide_pm_207,1.49566,1
peptide_pm_208,0.86634,1
peptide_pm_209,0.32415,1
peptide_pm_210,-0.76198,1
peptide_pm_211,-0.87087,1
peptide_pm_212,1.54921,1
peptide_pm_213,0.52781,1
peptide_pm_214,0.66123,1
peptide_pm_215,-0.42548,1
peptide_pm_216,0.99754,1
peptide_pm_217,0.18854,1
peptide_pm_218,0.8739,1
peptide_pm_219,1.56887,1
peptide_pm_220,0.57355,1
peptide_pm_221,0.85731,1
peptide_pm_222,-1.0666,1
peptide_pm_223,-0.67241,1
peptide_pm_224,-0.83628,1
peptide_pm_225,0.14748,1
peptide_pm_226,1.41406,1
peptide_pm_227,-0.36739,1
peptide_pm_228,-0.8849,1
peptide_pm_229,0.01878,1
peptide_pm_230,-0.73027,1
peptide_pm_231,0.94015,1
peptide_pm_232,1.16674,1
peptide_pm_233,-0.79057,1
peptide_pm_234,1.77918,1
peptide_pm_235,1.48811,1
peptide_pm_236,-1.03214,1
peptide_pm_237,-1.19716,1
peptide_pm_238,-0.80222,1
peptide_pm_239,1.00866,1
peptide_pm_240,-0.35364,1
peptide_pm_241,0.04948,1
peptide_pm_242,-0.71654,1
peptide_pm_243,-0.17087,1
peptide_pm_244,1.28583,1
peptide_pm_245,0.23915,1
peptide_pm_246,-0.8465,1
peptide_pm_247,1.07048,1
peptide_pm_248,-0.80309,1
peptide_pm_249,0.16501,1
peptide_pm_250,2.75225,1
peptide_pm_251,-0.84803,1
peptide_pm_252,1.92155,1
peptide_pm_253,-0.95984,1
peptide_pm_254,-1.17542,1
peptide_pm_255,0.91926,1
peptide_pm_256,-0.36839,1
peptide_pm_257,-0.89026,1
peptide_pm_258,-0.17688,1
peptide_pm_259,1.21237,1
peptide_pm_260,0.70048,1
peptide_pm_261,0.72769,1
peptide_pm_262,-0.62364,1
peptide_pm_263,1.17357,1
peptide_pm_264,1.81902,1
peptide_pm_265,-0.96623,1
peptide_pm_266,2.44149,1
peptide_pm_267,0.22396,1
peptide_pm_268,1.6016,1
peptide_pm_269,-0.94858,1
peptide_pm_270,1.59123,1
peptide_pm_271,0.14816,1
peptide_pm_272,-0.38148,1
peptide_pm_273,0.95036,1
peptide_pm_274,1.17065,1
peptide_pm_275,-1.04169,1
peptide_pm_276,2.59976,1
peptide_pm_277,1.58481,1
peptide_pm_278,-1.52861,1
peptide_pm_279,0.56842,1
peptide_pm_280,0.80249,1
peptide_pm_281,-0.77249,1
peptide_pm_282,2.28367,1
peptide_pm_283,-0.66783,1
peptide_pm_284,2.55363,1
peptide_pm_285,-0.73351,1
peptide_pm_286,-0.02808,1
peptide_pm_287,1.77989,1
peptide_pm_288,0.87827,1
peptide_pm_289,1.60949,1
peptide_pm_290,0.54059,1
peptide_pm_291,0.65278,1
peptide_pm_292,2.8317,1
peptide_pm_293,0.85501,1
peptide_pm_294,-0.67211,1
peptide_pm_295,-0.68438,1
peptide_pm_296,0.95767,1
peptide_pm_297,-0.67216,1
peptide_pm_298,2.4072,1
peptide_pm_299,2.02985,1
peptide_pm_300,1.29856,1
peptide_pm_301,2.72551,1
peptide_pm_302,0.38796,1
peptide_pm_303,0.964,1
peptide_pm_304,-0.98376,1
peptide_pm_305,-0.13397,1
peptide_pm_306,-0.26921,1
peptide_pm_307,2.97825,1
peptide_pm_308,-0.82884,1
peptide_pm_309,1.03338,1
peptide_pm_310,1.71182,1
peptide_pm_311,1.12296,1
peptide_pm_312,2.65707,1
peptide_pm_313,0.92265,1
peptide_pm_314,1.28876,1
peptide_pm_315,1.54489,1
peptide_pm_316,0.84988,1
peptide_pm_317,0.32575,1
peptide_pm_318,-0.58295,1
peptide_pm_319,0.80027,1
peptide_pm_320,2.49904,1
peptide_pm_321,-0.6273,1
peptide_pm_322,-0.93248,1
peptide_pm_323,0.01653,1
peptide_pm_324,0.02796,1
peptide_pm_325,1.26269,1
peptide_pm_326,0.46721,1
peptide_pm_327,1.05791,1
peptide_pm_328,0.75264,1
peptide_pm_329,0.68686,1
peptide_pm_330,2.50942,1
peptide_pm_331,1.15393,1
peptide_pm_332,2.23493,1
peptide_pm_333,0.68912,1
peptide_pm_334,-0.7202,1
peptide_pm_335,0.27,1
peptide_pm_336,-0.42327,1
peptide_pm_337,-0.73078,1
peptide_pm_338,-0.31825,1
peptide_pm_339,0.99,1
peptide_pm_340,-0.04295,1
peptide_pm_341,1.17874,1
peptide_pm_342,0.04103,1
peptide_pm_343,1.16339,1
peptide_pm_344,-0.77437,1
peptide_pm_345,1.55212,1
peptide_pm_346,2.33958,1
peptide_pm_347,1.13398,1
peptide_pm_348,-0.97231,1
peptide_pm_349,2.68891,1
peptide_pm_350,1.46888,1
peptide_pm_351,0.98973,1
peptide_pm_352,-0.75567,1
peptide_pm_353,0.99509,1
peptide_pm_354,1.28888,1
peptide_pm_355,2.82876,1
peptide_pm_356,-0.03432,1
peptide_pm_357,0.27279,1
peptide_pm_358,0.14013,1
peptide_pm_359,-0.34067,1
peptide_pm_360,0.89941,1
peptide_pm_361,-0.94767,1
peptide_pm_362,-0.92522,1
peptide_pm_363,0.23067,1
peptide_pm_364,-0.90658,1
peptide_pm_365,0.99752,1
peptide_pm_366,-0.85665,1
peptide_pm_367,2.08911,1
peptide_pm_368,2.20408,1
peptide_pm_369,-0.90419,1
peptide_pm_370,0.00752,1
peptide_pm_371,-0.64282,1
peptide_pm_372,1.56312,1
peptide_pm_373,-1.14432,1
peptide_pm_374,-0.09412,1
peptide_pm_375,-0.00465,1
peptide_pm_376,1.4722,1
peptide_pm_377,0.45259,1
peptide_pm_378,1.53818,1
peptide_pm_379,-0.09066,1
peptide_pm_380,0.00928,1
peptide_pm_381,-1.09967,1
peptide_pm_382,0.90512,1
peptide_pm_383,0.61557,1
peptide_pm_384,-0.9147,1
peptide_pm_385,1.90141,1
peptide_pm_386,0.2445,1
peptide_pm_387,1.23401,1
peptide_pm_388,1.71913,1
peptide_pm_389,0.74636,1
peptide_pm_390,1.43853,1
peptide_pm_391,-1.06952,1
peptide_pm_392,0.87341,1
peptide_pm_393,0.25231,1
peptide_pm_394,0.86335,1
peptide_pm_395,-0.09026,1
peptide_pm_396,-0.69187,1
peptide_pm_397,1.13994,1
peptide_pm_398,-0.58344,1
peptide_pm_399,0.94386,1
peptide_pm_400,0.31921,1
peptide_pm_401,0.16942,1
peptide_pm_402,0.75819,1
