,CTDT_hydrophobicity_PRAM900101.Tr1221,CTDT_hydrophobicity_PRAM900101.Tr1331,CTDT_hydrophobicity_PRAM900101.Tr2332,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ARGP820101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_hydrophobicity_ZIMJ680101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CTDT_hydrophobicity_ZIMJ680101.Tr2332,CTDT_hydrophobicity_PONP930101.Tr1221,CTDT_hydrophobicity_PONP930101.Tr1331,CTDT_hydrophobicity_PONP930101.Tr2332,CTDT_hydrophobicity_CASG920101.Tr1221,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_CASG920101.Tr2332,CTDT_hydrophobicity_ENGD860101.Tr1221,CTDT_hydrophobicity_ENGD860101.Tr1331,CTDT_hydrophobicity_ENGD860101.Tr2332,CTDT_hydrophobicity_FASG890101.Tr1221,CTDT_hydrophobicity_FASG890101.Tr1331,CTDT_hydrophobicity_FASG890101.Tr2332,CTDT_normwaalsvolume.Tr1221,CTDT_normwaalsvolume.Tr1331,CTDT_normwaalsvolume.Tr2332,CTDT_polarity.Tr1221,CTDT_polarity.Tr1331,CTDT_polarity.Tr2332,CTDT_polarizability.Tr1221,CTDT_polarizability.Tr1331,CTDT_polarizability.Tr2332,CTDT_charge.Tr1221,CTDT_charge.Tr1331,CTDT_charge.Tr2332,CTDT_secondarystruct.Tr1221,CTDT_secondarystruct.Tr1331,CTDT_secondarystruct.Tr2332,CTDT_solventaccess.Tr1221,CTDT_solventaccess.Tr1331,CTDT_solventaccess.Tr2332,y
peptide_nm_22,0.38402,-0.7692,0.21188,-0.2439,0.33864,-0.57461,-0.23214,-0.28004,-0.76344,1.13126,-0.89697,0.40278,-1.04018,0.35431,0.02717,0.20057,-1.10397,0.75412,1.84502,-1.02255,0.30573,0.98508,-0.5971,-0.64194,0.36873,-0.9294,0.51194,1.06756,-0.30793,-0.94574,-0.80939,-0.48838,0.86859,-1.51453,-0.69833,1.25785,-0.14994,-0.19861,-0.45162,0
peptide_nm_23,0.992,-0.32062,-0.51374,2.02906,-0.94763,-0.89733,1.33717,-1.4977,-0.29612,1.27661,0.30085,-0.95332,0.58711,-0.44148,-1.04676,0.30574,-0.62559,-0.08705,1.39397,0.24376,-0.04128,-0.52876,-0.54612,-1.02117,-0.35788,-0.11871,0.62608,-0.37179,-0.24865,-1.32287,-0.06129,-0.48838,0.96817,1.03478,-0.18856,0.33837,-0.03903,0.79958,0.77352,0
peptide_nm_24,-0.00288,0.48684,0.32891,0.26935,1.83072,-0.51006,-0.64512,2.44751,-1.18158,-0.29317,1.43562,0.02307,1.75877,-0.44148,0.09034,-0.16752,0.23549,0.88979,-0.4796,2.24319,-0.93358,1.14811,-1.00489,0.25871,0.90783,0.6493,-0.40122,1.22257,-0.78219,-0.05006,-1.12438,-0.48838,0.96817,0.61379,-0.64736,0.87226,0.36025,0.33888,0.17751,0
peptide_nm_25,2.73304,-1.5318,-1.77773,0.37933,0.55731,-0.02598,-1.63626,1.78997,-1.18158,0.88416,1.24649,0.63331,2.83278,-1.33674,-1.04676,-1.5873,-1.91721,-1.55232,-1.10412,1.24347,0.51641,-1.78641,4.38557,-1.4478,0.1695,1.60933,-1.42853,-1.56756,3.21939,0.05601,0.0273,5.79089,1.0802,-0.12293,0.38494,3.27479,-2.03542,-1.50393,4.05161,0
peptide_nm_26,0.45629,1.10796,-1.22676,-0.91507,2.82807,-1.67186,-0.9882,0.93012,-1.18158,-1.33969,1.98845,-1.44151,-0.10386,1.00472,-0.30327,0.26934,-0.22817,-0.91361,0.52925,2.02787,-1.37973,0.40642,0.93603,-0.332,-1.07187,1.86041,-0.75683,0.51737,1.47511,-0.63751,-1.47875,-0.48838,5.03577,-0.26056,0.23495,2.22754,0.57524,-0.90147,1.32369,0
peptide_nm_27,1.10679,0.05206,-0.12482,0.8108,2.22253,-1.67186,0.95596,1.50336,-1.18158,0.02883,0.99917,-1.44151,-2.14674,2.17545,-1.04676,1.50709,0.33485,-0.27491,2.16262,-0.06385,-0.21287,-0.14179,1.53595,-0.8899,0.03157,-0.14825,1.25827,-0.00387,2.17283,-1.19233,0.37485,-0.48838,0.9337,-0.81108,-0.36502,2.92571,0.05311,0.90589,1.32369,0
peptide_nm_28,0.49456,0.08311,-0.09241,1.58913,-0.02151,-0.89733,1.33717,-0.18263,-0.73885,0.23009,0.6791,-0.95332,1.75877,-1.33674,0.09034,0.779,0.23549,-0.08705,-0.4796,-0.15613,0.85103,0.30967,-0.08736,-0.59454,0.06402,-0.11871,0.62608,0.42539,0.2849,-0.8986,-0.06129,-0.48838,0.07192,-1.07015,3.02303,-0.19553,0.36025,-0.12183,0.17751,0
peptide_nm_29,0.49456,-1.12808,-0.93507,1.14921,0.44154,-1.28459,0.8416,0.25573,-1.18158,1.27661,-0.45567,-0.95332,-0.58454,-0.88911,-0.47821,0.30574,-1.48667,-0.57547,0.14493,-0.9559,-0.48743,-0.10954,1.28892,-0.16792,-0.35788,-0.88673,0.11243,0.0268,1.88553,-0.47433,-0.41565,5.42152,0.96817,-1.07015,1.18784,-0.19553,-1.23686,-1.04323,0.77352,0
peptide_nm_30,0.75986,-1.5318,-0.34521,0.0054,0.68851,-0.35516,-1.07461,1.04477,-0.67982,0.43939,-0.68262,-0.33494,-0.37625,-0.82942,-0.40241,-0.51458,-1.91721,0.10832,1.01926,-1.70236,0.64282,-0.36107,1.65593,-1.4478,0.28904,-1.21954,0.31789,-0.21236,1.103,-0.78546,-0.67552,-0.48838,0.19142,-0.48077,-0.52501,0.55193,-2.03542,-0.45967,1.68741,0
peptide_nm_31,0.04234,-0.69988,-0.04134,-0.13058,0.02058,-0.47486,-0.10449,-0.12949,-0.26929,0.27766,-0.21496,-0.18404,-0.73839,0.27745,0.41769,-0.8559,-0.36466,-0.29426,0.82622,-0.71355,0.22912,0.15723,0.66334,-0.78846,0.33251,-0.66563,-0.10548,-0.33556,0.3334,-0.43576,-0.38344,1.03387,0.09908,-0.39402,0.0895,1.76209,-0.80129,0.63205,0.21363,0
peptide_nm_32,1.57989,-0.28391,-1.12659,1.90908,-0.69505,0.12364,1.42727,-0.58113,0.18686,1.08633,-0.21496,-0.68703,-0.93959,0.04685,-1.04676,1.3383,0.07893,-1.55232,1.7914,-1.53756,0.68879,0.80511,-0.04566,-0.78846,-0.31953,-0.46781,1.74678,-0.33556,0.3334,-1.09145,-0.38344,-0.48838,0.56078,0.03972,1.27126,0.3869,1.04991,-0.07994,-0.09341,0
peptide_nm_33,-0.08579,0.18404,-0.58397,1.00256,-0.09869,-0.57461,-0.23214,0.54796,-1.18158,1.62545,-0.3611,-0.0583,0.61966,-1.33674,0.56413,-0.2464,-0.08741,-0.16846,-1.10412,0.67697,-1.37973,-0.00474,-0.81373,-0.23902,-0.4282,-0.02271,0.02682,0.12644,-0.55988,-0.54504,-0.47471,1.60471,1.0802,-0.12293,-0.26502,-1.26332,0.7928,-1.50393,-1.01453,0
peptide_nm_34,1.32363,-1.5318,1.80357,1.00256,-0.09869,-0.57461,1.17198,-0.69404,0.07282,-1.33969,1.24649,-1.44151,1.17294,-1.33674,-1.04676,1.0945,-1.91721,2.59926,2.43484,-2.15556,2.41256,1.77694,-1.46365,-1.4478,1.96259,-1.65475,1.48217,1.82045,-1.31574,-1.74714,-1.47875,-0.48838,1.71504,0.47346,-1.56495,1.76209,-2.03542,2.41203,2.3629,0
peptide_nm_35,3.57869,-1.5318,-0.34521,1.99973,1.21331,-1.23296,0.04868,1.04477,-1.18158,1.62545,0.17476,-1.44151,1.39425,-0.82942,-1.04676,3.23995,-1.91721,0.10832,1.72705,0.11046,0.64282,-0.83619,1.136,-1.4478,0.28904,-1.21954,3.22859,0.69111,1.70768,-1.74714,-0.67552,1.18609,2.7308,-1.43501,2.59482,-0.05315,0.22715,0.58458,1.68741,0
peptide_nm_36,1.57989,0.96397,-0.47544,-0.81047,2.88312,-1.67186,-1.63626,2.1287,-1.18158,-0.53102,1.53878,-1.44151,-2.14674,2.81403,-1.04676,1.3383,0.74431,-0.04265,-0.13895,0.93447,-0.69023,1.453,0.66334,-1.4478,-0.31953,0.71912,1.74678,1.51245,1.15797,-1.74714,-0.93109,-0.48838,2.63845,-0.61089,-0.14685,3.68735,0.43284,-0.07994,2.66993,0
peptide_nm_37,-0.39218,-0.03976,-0.22065,0.62321,0.47174,-0.81314,0.1952,0.00796,-0.36349,0.59409,0.26795,-0.71983,0.5956,-0.17874,-0.62653,-0.363,0.15125,-0.28879,0.28069,-0.08658,0.59885,0.07273,-0.10731,-0.9748,-0.06438,-0.23559,-0.28956,-0.09451,-0.13266,-0.96316,-0.69298,-0.48838,0.50056,-0.82305,0.97839,0.90708,0.32553,0.19866,-1.01453,0
peptide_nm_38,0.45629,0.58001,-0.40031,1.96138,-0.50238,-1.16543,1.60401,-0.50297,-1.18158,0.02883,0.75185,-0.1647,-0.10386,1.2974,-0.67502,-0.34954,0.33485,0.04444,0.12091,1.50494,-0.50459,0.68052,-0.86373,-0.8899,-0.24429,0.85608,-0.08513,1.0386,-0.96688,-0.91492,-0.55195,-0.48838,2.10572,0.84048,-0.06503,0.13302,0.05311,0.00221,1.32369,0
peptide_nm_39,-0.55559,-0.00661,-0.58397,0.17159,0.33864,-0.20886,-0.23214,-0.28004,0.49095,-0.8455,-0.18248,-0.51937,0.43523,-0.91398,-0.5098,-1.5873,0.52252,-1.09103,0.66536,-1.02255,0.7271,-0.59863,-0.5971,0.56683,-0.82666,0.15863,-0.94341,-0.43823,-1.31574,1.05776,-0.80939,-0.48838,0.86859,-0.71933,0.6016,0.24939,-0.52704,-0.19861,0.11128,0
peptide_nm_40,1.21087,-1.25727,-0.34521,0.30455,-0.46605,-0.88184,0.04868,-0.44564,-0.88052,2.21848,-1.19705,-0.4456,-0.28772,-0.11918,-0.27353,2.2745,-1.03891,-0.55594,0.59458,-0.79595,0.44057,1.06427,1.03202,-1.4478,-0.47601,-1.1325,2.4136,1.14285,0.86113,-1.17013,-1.47875,-0.48838,1.30874,-0.76704,1.24289,0.18888,-0.40637,0.68901,0.20135,0
peptide_nm_41,-0.24239,-0.26081,-0.45132,0.17159,0.92175,-1.18419,0.2359,0.54796,-0.90282,0.30761,0.41292,-1.44151,-0.17952,-0.49121,0.02717,-0.99134,-0.01964,-0.62974,-0.7109,0.36224,-1.09882,-0.2027,-0.0194,-0.37333,-0.56102,-0.20405,-0.45829,-0.31274,0.028,-0.41147,-1.25563,3.23267,0.86859,-1.11693,1.03491,-0.25485,-0.77843,0.2365,0.48655,0
peptide_nm_43,0.81111,-0.28391,1.47799,-0.13058,0.02058,0.72214,-0.10449,2.80616,-0.49736,0.27766,-0.79954,2.33089,-0.33601,1.43044,0.71057,0.6069,-0.58645,0.71218,-0.13895,0.31646,0.68879,-1.13853,3.49932,-1.4478,0.98454,0.12566,0.15913,-0.95156,2.80711,-0.43576,0.16422,-0.48838,0.56078,0.03972,-0.14685,2.03713,-0.18422,-0.07994,0.8277,0
peptide_nm_44,-0.00288,0.08311,0.75024,0.26935,-0.02151,0.26447,0.8416,1.13244,-0.73885,1.27661,-0.45567,1.48765,0.97766,-0.88911,0.65889,-0.16752,0.66603,0.40137,-1.10412,0.64364,-0.48743,-0.10954,0.83016,-0.16792,0.06402,0.6493,-0.91488,0.82398,1.35199,-0.47433,-1.47875,-0.48838,0.96817,0.19281,0.72904,-0.72942,-0.43831,-0.12183,0.77352,0
peptide_nm_45,0.92094,0.42917,0.26872,0.11224,0.55731,0.91452,-0.43273,1.25768,0.43122,0.56647,0.32786,0.33691,0.6987,0.02214,0.67919,0.13672,1.21958,-0.36615,0.0334,1.00069,-0.29622,1.26789,-0.90658,0.10634,0.1695,0.44359,0.7545,1.09445,-0.9918,0.05601,-0.61815,-0.48838,1.35228,-0.12293,0.10638,0.35744,0.38877,0.73376,1.15667,0
peptide_nm_46,0.94141,-0.13586,-0.19953,0.91806,-0.07645,-0.33284,0.50562,-0.16777,-0.16105,0.62032,-0.44285,0.10581,0.32895,-0.43389,-0.5553,0.45815,0.06765,-0.28573,-0.02444,0.49453,-0.60842,0.38783,-0.40616,0.27317,-0.40794,0.00495,0.9395,0.4997,-0.08587,-0.03568,-0.25349,1.21447,0.98336,-0.45651,0.68238,-0.49415,0.15046,-0.44197,0.70281,0
peptide_nm_47,0.23061,0.42917,-0.90068,-0.11671,0.35649,-0.73136,0.255,-0.26314,-0.10638,0.4757,0.13102,-1.10276,-0.11428,-0.24963,-0.45501,0.05462,0.47273,-0.87451,0.62925,0.20295,-0.6058,-0.0411,-0.03119,-0.11568,-1.03809,0.21044,0.35353,0.09187,0.35023,-0.42238,0.24245,0.53681,0.88586,-0.45156,0.98185,-0.5224,0.45803,-0.86459,0.22616,0
peptide_nm_48,2.02834,-0.38791,0.01292,1.00256,0.55731,-1.12323,1.17198,-0.07304,-0.55438,0.88416,0.17476,-0.7499,1.72622,-0.06845,-1.04676,1.76496,-0.69735,0.52347,0.66536,1.24347,0.51641,1.18304,0.48609,-0.84341,0.1695,-0.56672,2.20985,1.25578,0.95183,-1.14609,0.52932,-0.48838,0.44536,-0.12293,0.38494,0.24939,0.22715,0.45405,1.51854,0
peptide_nm_49,0.75986,-0.15913,-0.82272,1.99973,-0.36109,-1.67186,0.04868,-0.94245,-1.18158,2.21848,-0.68262,-0.33494,0.509,-0.82942,-0.40241,0.55814,-0.45337,-0.44523,-0.39633,0.56367,-0.8741,1.06427,-0.94372,0.00274,-0.66728,-0.34912,0.90003,1.14285,-0.71105,-0.30462,-1.07713,4.53503,2.22292,-0.48077,-0.00504,-0.05315,1.13218,-1.50393,-1.01453,0
peptide_nm_50,-0.28713,-0.22449,0.26872,-0.06583,1.58816,-0.41786,-0.43273,1.9674,-0.82318,-0.06892,-0.43766,1.32492,0.38254,0.11273,-1.04676,0.71139,-0.17455,0.42463,-0.09299,-0.53697,1.14846,0.24979,0.76463,-0.06634,1.10874,-0.41129,-0.18108,1.33645,0.84385,-0.02985,0.24245,-0.48838,0.26397,-1.57133,1.03491,0.46549,-0.41929,1.10671,-0.04955,0
peptide_nm_51,0.45629,1.10796,-1.22676,0.52316,1.01146,-0.65901,-1.31223,1.50336,-1.18158,1.39736,-0.23744,0.15451,0.40686,0.12667,-0.67502,0.57877,0.89786,-0.91361,-0.28744,0.45908,0.07884,0.13231,-0.86373,0.50484,-1.07187,0.85608,0.92242,0.25675,-0.61803,0.19471,-0.32025,0.47766,0.05468,0.56522,-0.96499,-0.56515,1.35844,-1.2027,0.15458,0
peptide_nm_52,0.992,0.48684,-0.51374,-0.17058,-0.02151,0.26447,-0.14955,1.13244,-0.73885,1.27661,-0.83392,0.99946,-0.97509,0.90142,0.65889,0.779,0.23549,-0.08705,0.76945,0.64364,-0.93358,-0.10954,0.3714,-0.59454,-0.35788,0.2653,1.13974,0.0268,0.81844,-0.8986,0.64744,-0.48838,0.96817,0.61379,-0.64736,-0.19553,1.95736,-1.50393,-1.01453,0
peptide_nm_53,-1.4952,-0.93499,0.71361,0.78579,0.30061,-0.5269,-0.17109,0.00796,-0.19987,0.20734,-0.29121,0.72352,-0.12607,-0.34416,0.63417,-0.1881,-0.00786,-0.10829,-0.18091,-0.97329,0.59885,-1.47656,0.90995,0.75953,0.24746,0.04825,-0.66921,-0.68373,0.65606,1.07518,-1.47875,1.69571,-0.16189,0.57718,-0.88673,0.31516,-1.44518,1.90125,-1.01453,0
peptide_nm_54,-1.4952,0.34003,1.47799,-0.13058,-0.69505,2.51764,-0.87038,1.45124,0.87107,-0.53102,0.36962,1.57641,-0.33601,0.04685,0.71057,-1.5873,0.07893,2.22184,-1.10412,0.93447,-1.37973,0.80511,-0.75465,0.5302,1.63657,0.12566,-1.42853,0.89645,-0.49117,0.21993,0.16422,1.79499,-0.82433,0.69033,-0.14685,-1.26332,-0.18422,-0.07994,-1.01453,0
peptide_nm_55,-0.43814,-0.67388,-0.88241,-0.55551,1.5413,-0.02598,-1.10971,1.78997,-0.24078,0.88416,-0.3611,-1.44151,0.75798,-0.86113,-0.44268,1.93257,-1.00231,-0.51442,0.88655,-0.88092,0.99045,-0.45016,-0.48878,-0.9945,-0.72705,-0.83873,0.20874,1.39695,-0.18196,-1.29636,-1.47875,-0.48838,1.0802,-0.12293,1.35989,-0.12879,-0.33849,0.94355,-1.01453,0
