,Levitt_alpha,y
peptide_nm_110,-0.04596,0
peptide_nm_111,0.58912,0
peptide_nm_112,0.005,0
peptide_nm_113,0.84837,0
peptide_nm_114,-0.83981,0
peptide_nm_115,-0.67783,0
peptide_nm_116,0.71925,0
peptide_nm_117,-0.84272,0
peptide_nm_118,-0.8721,0
peptide_nm_119,1.23617,0
peptide_nm_120,-0.80787,0
peptide_nm_121,0.17758,0
peptide_nm_122,-0.98408,0
peptide_nm_123,-0.33403,0
peptide_nm_124,-0.25317,0
peptide_nm_125,0.02609,0
peptide_nm_126,-0.98084,0
peptide_nm_127,0.54225,0
peptide_nm_128,1.2187,0
peptide_nm_129,-0.18114,0
peptide_nm_130,-0.80295,0
peptide_nm_131,-0.75606,0
peptide_nm_132,-0.43414,0
peptide_nm_133,-0.54633,0
peptide_nm_134,0.41282,0
peptide_nm_135,-1.44861,0
peptide_nm_136,-1.12636,0
peptide_nm_137,-1.01335,0
peptide_nm_138,0.82652,0
peptide_nm_139,-1.21821,0
peptide_nm_140,-0.79088,0
peptide_nm_141,0.421,0
peptide_nm_142,-0.29165,0
peptide_nm_143,0.48999,0
peptide_nm_144,1.41559,0
peptide_nm_145,-1.12029,0
peptide_nm_146,0.1695,0
peptide_nm_147,0.40079,0
peptide_nm_148,-0.86862,0
peptide_nm_149,0.33891,0
peptide_nm_150,-0.04687,0
peptide_nm_151,0.30049,0
peptide_nm_152,0.90076,0
peptide_nm_153,-1.39311,0
peptide_nm_154,-0.56523,0
peptide_nm_155,0.03886,0
peptide_nm_156,-0.73661,0
peptide_nm_157,1.24681,0
peptide_nm_158,-0.71752,0
peptide_nm_159,-0.70592,0
peptide_nm_160,-0.54269,0
peptide_nm_161,3.1203,0
peptide_nm_162,-0.72441,0
peptide_nm_163,-1.3462,0
peptide_nm_164,0.066,0
peptide_nm_165,2.5652,0
peptide_nm_166,-1.07913,0
peptide_nm_167,-0.50276,0
peptide_nm_168,0.14309,0
peptide_nm_169,-0.73961,0
peptide_nm_170,-0.95657,0
peptide_nm_171,0.80455,0
peptide_nm_172,-0.64546,0
peptide_nm_173,-1.11258,0
peptide_nm_174,-0.95848,0
peptide_nm_175,-0.86775,0
peptide_nm_176,-0.89357,0
peptide_nm_177,0.90599,0
peptide_nm_178,-0.35544,0
peptide_nm_179,-0.91039,0
peptide_nm_180,-1.2075,0
peptide_nm_181,1.99281,0
peptide_nm_182,0.39221,0
peptide_nm_183,-0.82375,0
peptide_nm_184,-0.00254,0
peptide_nm_185,-0.83691,0
peptide_nm_186,0.2354,0
peptide_nm_187,0.54122,0
peptide_nm_188,1.02684,0
peptide_nm_189,-1.25605,0
peptide_nm_190,-0.89298,0
peptide_nm_191,-0.72217,0
peptide_nm_192,0.90898,0
peptide_nm_193,-0.08374,0
peptide_nm_194,-1.03399,0
peptide_nm_195,-1.0067,0
peptide_nm_196,1.26212,0
peptide_nm_197,-0.13712,0
peptide_nm_198,-0.02635,0
peptide_nm_199,-1.0352,0
peptide_nm_200,0.46045,0
peptide_nm_201,-0.97483,0
peptide_nm_202,3.6546,0
peptide_nm_203,-1.20598,0
peptide_nm_204,-1.29967,0
peptide_nm_205,-0.65159,0
peptide_nm_206,0.22119,0
peptide_nm_207,0.15153,0
peptide_nm_208,1.63357,0
peptide_nm_209,1.22395,0
peptide_nm_210,-0.25399,0
peptide_nm_211,0.09885,0
peptide_nm_212,-1.04563,0
peptide_nm_213,-1.29647,0
peptide_nm_214,-0.07517,0
peptide_nm_215,1.97137,0
peptide_nm_216,-0.19245,0
peptide_nm_217,0.45142,0
peptide_nm_218,1.43659,0
peptide_nm_219,0.43164,0
peptide_nm_220,-0.99708,0
peptide_nm_221,0.21982,0
peptide_nm_222,-0.21448,0
peptide_nm_223,0.055,0
peptide_nm_224,0.47182,0
peptide_nm_225,-0.98277,0
peptide_nm_226,0.76561,0
peptide_nm_227,-1.1733,0
peptide_nm_228,0.43173,0
peptide_nm_229,-1.21145,0
peptide_nm_230,-0.00012,0
peptide_nm_231,1.01322,0
peptide_nm_232,-0.42739,0
peptide_nm_233,-0.69494,0
peptide_nm_234,0.15678,0
peptide_nm_235,-0.34503,0
peptide_nm_236,-0.10502,0
peptide_nm_237,-0.19047,0
peptide_nm_238,1.23559,0
peptide_nm_239,0.41693,0
peptide_nm_240,-0.47972,0
peptide_nm_241,-0.25636,0
peptide_nm_242,-0.14596,0
peptide_nm_243,0.3532,0
peptide_nm_244,1.02693,0
peptide_nm_245,0.56339,0
peptide_nm_246,0.26134,0
peptide_nm_247,0.32897,0
peptide_nm_248,0.87427,0
peptide_nm_249,-0.28063,0
peptide_nm_250,-0.0944,0
peptide_nm_251,1.34951,0
peptide_nm_252,0.77305,0
peptide_nm_253,1.44994,0
peptide_nm_254,0.11474,0
peptide_nm_255,0.02124,0
peptide_nm_256,0.61389,0
peptide_nm_257,0.23422,0
peptide_nm_258,-1.15986,0
peptide_nm_259,-0.62511,0
peptide_nm_260,-0.11908,0
peptide_nm_261,-0.16321,0
peptide_nm_262,-0.79893,0
peptide_nm_263,-0.7674,0
peptide_nm_264,-0.66316,0
peptide_nm_265,0.65129,0
peptide_nm_266,-0.43878,0
peptide_nm_267,-0.21222,0
peptide_nm_268,0.65678,0
peptide_nm_269,-0.17801,0
peptide_nm_270,-0.81266,0
peptide_nm_271,-0.10118,0
peptide_nm_272,1.09272,0
peptide_nm_273,-0.80663,0
peptide_nm_274,0.55596,0
peptide_nm_275,2.52903,0
peptide_nm_276,-0.26706,0
peptide_nm_277,-1.21478,0
peptide_nm_278,0.4516,0
peptide_nm_279,0.20816,0
peptide_nm_280,-0.73642,0
peptide_nm_281,-0.10472,0
peptide_nm_282,-0.36235,0
peptide_nm_283,0.74268,0
peptide_nm_284,-0.39745,0
peptide_nm_285,1.01213,0
peptide_nm_286,-1.03511,0
peptide_nm_287,0.22986,0
peptide_nm_288,-0.95772,0
peptide_nm_289,-0.2016,0
peptide_nm_290,1.28661,0
peptide_nm_291,0.36437,0
peptide_nm_292,0.24507,0
peptide_nm_293,-0.46246,0
peptide_nm_294,0.71611,0
peptide_nm_295,0.545,0
peptide_nm_296,-0.67457,0
peptide_nm_297,-0.54518,0
peptide_nm_298,-0.27595,0
peptide_nm_299,0.24963,0
peptide_nm_300,-0.98104,0
peptide_nm_301,0.26563,0
peptide_nm_302,0.31775,0
peptide_nm_303,0.55782,0
peptide_nm_304,-0.76514,0
peptide_nm_305,0.05625,0
peptide_nm_306,-0.65231,0
peptide_nm_307,-0.15714,0
peptide_nm_308,-0.75559,0
peptide_nm_309,0.38503,0
peptide_nm_310,1.29864,0
peptide_nm_311,-0.24751,0
peptide_nm_312,-1.22034,0
peptide_nm_313,-0.99197,0
peptide_nm_314,1.66673,0
peptide_nm_315,-0.82734,0
peptide_nm_316,0.68979,0
peptide_nm_317,0.1013,0
peptide_nm_318,0.66802,0
peptide_nm_319,0.02979,0
peptide_nm_320,0.94862,0
peptide_nm_321,0.97266,0
peptide_nm_322,1.20701,0
peptide_nm_323,0.14276,0
peptide_nm_324,-0.39632,0
peptide_nm_325,-1.12422,0
peptide_nm_326,-0.26495,0
peptide_nm_327,-1.02426,0
peptide_nm_328,-0.13315,0
peptide_nm_329,-0.03844,0
peptide_nm_330,-0.352,0
peptide_nm_331,-0.39714,0
peptide_nm_332,-1.31672,0
peptide_nm_333,0.07462,0
peptide_nm_334,0.51564,0
peptide_nm_335,0.36181,0
peptide_nm_336,-0.29947,0
peptide_nm_337,-1.06297,0
peptide_nm_338,-0.55701,0
peptide_nm_339,-1.35836,0
peptide_nm_340,-0.63014,0
peptide_nm_341,0.52592,0
peptide_nm_342,-1.30125,0
peptide_nm_343,0.37764,0
peptide_nm_344,0.19073,0
peptide_nm_345,0.07827,0
peptide_nm_346,0.54622,0
peptide_nm_347,-0.7912,0
peptide_nm_348,-0.63175,0
peptide_nm_349,-0.1262,0
peptide_nm_350,-1.07286,0
peptide_nm_351,-0.51427,0
peptide_nm_352,0.63271,0
peptide_nm_353,0.86388,0
peptide_nm_354,-0.81043,0
peptide_nm_355,0.27666,0
peptide_nm_356,-0.02348,0
peptide_nm_357,-0.35514,0
peptide_nm_358,0.7301,0
peptide_nm_359,1.98316,0
peptide_nm_360,-0.8084,0
peptide_nm_361,0.26854,0
peptide_nm_362,0.18511,0
peptide_nm_363,-0.53434,0
peptide_nm_364,-0.19607,0
peptide_nm_365,-0.21173,0
peptide_nm_366,-0.53369,0
peptide_nm_367,0.54199,0
peptide_nm_368,0.00978,0
peptide_nm_369,0.89265,0
peptide_nm_370,-0.39489,0
peptide_nm_371,-0.07314,0
peptide_nm_372,-0.24447,0
peptide_nm_373,-1.25998,0
peptide_nm_374,-0.9917,0
peptide_nm_375,-0.39532,0
peptide_nm_376,0.17413,0
peptide_nm_377,-0.63489,0
peptide_nm_378,-0.44692,0
peptide_nm_379,0.36538,0
peptide_nm_380,-0.34984,0
peptide_nm_381,-0.81976,0
peptide_nm_382,-0.28264,0
peptide_nm_383,-0.12519,0
peptide_nm_384,-1.19387,0
peptide_nm_385,-0.96757,0
peptide_nm_386,0.42997,0
peptide_nm_387,-0.21373,0
peptide_nm_388,0.23647,0
peptide_nm_389,1.1479,0
peptide_nm_390,-0.1691,0
peptide_nm_391,0.01656,0
peptide_nm_392,-0.31629,0
peptide_nm_393,0.73384,0
peptide_nm_394,-0.65579,0
peptide_nm_395,-1.12269,0
peptide_nm_396,-0.5618,0
peptide_nm_397,0.08492,0
peptide_nm_398,-0.55073,0
peptide_nm_399,-0.37499,0
peptide_nm_400,-0.50532,0
peptide_nm_401,-0.19237,0
peptide_nm_402,0.90087,0
peptide_nm_403,0.14828,0
peptide_nm_404,0.03443,0
peptide_nm_405,-0.70851,0
peptide_nm_406,0.35018,0
peptide_nm_407,-1.05546,0
peptide_nm_408,0.0142,0
peptide_nm_409,0.52018,0
peptide_nm_410,-1.42029,0
peptide_nm_411,0.95995,0
peptide_nm_412,0.6793,0
peptide_nm_413,-0.42925,0
peptide_nm_414,0.14164,0
peptide_nm_415,-0.1497,0
peptide_nm_416,-0.19356,0
peptide_nm_417,0.58997,0
peptide_nm_418,-0.38994,0
peptide_nm_419,-1.34735,0
peptide_nm_420,0.16905,0
peptide_nm_421,-0.38753,0
peptide_nm_422,0.10398,0
peptide_nm_423,-0.70762,0
peptide_nm_424,0.66169,0
peptide_nm_425,-0.91016,0
peptide_nm_426,-0.21994,0
peptide_nm_427,-0.68687,0
peptide_nm_428,0.19435,0
peptide_nm_429,-0.6725,0
peptide_nm_430,0.27442,0
peptide_nm_431,0.10383,0
peptide_nm_432,-0.1923,0
peptide_nm_433,0.50221,0
peptide_nm_434,-0.5182,0
peptide_nm_435,-0.97635,0
peptide_nm_436,1.24072,0
peptide_nm_437,-1.27195,0
peptide_nm_438,2.61011,0
peptide_nm_439,-1.32587,0
peptide_nm_440,-0.26625,0
peptide_nm_441,-0.90518,0
peptide_nm_442,1.38188,0
peptide_pm_1,-0.00557,1
peptide_pm_2,-0.75033,1
peptide_pm_3,1.44915,1
peptide_pm_4,0.4832,1
peptide_pm_5,-0.97019,1
peptide_pm_6,-1.11074,1
peptide_pm_7,-0.83154,1
peptide_pm_8,-0.19842,1
peptide_pm_9,0.75684,1
peptide_pm_10,-0.64191,1
peptide_pm_11,-0.50516,1
peptide_pm_12,-1.05434,1
peptide_pm_13,-0.34944,1
peptide_pm_14,-1.26002,1
peptide_pm_15,0.56429,1
peptide_pm_16,-1.1202,1
peptide_pm_17,2.55625,1
peptide_pm_18,-0.94728,1
peptide_pm_19,-0.58229,1
peptide_pm_20,-0.28622,1
peptide_pm_21,-0.74678,1
peptide_pm_22,-0.66509,1
peptide_pm_23,-0.69508,1
peptide_pm_24,-0.5767,1
peptide_pm_25,-0.44499,1
peptide_pm_26,-0.93345,1
peptide_pm_27,0.59789,1
peptide_pm_28,-0.2797,1
peptide_pm_29,2.28348,1
peptide_pm_30,-1.26673,1
peptide_pm_31,-0.00318,1
peptide_pm_32,-0.75314,1
peptide_pm_33,-1.22295,1
peptide_pm_34,-1.04901,1
peptide_pm_35,1.6873,1
peptide_pm_36,-0.89342,1
peptide_pm_37,-1.0435,1
peptide_pm_38,1.31657,1
peptide_pm_39,-1.00087,1
peptide_pm_40,-0.49775,1
peptide_pm_41,-1.13032,1
peptide_pm_42,-0.68919,1
peptide_pm_43,-1.16945,1
peptide_pm_44,-0.12889,1
peptide_pm_45,-1.20591,1
peptide_pm_46,3.14867,1
peptide_pm_47,-1.18033,1
peptide_pm_48,-0.78159,1
peptide_pm_49,-0.19658,1
peptide_pm_50,-0.65983,1
peptide_pm_51,-1.22183,1
peptide_pm_52,-0.03231,1
peptide_pm_53,-0.34801,1
peptide_pm_54,-0.7166,1
peptide_pm_55,0.90018,1
peptide_pm_56,-1.2007,1
peptide_pm_57,0.03912,1
peptide_pm_58,-1.1518,1
peptide_pm_59,-0.58035,1
peptide_pm_60,1.94285,1
peptide_pm_61,-0.75715,1
peptide_pm_62,-0.3663,1
peptide_pm_63,-0.48679,1
peptide_pm_64,-0.33421,1
peptide_pm_65,-0.54134,1
peptide_pm_66,-0.962,1
peptide_pm_67,3.33657,1
peptide_pm_68,1.75713,1
peptide_pm_69,-0.99039,1
peptide_pm_70,-1.2599,1
peptide_pm_71,-0.70031,1
peptide_pm_72,0.18254,1
peptide_pm_73,0.2688,1
peptide_pm_74,0.34583,1
peptide_pm_75,-0.58663,1
peptide_pm_76,0.45699,1
peptide_pm_77,-1.1322,1
peptide_pm_78,-0.11081,1
peptide_pm_79,0.0196,1
peptide_pm_80,-0.00943,1
peptide_pm_81,-0.09378,1
peptide_pm_82,2.47258,1
peptide_pm_83,0.28188,1
peptide_pm_84,-0.2942,1
peptide_pm_85,2.21188,1
peptide_pm_86,-0.35665,1
peptide_pm_87,1.47972,1
peptide_pm_88,-0.68616,1
peptide_pm_89,2.19755,1
peptide_pm_90,0.72866,1
peptide_pm_91,0.56659,1
peptide_pm_92,0.73732,1
peptide_pm_93,0.06154,1
peptide_pm_94,-0.07847,1
peptide_pm_95,-1.00391,1
peptide_pm_96,-0.42403,1
peptide_pm_97,-0.86941,1
peptide_pm_98,-0.78822,1
peptide_pm_99,-0.81984,1
peptide_pm_100,2.72876,1
peptide_pm_101,0.36783,1
peptide_pm_102,-0.48946,1
peptide_pm_103,-0.71815,1
peptide_pm_104,-0.36143,1
peptide_pm_105,2.36627,1
peptide_pm_106,0.26217,1
peptide_pm_107,0.53923,1
peptide_pm_108,1.39869,1
peptide_pm_109,-0.28875,1
peptide_pm_110,0.18527,1
peptide_pm_111,2.48289,1
peptide_pm_112,-0.00483,1
peptide_pm_113,0.25952,1
peptide_pm_114,-0.55409,1
peptide_pm_115,-0.44836,1
peptide_pm_116,-0.2699,1
peptide_pm_117,0.1533,1
peptide_pm_118,1.53583,1
peptide_pm_119,-0.77614,1
peptide_pm_120,2.42576,1
peptide_pm_121,-0.29465,1
peptide_pm_122,-1.35306,1
peptide_pm_123,-0.14379,1
peptide_pm_124,-0.76865,1
peptide_pm_125,2.58358,1
peptide_pm_126,0.4592,1
peptide_pm_127,0.87847,1
peptide_pm_128,-1.4486,1
peptide_pm_129,-0.26651,1
peptide_pm_130,-0.73512,1
peptide_pm_131,-0.84852,1
peptide_pm_132,-0.60397,1
peptide_pm_133,-0.34161,1
peptide_pm_134,1.12465,1
peptide_pm_135,0.4015,1
peptide_pm_136,1.46072,1
peptide_pm_137,-0.34894,1
peptide_pm_138,-1.30935,1
peptide_pm_139,0.49,1
peptide_pm_140,-0.76617,1
peptide_pm_141,-0.978,1
peptide_pm_142,0.82821,1
peptide_pm_143,-0.36586,1
peptide_pm_144,-0.59715,1
peptide_pm_145,-0.34898,1
peptide_pm_146,3.01716,1
peptide_pm_147,0.71719,1
peptide_pm_148,1.58048,1
peptide_pm_149,-0.35873,1
peptide_pm_150,-1.11926,1
peptide_pm_151,-0.73348,1
peptide_pm_152,2.39889,1
peptide_pm_153,-0.84869,1
peptide_pm_154,-0.99814,1
peptide_pm_155,0.29281,1
peptide_pm_156,0.84104,1
peptide_pm_157,1.71243,1
peptide_pm_158,-1.08964,1
peptide_pm_159,-0.90371,1
peptide_pm_160,-1.24279,1
peptide_pm_161,-1.23541,1
peptide_pm_162,0.72256,1
peptide_pm_163,1.09804,1
peptide_pm_164,-0.75548,1
peptide_pm_165,0.26487,1
peptide_pm_166,-1.33184,1
peptide_pm_167,0.54903,1
peptide_pm_168,-0.57748,1
peptide_pm_169,0.22755,1
peptide_pm_170,0.46731,1
peptide_pm_171,1.87311,1
peptide_pm_172,-0.33356,1
peptide_pm_173,-0.60619,1
peptide_pm_174,-0.81367,1
peptide_pm_175,-0.6874,1
peptide_pm_176,-1.24131,1
peptide_pm_177,1.22965,1
peptide_pm_178,1.35325,1
peptide_pm_179,2.06416,1
peptide_pm_180,-0.00112,1
peptide_pm_181,1.94499,1
peptide_pm_182,-1.05876,1
peptide_pm_183,-0.944,1
peptide_pm_184,1.04261,1
peptide_pm_185,-0.04858,1
peptide_pm_186,-0.21375,1
peptide_pm_187,-0.86091,1
peptide_pm_188,-1.00893,1
peptide_pm_189,0.45555,1
peptide_pm_190,-0.58687,1
peptide_pm_191,-0.68776,1
peptide_pm_192,0.0176,1
peptide_pm_193,-0.73591,1
peptide_pm_194,0.83331,1
peptide_pm_195,1.48047,1
peptide_pm_196,-0.88078,1
peptide_pm_197,-0.99988,1
peptide_pm_198,-0.43866,1
peptide_pm_199,-0.93279,1
peptide_pm_200,-1.00923,1
peptide_pm_201,0.59661,1
peptide_pm_202,0.44099,1
peptide_pm_203,-0.75947,1
peptide_pm_204,-0.63359,1
peptide_pm_205,-0.50134,1
peptide_pm_206,0.23473,1
peptide_pm_207,0.79321,1
peptide_pm_208,0.46421,1
peptide_pm_209,-0.15877,1
peptide_pm_210,-0.7537,1
peptide_pm_211,1.61037,1
peptide_pm_212,0.39889,1
peptide_pm_213,-0.11879,1
peptide_pm_214,0.56159,1
peptide_pm_215,0.48606,1
peptide_pm_216,-0.20149,1
peptide_pm_217,0.47113,1
peptide_pm_218,2.16236,1
peptide_pm_219,-0.67745,1
peptide_pm_220,-1.02535,1
peptide_pm_221,0.7281,1
peptide_pm_222,-1.15183,1
peptide_pm_223,2.7381,1
peptide_pm_224,-0.76651,1
peptide_pm_225,-0.87856,1
peptide_pm_226,-0.69709,1
peptide_pm_227,1.78294,1
peptide_pm_228,0.37102,1
peptide_pm_229,1.14319,1
peptide_pm_230,-1.20777,1
peptide_pm_231,-1.11865,1
peptide_pm_232,-0.47617,1
peptide_pm_233,-0.30183,1
peptide_pm_234,-0.19447,1
peptide_pm_235,-0.44379,1
peptide_pm_236,0.67669,1
peptide_pm_237,-1.12377,1
peptide_pm_238,-0.44564,1
peptide_pm_239,-0.64171,1
peptide_pm_240,0.66395,1
peptide_pm_241,-0.36016,1
peptide_pm_242,0.72844,1
peptide_pm_243,-0.64982,1
peptide_pm_244,0.7034,1
peptide_pm_245,-1.04739,1
peptide_pm_246,1.3784,1
peptide_pm_247,-0.67452,1
peptide_pm_248,-0.47227,1
peptide_pm_249,0.79311,1
peptide_pm_250,-1.0964,1
peptide_pm_251,1.28009,1
peptide_pm_252,-0.2665,1
peptide_pm_253,2.86463,1
peptide_pm_254,1.13605,1
peptide_pm_255,-0.14707,1
peptide_pm_256,-0.35222,1
peptide_pm_257,-0.95786,1
peptide_pm_258,0.58922,1
peptide_pm_259,-0.84724,1
peptide_pm_260,-1.04596,1
peptide_pm_261,-1.38182,1
peptide_pm_262,2.46138,1
peptide_pm_263,1.66565,1
peptide_pm_264,-1.16645,1
peptide_pm_265,-1.08384,1
peptide_pm_266,-1.27476,1
peptide_pm_267,0.93483,1
peptide_pm_268,1.08834,1
peptide_pm_269,-0.28587,1
peptide_pm_270,1.45161,1
peptide_pm_271,1.49987,1
peptide_pm_272,0.04201,1
peptide_pm_273,-1.21156,1
peptide_pm_274,-1.0389,1
peptide_pm_275,-1.15105,1
peptide_pm_276,-0.1214,1
peptide_pm_277,1.13351,1
peptide_pm_278,-1.49657,1
peptide_pm_279,-0.75649,1
peptide_pm_280,2.41354,1
peptide_pm_281,-0.9234,1
peptide_pm_282,-0.8042,1
peptide_pm_283,3.46714,1
peptide_pm_284,-0.61146,1
peptide_pm_285,-0.77115,1
peptide_pm_286,-0.65551,1
peptide_pm_287,-1.38169,1
peptide_pm_288,1.66324,1
peptide_pm_289,-0.60693,1
peptide_pm_290,-1.17673,1
peptide_pm_291,2.73001,1
peptide_pm_292,-0.42554,1
peptide_pm_293,1.81121,1
peptide_pm_294,-0.1502,1
peptide_pm_295,2.77794,1
peptide_pm_296,-0.86379,1
peptide_pm_297,1.22613,1
peptide_pm_298,-1.10628,1
peptide_pm_299,1.08276,1
peptide_pm_300,1.08854,1
peptide_pm_301,-0.11695,1
peptide_pm_302,-0.08797,1
peptide_pm_303,-0.37369,1
peptide_pm_304,1.15295,1
peptide_pm_305,-0.51299,1
peptide_pm_306,-0.20281,1
peptide_pm_307,-0.81157,1
peptide_pm_308,-0.83054,1
peptide_pm_309,1.02065,1
peptide_pm_310,0.90635,1
peptide_pm_311,0.02246,1
peptide_pm_312,0.00509,1
peptide_pm_313,-1.12871,1
peptide_pm_314,-0.13782,1
peptide_pm_315,-0.2913,1
peptide_pm_316,-0.90345,1
peptide_pm_317,0.38738,1
peptide_pm_318,0.6404,1
peptide_pm_319,0.00195,1
peptide_pm_320,0.75679,1
peptide_pm_321,-1.03809,1
peptide_pm_322,-1.15669,1
peptide_pm_323,-0.80041,1
peptide_pm_324,-0.06316,1
peptide_pm_325,-0.5867,1
peptide_pm_326,0.39521,1
peptide_pm_327,1.91557,1
peptide_pm_328,2.37329,1
peptide_pm_329,-0.69113,1
peptide_pm_330,-0.63801,1
peptide_pm_331,0.14517,1
peptide_pm_332,0.5478,1
peptide_pm_333,-0.70987,1
peptide_pm_334,1.56431,1
peptide_pm_335,0.64873,1
peptide_pm_336,3.01716,1
peptide_pm_337,-1.07689,1
peptide_pm_338,-0.53078,1
peptide_pm_339,-0.81312,1
peptide_pm_340,1.38659,1
peptide_pm_341,-1.31569,1
peptide_pm_342,-0.73135,1
peptide_pm_343,2.61596,1
peptide_pm_344,-1.35267,1
peptide_pm_345,0.1782,1
peptide_pm_346,0.48465,1
peptide_pm_347,-1.08167,1
peptide_pm_348,-1.01854,1
peptide_pm_349,1.33529,1
peptide_pm_350,0.69141,1
peptide_pm_351,-1.03814,1
peptide_pm_352,-1.00087,1
peptide_pm_353,2.17261,1
peptide_pm_354,-0.4872,1
peptide_pm_355,-1.24634,1
peptide_pm_356,-0.87136,1
peptide_pm_357,-0.85444,1
peptide_pm_358,1.28067,1
peptide_pm_359,-0.80021,1
peptide_pm_360,-0.1198,1
peptide_pm_361,-0.36133,1
peptide_pm_362,1.22195,1
peptide_pm_363,-0.15349,1
peptide_pm_364,3.25021,1
peptide_pm_365,2.10912,1
peptide_pm_366,-0.29858,1
peptide_pm_367,-0.53875,1
peptide_pm_368,-1.01008,1
peptide_pm_369,-0.66652,1
peptide_pm_370,1.50974,1
peptide_pm_371,-0.47639,1
peptide_pm_372,-0.46656,1
peptide_pm_373,-1.38175,1
peptide_pm_374,-0.28122,1
peptide_pm_375,-0.81761,1
peptide_pm_376,0.30161,1
peptide_pm_377,1.0738,1
peptide_pm_378,-0.42086,1
peptide_pm_379,-0.76565,1
peptide_pm_380,1.31948,1
peptide_pm_381,-0.99094,1
peptide_pm_382,2.01496,1
peptide_pm_383,-0.20018,1
peptide_pm_384,1.29962,1
peptide_pm_385,-0.34555,1
peptide_pm_386,-1.36198,1
peptide_pm_387,-0.84624,1
peptide_pm_388,0.09056,1
peptide_pm_389,-0.22507,1
peptide_pm_390,2.02089,1
peptide_pm_391,-0.28761,1
peptide_pm_392,-0.4609,1
peptide_pm_393,-0.89158,1
peptide_pm_394,2.68603,1
peptide_pm_395,-0.82622,1
peptide_pm_396,2.31943,1
peptide_pm_397,0.48017,1
peptide_pm_398,-0.02271,1
peptide_pm_399,1.52481,1
peptide_pm_400,-0.71813,1
peptide_pm_401,-0.76339,1
peptide_pm_402,-1.22023,1
