,Refractivity,y
peptide_nm_82,0.29999,0
peptide_nm_83,-0.25015,0
peptide_nm_84,0.45633,0
peptide_nm_85,0.77476,0
peptide_nm_86,-0.26845,0
peptide_nm_87,0.5168,0
peptide_nm_88,-0.99856,0
peptide_nm_89,1.01707,0
peptide_nm_90,0.22287,0
peptide_nm_91,-0.10049,0
peptide_nm_92,-0.50184,0
peptide_nm_93,-0.666,0
peptide_nm_94,-0.39773,0
peptide_nm_95,-0.3518,0
peptide_nm_96,-1.27524,0
peptide_nm_97,-0.85628,0
peptide_nm_98,-1.0588,0
peptide_nm_99,-1.1883,0
peptide_nm_100,0.9289,0
peptide_nm_101,-1.065,0
peptide_nm_102,-0.20824,0
peptide_nm_103,-0.05083,0
peptide_nm_104,1.18764,0
peptide_nm_105,0.88439,0
peptide_nm_106,-0.78465,0
peptide_nm_107,0.62691,0
peptide_nm_108,-0.239,0
peptide_nm_109,1.33189,0
peptide_nm_110,-0.24889,0
peptide_nm_111,-0.80183,0
peptide_nm_112,-0.51998,0
peptide_nm_113,0.02618,0
peptide_nm_114,-0.37038,0
peptide_nm_115,-0.48737,0
peptide_nm_116,0.75752,0
peptide_nm_117,0.89038,0
peptide_nm_118,-1.16021,0
peptide_nm_119,-0.2932,0
peptide_nm_120,-0.77034,0
peptide_nm_121,-0.5028,0
peptide_nm_122,-0.12058,0
peptide_nm_123,1.05392,0
peptide_nm_124,0.69869,0
peptide_nm_125,0.35012,0
peptide_nm_126,-1.10448,0
peptide_nm_127,-0.87844,0
peptide_nm_128,3.99767,0
peptide_nm_129,0.16702,0
peptide_nm_130,-0.78995,0
peptide_nm_131,-0.93913,0
peptide_nm_132,-0.09735,0
peptide_nm_133,-1.20848,0
peptide_nm_134,-0.42377,0
peptide_nm_135,1.50268,0
peptide_nm_136,-1.04294,0
peptide_nm_137,-0.79914,0
peptide_nm_138,-1.10618,0
peptide_nm_139,-1.12263,0
peptide_nm_140,-0.66612,0
peptide_nm_141,-0.9355,0
peptide_nm_142,-0.79464,0
peptide_nm_143,0.45851,0
peptide_nm_144,0.10095,0
peptide_nm_145,-1.27239,0
peptide_nm_146,-0.98651,0
peptide_nm_147,0.43514,0
peptide_nm_148,-0.52745,0
peptide_nm_149,-0.65804,0
peptide_nm_150,0.60727,0
peptide_nm_151,0.21956,0
peptide_nm_152,0.05014,0
peptide_nm_153,-0.87667,0
peptide_nm_154,-0.76158,0
peptide_nm_155,-0.08461,0
peptide_nm_156,-1.14812,0
peptide_nm_157,-0.22038,0
peptide_nm_158,-0.79607,0
peptide_nm_159,-1.36779,0
peptide_nm_160,-1.22936,0
peptide_nm_161,0.76116,0
peptide_nm_162,-0.89053,0
peptide_nm_163,-0.72635,0
peptide_nm_164,-0.48868,0
peptide_nm_165,0.31012,0
peptide_nm_166,-1.45603,0
peptide_nm_167,-1.12425,0
peptide_nm_168,0.53926,0
peptide_nm_169,-0.85157,0
peptide_nm_170,-0.33232,0
peptide_nm_171,0.12701,0
peptide_nm_172,-0.54749,0
peptide_nm_173,-0.43099,0
peptide_nm_174,0.09103,0
peptide_nm_175,0.27667,0
peptide_nm_176,-0.8836,0
peptide_nm_177,0.08902,0
peptide_nm_178,0.68804,0
peptide_nm_179,-0.23524,0
peptide_nm_180,-0.72513,0
peptide_nm_181,0.00275,0
peptide_nm_182,0.11482,0
peptide_nm_183,-1.10307,0
peptide_nm_184,0.10187,0
peptide_nm_185,-0.90713,0
peptide_nm_186,0.09581,0
peptide_nm_187,-0.34979,0
peptide_nm_188,-0.64962,0
peptide_nm_189,-1.33236,0
peptide_nm_190,-0.40939,0
peptide_nm_191,-0.63299,0
peptide_nm_192,1.32348,0
peptide_nm_193,-1.23152,0
peptide_nm_194,-0.53077,0
peptide_nm_195,-0.79986,0
peptide_nm_196,2.10161,0
peptide_nm_197,-0.14857,0
peptide_nm_198,-0.77331,0
peptide_nm_199,-0.63341,0
peptide_nm_200,1.48572,0
peptide_nm_201,-1.00247,0
peptide_nm_202,2.12124,0
peptide_nm_203,-0.83772,0
peptide_nm_204,0.3574,0
peptide_nm_205,0.77919,0
peptide_nm_206,-1.31453,0
peptide_nm_207,1.43788,0
peptide_nm_208,0.28604,0
peptide_nm_209,-0.98442,0
peptide_nm_210,-0.78496,0
peptide_nm_211,-1.09674,0
peptide_nm_212,-1.04772,0
peptide_nm_213,-1.16553,0
peptide_nm_214,2.01947,0
peptide_nm_215,1.00999,0
peptide_nm_216,-1.04489,0
peptide_nm_217,-1.41594,0
peptide_nm_218,-0.84074,0
peptide_nm_219,-0.33151,0
peptide_nm_220,-0.48162,0
peptide_nm_221,-0.73849,0
peptide_nm_222,-0.71456,0
peptide_nm_223,1.15201,0
peptide_nm_224,0.0879,0
peptide_nm_225,-0.50229,0
peptide_nm_226,-0.47286,0
peptide_nm_227,0.31945,0
peptide_nm_228,1.18704,0
peptide_nm_229,-0.85671,0
peptide_nm_230,1.00003,0
peptide_nm_231,-0.16885,0
peptide_nm_232,-0.15715,0
peptide_nm_233,-1.15825,0
peptide_nm_234,1.17357,0
peptide_nm_235,-0.18311,0
peptide_nm_236,-1.0286,0
peptide_nm_237,-0.46495,0
peptide_nm_238,-0.89983,0
peptide_nm_239,0.28828,0
peptide_nm_240,-0.69328,0
peptide_nm_241,-1.01405,0
peptide_nm_242,-0.81629,0
peptide_nm_243,-0.89378,0
peptide_nm_244,1.34504,0
peptide_nm_245,-1.05509,0
peptide_nm_246,-0.39749,0
peptide_nm_247,1.8219,0
peptide_nm_248,-0.70294,0
peptide_nm_249,0.03708,0
peptide_nm_250,-0.26892,0
peptide_nm_251,-0.6626,0
peptide_nm_252,-1.28855,0
peptide_nm_253,0.27775,0
peptide_nm_254,-0.4558,0
peptide_nm_255,0.73399,0
peptide_nm_256,-0.54212,0
peptide_nm_257,-0.32875,0
peptide_nm_258,-0.68527,0
peptide_nm_259,-0.37395,0
peptide_nm_260,-0.05304,0
peptide_nm_261,0.18084,0
peptide_nm_262,0.38784,0
peptide_nm_263,-0.87414,0
peptide_nm_264,0.26343,0
peptide_nm_265,0.51736,0
peptide_nm_266,-0.30377,0
peptide_nm_267,-0.51107,0
peptide_nm_268,0.21612,0
peptide_nm_269,0.09787,0
peptide_nm_270,-0.64833,0
peptide_nm_271,0.70234,0
peptide_nm_272,2.14978,0
peptide_nm_273,0.16101,0
peptide_nm_274,-0.18599,0
peptide_nm_275,1.14043,0
peptide_nm_276,-0.31137,0
peptide_nm_277,-0.88495,0
peptide_nm_278,0.96838,0
peptide_nm_279,0.87845,0
peptide_nm_280,0.31041,0
peptide_nm_281,-0.39583,0
peptide_nm_282,-0.79093,0
peptide_nm_283,-0.40811,0
peptide_nm_284,0.29315,0
peptide_nm_285,0.36341,0
peptide_nm_286,-1.38002,0
peptide_nm_287,-0.21136,0
peptide_nm_288,-0.39385,0
peptide_nm_289,-0.83836,0
peptide_nm_290,-0.9002,0
peptide_nm_291,0.0929,0
peptide_nm_292,-1.18027,0
peptide_nm_293,-0.17995,0
peptide_nm_294,0.3851,0
peptide_nm_295,-1.28214,0
peptide_nm_296,-0.44225,0
peptide_nm_297,-0.30981,0
peptide_nm_298,-0.21764,0
peptide_nm_299,0.81501,0
peptide_nm_300,0.62065,0
peptide_nm_301,-1.11073,0
peptide_nm_302,2.63426,0
peptide_nm_303,-0.3435,0
peptide_nm_304,-0.95654,0
peptide_nm_305,-0.36779,0
peptide_nm_306,1.26141,0
peptide_nm_307,1.06205,0
peptide_nm_308,-1.10599,0
peptide_nm_309,-0.9396,0
peptide_nm_310,0.76297,0
peptide_nm_311,-0.9942,0
peptide_nm_312,-0.03037,0
peptide_nm_313,-0.10309,0
peptide_nm_314,2.33663,0
peptide_nm_315,1.0443,0
peptide_nm_316,1.35665,0
peptide_nm_317,-0.16832,0
peptide_nm_318,0.22298,0
peptide_nm_319,-0.94734,0
peptide_nm_320,-0.85578,0
peptide_nm_321,1.14679,0
peptide_nm_322,0.96962,0
peptide_nm_323,0.07324,0
peptide_nm_324,-0.90911,0
peptide_nm_325,0.00086,0
peptide_nm_326,-0.02534,0
peptide_nm_327,-1.08163,0
peptide_nm_328,0.14616,0
peptide_nm_329,-0.9625,0
peptide_nm_330,-0.69936,0
peptide_nm_331,-0.79574,0
peptide_nm_332,0.29116,0
peptide_nm_333,0.56279,0
peptide_nm_334,-0.04097,0
peptide_nm_335,-0.74303,0
peptide_nm_336,-0.5821,0
peptide_nm_337,-1.23098,0
peptide_nm_338,1.71155,0
peptide_nm_339,-0.42412,0
peptide_nm_340,-1.26014,0
peptide_nm_341,-0.28764,0
peptide_nm_342,0.71848,0
peptide_nm_343,-0.05616,0
peptide_nm_344,0.31586,0
peptide_nm_345,-0.27736,0
peptide_nm_346,-0.72909,0
peptide_nm_347,-0.28398,0
peptide_nm_348,-1.29511,0
peptide_nm_349,0.45192,0
peptide_nm_350,-0.27762,0
peptide_nm_351,0.36579,0
peptide_nm_352,0.71698,0
peptide_nm_353,0.24695,0
peptide_nm_354,0.09329,0
peptide_nm_355,0.65766,0
peptide_nm_356,-0.78898,0
peptide_nm_357,-0.57809,0
peptide_nm_358,-1.04679,0
peptide_nm_359,-0.42517,0
peptide_nm_360,0.19679,0
peptide_nm_361,0.16131,0
peptide_nm_362,0.86302,0
peptide_nm_363,0.98727,0
peptide_nm_364,-0.40503,0
peptide_nm_365,-0.52599,0
peptide_nm_366,-0.8161,0
peptide_nm_367,1.65482,0
peptide_nm_368,0.0552,0
peptide_nm_369,-1.02883,0
peptide_nm_370,-1.38911,0
peptide_nm_371,-0.54516,0
peptide_nm_372,-0.74353,0
peptide_nm_373,-1.22591,0
peptide_nm_374,-0.21532,0
peptide_nm_375,-0.54282,0
peptide_nm_376,2.1373,0
peptide_nm_377,0.30345,0
peptide_nm_378,-0.2899,0
peptide_nm_379,-0.12074,0
peptide_nm_380,1.52702,0
peptide_nm_381,0.05504,0
peptide_nm_382,-1.29489,0
peptide_nm_383,-0.37669,0
peptide_nm_384,-0.93927,0
peptide_nm_385,-0.82719,0
peptide_nm_386,-0.18051,0
peptide_nm_387,-0.85335,0
peptide_nm_388,1.49789,0
peptide_nm_389,-0.38689,0
peptide_nm_390,0.03509,0
peptide_nm_391,-1.49793,0
peptide_nm_392,-0.46807,0
peptide_nm_393,0.20648,0
peptide_nm_394,0.21013,0
peptide_nm_395,0.17401,0
peptide_nm_396,-0.17653,0
peptide_nm_397,-0.35362,0
peptide_nm_398,-0.95111,0
peptide_nm_399,1.38898,0
peptide_nm_400,-0.68352,0
peptide_nm_401,-0.10088,0
peptide_nm_402,-0.67927,0
peptide_nm_403,-0.52182,0
peptide_nm_404,1.52287,0
peptide_nm_405,0.43383,0
peptide_nm_406,0.12081,0
peptide_nm_407,0.031,0
peptide_nm_408,-1.25754,0
peptide_nm_409,-0.61257,0
peptide_nm_410,-1.40759,0
peptide_nm_411,-0.40382,0
peptide_nm_412,-0.03568,0
peptide_nm_413,-0.76362,0
peptide_nm_414,0.18869,0
peptide_nm_415,0.79056,0
peptide_nm_416,0.54125,0
peptide_nm_417,1.27457,0
peptide_nm_418,0.76978,0
peptide_nm_419,-1.05109,0
peptide_nm_420,-0.4712,0
peptide_nm_421,0.86843,0
peptide_nm_422,-0.36336,0
peptide_nm_423,-0.0934,0
peptide_nm_424,-0.05524,0
peptide_nm_425,-0.21475,0
peptide_nm_426,-0.15751,0
peptide_nm_427,0.04525,0
peptide_nm_428,-0.48417,0
peptide_nm_429,0.93496,0
peptide_nm_430,-0.32811,0
peptide_nm_431,0.88306,0
peptide_nm_432,-0.23473,0
peptide_nm_433,0.89566,0
peptide_nm_434,-1.00647,0
peptide_nm_435,-0.5969,0
peptide_nm_436,0.53089,0
peptide_nm_437,-0.53791,0
peptide_nm_438,3.14944,0
peptide_nm_439,-0.89326,0
peptide_nm_440,-0.78467,0
peptide_nm_441,-0.63314,0
peptide_nm_442,-0.21075,0
peptide_pm_1,0.60804,1
peptide_pm_2,0.59137,1
peptide_pm_3,2.07108,1
peptide_pm_4,-0.28162,1
peptide_pm_5,0.11574,1
peptide_pm_6,-0.8628,1
peptide_pm_7,-1.16601,1
peptide_pm_8,-0.77148,1
peptide_pm_9,0.4241,1
peptide_pm_10,0.52352,1
peptide_pm_11,0.55798,1
peptide_pm_12,-0.07105,1
peptide_pm_13,-1.01688,1
peptide_pm_14,-0.72348,1
peptide_pm_15,0.30775,1
peptide_pm_16,-0.3117,1
peptide_pm_17,1.66327,1
peptide_pm_18,-0.37284,1
peptide_pm_19,-0.76536,1
peptide_pm_20,2.64015,1
peptide_pm_21,0.56414,1
peptide_pm_22,-0.24927,1
peptide_pm_23,-1.3002,1
peptide_pm_24,-0.00015,1
peptide_pm_25,-1.24689,1
peptide_pm_26,-1.23069,1
peptide_pm_27,0.08616,1
peptide_pm_28,2.27824,1
peptide_pm_29,1.99999,1
peptide_pm_30,-0.42679,1
peptide_pm_31,-0.2901,1
peptide_pm_32,2.66392,1
peptide_pm_33,-0.96961,1
peptide_pm_34,0.54018,1
peptide_pm_35,2.48091,1
peptide_pm_36,-0.75343,1
peptide_pm_37,-0.71782,1
peptide_pm_38,1.64883,1
peptide_pm_39,-1.28879,1
peptide_pm_40,-0.73229,1
peptide_pm_41,-0.16982,1
peptide_pm_42,-0.73051,1
peptide_pm_43,-1.28632,1
peptide_pm_44,0.25775,1
peptide_pm_45,-0.83151,1
peptide_pm_46,0.50658,1
peptide_pm_47,-0.81005,1
peptide_pm_48,-0.75927,1
peptide_pm_49,-0.13955,1
peptide_pm_50,0.18234,1
peptide_pm_51,0.50415,1
peptide_pm_52,-0.44404,1
peptide_pm_53,-0.06128,1
peptide_pm_54,-0.247,1
peptide_pm_55,-1.18086,1
peptide_pm_56,-0.56628,1
peptide_pm_57,-0.45079,1
peptide_pm_58,-1.082,1
peptide_pm_59,0.67046,1
peptide_pm_60,1.27495,1
peptide_pm_61,-0.72587,1
peptide_pm_62,0.3169,1
peptide_pm_63,0.34965,1
peptide_pm_64,-0.08506,1
peptide_pm_65,-0.69822,1
peptide_pm_66,1.02109,1
peptide_pm_67,0.08399,1
peptide_pm_68,2.77096,1
peptide_pm_69,-0.68692,1
peptide_pm_70,-1.32236,1
peptide_pm_71,-0.03009,1
peptide_pm_72,-0.79159,1
peptide_pm_73,3.56005,1
peptide_pm_74,0.22653,1
peptide_pm_75,-0.6405,1
peptide_pm_76,-0.76252,1
peptide_pm_77,-0.30184,1
peptide_pm_78,-0.22467,1
peptide_pm_79,-0.12372,1
peptide_pm_80,1.11829,1
peptide_pm_81,-0.47544,1
peptide_pm_82,1.49662,1
peptide_pm_83,0.39984,1
peptide_pm_84,2.1067,1
peptide_pm_85,3.16763,1
peptide_pm_86,-0.51477,1
peptide_pm_87,2.79475,1
peptide_pm_88,-0.49458,1
peptide_pm_89,1.79911,1
peptide_pm_90,-0.56326,1
peptide_pm_91,0.03506,1
peptide_pm_92,-0.71436,1
peptide_pm_93,-0.50188,1
peptide_pm_94,0.13743,1
peptide_pm_95,-1.21494,1
peptide_pm_96,-0.38415,1
peptide_pm_97,-0.9859,1
peptide_pm_98,0.31756,1
peptide_pm_99,-0.52182,1
peptide_pm_100,1.26849,1
peptide_pm_101,0.84595,1
peptide_pm_102,0.0259,1
peptide_pm_103,0.22859,1
peptide_pm_104,-0.6793,1
peptide_pm_105,1.02401,1
peptide_pm_106,1.61649,1
peptide_pm_107,0.76378,1
peptide_pm_108,0.42829,1
peptide_pm_109,0.79111,1
peptide_pm_110,2.09733,1
peptide_pm_111,1.75195,1
peptide_pm_112,-0.23186,1
peptide_pm_113,-0.59528,1
peptide_pm_114,0.50457,1
peptide_pm_115,-0.97371,1
peptide_pm_116,-0.25565,1
peptide_pm_117,0.28571,1
peptide_pm_118,1.49345,1
peptide_pm_119,-0.90059,1
peptide_pm_120,2.66663,1
peptide_pm_121,0.66125,1
peptide_pm_122,-0.74495,1
peptide_pm_123,-0.85313,1
peptide_pm_124,-0.32304,1
peptide_pm_125,2.21613,1
peptide_pm_126,1.68983,1
peptide_pm_127,0.49536,1
peptide_pm_128,-1.03917,1
peptide_pm_129,0.80844,1
peptide_pm_130,-0.31619,1
peptide_pm_131,0.80833,1
peptide_pm_132,-1.23224,1
peptide_pm_133,-0.75023,1
peptide_pm_134,-0.29664,1
peptide_pm_135,0.29914,1
peptide_pm_136,1.41053,1
peptide_pm_137,2.71512,1
peptide_pm_138,0.2026,1
peptide_pm_139,0.21265,1
peptide_pm_140,0.13965,1
peptide_pm_141,0.01875,1
peptide_pm_142,1.5152,1
peptide_pm_143,-0.51019,1
peptide_pm_144,0.61385,1
peptide_pm_145,-0.88168,1
peptide_pm_146,0.67779,1
peptide_pm_147,-0.71436,1
peptide_pm_148,-0.56126,1
peptide_pm_149,-0.86721,1
peptide_pm_150,2.10562,1
peptide_pm_151,1.96731,1
peptide_pm_152,1.27105,1
peptide_pm_153,-0.81973,1
peptide_pm_154,-0.66651,1
peptide_pm_155,-1.34473,1
peptide_pm_156,0.0566,1
peptide_pm_157,0.83347,1
peptide_pm_158,2.08607,1
peptide_pm_159,-0.90221,1
peptide_pm_160,-0.59215,1
peptide_pm_161,-0.88606,1
peptide_pm_162,-0.33926,1
peptide_pm_163,0.21757,1
peptide_pm_164,-1.40248,1
peptide_pm_165,2.26187,1
peptide_pm_166,-1.0756,1
peptide_pm_167,-1.19619,1
peptide_pm_168,0.5735,1
peptide_pm_169,-0.17563,1
peptide_pm_170,-0.00778,1
peptide_pm_171,1.17868,1
peptide_pm_172,-0.08167,1
peptide_pm_173,-1.07695,1
peptide_pm_174,-0.34382,1
peptide_pm_175,-0.36922,1
peptide_pm_176,-1.12195,1
peptide_pm_177,-0.67903,1
peptide_pm_178,-1.41408,1
peptide_pm_179,1.02068,1
peptide_pm_180,-0.11116,1
peptide_pm_181,-0.2898,1
peptide_pm_182,0.05914,1
peptide_pm_183,-0.43872,1
peptide_pm_184,1.68866,1
peptide_pm_185,0.96534,1
peptide_pm_186,1.92493,1
peptide_pm_187,1.82944,1
peptide_pm_188,-1.48196,1
peptide_pm_189,-0.49431,1
peptide_pm_190,-0.20139,1
peptide_pm_191,0.56663,1
peptide_pm_192,-0.07359,1
peptide_pm_193,-0.32127,1
peptide_pm_194,-0.3017,1
peptide_pm_195,0.09892,1
peptide_pm_196,-0.60076,1
peptide_pm_197,-0.91354,1
peptide_pm_198,-0.20787,1
peptide_pm_199,0.68187,1
peptide_pm_200,-0.62912,1
peptide_pm_201,-0.21606,1
peptide_pm_202,3.1763,1
peptide_pm_203,0.54809,1
peptide_pm_204,0.38504,1
peptide_pm_205,-0.2926,1
peptide_pm_206,-0.55783,1
peptide_pm_207,0.01116,1
peptide_pm_208,-1.15025,1
peptide_pm_209,-0.23875,1
peptide_pm_210,-0.51299,1
peptide_pm_211,1.37195,1
peptide_pm_212,-0.53815,1
peptide_pm_213,-0.83768,1
peptide_pm_214,0.42902,1
peptide_pm_215,0.21065,1
peptide_pm_216,0.20751,1
peptide_pm_217,-0.08916,1
peptide_pm_218,1.2093,1
peptide_pm_219,-0.91911,1
peptide_pm_220,-0.22445,1
peptide_pm_221,-0.58893,1
peptide_pm_222,-0.28594,1
peptide_pm_223,1.5419,1
peptide_pm_224,-0.3562,1
peptide_pm_225,-1.1752,1
peptide_pm_226,-0.02293,1
peptide_pm_227,-0.97875,1
peptide_pm_228,-1.15789,1
peptide_pm_229,0.54756,1
peptide_pm_230,-1.36252,1
peptide_pm_231,0.42343,1
peptide_pm_232,-0.70295,1
peptide_pm_233,1.82371,1
peptide_pm_234,0.42895,1
peptide_pm_235,-0.26595,1
peptide_pm_236,1.76518,1
peptide_pm_237,-0.24084,1
peptide_pm_238,-1.09722,1
peptide_pm_239,-0.41953,1
peptide_pm_240,0.99061,1
peptide_pm_241,-0.05633,1
peptide_pm_242,1.38981,1
peptide_pm_243,-0.49632,1
peptide_pm_244,-0.7574,1
peptide_pm_245,-1.33146,1
peptide_pm_246,1.63043,1
peptide_pm_247,-0.8497,1
peptide_pm_248,-0.26294,1
peptide_pm_249,0.4518,1
peptide_pm_250,-1.28917,1
peptide_pm_251,1.37801,1
peptide_pm_252,0.00618,1
peptide_pm_253,1.10491,1
peptide_pm_254,1.22242,1
peptide_pm_255,-0.71534,1
peptide_pm_256,-0.54718,1
peptide_pm_257,-0.68425,1
peptide_pm_258,-1.07088,1
peptide_pm_259,-0.88612,1
peptide_pm_260,-0.73285,1
peptide_pm_261,-0.34763,1
peptide_pm_262,2.61885,1
peptide_pm_263,1.13292,1
peptide_pm_264,-1.0851,1
peptide_pm_265,-1.38424,1
peptide_pm_266,-1.51074,1
peptide_pm_267,0.11094,1
peptide_pm_268,2.85281,1
peptide_pm_269,2.85318,1
peptide_pm_270,0.75109,1
peptide_pm_271,0.58139,1
peptide_pm_272,-0.11571,1
peptide_pm_273,1.47022,1
peptide_pm_274,-0.86258,1
peptide_pm_275,-1.1482,1
peptide_pm_276,-1.05225,1
peptide_pm_277,0.70488,1
peptide_pm_278,-1.53723,1
peptide_pm_279,0.18709,1
peptide_pm_280,2.58133,1
peptide_pm_281,-0.59668,1
peptide_pm_282,-0.39405,1
peptide_pm_283,1.52535,1
peptide_pm_284,-0.81339,1
peptide_pm_285,-0.48624,1
peptide_pm_286,-0.3155,1
peptide_pm_287,-0.9708,1
peptide_pm_288,1.12909,1
peptide_pm_289,-1.16953,1
peptide_pm_290,0.55987,1
peptide_pm_291,0.68516,1
peptide_pm_292,-0.20331,1
peptide_pm_293,1.45344,1
peptide_pm_294,-0.01514,1
peptide_pm_295,1.4049,1
peptide_pm_296,-0.47642,1
peptide_pm_297,-0.84855,1
peptide_pm_298,1.50968,1
peptide_pm_299,1.09068,1
peptide_pm_300,3.209,1
peptide_pm_301,-1.24356,1
peptide_pm_302,-0.96986,1
peptide_pm_303,-0.55349,1
peptide_pm_304,1.11553,1
peptide_pm_305,-0.1261,1
peptide_pm_306,0.67848,1
peptide_pm_307,0.005,1
peptide_pm_308,-0.66582,1
peptide_pm_309,3.08665,1
peptide_pm_310,2.28238,1
peptide_pm_311,-0.46826,1
peptide_pm_312,-1.14365,1
peptide_pm_313,-0.8783,1
peptide_pm_314,0.76635,1
peptide_pm_315,0.1685,1
peptide_pm_316,-0.71825,1
peptide_pm_317,1.00084,1
peptide_pm_318,0.46997,1
peptide_pm_319,1.66935,1
peptide_pm_320,0.51549,1
peptide_pm_321,-0.73152,1
peptide_pm_322,-0.67782,1
peptide_pm_323,0.63993,1
peptide_pm_324,0.015,1
peptide_pm_325,-0.42416,1
peptide_pm_326,0.65611,1
peptide_pm_327,2.5066,1
peptide_pm_328,0.23587,1
peptide_pm_329,-0.75278,1
peptide_pm_330,-0.73464,1
peptide_pm_331,0.1805,1
peptide_pm_332,0.49452,1
peptide_pm_333,-0.23684,1
peptide_pm_334,1.75938,1
peptide_pm_335,0.91115,1
peptide_pm_336,0.67779,1
peptide_pm_337,-1.41701,1
peptide_pm_338,0.90797,1
peptide_pm_339,-0.96458,1
peptide_pm_340,0.57188,1
peptide_pm_341,-1.00455,1
peptide_pm_342,-0.76897,1
peptide_pm_343,1.7796,1
peptide_pm_344,-0.65017,1
peptide_pm_345,0.49439,1
peptide_pm_346,-0.47246,1
peptide_pm_347,-0.9444,1
peptide_pm_348,-0.99296,1
peptide_pm_349,-0.96903,1
peptide_pm_350,3.28774,1
peptide_pm_351,1.62481,1
peptide_pm_352,-1.37753,1
peptide_pm_353,1.35283,1
peptide_pm_354,1.26309,1
peptide_pm_355,0.34172,1
peptide_pm_356,-0.52182,1
peptide_pm_357,-1.1094,1
peptide_pm_358,0.92159,1
peptide_pm_359,-0.54219,1
peptide_pm_360,0.06148,1
peptide_pm_361,0.33996,1
peptide_pm_362,1.27405,1
peptide_pm_363,0.25872,1
peptide_pm_364,1.65528,1
peptide_pm_365,0.97737,1
peptide_pm_366,1.72041,1
peptide_pm_367,-0.30243,1
peptide_pm_368,-0.80325,1
peptide_pm_369,-0.34493,1
peptide_pm_370,0.1758,1
peptide_pm_371,1.01225,1
peptide_pm_372,0.23072,1
peptide_pm_373,0.79644,1
peptide_pm_374,-0.96852,1
peptide_pm_375,-0.35322,1
peptide_pm_376,0.1542,1
peptide_pm_377,0.79144,1
peptide_pm_378,1.10899,1
peptide_pm_379,-0.36922,1
peptide_pm_380,0.26034,1
peptide_pm_381,-0.88358,1
peptide_pm_382,0.7831,1
peptide_pm_383,-0.28952,1
peptide_pm_384,2.01721,1
peptide_pm_385,-0.3671,1
peptide_pm_386,-1.215,1
peptide_pm_387,-0.95232,1
peptide_pm_388,-0.21561,1
peptide_pm_389,-0.20311,1
peptide_pm_390,3.49882,1
peptide_pm_391,1.70637,1
peptide_pm_392,-1.36824,1
peptide_pm_393,-1.14672,1
peptide_pm_394,0.55264,1
peptide_pm_395,-0.51698,1
peptide_pm_396,2.74667,1
peptide_pm_397,-1.18066,1
peptide_pm_398,0.85681,1
peptide_pm_399,1.28574,1
peptide_pm_400,-1.33706,1
peptide_pm_401,0.52685,1
peptide_pm_402,-0.45698,1
