,Calculate_mw,Calculate_charge,y
peptide_nm_103,-0.84855,-0.79441,0
peptide_nm_104,0.3145,-0.52799,0
peptide_nm_105,-0.83155,-1.38315,0
peptide_nm_106,0.86169,0.34771,0
peptide_nm_107,-0.87236,-0.25187,0
peptide_nm_108,0.24111,-0.57591,0
peptide_nm_109,-0.80383,-0.82179,0
peptide_nm_110,-0.18813,-0.25159,0
peptide_nm_111,0.44938,0.31919,0
peptide_nm_112,0.55751,-0.25073,0
peptide_nm_113,0.27056,-0.82122,0
peptide_nm_114,0.96908,0.04336,0
peptide_nm_115,-0.31648,-0.53712,0
peptide_nm_116,-0.762,-0.22335,0
peptide_nm_117,-0.56731,-1.12529,0
peptide_nm_118,-1.04133,-0.25159,0
peptide_nm_119,-0.92271,-0.25187,0
peptide_nm_120,0.24494,0.60444,0
peptide_nm_121,-0.23861,-0.53712,0
peptide_nm_122,0.58489,-1.06967,0
peptide_nm_123,-0.3376,-1.07937,0
peptide_nm_124,-0.89112,0.06133,0
peptide_nm_125,-0.67469,-0.22363,0
peptide_nm_126,-0.02681,-0.50859,0
peptide_nm_127,-0.93122,-0.53655,0
peptide_nm_128,-0.77829,-0.82208,0
peptide_nm_129,-0.84775,-1.12672,0
peptide_nm_130,-1.0282,-1.67696,0
peptide_nm_131,-0.22611,-0.53655,0
peptide_nm_132,-0.32215,-0.55594,0
peptide_nm_133,-0.28896,-1.0788,0
peptide_nm_134,-1.0745,-0.5374,0
peptide_nm_135,-0.02117,-1.67696,0
peptide_nm_136,-0.6443,-0.82208,0
peptide_nm_137,0.75612,-0.50802,0
peptide_nm_138,-0.74512,-1.39171,0
peptide_nm_139,3.31449,-0.22249,0
peptide_nm_140,-0.38194,0.03366,0
peptide_nm_141,-0.19489,-0.53655,0
peptide_nm_142,-0.83429,-0.53712,0
peptide_nm_143,-0.43342,-0.48064,0
peptide_nm_144,-0.97667,-0.53712,0
peptide_nm_145,0.75209,-2.21864,0
peptide_nm_146,-0.75268,-1.96192,0
peptide_nm_147,-0.32413,-0.22392,0
peptide_nm_148,-0.34406,-1.10704,0
peptide_nm_149,0.53287,0.03394,0
peptide_nm_150,-0.40113,-0.79355,0
peptide_nm_151,-0.83902,-0.84147,0
peptide_nm_152,-0.61387,0.03366,0
peptide_nm_153,0.7856,0.06161,0
peptide_nm_154,-0.31461,-0.82208,0
peptide_nm_155,0.4777,-0.25073,0
peptide_nm_156,-0.31843,-0.82179,0
peptide_nm_157,0.04261,-0.27127,0
peptide_nm_158,0.95439,-2.24574,0
peptide_nm_159,1.15032,-0.82179,0
peptide_nm_160,1.06207,-0.50831,0
peptide_nm_161,-0.39482,-3.95521,0
peptide_nm_162,0.10554,0.06161,0
peptide_nm_163,0.37967,-1.62019,0
peptide_nm_164,-0.07329,-0.22335,0
peptide_nm_165,-0.93405,-1.39257,0
peptide_nm_166,1.16728,-1.71518,0
peptide_nm_167,0.49213,-0.01512,0
peptide_nm_168,0.75997,-0.86087,0
peptide_nm_169,-0.32802,-0.53626,0
peptide_nm_170,-0.95972,-0.53683,0
peptide_nm_171,0.42166,-1.09819,0
peptide_nm_172,-0.09135,-0.82179,0
peptide_nm_173,-1.14773,-0.25159,0
peptide_nm_174,0.4037,-0.49946,0
peptide_nm_175,-0.35346,-0.82208,0
peptide_nm_176,2.79672,-1.87634,0
peptide_nm_177,-0.93207,-0.86116,0
peptide_nm_178,-1.0984,-0.79384,0
peptide_nm_179,-0.47335,0.03366,0
peptide_nm_180,3.45676,-2.50303,0
peptide_nm_181,-1.01263,-0.55651,0
peptide_nm_182,-0.45704,-0.82122,0
peptide_nm_183,0.13958,0.06133,0
peptide_nm_184,0.33609,-1.41111,0
peptide_nm_185,0.5109,-1.70634,0
peptide_nm_186,-0.54362,0.03309,0
peptide_nm_187,-0.70412,-0.53712,0
peptide_nm_188,-0.32882,-0.82122,0
peptide_nm_189,6.23121,-1.39,0
peptide_nm_190,-0.79525,0.03337,0
peptide_nm_191,0.93469,-0.25102,0
peptide_nm_192,-0.37248,1.74456,0
peptide_nm_193,0.63657,0.31919,0
peptide_nm_194,0.1659,-2.53155,0
peptide_nm_195,0.87007,-0.53598,0
peptide_nm_196,-1.06803,-1.0788,0
peptide_nm_197,-0.29172,0.0619,0
peptide_nm_198,-0.62898,-0.25187,0
peptide_nm_199,0.17276,-1.68666,0
peptide_nm_200,-0.95304,-0.82151,0
peptide_nm_201,-0.11215,0.60358,0
peptide_nm_202,-1.08215,-0.53712,0
peptide_nm_203,0.69722,-0.53683,0
peptide_nm_204,-0.73928,-0.25159,0
peptide_nm_205,-0.08761,-0.25159,0
peptide_nm_206,-0.79152,-1.10704,0
peptide_nm_207,0.55183,0.34657,0
peptide_nm_208,-0.77825,-0.53683,0
peptide_nm_209,-0.19759,0.01398,0
peptide_nm_210,0.46171,-0.53655,0
peptide_nm_211,0.51013,-0.52742,0
peptide_nm_212,1.194,0.60358,0
peptide_nm_213,5.32792,1.16466,0
peptide_nm_214,-1.37109,-0.82151,0
peptide_nm_215,-0.93407,-1.10732,0
peptide_nm_216,-0.27854,-0.82208,0
peptide_nm_217,1.26922,0.60358,0
peptide_nm_218,-0.73654,-0.82179,0
peptide_nm_219,-0.19884,-0.79355,0
peptide_nm_220,0.24968,-0.79384,0
peptide_nm_221,-0.61677,-1.38258,0
peptide_nm_222,0.06173,1.4596,0
peptide_nm_223,-0.13682,0.03337,0
peptide_nm_224,0.0196,-0.50945,0
peptide_nm_225,0.30474,-0.16687,0
peptide_nm_226,-0.79435,-1.12615,0
peptide_nm_227,-0.58046,-0.25187,0
peptide_nm_228,-0.31359,-0.27127,0
peptide_nm_229,-0.64222,-0.53655,0
peptide_nm_230,-0.91412,-0.79441,0
peptide_nm_231,-0.77442,-1.41139,0
peptide_nm_232,0.71705,-1.96192,0
peptide_nm_233,1.13798,-0.82151,0
peptide_nm_234,0.06833,-0.8409,0
peptide_nm_235,-0.38585,-1.67724,0
peptide_nm_236,0.58966,-1.05056,0
peptide_nm_237,-0.66512,-0.82208,0
peptide_nm_238,-0.80472,0.03309,0
peptide_nm_239,0.75597,-1.05141,0
peptide_nm_240,1.25225,1.45903,0
peptide_nm_241,0.17259,-2.5307,0
peptide_nm_242,0.9499,-0.48121,0
peptide_nm_243,0.57178,-0.55594,0
peptide_nm_244,-0.96536,0.03337,0
peptide_nm_245,-0.7601,-0.22335,0
peptide_nm_246,-0.23939,-0.82151,0
peptide_nm_247,-0.81141,0.03337,0
peptide_nm_248,-0.75528,-0.50859,0
peptide_nm_249,0.01229,-1.37403,0
peptide_nm_250,0.23554,0.34714,0
peptide_nm_251,-0.94352,-0.82179,0
peptide_nm_252,-0.93702,-1.67753,0
peptide_nm_253,-0.82854,-1.10647,0
peptide_nm_254,3.33057,-1.98103,0
peptide_nm_255,-0.21206,0.08985,0
peptide_nm_256,-0.94915,-0.82151,0
peptide_nm_257,-0.7849,-0.84119,0
peptide_nm_258,-0.25098,-1.39171,0
peptide_nm_259,0.94912,-0.82151,0
peptide_nm_260,-0.41727,-0.53655,0
peptide_nm_261,0.46057,-1.98103,0
peptide_nm_262,0.67077,-0.5374,0
peptide_nm_263,0.62788,-0.52827,0
peptide_nm_264,0.34181,-1.39114,0
peptide_nm_265,-1.13157,0.31833,0
peptide_nm_266,-1.04989,0.03337,0
peptide_nm_267,-0.40478,-1.10675,0
peptide_nm_268,-0.48684,-1.96135,0
peptide_nm_269,0.50535,-0.25187,0
peptide_nm_270,-0.54264,-0.2513,0
peptide_nm_271,-1.09086,-0.25159,0
peptide_nm_272,-1.00917,-0.25216,0
peptide_nm_273,-0.01027,-0.27155,0
peptide_nm_274,-0.02391,-0.55566,0
peptide_nm_275,-0.85608,-0.82236,0
peptide_nm_276,-1.04308,-0.53712,0
peptide_nm_277,4.42397,-2.52271,0
peptide_nm_278,-0.85049,-0.50888,0
peptide_nm_279,0.03215,-0.81352,0
peptide_nm_280,-0.3887,-0.2707,0
peptide_nm_281,-0.61302,-1.10732,0
peptide_nm_282,-1.0319,-0.79412,0
peptide_nm_283,-0.83714,0.08985,0
peptide_nm_284,0.14519,-1.33523,0
peptide_nm_285,-0.99871,-1.0788,0
peptide_nm_286,0.73525,-0.50888,0
peptide_nm_287,-0.84654,0.31862,0
peptide_nm_288,-0.71181,-1.36376,0
peptide_nm_289,-0.06854,-1.41168,0
peptide_nm_290,-0.79147,-0.22335,0
peptide_nm_291,-0.55783,-0.25216,0
peptide_nm_292,-0.63867,-0.2513,0
peptide_nm_293,-0.3012,-0.53626,0
peptide_nm_294,-0.4182,-0.53712,0
peptide_nm_295,0.40751,-1.44962,0
peptide_nm_296,0.86612,-1.12558,0
peptide_nm_297,0.75205,-0.53712,0
peptide_nm_298,0.59161,-0.50802,0
peptide_nm_299,-1.08128,-0.59531,0
peptide_nm_300,-0.21295,-0.53712,0
peptide_nm_301,-0.37623,-0.22335,0
peptide_nm_302,-0.52457,-0.53712,0
peptide_nm_303,-0.95865,-0.25187,0
peptide_nm_304,5.18804,-1.38173,0
peptide_nm_305,-1.21522,-1.10704,0
peptide_nm_306,-0.16819,-0.50888,0
peptide_nm_307,-0.99085,-0.29038,0
peptide_nm_308,-1.06131,-0.53683,0
peptide_nm_309,0.72097,-0.7927,0
peptide_nm_310,0.06272,-0.50859,0
peptide_nm_311,0.75524,2.6003,0
peptide_nm_312,0.1158,-0.53655,0
peptide_nm_313,-0.8105,-0.79412,0
peptide_nm_314,-0.84469,-0.2707,0
peptide_nm_315,0.25538,-0.52799,0
peptide_nm_316,-0.58542,-0.53683,0
peptide_nm_317,0.51781,-0.53598,0
peptide_nm_318,-0.49123,-0.25187,0
peptide_nm_319,0.16131,-1.13585,0
peptide_nm_320,-0.90457,-0.82179,0
peptide_nm_321,0.66952,-0.82094,0
peptide_nm_322,-0.76391,1.17407,0
peptide_nm_323,-0.27955,-1.67696,0
peptide_nm_324,-0.45804,0.03337,0
peptide_nm_325,0.57465,-0.19511,0
peptide_nm_326,0.23823,0.37481,0
peptide_nm_327,7.0137,-1.87606,0
peptide_nm_328,-0.7516,-0.53655,0
peptide_nm_329,-0.43623,-0.50888,0
peptide_nm_330,1.31463,-1.05056,0
peptide_nm_331,-0.22813,-1.10704,0
peptide_nm_332,6.11233,0.38366,0
peptide_nm_333,-0.81432,-0.53655,0
peptide_nm_334,0.13855,-0.78414,0
peptide_nm_335,-0.00114,-0.5277,0
peptide_nm_336,0.3524,-0.22306,0
peptide_nm_337,1.12854,-0.53569,0
peptide_nm_338,0.94706,0.63153,0
peptide_nm_339,0.40075,-0.49918,0
peptide_nm_340,-0.71076,-0.25159,0
peptide_nm_341,-0.75838,-1.10761,0
peptide_nm_342,-0.30972,-0.53712,0
peptide_nm_343,0.48811,0.03309,0
peptide_nm_344,0.03983,-0.82151,0
peptide_nm_345,0.31528,-0.22335,0
peptide_nm_346,-1.06887,-0.82236,0
peptide_nm_347,-0.87421,-0.84119,0
peptide_nm_348,0.67133,-0.50774,0
peptide_nm_349,-0.30126,-0.53598,0
peptide_nm_350,1.21479,0.34629,0
peptide_nm_351,-0.0914,-0.84176,0
peptide_nm_352,0.95078,-0.82065,0
peptide_nm_353,1.06496,-0.50859,0
peptide_nm_354,-0.22323,-1.10704,0
peptide_nm_355,0.6762,-0.50802,0
peptide_nm_356,-0.59096,-0.25159,0
peptide_nm_357,0.4967,-0.53626,0
peptide_nm_358,-0.46,-0.19539,0
peptide_nm_359,-0.91511,-1.39143,0
peptide_nm_360,-1.00433,0.03337,0
peptide_nm_361,-0.83149,-0.82236,0
peptide_nm_362,0.75621,-0.2513,0
peptide_nm_363,-0.13996,-2.53184,0
peptide_nm_364,-0.30244,-1.96249,0
peptide_nm_365,0.95843,0.06218,0
peptide_nm_366,-0.03996,-0.25187,0
peptide_nm_367,-0.36311,-1.36376,0
peptide_nm_368,-0.88372,-0.53683,0
peptide_nm_369,-0.4134,-0.25159,0
peptide_nm_370,0.51861,0.31862,0
peptide_nm_371,-0.73819,-0.25187,0
peptide_nm_372,-0.19668,-0.25187,0
peptide_nm_373,0.11191,-0.82236,0
peptide_nm_374,0.57086,0.34714,0
peptide_nm_375,2.62391,0.0425,0
peptide_nm_376,-0.90912,-0.55651,0
peptide_nm_377,0.38088,0.31833,0
peptide_nm_378,0.51842,-1.41111,0
peptide_nm_379,-1.02901,-0.5277,0
peptide_nm_380,0.92132,-1.38287,0
peptide_nm_381,-0.72497,-0.53683,0
peptide_nm_382,-0.31851,-0.25102,0
peptide_nm_383,-0.88368,-1.0788,0
peptide_nm_384,-0.61096,-0.22392,0
peptide_nm_385,0.08722,-0.25073,0
peptide_nm_386,-1.06819,-0.25187,0
peptide_nm_387,-0.23384,-1.36376,0
peptide_nm_388,-0.48851,-0.7656,0
peptide_nm_389,0.90626,-0.81352,0
peptide_nm_390,-0.71263,-0.25159,0
peptide_nm_391,0.17195,-0.53712,0
peptide_nm_392,-0.15906,0.06161,0
peptide_nm_393,-0.72402,0.02311,0
peptide_nm_394,0.55005,-0.25159,0
peptide_nm_395,-0.2623,-0.79384,0
peptide_nm_396,-0.87504,-0.25187,0
peptide_nm_397,-1.08419,-0.53683,0
peptide_nm_398,0.42453,-0.82179,0
peptide_nm_399,-0.01925,-1.10732,0
peptide_nm_400,-0.22819,-1.649,0
peptide_nm_401,0.66673,-1.37403,0
peptide_nm_402,0.44069,0.03423,0
peptide_nm_403,0.53674,0.06218,0
peptide_nm_404,-0.10448,-0.84176,0
peptide_nm_405,0.05403,-0.79384,0
peptide_nm_406,-0.31941,-0.57477,0
peptide_nm_407,-0.7156,-0.76588,0
peptide_nm_408,-0.44475,-1.10675,0
peptide_nm_409,0.13645,-2.47536,0
peptide_nm_410,5.56424,-0.46923,0
peptide_nm_411,-0.30037,-0.53655,0
peptide_nm_412,0.29874,-3.67168,0
peptide_nm_413,1.51789,-0.79412,0
peptide_nm_414,0.81213,-0.82208,0
peptide_nm_415,-0.14731,-0.82208,0
peptide_nm_416,-1.0633,-0.82236,0
peptide_nm_417,-0.46473,-1.10732,0
peptide_nm_418,-0.69645,-0.25187,0
peptide_nm_419,-0.59586,-0.82122,0
peptide_nm_420,-0.04757,-0.5374,0
peptide_nm_421,-0.75082,-0.8138,0
peptide_nm_422,-0.41149,-0.81295,0
peptide_nm_423,0.26494,1.51551,0
peptide_nm_424,1.09728,0.03394,0
peptide_nm_425,-0.14541,0.03337,0
peptide_nm_426,0.43967,-0.25016,0
peptide_nm_427,1.29184,-1.36404,0
peptide_nm_428,0.17732,-1.36319,0
peptide_nm_429,-1.01478,-0.25187,0
peptide_nm_430,-0.2842,-0.79355,0
peptide_nm_431,-0.11211,-0.25187,0
peptide_nm_432,-0.21775,-1.09876,0
peptide_nm_433,-0.7745,-0.2513,0
peptide_nm_434,1.26242,0.32746,0
peptide_nm_435,0.05208,0.63239,0
peptide_nm_436,-0.33928,-0.18712,0
peptide_nm_437,-0.72018,-0.25216,0
peptide_nm_438,-1.59146,-0.53683,0
peptide_nm_439,0.13477,0.03394,0
peptide_nm_440,0.11168,-2.21921,0
peptide_nm_441,-1.06705,-0.53683,0
peptide_nm_442,-0.73736,-1.12672,0
peptide_pm_1,-0.26022,0.27983,1
peptide_pm_2,0.71456,1.48727,1
peptide_pm_3,-0.98426,0.31833,1
peptide_pm_4,-0.35503,1.74428,1
peptide_pm_5,0.75808,-0.93789,1
peptide_pm_6,0.05719,2.02952,1
peptide_pm_7,-0.19086,0.88883,1
peptide_pm_8,1.07448,0.34657,1
peptide_pm_9,-0.73912,0.03309,1
peptide_pm_10,1.40137,1.45932,1
peptide_pm_11,-0.01059,-1.12615,1
peptide_pm_12,0.62045,1.77252,1
peptide_pm_13,-0.4909,1.17407,1
peptide_pm_14,0.66689,-0.93789,1
peptide_pm_15,0.63757,0.56536,1
peptide_pm_16,0.60341,2.05748,1
peptide_pm_17,-0.70115,-0.25187,1
peptide_pm_18,0.27743,1.66726,1
peptide_pm_19,-0.02075,1.48727,1
peptide_pm_20,-0.30198,1.17407,1
peptide_pm_21,0.63469,1.48727,1
peptide_pm_22,-0.52631,0.52656,1
peptide_pm_23,0.98528,0.59331,1
peptide_pm_24,-0.86535,0.88883,1
peptide_pm_25,0.99181,0.27983,1
peptide_pm_26,-0.79986,0.31833,1
peptide_pm_27,-0.39528,0.56479,1
peptide_pm_28,-0.34191,1.17407,1
peptide_pm_29,-1.04499,-0.53712,1
peptide_pm_30,-0.00552,1.48727,1
peptide_pm_31,0.09594,0.34686,1
peptide_pm_32,-1.04991,-0.54739,1
peptide_pm_33,0.50741,0.60358,1
peptide_pm_34,0.8314,2.05776,1
peptide_pm_35,-0.95858,-0.53712,1
peptide_pm_36,-0.31632,0.31862,1
peptide_pm_37,0.50266,0.63182,1
peptide_pm_38,-0.82937,0.03337,1
peptide_pm_39,1.43085,0.87856,1
peptide_pm_40,-0.02087,0.31833,1
peptide_pm_41,-0.51113,0.52628,1
peptide_pm_42,0.33058,0.31862,1
peptide_pm_43,6.53097,8.30093,1
peptide_pm_44,-0.24796,0.81181,1
peptide_pm_45,0.56327,-0.65236,1
peptide_pm_46,-0.53294,0.31862,1
peptide_pm_47,0.5784,-0.93732,1
peptide_pm_48,0.77331,-0.08215,1
peptide_pm_49,-0.46538,0.60358,1
peptide_pm_50,-0.4359,0.88883,1
peptide_pm_51,1.99866,-1.36376,1
peptide_pm_52,0.82006,2.02981,1
peptide_pm_53,-0.33826,-0.53712,1
peptide_pm_54,0.10264,1.38201,1
peptide_pm_55,-0.79798,1.45932,1
peptide_pm_56,0.56326,-0.65236,1
peptide_pm_57,0.26448,2.31477,1
peptide_pm_58,0.6231,-0.9376,1
peptide_pm_59,0.00271,-1.12615,1
peptide_pm_60,-0.63366,0.03309,1
peptide_pm_61,1.42233,0.56564,1
peptide_pm_62,0.41518,1.13499,1
peptide_pm_63,-1.11643,-0.25187,1
peptide_pm_64,-0.86535,0.88883,1
peptide_pm_65,-0.85497,1.45932,1
peptide_pm_66,0.22231,1.17407,1
peptide_pm_67,-1.05354,0.03309,1
peptide_pm_68,-0.66121,0.03337,1
peptide_pm_69,-0.48642,0.60358,1
peptide_pm_70,0.93193,-0.65293,1
peptide_pm_71,0.65456,0.20281,1
peptide_pm_72,0.1873,0.56507,1
peptide_pm_73,-0.89214,0.03309,1
peptide_pm_74,0.41994,1.17407,1
peptide_pm_75,-0.83307,0.88883,1
peptide_pm_76,0.22525,1.4596,1
peptide_pm_77,0.66293,1.17436,1
peptide_pm_78,-0.17575,0.56507,1
peptide_pm_79,0.2821,0.31862,1
peptide_pm_80,-0.15389,1.09705,1
peptide_pm_81,-0.26299,0.88883,1
peptide_pm_82,-0.90439,-0.25187,1
peptide_pm_83,-0.02851,1.09677,1
peptide_pm_84,-0.34192,1.17407,1
peptide_pm_85,-0.59189,-0.25187,1
peptide_pm_86,-0.07595,0.60358,1
peptide_pm_87,-0.5938,0.31862,1
peptide_pm_88,0.74371,-1.22256,1
peptide_pm_89,-0.99846,-0.25187,1
peptide_pm_90,-0.59282,1.17379,1
peptide_pm_91,-0.44848,0.60387,1
peptide_pm_92,0.52919,0.31919,1
peptide_pm_93,-0.5776,0.88883,1
peptide_pm_94,-0.81802,-0.53712,1
peptide_pm_95,0.28785,0.43129,1
peptide_pm_96,0.72389,-0.93789,1
peptide_pm_97,0.60981,0.88911,1
peptide_pm_98,-0.71344,0.60358,1
peptide_pm_99,0.50173,0.31862,1
peptide_pm_100,-0.46839,0.31862,1
peptide_pm_101,0.27644,0.31862,1
peptide_pm_102,-0.86535,0.88883,1
peptide_pm_103,0.47777,0.63182,1
peptide_pm_104,-0.78276,1.45932,1
peptide_pm_105,-0.90443,-0.25187,1
peptide_pm_106,0.14831,1.48727,1
peptide_pm_107,-0.28497,-0.25187,1
peptide_pm_108,0.01247,0.27983,1
peptide_pm_109,-0.38185,1.17407,1
peptide_pm_110,-0.20615,0.52656,1
peptide_pm_111,-0.68779,0.03309,1
peptide_pm_112,-0.17832,1.74428,1
peptide_pm_113,-0.25083,0.07017,1
peptide_pm_114,0.00454,-1.41111,1
peptide_pm_115,-0.1567,0.60358,1
peptide_pm_116,-0.06833,1.48727,1
peptide_pm_117,-0.50437,0.31833,1
peptide_pm_118,-0.71067,0.27983,1
peptide_pm_119,0.86647,-0.08215,1
peptide_pm_120,-0.53294,0.31862,1
peptide_pm_121,0.00271,-1.12615,1
peptide_pm_122,0.27502,1.45903,1
peptide_pm_123,1.75786,3.74071,1
peptide_pm_124,0.79899,-0.08215,1
peptide_pm_125,-0.3943,0.31862,1
peptide_pm_126,-0.20994,0.81181,1
peptide_pm_127,-0.04253,0.27983,1
peptide_pm_128,2.41953,0.60387,1
peptide_pm_129,-0.05127,1.09677,1
peptide_pm_130,-0.02075,1.48727,1
peptide_pm_131,-0.05323,0.06161,1
peptide_pm_132,-0.88437,0.60358,1
peptide_pm_133,0.51689,0.60358,1
peptide_pm_134,0.22625,0.27983,1
peptide_pm_135,-0.71727,0.06133,1
peptide_pm_136,-0.78092,-0.53712,1
peptide_pm_137,-0.85314,0.31833,1
peptide_pm_138,0.55016,2.05748,1
peptide_pm_139,-0.14238,1.20202,1
peptide_pm_140,-0.86535,0.88883,1
peptide_pm_141,0.5672,1.20202,1
peptide_pm_142,-0.84647,-0.25159,1
peptide_pm_143,-0.59852,0.52656,1
peptide_pm_144,0.29269,0.88883,1
peptide_pm_145,-0.47689,0.60358,1
peptide_pm_146,-0.57377,0.88883,1
peptide_pm_147,0.52826,0.60387,1
peptide_pm_148,-0.87024,0.06133,1
peptide_pm_149,0.65848,1.80075,1
peptide_pm_150,-0.78565,0.60358,1
peptide_pm_151,-0.67551,0.03309,1
peptide_pm_152,-0.8645,-0.25187,1
peptide_pm_153,-0.22033,0.60358,1
peptide_pm_154,0.58894,-0.36711,1
peptide_pm_155,-0.32196,1.45932,1
peptide_pm_156,-0.03701,-0.22392,1
peptide_pm_157,-0.43891,0.60358,1
peptide_pm_158,0.16729,2.31477,1
peptide_pm_159,0.33351,0.60415,1
peptide_pm_160,0.75905,-0.93789,1
peptide_pm_161,-0.08518,1.45903,1
peptide_pm_162,-0.1433,0.03337,1
peptide_pm_163,-0.58905,0.03309,1
peptide_pm_164,-0.07192,2.02952,1
peptide_pm_165,-0.59376,0.03337,1
peptide_pm_166,-0.05668,2.02952,1
peptide_pm_167,-0.51006,0.60358,1
peptide_pm_168,0.32672,-0.1392,1
peptide_pm_169,0.56633,0.2804,1
peptide_pm_170,-0.17941,1.20202,1
peptide_pm_171,-0.78845,-0.25187,1
peptide_pm_172,-0.87961,0.60358,1
peptide_pm_173,0.91773,0.27983,1
peptide_pm_174,-0.51776,0.81181,1
peptide_pm_175,0.48644,0.03337,1
peptide_pm_176,0.52145,-0.36711,1
peptide_pm_177,-0.83403,0.31833,1
peptide_pm_178,-0.67831,0.24132,1
peptide_pm_179,-0.66215,0.03309,1
peptide_pm_180,0.1615,-0.1392,1
peptide_pm_181,-0.80274,0.34657,1
peptide_pm_182,-0.03534,-1.12615,1
peptide_pm_183,-0.65067,0.34657,1
peptide_pm_184,-0.29546,0.81152,1
peptide_pm_185,-0.33145,0.91706,1
peptide_pm_186,-0.73631,-0.25159,1
