,Janin,y
Neg_64,0.1989813446441487,0
Neg_1316,0.1628182426434891,0
Neg_1507,0.1371034455100602,0
Neg_1101,0.103111655082828,0
Neg_1796,0.0403951518619326,0
Neg_1223,0.0359203256619278,0
Neg_538,0.174408343962064,0
Neg_302,0.0168018428033947,0
Neg_200,0.1133510210506335,0
Neg_1730,0.0848394072862738,0
Neg_876,0.0678803030059107,0
Neg_326,0.2765972811980773,0
Neg_1436,0.0836184441007718,0
Neg_727,0.1076490634026747,0
Neg_1831,0.0776342016207572,0
Neg_900,0.1241009142129505,0
Neg_1637,0.067448928571913,0
Neg_2635,0.114540012875656,0
Neg_2454,0.0526342966764789,0
Neg_1216,0.1241988776316246,0
Neg_2191,0.1681655799202377,0
Neg_1275,0.1530900895206446,0
Neg_2151,0.0614627430112526,0
Neg_1402,0.2759067560200532,0
Neg_717,0.1586104386029147,0
Neg_1862,0.2300215196481716,0
Neg_158,0.2222590849561009,0
Neg_1740,0.1229754633856672,0
Neg_1424,0.1387056261825043,0
Neg_943,0.2316480985364896,0
Neg_1688,0.0421664623736617,0
Neg_148,0.101841848320643,0
Neg_2796,0.0366525168220754,0
Neg_1887,0.1804200754982139,0
Neg_2811,0.0627779075263613,0
Neg_859,0.1217295081163347,0
Neg_2155,0.0758350563218876,0
Neg_2045,0.0337583836738932,0
Neg_1104,0.1867744756293147,0
Neg_2638,0.1134130265003323,0
Neg_962,0.1567177808905599,0
Neg_2828,0.0607985351564219,0
Neg_1944,0.1459026819022468,0
Neg_523,0.2950762785421933,0
Neg_1319,0.2026014034130712,0
Neg_562,0.069137929150057,0
Neg_2456,0.1048949569395171,0
Neg_1500,0.2016856420485294,0
Neg_1913,0.1623952211509795,0
Neg_286,0.1940101118148795,0
Neg_2871,0.0849787902372977,0
Neg_456,0.1378565957714954,0
Neg_984,0.2149325182016251,0
Neg_1837,0.1595691995914987,0
Neg_2617,0.1087516653756619,0
Neg_139,0.2461770001826438,0
Neg_1815,0.1384209566749024,0
Neg_1157,0.1541476410992069,0
Neg_1317,0.1472779293036857,0
Neg_2405,0.0785704436644612,0
Neg_45,0.0963188075326519,0
Neg_1797,0.0765842670580817,0
Neg_2769,0.0532736323749514,0
Neg_1390,0.1175416258777676,0
Neg_1018,0.0810215684926255,0
Neg_602,0.0381515383757722,0
Neg_182,0.0415271950281599,0
Neg_1056,0.2075052582404377,0
Neg_2567,0.0940549152459383,0
Neg_849,0.1996735552540811,0
Neg_2338,0.1705851088835757,0
Neg_422,0.134687534038461,0
Neg_1421,0.1325425526182676,0
Neg_2439,0.16852782025312,0
Neg_563,0.1269889446760189,0
Neg_1622,0.2027446391565547,0
Neg_1578,0.0969523400432426,0
Neg_1939,0.0744694069159646,0
Neg_163,0.0855529421268201,0
Neg_287,0.3059049604209387,0
Neg_787,0.05637628894006,0
Neg_1846,0.1248739818489506,0
Neg_1280,0.0660868948111709,0
Neg_1918,0.2459628040126792,0
Neg_999,0.1709808142024822,0
Neg_314,0.0650570702696897,0
Neg_2192,0.0622873727424472,0
Neg_605,0.1125750098869828,0
Neg_413,0.1736201864209338,0
Neg_1861,0.1472348100148207,0
Neg_342,0.4580116899531961,0
Neg_398,0.1436920131943405,0
Neg_96,0.1576624137646518,0
Neg_1924,0.362494114695652,0
Neg_592,0.3145853074572535,0
Neg_1985,0.2139966723652922,0
Neg_1045,0.1435194203412682,0
Neg_2542,0.1800201446155555,0
Neg_2165,0.0861433537812517,0
Neg_1526,0.1649737611001345,0
Neg_2709,0.076128156733527,0
Neg_2230,0.1540019619523234,0
Neg_2137,0.1445419925188551,0
Neg_2068,0.1880537897374709,0
Neg_2163,0.1751086981403332,0
Neg_2247,0.1049446419299185,0
Neg_529,0.1224198368382282,0
Neg_936,0.0582060894650389,0
Neg_2418,0.0963258503117641,0
Neg_2487,0.1429016603777757,0
Neg_703,0.1762623525040196,0
Neg_1742,0.1056035666818441,0
Neg_305,0.1159380263022637,0
Neg_1078,0.1598963231317884,0
Neg_1672,0.0348480001310517,0
Neg_2568,0.1536403684450044,0
Neg_1911,0.1354269264990116,0
Neg_2397,0.0941934962031258,0
Neg_992,0.0514031576827064,0
Neg_1161,0.1735262512162931,0
Neg_2581,0.1586739618288206,0
Neg_701,0.1098517648023691,0
Neg_464,0.1302231316418848,0
Neg_1692,0.2069658493296601,0
Neg_774,0.2127200626173825,0
Neg_2620,0.0327125740856937,0
Neg_979,0.0304432587345451,0
Neg_2827,0.0575791806640951,0
Neg_2729,0.1435894311558031,0
Neg_2277,0.1371457673808206,0
Neg_1632,0.0762295368685816,0
Neg_2756,0.4751944448636684,0
Neg_1898,0.1190599645507397,0
Neg_1391,0.1438513134360541,0
Neg_1059,0.0738623846041722,0
Neg_1746,0.0873398512507585,0
Neg_1847,0.1447932332955716,0
Neg_1490,0.1032924711408381,0
Neg_450,0.3426055164279805,0
Neg_1448,0.1161194246369944,0
Neg_2410,0.1733342119923916,0
Neg_1301,0.0512239808525791,0
Neg_696,0.1499059313372697,0
Neg_2757,0.1911046088063987,0
Neg_815,0.0263792466934915,0
Neg_890,0.1123857966786817,0
Neg_2049,0.0916613910228236,0
Neg_634,0.020660002812373,0
Neg_1241,0.0855229302014901,0
Neg_1265,0.1271245684630467,0
Neg_1145,0.0867188881231044,0
Neg_364,0.2154324552391554,0
Neg_2428,0.1281911287874731,0
Neg_2873,0.0468228412321873,0
Neg_2762,0.1128926852387457,0
Neg_1932,0.1144609323993341,0
Neg_218,0.0936537357918476,0
Neg_1471,0.1414364835949693,0
Neg_211,0.1056282505912067,0
Neg_88,0.094551886633905,0
Neg_1800,0.0628651695535785,0
Neg_1995,0.0339574112849991,0
Neg_2231,0.2388517119906736,0
Neg_1090,0.1250016529975275,0
Neg_1457,0.2363086316246972,0
Neg_795,0.1684120898689935,0
Neg_1614,0.1072192165808988,0
Neg_732,0.063235458114044,0
Neg_2025,0.1660728410693851,0
Neg_2088,0.0772128532348177,0
Neg_2527,0.098853768894279,0
Neg_2021,0.0636131108209882,0
Neg_2570,0.2331787277769053,0
Neg_215,0.1020166935914785,0
Neg_2516,0.0859750965746648,0
Neg_1712,0.0469304649225797,0
Neg_2010,0.1068831277716582,0
Neg_1285,0.2204591657866917,0
Neg_2834,0.117223359223844,0
Neg_2013,0.1506357295218497,0
Neg_945,0.0483440280315562,0
Neg_1787,0.0273443909736522,0
Neg_935,0.2047951253450871,0
Neg_2099,0.1178588051501608,0
Neg_2179,0.1500004042921514,0
Neg_2726,0.1636610574237156,0
Neg_1484,0.0884200244925772,0
Neg_2381,0.0936874908457054,0
Neg_1458,0.0494679290336987,0
Neg_216,0.2339806745776721,0
Neg_2725,0.1480304638792001,0
Neg_406,0.0399677921681864,0
Neg_1363,0.0511016521158637,0
Neg_1311,0.1401933781176257,0
Neg_1149,0.5110552391355823,0
Neg_1218,0.1405658190623604,0
Neg_1597,0.1144399348217875,0
Neg_2745,0.1616211772626101,0
Neg_1477,0.1278695634729831,0
Neg_2803,0.1988314490249982,0
Neg_104,0.1850354411706922,0
Neg_1900,0.0394127819202722,0
Neg_2586,0.0691877115517395,0
Neg_2050,0.0797995561278966,0
Neg_1069,0.4340902463576974,0
Neg_336,0.2044607350832759,0
Neg_2260,0.1113070872669086,0
Neg_1733,0.1166717388106877,0
Neg_1555,0.3046152546500295,0
Neg_2329,0.1895525061068572,0
Neg_1878,0.2019562535932102,0
Neg_1893,0.0978201164067138,0
Neg_1716,0.1220320388846654,0
Neg_2322,0.2065543029728178,0
Neg_101,0.1647794842018576,0
Neg_16,0.1144068050033766,0
Neg_31,0.1379431318152733,0
Neg_240,0.2388968506162991,0
Neg_1117,0.0139803702105357,0
Neg_2262,0.0660923260039068,0
Neg_2861,0.1311323132496666,0
Neg_1225,0.1022434059274303,0
Neg_261,0.0797971074389333,0
Neg_609,0.1190744650765008,0
Neg_1352,0.154354798470114,0
Neg_733,0.3048977216732672,0
Neg_2593,0.2697425377150459,0
Neg_2259,0.1448808572660516,0
Neg_1785,0.0614125381894643,0
Neg_847,0.1698259732847428,0
Neg_684,0.0305525564486192,0
Neg_1411,0.0779813510584709,0
Neg_680,0.0824805169469852,0
Neg_502,0.0567329478188849,0
Neg_1097,0.1374036661081414,0
Neg_1826,0.110956915298329,0
Neg_702,0.0529175771500512,0
Neg_1626,0.0765084129237068,0
Neg_2358,0.1413440474837219,0
Neg_1026,0.1550032908003503,0
Neg_82,0.0817011016666578,0
Neg_509,0.1165959666921129,0
Neg_1235,0.0245327229983455,0
Neg_2118,0.1617855653239776,0
Neg_1303,0.1335469826188944,0
Neg_72,0.0787679320127424,0
Neg_1147,0.1660592909465446,0
Neg_2437,0.3412107446091794,0
Neg_1770,0.0155749547698535,0
Neg_177,0.1518382231544654,0
Neg_978,0.0797324108091798,0
Neg_724,0.4014587506611903,0
Neg_1766,0.1839210750292711,0
Neg_868,0.0636984091990536,0
Neg_1825,0.0755117591507008,0
Neg_2020,0.1283822540366823,0
Neg_1628,0.1497998468165259,0
Neg_892,0.0885811735251654,0
Neg_2692,0.23382716320392,0
Neg_512,0.1850881400784452,0
Neg_2128,0.0716323603711621,0
Neg_1647,0.2899302305266005,0
Neg_2419,0.3038026198533112,0
Neg_2659,0.1209484286752275,0
Neg_1214,0.126015896592267,0
Neg_411,0.1250710204496207,0
Neg_2321,0.0646220671100132,0
Neg_1384,0.2656822360423478,0
Neg_1489,0.0025786977897858,0
Neg_2666,0.1222391263319424,0
Neg_1905,0.094899095195244,0
Neg_55,0.1878819411782554,0
Neg_1178,0.1722659692055661,0
Neg_2369,0.1705673739169456,0
Neg_1,0.1179833006567148,0
Neg_1999,0.2866359615550832,0
Neg_1883,0.0652042924580473,0
Neg_1643,0.2144150869016232,0
Neg_2885,0.4537644597293273,0
Neg_1786,0.0666807941549987,0
Neg_1933,0.0824251617871391,0
Neg_814,0.1419196722741907,0
Neg_1593,0.1484863230781195,0
Neg_1298,0.1149864748862238,0
Neg_285,0.1129967520932427,0
Neg_2792,0.109759418816261,0
Neg_2154,0.0683362944983524,0
Neg_1689,0.094995296097441,0
Neg_603,0.1381849422403277,0
Neg_1021,0.3226748657456151,0
Neg_1820,0.1430554171976869,0
Neg_222,0.0709339392668465,0
Neg_256,0.138144418429486,0
Neg_704,0.0929839138070279,0
Neg_144,0.0461818985748556,0
Neg_2067,0.0865335367760235,0
Neg_1406,0.122602949684496,0
Neg_2616,0.1250276737284051,0
Neg_648,0.1214114057276596,0
Neg_2774,0.1449066643897484,0
Neg_292,0.073863192852587,0
Neg_2667,0.0973591317931348,0
Neg_257,0.2143513249355678,0
Neg_1768,0.051866134444567,0
Neg_2249,0.0966020659872606,0
Neg_779,0.0359202417717481,0
Neg_2513,0.1578957529702597,0
Neg_2425,0.0976583397025023,0
Neg_2272,0.1567750289087591,0
Neg_361,0.0996585570303385,0
Neg_1745,0.504552161061429,0
Neg_2902,0.1418514534446886,0
Neg_808,0.0510939599189908,0
Neg_407,0.0978641004835238,0
Neg_191,0.0532934196283074,0
Neg_1737,0.0795416377566503,0
Neg_1001,0.0652263413127522,0
Neg_2120,0.0752945416837768,0
Neg_960,0.0529514702758634,0
Neg_1356,0.0435378439832553,0
Neg_1764,0.3325765207607469,0
Neg_901,0.1945236859297492,0
Neg_2556,0.0512343917229684,0
Neg_303,0.0624402807167978,0
Neg_654,0.0429779744805494,0
Neg_251,0.0668805066520372,0
Neg_1958,0.0151673329413118,0
Neg_2857,0.1067635870095558,0
Neg_1824,0.0533097263690752,0
Neg_9,0.2823368002457371,0
Neg_1397,0.0714275776942768,0
Neg_1841,0.1480378185292474,0
Neg_1197,0.1243570771484664,0
Neg_1357,0.0436313051708748,0
Neg_2898,0.0640441617732845,0
Neg_2132,0.0573541651483216,0
Neg_647,0.0532544266866299,0
Neg_2646,0.3531458589349942,0
Neg_476,0.1559330458224009,0
Neg_231,0.1241081054780993,0
Neg_451,0.0553595647410002,0
Neg_1073,0.3046231025221125,0
Neg_7,0.102566055581032,0
Neg_1877,0.0883619919867956,0
Neg_2912,0.1560173380210705,0
Neg_1968,0.1351934676690745,0
Neg_2590,0.102916078481827,0
Neg_2781,0.1493464201379691,0
Neg_940,0.2547969423502307,0
Neg_459,0.1490958743046462,0
Neg_1657,0.1298631170802561,0
Neg_2544,0.1644902124650067,0
Neg_2345,0.053999869561638,0
Neg_2406,0.0980528249817548,0
Neg_2060,0.0956879253726466,0
Neg_2697,0.2515014683271137,0
Neg_1979,0.0728097846261766,0
Neg_875,0.3150084299726716,0
Neg_798,0.12383338215682,0
Neg_2520,0.2840126751296246,0
Neg_2252,0.0611045031394572,0
Neg_1502,0.1169451002449429,0
Neg_2316,0.063016752618557,0
Neg_2282,0.0307982662177663,0
Neg_2664,0.1499498678443139,0
Neg_1274,0.2960554500512155,0
Neg_1290,0.146653642640162,0
Neg_299,0.1250601793007023,0
Neg_2528,0.0298576321750594,0
Neg_1387,0.0402772748916038,0
Neg_13,0.1105101807202071,0
Neg_586,0.0702679750517232,0
Neg_1691,0.0842762695408836,0
Neg_629,0.0671609089431479,0
Neg_1089,0.0401389477833983,0
Neg_2884,0.0567947459534347,0
Neg_2610,0.0528984501645631,0
Neg_470,0.1004849017686863,0
Neg_1649,0.2652597933207471,0
Neg_1177,0.088210352359477,0
Neg_2447,0.231072787677536,0
Neg_10,0.2160256881492491,0
Neg_2623,0.0273236598448928,0
Neg_265,0.392218629556797,0
Neg_273,0.3022907792060798,0
Neg_2305,0.1274202673917989,0
Neg_915,0.196046199556184,0
Neg_1945,0.1015139682403041,0
Neg_961,0.0590145934585284,0
Neg_2662,0.1075861087395443,0
Neg_1146,0.0983664072263508,0
Neg_1137,0.098448893624888,0
Neg_41,0.0803084545836582,0
Neg_1496,0.0974753405991313,0
Neg_2270,0.0880661856198177,0
Neg_1721,0.0631466430893049,0
Neg_2196,0.1460296863461852,0
Neg_1988,0.1021332062324354,0
Neg_2464,0.0644798320513388,0
Neg_521,0.0190119189341551,0
Neg_1062,0.2062877574600303,0
Neg_899,0.1299364825915239,0
Neg_374,0.0868256839879343,0
Neg_2106,0.1819101708384893,0
Neg_3,0.0641277894110568,0
Neg_405,0.1753444100362624,0
Neg_1873,0.083654181561221,0
Neg_2506,0.0366185526670045,0
Neg_2777,0.0513519466129085,0
Neg_762,0.1500570926037534,0
Neg_401,0.1284376740488697,0
Neg_1801,0.4920095058102958,0
Neg_2863,0.0880294040330584,0
Neg_2412,0.1101545267745562,0
Neg_1094,0.0253903068460991,0
Neg_1795,0.1237764060424077,0
Neg_1144,0.2885423235483177,0
Neg_1201,0.0862241269183242,0
Neg_2435,0.1886236967458576,0
Neg_252,0.08745613380514,0
Neg_2676,0.1243587860118591,0
Neg_322,0.1919252044312519,0
Neg_1525,0.0670960436152489,0
Neg_1228,0.0642435862581443,0
Neg_2042,0.0740693344945921,0
Neg_2308,0.1136765564942751,0
Neg_2157,0.0725299647300046,0
Neg_2159,0.0863262818592698,0
Neg_2734,0.1237574807736342,0
Neg_1207,0.1337117994459808,0
Neg_120,0.1456613974175414,0
Neg_2631,0.1292847245865298,0
Neg_595,0.1683029686858383,0
Neg_993,0.1020111016851315,0
Neg_1596,0.2387446361783647,0
Neg_2868,0.1036601693739603,0
Neg_579,0.2432540172666644,0
Neg_1663,0.1428092152620283,0
Neg_1040,0.1534525458143545,0
Neg_2240,0.014158364939297,0
Neg_2349,0.0757509896677725,0
Neg_2207,0.1397698194242076,0
Neg_1153,0.3344501579222078,0
Neg_580,0.3046488080233143,0
Neg_2390,0.2424767282895033,0
Neg_1683,0.2122720231807506,0
Neg_2601,0.194834008408774,0
Neg_2888,0.0633925756541405,0
Neg_1121,0.0979703928291982,0
Neg_2688,0.0491652509905968,0
Neg_1493,0.2585472302097792,0
Neg_1272,0.0600092753104206,0
Neg_1242,0.1029409781002893,0
Neg_1292,0.2944105873115299,0
Neg_2398,0.0824632509547985,0
Neg_1990,0.1575101121483575,0
Neg_2241,0.4499955819350913,0
Neg_508,0.0171530143253882,0
Neg_307,0.0829815038733519,0
Neg_2448,0.0632676086049485,0
Neg_600,0.0730137605867371,0
Neg_601,0.0872618193989925,0
Neg_1217,0.0989554826003793,0
Neg_839,0.2902371049909396,0
Neg_682,0.1685618431319597,0
Neg_2187,0.0183078294791212,0
Neg_2821,0.0654746349240873,0
Neg_2789,0.08258034637785,0
Neg_169,0.1681783065207172,0
Neg_320,0.0502733755487914,0
Neg_2889,0.0825829383429391,0
Neg_17,0.1715628930271938,0
Neg_1714,0.0228909299615077,0
Neg_2605,0.1979288315102305,0
Neg_1527,0.0183833612643056,0
Neg_83,0.1528002477762426,0
Neg_2246,0.0837013174249343,0
Neg_114,0.2460409276658447,0
Neg_1808,0.1415538837668417,0
Neg_958,0.3141761247461224,0
Neg_2093,0.1186628242441155,0
Neg_1561,0.0343890784450764,0
Neg_1870,0.0746530996326059,0
Neg_1335,0.0316152176485562,0
Neg_1574,0.0432691249394679,0
Neg_2188,0.1125643767472548,0
Neg_608,0.2806375614305977,0
Neg_1240,0.2428936700380587,0
Neg_2628,0.0398188981652455,0
Neg_1855,0.0163447806820663,0
Neg_1793,0.1632386969580635,0
Neg_2263,0.139563800794426,0
Neg_2400,0.1936219486411451,0
Neg_1583,0.1280295492957517,0
Neg_410,0.2550222110132465,0
Neg_2849,0.138823652158036,0
Neg_1389,0.0355337203133517,0
Neg_130,0.116358784376801,0
Neg_2784,0.0329902075530422,0
Neg_2759,0.2735100298963314,0
Neg_2148,0.3422120308467843,0
Neg_2886,0.0975080362038803,0
Neg_903,0.0947400979499936,0
Neg_2844,0.1317792557826339,0
Neg_1071,0.1040420712465311,0
Neg_2491,0.3184152791778263,0
Neg_2731,0.2187673156097759,0
Neg_1497,0.071332250893113,0
Neg_2096,0.0774271937769534,0
Neg_2234,0.0843540632155195,0
Neg_263,0.099075219287079,0
Neg_2409,0.161862440688224,0
Neg_171,0.1512299942528352,0
Neg_2185,0.1276201433362463,0
Neg_1630,0.0473446794829,0
Neg_239,0.2707027806597948,0
Neg_933,0.1346079389029691,0
Neg_2276,0.0729207411124945,0
Neg_2707,0.1637074780709865,0
Neg_1971,0.303286191919788,0
Neg_293,0.4133875204329935,0
Neg_766,0.0792743034633832,0
Neg_1208,0.1578433633031764,0
Neg_1076,0.1098671284042416,0
Neg_2860,0.0855047009207521,0
Neg_2048,0.1587807005523962,0
Neg_837,0.2356813164447965,0
Neg_2085,0.124985275175654,0
Neg_1812,0.1485863374945013,0
Neg_659,0.064872866185528,0
Neg_2775,0.0535254073274063,0
Neg_807,0.0956421498672543,0
Neg_379,0.0620531303767867,0
Neg_683,0.1276989820748805,0
Neg_2124,0.0556528392842158,0
Neg_1239,0.0456820507449187,0
Neg_1478,0.1998600498293066,0
Neg_711,0.1724158813255421,0
Neg_1422,0.1193225240223537,0
Neg_2642,0.1149966294694088,0
Neg_2243,0.0491859922652942,0
Neg_419,0.1193521125665098,0
Neg_2335,0.1780939491759521,0
Neg_708,0.0251276605884353,0
Neg_2224,0.0913310025697029,0
