,Length,y
Neg_513,31.0,0
Neg_2222,22.0,0
Neg_2348,43.0,0
Neg_549,28.0,0
Neg_2669,29.0,0
Neg_1248,60.0,0
Neg_19,63.0,0
Neg_1763,37.0,0
Neg_2832,34.0,0
Neg_1992,77.0,0
Neg_2675,67.0,0
Neg_203,98.0,0
Neg_2314,80.0,0
Neg_460,71.0,0
Neg_248,92.0,0
Neg_418,76.0,0
Neg_1007,98.0,0
Neg_2178,48.0,0
Neg_537,64.0,0
Neg_97,82.0,0
Neg_1719,52.0,0
Neg_1777,62.0,0
Neg_771,88.0,0
Neg_2070,50.0,0
Neg_1418,71.0,0
Neg_1167,65.0,0
Neg_2477,87.0,0
Neg_715,87.0,0
Neg_616,82.0,0
Neg_558,64.0,0
Neg_64,46.0,0
Neg_1316,43.0,0
Neg_1507,14.0,0
Neg_1101,69.0,0
Neg_1796,74.0,0
Neg_1223,100.0,0
Neg_538,92.0,0
Neg_302,89.0,0
Neg_200,73.0,0
Neg_1730,68.0,0
Neg_876,80.0,0
Neg_326,53.0,0
Neg_1436,59.0,0
Neg_727,35.0,0
Neg_1831,88.0,0
Neg_900,13.0,0
Neg_1637,42.0,0
Neg_2635,31.0,0
Neg_2454,52.0,0
Neg_1216,60.0,0
Neg_2191,74.0,0
Neg_1275,31.0,0
Neg_2151,77.0,0
Neg_1402,11.0,0
Neg_717,18.0,0
Neg_1862,18.0,0
Neg_158,36.0,0
Neg_1740,81.0,0
Neg_1424,48.0,0
Neg_943,33.0,0
Neg_1688,18.0,0
Neg_148,69.0,0
Neg_2796,94.0,0
Neg_1887,64.0,0
Neg_2811,36.0,0
Neg_859,40.0,0
Neg_2155,39.0,0
Neg_2045,94.0,0
Neg_1104,51.0,0
Neg_2638,68.0,0
Neg_962,84.0,0
Neg_2828,89.0,0
Neg_1944,34.0,0
Neg_523,12.0,0
Neg_1319,61.0,0
Neg_562,55.0,0
Neg_2456,47.0,0
Neg_1500,54.0,0
Neg_1913,22.0,0
Neg_286,34.0,0
Neg_2871,37.0,0
Neg_456,66.0,0
Neg_984,87.0,0
Neg_1837,56.0,0
Neg_2617,71.0,0
Neg_139,16.0,0
Neg_1815,70.0,0
Neg_1157,82.0,0
Neg_1317,60.0,0
Neg_2405,86.0,0
Neg_45,57.0,0
Neg_1797,75.0,0
Neg_2769,48.0,0
Neg_1390,93.0,0
Neg_1018,79.0,0
Neg_602,15.0,0
Neg_182,96.0,0
Neg_1056,32.0,0
Neg_2567,67.0,0
Neg_849,41.0,0
Neg_2338,24.0,0
Neg_422,82.0,0
Neg_1421,83.0,0
Neg_2439,52.0,0
Neg_563,35.0,0
Neg_1622,50.0,0
Neg_1578,35.0,0
Neg_1939,63.0,0
Neg_163,74.0,0
Neg_287,37.0,0
Neg_787,23.0,0
Neg_1846,74.0,0
Neg_1280,76.0,0
Neg_1918,14.0,0
Neg_999,20.0,0
Neg_314,78.0,0
Neg_2192,72.0,0
Neg_605,46.0,0
Neg_413,14.0,0
Neg_1861,82.0,0
Neg_342,16.0,0
Neg_398,62.0,0
Neg_96,30.0,0
Neg_1924,20.0,0
Neg_592,93.0,0
Neg_1985,56.0,0
Neg_1045,77.0,0
Neg_2542,18.0,0
Neg_2165,87.0,0
Neg_1526,57.0,0
Neg_2709,93.0,0
Neg_2230,84.0,0
Neg_2137,31.0,0
Neg_2068,61.0,0
Neg_2163,31.0,0
Neg_2247,97.0,0
Neg_529,61.0,0
Neg_936,73.0,0
Neg_2418,39.0,0
Neg_2487,84.0,0
Neg_703,53.0,0
Neg_1742,70.0,0
Neg_305,39.0,0
Neg_1078,89.0,0
Neg_1672,65.0,0
Neg_2568,25.0,0
Neg_1911,99.0,0
Neg_2397,34.0,0
Neg_992,87.0,0
Neg_1161,14.0,0
Neg_2581,44.0,0
Neg_701,75.0,0
Neg_464,57.0,0
Neg_1692,35.0,0
Neg_774,38.0,0
Neg_2620,81.0,0
Neg_979,79.0,0
Neg_2827,29.0,0
Neg_2729,66.0,0
Neg_2277,72.0,0
Neg_1632,68.0,0
Neg_2756,13.0,0
Neg_1898,72.0,0
Neg_1391,40.0,0
Neg_1059,78.0,0
Neg_1746,52.0,0
Neg_1847,38.0,0
Neg_1490,87.0,0
Neg_450,12.0,0
Neg_1448,16.0,0
Neg_2410,94.0,0
Neg_1301,97.0,0
Neg_696,24.0,0
Neg_2757,28.0,0
Neg_815,25.0,0
Neg_890,14.0,0
Neg_2049,76.0,0
Neg_634,49.0,0
Neg_1241,55.0,0
Neg_1265,57.0,0
Neg_1145,97.0,0
Neg_364,81.0,0
Neg_2428,73.0,0
Neg_2873,80.0,0
Neg_2762,66.0,0
Neg_1932,41.0,0
Neg_218,20.0,0
Neg_1471,69.0,0
Neg_211,48.0,0
Neg_88,32.0,0
Neg_1800,76.0,0
Neg_1995,19.0,0
Neg_2231,69.0,0
Neg_1090,17.0,0
Neg_1457,50.0,0
Neg_795,25.0,0
Neg_1614,49.0,0
Neg_732,31.0,0
Neg_2025,69.0,0
Neg_2088,41.0,0
Neg_2527,83.0,0
Neg_2021,65.0,0
Neg_2570,60.0,0
Neg_215,64.0,0
Neg_2516,76.0,0
Neg_1712,78.0,0
Neg_2010,78.0,0
Neg_1285,35.0,0
Neg_2834,40.0,0
Neg_2013,28.0,0
Neg_945,85.0,0
Neg_1787,92.0,0
Neg_935,60.0,0
Neg_2099,29.0,0
Neg_2179,11.0,0
Neg_2726,11.0,0
Neg_1484,69.0,0
Neg_2381,85.0,0
Neg_1458,65.0,0
Neg_216,72.0,0
Neg_2725,30.0,0
Neg_406,29.0,0
Neg_1363,52.0,0
Neg_1311,22.0,0
Neg_1149,16.0,0
Neg_1218,21.0,0
Neg_1597,65.0,0
Neg_2745,60.0,0
Neg_1477,64.0,0
Neg_2803,57.0,0
Neg_104,90.0,0
Neg_1900,76.0,0
Neg_2586,68.0,0
Neg_2050,71.0,0
Neg_1069,19.0,0
Neg_336,36.0,0
Neg_2260,83.0,0
Neg_1733,60.0,0
Neg_1555,26.0,0
Neg_2329,49.0,0
Neg_1878,28.0,0
Neg_1893,86.0,0
Neg_1716,87.0,0
Neg_2322,31.0,0
Neg_101,41.0,0
Neg_16,61.0,0
Neg_31,100.0,0
Neg_240,34.0,0
Neg_1117,61.0,0
Neg_2262,36.0,0
Neg_2861,80.0,0
Neg_1225,62.0,0
Neg_261,95.0,0
Neg_609,42.0,0
Neg_1352,45.0,0
Neg_733,21.0,0
Neg_2593,30.0,0
Neg_2259,15.0,0
Neg_1785,90.0,0
Neg_847,53.0,0
Neg_684,67.0,0
Neg_1411,31.0,0
Neg_680,15.0,0
Neg_502,30.0,0
Neg_1097,80.0,0
Neg_1826,84.0,0
Neg_702,86.0,0
Neg_1626,45.0,0
Neg_2358,100.0,0
Neg_1026,54.0,0
Neg_82,96.0,0
Neg_509,31.0,0
Neg_1235,91.0,0
Neg_2118,82.0,0
Neg_1303,69.0,0
Neg_72,52.0,0
Neg_1147,86.0,0
Neg_2437,71.0,0
Neg_1770,70.0,0
Neg_177,77.0,0
Neg_978,52.0,0
Neg_724,23.0,0
Neg_1766,39.0,0
Neg_868,32.0,0
Neg_1825,69.0,0
Neg_2020,59.0,0
Neg_1628,15.0,0
Neg_892,75.0,0
Neg_2692,11.0,0
Neg_512,17.0,0
Neg_2128,56.0,0
Neg_1647,29.0,0
Neg_2419,16.0,0
Neg_2659,54.0,0
Neg_1214,38.0,0
Neg_411,81.0,0
Neg_2321,55.0,0
Neg_1384,22.0,0
Neg_1489,100.0,0
Neg_2666,63.0,0
Neg_1905,78.0,0
Neg_55,72.0,0
Neg_1178,67.0,0
Neg_2369,65.0,0
Neg_1,96.0,0
Neg_1999,19.0,0
Neg_1883,52.0,0
Neg_1643,68.0,0
Neg_2885,12.0,0
Neg_1786,64.0,0
Neg_1933,69.0,0
Neg_814,29.0,0
Neg_1593,58.0,0
Neg_1298,99.0,0
Neg_285,86.0,0
Neg_2792,40.0,0
Neg_2154,99.0,0
Neg_1689,77.0,0
Neg_603,38.0,0
Neg_1021,21.0,0
Neg_1820,74.0,0
Neg_222,87.0,0
Neg_256,22.0,0
Neg_704,44.0,0
Neg_144,84.0,0
Neg_2067,88.0,0
Neg_1406,35.0,0
Neg_2616,86.0,0
Neg_648,74.0,0
Neg_2774,86.0,0
Neg_292,85.0,0
Neg_2667,99.0,0
Neg_257,59.0,0
Neg_1768,24.0,0
Neg_2249,99.0,0
Neg_779,81.0,0
Neg_2513,36.0,0
Neg_2425,89.0,0
Neg_2272,22.0,0
Neg_361,74.0,0
Neg_1745,22.0,0
Neg_2902,84.0,0
Neg_808,33.0,0
Neg_407,97.0,0
Neg_191,41.0,0
Neg_1737,92.0,0
Neg_1001,33.0,0
Neg_2120,67.0,0
Neg_960,73.0,0
Neg_1356,84.0,0
Neg_1764,15.0,0
Neg_901,53.0,0
Neg_2556,37.0,0
Neg_303,65.0,0
Neg_654,96.0,0
Neg_251,72.0,0
Neg_1958,60.0,0
Neg_2857,29.0,0
Neg_1824,59.0,0
Neg_9,24.0,0
Neg_1397,63.0,0
Neg_1841,43.0,0
Neg_1197,97.0,0
Neg_1357,79.0,0
Neg_2898,50.0,0
Neg_2132,20.0,0
Neg_647,87.0,0
Neg_2646,24.0,0
Neg_476,30.0,0
Neg_231,31.0,0
Neg_451,62.0,0
Neg_1073,22.0,0
Neg_7,52.0,0
Neg_1877,24.0,0
Neg_2912,23.0,0
Neg_1968,55.0,0
Neg_2590,51.0,0
Neg_2781,71.0,0
Neg_940,18.0,0
Neg_459,48.0,0
Neg_1657,42.0,0
Neg_2544,62.0,0
Neg_2345,59.0,0
Neg_2406,57.0,0
Neg_2060,94.0,0
Neg_2697,36.0,0
Neg_1979,63.0,0
Neg_875,12.0,0
Neg_798,80.0,0
Neg_2520,69.0,0
Neg_2252,96.0,0
Neg_1502,48.0,0
Neg_2316,79.0,0
Neg_2282,34.0,0
Neg_2664,67.0,0
Neg_1274,16.0,0
Neg_1290,22.0,0
Neg_299,64.0,0
Neg_2528,59.0,0
Neg_1387,88.0,0
Neg_13,71.0,0
Neg_586,90.0,0
Neg_1691,100.0,0
Neg_629,42.0,0
Neg_1089,78.0,0
Neg_2884,30.0,0
Neg_2610,88.0,0
Neg_470,99.0,0
Neg_1649,13.0,0
Neg_1177,62.0,0
Neg_2447,28.0,0
Neg_10,34.0,0
Neg_2623,65.0,0
Neg_265,25.0,0
Neg_273,25.0,0
Neg_2305,78.0,0
Neg_915,69.0,0
Neg_1945,62.0,0
Neg_961,95.0,0
Neg_2662,76.0,0
Neg_1146,92.0,0
Neg_1137,43.0,0
Neg_41,75.0,0
Neg_1496,56.0,0
Neg_2270,47.0,0
Neg_1721,57.0,0
Neg_2196,72.0,0
Neg_1988,80.0,0
Neg_2464,55.0,0
Neg_521,84.0,0
Neg_1062,55.0,0
Neg_899,27.0,0
Neg_374,75.0,0
Neg_2106,71.0,0
Neg_3,94.0,0
Neg_405,18.0,0
Neg_1873,25.0,0
Neg_2506,52.0,0
Neg_2777,78.0,0
Neg_762,19.0,0
Neg_401,11.0,0
Neg_1801,16.0,0
Neg_2863,30.0,0
Neg_2412,74.0,0
Neg_1094,89.0,0
Neg_1795,21.0,0
Neg_1144,21.0,0
Neg_1201,67.0,0
Neg_2435,26.0,0
Neg_252,90.0,0
Neg_2676,85.0,0
Neg_322,44.0,0
Neg_1525,88.0,0
Neg_1228,100.0,0
Neg_2042,65.0,0
Neg_2308,50.0,0
Neg_2157,78.0,0
Neg_2159,34.0,0
Neg_2734,73.0,0
Neg_1207,52.0,0
Neg_120,52.0,0
Neg_2631,61.0,0
Neg_595,41.0,0
Neg_993,28.0,0
Neg_1596,20.0,0
Neg_2868,75.0,0
Neg_579,55.0,0
Neg_1663,26.0,0
Neg_1040,91.0,0
Neg_2240,83.0,0
Neg_2349,95.0,0
Neg_2207,72.0,0
Neg_1153,23.0,0
Neg_580,15.0,0
Neg_2390,41.0,0
Neg_1683,47.0,0
Neg_2601,75.0,0
Neg_2888,88.0,0
Neg_1121,36.0,0
Neg_2688,43.0,0
Neg_1493,12.0,0
Neg_1272,37.0,0
Neg_1242,70.0,0
Neg_1292,31.0,0
Neg_2398,75.0,0
Neg_1990,32.0,0
Neg_2241,19.0,0
Neg_508,86.0,0
Neg_307,99.0,0
Neg_2448,53.0,0
Neg_600,90.0,0
Neg_601,93.0,0
Neg_1217,87.0,0
Neg_839,20.0,0
Neg_682,18.0,0
Neg_2187,32.0,0
Neg_2821,80.0,0
Neg_2789,14.0,0
Neg_169,64.0,0
Neg_320,64.0,0
Neg_2889,86.0,0
Neg_17,32.0,0
Neg_1714,92.0,0
Neg_2605,79.0,0
Neg_1527,12.0,0
Neg_83,14.0,0
Neg_2246,98.0,0
Neg_114,20.0,0
Neg_1808,64.0,0
Neg_958,16.0,0
Neg_2093,58.0,0
Neg_1561,64.0,0
Neg_1870,19.0,0
Neg_1335,34.0,0
Neg_1574,94.0,0
Neg_2188,76.0,0
Neg_608,21.0,0
Neg_1240,33.0,0
Neg_2628,30.0,0
Neg_1855,42.0,0
Neg_1793,37.0,0
Neg_2263,36.0,0
Neg_2400,74.0,0
Neg_1583,26.0,0
Neg_410,13.0,0
Neg_2849,64.0,0
Neg_1389,99.0,0
Neg_130,90.0,0
Neg_2784,94.0,0
Neg_2759,25.0,0
Neg_2148,28.0,0
Neg_2886,84.0,0
Neg_903,71.0,0
Neg_2844,65.0,0
Neg_1071,52.0,0
Neg_2491,74.0,0
Neg_2731,76.0,0
Neg_1497,31.0,0
Neg_2096,43.0,0
Neg_2234,83.0,0
Neg_263,92.0,0
Neg_2409,42.0,0
Neg_171,81.0,0
Neg_2185,95.0,0
Neg_1630,66.0,0
Neg_239,67.0,0
Neg_933,96.0,0
Neg_2276,85.0,0
Neg_2707,84.0,0
Neg_1971,14.0,0
Neg_293,27.0,0
Neg_766,85.0,0
Neg_1208,70.0,0
Neg_1076,74.0,0
Neg_2860,35.0,0
Neg_2048,12.0,0
Neg_837,25.0,0
Neg_2085,26.0,0
Neg_1812,41.0,0
Neg_659,65.0,0
Neg_2775,62.0,0
Neg_807,87.0,0
Neg_379,98.0,0
Neg_683,63.0,0
Neg_2124,28.0,0
Neg_1239,50.0,0
Neg_1478,50.0,0
Neg_711,21.0,0
Neg_1422,56.0,0
Neg_2642,36.0,0
Neg_2243,91.0,0
Neg_419,28.0,0
Neg_2335,71.0,0
Neg_708,26.0,0
Neg_2224,77.0,0
Neg_75,85.0,0
Neg_1927,79.0,0
Neg_396,26.0,0
Neg_2062,69.0,0
Neg_1758,43.0,0
Neg_1696,65.0,0
Neg_1938,100.0,0
Neg_2212,49.0,0
Neg_491,74.0,0
Neg_857,26.0,0
Neg_2686,21.0,0
Neg_2549,56.0,0
Neg_465,73.0,0
Neg_214,42.0,0
Neg_1450,36.0,0
Neg_2311,68.0,0
Neg_566,94.0,0
Neg_1468,32.0,0
Neg_324,53.0,0
Neg_1106,100.0,0
Neg_1455,52.0,0
Neg_1775,99.0,0
Neg_2533,53.0,0
Neg_84,56.0,0
Neg_2087,66.0,0
Neg_454,100.0,0
Neg_1320,70.0,0
Neg_534,18.0,0
Neg_2600,86.0,0
Neg_2303,44.0,0
Neg_1332,19.0,0
Neg_1096,49.0,0
Neg_278,28.0,0
Neg_2916,19.0,0
Neg_365,88.0,0
Neg_929,58.0,0
Neg_955,91.0,0
Neg_1510,51.0,0
Neg_974,82.0,0
Neg_2768,40.0,0
Neg_1142,17.0,0
Neg_1174,82.0,0
Neg_848,37.0,0
Neg_991,51.0,0
Neg_565,41.0,0
Neg_1973,79.0,0
Neg_1172,75.0,0
Neg_2450,26.0,0
Neg_2795,52.0,0
Neg_33,97.0,0
Neg_2216,12.0,0
Neg_2359,15.0,0
Neg_515,51.0,0
Neg_208,81.0,0
Neg_2503,91.0,0
Neg_2396,28.0,0
Neg_1670,19.0,0
Neg_8,81.0,0
Neg_1802,67.0,0
Neg_1617,100.0,0
Neg_1353,65.0,0
Neg_917,69.0,0
Neg_1912,76.0,0
Neg_2647,61.0,0
Neg_2682,21.0,0
Neg_1130,38.0,0
Neg_1914,11.0,0
Neg_1659,29.0,0
Neg_1233,32.0,0
Neg_2379,47.0,0
Neg_1832,94.0,0
Neg_1156,89.0,0
Neg_2258,90.0,0
Neg_461,32.0,0
Neg_1432,61.0,0
Neg_1840,30.0,0
Neg_51,17.0,0
Neg_2078,80.0,0
Neg_1658,70.0,0
Neg_1291,77.0,0
Neg_2421,65.0,0
Neg_1107,93.0,0
Neg_57,62.0,0
Neg_56,13.0,0
Neg_1535,24.0,0
Neg_728,53.0,0
Neg_612,59.0,0
Neg_1789,22.0,0
Neg_2923,93.0,0
Neg_998,63.0,0
Neg_2027,14.0,0
Neg_1120,93.0,0
Neg_938,62.0,0
Neg_1639,53.0,0
Neg_1380,22.0,0
Neg_995,98.0,0
Neg_274,19.0,0
Neg_1731,53.0,0
Neg_1423,18.0,0
Neg_1720,44.0,0
Neg_1176,63.0,0
Neg_298,12.0,0
Neg_1494,57.0,0
Neg_2041,63.0,0
Neg_2033,42.0,0
Neg_1010,75.0,0
Neg_964,87.0,0
Neg_735,86.0,0
Neg_245,81.0,0
Neg_317,91.0,0
Neg_1277,41.0,0
Neg_213,62.0,0
Neg_109,27.0,0
Neg_1604,37.0,0
Neg_2004,26.0,0
Neg_1848,28.0,0
Neg_1998,51.0,0
Neg_968,69.0,0
Neg_1860,36.0,0
Neg_854,14.0,0
Neg_229,23.0,0
Neg_397,89.0,0
Neg_1864,65.0,0
Neg_2553,82.0,0
Neg_1504,87.0,0
Neg_2824,79.0,0
Neg_20,37.0,0
Neg_1594,49.0,0
Neg_2657,78.0,0
Neg_1823,46.0,0
Neg_2352,77.0,0
Neg_675,18.0,0
Neg_38,21.0,0
Neg_2630,31.0,0
Neg_1313,58.0,0
Neg_2083,81.0,0
Neg_224,94.0,0
Neg_1271,48.0,0
Neg_2404,48.0,0
Neg_91,85.0,0
Neg_2318,99.0,0
Neg_2034,55.0,0
Neg_2914,60.0,0
Neg_2749,83.0,0
Neg_1143,31.0,0
Neg_80,70.0,0
Neg_289,59.0,0
Neg_1262,38.0,0
Neg_2269,59.0,0
Neg_922,27.0,0
Neg_1843,90.0,0
Neg_40,14.0,0
Neg_1771,83.0,0
Neg_1068,75.0,0
Neg_1857,54.0,0
Neg_635,86.0,0
Neg_2908,39.0,0
Neg_2651,90.0,0
Neg_781,83.0,0
Neg_574,18.0,0
Neg_151,89.0,0
Neg_356,21.0,0
Neg_1012,92.0,0
Neg_455,91.0,0
Neg_2395,40.0,0
Neg_173,73.0,0
Neg_1744,11.0,0
Neg_1127,86.0,0
Neg_872,20.0,0
Neg_556,96.0,0
Neg_1872,65.0,0
Neg_1175,91.0,0
Neg_2738,88.0,0
Neg_2341,74.0,0
Neg_2539,49.0,0
Neg_2859,13.0,0
Neg_106,37.0,0
Neg_453,44.0,0
Neg_1396,67.0,0
Neg_2665,25.0,0
Neg_2357,65.0,0
Neg_1937,53.0,0
Neg_2673,36.0,0
Neg_693,100.0,0
Neg_769,45.0,0
Neg_2833,55.0,0
Neg_2773,21.0,0
Neg_1447,49.0,0
Neg_29,54.0,0
Neg_489,60.0,0
Neg_2545,61.0,0
Neg_1306,31.0,0
Neg_617,47.0,0
Neg_1372,37.0,0
Neg_2481,47.0,0
Neg_1908,95.0,0
Neg_1981,14.0,0
Neg_906,54.0,0
Neg_1425,85.0,0
Neg_846,67.0,0
Neg_2611,85.0,0
Neg_1230,15.0,0
Neg_1906,62.0,0
Neg_2554,82.0,0
Neg_348,62.0,0
Neg_477,38.0,0
Neg_67,45.0,0
Neg_2639,67.0,0
Neg_2012,84.0,0
Neg_1028,60.0,0
Neg_1874,54.0,0
Neg_1109,49.0,0
Neg_2529,64.0,0
Neg_2141,55.0,0
Neg_2462,94.0,0
Neg_2011,67.0,0
Neg_377,60.0,0
Neg_90,16.0,0
Neg_1506,52.0,0
Neg_767,38.0,0
Neg_434,14.0,0
Neg_1460,58.0,0
Neg_1666,96.0,0
Neg_126,48.0,0
Neg_2668,95.0,0
Neg_1674,37.0,0
Neg_2140,87.0,0
Neg_323,16.0,0
Neg_2514,47.0,0
Neg_598,70.0,0
Neg_2337,58.0,0
Neg_497,65.0,0
Neg_2693,72.0,0
Neg_1651,71.0,0
Neg_2347,70.0,0
Neg_68,85.0,0
Neg_318,31.0,0
Neg_2441,18.0,0
Neg_2136,96.0,0
Neg_870,47.0,0
Neg_699,57.0,0
Neg_1726,97.0,0
Neg_1325,65.0,0
Neg_2002,30.0,0
Neg_519,82.0,0
Neg_199,98.0,0
Neg_471,77.0,0
Neg_1673,27.0,0
Neg_272,87.0,0
Neg_118,35.0,0
Neg_135,17.0,0
Neg_2502,55.0,0
Neg_2787,35.0,0
Neg_546,76.0,0
Neg_127,66.0,0
Neg_1784,11.0,0
Neg_439,12.0,0
Neg_535,86.0,0
Neg_227,100.0,0
Neg_2299,83.0,0
Neg_2627,11.0,0
Neg_1982,30.0,0
Neg_1382,13.0,0
Neg_2090,73.0,0
Neg_1532,29.0,0
Neg_527,88.0,0
Neg_11,29.0,0
Neg_1246,82.0,0
Neg_2525,68.0,0
Neg_2818,54.0,0
Neg_1920,38.0,0
Neg_918,91.0,0
Neg_102,17.0,0
Neg_2621,46.0,0
Neg_1585,50.0,0
Neg_266,60.0,0
Neg_710,53.0,0
Neg_712,37.0,0
Neg_24,28.0,0
Neg_170,29.0,0
Neg_721,27.0,0
Neg_1365,88.0,0
Neg_1735,33.0,0
Neg_954,72.0,0
Neg_1993,53.0,0
Neg_1652,41.0,0
Neg_2306,67.0,0
Neg_2479,65.0,0
Neg_423,20.0,0
Neg_2799,91.0,0
Neg_822,58.0,0
Neg_931,41.0,0
Neg_2497,88.0,0
Neg_2925,36.0,0
Neg_267,92.0,0
Neg_242,48.0,0
Neg_233,28.0,0
Neg_1868,53.0,0
Neg_2032,97.0,0
Neg_2720,74.0,0
Neg_2343,74.0,0
Neg_2055,56.0,0
Neg_2624,53.0,0
Neg_745,100.0,0
Neg_2850,21.0,0
Neg_1483,11.0,0
Neg_2708,50.0,0
Neg_2131,46.0,0
Neg_440,42.0,0
Neg_793,91.0,0
