,Calculate_mw,Calculate_charge,y
Neg_2264,6460.870000000001,-1.966,0
Neg_58,3881.44,1.294,0
Neg_37,3998.02,-12.983,0
Neg_1299,1345.73,4.094,0
Neg_2238,5463.1,-2.031,0
Neg_1065,9339.67,-2.896,0
Neg_2393,9909.59,4.096,0
Neg_1063,8013.160000000001,6.027,0
Neg_2681,3978.38,-1.064,0
Neg_1206,8007.17,-3.97,0
Neg_926,2151.26,-0.905,0
Neg_1834,1232.46,-1.003,0
Neg_219,5635.13,-4.238,0
Neg_1051,9716.93,8.199,0
Neg_2732,1967.25,4.095,0
Neg_22,2509.93,1.097,0
Neg_2672,5529.1900000000005,1.093,0
Neg_1925,9166.56,5.096,0
Neg_1046,3222.78,1.998,0
Neg_2602,5564.6,2.025,0
Neg_2626,6990.92,-0.737,0
Neg_664,9670.14,-0.873,0
Neg_1033,8532.720000000001,-2.103,0
Neg_1541,8962.02,1.304,0
Neg_352,5699.240000000001,-1.998,0
Neg_2763,7657.530000000001,-1.189,0
Neg_2198,9142.67,4.956,0
Neg_260,2748.26,-1.067,0
Neg_743,4669.080000000001,3.096,0
Neg_1798,4173.740000000001,0.106,0
Neg_805,7972.98,-4.065,0
Neg_2446,10481.89,5.193,0
Neg_1456,2240.66,4.027,0
Neg_853,1512.76,0.997,0
Neg_1866,4369.88,1.027,0
Neg_1972,9583.16,8.862,0
Neg_1250,11315.78,-1.305,0
Neg_2893,9849.15,6.202,0
Neg_415,4088.75,-0.97,0
Neg_2440,2595.97,2.196,0
Neg_1947,3816.51,-2.134,0
Neg_2296,7584.51,9.027,0
Neg_1491,12111.91,0.164,0
Neg_1592,7258.280000000001,-7.901,0
Neg_833,6323.18,8.157,0
Neg_2254,1916.07,3.0,0
Neg_2786,8520.6,3.941,0
Neg_1307,8674.07,2.067,0
Neg_1022,2481.76,0.931,0
Neg_2289,4487.240000000001,0.005,0
Neg_2564,3965.23,-2.135,0
Neg_1131,7273.48,9.293,0
Neg_2814,6358.120000000001,-3.87,0
Neg_2346,3379.75,1.998,0
Neg_2538,6874.830000000001,0.003,0
Neg_503,3837.58,5.096,0
Neg_614,4220.870000000001,0.863,0
Neg_2227,4094.53,2.998,0
Neg_1977,8092.55,0.893,0
Neg_1151,8170.25,3.034,0
Neg_2315,5502.1,1.292,0
Neg_1180,7616.38,8.13,0
Neg_308,4954.870000000001,5.156,0
Neg_1426,5978.76,4.961,0
Neg_12,11085.12,6.225,0
Neg_506,7839.89,1.996,0
Neg_136,8497.220000000001,-6.96,0
Neg_378,3259.38,-4.997,0
Neg_2058,3697.13,-0.003,0
Neg_2336,5592.46,-4.996,0
Neg_2220,9949.3,-2.796,0
Neg_262,2102.21,0.996,0
Neg_1888,6472.290000000001,-3.964,0
Neg_2552,5591.42,0.033,0
Neg_1340,11160.9,7.227,0
Neg_1753,4769.790000000001,1.935,0
Neg_941,10617.44,4.288,0
Neg_689,4388.0,1.192,0
Neg_403,10894.61,-0.543,0
Neg_2524,8446.76,9.061,0
Neg_1006,6309.14,-2.903,0
Neg_89,3363.94,4.096,0
Neg_1956,6658.93,0.995,0
Neg_2723,6436.38,3.027,0
Neg_34,6760.610000000001,0.928,0
Neg_757,3436.07,4.029,0
Neg_1170,2171.51,1.097,0
Neg_1405,9407.89,2.123,0
Neg_1634,6818.740000000001,0.432,0
Neg_835,10733.39,3.859,0
Neg_1809,8836.93,18.999,0
Neg_296,7797.370000000001,1.992,0
Neg_1989,10079.66,3.698,0
Neg_636,9238.21,5.326,0
Neg_1350,4730.26,-2.998,0
Neg_160,1128.2,0.096,0
Neg_1524,4358.01,3.028,0
Neg_836,11862.77,-25.741,0
Neg_1885,5811.780000000001,0.03,0
Neg_1723,11363.82,1.098,0
Neg_1139,8757.79,2.076,0
Neg_531,5418.18,-0.066,0
Neg_131,10114.46,-2.005,0
Neg_226,8907.130000000001,-1.868,0
Neg_2031,7188.84,1.397,0
Neg_1050,6545.1900000000005,-0.769,0
Neg_2215,2978.32,2.196,0
Neg_1008,4943.700000000001,0.894,0
Neg_755,2309.55,0.998,0
Neg_1309,2364.84,4.096,0
Neg_1348,6199.8,1.2,0
Neg_2829,1681.77,-1.003,0
Neg_1281,3351.77,0.229,0
Neg_2879,1750.97,3.194,0
Neg_2182,8729.53,-4.933,0
Neg_513,3764.46,3.926,0
Neg_2222,2301.54,-3.068,0
Neg_2348,4557.26,0.988,0
Neg_549,3012.74,5.927,0
Neg_2669,3743.1,1.093,0
Neg_1248,7134.320000000001,3.204,0
Neg_19,7208.0,-4.095,0
Neg_1763,3724.2,3.996,0
Neg_2832,3826.35,-1.066,0
Neg_1992,8560.28,-3.039,0
Neg_2675,8067.34,4.028,0
Neg_203,11661.07,3.859,0
Neg_2314,9342.63,-1.797,0
Neg_460,7906.81,0.624,0
Neg_248,9070.16,3.928,0
Neg_418,7871.830000000001,-0.768,0
Neg_1007,10788.48,1.035,0
Neg_2178,5260.18,0.125,0
Neg_537,7312.570000000001,4.128,0
Neg_97,8750.69,7.129,0
Neg_1719,5912.09,9.123,0
Neg_1777,7123.09,-4.9,0
Neg_771,10198.9,13.85,0
Neg_2070,5318.92,0.028,0
Neg_1418,7491.26,5.031,0
Neg_1167,7547.660000000001,0.99,0
Neg_2477,10114.06,0.242,0
Neg_715,10114.25,-1.764,0
Neg_616,9359.81,-9.955,0
Neg_558,7329.700000000001,7.998,0
Neg_64,5363.200000000001,5.389,0
Neg_1316,5167.700000000001,-5.001,0
Neg_1507,1434.7,1.997,0
Neg_1101,7948.25,1.331,0
Neg_1796,7909.660000000001,-1.697,0
Neg_1223,10963.13,-1.184,0
Neg_538,10646.9,0.118,0
Neg_302,9706.64,-9.393,0
Neg_200,8320.41,4.329,0
Neg_1730,7450.43,-2.996,0
Neg_876,8827.53,0.96,0
Neg_326,6527.860000000001,19.995,0
Neg_1436,5036.0,1.644,0
Neg_727,4008.48,1.162,0
Neg_1831,9986.28,4.134,0
Neg_900,1567.71,0.194,0
Neg_1637,4345.9800000000005,0.061,0
Neg_2635,3630.26,12.026,0
Neg_2454,5743.56,5.999,0
Neg_1216,6779.660000000001,1.2,0
Neg_2191,8668.51,-4.065,0
Neg_1275,3638.18,5.995,0
Neg_2151,8768.560000000001,-5.958,0
Neg_1402,1157.28,-0.004,0
Neg_717,2040.46,1.996,0
Neg_1862,1987.36,0.727,0
Neg_158,4451.14,-1.071,0
Neg_1740,8953.65,-10.858,0
Neg_1424,5517.280000000001,4.935,0
Neg_943,3833.21,-7.797,0
Neg_1688,1990.11,1.956,0
Neg_148,8027.080000000001,1.932,0
Neg_2796,10368.42,1.99,0
Neg_1887,7480.450000000001,-4.032,0
Neg_2811,3913.26,-4.099,0
Neg_859,3089.32,1.996,0
Neg_2155,4535.160000000001,0.097,0
Neg_2045,10378.67,0.469,0
Neg_1104,5914.660000000001,2.961,0
Neg_2638,7441.55,-0.069,0
Neg_962,9964.12,-0.073,0
Neg_2828,9293.07,1.321,0
Neg_1944,3777.36,-3.038,0
Neg_523,1326.34,-1.901,0
Neg_1319,6234.18,2.03,0
Neg_562,6112.6900000000005,-2.892,0
Neg_2456,5340.39,-0.875,0
Neg_1500,6370.580000000001,1.034,0
Neg_1913,2537.88,0.929,0
Neg_286,3852.27,-1.966,0
Neg_2871,4468.05,8.097,0
Neg_456,7378.56,11.191,0
Neg_984,9711.43,0.964,0
Neg_1837,6286.14,-0.068,0
Neg_2617,7496.25,-3.934,0
Neg_139,1858.3,1.994,0
Neg_1815,7884.320000000001,6.793,0
Neg_1157,9613.01,2.1,0
Neg_1317,6669.580000000001,4.232,0
Neg_2405,9334.99,1.865,0
Neg_45,6021.17,0.961,0
Neg_1797,7964.19,-3.071,0
Neg_2769,4764.42,0.727,0
Neg_1390,10379.35,-0.201,0
Neg_1018,9182.76,10.964,0
Neg_602,1708.14,0.928,0
Neg_182,10740.09,7.125,0
Neg_1056,3596.14,1.096,0
Neg_2567,7937.700000000001,5.104,0
Neg_849,4213.77,2.097,0
Neg_2338,2613.93,-0.999,0
Neg_422,9422.77,1.872,0
Neg_1421,9136.08,-0.6,0
Neg_2439,6073.110000000001,2.939,0
Neg_563,3920.19,-3.8,0
Neg_1622,5396.290000000001,3.324,0
Neg_1578,4082.7,1.995,0
Neg_1939,7068.070000000001,-7.128,0
Neg_163,7537.780000000001,-10.887,0
Neg_287,4148.84,1.959,0
Neg_787,2512.61,-1.0,0
Neg_1846,7793.830000000001,4.005,0
Neg_1280,8385.94,6.057,0
Neg_1918,1326.51,1.996,0
Neg_999,2274.41,-0.003,0
Neg_314,8574.2,7.226,0
Neg_2192,8273.67,3.329,0
Neg_605,5042.530000000001,-0.899,0
Neg_413,1536.78,0.096,0
Neg_1861,8648.140000000001,0.03,0
Neg_342,2037.29,0.996,0
Neg_398,7261.570000000001,6.155,0
Neg_96,3441.84,2.998,0
Neg_1924,2191.57,3.927,0
Neg_592,10717.96,-3.787,0
Neg_1985,5914.84,1.931,0
Neg_1045,8245.48,0.034,0
Neg_2542,1937.13,-0.04,0
Neg_2165,9051.13,4.2,0
Neg_1526,6473.39,11.094,0
Neg_2709,9795.55,4.06,0
Neg_2230,9788.26,11.733,0
Neg_2137,3527.09,-1.802,0
Neg_2068,6871.9400000000005,3.03,0
Neg_2163,3672.02,2.095,0
Neg_2247,10933.48,-4.995,0
Neg_529,6622.96,-4.471,0
Neg_936,8041.3,3.998,0
Neg_2418,4502.17,1.03,0
Neg_2487,9306.66,-8.926,0
Neg_703,5802.64,0.963,0
Neg_1742,7969.46,0.312,0
Neg_305,4187.72,2.098,0
Neg_1078,10229.56,5.031,0
Neg_1672,7223.22,3.96,0
Neg_2568,2906.27,3.061,0
Neg_1911,11363.91,5.031,0
Neg_2397,4000.56,0.858,0
Neg_992,9931.72,0.162,0
Neg_1161,1467.72,0.996,0
Neg_2581,4906.820000000001,4.127,0
Neg_701,8425.52,-2.796,0
Neg_464,5894.8,2.092,0
Neg_1692,3860.36,4.995,0
Neg_774,4427.830000000001,-0.933,0
Neg_2620,9400.22,1.314,0
Neg_979,8849.24,8.954,0
Neg_2827,3404.77,3.293,0
Neg_2729,7472.22,4.998,0
Neg_2277,7988.150000000001,2.261,0
Neg_1632,7491.39,-4.07,0
Neg_2756,1510.7,2.096,0
Neg_1898,6984.860000000001,0.933,0
Neg_1391,4066.42,5.293,0
Neg_1059,8874.19,0.996,0
Neg_1746,5422.3,4.03,0
Neg_1847,4236.910000000001,8.929,0
Neg_1490,9337.45,-0.862,0
Neg_450,1404.56,0.194,0
Neg_1448,1509.67,-0.004,0
Neg_2410,10491.64,-2.76,0
Neg_1301,10184.35,3.94,0
Neg_696,2589.02,4.996,0
Neg_2757,3040.59,4.292,0
Neg_815,2904.28,2.86,0
Neg_890,1581.95,2.996,0
Neg_2049,8688.16,10.323,0
Neg_634,5200.56,-4.037,0
Neg_1241,5942.21,-9.956,0
Neg_1265,5595.290000000001,-1.001,0
Neg_1145,10604.11,-3.332,0
Neg_364,9649.08,-1.96,0
Neg_2428,8323.390000000001,-4.866,0
Neg_2873,9004.18,-3.964,0
Neg_2762,7946.01,-2.936,0
Neg_1932,4907.55,3.964,0
Neg_218,2202.48,-0.804,0
Neg_1471,7534.620000000001,0.128,0
Neg_211,4362.860000000001,3.001,0
Neg_88,3610.3,5.997,0
Neg_1800,8329.4,-3.034,0
Neg_1995,2130.43,-1.003,0
Neg_2231,8075.56,7.066,0
Neg_1090,1789.03,-0.003,0
Neg_1457,5798.09,6.929,0
Neg_795,2533.92,4.025,0
Neg_1614,5851.75,1.031,0
Neg_732,3486.08,8.928,0
Neg_2025,6951.830000000001,4.027,0
Neg_2088,4465.150000000001,-4.101,0
Neg_2527,9233.5,-1.169,0
Neg_2021,7618.48,3.062,0
Neg_2570,6145.88,7.096,0
Neg_215,7705.900000000001,1.4,0
Neg_2516,8442.69,4.195,0
Neg_1712,8963.1,-1.07,0
Neg_2010,9022.65,-0.869,0
Neg_1285,4093.62,3.027,0
Neg_2834,4142.650000000001,0.098,0
Neg_2013,2946.52,0.097,0
Neg_945,9523.08,-1.567,0
Neg_1787,10592.72,-1.796,0
Neg_935,6562.67,6.101,0
Neg_2099,3285.86,2.324,0
Neg_2179,1248.39,0.994,0
Neg_2726,1219.27,0.997,0
Neg_1484,8277.560000000001,-1.599,0
Neg_2381,9609.54,4.225,0
Neg_1458,6947.6900000000005,4.296,0
Neg_216,7773.88,0.028,0
Neg_2725,3420.83,3.127,0
Neg_406,3273.47,-3.965,0
Neg_1363,6038.870000000001,2.199,0
Neg_1311,2443.75,3.094,0
Neg_1149,2024.38,3.928,0
Neg_1218,2321.51,-0.004,0
Neg_1597,7551.06,1.229,0
Neg_2745,7242.18,0.337,0
Neg_1477,6774.860000000001,11.999,0
Neg_2803,6096.040000000001,6.865,0
Neg_104,10105.38,-1.864,0
Neg_1900,8881.85,-0.37,0
Neg_2586,7183.780000000001,0.864,0
Neg_2050,8135.110000000001,8.958,0
Neg_1069,2251.51,3.098,0
Neg_336,3684.41,5.96,0
Neg_2260,9675.09,1.335,0
Neg_1733,6951.790000000001,6.297,0
Neg_1555,2590.04,2.998,0
Neg_2329,5597.410000000001,2.195,0
Neg_1878,3099.66,1.796,0
Neg_1893,9989.49,2.995,0
Neg_1716,10284.68,10.968,0
Neg_2322,3729.2,2.996,0
Neg_101,4610.240000000001,3.128,0
Neg_16,6757.77,7.129,0
Neg_31,11788.65,-4.034,0
Neg_240,4019.64,0.996,0
Neg_1117,5617.1,-3.902,0
Neg_2262,3717.15,0.127,0
Neg_2861,8827.83,3.628,0
Neg_1225,6933.06,0.1,0
Neg_261,10465.29,3.495,0
Neg_609,4697.39,-2.035,0
Neg_1352,5319.400000000001,5.959,0
Neg_733,2557.82,-2.8,0
Neg_2593,3468.88,-0.138,0
Neg_2259,1754.87,-0.904,0
Neg_1785,10656.26,10.027,0
Neg_847,5924.110000000001,1.928,0
Neg_684,6580.1,-0.067,0
Neg_1411,3115.44,-3.135,0
Neg_680,1774.1,2.096,0
Neg_502,3301.53,-0.906,0
Neg_1097,8700.890000000001,2.159,0
Neg_1826,9026.01,-0.798,0
Neg_702,9878.22,7.254,0
Neg_1626,5129.8,1.096,0
Neg_2358,10781.77,-6.064,0
Neg_1026,6155.150000000001,1.123,0
Neg_82,10632.17,-4.899,0
Neg_509,3370.69,-2.902,0
Neg_1235,10198.94,0.221,0
Neg_2118,9209.78,2.593,0
Neg_1303,7445.490000000001,1.658,0
Neg_72,6029.84,-2.007,0
Neg_1147,10109.67,6.261,0
Neg_2437,7922.17,-3.931,0
Neg_1770,7597.67,4.93,0
Neg_177,8985.27,3.889,0
Neg_978,5998.64,-0.767,0
Neg_724,2599.16,4.996,0
Neg_1766,4374.85,-5.132,0
Neg_868,3332.56,0.999,0
Neg_1825,7626.64,-3.097,0
Neg_2020,6474.3,0.13,0
Neg_1628,1797.03,0.996,0
Neg_892,8277.11,-14.762,0
Neg_2692,1343.56,0.03,0
Neg_512,1625.81,-2.068,0
Neg_2128,6230.26,1.094,0
Neg_1647,3152.8,4.126,0
Neg_2419,1803.06,0.028,0
Neg_2659,5953.46,5.104,0
Neg_1214,4025.65,1.096,0
Neg_411,8431.52,3.006,0
Neg_2321,6028.830000000001,0.102,0
Neg_1384,2397.69,-1.001,0
Neg_1489,11513.32,-0.837,0
Neg_2666,7227.09,0.36,0
Neg_1905,8728.800000000001,4.228,0
Neg_55,8051.25,-0.937,0
Neg_1178,7466.43,1.199,0
Neg_2369,6990.92,0.736,0
Neg_1,10333.49,1.132,0
Neg_1999,2137.48,4.093,0
Neg_1883,5979.990000000001,-0.841,0
Neg_1643,7933.780000000001,0.003,0
Neg_2885,1508.68,-0.001,0
Neg_1786,7224.21,1.066,0
Neg_1933,7629.370000000001,-0.997,0
Neg_814,3080.46,-2.999,0
Neg_1593,6626.43,0.133,0
Neg_1298,10902.31,9.294,0
Neg_285,9576.76,6.202,0
Neg_2792,4597.030000000001,-2.8,0
Neg_2154,11186.81,4.031,0
Neg_1689,8819.390000000001,-11.888,0
Neg_603,4228.860000000001,-0.999,0
Neg_1021,2422.62,0.196,0
Neg_1820,8354.310000000001,-1.068,0
Neg_222,9577.81,5.095,0
Neg_256,2636.13,0.03,0
Neg_704,4818.26,-0.936,0
Neg_144,8926.98,-1.069,0
Neg_2067,9707.82,1.137,0
Neg_1406,3966.1,-9.06,0
Neg_2616,10244.73,1.434,0
Neg_648,7849.040000000001,-2.7,0
Neg_2774,9399.4,-4.278,0
Neg_292,9017.47,4.298,0
Neg_2667,11345.77,6.125,0
Neg_257,6224.990000000001,-1.938,0
Neg_1768,2476.59,2.194,0
Neg_2249,11606.38,13.136,0
Neg_779,9645.11,10.057,0
Neg_2513,3793.24,-0.008,0
Neg_2425,10118.27,-5.898,0
Neg_2272,2177.43,1.097,0
Neg_361,8769.91,-2.888,0
Neg_1745,2713.11,2.294,0
Neg_2902,9139.73,5.326,0
Neg_808,3686.15,-0.901,0
Neg_407,10651.97,-2.806,0
Neg_191,4774.290000000001,-6.06,0
Neg_1737,10740.03,-1.928,0
Neg_1001,3600.22,2.325,0
Neg_2120,7374.31,5.194,0
Neg_960,8077.31,-1.062,0
Neg_1356,9163.35,4.694,0
Neg_1764,1529.79,-0.039,0
Neg_901,6177.620000000001,-9.198,0
Neg_2556,4297.18,0.995,0
Neg_303,7131.89,4.354,0
Neg_654,10919.13,0.216,0
Neg_251,8110.290000000001,-1.969,0
Neg_1958,6094.950000000001,0.029,0
Neg_2857,2813.35,1.861,0
Neg_1824,6472.9800000000005,-9.992,0
Neg_9,2808.18,-2.07,0
Neg_1397,6826.990000000001,2.195,0
Neg_1841,4883.75,-2.036,0
Neg_1197,11074.7,-1.864,0
Neg_1357,8322.53,0.001,0
Neg_2898,5530.860000000001,4.499,0
Neg_2132,2284.45,-1.003,0
Neg_647,9737.99,-5.03,0
Neg_2646,2650.27,3.927,0
Neg_476,3328.66,-0.899,0
Neg_231,3072.06,0.423,0
Neg_451,7298.280000000001,0.864,0
Neg_1073,2411.77,2.126,0
Neg_7,5914.93,9.998,0
Neg_1877,2731.16,0.096,0
Neg_2912,2283.64,-0.903,0
Neg_1968,6261.950000000001,1.126,0
Neg_2590,5210.700000000001,-2.997,0
Neg_2781,8265.43,-1.066,0
Neg_940,2077.42,-0.072,0
Neg_459,5481.43,7.959,0
Neg_1657,4781.400000000001,-2.135,0
Neg_2544,6638.52,0.998,0
Neg_2345,6279.38,1.96,0
Neg_2406,5977.6,-5.062,0
Neg_2060,10788.38,1.0,0
Neg_2697,3963.6,1.961,0
Neg_1979,7112.030000000001,2.036,0
Neg_875,1374.55,-0.002,0
Neg_798,9476.17,12.066,0
Neg_2520,7985.98,0.134,0
Neg_2252,10572.47,6.958,0
Neg_1502,4968.63,6.992,0
Neg_2316,8553.91,4.901,0
Neg_2282,3751.19,2.094,0
Neg_2664,7691.64,0.104,0
Neg_1274,1752.03,-1.003,0
Neg_1290,2809.09,1.125,0
Neg_299,7381.98,-6.99,0
Neg_2528,6914.81,-2.06,0
Neg_1387,8382.59,-16.885,0
Neg_13,7977.93,-6.864,0
Neg_586,9858.85,-0.87,0
Neg_1691,10745.39,-9.882,0
Neg_629,4727.42,0.001,0
Neg_1089,8517.76,0.099,0
Neg_2884,3198.47,-0.803,0
Neg_2610,9838.47,3.031,0
Neg_470,11287.64,-1.766,0
Neg_1649,1333.67,1.996,0
Neg_1177,7164.030000000001,-4.127,0
Neg_2447,3119.69,1.0,0
Neg_10,3475.19,1.96,0
Neg_2623,7793.820000000001,2.229,0
Neg_265,2829.09,-3.994,0
Neg_273,2918.17,-2.069,0
Neg_2305,8487.18,-14.051,0
Neg_915,7987.31,4.227,0
Neg_1945,6793.660000000001,4.101,0
Neg_961,11174.82,7.209,0
Neg_2662,8647.69,-2.902,0
Neg_1146,9441.57,3.231,0
Neg_1137,4952.450000000001,-0.968,0
Neg_41,8778.32,1.164,0
Neg_1496,5612.35,1.131,0
Neg_2270,5437.910000000001,-5.961,0
Neg_1721,6173.400000000001,4.758,0
Neg_2196,8397.550000000001,-2.888,0
Neg_1988,8550.85,-3.961,0
Neg_2464,6624.610000000001,0.929,0
Neg_521,8806.220000000001,-2.041,0
Neg_1062,6342.410000000001,6.894,0
Neg_899,3214.63,2.032,0
Neg_374,8196.890000000001,-2.934,0
Neg_2106,8051.3,6.196,0
Neg_3,10267.08,7.025,0
Neg_405,2103.33,-0.97,0
Neg_1873,2586.84,-2.068,0
Neg_2506,5761.56,0.005,0
Neg_2777,9146.25,2.231,0
Neg_762,1948.18,0.931,0
Neg_401,1071.19,-1.002,0
Neg_1801,1827.07,6.995,0
Neg_2863,3415.95,1.93,0
Neg_2412,8423.5,-0.028,0
Neg_1094,10081.27,-10.688,0
Neg_1795,2364.77,-0.001,0
Neg_1144,1611.78,0.591,0
Neg_1201,7179.870000000001,-4.605,0
Neg_2435,2872.19,0.0,0
Neg_252,10506.09,-0.868,0
Neg_2676,10114.63,5.198,0
Neg_322,4614.370000000001,0.962,0
Neg_1525,9643.8,1.204,0
Neg_1228,11544.08,-1.725,0
Neg_2042,7484.400000000001,6.319,0
Neg_2308,5433.2300000000005,2.0,0
Neg_2157,8877.02,5.297,0
Neg_2159,3913.63,4.997,0
Neg_2734,8415.720000000001,-0.771,0
Neg_1207,5918.93,-0.067,0
Neg_120,5706.43,2.198,0
Neg_2631,6563.6900000000005,7.965,0
Neg_595,4652.96,2.157,0
Neg_993,2880.31,0.997,0
Neg_1596,2342.56,-1.001,0
Neg_2868,8799.1,0.0,0
Neg_579,6474.370000000001,3.029,0
Neg_1663,3049.41,0.298,0
Neg_1040,10378.77,-1.866,0
Neg_2240,9528.09,1.062,0
Neg_2349,10075.56,17.225,0
Neg_2207,8289.29,-1.279,0
Neg_1153,2413.79,2.861,0
Neg_580,1766.07,2.928,0
Neg_2390,4544.01,3.225,0
Neg_1683,5070.740000000001,5.097,0
Neg_2601,8346.390000000001,4.028,0
Neg_2888,9984.54,-1.964,0
Neg_1121,3627.06,-1.999,0
Neg_2688,4595.34,1.0,0
Neg_1493,1306.26,-2.001,0
Neg_1272,4096.530000000001,-2.966,0
Neg_1242,8427.67,4.164,0
Neg_1292,3519.56,-6.058,0
Neg_2398,8451.58,0.496,0
Neg_1990,3745.33,0.197,0
Neg_2241,2060.29,1.998,0
Neg_508,10028.36,-0.576,0
Neg_307,11334.8,3.067,0
Neg_2448,6007.610000000001,-3.897,0
Neg_600,10537.87,8.224,0
Neg_601,10029.37,-0.128,0
Neg_1217,9932.95,-4.829,0
Neg_839,2256.59,1.928,0
Neg_682,2008.44,0.997,0
Neg_2187,3718.64,2.958,0
Neg_2821,9462.63,3.896,0
Neg_2789,1553.97,0.388,0
Neg_169,7593.67,-0.971,0
Neg_320,7047.0,-0.971,0
Neg_2889,9927.15,-5.799,0
Neg_17,2950.26,0.929,0
Neg_1714,10151.45,4.965,0
Neg_2605,9491.77,2.036,0
Neg_1527,1472.82,0.996,0
Neg_83,1801.02,2.001,0
Neg_2246,10305.54,1.159,0
Neg_114,2342.62,3.095,0
Neg_1808,7300.18,-0.792,0
Neg_958,1851.88,-5.995,0
Neg_2093,6334.0,3.325,0
Neg_1561,6678.400000000001,1.127,0
Neg_1870,2017.43,0.996,0
Neg_1335,3317.64,-2.475,0
Neg_1574,10594.26,3.365,0
Neg_2188,9007.140000000001,-10.118,0
Neg_608,2348.71,4.095,0
Neg_1240,3881.35,1.033,0
Neg_2628,3441.36,2.192,0
Neg_1855,4590.0,-3.036,0
Neg_1793,4279.6900000000005,-2.899,0
Neg_2263,3815.1,3.098,0
Neg_2400,8315.37,3.687,0
Neg_1583,3011.36,-1.804,0
Neg_410,1386.54,-1.07,0
Neg_2849,7232.6,-15.047,0
Neg_1389,10757.13,-4.097,0
