,Refractivity,y
Neg_79,0.0267729772280388,0
Neg_2483,0.0378511978199498,0
Neg_2866,0.0391609994345376,0
Neg_133,0.0046304718973403,0
Neg_1514,0.0203869596262735,0
Neg_1790,0.0375806078211011,0
Neg_2219,0.0259044781972827,0
Neg_2758,0.0214102543402641,0
Neg_621,0.0376475136254761,0
Neg_904,0.0542176072227072,0
Neg_736,0.0260626384063823,0
Neg_431,0.0089580007828104,0
Neg_2469,0.0688276178422339,0
Neg_2895,0.0180413475584922,0
Neg_202,0.0156938666448544,0
Neg_478,0.0265528668655599,0
Neg_1929,0.0232576255820151,0
Neg_1179,0.023270883873909,0
Neg_116,0.0135418542861797,0
Neg_2854,0.0083093912808483,0
Neg_2229,0.0546890056493983,0
Neg_301,0.0151332203161929,0
Neg_2264,0.0165129275325834,0
Neg_58,0.0237701738969572,0
Neg_37,0.0115374371592708,0
Neg_1299,0.0130699518047987,0
Neg_2238,0.0420890819235707,0
Neg_1065,0.0254932506634685,0
Neg_2393,0.0277869652072475,0
Neg_1063,0.0091828766964927,0
Neg_2681,0.0288615241247528,0
Neg_1206,0.0512682648716794,0
Neg_926,0.0324879377308595,0
Neg_1834,0.0591497397130664,0
Neg_219,0.0282341581884979,0
Neg_1051,0.0295185854575207,0
Neg_2732,0.0603032019867208,0
Neg_22,0.0584369511901882,0
Neg_2672,0.016634840455457,0
Neg_1925,0.0298187785958542,0
Neg_1046,0.0081001399345348,0
Neg_2602,0.0257933423168613,0
Neg_2626,0.0106899452088036,0
Neg_664,0.004728669561983,0
Neg_1033,0.0188460499073394,0
Neg_1541,0.0312132572065062,0
Neg_352,0.0108339444163372,0
Neg_2763,0.0076905716054265,0
Neg_2198,0.0266420850511952,0
Neg_260,0.0349689147997199,0
Neg_743,0.0285976493479836,0
Neg_1798,0.0708543664525246,0
Neg_805,0.0187285723571305,0
Neg_2446,0.0232191158994283,0
Neg_1456,0.0508018914879275,0
Neg_853,0.0228749932717549,0
Neg_1866,0.0595945673084111,0
Neg_1972,0.0114568696002131,0
Neg_1250,0.0153301334552334,0
Neg_2893,0.0288016123850056,0
Neg_415,0.0241702700743298,0
Neg_2440,0.0723126361551388,0
Neg_1947,0.0131731074818788,0
Neg_2296,0.0267734242365882,0
Neg_1491,0.0124453727875655,0
Neg_1592,0.0305370232571469,0
Neg_833,0.0181842509472375,0
Neg_2254,0.0930953429817596,0
Neg_2786,0.0158770491667454,0
Neg_1307,0.0018530568155394,0
Neg_1022,0.0709559453772006,0
Neg_2289,0.0377407858724411,0
Neg_2564,0.0165179098411788,0
Neg_1131,0.0311850339197119,0
Neg_2814,0.027599457100808,0
Neg_2346,0.0522307384310054,0
Neg_2538,0.027327361142901,0
Neg_503,0.0205286181254029,0
Neg_614,0.0252251020989138,0
Neg_2227,0.0258123173304412,0
Neg_1977,0.0333213371956194,0
Neg_1151,0.0304693831574978,0
Neg_2315,0.0313947647009726,0
Neg_1180,0.0116936024672683,0
Neg_308,0.0212962154477923,0
Neg_1426,0.0276749905668037,0
Neg_12,0.0310387721446222,0
Neg_506,0.0023122606333205,0
Neg_136,0.0065905798210134,0
Neg_378,0.0338738517426058,0
Neg_2058,0.048553751601281,0
Neg_2336,0.0221375108045264,0
Neg_2220,0.0137290128947597,0
Neg_262,0.024806353006293,0
Neg_1888,0.0085552252512234,0
Neg_2552,0.009598265532493,0
Neg_1340,0.0286827649185319,0
Neg_1753,0.0312099313407901,0
Neg_941,0.0312109527678878,0
Neg_689,0.0035913488144324,0
Neg_403,0.0120552235595831,0
Neg_2524,0.0299950096501072,0
Neg_1006,0.024201248662558,0
Neg_89,0.0135859549106938,0
Neg_1956,0.037136170448203,0
Neg_2723,0.0031508051663643,0
Neg_34,0.0437985767492568,0
Neg_757,0.024368005673176,0
Neg_1170,0.0718715203704034,0
Neg_1405,0.0199008395631562,0
Neg_1634,0.0094334115855087,0
Neg_835,0.0209234855537949,0
Neg_1809,0.0097268259142561,0
Neg_296,0.0156923903661735,0
Neg_1989,0.0345268617402515,0
Neg_636,0.0225624251217039,0
Neg_1350,0.0207547783971998,0
Neg_160,0.0604018892434844,0
Neg_1524,0.0260733924777323,0
Neg_836,0.0152107846455196,0
Neg_1885,0.044839431345717,0
Neg_1723,0.0240289146468023,0
Neg_1139,0.0109055066236648,0
Neg_531,0.0537678096112798,0
Neg_131,0.0234887972377459,0
Neg_226,0.0180021064251553,0
Neg_2031,0.0149373076177367,0
Neg_1050,0.053885093457048,0
Neg_2215,0.0292888595065699,0
Neg_1008,0.0300754367600958,0
Neg_755,0.0599183130872587,0
Neg_1309,0.0339434756121916,0
Neg_1348,0.0264794062220586,0
Neg_2829,0.0217383630674412,0
Neg_1281,0.0730855944659767,0
Neg_2879,0.0446825898403674,0
Neg_2182,0.0139475203918712,0
Neg_513,0.0306818988955267,0
Neg_2222,0.0213121906588923,0
Neg_2348,0.0417664298204789,0
Neg_549,0.0286433675384578,0
Neg_2669,0.0253961786320047,0
Neg_1248,0.0384637436348955,0
Neg_19,0.0364654875968821,0
Neg_1763,0.0408587905766469,0
Neg_2832,0.0196668824973366,0
Neg_1992,0.0019301275685857,0
Neg_2675,0.0283370246192471,0
Neg_203,0.0428896498766943,0
Neg_2314,0.0118470097577941,0
Neg_460,0.0340458230893886,0
Neg_248,0.0174216133891619,0
Neg_418,0.0151340580776004,0
Neg_1007,0.0191010091206352,0
Neg_2178,0.013528173094581,0
Neg_537,0.046797831606853,0
Neg_97,0.0178281712661126,0
Neg_1719,0.0413682297959631,0
Neg_1777,0.0208784660586124,0
Neg_771,0.0226361764678179,0
Neg_2070,0.0255372247726932,0
Neg_1418,0.0228833660358651,0
Neg_1167,0.0441782337588294,0
Neg_2477,0.0149184848733234,0
Neg_715,0.0093251486916284,0
Neg_616,0.0224412066655678,0
Neg_558,0.0305433186928923,0
Neg_64,0.0296122360000349,0
Neg_1316,0.0227371818779694,0
Neg_1507,0.0188145178854824,0
Neg_1101,0.0064194249881243,0
Neg_1796,0.0163262608983544,0
Neg_1223,0.0066397017969767,0
Neg_538,0.014896226307584,0
Neg_302,0.0148819133393242,0
Neg_200,0.0008816377872505,0
Neg_1730,0.0145515190872187,0
Neg_876,0.0057615240296922,0
Neg_326,0.0134489100960106,0
Neg_1436,0.058616582481537,0
Neg_727,0.0394562807810917,0
Neg_1831,0.0244008031183454,0
Neg_900,0.1107876010138689,0
Neg_1637,0.0394846921640404,0
Neg_2635,0.0282102659735618,0
Neg_2454,0.029474893904149,0
Neg_1216,0.0173908041749439,0
Neg_2191,0.0122671930524323,0
Neg_1275,0.0082625888287503,0
Neg_2151,0.0442557507265304,0
Neg_1402,0.0822725516206045,0
Neg_717,0.0631097891034371,0
Neg_1862,0.0210846174033061,0
Neg_158,0.0504254207952634,0
Neg_1740,0.0161680086868462,0
Neg_1424,0.0124322140566012,0
Neg_943,0.0180755998140132,0
Neg_1688,0.0770556440062733,0
Neg_148,0.0238790602508288,0
Neg_2796,0.0354607053605165,0
Neg_1887,0.0167853520400922,0
Neg_2811,0.0636299270187045,0
Neg_859,0.0232155357338754,0
Neg_2155,0.0370444887468165,0
Neg_2045,0.0211035008426822,0
Neg_1104,0.0363873669491545,0
Neg_2638,0.0133427289343287,0
Neg_962,0.0172955772205596,0
Neg_2828,0.0150981475310374,0
Neg_1944,0.0218512992648292,0
Neg_523,0.042675764305945,0
Neg_1319,0.0235294528920994,0
Neg_562,0.0607555110714231,0
Neg_2456,0.0243481621252977,0
Neg_1500,0.0278023003639445,0
Neg_1913,0.0913435039239044,0
Neg_286,0.0055990349226813,0
Neg_2871,0.0180015002435926,0
Neg_456,0.0271041378791484,0
Neg_984,0.0250677131648785,0
Neg_1837,0.0195948341994163,0
Neg_2617,0.0528778909384579,0
Neg_139,0.0305232700633439,0
Neg_1815,0.0170224505123207,0
Neg_1157,0.0106777855329557,0
Neg_1317,0.0238994177900137,0
Neg_2405,0.0065878917734485,0
Neg_45,0.0411025504757983,0
Neg_1797,0.0332284337121987,0
Neg_2769,0.0330240100949399,0
Neg_1390,0.0110205786781739,0
Neg_1018,0.0451708620607994,0
Neg_602,0.0790766406241954,0
Neg_182,0.0166911917435057,0
Neg_1056,0.0152586187365132,0
Neg_2567,0.0084177152492998,0
Neg_849,0.0211338336266106,0
Neg_2338,0.0612121270113484,0
Neg_422,0.0125336025417002,0
Neg_1421,0.0082796904624637,0
Neg_2439,0.0143304225187311,0
Neg_563,0.0143872959785441,0
Neg_1622,0.039898412942145,0
Neg_1578,0.0198962349833123,0
Neg_1939,0.0161414779359387,0
Neg_163,0.0204664754575194,0
Neg_287,0.0395450799139426,0
Neg_787,0.0543898977960903,0
Neg_1846,0.0131289823636628,0
Neg_1280,0.0303504935006331,0
Neg_1918,0.020283803627992,0
Neg_999,0.0032427388462863,0
Neg_314,0.0243914986804148,0
Neg_2192,0.0344456991730372,0
Neg_605,0.0090768694412446,0
Neg_413,0.0599593153381389,0
Neg_1861,0.0021807618372584,0
Neg_342,0.0465468064215836,0
Neg_398,0.0238813372864224,0
Neg_96,0.0278657970400489,0
Neg_1924,0.0495252483287277,0
Neg_592,0.02634794213838,0
Neg_1985,0.0161805700522714,0
Neg_1045,0.024523795667346,0
Neg_2542,0.0310464717717198,0
Neg_2165,0.0093718180781664,0
Neg_1526,0.0315952554807738,0
Neg_2709,0.0452509097285809,0
Neg_2230,0.020095272897294,0
Neg_2137,0.0354139466127853,0
Neg_2068,0.0473026139686149,0
Neg_2163,0.0448799553811598,0
Neg_2247,0.0110116911626388,0
Neg_529,0.0202081502704501,0
Neg_936,0.0178307975303806,0
Neg_2418,0.0318702888363805,0
Neg_2487,0.0137183468302235,0
Neg_703,0.0299730550065809,0
Neg_1742,0.027721155224757,0
Neg_305,0.0190800742976567,0
Neg_1078,0.0460681462865636,0
Neg_1672,0.0259959938375504,0
Neg_2568,0.0809384544178564,0
Neg_1911,0.0125224776909022,0
Neg_2397,0.0342519626318221,0
Neg_992,0.0091718660404535,0
Neg_1161,0.0333526042364649,0
Neg_2581,0.0096290143958571,0
Neg_701,0.0205543959940291,0
Neg_464,0.0154712073771099,0
Neg_1692,0.0334613934964796,0
Neg_774,0.0212891839609128,0
Neg_2620,0.0224607186483379,0
Neg_979,0.023025647041806,0
Neg_2827,0.0320569330975711,0
Neg_2729,0.0268438393760684,0
Neg_2277,0.0397580726411955,0
Neg_1632,0.0383208764858991,0
Neg_2756,0.0723874678343369,0
Neg_1898,0.0065159946405429,0
Neg_1391,0.0280364865750952,0
Neg_1059,0.0133802841426617,0
Neg_1746,0.043031427489172,0
Neg_1847,0.0493619128010896,0
Neg_1490,0.0279709550640957,0
Neg_450,0.0744388657467704,0
Neg_1448,0.0447996304032186,0
Neg_2410,0.0077164830572868,0
Neg_1301,0.0014848352477517,0
Neg_696,0.0415467557351961,0
Neg_2757,0.0079760515145116,0
Neg_815,0.0378726211871155,0
Neg_890,0.0249944614482122,0
Neg_2049,0.0188308529459747,0
Neg_634,0.0307227669320933,0
Neg_1241,0.0272667930296721,0
Neg_1265,0.0200029286133469,0
Neg_1145,0.0198469697218362,0
Neg_364,0.0248146026878181,0
Neg_2428,0.025225610689641,0
Neg_2873,0.0250255236837122,0
Neg_2762,0.0073011513001611,0
Neg_1932,0.0340939862900434,0
Neg_218,0.0325650673463398,0
Neg_1471,0.0369738032114312,0
Neg_211,0.0082990777398009,0
Neg_88,0.0343666221335405,0
Neg_1800,0.0173920846082496,0
Neg_1995,0.0486383786226542,0
Neg_2231,0.0119738189459238,0
Neg_1090,0.0332510276136924,0
Neg_1457,0.0417589726650454,0
Neg_795,0.0606742423178518,0
Neg_1614,0.0716195059684155,0
Neg_732,0.0444861840794994,0
Neg_2025,0.0561626207340216,0
Neg_2088,0.0386494570160369,0
Neg_2527,0.0270956498267126,0
Neg_2021,0.0311371407180767,0
Neg_2570,0.0250533084814272,0
Neg_215,0.0245681705072436,0
Neg_2516,0.0192837077890235,0
Neg_1712,0.0334741197989958,0
Neg_2010,0.0104518711972286,0
Neg_1285,0.0422931764118927,0
Neg_2834,0.0174518263178118,0
Neg_2013,0.0232087969772613,0
Neg_945,0.0294131946245231,0
Neg_1787,0.0061350111372495,0
Neg_935,0.0049082355356092,0
Neg_2099,0.016582537277064,0
Neg_2179,0.0661218943802424,0
Neg_2726,0.0304424630840028,0
Neg_1484,0.0160184789490272,0
Neg_2381,0.0217118740868325,0
Neg_1458,0.019088078892462,0
Neg_216,0.0291734074067653,0
Neg_2725,0.0744213575510075,0
Neg_406,0.0157436000551097,0
Neg_1363,0.0309977048532169,0
Neg_1311,0.0938173946459626,0
Neg_1149,0.0663136613022458,0
Neg_1218,0.0505040096906947,0
Neg_1597,0.0163977185726598,0
Neg_2745,0.0121378494024758,0
Neg_1477,0.0133466880758615,0
Neg_2803,0.0219743227017142,0
Neg_104,0.007856123842309,0
Neg_1900,0.0132544189642593,0
Neg_2586,0.0476813987742569,0
Neg_2050,0.0117898620822598,0
Neg_1069,0.0460026290750658,0
Neg_336,0.0662659252245973,0
Neg_2260,0.0076738927871769,0
Neg_1733,0.0253451143207487,0
Neg_1555,0.0804029844806052,0
Neg_2329,0.0307106643363432,0
Neg_1878,0.027117784495299,0
Neg_1893,0.0135966877606865,0
Neg_1716,0.022084336107097,0
Neg_2322,0.0309561991655234,0
Neg_101,0.0154112203008152,0
Neg_16,0.0291115707237122,0
Neg_31,0.0270871437221648,0
Neg_240,0.0520656123084367,0
Neg_1117,0.0407667647884109,0
Neg_2262,0.0405597629150256,0
Neg_2861,0.0680558060891926,0
Neg_1225,0.0206402917930497,0
Neg_261,0.0381913048834101,0
Neg_609,0.0248742242250331,0
Neg_1352,0.0377815121029167,0
Neg_733,0.0562660224351873,0
Neg_2593,0.0574784090454654,0
Neg_2259,0.0261377581298411,0
Neg_1785,0.0404940358108971,0
Neg_847,0.0417133755770223,0
Neg_684,0.0091922667089767,0
Neg_1411,0.0336550952827522,0
Neg_680,0.0614162793627921,0
Neg_502,0.0437874703008915,0
Neg_1097,0.021538132273845,0
Neg_1826,0.0206328162849081,0
Neg_702,0.0216224897773519,0
Neg_1626,0.0215401394362421,0
Neg_2358,0.0116822585834704,0
Neg_1026,0.0052585778140102,0
Neg_82,0.0179429567595625,0
Neg_509,0.0264687173300332,0
Neg_1235,0.0236492857041679,0
Neg_2118,0.0254405056035567,0
Neg_1303,0.0393515775482131,0
Neg_72,0.0178176361921051,0
Neg_1147,0.0149156374710418,0
Neg_2437,0.0130197464993146,0
Neg_1770,0.014083739078842,0
Neg_177,0.02817281275308,0
Neg_978,0.0112846447833901,0
Neg_724,0.0206333587424188,0
Neg_1766,0.0486737016881166,0
Neg_868,0.0488617346146449,0
Neg_1825,0.03251589841109,0
Neg_2020,0.0265453278878168,0
Neg_1628,0.0753174847766636,0
Neg_892,0.0167364478611701,0
Neg_2692,0.106490115707778,0
Neg_512,0.0246444042207168,0
Neg_2128,0.0177500724261794,0
Neg_1647,0.041830703220066,0
Neg_2419,0.0437394095892074,0
Neg_2659,0.0313398669118505,0
Neg_1214,0.0682740465013189,0
Neg_411,0.0184411070480955,0
Neg_2321,0.0268671320620831,0
Neg_1384,0.0272304490625435,0
Neg_1489,0.0157109006190906,0
Neg_2666,0.0157586557606531,0
Neg_1905,0.0374299374343487,0
Neg_55,0.0127980058949119,0
Neg_1178,0.0071309988422111,0
Neg_2369,0.0101562326309459,0
Neg_1,0.0099958355879577,0
Neg_1999,0.0439163411488278,0
Neg_1883,0.0588648771546559,0
Neg_1643,0.0386394014960401,0
Neg_2885,0.0667741339447759,0
Neg_1786,0.029157790190095,0
Neg_1933,0.003845032398997,0
Neg_814,0.026447364473606,0
Neg_1593,0.0228177629095348,0
Neg_1298,0.0064424539723398,0
Neg_285,0.0082635505123009,0
Neg_2792,0.0261219733601549,0
Neg_2154,0.0304461180446072,0
Neg_1689,0.0318995383182027,0
Neg_603,0.016702649514109,0
Neg_1021,0.0606562094803455,0
Neg_1820,0.0138705350183326,0
Neg_222,0.0420141969011329,0
Neg_256,0.0920243450114944,0
Neg_704,0.0290036486745657,0
Neg_144,0.0224881728086008,0
Neg_2067,0.0212619009348339,0
Neg_1406,0.043601922390213,0
Neg_2616,0.0388556198437541,0
Neg_648,0.0099785348883893,0
Neg_2774,0.0181603535892911,0
Neg_292,0.02562766952611,0
Neg_2667,0.0133039153133914,0
Neg_257,0.0293987521553896,0
Neg_1768,0.0378296438374926,0
Neg_2249,0.019801665903207,0
Neg_779,0.0085581717716963,0
Neg_2513,0.0379567463267059,0
Neg_2425,0.030402077588595,0
Neg_2272,0.0397979649350475,0
Neg_361,0.016732500734325,0
Neg_1745,0.0487001109672775,0
Neg_2902,0.0186764187837969,0
Neg_808,0.0451709046705154,0
Neg_407,0.016309326672298,0
Neg_191,0.0343287828760088,0
Neg_1737,0.0147706132861522,0
Neg_1001,0.0688032781213575,0
Neg_2120,0.0113798175395586,0
Neg_960,0.0258504770697116,0
Neg_1356,0.0298583506845868,0
Neg_1764,0.0543669436176469,0
Neg_901,0.0228742277792616,0
Neg_2556,0.0144091381486581,0
Neg_303,0.0055163973832232,0
Neg_654,0.0425060021025218,0
Neg_251,0.0236201199686835,0
Neg_1958,0.0276633294515901,0
Neg_2857,0.0148712638214415,0
Neg_1824,0.0061347495807883,0
Neg_9,0.0572397377962747,0
Neg_1397,0.0121860343346521,0
Neg_1841,0.0452733720713516,0
Neg_1197,0.0113684376761721,0
Neg_1357,0.0203041543041514,0
Neg_2898,0.0169441220453911,0
Neg_2132,0.0540245835801869,0
Neg_647,0.0421129455975871,0
Neg_2646,0.0753795197370548,0
Neg_476,0.0256881762502851,0
Neg_231,0.0084770710505938,0
Neg_451,0.0223185933159937,0
Neg_1073,0.0367603113504582,0
Neg_7,0.0272287990436679,0
Neg_1877,0.0232480636823131,0
Neg_2912,0.0615902355199748,0
Neg_1968,0.0338489709549386,0
Neg_2590,0.0224146010220103,0
Neg_2781,0.038140976519613,0
Neg_940,0.0270393405528224,0
Neg_459,0.0577076559309419,0
Neg_1657,0.0169766025078639,0
Neg_2544,0.0039326864762935,0
Neg_2345,0.0253355520234722,0
Neg_2406,0.0241803353890808,0
Neg_2060,0.0056193906258434,0
Neg_2697,0.0491505283138418,0
Neg_1979,0.0077588637952863,0
Neg_875,0.0881822586664126,0
Neg_798,0.0273632232717652,0
Neg_2520,0.0076708100431948,0
Neg_2252,0.0077344233200172,0
Neg_1502,0.0445528105039657,0
Neg_2316,0.0149790864436027,0
Neg_2282,0.0206550478346504,0
Neg_2664,0.0183241234817278,0
Neg_1274,0.0737512820007002,0
Neg_1290,0.0190152688815596,0
Neg_299,0.016796573082859,0
Neg_2528,0.0015198932299821,0
Neg_1387,0.0282194400688362,0
Neg_13,0.002814727522761,0
Neg_586,0.0253234349841477,0
Neg_1691,0.0313742622585728,0
Neg_629,0.0599702021484309,0
Neg_1089,0.0153326652951134,0
Neg_2884,0.0131679087948776,0
Neg_2610,0.0177995956270562,0
Neg_470,0.0242089009382673,0
Neg_1649,0.0288696653656352,0
Neg_1177,0.0357017324376223,0
Neg_2447,0.0398552889106599,0
Neg_10,0.0226932230984882,0
Neg_2623,0.0258082873131003,0
Neg_265,0.0397076351775074,0
Neg_273,0.0520063845527421,0
Neg_2305,0.0037864376862274,0
Neg_915,0.0390248106893318,0
Neg_1945,0.0177809966580413,0
Neg_961,0.0068852577282007,0
Neg_2662,0.031557942758694,0
Neg_1146,0.0208078709032625,0
Neg_1137,0.0189152367169983,0
Neg_41,0.0178630121116704,0
Neg_1496,0.0286170330552991,0
Neg_2270,0.0244470115368899,0
Neg_1721,0.0183121379019073,0
Neg_2196,0.0409240012385337,0
Neg_1988,0.0081318051444097,0
Neg_2464,0.0193875799212913,0
Neg_521,0.0103136101454184,0
Neg_1062,0.0166144833348772,0
Neg_899,0.0599864934586253,0
Neg_374,0.0141033300376975,0
Neg_2106,0.0186731354866299,0
Neg_3,0.0226243864292177,0
Neg_405,0.0821957680056524,0
Neg_1873,0.0284357245848281,0
Neg_2506,0.0176829890508916,0
Neg_2777,0.0454884840837955,0
Neg_762,0.0107064580042241,0
Neg_401,0.0414753469534698,0
Neg_1801,0.1069827521973526,0
Neg_2863,0.0371572659461996,0
Neg_2412,0.034671339613034,0
Neg_1094,0.0132182763165765,0
Neg_1795,0.0709377808957021,0
Neg_1144,0.1951495183533424,0
Neg_1201,0.0028030300342235,0
Neg_2435,0.0451862876556492,0
Neg_252,0.0198315050030701,0
Neg_2676,0.0130244738668809,0
Neg_322,0.0328490702780097,0
Neg_1525,0.0282245098362116,0
Neg_1228,0.0242519626535245,0
Neg_2042,0.0253365906504262,0
Neg_2308,0.035805455957343,0
Neg_2157,0.0288462086722748,0
Neg_2159,0.0293272568131696,0
Neg_2734,0.023416630449295,0
Neg_1207,0.017807398989759,0
Neg_120,0.01697607041948,0
Neg_2631,0.0307916703405118,0
Neg_595,0.0555681993005542,0
Neg_993,0.0553654106281562,0
Neg_1596,0.0543421834812951,0
Neg_2868,0.0499370946728225,0
Neg_579,0.0177811674833278,0
Neg_1663,0.0596409424812782,0
Neg_1040,0.0198583609801877,0
Neg_2240,0.0031595166384656,0
Neg_2349,0.0248214732447157,0
Neg_2207,0.0322238008425073,0
Neg_1153,0.0403136594293991,0
Neg_580,0.0475822756103975,0
Neg_2390,0.010187338366392,0
Neg_1683,0.0307348993270381,0
Neg_2601,0.0350094316747541,0
Neg_2888,0.0186776068901055,0
Neg_1121,0.0298986032525008,0
Neg_2688,0.0100537233768516,0
Neg_1493,0.0467191554990759,0
Neg_1272,0.0642752384263893,0
Neg_1242,0.0165033893442934,0
Neg_1292,0.0444605737946075,0
Neg_2398,0.0123557697726566,0
Neg_1990,0.0289535247888615,0
Neg_2241,0.0356200759576593,0
Neg_508,0.0192858871061535,0
Neg_307,0.0229828080420568,0
Neg_2448,0.026840807580295,0
Neg_600,0.0165324299768269,0
Neg_601,0.018569002103038,0
Neg_1217,0.0125798519394944,0
Neg_839,0.0615852716919076,0
Neg_682,0.05549707236777,0
Neg_2187,0.0577441097254822,0
Neg_2821,0.0248154778723752,0
Neg_2789,0.0681092417591869,0
Neg_169,0.0163914164251047,0
Neg_320,0.0075998233700341,0
Neg_2889,0.012331036853121,0
Neg_17,0.0105734269412559,0
Neg_1714,0.0135148003332204,0
Neg_2605,0.0165424784444033,0
Neg_1527,0.1221141712374894,0
Neg_83,0.021688810651171,0
Neg_2246,0.0233929420972956,0
Neg_114,0.0375959514722688,0
Neg_1808,0.0181850470413329,0
Neg_958,0.0221072018322133,0
Neg_2093,0.0330995411330692,0
Neg_1561,0.0213655423214339,0
Neg_1870,0.0229007012736425,0
Neg_1335,0.0329894922655355,0
Neg_1574,0.0336871878166802,0
Neg_2188,0.0011736343945918,0
Neg_608,0.054810671878668,0
Neg_1240,0.0672116659833968,0
Neg_2628,0.056118429164219,0
Neg_1855,0.0078221361375431,0
Neg_1793,0.0352449596459123,0
Neg_2263,0.0127830892067529,0
Neg_2400,0.0144291601353661,0
Neg_1583,0.0664425670338464,0
Neg_410,0.0368793851223303,0
Neg_2849,0.0142298910246169,0
Neg_1389,0.0232759737805872,0
Neg_130,0.0148701352374463,0
Neg_2784,0.018922461699321,0
Neg_2759,0.0223557482875691,0
Neg_2148,0.0302988497025428,0
Neg_2886,0.0082993197142373,0
Neg_903,0.0552777007195062,0
Neg_2844,0.008147266605757,0
Neg_1071,0.024180619775272,0
Neg_2491,0.0117952865707877,0
Neg_2731,0.0249868484234673,0
Neg_1497,0.0295939476968754,0
Neg_2096,0.0484757428784998,0
Neg_2234,0.004581033119162,0
Neg_263,0.0156205657129999,0
Neg_2409,0.0174043128026414,0
Neg_171,0.0072643817014906,0
Neg_2185,0.027546584309547,0
Neg_1630,0.0463709267458345,0
Neg_239,0.0211204108229955,0
Neg_933,0.0195401782138962,0
Neg_2276,0.0099078776577855,0
Neg_2707,0.0002086106645707,0
Neg_1971,0.0464284693022266,0
Neg_293,0.0739157504040513,0
Neg_766,0.0184483367073496,0
Neg_1208,0.0244747545960112,0
Neg_1076,0.0134835779602262,0
Neg_2860,0.0445262953896636,0
Neg_2048,0.078881783008032,0
Neg_837,0.0371034265053278,0
Neg_2085,0.0259732904177144,0
Neg_1812,0.0324085987921931,0
Neg_659,0.0204851064844882,0
Neg_2775,0.0225821822699036,0
Neg_807,0.0145818936557087,0
Neg_379,0.0143787670722593,0
Neg_683,0.0091617013230045,0
Neg_2124,0.0317012463282214,0
Neg_1239,0.0419989637994197,0
Neg_1478,0.0079631575735859,0
Neg_711,0.093357220320812,0
Neg_1422,0.0164464501931682,0
Neg_2642,0.0150244911607473,0
Neg_2243,0.0322349105037533,0
Neg_419,0.0309329100004871,0
Neg_2335,0.0171407120982295,0
Neg_708,0.0281723465820938,0
Neg_2224,0.0311402989837082,0
