,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
Neg_1859,0.1252987663950593,0.1776883432090344,-0.3675501935393923,0.0707865251448323,0.2069202380333271,-0.1501193929476851,-0.0715999989938508,0.0275500564929893,0.0649214222650291,0.0527072800289751,0.1476444260012644,-0.1035318038028346,-0.1210923221557257,-0.0649331730944317,0.0506194690265486,-0.0091410808602127,-0.0732854844097974,-0.0850721999609543,-0.2399918680976655,0.0420178272168654,-0.097135501420834,-0.1086152672476139,-0.0277760315778883,-0.1094720207367852,0
Neg_1088,-0.1042690172381178,0.0699907023297346,0.1935862429595958,-0.013821186722688,0.1402873879924701,-0.2114792297043498,-0.2872535914852509,0.2359138934663106,0.1361134377424193,0.015192272972081,-0.0527426441363631,0.134452925025695,-0.2375169211967112,0.2393559656032776,0.1013535635060722,-0.2723665147791932,0.1987982706025158,0.1645699004524977,-0.1491969720829098,0.1134543988812356,0.1577685055242317,-0.1267555407717396,0.0168450802391155,-0.0452704804158446,0
Neg_448,-0.0044399311037935,-0.0811333937731483,0.0843817003804079,-0.1933665168151552,-0.1199261890460616,0.1936044445797781,-0.0569943746331673,-0.0748217128625258,0.0513832112809114,0.114791886347148,-0.177399026863908,0.1189099533094896,-0.0447669580894705,-0.0173532767581731,0.0241546387752354,-0.0282496177649822,-0.0422408754247898,-0.010558567882999,-0.0665552143621426,0.1832445365726169,-0.005804275892767,-0.0754192459546012,-0.0751227371368495,-0.0265866166232679,0
Neg_2831,-0.0920570035503297,0.0156058486711512,0.1574885991383591,-0.073508068552151,0.0639319214587189,0.1951435045098897,-0.0556092195868401,0.0046651718568158,0.1145461295469239,0.0054335088138446,0.0305646134063113,0.2657517486377993,-0.0924274554926772,-0.0223975558974453,0.1453330373674269,-0.0623612466205623,-0.0127245978814167,0.0966206552217823,0.0471594861835506,0.0416618113119833,0.0676348181756905,-0.0569296920133866,-0.0539452598436356,-0.0116323288224512,0
Neg_358,-0.1864075228630437,-0.221967318623548,0.0144875423990041,-0.0340286332506944,-0.0670828478552837,-0.1083381437984939,-0.0326866151579207,0.2664567651220369,0.0026264201241034,-0.025639359316146,0.0281116096509349,-0.1689610743410164,-0.0028146656317088,0.2864685073451788,0.0111349409606065,-0.0608531091074247,0.2246495506968745,0.0202193056358294,-0.0818962109300583,0.0914713152881011,-0.0446971025134685,-0.2270167550275173,-0.0028268191051636,-0.1413087767902321,0
Neg_2287,0.1617451505610496,0.1276911224512235,0.314272251639042,0.2054806148624594,-0.0213492582903878,0.3289002479310686,-0.088355721294876,-0.1863010476198232,0.1466783973870113,0.0987357118230191,0.0454603659967619,0.2480051740217951,-0.0995627567476695,-0.1749257689417489,0.0996536820749126,-0.0884488384614216,-0.1207313009570528,0.1607491130516403,-0.1289102281331587,0.0067409640256225,0.1537140461043236,-0.0802829301154637,0.0655361688472508,0.0746343882210512,0
Neg_2597,-0.1762429124859171,0.0034577740115937,0.0364450947725289,-0.0429700491665494,0.0088083047778614,-0.0277302224578946,-0.3214986065571859,0.1126789604084159,-0.2058122718382699,0.1604871284320704,0.0019672099349014,-0.1915872324504355,-0.3095700751179031,0.0297340673373945,-0.2778918667057828,-0.3231893888537117,-0.0613248751086239,-0.1258353379585121,-0.1777427756724394,-0.0091450180694415,0.025108599168912,0.0308829805162998,-0.2036708245861727,0.1201237551264111,0
Neg_2648,0.0360556709655672,-0.0776380259252244,-0.0522084926845196,0.1344110020963634,-0.1592026554643546,-0.2181950336220644,0.2437709335604838,-0.0597811047330231,0.0057568963972397,-0.0947560825990101,0.0951117410256101,-0.1885907188391348,0.2115610836096475,-0.0628247145034168,-0.0099796826188202,0.2671580398276326,-0.0983358124832497,0.0391575024417019,0.1723354478627556,-0.1135500605609012,0.0707889303240587,0.0731325221950593,-0.01498317828617,0.0171237961043448,0
Neg_152,-0.1021245096037136,-0.1286143495802131,0.1541550627443575,0.0190538690008193,-0.1392181499193756,0.0282238649878499,-0.1242103762079453,-0.0411952644054553,0.1653137940484699,-0.103395803670872,0.0743860321546012,0.2322596879943412,-0.1285513482073614,-0.0662593096517513,0.1931364836246495,-0.1035873819351272,-0.0496274426886646,0.2663407665744939,-0.1710617755092491,-0.0369121656993235,0.3269159512315736,0.0129717023072061,0.1624455727101269,-0.0080145324832179,0
Neg_2086,0.1484572806434381,-0.064874977787633,0.0699432085124895,0.2892830838256369,-0.0471404988025363,-0.0357507242698195,0.147564089379031,0.1355326505377757,0.0401786822894804,0.0605342671168231,0.0102238333245042,0.0345863003344599,-0.0323981368622671,0.0779433347429168,0.091527665393164,0.1170423680995382,-0.0777219625809109,0.0668905122582705,0.1279403811777953,-0.0247283383006415,-0.1119479051006304,-0.2991968778315089,-0.2717318694425769,-0.0511205625729736,0
Neg_966,0.1368551990288284,-0.0921881913753352,-0.2689071022097073,-0.0969181750765596,-0.1285760627204837,-0.1017531678559375,0.230528596539185,0.1738206426893337,-0.2487997482887985,-0.0532222149787997,-0.2610176860913865,0.2045659966623325,0.2483527625709354,0.1668957400269236,-0.1887975858652271,0.2821930699561565,0.185636231266015,-0.2233881490569455,0.1607725484328973,0.0834571279463899,0.013652726029978,0.1966587710845961,0.1030772809726439,-0.081580063282313,0
Neg_2081,0.0443217397263877,0.1320682442903684,0.0697632738499659,-0.0908401126289268,-0.0269289244860131,0.029976062191377,-0.0671864532157504,0.0694737186591147,0.1007732166626341,-0.0976855195220088,0.012503341368364,0.1170227406189573,-0.0862134617417111,-0.0409251992239309,0.0667147119413367,-0.0447183829121803,-0.0209406265716638,0.0565600236887806,0.0244243333506683,-0.0770690124074258,0.1584077691654098,0.0150801886054978,-0.0372774042495818,-0.0096077004621399,0
Neg_2579,-0.1202754552104839,-0.195066085442627,-0.0308880558184657,-0.1067572403259748,-0.0793549687050724,0.1646291086631459,-0.0904682948045532,-0.0207467182360004,-0.2669663493706092,-0.0052124594332794,-0.1780151272153635,0.3903758236604699,-0.0378373612098609,0.0232961363090952,-0.2783895145531214,-0.115208913201793,0.0520726179585868,-0.289494207155172,-0.1527736006279222,0.1819291732837013,-0.241972429609617,-0.1456973750302856,-0.1125633514225832,0.0457125665409827,0
Neg_542,-0.0430882400091812,-0.0315726784192479,0.0278133852021642,0.0297469186026528,0.1190874759501342,0.0094181523633072,-0.0134964689274497,0.0258159957718231,0.3257599625120401,0.1911903955200111,0.0316088710022798,0.1743608300432738,-0.0140177814847184,0.0148090111299064,0.2628817934078876,-0.0860793749757245,-0.0178575366240796,0.3179756890161421,-0.0109251932341496,-0.1061307251613412,0.147113589288016,0.0383972973055038,-0.010849580119717,0.1032061661125537,0
Neg_270,0.0695640837556959,-0.2194419175919178,0.0460448879514877,-0.0969128603646637,0.0660561404596056,0.0803671503924527,-0.025596413364489,-0.1038840817879672,0.0237811344477994,0.0864535676375453,-0.1218147277480665,-0.1185048832541062,0.0264111041781696,-0.1819139281208907,-0.0149813549909495,0.0115669142205503,-0.157901593102729,-0.0753691989699052,-0.0259578830738332,-0.1359492943626624,0.1453445877919485,-0.1747046265619579,0.0239266183608852,0.008629855768699,0
Neg_447,-0.2117053151196344,-0.0882362617231257,0.1281528375180886,-0.0529209231237886,-0.2151497853653709,0.0213751617234864,0.0007523208757774,0.2210273338002811,-0.2749209062246572,0.2238465628982082,0.0125602514658235,0.0320067062102196,0.1550639010041586,0.0848596793739089,-0.2141951516380971,-0.0735739602963011,0.2844946616491479,-0.2256521342560716,-0.0414728509805665,-0.1262267321704001,-0.1606946976771765,-0.4638195615514335,-0.0249134640986953,-0.0118324901630129,0
Neg_2242,0.2037372543746918,0.22658237077563,0.188135051455423,0.0828150406514346,0.0440413787370104,0.1358090234396269,0.0643772823712794,0.2763247300833362,0.2204865450976914,-0.019218627225815,0.2476924964390089,0.2167043995706195,0.1449145528614029,0.3460205321359824,0.2735588198917096,0.1218368083470673,0.3638521240613213,0.2537438271046783,0.1680534897073191,0.3097915637073486,0.3380217513105147,0.1969045942309083,-0.1228126847339978,0.0597234674670397,0
Neg_1615,-0.0332325787295339,-0.2575242377572916,0.1774081556653608,-0.135875045086809,-0.0387357457601137,-0.0173259850596373,0.0777534305252297,-0.5085954920441763,-0.1151701704113795,-0.0331300692038412,0.0439057914010956,-0.0761622394414064,0.0969804954148373,-0.5515526885407515,-0.2303351121207575,-0.0135045226606832,-0.5005726453507351,0.0846873268955468,-0.0425509962081257,-0.2103742130845104,0.205814924993423,-0.1702244475783763,-0.2008550528654374,0.3377618509152053,0
Neg_103,-0.1449355548432644,0.015621773176964,-0.3853057287128433,-0.1509763841559906,-0.2055418466946579,-0.1532458629906567,0.0303296791834538,0.190245488972697,0.0242603077062252,-0.2380684475513506,0.2429611077546902,-0.0612426630604377,0.0047175698334667,0.0182003793241931,0.1323478826825839,-0.0820039435430749,0.1017345589789795,0.0767347883249872,-0.229937325186206,0.1343098615902416,-0.1754253836776579,0.0569389259922151,-0.038514766779567,-0.2754936833062657,0
Neg_1048,0.0768816917987248,-0.2692336644081709,-0.1015531954445174,0.0578432282723516,-0.3614436035889972,0.1604690582770441,0.024757164785328,-0.1705544830033854,-0.2829948117522279,0.0243430411198094,0.1653394356941543,0.1072212324590313,0.0964090533300407,-0.1577561037241713,-0.2873382375272063,0.0443404629562931,-0.2515311551676255,-0.2724728339965241,0.0752331152001936,-0.2725413719350125,-0.0221728935334202,0.0668762921125652,-0.2837584421231836,-0.142448418033922,0
Neg_628,0.1384577360406186,-0.118657305779209,0.040868609330159,0.036641577208442,-0.0450294440094256,0.1101411158255315,0.0622609123540341,-0.0674716468088721,-0.1208126443075441,-0.2888562352367194,-0.1128887758137556,0.1012308562636264,0.0505495546712147,-0.0674512445312306,-0.0725457387978706,0.0983439593259794,-0.1568875083793095,-0.0023269579901388,-0.0372284592917122,-0.1752781878502149,-0.0723016031066414,-0.1672174947897276,-0.1069495275548303,-0.020863872594621,0
Neg_2169,0.032218324384624,-0.3589822187865742,0.1185294462005236,0.0747723441039933,-0.0876798038166516,-0.0801082904331643,0.2862421435774797,0.0278220783751635,-0.0544703571129825,0.104931511573494,-0.406238517723003,-0.1936242585571203,0.2417043406713798,0.0496570157738389,-0.0521849469433749,0.260705452829923,-0.0393125926366413,0.0516041480819915,0.1100766819336361,-0.1307080370299994,0.0376198351051598,0.2354191521912877,0.0914544006878334,-0.0938945520464899,0
Neg_599,0.0661000492250659,0.2208110128861575,-0.0643686386442708,0.0353918806739055,-0.1204776164946305,-0.0602277895257564,0.0416310456827723,0.1100133260075727,0.0920885812128658,-0.0273782349273141,0.0818894050774874,0.2648089402792878,0.0091081012011244,0.0959321705426356,0.0690838123856806,0.0276430804038014,0.1150776550887367,0.043256532091354,0.1436039205202927,0.1515328111767815,-0.0192782043912568,0.0708049063713276,0.1676984745069474,0.1350468797420818,0
Neg_2490,-0.4119995405650885,0.1173846200541124,0.1301343590402679,-0.504530386326386,0.2342458630520813,0.2903753172622896,0.0972509894026174,-0.0931065986265244,0.0984921181420014,-0.1731631942553613,-0.1258081690147006,-0.2126979339717087,0.097442674289077,-0.0366359886442275,0.2052127069634794,0.1924652971427133,0.0108135898374221,0.204234742633379,0.0856968474173091,0.0084621027169577,0.1101855634818831,0.0739823882013429,-0.4753755439537858,-0.3216538504861357,0
Neg_62,-0.034892581174422,-0.1394628573013512,-0.0478184607735037,-0.054840632298324,-0.1419535905616435,0.0461484270355186,0.1503872678896366,-0.0531327814969111,-0.1087323650302096,-0.1140880562692924,-0.0286766754138048,-0.0451716705331075,0.1440263570616351,-0.0829587088929625,-0.0743064862613006,0.0688297444850049,-0.041556711497436,-0.0917298540715447,-0.1529640551661683,-0.1178958664304689,0.1271170669541034,-0.0104282755469073,-0.0525673982150548,-0.1227706414111863,0
Neg_1129,0.1200282121157703,-0.0413652868588619,-0.0209010551497937,-0.1367764087901898,-0.3430887847279453,0.1599971094211182,-0.155930855915497,0.0860565476545483,0.0666872577387566,-0.1369879261362004,0.1235640298444734,0.1416491632965406,-0.1637985728848114,-0.0641901746488903,0.1713075730770843,-0.0764042856712863,-0.040753532050645,0.1299577737426018,0.0472995106148573,-0.1625876565472756,0.3322181384797134,-0.264554480968629,-0.0812481247552115,0.1147722650433117,0
Neg_190,-0.3555110595607402,-0.1786753219905865,0.3919753474089396,-0.1001854233654876,-0.2869820019209086,0.3047951309141019,0.1604314844930061,-0.1297485220097825,-0.3373794077306373,0.1153000090565696,-0.148450910306627,0.1659313019383256,0.2821729957805908,-0.1363496028516096,-0.2938098178450138,0.0731496063514858,0.105066283470293,-0.2571399444243347,0.0476073284112661,-0.0386214482810052,0.1216899097621001,-0.1561368105143329,-0.4990673293289647,-0.0684513561570376,0
Neg_1522,0.0801077687135833,0.1008685782070959,0.2268700935878702,-0.0243773776497474,-0.0519334670949012,0.0318701238491759,-0.1115193766756912,0.2577220109892484,-0.230508426838786,0.0299074298142957,-0.0876111437230808,0.2025517585531143,-0.1311881135639952,0.2284424949922224,-0.1725141538447724,-0.0468065817279329,0.3093431254250999,-0.1553445794639257,-0.034799821065469,0.1847988907693843,0.0811050270849379,0.1591768885969816,0.0640031032136199,0.0692015906306046,0
Neg_165,-0.0447598321663535,-0.0646127209406013,-0.016398537479436,-0.0122841091916271,-0.0634146812532315,0.2327156629551538,0.0398771359979307,-0.0638833790323244,0.1909134377699701,-0.054006257555957,-0.2991958030095606,-0.0379442303295832,0.0274307883532003,-0.0116629978794422,0.2519310403715239,0.0729738975010924,-0.0640845100325074,0.1354997911320407,-0.0276203230040507,0.0335207902397917,0.0529388521177927,0.0865193495485636,0.0814653256921179,-0.1300593244179372,0
Neg_1152,0.0602236724418616,0.0217512876279427,0.2290400517263552,0.0973768626845946,-0.1646917261030176,-0.0414443562730879,-0.0582356098323946,0.0063497832004974,-0.0987990096122453,-0.2035986494421184,-0.0624030168412646,-0.0122890309165236,-0.0897888770229195,-0.0102400537183146,-0.0704075504075504,-0.1158356416647563,-0.0416264226251216,-0.0150346413797842,-0.1943088188341291,-0.0747461165507611,0.0522750858551703,-0.103968654086896,-0.0635319185568846,0.0506043650531185,0
Neg_217,-0.0833489380214813,-0.0321879670784275,-0.0734920884557017,0.0293470677888855,0.0074698278446868,-0.086240291135822,0.1629675313481496,-0.0325353037341139,-0.3142055692746743,0.0646938594867204,-0.0614429150295616,-0.2428701291029995,0.131892501071614,-0.0989414547753107,-0.2899677991383229,0.1539085457584834,-0.0242029506796022,-0.3030213274936432,-0.1832319520256985,-0.0359188329977734,-0.0334533135334214,-0.0510179452896479,0.1504769651454902,-0.014995939006557,0
Neg_1140,0.0187921264442502,0.1471755981217554,-0.2055826790893535,-0.0730154886484622,-0.0278432050839849,-0.108931310825598,0.1888661610471727,0.0619082206742844,-0.2847995712921655,-0.1422929941444635,0.0120469753619462,-0.0315573677120234,0.1845757632861486,-0.0470409424966972,-0.2766769807579428,0.1276756832955871,0.1129313129323947,-0.233610049101615,-0.0391718995052094,0.1444382856285635,-0.0559757467530245,0.2588285684467198,0.154739793541963,0.1036968751208721,0
Neg_2378,0.0807551610912909,0.0311229698455254,-0.0002695211776009,0.1419919932253815,0.1126888845866176,-0.0559450093515851,-0.0595238792656648,0.0003572455137809,0.1700342713597057,-0.049504253040509,-0.1647877196939815,0.2450268002810156,-0.100330608871338,-0.0258475055902372,0.1831960169502643,-0.0780893324370361,0.0405167497758829,0.2105314859986179,0.0069310082142472,-0.0453963333088768,0.1195209717919918,0.0197474323551385,0.0804401616875051,-0.0341888467427071,0
Neg_1569,-0.1588244995831404,-0.0550473765284468,-0.0616774887340374,-0.1385817311639123,-0.0532935434542734,-0.0465105871403148,-0.1332552274531746,0.1025407666722147,0.1101702180645428,-0.017452626456006,-0.0113531893653948,-0.0568704884840579,-0.1293724052041886,0.0654255878575857,0.1111677105883592,-0.1247855932093597,0.1032261974360645,0.2257428108817424,-0.1325845135061896,-0.0748825660678058,0.1109412380667225,-0.0586292698919491,-0.0622578497053838,0.027522373358972,0
Neg_662,-0.0613822948324981,-0.0512966997206829,0.1396781204278469,-0.202705977674204,-0.0635411098525084,0.2816442088589963,-0.0498321591182943,0.1815121066769636,-0.0659014998946783,-0.2558346216348996,0.1484787314802914,-0.4871460871792399,-0.137282803241693,0.2259129262453221,-0.1457793037951565,-0.2238381790574324,0.2633164602535955,-0.2229000232286568,-0.3786661594961867,0.5257671907293002,-0.4567479631862602,0.0148753218263951,-0.2484903108088625,0.005857104478314,0
Neg_688,0.1492315375340697,-0.0613836934731373,-0.1022100667000759,0.1284445518007128,0.0357098200399663,-0.066533233943043,-0.0658697245573524,0.020972523179539,-0.2151440037794551,0.0249236878798804,-0.0716426653057335,-0.1079742481993454,-0.1639346324314793,-0.0231343592435147,-0.1656624426945222,-0.0438373968135386,-0.1189523806886531,-0.1076093556817175,0.103069689361099,-0.1555658173185729,-0.1217995070004648,-0.0388551896167076,-0.156082205224426,-0.0344216928825066,0
Neg_541,0.1551800969644192,-0.44161052302913,-0.3010496497809299,0.3607104892152502,-0.0584515867874708,-0.5485012175722438,0.2368312681656575,-0.0958729413097718,-0.2943241361585907,0.0736996902503271,-0.25448114359463,0.0843517312063641,0.2744446042130994,-0.0663834152762185,-0.1186462003019627,0.2764610658441148,-0.2416360635050992,-0.3018087894688901,0.27929504176835,-0.2827788587890428,-0.1069008705650459,-0.5995202050303968,0.3964784470506249,-0.6623629157229706,0
Neg_624,-0.3167097603243525,-0.0324266780729723,0.1400745757367356,-0.2220056188158905,-0.0271729524760245,-0.0880249358338539,-0.3234478934702805,0.0377722273092868,-0.1064611293978012,-0.0857560573254878,-0.1644743105293406,0.2643774402497817,-0.2624211853720049,0.0217049180327869,-0.0821721311475409,-0.2722069310907054,-0.0268472708534614,-0.0663660245194952,0.0121633467653917,-0.2178919868474394,0.1374825458312689,-0.2635791491335877,-0.0483594328642471,-0.1352353586922018,0
Neg_2108,-0.0452487075855737,-0.2090655054669039,-0.2169756496535678,-0.0524622140879263,-0.2060277065033031,-0.1454401285567184,0.0601162710908549,-0.1363814094357124,-0.1796212833960016,-0.0478209595509437,-0.2174673203106879,-0.1794286087162884,0.04774928042801,-0.1509665962005223,-0.1618909139855467,0.0017868800578132,-0.1990600644932643,-0.1712036334218913,-0.021784653541701,-0.1560368224694685,-0.1276674094348424,-0.0228435249311866,0.0148889729020927,0.0494780227943144,0
Neg_2808,-0.0810474365416909,0.1425849197623471,0.002955208221834,0.0045557860681533,0.0654986604654803,0.1593399224383175,-0.0741704833494524,0.2005050900684879,0.1595082615576527,-0.1070419381934298,0.256577475068607,-0.0707759898383069,-0.0009552558078873,0.2034314926796593,0.0968163272279846,-0.0651425739678425,0.1723230621882038,0.0850768103647664,-0.1278409485078257,0.1015549107666155,-0.0423552757650199,-0.0957236770448886,-0.0016062008613851,0.107337850644787,0
Neg_2794,-0.1452036121583733,-0.0978342273619712,0.1058054991238643,-0.1153319980975198,-0.1669753491596995,0.0263565902393964,-0.1049949947765083,-0.2093774120480137,0.0406253002254134,-0.4139714596150758,0.1617075848144926,-0.1543524519871874,-0.1189163488543196,-0.1456385338182601,-0.0592092159219775,-0.1072657194686032,-0.1502244411209173,-0.0188653756523266,0.0264354943291947,0.0001480882905499,-0.0442964191229024,0.0519658719714746,-0.3743227049263953,0.0384878328428354,0
Neg_2286,0.0180695257471092,-0.1028255221921663,-0.0496527170738071,-0.0680670573655349,-0.1168270608605855,0.0475768651548583,-0.0537008756275659,-0.0105303207919268,-0.1224960975982588,0.0365202127163306,0.1522704833116222,0.2388232875911815,0.0576405929116576,-0.0178571415598775,-0.0269389082093197,-0.0790706912512648,-0.0590022011676647,-0.1238386874599222,-0.0748229613081528,-0.0589703854182237,-0.0376014709125467,0.0319459180617712,0.1321251047479588,-0.1201562135490088,0
Neg_373,0.142876831478392,-0.1545814951976571,0.0918381500550121,0.0388569644014845,0.008384864391805,-0.0698247605507636,0.2286039120987321,-0.2305395892751011,-0.2140821959477799,-0.0106734775467309,-0.1210959150529023,-0.0701289022028312,0.2061981168104495,-0.2294455510443526,-0.2120754176313042,0.2125467959356558,-0.2431150402368849,-0.2276297140872453,0.0014317872524872,-0.2073400194764314,0.0077220352900225,0.1402493020640733,-0.0762103504412354,-0.0097943240584751,0
Neg_2612,-0.0894098293997523,0.2063710079429852,-0.176807317158343,0.0973622401625392,0.0473407389682848,-0.1422754157288793,0.1377741878516917,-0.1710346285819484,-0.2150231332821615,-0.0912956628738468,-0.111805609110265,-0.1273257543345613,0.105157247062549,-0.1473945353886559,-0.1662160476325488,0.1665237705400702,-0.1216061016771699,-0.2301817396807458,0.0296692066901553,-0.1188167816707551,-0.1542753354735574,-0.0565519186587778,0.0193028022515634,0.0335400734650446,0
Neg_937,-0.109537153190837,-0.140993731067447,0.0442505591529543,0.0577560409852707,-0.1244897081792422,-0.0914662671679416,0.346913108031103,0.179829798726247,0.082997673114341,0.1163911726759037,-0.052639420087511,0.0080326911860606,0.3741984200743494,0.2301244647310714,0.077209036316843,0.2652054559702284,0.1367304597439383,-0.0112548656783572,0.0494922311763204,-0.02583196036082,-0.1358086264429627,-0.0344544659302884,-0.0574890554601072,0.1790843810154674,0
Neg_1345,0.1181218351410107,0.2156324922420346,0.0286979903737944,0.1102374994107605,-0.0805528955101873,0.0431388026496592,0.0391822299373309,0.2141519033099926,-0.1463182204927741,-0.1085247875978134,0.0717152400409848,0.0357293516078016,0.064180885381657,0.2074174021246176,-0.151796166860723,-0.0573318557647763,0.2703180911813914,-0.0630761701033869,-0.1888977001956713,0.2024044597972269,0.0283565731575228,-0.0056421643096393,0.0693551365525025,0.2667449584888473,0
