,Janin,y
peptide_nm_91,0.1194130246459105,0
peptide_nm_92,0.4114207425755853,0
peptide_nm_93,0.1907905600019434,0
peptide_nm_94,0.1036804824567158,0
peptide_nm_95,0.0194120120489656,0
peptide_nm_96,0.2453172358865548,0
peptide_nm_97,0.33245814064951,0
peptide_nm_98,0.2823556951281559,0
peptide_nm_99,0.5138331278207012,0
peptide_nm_100,0.0641955911519949,0
peptide_nm_101,0.1406619699131636,0
peptide_nm_102,0.181339588745148,0
peptide_nm_103,0.2051681042312834,0
peptide_nm_104,0.2969447022451118,0
peptide_nm_105,0.1859279550821529,0
peptide_nm_106,0.446876470137052,0
peptide_nm_107,0.2828802937948815,0
peptide_nm_108,0.180961096877476,0
peptide_nm_109,0.2265675001912157,0
peptide_nm_110,0.2284525643258188,0
peptide_nm_111,0.134515466917445,0
peptide_nm_112,0.2208912927422311,0
peptide_nm_113,0.0185508834477587,0
peptide_nm_114,0.1655594688787751,0
peptide_nm_115,0.1652655277272585,0
peptide_nm_116,0.1517061790162396,0
peptide_nm_117,0.2026310722400447,0
peptide_nm_118,0.2027224743109623,0
peptide_nm_119,0.2855122488204991,0
peptide_nm_120,0.4578618822205116,0
peptide_nm_121,0.1586785438647151,0
peptide_nm_122,0.2481396204655553,0
peptide_nm_123,0.0335923248051526,0
peptide_nm_124,0.369439691216606,0
peptide_nm_125,0.3145228257702299,0
peptide_nm_126,0.2253024012336979,0
peptide_nm_127,0.2610609194752953,0
peptide_nm_128,0.1388059921984395,0
peptide_nm_129,0.0556447390050594,0
peptide_nm_130,0.1376336481230058,0
peptide_nm_131,0.412394616319661,0
peptide_nm_132,0.2929952884272476,0
peptide_nm_133,0.3344451712795076,0
peptide_nm_134,0.2507033611498083,0
peptide_nm_135,0.1232510207632385,0
peptide_nm_136,0.2564778465524552,0
peptide_nm_137,0.0370370301963742,0
peptide_nm_138,0.3199898329577171,0
peptide_nm_139,0.1946347676025275,0
peptide_nm_140,0.2554245171672209,0
peptide_nm_141,0.0627621465634427,0
peptide_nm_142,0.2162774992313031,0
peptide_nm_143,0.3140628399071382,0
peptide_nm_144,0.0711014967097077,0
peptide_nm_145,0.1592916993897077,0
peptide_nm_146,0.2604719327828651,0
peptide_nm_147,0.2993910194134607,0
peptide_nm_148,0.1212117229566712,0
peptide_nm_149,0.1633001295944828,0
peptide_nm_150,0.0628332070944537,0
peptide_nm_151,0.341025994707482,0
peptide_nm_152,0.1733590286807503,0
peptide_nm_153,0.1705156919261565,0
peptide_nm_154,0.1537883776832528,0
peptide_nm_155,0.2348382318525388,0
peptide_nm_156,0.1833263208156567,0
peptide_nm_157,0.3618432043886601,0
peptide_nm_158,0.2938881900646245,0
peptide_nm_159,0.1554605050444386,0
peptide_nm_160,0.2513922393781896,0
peptide_nm_161,0.2138210183770188,0
peptide_nm_162,0.2094460191422991,0
peptide_nm_163,0.1449472565168635,0
peptide_nm_164,0.1967214121800046,0
peptide_nm_165,0.2677319790259263,0
peptide_nm_166,0.2064418938907284,0
peptide_nm_167,0.2350588709947848,0
peptide_nm_168,0.1026210528978226,0
peptide_nm_169,0.1739054149697489,0
peptide_nm_170,0.0936881544929963,0
peptide_nm_171,0.1281843753495469,0
peptide_nm_172,0.2212276063384022,0
peptide_nm_173,0.1502966893052038,0
peptide_nm_174,0.2874644961897521,0
peptide_nm_175,0.1753448102173882,0
peptide_nm_176,0.1459580515148902,0
peptide_nm_177,0.1370918823471465,0
peptide_nm_178,0.2248733163609159,0
peptide_nm_179,0.2539130852350583,0
peptide_nm_180,0.2171890229080358,0
peptide_nm_181,0.1157526270581548,0
peptide_nm_182,0.0949810060555025,0
peptide_nm_183,0.1675172096221905,0
peptide_nm_184,0.1055036750692652,0
peptide_nm_185,0.0899179985434785,0
peptide_nm_186,0.1089170210930511,0
peptide_nm_187,0.3290346586475269,0
peptide_nm_188,0.256101823497068,0
peptide_nm_189,0.1159229181847342,0
peptide_nm_190,0.2927087379289276,0
peptide_nm_191,0.1315847305654794,0
peptide_nm_192,0.4250596619223041,0
peptide_nm_193,0.4610221141377948,0
peptide_nm_194,0.2422521233868984,0
peptide_nm_195,0.4243152124086755,0
peptide_nm_196,0.0709261375559748,0
peptide_nm_197,0.2022139535802318,0
peptide_nm_198,0.3834267174582963,0
peptide_nm_199,0.21640106563866,0
peptide_nm_200,0.1796418384601023,0
peptide_nm_201,0.1819949895181763,0
peptide_nm_202,0.1504256914111339,0
peptide_nm_203,0.1266550588143155,0
peptide_nm_204,0.1390626839287889,0
peptide_nm_205,0.0851548651599279,0
peptide_nm_206,0.3251762808089374,0
peptide_nm_207,0.110492322577683,0
peptide_nm_208,0.4210128493571132,0
peptide_nm_209,0.0348911925491576,0
peptide_nm_210,0.1313924178874581,0
peptide_nm_211,0.2233645181391447,0
peptide_nm_212,0.371146697134587,0
peptide_nm_213,0.0692433212313704,0
peptide_nm_214,0.2492817409620806,0
peptide_nm_215,0.12927947239271,0
peptide_nm_216,0.2675128852453237,0
peptide_nm_217,0.1710674479707113,0
peptide_nm_218,0.0591064220023279,0
peptide_nm_219,0.2661486071557672,0
peptide_nm_220,0.3746262085063407,0
peptide_nm_221,0.3527084373767093,0
peptide_nm_222,0.2460061771719899,0
peptide_nm_223,0.3589607171026451,0
peptide_nm_224,0.0513054155896962,0
peptide_nm_225,0.2522011781379925,0
peptide_nm_226,0.1235554494944211,0
peptide_nm_227,0.3519001320613001,0
peptide_nm_228,0.483822061381818,0
peptide_nm_229,0.528104430394718,0
peptide_nm_230,0.1454500370888532,0
peptide_nm_231,0.5454018608796739,0
peptide_nm_232,0.032146964563165,0
peptide_nm_233,0.3167901918967208,0
peptide_nm_234,0.1042046871117243,0
peptide_nm_235,0.2219376836700154,0
peptide_nm_236,0.0601899657283062,0
peptide_nm_237,0.2335517359874601,0
peptide_nm_238,0.0588000476632551,0
peptide_nm_239,0.2055311708533632,0
peptide_nm_240,0.1300285223189321,0
peptide_nm_241,0.1902627948207681,0
peptide_nm_242,0.18488250671393,0
peptide_nm_243,0.1231722906321306,0
peptide_nm_244,0.2955460057129869,0
peptide_nm_245,0.4176116016444009,0
peptide_nm_246,0.274153285937497,0
peptide_nm_247,0.2653601124399218,0
peptide_nm_248,0.1806300594149466,0
peptide_nm_249,0.2410927809182571,0
peptide_nm_250,0.0556270296121912,0
peptide_nm_251,0.0903482951745608,0
peptide_nm_252,0.1387891843032246,0
peptide_nm_253,0.3700635172852449,0
peptide_nm_254,0.0693645905657912,0
peptide_nm_255,0.1566049574311981,0
peptide_nm_256,0.1148706750722303,0
peptide_nm_257,0.2562364565809577,0
peptide_nm_258,0.1878402559699298,0
peptide_nm_259,0.2569994047257962,0
peptide_nm_260,0.116759807220199,0
peptide_nm_261,0.0193400803623509,0
peptide_nm_262,0.1388091990884927,0
peptide_nm_263,0.2190193189078185,0
peptide_nm_264,0.197707638764259,0
peptide_nm_265,0.3980367724447314,0
peptide_nm_266,0.339767319725448,0
peptide_nm_267,0.1700872885847384,0
peptide_nm_268,0.1749575615272257,0
peptide_nm_269,0.0522065461853012,0
peptide_nm_270,0.5357211263204008,0
peptide_nm_271,0.5264501825637531,0
peptide_nm_272,0.2507917731388577,0
peptide_nm_273,0.1596525132476901,0
peptide_nm_274,0.3467729255870734,0
peptide_nm_275,0.2266450094101529,0
peptide_nm_276,0.0662533427760218,0
peptide_nm_277,0.14057112219956,0
peptide_nm_278,0.0533482978929579,0
peptide_nm_279,0.0345404334974657,0
peptide_nm_280,0.2537542537370236,0
peptide_nm_281,0.2439100869195964,0
peptide_nm_282,0.099590360589635,0
peptide_nm_283,0.3073087944793605,0
peptide_nm_284,0.1700859408649501,0
peptide_nm_285,0.2185055081736449,0
peptide_nm_286,0.2027799365571455,0
peptide_nm_287,0.2112662382920005,0
peptide_nm_288,0.1753446425389125,0
peptide_nm_289,0.4300064285771994,0
peptide_nm_290,0.3700471705117212,0
peptide_nm_291,0.2248846500598981,0
peptide_nm_292,0.0150577127197499,0
peptide_nm_293,0.3724701063348487,0
peptide_nm_294,0.2783974378048657,0
peptide_nm_295,0.1272324672543645,0
peptide_nm_296,0.2756611338061369,0
peptide_nm_297,0.3070030667414097,0
peptide_nm_298,0.3347778036943055,0
peptide_nm_299,0.3644179058304047,0
peptide_nm_300,0.0492833860265236,0
peptide_nm_301,0.4382057095808992,0
peptide_nm_302,0.2190442686758501,0
peptide_nm_303,0.3394448807410678,0
peptide_nm_304,0.1039196772358233,0
peptide_nm_305,0.2648185954472849,0
peptide_nm_306,0.0595667714505604,0
peptide_nm_307,0.0877002289524768,0
peptide_nm_308,0.3639908856120021,0
peptide_nm_309,0.2798021462314649,0
peptide_nm_310,0.227103519122522,0
peptide_nm_311,0.0828557531760573,0
peptide_nm_312,0.0950606753186742,0
peptide_nm_313,0.1308082412467369,0
peptide_nm_314,0.1930431692253235,0
peptide_nm_315,0.158842126018997,0
peptide_nm_316,0.2500685605583404,0
peptide_nm_317,0.3021373574431469,0
peptide_nm_318,0.2621375533663271,0
peptide_nm_319,0.2438121875196027,0
peptide_nm_320,0.1621198739847762,0
peptide_nm_321,0.2577928528475836,0
peptide_nm_322,0.6880807232418095,0
peptide_nm_323,0.1518981537648048,0
peptide_nm_324,0.2623873943813298,0
peptide_nm_325,0.1153428007455911,0
peptide_nm_326,0.1571328564919393,0
peptide_nm_327,0.1649864648149356,0
peptide_nm_328,0.3070964768508827,0
peptide_nm_329,0.1109877416722922,0
peptide_nm_330,0.3380902604131698,0
peptide_nm_331,0.3076846739507957,0
peptide_nm_332,0.0307500883278241,0
peptide_nm_333,0.0878295722876425,0
peptide_nm_334,0.2453537827250277,0
peptide_nm_335,0.2620307527599129,0
peptide_nm_336,0.3328913100853894,0
peptide_nm_337,0.303502561775348,0
peptide_nm_338,0.2372767876776026,0
peptide_nm_339,0.1120274979656125,0
peptide_nm_340,0.2279133457682714,0
peptide_nm_341,0.178969642272115,0
peptide_nm_342,0.0722448174425502,0
peptide_nm_343,0.4050995401055253,0
peptide_nm_344,0.2841544698890681,0
peptide_nm_345,0.2397211626763624,0
peptide_nm_346,0.2264151886492925,0
peptide_nm_347,0.3232292320018855,0
peptide_nm_348,0.1634880817700268,0
peptide_nm_349,0.3664219559127497,0
peptide_nm_350,0.1228150313432165,0
peptide_nm_351,0.1798125704135908,0
peptide_nm_352,0.1676648106265692,0
peptide_nm_353,0.1196562637995942,0
peptide_nm_354,0.2303303110625761,0
peptide_nm_355,0.1931933786466839,0
peptide_nm_356,0.1108586863317048,0
peptide_nm_357,0.1173416517091154,0
peptide_nm_358,0.0519450290010491,0
peptide_nm_359,0.1822412064456734,0
peptide_nm_360,0.1655456696073968,0
peptide_nm_361,0.1293712800795455,0
peptide_nm_362,0.2046283930607815,0
peptide_nm_363,0.2527346995658528,0
peptide_nm_364,0.220159603616688,0
peptide_nm_365,0.3404113276485753,0
peptide_nm_366,0.1380976010217115,0
peptide_nm_367,0.2530284220822203,0
peptide_nm_368,0.0674121948102896,0
peptide_nm_369,0.3850721520457396,0
peptide_nm_370,0.1369616015013286,0
peptide_nm_371,0.2110446906321033,0
peptide_nm_372,0.2494751606944075,0
peptide_nm_373,0.1056441241382408,0
peptide_nm_374,0.1157105315009217,0
peptide_nm_375,0.2090602642433054,0
peptide_nm_376,0.1783704977220929,0
peptide_nm_377,0.385869121755038,0
peptide_nm_378,0.1778815570162903,0
peptide_nm_379,0.4057904732268728,0
peptide_nm_380,0.2078133380743284,0
peptide_nm_381,0.3365638238902207,0
peptide_nm_382,0.157083117114501,0
peptide_nm_383,0.3094241948677024,0
peptide_nm_384,0.292819794295284,0
peptide_nm_385,0.0948191123287271,0
peptide_nm_386,0.0960323262246082,0
peptide_nm_387,0.2320227242213768,0
peptide_nm_388,0.0513609034416713,0
peptide_nm_389,0.1360189762089801,0
peptide_nm_390,0.6158253052416894,0
peptide_nm_391,0.0526788038132,0
peptide_nm_392,0.1781969406972295,0
peptide_nm_393,0.2195754044514269,0
peptide_nm_394,0.3729186743927172,0
peptide_nm_395,0.1847123912476927,0
peptide_nm_396,0.4846050434652685,0
peptide_nm_397,0.2537195671450937,0
peptide_nm_398,0.32829377399073,0
peptide_nm_399,0.1991198821864703,0
peptide_nm_400,0.143965680387571,0
peptide_nm_401,0.0475730032314779,0
peptide_nm_402,0.2529189762587454,0
peptide_nm_403,0.2212923377793175,0
peptide_nm_404,0.12249215842149,0
peptide_nm_405,0.1057711840617458,0
peptide_nm_406,0.2264466546211432,0
peptide_nm_407,0.1068212059221733,0
peptide_nm_408,0.1661366911712199,0
peptide_nm_409,0.1377783923455116,0
peptide_nm_410,0.0691957092905025,0
peptide_nm_411,0.2699648549534749,0
peptide_nm_412,0.2527831908120203,0
peptide_nm_413,0.161389708429176,0
peptide_nm_414,0.122849071017157,0
peptide_nm_415,0.3686321057088084,0
peptide_nm_416,0.2344934276034465,0
peptide_nm_417,0.1967034857335888,0
peptide_nm_418,0.4156243226532136,0
peptide_nm_419,0.2298192344425458,0
peptide_nm_420,0.1298658428825723,0
peptide_nm_421,0.2086027676847237,0
peptide_nm_422,0.0522353927006746,0
peptide_nm_423,0.1353758214345548,0
peptide_nm_424,0.0731063872468541,0
peptide_nm_425,0.1567911502044113,0
peptide_nm_426,0.0583137622777481,0
peptide_nm_427,0.1098962404801833,0
peptide_nm_428,0.1071330147926974,0
peptide_nm_429,0.3608656626463427,0
peptide_nm_430,0.1149859645872158,0
peptide_nm_431,0.0466292914494492,0
peptide_nm_432,0.0751698937932026,0
peptide_nm_433,0.3657235945715713,0
peptide_nm_434,0.0713945458849471,0
peptide_nm_435,0.1259022632434462,0
peptide_nm_436,0.1428464664666696,0
peptide_nm_437,0.421539596498031,0
peptide_nm_438,0.4847175106176432,0
peptide_nm_439,0.1584185990776876,0
peptide_nm_440,0.0276891583540211,0
peptide_nm_441,0.1568308605293377,0
peptide_nm_442,0.3878892535414016,0
peptide_pm_1,0.3629193473269885,1
peptide_pm_2,0.4325847768879832,1
peptide_pm_3,0.758824385187315,1
peptide_pm_4,0.7475659373145801,1
peptide_pm_5,0.0347407147542458,1
peptide_pm_6,0.7173339499396965,1
peptide_pm_7,0.191195133951439,1
peptide_pm_8,0.305862361617574,1
peptide_pm_9,0.5618486959115961,1
peptide_pm_10,0.1391961007643334,1
peptide_pm_11,0.4293653517587636,1
peptide_pm_12,0.442358707690506,1
peptide_pm_13,0.1801462059278548,1
peptide_pm_14,0.099555644365555,1
peptide_pm_15,0.1258479223722071,1
peptide_pm_16,0.3893443142475573,1
peptide_pm_17,0.3798763469431467,1
peptide_pm_18,0.5474714217545774,1
peptide_pm_19,0.4995454817718665,1
peptide_pm_20,0.1431582389747167,1
peptide_pm_21,0.4159430588766103,1
peptide_pm_22,0.36347433424012,1
peptide_pm_23,0.1986715183072006,1
peptide_pm_24,0.999547607056034,1
peptide_pm_25,0.0145769604496082,1
peptide_pm_26,0.4760720070270471,1
peptide_pm_27,0.2123280593130976,1
peptide_pm_28,0.1416193133405831,1
peptide_pm_29,0.3147342559169984,1
peptide_pm_30,0.5394515586902847,1
peptide_pm_31,0.567970333343399,1
peptide_pm_32,0.187334260080706,1
peptide_pm_33,0.3806850215964004,1
peptide_pm_34,0.6812107437486384,1
peptide_pm_35,0.3031557301368476,1
peptide_pm_36,0.5314231487459227,1
peptide_pm_37,0.3945380268866381,1
peptide_pm_38,0.6044478977347912,1
peptide_pm_39,0.220114969671932,1
peptide_pm_40,0.3540323222492181,1
peptide_pm_41,0.2765008777434081,1
peptide_pm_42,0.1060514333947129,1
peptide_pm_43,0.0722039353195436,1
peptide_pm_44,0.2268250693696069,1
peptide_pm_45,0.1264339926655256,1
peptide_pm_46,0.2076935616734632,1
peptide_pm_47,0.1863544924965446,1
peptide_pm_48,0.0761484905145302,1
peptide_pm_49,0.6187569084115268,1
peptide_pm_50,0.7158040280332001,1
peptide_pm_51,0.1335713202328142,1
peptide_pm_52,0.4911328972392919,1
peptide_pm_53,0.1543677718294899,1
peptide_pm_54,0.2336113367342934,1
peptide_pm_55,0.9013954419710948,1
peptide_pm_56,0.1344111927202637,1
peptide_pm_57,0.8626043206038548,1
peptide_pm_58,0.1224504479071938,1
peptide_pm_59,0.4411220106278952,1
peptide_pm_60,0.5666649706918384,1
peptide_pm_61,0.1862257394370671,1
peptide_pm_62,0.3159280622489401,1
peptide_pm_63,0.1339393274582811,1
peptide_pm_64,1.026665095101534,1
peptide_pm_65,0.9792040350656994,1
peptide_pm_66,0.1555134135499291,1
peptide_pm_67,0.6757086997713802,1
peptide_pm_68,0.5848313897265727,1
peptide_pm_69,0.2018527700133169,1
peptide_pm_70,0.0476736139022866,1
peptide_pm_71,0.0192719451448838,1
peptide_pm_72,0.4091677530372127,1
peptide_pm_73,0.5788615211860116,1
peptide_pm_74,0.0633607074354688,1
peptide_pm_75,1.04161922105348,1
peptide_pm_76,0.4114686107243888,1
peptide_pm_77,0.5103387290390224,1
peptide_pm_78,0.2765078355740107,1
peptide_pm_79,0.3637232182696804,1
peptide_pm_80,0.3380614862236528,1
peptide_pm_81,0.5828666916664527,1
peptide_pm_82,0.4656162292883001,1
peptide_pm_83,0.2229806696201992,1
peptide_pm_84,0.1588510071809741,1
peptide_pm_85,0.3798763469431467,1
peptide_pm_86,0.3510785324448059,1
peptide_pm_87,0.6437360805375436,1
peptide_pm_88,0.1423360469898286,1
peptide_pm_89,0.5321685105437587,1
peptide_pm_90,0.2162830507079034,1
peptide_pm_91,0.3757847653647915,1
peptide_pm_92,0.4611317186759365,1
peptide_pm_93,0.5879118496079557,1
peptide_pm_94,0.3229327414472189,1
peptide_pm_95,0.5443949989592639,1
peptide_pm_96,0.1557354529308502,1
peptide_pm_97,0.2526556937478026,1
peptide_pm_98,0.4608050038994148,1
peptide_pm_99,0.4152564648603972,1
peptide_pm_100,0.207693561673463,1
peptide_pm_101,0.3580162172246605,1
peptide_pm_102,1.063797410580306,1
peptide_pm_103,0.3278940287991003,1
peptide_pm_104,1.0037353194538334,1
peptide_pm_105,0.4561550616036556,1
peptide_pm_106,0.6059947404946866,1
peptide_pm_107,0.4029145177498279,1
peptide_pm_108,0.4226910195400981,1
peptide_pm_109,0.1748098405148462,1
peptide_pm_110,0.2431416582912152,1
peptide_pm_111,0.4720449621601047,1
peptide_pm_112,0.9597986904466964,1
peptide_pm_113,0.456858817484719,1
peptide_pm_114,0.3620090407563097,1
peptide_pm_115,0.3155862436375332,1
peptide_pm_116,0.7811444442064865,1
peptide_pm_117,0.5259412078459421,1
peptide_pm_118,0.2320837155136554,1
peptide_pm_119,0.0789202276433803,1
peptide_pm_120,0.2286129522524357,1
peptide_pm_121,0.4236575309397885,1
peptide_pm_122,0.8928236807610013,1
peptide_pm_123,0.5941924932555136,1
peptide_pm_124,0.0184303025466233,1
peptide_pm_125,0.2231011130253151,1
peptide_pm_126,0.3539999445382255,1
peptide_pm_127,0.4130902458508093,1
peptide_pm_128,0.1205094541879707,1
peptide_pm_129,0.2362560162255263,1
peptide_pm_130,0.4951941507768022,1
peptide_pm_131,0.295402815176769,1
peptide_pm_132,1.0051851719174367,1
peptide_pm_133,0.4165197606862554,1
peptide_pm_134,0.3166516999510101,1
peptide_pm_135,0.5238597925194849,1
peptide_pm_136,0.2737505475642307,1
peptide_pm_137,0.6772485334527408,1
peptide_pm_138,0.3797832429118077,1
peptide_pm_139,0.7151334631339078,1
peptide_pm_140,1.019990077861557,1
peptide_pm_141,0.4986590934168636,1
peptide_pm_142,0.5882865670204452,1
peptide_pm_143,0.3441331444261594,1
peptide_pm_144,0.741644344094884,1
peptide_pm_145,0.2022019841788543,1
peptide_pm_146,0.3622728677113811,1
peptide_pm_147,0.4611317186759365,1
peptide_pm_148,0.503523822827757,1
peptide_pm_149,0.2497055367970943,1
peptide_pm_150,0.913818194761592,1
peptide_pm_151,0.5657357518997878,1
peptide_pm_152,0.4707042587935787,1
peptide_pm_153,0.5652710743162848,1
peptide_pm_154,0.1405793191840063,1
peptide_pm_155,0.6311925919827689,1
peptide_pm_156,0.5717074507215543,1
peptide_pm_157,0.1029957525275053,1
peptide_pm_158,0.6946320129660429,1
peptide_pm_159,0.5557320360993091,1
peptide_pm_160,0.0883031140006828,1
peptide_pm_161,0.971219691544887,1
peptide_pm_162,0.5605029932797783,1
peptide_pm_163,0.4879007513734752,1
peptide_pm_164,0.9718664769556846,1
peptide_pm_165,0.6177096197276827,1
peptide_pm_166,1.0315729167907428,1
peptide_pm_167,0.6283291698100542,1
peptide_pm_168,0.4405572029863575,1
peptide_pm_169,0.2639918425706664,1
peptide_pm_170,0.7070402068994034,1
peptide_pm_171,0.3591877158746955,1
peptide_pm_172,0.942880203251805,1
peptide_pm_173,0.0698880536378661,1
peptide_pm_174,0.1848397677514763,1
peptide_pm_175,0.4065979488439241,1
peptide_pm_176,0.0655563174216172,1
peptide_pm_177,0.6302151581870087,1
peptide_pm_178,0.3563070429578944,1
peptide_pm_179,0.5078312837212853,1
peptide_pm_180,0.3661946279057182,1
peptide_pm_181,0.6010366505415858,1
peptide_pm_182,0.4039164787445392,1
peptide_pm_183,0.640416837372043,1
peptide_pm_184,0.1879905620287963,1
peptide_pm_185,0.7228685131642971,1
peptide_pm_186,0.4812566297736343,1
peptide_pm_187,0.758487045057029,1
peptide_pm_188,0.3522151716845763,1
peptide_pm_189,0.6883960927564727,1
peptide_pm_190,0.3069241446986467,1
peptide_pm_191,0.4468851916954535,1
peptide_pm_192,0.555856453421512,1
peptide_pm_193,0.4516778911266854,1
peptide_pm_194,0.8552740343360025,1
peptide_pm_195,0.3223124575684468,1
peptide_pm_196,0.3724778262438323,1
peptide_pm_197,1.0051851719174367,1
peptide_pm_198,0.627388908030955,1
peptide_pm_199,0.4580951008487239,1
peptide_pm_200,0.2752645435639959,1
peptide_pm_201,0.8768033148894869,1
peptide_pm_202,0.6637956283948228,1
peptide_pm_203,0.5520055949778443,1
peptide_pm_204,0.6514953414698147,1
peptide_pm_205,0.2049658307533011,1
peptide_pm_206,0.272875829483295,1
peptide_pm_207,0.641066714937885,1
peptide_pm_208,0.5284731484997112,1
peptide_pm_209,0.4000548095276433,1
peptide_pm_210,0.2925394123806072,1
peptide_pm_211,0.2494536805698345,1
peptide_pm_212,0.6557963907553122,1
peptide_pm_213,0.5186844102701194,1
peptide_pm_214,0.4570023063808561,1
peptide_pm_215,0.1941121355121431,1
peptide_pm_216,0.5627076101497377,1
peptide_pm_217,0.3102888214749596,1
peptide_pm_218,0.4600440680437265,1
peptide_pm_219,0.7625586439795786,1
peptide_pm_220,0.4821695099409288,1
peptide_pm_221,0.4591437123327914,1
peptide_pm_222,0.1622516031731858,1
peptide_pm_223,0.2337411508926002,1
peptide_pm_224,0.0157835647391347,1
peptide_pm_225,0.2792491027210724,1
peptide_pm_226,0.4326328641863795,1
peptide_pm_227,0.43850181551251,1
peptide_pm_228,0.0495475548762502,1
peptide_pm_229,0.3664684088018841,1
peptide_pm_230,0.2102456736664474,1
peptide_pm_231,0.5735878315652837,1
peptide_pm_232,0.5821321158524989,1
peptide_pm_233,0.1714864431722696,1
peptide_pm_234,0.838349703570238,1
peptide_pm_235,0.8080107236641628,1
peptide_pm_236,0.0940525078715708,1
peptide_pm_237,0.0905321174892563,1
peptide_pm_238,0.1876351288009288,1
peptide_pm_239,0.5388329467272781,1
peptide_pm_240,0.1182481745461092,1
peptide_pm_241,0.3366520847624233,1
peptide_pm_242,0.1626742839062269,1
peptide_pm_243,0.4195129588968284,1
peptide_pm_244,0.6602803876871202,1
peptide_pm_245,0.3032412799310741,1
peptide_pm_246,0.2494536805698345,1
peptide_pm_247,0.531313691837319,1
peptide_pm_248,0.1050453454534613,1
peptide_pm_249,0.2696938494794672,1
peptide_pm_250,1.0186559834029807,1
peptide_pm_251,0.2669755481944175,1
peptide_pm_252,0.8276583673264263,1
peptide_pm_253,0.1981484681859995,1
peptide_pm_254,0.2004629953338494,1
peptide_pm_255,0.5759219293989879,1
peptide_pm_256,0.36347433424012,1
peptide_pm_257,0.1452978539495285,1
peptide_pm_258,0.1598089294360396,1
peptide_pm_259,0.5961512550154153,1
peptide_pm_260,0.4575853424270883,1
peptide_pm_261,0.5131145387231794,1
peptide_pm_262,0.1736804274567648,1
