,Bulkiness,y
peptide_nm_131,0.0771184166896744,0
peptide_nm_132,0.0874366205100806,0
peptide_nm_133,0.0543764171842828,0
peptide_nm_134,0.1168874912514931,0
peptide_nm_135,0.0543363630725989,0
peptide_nm_136,0.0716593525416185,0
peptide_nm_137,0.0354275395965466,0
peptide_nm_138,0.0098360361474065,0
peptide_nm_139,0.0363966336071508,0
peptide_nm_140,0.0539994471652336,0
peptide_nm_141,0.0530332731131571,0
peptide_nm_142,0.0847912899718739,0
peptide_nm_143,0.1224629550461958,0
peptide_nm_144,0.1606374768415797,0
peptide_nm_145,0.0338680493748271,0
peptide_nm_146,0.0619002314383361,0
peptide_nm_147,0.137428780681905,0
peptide_nm_148,0.0698429957575922,0
peptide_nm_149,0.0381528491388469,0
peptide_nm_150,0.0724498742396766,0
peptide_nm_151,0.0394842922943495,0
peptide_nm_152,0.0831279011850023,0
peptide_nm_153,0.0197579391069227,0
peptide_nm_154,0.0525975714382292,0
peptide_nm_155,0.0566222526704035,0
peptide_nm_156,0.0510634300092382,0
peptide_nm_157,0.0244560884712029,0
peptide_nm_158,0.0576319793950083,0
peptide_nm_159,0.0493714877995417,0
peptide_nm_160,0.0254413408932522,0
peptide_nm_161,0.0755395861128279,0
peptide_nm_162,0.0573540027371041,0
peptide_nm_163,0.009395207155646,0
peptide_nm_164,0.0745165342129208,0
peptide_nm_165,0.0943385961755448,0
peptide_nm_166,0.0333590492242142,0
peptide_nm_167,0.0276355245169834,0
peptide_nm_168,0.0983145951132099,0
peptide_nm_169,0.0474027856283381,0
peptide_nm_170,0.0691225240404618,0
peptide_nm_171,0.0669382416835596,0
peptide_nm_172,0.0710017311657258,0
peptide_nm_173,0.0698192793932714,0
peptide_nm_174,0.0706973697837795,0
peptide_nm_175,0.1228235008900125,0
peptide_nm_176,0.022589194804872,0
peptide_nm_177,0.1600135441866192,0
peptide_nm_178,0.1544843031297972,0
peptide_nm_179,0.0199295848487079,0
peptide_nm_180,0.0279714544769086,0
peptide_nm_181,0.0671611188552255,0
peptide_nm_182,0.0810687266763489,0
peptide_nm_183,0.0531638674691727,0
peptide_nm_184,0.0700392118143409,0
peptide_nm_185,0.0782494056439613,0
peptide_nm_186,0.0482241189598868,0
peptide_nm_187,0.1593272329976322,0
peptide_nm_188,0.041991129432703,0
peptide_nm_189,0.0332402962063132,0
peptide_nm_190,0.0520069328828395,0
peptide_nm_191,0.0422502998416184,0
peptide_nm_192,0.0728381709508412,0
peptide_nm_193,0.0712329701905759,0
peptide_nm_194,0.025565621331157,0
peptide_nm_195,0.0327536809994906,0
peptide_nm_196,0.1131215151768574,0
peptide_nm_197,0.0937714595001346,0
peptide_nm_198,0.0375270079441678,0
peptide_nm_199,0.0724201867527163,0
peptide_nm_200,0.1921662059541207,0
peptide_nm_201,0.0509184242709996,0
peptide_nm_202,0.210490763806339,0
peptide_nm_203,0.0171662959114111,0
peptide_nm_204,0.1100973813360174,0
peptide_nm_205,0.0937904933684805,0
peptide_nm_206,0.0179156895531267,0
peptide_nm_207,0.0893909543905415,0
peptide_nm_208,0.0419666226623218,0
peptide_nm_209,0.0311841413803109,0
peptide_nm_210,0.0564023795486805,0
peptide_nm_211,0.0511238595591444,0
peptide_nm_212,0.0428184540642402,0
peptide_nm_213,0.0340764335492237,0
peptide_nm_214,0.122844062423306,0
peptide_nm_215,0.1466840411105553,0
peptide_nm_216,0.0591646316041468,0
peptide_nm_217,0.0180573916221855,0
peptide_nm_218,0.0382038188852631,0
peptide_nm_219,0.0162882452660782,0
peptide_nm_220,0.0815877372852849,0
peptide_nm_221,0.0112791603827627,0
peptide_nm_222,0.0353321416024203,0
peptide_nm_223,0.1243790429496332,0
peptide_nm_224,0.0668374284583596,0
peptide_nm_225,0.0518493419919288,0
peptide_nm_226,0.1025355923787499,0
peptide_nm_227,0.0393773096020921,0
peptide_nm_228,0.0634475189935787,0
peptide_nm_229,0.0675855171090684,0
peptide_nm_230,0.103103562187892,0
peptide_nm_231,0.0176443997600537,0
peptide_nm_232,0.0758373246770946,0
peptide_nm_233,0.0777370403440019,0
peptide_nm_234,0.0141917725094909,0
peptide_nm_235,0.0910707801339984,0
peptide_nm_236,0.022791409902738,0
peptide_nm_237,0.1269595503140787,0
peptide_nm_238,0.0761125598941366,0
peptide_nm_239,0.0648170455055498,0
peptide_nm_240,0.0196625842301375,0
peptide_nm_241,0.0857240371854504,0
peptide_nm_242,0.0804447156060984,0
peptide_nm_243,0.0505102396882499,0
peptide_nm_244,0.1242824654047279,0
peptide_nm_245,0.0467403406243298,0
peptide_nm_246,0.0390342338024836,0
peptide_nm_247,0.1565400342637233,0
peptide_nm_248,0.0589201833711713,0
peptide_nm_249,0.0795381559923731,0
peptide_nm_250,0.1002094806161106,0
peptide_nm_251,0.0155778266006236,0
peptide_nm_252,0.045331276205299,0
peptide_nm_253,0.033623328199923,0
peptide_nm_254,0.0544772270344643,0
peptide_nm_255,0.0686776026909976,0
peptide_nm_256,0.0585498390759764,0
peptide_nm_257,0.0823432113804001,0
peptide_nm_258,0.0385283244199112,0
peptide_nm_259,0.0645784865778421,0
peptide_nm_260,0.0852410014148728,0
peptide_nm_261,0.0167164849615548,0
peptide_nm_262,0.0502519382682721,0
peptide_nm_263,0.0067747045463658,0
peptide_nm_264,0.0637646374014412,0
peptide_nm_265,0.0618366473274455,0
peptide_nm_266,0.0683115782811779,0
peptide_nm_267,0.03100914995359,0
peptide_nm_268,0.0970751922658826,0
peptide_nm_269,0.0632125052872467,0
peptide_nm_270,0.1028452727334312,0
peptide_nm_271,0.0349396453762592,0
peptide_nm_272,0.1488346254398959,0
peptide_nm_273,0.0227896066066403,0
peptide_nm_274,0.0664828335917007,0
peptide_nm_275,0.1741142175424105,0
peptide_nm_276,0.0615732924217166,0
peptide_nm_277,0.0348443675895758,0
peptide_nm_278,0.0758930785734928,0
peptide_nm_279,0.1066127743149733,0
peptide_nm_280,0.04877646148142,0
peptide_nm_281,0.0477777474501122,0
peptide_nm_282,0.0258513683355127,0
peptide_nm_283,0.0456331353627021,0
peptide_nm_284,0.0568846322488446,0
peptide_nm_285,0.0652915284939046,0
peptide_nm_286,0.0588823498662092,0
peptide_nm_287,0.0824417751397559,0
peptide_nm_288,0.0528643522879482,0
peptide_nm_289,0.0215927217190724,0
peptide_nm_290,0.0161936367480359,0
peptide_nm_291,0.0416779475008295,0
peptide_nm_292,0.0399284986395354,0
peptide_nm_293,0.0224719112789049,0
peptide_nm_294,0.0386326453296826,0
peptide_nm_295,0.0272580046549995,0
peptide_nm_296,0.0391722127646518,0
peptide_nm_297,0.0672562250924444,0
peptide_nm_298,0.0798012492615381,0
peptide_nm_299,0.0959091097007585,0
peptide_nm_300,0.0718285206729879,0
peptide_nm_301,0.0504918197501933,0
peptide_nm_302,0.1411082660740085,0
peptide_nm_303,0.0649734232939261,0
peptide_nm_304,0.0223145891632549,0
peptide_nm_305,0.0396242610685151,0
peptide_nm_306,0.0913649450262005,0
peptide_nm_307,0.0311425679305431,0
peptide_nm_308,0.0761420982671637,0
peptide_nm_309,0.0081527860864308,0
peptide_nm_310,0.1785866990266701,0
peptide_nm_311,0.0538858212042495,0
peptide_nm_312,0.0427453542132291,0
peptide_nm_313,0.1302200081893927,0
peptide_nm_314,0.1527062499733691,0
peptide_nm_315,0.0395146311224047,0
peptide_nm_316,0.0933518873230709,0
peptide_nm_317,0.0315135226798064,0
peptide_nm_318,0.0337251813439522,0
peptide_nm_319,0.0357030851646439,0
peptide_nm_320,0.0385871578716312,0
peptide_nm_321,0.0515527041705134,0
peptide_nm_322,0.0768826068985788,0
peptide_nm_323,0.0299497329005117,0
peptide_nm_324,0.0206554257318358,0
peptide_nm_325,0.0370359238650245,0
peptide_nm_326,0.0401621775232429,0
peptide_nm_327,0.0464947158441424,0
peptide_nm_328,0.0382886307642834,0
peptide_nm_329,0.0279984912602336,0
peptide_nm_330,0.0078477372549842,0
peptide_nm_331,0.0595402933111664,0
peptide_nm_332,0.0231021684740999,0
peptide_nm_333,0.0504940035630525,0
peptide_nm_334,0.0838294739606316,0
peptide_nm_335,0.0874023805457642,0
peptide_nm_336,0.0396234343362798,0
peptide_nm_337,0.0564302086700637,0
peptide_nm_338,0.07521487698781,0
peptide_nm_339,0.0595263564203732,0
peptide_nm_340,0.0726355137581928,0
peptide_nm_341,0.0185973876183502,0
peptide_nm_342,0.0796313148579405,0
peptide_nm_343,0.0444913117485416,0
peptide_nm_344,0.0138062680479375,0
peptide_nm_345,0.0388739349935564,0
peptide_nm_346,0.0544249563457972,0
peptide_nm_347,0.1048977634291756,0
peptide_nm_348,0.025141549667758,0
peptide_nm_349,0.0754801172697548,0
peptide_nm_350,0.0022953263001649,0
peptide_nm_351,0.0403179752827696,0
peptide_nm_352,0.0570227822374889,0
peptide_nm_353,0.0482003925881803,0
peptide_nm_354,0.0986596981862535,0
peptide_nm_355,0.0543375255485584,0
peptide_nm_356,0.0533547464577791,0
peptide_nm_357,0.0179263628109995,0
peptide_nm_358,0.0417988639004029,0
peptide_nm_359,0.0613899065467243,0
peptide_nm_360,0.1249373106678123,0
peptide_nm_361,0.0717545806059501,0
peptide_nm_362,0.041619492810222,0
peptide_nm_363,0.1271782807002695,0
peptide_nm_364,0.0435064484866301,0
peptide_nm_365,0.0393000327182734,0
peptide_nm_366,0.0956051374746881,0
peptide_nm_367,0.1200763472432213,0
peptide_nm_368,0.0632348087219087,0
peptide_nm_369,0.0723639676590469,0
peptide_nm_370,0.0282649251261071,0
peptide_nm_371,0.0731277213036053,0
peptide_nm_372,0.0268504331868695,0
peptide_nm_373,0.0547220541696207,0
peptide_nm_374,0.01953375735964,0
peptide_nm_375,0.041953607872484,0
peptide_nm_376,0.1192573444338659,0
peptide_nm_377,0.0701294028063279,0
peptide_nm_378,0.0349747625889184,0
peptide_nm_379,0.0772455188019944,0
peptide_nm_380,0.0957183902241898,0
peptide_nm_381,0.0465291681322965,0
peptide_nm_382,0.0268316239406975,0
peptide_nm_383,0.0975418422152044,0
peptide_nm_384,0.0706982234715377,0
peptide_nm_385,0.0445209015778164,0
peptide_nm_386,0.0902961634057597,0
peptide_nm_387,0.0803525286632812,0
peptide_nm_388,0.128228250260083,0
peptide_nm_389,0.0779508391048412,0
peptide_nm_390,0.1301028803110162,0
peptide_nm_391,0.058343195164789,0
peptide_nm_392,0.0435383206299933,0
peptide_nm_393,0.1145863078713216,0
peptide_nm_394,0.0530445555381179,0
peptide_nm_395,0.0967544863699522,0
peptide_nm_396,0.0733127958240947,0
peptide_nm_397,0.107935316391109,0
peptide_nm_398,0.083702778716026,0
peptide_nm_399,0.0728120249505297,0
peptide_nm_400,0.0686453831908753,0
peptide_nm_401,0.0263966028112824,0
peptide_nm_402,0.0370488661370244,0
peptide_nm_403,0.0719975201114704,0
peptide_nm_404,0.0968078614510019,0
peptide_nm_405,0.0682157596863653,0
peptide_nm_406,0.0662052808433279,0
peptide_nm_407,0.0587058402946261,0
peptide_nm_408,0.0708570599027088,0
peptide_nm_409,0.0332802291002523,0
peptide_nm_410,0.0071027720651231,0
peptide_nm_411,0.0845676185008988,0
peptide_nm_412,0.0811756160040208,0
peptide_nm_413,0.0465504351330659,0
peptide_nm_414,0.0791631199111329,0
peptide_nm_415,0.0784359617462722,0
peptide_nm_416,0.0730248429776773,0
peptide_nm_417,0.1079305293583088,0
peptide_nm_418,0.027754749551877,0
peptide_nm_419,0.0394274771942977,0
peptide_nm_420,0.0858842361321035,0
peptide_nm_421,0.0469058687785046,0
peptide_nm_422,0.009301858704095,0
peptide_nm_423,0.0172304998866234,0
peptide_nm_424,0.061718240363965,0
peptide_nm_425,0.0645011883867588,0
peptide_nm_426,0.0677838332355205,0
peptide_nm_427,0.0714678149158961,0
peptide_nm_428,0.0086732180203105,0
peptide_nm_429,0.0063338075499706,0
peptide_nm_430,0.03993843308822,0
peptide_nm_431,0.1024125127011216,0
peptide_nm_432,0.0995480359435213,0
peptide_nm_433,0.0864107348380265,0
peptide_nm_434,0.0148486518044812,0
peptide_nm_435,0.0076611176718192,0
peptide_nm_436,0.0593460569063038,0
peptide_nm_437,0.0713849201753361,0
peptide_nm_438,0.1265084625141108,0
peptide_nm_439,0.0504439275655825,0
peptide_nm_440,0.0193332138340406,0
peptide_nm_441,0.0432661500112075,0
peptide_nm_442,0.0269545758605376,0
peptide_pm_1,0.1872826901515472,1
peptide_pm_2,0.1165771378898263,1
peptide_pm_3,0.1472914872671962,1
peptide_pm_4,0.0972777278281278,1
peptide_pm_5,0.0863501374939035,1
peptide_pm_6,0.0492306007188073,1
peptide_pm_7,0.0848180660820012,1
peptide_pm_8,0.0182374707572589,1
peptide_pm_9,0.1478641259458899,1
peptide_pm_10,0.0942287634678664,1
peptide_pm_11,0.1646619917339278,1
peptide_pm_12,0.0831028275059415,1
peptide_pm_13,0.0563935948991544,1
peptide_pm_14,0.073969885140626,1
peptide_pm_15,0.0959861967572336,1
peptide_pm_16,0.0243426594885032,1
peptide_pm_17,0.2404475979731766,1
peptide_pm_18,0.0414999739131161,1
peptide_pm_19,0.0343252240566403,1
peptide_pm_20,0.1250146715270436,1
peptide_pm_21,0.1033083892933282,1
peptide_pm_22,0.0447758664972461,1
peptide_pm_23,0.0378212949573816,1
peptide_pm_24,0.0836212944842788,1
peptide_pm_25,0.041046150615698,1
peptide_pm_26,0.0712124041723424,1
peptide_pm_27,0.040816223217277,1
peptide_pm_28,0.1103664473316845,1
peptide_pm_29,0.237114649129287,1
peptide_pm_30,0.0308940921139462,1
peptide_pm_31,0.0874234031358306,1
peptide_pm_32,0.0243166362250085,1
peptide_pm_33,0.0071880117686765,1
peptide_pm_34,0.0406703397274293,1
peptide_pm_35,0.2269977837231257,1
peptide_pm_36,0.0795777798856094,1
peptide_pm_37,0.0359701128983116,1
peptide_pm_38,0.2452994840499041,1
peptide_pm_39,0.026429963618298,1
peptide_pm_40,0.0230375181276166,1
peptide_pm_41,0.0388933197724638,1
peptide_pm_42,0.0484171660963101,1
peptide_pm_43,0.0103671975666697,1
peptide_pm_44,0.0716812712022001,1
peptide_pm_45,0.0550928082313293,1
peptide_pm_46,0.0732871398233811,1
peptide_pm_47,0.0408833213666843,1
peptide_pm_48,0.0781471982805748,1
peptide_pm_49,0.1283869298510689,1
peptide_pm_50,0.1283158885735427,1
peptide_pm_51,0.0907028437769522,1
peptide_pm_52,0.0258636021163504,1
peptide_pm_53,0.1125265253809864,1
peptide_pm_54,0.0299155341694073,1
peptide_pm_55,0.0498173941890993,1
peptide_pm_56,0.0583387395072123,1
peptide_pm_57,0.1172809465125068,1
peptide_pm_58,0.0438760807532519,1
peptide_pm_59,0.164276332336787,1
peptide_pm_60,0.2140195952453333,1
peptide_pm_61,0.0619673241189164,1
peptide_pm_62,0.0527601450088361,1
peptide_pm_63,0.0710775762007051,1
peptide_pm_64,0.1137975634790283,1
peptide_pm_65,0.0260803304738884,1
peptide_pm_66,0.0641885278764482,1
peptide_pm_67,0.1435005705494675,1
peptide_pm_68,0.2242207460066584,1
peptide_pm_69,0.0832837541825652,1
peptide_pm_70,0.0161235745801101,1
peptide_pm_71,0.0050949923914786,1
peptide_pm_72,0.1200483768869238,1
peptide_pm_73,0.1605119222069933,1
peptide_pm_74,0.0711511238612191,1
peptide_pm_75,0.0998741903846255,1
peptide_pm_76,0.093037434307905,1
peptide_pm_77,0.0349790272963228,1
peptide_pm_78,0.0728858208358343,1
peptide_pm_79,0.0790418331214584,1
peptide_pm_80,0.0896881350386675,1
peptide_pm_81,0.056183825431593,1
peptide_pm_82,0.2106864873942953,1
peptide_pm_83,0.0566398154483534,1
peptide_pm_84,0.0967787926188448,1
peptide_pm_85,0.2718965899197297,1
peptide_pm_86,0.0194460761093182,1
peptide_pm_87,0.2125714146567309,1
peptide_pm_88,0.0087480321851177,1
peptide_pm_89,0.2650394546281135,1
peptide_pm_90,0.1132959000409749,1
peptide_pm_91,0.0488568778925212,1
peptide_pm_92,0.0793888241479601,1
peptide_pm_93,0.0609656950584385,1
peptide_pm_94,0.1852514168515562,1
peptide_pm_95,0.1064993914518165,1
peptide_pm_96,0.0950038168455104,1
peptide_pm_97,0.008409036300141,1
peptide_pm_98,0.0631931540851794,1
peptide_pm_99,0.0399347653047643,1
peptide_pm_100,0.0648512342935271,1
peptide_pm_101,0.1163381844618881,1
peptide_pm_102,0.1204043746866226,1
peptide_pm_103,0.0874251077594911,1
peptide_pm_104,0.0671706369324124,1
peptide_pm_105,0.1978900137060479,1
peptide_pm_106,0.1374280980837974,1
peptide_pm_107,0.1574478736699536,1
peptide_pm_108,0.1280616169923016,1
peptide_pm_109,0.0410584165531203,1
peptide_pm_110,0.1381124270736109,1
peptide_pm_111,0.2401536958000175,1
peptide_pm_112,0.1441293299624442,1
peptide_pm_113,0.0618409725801882,1
peptide_pm_114,0.1417110632307412,1
peptide_pm_115,0.003297198873418,1
peptide_pm_116,0.0828834476410469,1
peptide_pm_117,0.1470281254137199,1
peptide_pm_118,0.1356029153222775,1
peptide_pm_119,0.0525253981481262,1
peptide_pm_120,0.0751461820851466,1
peptide_pm_121,0.164276332336787,1
peptide_pm_122,0.0667934448950355,1
peptide_pm_123,0.0206236738311203,1
peptide_pm_124,0.0863054560830785,1
peptide_pm_125,0.0747454670435774,1
peptide_pm_126,0.0803802166775734,1
peptide_pm_127,0.1148576137518369,1
peptide_pm_128,0.018129525738062,1
peptide_pm_129,0.058833783687797,1
peptide_pm_130,0.0289290280633676,1
peptide_pm_131,0.1288388789979952,1
peptide_pm_132,0.100148700033843,1
peptide_pm_133,0.086599624623618,1
peptide_pm_134,0.1093139276340424,1
peptide_pm_135,0.1453135034741675,1
peptide_pm_136,0.2210016806962735,1
peptide_pm_137,0.1295818917061915,1
peptide_pm_138,0.0481817450004145,1
peptide_pm_139,0.020091438214559,1
peptide_pm_140,0.1143839599896324,1
peptide_pm_141,0.0952963315142589,1
peptide_pm_142,0.2357089094550413,1
peptide_pm_143,0.0229615596595908,1
peptide_pm_144,0.1812483762444976,1
peptide_pm_145,0.0533728318080847,1
peptide_pm_146,0.0803205875363082,1
peptide_pm_147,0.0800209058012239,1
peptide_pm_148,0.0368230948187852,1
peptide_pm_149,0.0466830062534709,1
peptide_pm_150,0.0714520998434355,1
peptide_pm_151,0.0213932576205589,1
peptide_pm_152,0.2124624979869515,1
peptide_pm_153,0.0421122675446184,1
peptide_pm_154,0.0549952492984308,1
peptide_pm_155,0.1081434167105857,1
peptide_pm_156,0.1218947597454526,1
peptide_pm_157,0.0717646603742904,1
peptide_pm_158,0.1259450896912906,1
peptide_pm_159,0.077662264645031,1
peptide_pm_160,0.0317461661841877,1
peptide_pm_161,0.0941381417837295,1
peptide_pm_162,0.1044139832247864,1
peptide_pm_163,0.1280230130088572,1
peptide_pm_164,0.0890990303702079,1
peptide_pm_165,0.1468702742346886,1
peptide_pm_166,0.1002822388954782,1
peptide_pm_167,0.030793720567391,1
peptide_pm_168,0.1946120228814816,1
peptide_pm_169,0.0820201117211049,1
peptide_pm_170,0.0250726560522408,1
peptide_pm_171,0.1930579941103772,1
peptide_pm_172,0.0930392123010129,1
peptide_pm_173,0.0695905442183174,1
peptide_pm_174,0.0280778694372474,1
peptide_pm_175,0.0471864366312795,1
peptide_pm_176,0.0630890390274337,1
peptide_pm_177,0.040848041359205,1
peptide_pm_178,0.0905746492910441,1
peptide_pm_179,0.2192533341106642,1
peptide_pm_180,0.1720942018510569,1
peptide_pm_181,0.0642487138471199,1
peptide_pm_182,0.1297652007223881,1
peptide_pm_183,0.0708214712914667,1
peptide_pm_184,0.0990711021332743,1
peptide_pm_185,0.1182198657826212,1
peptide_pm_186,0.2178986085866501,1
peptide_pm_187,0.0712687622168771,1
peptide_pm_188,0.0317956775081288,1
peptide_pm_189,0.105758090815659,1
peptide_pm_190,0.0679918921541472,1
peptide_pm_191,0.1646619917339278,1
peptide_pm_192,0.1169459008759382,1
peptide_pm_193,0.0474568440635299,1
peptide_pm_194,0.0394647302713574,1
peptide_pm_195,0.0909903347447355,1
peptide_pm_196,0.0509222576317756,1
peptide_pm_197,0.0989130871169803,1
peptide_pm_198,0.1002490383539553,1
peptide_pm_199,0.164276332336787,1
peptide_pm_200,0.0489638397429356,1
peptide_pm_201,0.0135508213967475,1
peptide_pm_202,0.2045660798789089,1
peptide_pm_203,0.0883351705352288,1
peptide_pm_204,0.0510643630786819,1
peptide_pm_205,0.0859926450444246,1
peptide_pm_206,0.0279250285975665,1
peptide_pm_207,0.1141997230619348,1
peptide_pm_208,0.116682692460309,1
peptide_pm_209,0.0477215883997426,1
peptide_pm_210,0.0283830765706824,1
peptide_pm_211,0.1057197349264958,1
peptide_pm_212,0.1104583362232603,1
peptide_pm_213,0.0275213432906663,1
peptide_pm_214,0.1209984507447364,1
peptide_pm_215,0.1139340075129995,1
peptide_pm_216,0.1445560621095337,1
peptide_pm_217,0.100271963507424,1
peptide_pm_218,0.1986374842007848,1
peptide_pm_219,0.1076302878876992,1
peptide_pm_220,0.1035322283575195,1
peptide_pm_221,0.0368230948187852,1
peptide_pm_222,0.063092830993503,1
peptide_pm_223,0.0742825617678908,1
peptide_pm_224,0.0834876146429376,1
peptide_pm_225,0.0714843532312488,1
peptide_pm_226,0.1356460124879303,1
peptide_pm_227,0.1071248171172322,1
peptide_pm_228,0.0164932609972261,1
peptide_pm_229,0.1046329978526872,1
peptide_pm_230,0.0224155285713674,1
peptide_pm_231,0.0521682907983837,1
peptide_pm_232,0.0504740803521482,1
peptide_pm_233,0.0827010865595734,1
peptide_pm_234,0.0511287035797923,1
peptide_pm_235,0.0363209157640793,1
peptide_pm_236,0.1344251010895477,1
peptide_pm_237,0.0369500415694148,1
peptide_pm_238,0.0403620539253581,1
peptide_pm_239,0.0563380836814342,1
peptide_pm_240,0.180748844750236,1
peptide_pm_241,0.111027922243355,1
peptide_pm_242,0.0849956550294203,1
peptide_pm_243,0.0125240303552899,1
peptide_pm_244,0.061212039820248,1
peptide_pm_245,0.0684052740169074,1
peptide_pm_246,0.1024690558317568,1
peptide_pm_247,0.1165709889951754,1
peptide_pm_248,0.0814504442417723,1
peptide_pm_249,0.1109513910505438,1
peptide_pm_250,0.1061736967484526,1
peptide_pm_251,0.1057197349264958,1
peptide_pm_252,0.0863276175266829,1
peptide_pm_253,0.0674859589202323,1
peptide_pm_254,0.0951140624698261,1
peptide_pm_255,0.050497899871903,1
peptide_pm_256,0.050279206111932,1
peptide_pm_257,0.0590084442137067,1
peptide_pm_258,0.0403460615456215,1
peptide_pm_259,0.0735307014840427,1
peptide_pm_260,0.0710836306031873,1
peptide_pm_261,0.0888764924800057,1
