,Kytedoolittle,y
peptide_nm_168,0.0971344107822822,0
peptide_nm_169,0.1184702826673888,0
peptide_nm_170,0.1214134986699419,0
peptide_nm_171,0.1379083917051267,0
peptide_nm_172,0.3458709377958474,0
peptide_nm_173,0.3348384356182159,0
peptide_nm_174,0.2929790557912639,0
peptide_nm_175,0.3584417844868773,0
peptide_nm_176,0.1756277700511519,0
peptide_nm_177,0.1030715545837309,0
peptide_nm_178,0.3339202969544987,0
peptide_nm_179,0.2953386805189882,0
peptide_nm_180,0.2830886676761739,0
peptide_nm_181,0.1980815937410175,0
peptide_nm_182,0.1391736100325353,0
peptide_nm_183,0.3148678925553307,0
peptide_nm_184,0.2078241068403196,0
peptide_nm_185,0.1527673940869442,0
peptide_nm_186,0.0635149022079549,0
peptide_nm_187,0.4714777267119009,0
peptide_nm_188,0.2291204874299562,0
peptide_nm_189,0.1263021534070164,0
peptide_nm_190,0.3702709173262476,0
peptide_nm_191,0.1117317652521297,0
peptide_nm_192,0.2894434785060773,0
peptide_nm_193,0.4403742929684199,0
peptide_nm_194,0.2718188991103905,0
peptide_nm_195,0.411384509035978,0
peptide_nm_196,0.2554115192155843,0
peptide_nm_197,0.1673365064338104,0
peptide_nm_198,0.3674440905181211,0
peptide_nm_199,0.3818915157439754,0
peptide_nm_200,0.3933791633165422,0
peptide_nm_201,0.166994080166837,0
peptide_nm_202,0.3336152574084383,0
peptide_nm_203,0.1386955891162987,0
peptide_nm_204,0.0885662448819529,0
peptide_nm_205,0.0010473867070219,0
peptide_nm_206,0.3116981814099111,0
peptide_nm_207,0.105684700222881,0
peptide_nm_208,0.3502217856023896,0
peptide_nm_209,0.0973914112305266,0
peptide_nm_210,0.1545331798823128,0
peptide_nm_211,0.1356721153899681,0
peptide_nm_212,0.3360797500748104,0
peptide_nm_213,0.0091180105104128,0
peptide_nm_214,0.2839796798908751,0
peptide_nm_215,0.2237546141104671,0
peptide_nm_216,0.3062723199930333,0
peptide_nm_217,0.1221701945765387,0
peptide_nm_218,0.1586330523867657,0
peptide_nm_219,0.2773175312777933,0
peptide_nm_220,0.4243952129063015,0
peptide_nm_221,0.2327213507700464,0
peptide_nm_222,0.2546205785239586,0
peptide_nm_223,0.3069397288861328,0
peptide_nm_224,0.0552678332928741,0
peptide_nm_225,0.1664034195038874,0
peptide_nm_226,0.126081066994026,0
peptide_nm_227,0.2773186361085624,0
peptide_nm_228,0.3943500581955775,0
peptide_nm_229,0.4603253006058255,0
peptide_nm_230,0.0915008829388568,0
peptide_nm_231,0.4824580455589517,0
peptide_nm_232,0.1200304533660259,0
peptide_nm_233,0.3346807585160248,0
peptide_nm_234,0.1395528576052771,0
peptide_nm_235,0.3890416916828687,0
peptide_nm_236,0.184885817389668,0
peptide_nm_237,0.3886300124110174,0
peptide_nm_238,0.1706705713500233,0
peptide_nm_239,0.2879990939024054,0
peptide_nm_240,0.0662868982872741,0
peptide_nm_241,0.2816750757772074,0
peptide_nm_242,0.2318033837862327,0
peptide_nm_243,0.0432884201005044,0
peptide_nm_244,0.2802605668245124,0
peptide_nm_245,0.1984749763548419,0
peptide_nm_246,0.1833429067802588,0
peptide_nm_247,0.3420047302443641,0
peptide_nm_248,0.395734508967733,0
peptide_nm_249,0.2814433551645812,0
peptide_nm_250,0.1389060632817146,0
peptide_nm_251,0.149444869464792,0
peptide_nm_252,0.2059586557015559,0
peptide_nm_253,0.3940961218900111,0
peptide_nm_254,0.0230658080419105,0
peptide_nm_255,0.1555495842132133,0
peptide_nm_256,0.0412534952560665,0
peptide_nm_257,0.2635231864209079,0
peptide_nm_258,0.3269170065295773,0
peptide_nm_259,0.2470445093421012,0
peptide_nm_260,0.0537062809981266,0
peptide_nm_261,0.1106681752128865,0
peptide_nm_262,0.1213544764450592,0
peptide_nm_263,0.0269409818411553,0
peptide_nm_264,0.1860590980504684,0
peptide_nm_265,0.1773091829678825,0
peptide_nm_266,0.358309065302157,0
peptide_nm_267,0.2033699806107513,0
peptide_nm_268,0.1872114058722408,0
peptide_nm_269,0.0769308729566752,0
peptide_nm_270,0.4425634475886275,0
peptide_nm_271,0.2818449926260511,0
peptide_nm_272,0.1937358656907525,0
peptide_nm_273,0.1225043655788399,0
peptide_nm_274,0.2909432390915722,0
peptide_nm_275,0.3947550026904985,0
peptide_nm_276,0.1041989498572031,0
peptide_nm_277,0.1949574150357613,0
peptide_nm_278,0.0612684954538473,0
peptide_nm_279,0.0779557582588806,0
peptide_nm_280,0.3027122251690045,0
peptide_nm_281,0.3234731361396692,0
peptide_nm_282,0.0806754973874357,0
peptide_nm_283,0.1347069689278679,0
peptide_nm_284,0.206200730587046,0
peptide_nm_285,0.1877592461194493,0
peptide_nm_286,0.2534762606508168,0
peptide_nm_287,0.2394385352981935,0
peptide_nm_288,0.2116288753088313,0
peptide_nm_289,0.45878143143477,0
peptide_nm_290,0.4113342335448499,0
peptide_nm_291,0.2123583193126063,0
peptide_nm_292,0.0284161803487062,0
peptide_nm_293,0.3287903428084339,0
peptide_nm_294,0.2851332525096778,0
peptide_nm_295,0.0746826482117594,0
peptide_nm_296,0.2205057258573879,0
peptide_nm_297,0.2845168327546654,0
peptide_nm_298,0.2685164930478114,0
peptide_nm_299,0.2373541979204704,0
peptide_nm_300,0.0364989152380699,0
peptide_nm_301,0.4234195641125413,0
peptide_nm_302,0.1981186929995627,0
peptide_nm_303,0.2223510139847295,0
peptide_nm_304,0.1314277358405329,0
peptide_nm_305,0.3077090522776122,0
peptide_nm_306,0.1316119951203878,0
peptide_nm_307,0.169101201640082,0
peptide_nm_308,0.3738876286910553,0
peptide_nm_309,0.2946088898927227,0
peptide_nm_310,0.3482748575243684,0
peptide_nm_311,0.0711716003129392,0
peptide_nm_312,0.0700767124243477,0
peptide_nm_313,0.2220517554227103,0
peptide_nm_314,0.0932124847193005,0
peptide_nm_315,0.0697069787483967,0
peptide_nm_316,0.1413348405155241,0
peptide_nm_317,0.3516607225403423,0
peptide_nm_318,0.2964281260453645,0
peptide_nm_319,0.1571784980306181,0
peptide_nm_320,0.0518554795959001,0
peptide_nm_321,0.2519855698378037,0
peptide_nm_322,0.4704509812376003,0
peptide_nm_323,0.2010453589224416,0
peptide_nm_324,0.1921533838427151,0
peptide_nm_325,0.0749609807906003,0
peptide_nm_326,0.2232953244454151,0
peptide_nm_327,0.2217700107962571,0
peptide_nm_328,0.3335541232878315,0
peptide_nm_329,0.0259206677865674,0
peptide_nm_330,0.2546023024861428,0
peptide_nm_331,0.3517584745363964,0
peptide_nm_332,0.0495938760552934,0
peptide_nm_333,0.084873013342332,0
peptide_nm_334,0.2147593059150589,0
peptide_nm_335,0.3467592310064818,0
peptide_nm_336,0.3205141608773368,0
peptide_nm_337,0.3241645571903751,0
peptide_nm_338,0.2435104586809851,0
peptide_nm_339,0.1914527582701162,0
peptide_nm_340,0.3089769875810497,0
peptide_nm_341,0.119549817372273,0
peptide_nm_342,0.1590019935653238,0
peptide_nm_343,0.3732509713780727,0
peptide_nm_344,0.3117866510753335,0
peptide_nm_345,0.16808533675536,0
peptide_nm_346,0.2636898535136211,0
peptide_nm_347,0.4059217923071863,0
peptide_nm_348,0.1769456352986856,0
peptide_nm_349,0.2464386339193691,0
peptide_nm_350,0.1519342043958104,0
peptide_nm_351,0.1004732843775307,0
peptide_nm_352,0.1244457156743965,0
peptide_nm_353,0.1294739393693195,0
peptide_nm_354,0.2902640377520656,0
peptide_nm_355,0.2041339446475271,0
peptide_nm_356,0.2014109633370757,0
peptide_nm_357,0.1089717517416174,0
peptide_nm_358,0.2306721951810233,0
peptide_nm_359,0.211342483684874,0
peptide_nm_360,0.2487990655578044,0
peptide_nm_361,0.2340916409871555,0
peptide_nm_362,0.2723147057222065,0
peptide_nm_363,0.3743398501044752,0
peptide_nm_364,0.2566365141153524,0
peptide_nm_365,0.2520422744752487,0
peptide_nm_366,0.2439774033218058,0
peptide_nm_367,0.3414475109355243,0
peptide_nm_368,0.2272251628848118,0
peptide_nm_369,0.3792458899931898,0
peptide_nm_370,0.1335396629307706,0
peptide_nm_371,0.1675081473280746,0
peptide_nm_372,0.1916512742313378,0
peptide_nm_373,0.0996596441884043,0
peptide_nm_374,0.159732360985308,0
peptide_nm_375,0.2390913650306595,0
peptide_nm_376,0.1619930022760777,0
peptide_nm_377,0.2976117353118884,0
peptide_nm_378,0.1682151820394132,0
peptide_nm_379,0.4772114252908367,0
peptide_nm_380,0.2391771520105943,0
peptide_nm_381,0.4131901718560652,0
peptide_nm_382,0.1416351462736166,0
peptide_nm_383,0.3362188807437031,0
peptide_nm_384,0.4221256365587116,0
peptide_nm_385,0.0271788425541528,0
peptide_nm_386,0.0415326760039842,0
peptide_nm_387,0.3114825149917476,0
peptide_nm_388,0.0736038869160568,0
peptide_nm_389,0.1056277322844389,0
peptide_nm_390,0.5507487930664431,0
peptide_nm_391,0.1951883825100338,0
peptide_nm_392,0.1577880435878581,0
peptide_nm_393,0.279700347293115,0
peptide_nm_394,0.337682662116266,0
peptide_nm_395,0.1905205221690956,0
peptide_nm_396,0.4208265619463178,0
peptide_nm_397,0.2505055413363725,0
peptide_nm_398,0.3896336622718272,0
peptide_nm_399,0.1655079886273824,0
peptide_nm_400,0.2421625536142498,0
peptide_nm_401,0.0281540369724656,0
peptide_nm_402,0.294099487129707,0
peptide_nm_403,0.1491177576463712,0
peptide_nm_404,0.2168056811791577,0
peptide_nm_405,0.1557886913313552,0
peptide_nm_406,0.2816058355789459,0
peptide_nm_407,0.3148388413213676,0
peptide_nm_408,0.1566332864416129,0
peptide_nm_409,0.1582406911606617,0
peptide_nm_410,0.0449205674013179,0
peptide_nm_411,0.2163094716944054,0
peptide_nm_412,0.3111334947164685,0
peptide_nm_413,0.1869723450724534,0
peptide_nm_414,0.1765254363031718,0
peptide_nm_415,0.3002431905771747,0
peptide_nm_416,0.2854710076353252,0
peptide_nm_417,0.2783532050427133,0
peptide_nm_418,0.4360062469648096,0
peptide_nm_419,0.3321473641215106,0
peptide_nm_420,0.2119433403100796,0
peptide_nm_421,0.1116808892776247,0
peptide_nm_422,0.0772961057229632,0
peptide_nm_423,0.0521940270548941,0
peptide_nm_424,0.0591634509590466,0
peptide_nm_425,0.1302585394701401,0
peptide_nm_426,0.1062727384406889,0
peptide_nm_427,0.106112167766091,0
peptide_nm_428,0.1590250539246946,0
peptide_nm_429,0.4380270469647547,0
peptide_nm_430,0.0239209405311551,0
peptide_nm_431,0.1266262591562161,0
peptide_nm_432,0.124727502364567,0
peptide_nm_433,0.3165285679786596,0
peptide_nm_434,0.0800794324721581,0
peptide_nm_435,0.1486128614053813,0
peptide_nm_436,0.1425120945698433,0
peptide_nm_437,0.4442465490226154,0
peptide_nm_438,0.448310995924662,0
peptide_nm_439,0.0419225231590563,0
peptide_nm_440,0.0964132892835906,0
peptide_nm_441,0.0967055069834091,0
peptide_nm_442,0.330431058331323,0
peptide_pm_1,0.4622750811295459,1
peptide_pm_2,0.4295693175247892,1
peptide_pm_3,0.5399614134499876,1
peptide_pm_4,0.5697258823625878,1
peptide_pm_5,0.0246518423329144,1
peptide_pm_6,0.4947231455478402,1
peptide_pm_7,0.2773548840979323,1
peptide_pm_8,0.2586567425468868,1
peptide_pm_9,0.6808448046918186,1
peptide_pm_10,0.0363938422973655,1
peptide_pm_11,0.5706537686575468,1
peptide_pm_12,0.4048851989437068,1
peptide_pm_13,0.1697029476131965,1
peptide_pm_14,0.0648076952073554,1
peptide_pm_15,0.2913228197705263,1
peptide_pm_16,0.3195773381073855,1
peptide_pm_17,0.5383628869794469,1
peptide_pm_18,0.3567634483564302,1
peptide_pm_19,0.3576195829343263,1
peptide_pm_20,0.0734591746133109,1
peptide_pm_21,0.4029514719083836,1
peptide_pm_22,0.3320107173456449,1
peptide_pm_23,0.1576178401906841,1
peptide_pm_24,0.7642898415506925,1
peptide_pm_25,0.1570060210656886,1
peptide_pm_26,0.3299465226712366,1
peptide_pm_27,0.178396366799942,1
peptide_pm_28,0.0824423725185899,1
peptide_pm_29,0.540700499403585,1
peptide_pm_30,0.4888016638100373,1
peptide_pm_31,0.4993073030534649,1
peptide_pm_32,0.3389953402936311,1
peptide_pm_33,0.3780755223320514,1
peptide_pm_34,0.6387041717851255,1
peptide_pm_35,0.4979057191721893,1
peptide_pm_36,0.4313207440791308,1
peptide_pm_37,0.4349477731561322,1
peptide_pm_38,0.67777471397269,1
peptide_pm_39,0.1352562274851636,1
peptide_pm_40,0.1768086866727677,1
peptide_pm_41,0.2357231805477117,1
peptide_pm_42,0.1077026801213534,1
peptide_pm_43,0.0732250943947012,1
peptide_pm_44,0.2319855774810661,1
peptide_pm_45,0.0309294385208004,1
peptide_pm_46,0.1993472669900263,1
peptide_pm_47,0.1093910305811652,1
peptide_pm_48,0.0862599428577679,1
peptide_pm_49,0.5478347225104805,1
peptide_pm_50,0.5755015438261321,1
peptide_pm_51,0.2260967127103173,1
peptide_pm_52,0.3070099117280304,1
peptide_pm_53,0.2590610287208454,1
peptide_pm_54,0.1648258154246594,1
peptide_pm_55,0.5345429013656062,1
peptide_pm_56,0.0516379464733849,1
peptide_pm_57,0.6623310570822062,1
peptide_pm_58,0.0403011389626287,1
peptide_pm_59,0.5779339842295265,1
peptide_pm_60,0.6066492402666642,1
peptide_pm_61,0.1507797139110379,1
peptide_pm_62,0.2347374214086487,1
peptide_pm_63,0.1149539487333771,1
peptide_pm_64,0.8061555856134366,1
peptide_pm_65,0.6629859623206784,1
peptide_pm_66,0.120748406732181,1
peptide_pm_67,0.672807770735571,1
peptide_pm_68,0.6261794031323474,1
peptide_pm_69,0.3427915410837622,1
peptide_pm_70,0.0450657320312155,1
peptide_pm_71,0.0264282616698486,1
peptide_pm_72,0.4168585062392931,1
peptide_pm_73,0.555741288278755,1
peptide_pm_74,0.1235844230879444,1
peptide_pm_75,0.7639745119538728,1
peptide_pm_76,0.4523824510351018,1
peptide_pm_77,0.4958287804241865,1
peptide_pm_78,0.3009377399976259,1
peptide_pm_79,0.2640177869787128,1
peptide_pm_80,0.2779681916892143,1
peptide_pm_81,0.5003873125200888,1
peptide_pm_82,0.5866488479511739,1
peptide_pm_83,0.2019555539171013,1
peptide_pm_84,0.1101642308133647,1
peptide_pm_85,0.4816655001909681,1
peptide_pm_86,0.1578680787474532,1
peptide_pm_87,0.7442774398822044,1
peptide_pm_88,0.1271737997117208,1
peptide_pm_89,0.6702053953197401,1
peptide_pm_90,0.3003342165021946,1
peptide_pm_91,0.3459560360877436,1
peptide_pm_92,0.3689003664943954,1
peptide_pm_93,0.3692407999534167,1
peptide_pm_94,0.4966034177070737,1
peptide_pm_95,0.677221662884794,1
peptide_pm_96,0.1402863741433709,1
peptide_pm_97,0.2373016343128805,1
peptide_pm_98,0.4183289525128739,1
peptide_pm_99,0.2724592351408907,1
peptide_pm_100,0.1710621285845384,1
peptide_pm_101,0.284031018818381,1
peptide_pm_102,0.8189758681736248,1
peptide_pm_103,0.3547120381170778,1
peptide_pm_104,0.6924784393766361,1
peptide_pm_105,0.6103152096594381,1
peptide_pm_106,0.5129840435682068,1
peptide_pm_107,0.4714177712344899,1
peptide_pm_108,0.4271489532396576,1
peptide_pm_109,0.1705236827142159,1
peptide_pm_110,0.242308527795079,1
peptide_pm_111,0.5419080548804739,1
peptide_pm_112,0.6958381528665872,1
peptide_pm_113,0.4659855800908803,1
peptide_pm_114,0.4520111638936512,1
peptide_pm_115,0.1610357029006209,1
peptide_pm_116,0.6892457458936907,1
peptide_pm_117,0.5012979350923159,1
peptide_pm_118,0.2328912182086165,1
peptide_pm_119,0.0812805385355169,1
peptide_pm_120,0.0628481253872167,1
peptide_pm_121,0.5643423473321936,1
peptide_pm_122,0.667797843556923,1
peptide_pm_123,0.3972444821113294,1
peptide_pm_124,0.0962884651939965,1
peptide_pm_125,0.0680555425465219,1
peptide_pm_126,0.2690177375279997,1
peptide_pm_127,0.3770255874195362,1
peptide_pm_128,0.1111157694942406,1
peptide_pm_129,0.1881583073406226,1
peptide_pm_130,0.5195914269618426,1
peptide_pm_131,0.2410772575136453,1
peptide_pm_132,0.7586827123242592,1
peptide_pm_133,0.4051051952532106,1
peptide_pm_134,0.3658789066781049,1
peptide_pm_135,0.6747568752433086,1
peptide_pm_136,0.5323241501765898,1
peptide_pm_137,0.5840154701852671,1
peptide_pm_138,0.280874384613196,1
peptide_pm_139,0.6128889656550277,1
peptide_pm_140,0.7662072563253054,1
peptide_pm_141,0.4706295927975886,1
peptide_pm_142,0.7067161931559381,1
peptide_pm_143,0.3087271384250512,1
peptide_pm_144,0.7379384537864232,1
peptide_pm_145,0.2940816415583057,1
peptide_pm_146,0.1788243845294868,1
peptide_pm_147,0.3689003664943954,1
peptide_pm_148,0.3819817827862944,1
peptide_pm_149,0.2049927798253947,1
peptide_pm_150,0.6576924443012883,1
peptide_pm_151,0.5654199533327202,1
peptide_pm_152,0.6323637397004883,1
peptide_pm_153,0.4420870949829342,1
peptide_pm_154,0.0389208113605617,1
peptide_pm_155,0.6043286549212895,1
peptide_pm_156,0.6628666961927321,1
peptide_pm_157,0.2121786819166695,1
peptide_pm_158,0.3440329480992387,1
peptide_pm_159,0.4258593487757141,1
peptide_pm_160,0.1034043807655347,1
peptide_pm_161,0.6882549007027471,1
peptide_pm_162,0.5506860255076245,1
peptide_pm_163,0.5006091047939548,1
peptide_pm_164,0.622779348235441,1
peptide_pm_165,0.6582240474675842,1
peptide_pm_166,0.7200281489919365,1
peptide_pm_167,0.3931987077860254,1
peptide_pm_168,0.7141540844632234,1
peptide_pm_169,0.3565918995744201,1
peptide_pm_170,0.5624266128189555,1
peptide_pm_171,0.485706311647476,1
peptide_pm_172,0.7531080958718434,1
peptide_pm_173,0.1893482081976176,1
peptide_pm_174,0.1645558685748792,1
peptide_pm_175,0.2577590894985777,1
peptide_pm_176,0.0148709016847505,1
peptide_pm_177,0.4044876455140922,1
peptide_pm_178,0.4714076760141048,1
peptide_pm_179,0.5958875525157442,1
peptide_pm_180,0.6275569278414075,1
peptide_pm_181,0.3713836335316733,1
peptide_pm_182,0.5015967774835821,1
peptide_pm_183,0.6116304701187547,1
peptide_pm_184,0.1203574103090208,1
peptide_pm_185,0.5952876250165297,1
peptide_pm_186,0.6066898431620531,1
peptide_pm_187,0.6579290034064954,1
peptide_pm_188,0.2659858429472618,1
peptide_pm_189,0.6837163797794977,1
peptide_pm_190,0.2046769563427663,1
peptide_pm_191,0.5843964092309774,1
peptide_pm_192,0.4059892638074077,1
peptide_pm_193,0.2747640584820627,1
peptide_pm_194,0.4909423129926329,1
peptide_pm_195,0.3264949129585734,1
peptide_pm_196,0.3673588293217047,1
peptide_pm_197,0.758378380593265,1
peptide_pm_198,0.5052085053858408,1
peptide_pm_199,0.5945360702236031,1
peptide_pm_200,0.3617257059292632,1
peptide_pm_201,0.5048092865170104,1
peptide_pm_202,0.6991849790861748,1
peptide_pm_203,0.4425932507951851,1
peptide_pm_204,0.5987308170171027,1
peptide_pm_205,0.3098159067064917,1
peptide_pm_206,0.2285034811231193,1
peptide_pm_207,0.6670440318451151,1
peptide_pm_208,0.5988107420486146,1
peptide_pm_209,0.3492375087588821,1
peptide_pm_210,0.1407775413258213,1
peptide_pm_211,0.2196501935845514,1
peptide_pm_212,0.6678901811383923,1
peptide_pm_213,0.3339566626273001,1
peptide_pm_214,0.4853074785402888,1
peptide_pm_215,0.2792021042467967,1
peptide_pm_216,0.5280787849170349,1
peptide_pm_217,0.428662009082324,1
peptide_pm_218,0.6206287413791769,1
peptide_pm_219,0.6394133243637875,1
peptide_pm_220,0.3822608631122074,1
peptide_pm_221,0.3478847630206598,1
peptide_pm_222,0.0402320009174639,1
peptide_pm_223,0.2061834868453539,1
peptide_pm_224,0.1111043306303083,1
peptide_pm_225,0.4432962375887695,1
peptide_pm_226,0.5496009146285439,1
peptide_pm_227,0.4822365971921229,1
peptide_pm_228,0.1478849551843579,1
peptide_pm_229,0.3166587743276954,1
peptide_pm_230,0.1291144579722274,1
peptide_pm_231,0.532439884407418,1
peptide_pm_232,0.5212240998249486,1
peptide_pm_233,0.1382182318417216,1
peptide_pm_234,0.5824743997547793,1
peptide_pm_235,0.5510115450674989,1
peptide_pm_236,0.0986454369425307,1
peptide_pm_237,0.0838399071880576,1
peptide_pm_238,0.1411065100264434,1
peptide_pm_239,0.4397867400389665,1
peptide_pm_240,0.3352989387390739,1
peptide_pm_241,0.3375743948782619,1
peptide_pm_242,0.2964924641688209,1
peptide_pm_243,0.2182046437470507,1
peptide_pm_244,0.4401808338455858,1
peptide_pm_245,0.4353031658390538,1
peptide_pm_246,0.2014348877496902,1
peptide_pm_247,0.654197562169793,1
peptide_pm_248,0.1295289416022962,1
peptide_pm_249,0.4116014186800271,1
peptide_pm_250,0.7319615582553145,1
peptide_pm_251,0.2379485786482693,1
peptide_pm_252,0.7036875257937824,1
peptide_pm_253,0.116920780879963,1
peptide_pm_254,0.131835574014102,1
peptide_pm_255,0.3845730608931653,1
peptide_pm_256,0.3532107441915326,1
peptide_pm_257,0.0477683598289514,1
peptide_pm_258,0.2976002502645937,1
peptide_pm_259,0.4288833263101796,1
peptide_pm_260,0.4526850204218541,1
